"name","id","sectionTitle","text","uuid:ID","sectionNumber"
"SECTION 5.1","NarrativeContent_22","Selection of Trial Population","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","7c270fff-fd28-4fa8-a8f0-88d1b522d3f5","5.1"
"SECTION 5.2","NarrativeContent_23","Rationale for Trial Population","<div></div>","4e477054-cca4-42ae-b3a8-38fe7f90caff","5.2"
"SECTION 5.3","NarrativeContent_24","Inclusion Criteria","<div><usdm:section name=""M11-inclusion""></div>","f2b2561d-0e36-47d6-850a-39307cf68380","5.3"
"SECTION 5.4","NarrativeContent_25","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></div>","1ca75cf8-abbc-45de-93bb-462a8c7e393a","5.4"
"SECTION 5.5","NarrativeContent_26","Lifestyle Considerations","<div></div>","ad18ba22-8e4b-4f35-a451-acff9d07669a","5.5"
"SECTION 5.5.1","NarrativeContent_27","Meals and Dietary Restrictions","<div></div>","71d7d7c7-deed-4ee8-9009-8df1c56785c2","5.5.1"
"SECTION 5.5.2","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>","d6d32fa0-d54c-4f72-aa37-fbcb0dc9f6f6","5.5.2"
"SECTION 5.5.3","NarrativeContent_29","Physical Activity","<div></div>","9de23165-ef21-451d-8f9e-9f32bbae2716","5.5.3"
"SECTION 5.5.4","NarrativeContent_30","Other Activity","<div></div>","46e713a7-1058-4adc-8847-82c745f528a6","5.5.4"
"SECTION 5.6","NarrativeContent_31","Screen Failures","<div></div>","c6df0fb2-7387-494f-a175-8cd6badd2aab","5.6"
"SECTION 6","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>","b76c7699-6062-4c81-bb5c-62daada30829","6"
"SECTION 6.1","NarrativeContent_33","Description of Trial Intervention","<div></div>","4107a7e8-dad3-4e2d-8cc5-6bd537474ff2","6.1"
"SECTION 6.2","NarrativeContent_34","Rationale for Trial Intervention","<div></div>","2d53b724-e8b2-4dc2-be18-567a782f920d","6.2"
"SECTION 6.3","NarrativeContent_35","Dosing and Administration","<div></div>","061fd7a4-19f7-41fe-ad32-90b943c1e7a8","6.3"
"SECTION 6.3.1","NarrativeContent_36","Trial Intervention Dose Modification","<div></div>","64627510-be94-4b57-827c-c37075efb628","6.3.1"
"SECTION 6.4","NarrativeContent_37","Treatment of Overdose","<div></div>","74dd0977-9c4e-4103-9367-0b74929a7fbe","6.4"
"SECTION 6.5","NarrativeContent_38","Preparation, Handling, Storage and Accountability","<div></div>","ff91fd14-0124-470f-86c9-b9a1fe32c049","6.5"
"SECTION 6.5.1","NarrativeContent_39","Preparation of Trial Intervention","<div></div>","c3d1c8cd-e824-4d26-b6f8-bb346bfc928b","6.5.1"
"SECTION 6.5.2","NarrativeContent_40","Handling and Storage of Trial Intervention","<div></div>","90a31380-0f66-4c93-b434-3918bdbdaf34","6.5.2"
"SECTION 6.5.3","NarrativeContent_41","Accountability of Trial Intervention","<div></div>","b77db8fc-9844-4f51-919b-ff1f513f4679","6.5.3"
"SECTION 6.6","NarrativeContent_42","Participant Assignment, Randomisation and Blinding","<div></div>","38ce6856-fff0-4b31-8a85-265995c5719c","6.6"
"SECTION 6.6.1","NarrativeContent_43","Participant Assignment","<div></div>","d97a2cb5-3ae8-4b1e-a6be-7bdbd44759a9","6.6.1"
"SECTION 6.6.2","NarrativeContent_44","Randomisation","<div></div>","18300e44-5202-4f8d-9951-f97949a34302","6.6.2"
"SECTION 6.6.3","NarrativeContent_45","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","091a8646-f077-4e93-ac55-282a294384cd","6.6.3"
"SECTION 6.7","NarrativeContent_46","Trial Intervention Compliance","<div></div>","bf17535e-2578-4991-85dd-d4346ca6b79a","6.7"
"SECTION 6.8","NarrativeContent_47","Concomitant Therapy","<div></div>","6128e2b8-2ca7-4b3f-a17f-74066d145f71","6.8"
"SECTION 6.8.1","NarrativeContent_48","Prohibited Concomitant Therapy","<div></div>","684d978b-aa49-4f15-bb5f-5acf34d21098","6.8.1"
"SECTION 6.8.2","NarrativeContent_49","Permitted Concomitant Therapy","<div></div>","2757e566-8a81-49cb-8803-a41ccf3816fe","6.8.2"
"SECTION 6.8.3","NarrativeContent_50","Rescue Therapy","<div></div>","2807ff36-3f25-43fa-b09f-fca2fd1daa75","6.8.3"
"SECTION 6.8.4","NarrativeContent_51","Other Therapy","<div></div>","46fad25a-0bab-4276-a4a5-95064580fd9b","6.8.4"
"SECTION 7","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>","65b0b425-025c-481d-bf32-9e54e49c8e24","7"
"SECTION 7.1","NarrativeContent_53","Discontinuation of Trial Intervention","<div></div>","12fa5099-0318-4e06-889f-933130381a1c","7.1"
"SECTION 7.1.1","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>","5b26ec6c-641c-4727-a0d3-18864f1bbbc1","7.1.1"
"SECTION 7.1.2","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>","2cc9d0b0-b7fa-451b-af8e-ecae25f43a79","7.1.2"
"SECTION 7.1.3","NarrativeContent_56","Rechallenge","<div></div>","58412120-141d-4b75-84f1-2f1bbe116137","7.1.3"
"SECTION 7.2","NarrativeContent_57","Participant Withdrawal from the Trial","<div></div>","5c7a5fff-58c1-4cbd-b72d-50028c89ca38","7.2"
"SECTION 7.3","NarrativeContent_58","Lost to Follow-Up","<div></div>","003c70b2-91cd-49cc-8d8d-ce61734a3321","7.3"
"SECTION 7.4","NarrativeContent_59","Trial Stopping Rules","<div></div>","9669b6c7-6df9-466b-b5ff-b3e8b385b414","7.4"
"SECTION 8","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>","5dafe0e7-8630-42ea-98e2-081b07a28dd4","8"
"SECTION 8.1","NarrativeContent_61","Screening/Baseline Assessments and Procedures","<div></div>","a2e78fbe-c930-4a70-ba9b-449d89e5a612","8.1"
"SECTION 8.2","NarrativeContent_62","Efficacy Assessments and Procedures","<div></div>","20d6bba9-8663-47b0-bfb3-af439bb38eb8","8.2"
"SECTION 8.3","NarrativeContent_63","Safety Assessments and Procedures","<div></div>","1bac98c0-740e-43d9-8d29-dccc539e16b0","8.3"
"SECTION 8.3.1","NarrativeContent_64","Physical Examination","<div></div>","7607b758-23f1-4818-a813-82e3cfcc5230","8.3.1"
"SECTION 8.3.2","NarrativeContent_65","Vital Signs","<div></div>","3bde5c49-f882-4291-87a5-0eca213a3506","8.3.2"
"SECTION 8.3.3","NarrativeContent_66","Electrocardiograms","<div></div>","b77a04c9-9439-4121-a208-04eeba344fee","8.3.3"
"SECTION 8.3.4","NarrativeContent_67","Clinical Laboratory Assessments","<div></div>","925128a5-4d94-4d97-89ba-e905f3c66a26","8.3.4"
"SECTION 8.3.5","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>","f43d6389-6aba-468b-92d3-edfe61de4eaa","8.3.5"
"SECTION 8.4","NarrativeContent_69","Adverse Events and Serious Adverse Events","<div></div>","b70105cd-f72c-4fc8-9701-747091259a89","8.4"
"SECTION 8.4.1","NarrativeContent_70","Definitions of AE and SAE","<div></div>","06805c07-33fa-478e-b53a-c72b7dffe57a","8.4.1"
"SECTION 8.4.2","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","<div></div>","31555aac-9bb8-4612-b72b-3485b91f284a","8.4.2"
"SECTION 8.4.3","NarrativeContent_72","Identifying AEs and SAEs","<div></div>","26f92f17-9356-4024-8bf9-b2a0e19aae04","8.4.3"
"SECTION 8.4.4","NarrativeContent_73","Recording of AEs and SAEs","<div></div>","88aeb191-53dc-42a5-808d-856f90e4d5a7","8.4.4"
"SECTION 8.4.5","NarrativeContent_74","Follow-up of AEs and SAEs","<div></div>","f604009c-b5c9-498d-9842-95200eb398a6","8.4.5"
"SECTION 8.4.6","NarrativeContent_75","Reporting of SAEs","<div></div>","ba489c54-a22e-441e-a944-c28cabdaf12b","8.4.6"
"SECTION 8.4.7","NarrativeContent_76","Regulatory Reporting Requirements for SAEs","<div></div>","759466e5-b318-4499-9a83-67f66439d125","8.4.7"
"SECTION 8.4.8","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","<div></div>","05f9289c-0d98-4050-a185-1e58ea3368a6","8.4.8"
"SECTION 8.4.9","NarrativeContent_78","Adverse Events of Special Interest","<div></div>","ef5089de-08b6-4aed-82cd-341902fa2aaf","8.4.9"
"SECTION 8.4.10","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","32f29f21-3465-4901-9b82-cfd8413823e2","8.4.10"
"SECTION 8.5","NarrativeContent_80","Pregnancy and Postpartum Information","<div></div>","418077cd-861a-4e95-841f-06bbc034d072","8.5"
"SECTION 8.5.1","NarrativeContent_81","Participants Who Become Pregnant During the Trial","<div></div>","817129df-f2c0-46fe-9efb-a893b63a77b2","8.5.1"
"SECTION 8.5.2","NarrativeContent_82","Participants Whose Partners Become Pregnant","<div></div>","f5edd185-58d6-4db6-8b59-a26d3bd53b6f","8.5.2"
"SECTION 8.6","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","cbb4485b-7b28-454f-bcb4-483e733826a4","8.6"
"SECTION 8.6.1","NarrativeContent_84","Definition of Medical Device Product Complaints","<div></div>","2a08891d-f46a-42ad-9ea1-cff32dc2a78d","8.6.1"
"SECTION 8.6.2","NarrativeContent_85","Recording of Medical Device Product Complaints","<div></div>","5058f301-cc79-4a65-b674-6064894db136","8.6.2"
"SECTION 8.6.3","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","01f1bc0e-b14c-4213-ab12-6e788208af7d","8.6.3"
"SECTION 8.6.4","NarrativeContent_87","Follow-Up of Medical Device Product Complaints","<div></div>","6b15d6ed-efdc-475a-ab6e-04499fd10041","8.6.4"
"SECTION 8.6.5","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","589e2841-ee28-4b17-9b58-1f9d112865b3","8.6.5"
"SECTION 8.7","NarrativeContent_89","Pharmacokinetics","<div></div>","d3b60d3e-febf-4793-bc98-9e26ca476995","8.7"
"SECTION 8.8","NarrativeContent_90","Genetics","<div></div>","1e680c88-b416-4263-87c4-0957cc65f7dd","8.8"
"SECTION 8.9","NarrativeContent_91","Biomarkers","<div></div>","efe0a0db-7d5c-4ba8-8460-cb73fa3d8a6e","8.9"
"SECTION 8.1","NarrativeContent_92","Immunogenicity Assessments","<div></div>","cd69c18f-b826-4480-bf94-f8b4c3f05f93","8.1"
"SECTION 8.1.1","NarrativeContent_93","Medical Resource Utilisation and Health Economics","<div></div>","da18f650-f917-4bc0-9770-aac8bb0eb671","8.1.1"
"SECTION 9","NarrativeContent_94","STATISTICAL CONSIDERATIONS","<div></div>","96c475e7-ac02-4dc8-93a0-5ab771d6cb77","9"
"SECTION 9.1","NarrativeContent_95","Analysis Sets","<div></div>","da92850f-9de6-4068-aa7e-9d3929e4f79f","9.1"
"SECTION 9.2","NarrativeContent_96","Analyses Supporting Primary Objective(s)","<div></div>","062f4594-35dc-4b1a-9b04-9a12a267f7f7","9.2"
"SECTION 9.2.1","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","a6e91129-875d-47ad-a711-5efce182138d","9.2.1"
"SECTION 9.2.2","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","337cf933-dcb7-4c34-8ab9-38d211cfae0b","9.2.2"
"SECTION 9.2.3","NarrativeContent_99","Handling of Missing Data","<div></div>","aafc2161-6254-4a72-83c0-10f64683c22c","9.2.3"
"SECTION 9.2.4","NarrativeContent_100","Sensitivity Analysis","<div></div>","3f9f1657-e997-40d8-b1a4-d9ea0fc806c8","9.2.4"
"SECTION 9.2.5","NarrativeContent_101","Supplementary Analysis","<div></div>","f207e053-6855-4d34-89ea-c879c008afea","9.2.5"
"SECTION 9.3","NarrativeContent_102","Analysis Supporting Secondary Objective(s)","<div></div>","507fbf2a-8bb5-4bdb-895c-23c76b58043e","9.3"
"SECTION 9.4","NarrativeContent_103","Analysis of Exploratory Objective(s)","<div></div>","05c6917c-33b7-43b0-bbdc-1d81fb44be9e","9.4"
"SECTION 9.5","NarrativeContent_104","Safety Analyses","<div></div>","f07ed0c9-54e3-4759-8a58-81a3994984ec","9.5"
"SECTION 9.6","NarrativeContent_105","Other Analyses","<div></div>","ab6c7a27-e325-432e-be2d-15cd8993dddf","9.6"
"SECTION 9.7","NarrativeContent_106","Interim Analyses","<div></div>","e455630f-34cb-4713-8b63-c6f93322d48c","9.7"
"SECTION 9.8","NarrativeContent_107","Sample Size Determination","<div></div>","315aff3b-e1e8-43b7-a03b-d54fd22e94df","9.8"
"SECTION 9.9","NarrativeContent_108","Protocol Deviations","<div></div>","e7bace6c-51db-410c-a648-d20c092b2aaf","9.9"
"SECTION 10","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","22b525a6-dd25-45f7-b75a-68a8fb13e5b0","10"
"SECTION 10.1","NarrativeContent_110","Regulatory and Ethical Considerations","<div></div>","d18d03fe-bc28-4a09-9827-c6a0621431ab","10.1"
"SECTION 10.2","NarrativeContent_111","Committees","<div></div>","8b0762f7-92db-4cb0-89d6-571fd2786a76","10.2"
"SECTION 10.3","NarrativeContent_112","Informed Consent Process","<div></div>","1b4969c1-47a7-4efd-b9f8-a02943a31cb4","10.3"
"SECTION 10.4","NarrativeContent_113","Data Protection","<div></div>","e6394373-db34-433d-8d7d-96e68ff5c991","10.4"
"SECTION 10.5","NarrativeContent_114","Early Site Closure or Trial Termination","<div></div>","589a5b00-ef30-44d5-94c8-c321e5e0d572","10.5"
"SECTION 11","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","3eff522c-49c6-49d7-b44a-e7b2d6652dc3","11"
"SECTION 11.1","NarrativeContent_116","Quality Tolerance Limits","<div></div>","ceb304c2-6f58-4885-bfb0-5f9947820ccb","11.1"
"SECTION 11.2","NarrativeContent_117","Data Quality Assurance","<div></div>","25a5228a-0751-49a5-a05f-f3e6ad22786f","11.2"
"SECTION 11.3","NarrativeContent_118","Source Data","<div></div>","04097e6b-464f-4dba-8807-32c5ddfc990b","11.3"
"SECTION 12","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","6bddbffc-9a55-4e73-945e-59953fd35e03","12"
"SECTION 12.1","NarrativeContent_120","Further Details and Clarifications on the AE Definition","<div></div>","326b21be-3acd-4c32-b41c-0465a595614e","12.1"
"SECTION 12.2","NarrativeContent_121","Further Details and Clarifications on the SAE Definition","<div></div>","a076fa31-2ce1-44d8-b465-e5e7348b4cf9","12.2"
"SECTION 12.3","NarrativeContent_122","Severity","<div></div>","ac6a78df-b348-4ec8-bb2d-eab5f237b319","12.3"
"SECTION 12.4","NarrativeContent_123","Causality","<div></div>","9acc9e69-d8d0-43b8-bf57-facc2eb50c99","12.4"
"SECTION 13","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","761837ce-7a6e-4b7d-b74a-1da99787eca7","13"
"SECTION 13.1","NarrativeContent_125","Contraception and Pregnancy Testing","<div></div>","faab0758-df67-4caf-814d-7f6b3140fcc3","13.1"
"SECTION 13.1.1","NarrativeContent_126","Definitions Related to Childbearing Potential","<div></div>","908aba5b-0dac-438a-b9c8-8a224bf4babb","13.1.1"
"SECTION 13.1.2","NarrativeContent_127","Contraception","<div></div>","03f3edec-4236-48a9-b50a-14ab5e49ef9a","13.1.2"
"SECTION 13.1.3","NarrativeContent_128","Pregnancy Testing","<div></div>","b9485a2c-9e7b-4412-8ce0-45e3ab6cb858","13.1.3"
"SECTION 13.2","NarrativeContent_129","Clinical Laboratory Tests","<div></div>","a2e52a19-8993-4e78-a4e8-bfdb25f935bb","13.2"
"SECTION 13.3","NarrativeContent_130","Country/Region-Specific Differences","<div></div>","9d1447bf-3c68-47fa-b009-3811431fc249","13.3"
"SECTION 13.4","NarrativeContent_131","Prior Protocol Amendments","<div></div>","9cb089eb-79d0-4af3-b5b9-1801246ef125","13.4"
"SECTION 14","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","<div></div>","7418327f-d8a0-45c9-83a0-86d16618afa2","14"
"SECTION 15","NarrativeContent_133","APPENDIX: REFERENCES","<div></div>","cf7252ce-83f3-465b-96d6-1944241e7ff6","15"
