"codeSystem","codeSystemVersion","uuid:ID","code","instanceType","id","decode"
"http://www.cdisc.org","2023-09-29","73415276-64b3-484d-9d49-c3a09b2676a9","C25716","Code","Code_85","Visit"
"http://www.cdisc.org","2023-09-29","8cbc2842-2972-4f1c-bab4-cdd9788d0b5d","C51282","Code","Code_86","Clinic"
"http://www.cdisc.org","2023-09-29","714f9129-5098-40d0-8ac8-ab81f93f92f3","C175574","Code","Code_87","In Person"
"http://www.cdisc.org","2023-09-29","c2157190-a197-4c7e-bbcc-77a438f91eac","C25716","Code","Code_88","Visit"
"http://www.cdisc.org","2023-09-29","449a0181-5104-489d-bf74-133b45eb9e55","C51282","Code","Code_89","Clinic"
"http://www.cdisc.org","2023-09-29","8c9719bb-15a3-4945-8061-ca8757c307bd","C175574","Code","Code_90","In Person"
"http://www.cdisc.org","2023-09-29","956d9dc4-9be8-4216-a247-91985ec8b7bf","C25716","Code","Code_91","Visit"
"http://www.cdisc.org","2023-09-29","baac8406-5e14-4d18-9f71-48c642ef6034","C51282","Code","Code_92","Clinic"
"http://www.cdisc.org","2023-09-29","e9488ad1-ac9a-4523-9b41-051f54d35091","C175574","Code","Code_93","In Person"
"http://www.cdisc.org","2023-09-29","828c3c79-0b5c-4aae-be0e-6ff9322cf3fb","C25716","Code","Code_94","Visit"
"http://www.cdisc.org","2023-09-29","3b992ada-1cc7-4bd3-8166-21d4277d0c00","C51282","Code","Code_95","Clinic"
"http://www.cdisc.org","2023-09-29","de56f27c-c4a7-4b2c-80ad-3b27bd4431a9","C175574","Code","Code_96","In Person"
"http://www.cdisc.org","2023-09-29","e5f069b2-7f8b-4616-8b59-470866cc8b7d","C25716","Code","Code_97","Visit"
"http://www.cdisc.org","2023-09-29","f192d096-e99f-4519-9240-eb461dae389d","C51282","Code","Code_98","Clinic"
"http://www.cdisc.org","2023-09-29","9fb73085-10aa-43c3-aed1-a1621061564c","C175574","Code","Code_99","In Person"
"http://www.cdisc.org","2023-09-29","c882b6b3-2226-4127-b713-d54a3dcce430","C25716","Code","Code_100","Visit"
"http://www.cdisc.org","2023-09-29","05a62db3-2959-4e0a-8cc5-4787450b4d7c","C51282","Code","Code_101","Clinic"
"http://www.cdisc.org","2023-09-29","79cbdf00-7c65-4b5f-bd71-b539a5867d10","C175574","Code","Code_102","In Person"
"http://www.cdisc.org","2023-09-29","f2c20e70-be81-49ef-94a1-421c763319f9","C171537","Code","Code_103","Telephone Call"
"http://www.cdisc.org","2023-09-29","4d62378b-a0de-4934-9055-456880b50727","C25716","Code","Code_104","Visit"
"http://www.cdisc.org","2023-09-29","5a51838a-d772-47bd-8fea-35e881302a5d","C51282","Code","Code_105","Clinic"
"http://www.cdisc.org","2023-09-29","4a5197ad-5a07-4dc6-9783-68d6aad13a9b","C175574","Code","Code_106","In Person"
"http://www.cdisc.org","2023-09-29","c404a233-e4b6-4812-88e7-22deab0d7079","C171537","Code","Code_107","Telephone Call"
"http://www.cdisc.org","2023-09-29","3178583e-34e1-450e-8084-50b97c1cabce","C25716","Code","Code_108","Visit"
"http://www.cdisc.org","2023-09-29","805ff325-c111-476f-8cd9-7e487023a57c","C51282","Code","Code_109","Clinic"
"http://www.cdisc.org","2023-09-29","93c2b2f2-c66e-4be4-94d6-29e784cc3e73","C175574","Code","Code_110","In Person"
"http://www.cdisc.org","2023-09-29","f8e8cf46-d5ff-4294-8bfc-b90552c22f36","C171537","Code","Code_111","Telephone Call"
"http://www.cdisc.org","2023-09-29","9fb17e96-ce07-40d1-a3e6-7551441a6f0d","C25716","Code","Code_112","Visit"
"http://www.cdisc.org","2023-09-29","72ce9f96-9f18-4e96-850c-e396c5f44f36","C51282","Code","Code_113","Clinic"
"http://www.cdisc.org","2023-09-29","212916e7-663c-4ca7-919c-95825cd72029","C175574","Code","Code_114","In Person"
"http://www.cdisc.org","2023-09-29","e8952d18-c3bb-455d-918d-bbfc055fc9b9","C171537","Code","Code_115","Telephone Call"
"http://www.cdisc.org","2023-09-29","0bac3713-9446-4f14-893c-9748c1fb833d","C25716","Code","Code_116","Visit"
"http://www.cdisc.org","2023-09-29","62b6b8de-17d9-433a-94c6-964f847d0c56","C51282","Code","Code_117","Clinic"
"http://www.cdisc.org","2023-09-29","92f5bdbc-be07-4941-a2f0-7b7adbd3719f","C175574","Code","Code_118","In Person"
"http://www.cdisc.org","2023-09-29","1bca7f73-7925-4f7c-9dea-e40c3bf322c5","C25716","Code","Code_119","Visit"
"http://www.cdisc.org","2023-09-29","e6f23a25-2299-4c61-bffa-b597df27e949","C51282","Code","Code_120","Clinic"
"http://www.cdisc.org","2023-09-29","3ddb4542-431a-45b7-88ad-a36c236dd0c5","C175574","Code","Code_121","In Person"
"SNOMED","January 31, 2018","f012d917-06e7-493c-b98d-109196715561","383371000119108","Code","Code_79","CT of head without contrast"
"SPONSOR","12","030de528-c5f1-434c-9b11-61e6a34735dd","123","Code","Code_80","Subject Supine"
"SPONSOR","12","6799a5e2-c593-4c09-a4b4-252fda15460b","124","Code","Code_81","Subject Standing"
"NCI Thesaurus","","43a03492-6f60-486a-8b06-0d9d304e691e","C173522","Code","Code_278","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","951d6855-dbff-4293-a461-95ff200d5995","C42537","Code","Code_279","Kelvin"
"NCI Thesaurus","","2388b693-888f-4589-8c01-a5cdf17f7714","C44276","Code","Code_280","Unit of Temperature"
"NCI Thesaurus","","855bd4d7-d67e-4add-b81a-763bbb046a1e","C83088","Code","Code_281","Vital Signs Location"
"NCI Thesaurus","","ad7a3fc6-8fe8-40a0-acdc-e84f3c21cd81","C174446","Code","Code_277","Body Temperature"
"NCI Thesaurus","","8f006401-b4a5-4c5b-bfe5-c85d08e0545c","C173522","Code","Code_283","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","1401ff33-d9b2-4a5f-82b8-88ea0d4ea4a8","C28252","Code","Code_284","Kilogram"
"http://www.cdisc.org","2023-09-29","41deb507-9275-4bd4-81ef-e4edeace06b9","C48155","Code","Code_285","Gram"
"http://www.cdisc.org","2023-09-29","764b0b2d-a046-4d48-b5c2-d695a6bfc6d1","C48531","Code","Code_286","Pound"
"NCI Thesaurus","","aa649e11-fd0e-448c-98a2-852446f5b885","C48208","Code","Code_287","Unit of Weight"
"NCI Thesaurus","","7c4d00df-a996-4837-bf3a-a531f8ac23bb","C81328","Code","Code_282","Body Weight"
"NCI Thesaurus","","b3feacc4-6c30-4473-8366-3fe78a317106","C173522","Code","Code_289","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","40f3ddf7-161f-4846-8604-ba9955245738","C49668","Code","Code_290","Centimeter"
"http://www.cdisc.org","2023-09-29","c525b42f-8c17-4e7f-8adf-1c406ec5fa21","C48500","Code","Code_291","Inch"
"http://www.cdisc.org","2023-09-29","36feed77-63c9-408f-8191-dfc1e70fcfcf","C28251","Code","Code_292","Millimeter"
"http://www.cdisc.org","2023-09-29","a9b570bc-1c2c-4eef-b4db-81f50e4bc04d","C41139","Code","Code_293","Meter"
"NCI Thesaurus","","47be4264-6b5d-4cba-8d74-f822e1602932","C168688","Code","Code_294","Unit of Height"
"NCI Thesaurus","","b0827a0b-c573-4705-a875-0e3455321220","C164634","Code","Code_288","Body Height"
"NCI Thesaurus","","e23db675-95e1-4b18-baa1-39ac80b9e1cc","C36292","Code","Code_296","Laboratory Test Result"
"NCI Thesaurus","","fdf95259-85b9-4bbd-ae61-b7b73e7cc92d","C83309","Code","Code_297","Laboratory Test Fasting Status"
"NCI Thesaurus","","eb6f007c-2394-4f92-a644-80667c6f956f","C67365","Code","Code_298","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","","00db2630-8b2f-4643-b178-9842d91271f0","C70713","Code","Code_299","Biospecimen Type"
"NCI Thesaurus","","ef65fc73-b946-4404-90d9-cf218eabc2bd","C64433","Code","Code_295","Alanine Aminotransferase Measurement"
"NCI Thesaurus","","697442ca-8c5f-4dc5-a120-ad126d160aa5","C36292","Code","Code_301","Laboratory Test Result"
"NCI Thesaurus","","87636b1a-39a7-4f94-bdeb-e4f9fc1847c2","C83309","Code","Code_302","Laboratory Test Fasting Status"
"NCI Thesaurus","","7572f95e-58c4-4ac1-8620-95705f33e535","C48207","Code","Code_303","Unit of Concentration"
"NCI Thesaurus","","6a04f975-a743-4632-9324-81e7d861b792","C70713","Code","Code_304","Biospecimen Type"
"NCI Thesaurus","","39d65cdb-7a39-4187-8263-048b9917e8aa","C64431","Code","Code_300","Albumin Measurement"
"NCI Thesaurus","","d77734fb-9dad-447d-a1f9-ac3202a088de","C36292","Code","Code_306","Laboratory Test Result"
"NCI Thesaurus","","6d9ad8c8-c6b7-4092-ab62-79ee0eb2ce6c","C83309","Code","Code_307","Laboratory Test Fasting Status"
"NCI Thesaurus","","83ac2651-a426-4c01-b9e8-95bde847a40c","C67365","Code","Code_308","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","","ff517245-ec5c-4f1e-a461-d5c42149a858","C70713","Code","Code_309","Biospecimen Type"
"NCI Thesaurus","","70ab2a7d-a610-400c-8760-f7afd9a3dcb3","C64432","Code","Code_305","Alkaline Phosphatase Measurement"
"NCI Thesaurus","","4dda4baa-c1ee-4c83-ba10-8a6157be5352","C36292","Code","Code_311","Laboratory Test Result"
"NCI Thesaurus","","11cf51d8-f700-400a-8610-d6e5a4577448","C83309","Code","Code_312","Laboratory Test Fasting Status"
"NCI Thesaurus","","10103074-920c-4a69-bbce-0ff20d8d2744","C67365","Code","Code_313","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","","3c11bd7b-41c1-464c-a6da-03d3ef32945b","C70713","Code","Code_314","Biospecimen Type"
"NCI Thesaurus","","04089aee-8213-4a5d-a472-73e6da093ffb","C64467","Code","Code_310","Aspartate Aminotransferase Measurement"
"NCI Thesaurus","","8affe925-37e5-4133-933c-dc761a72a509","C36292","Code","Code_316","Laboratory Test Result"
"NCI Thesaurus","","b1edd0f2-82af-4762-8686-3bd2d934b150","C83309","Code","Code_317","Laboratory Test Fasting Status"
"NCI Thesaurus","","f46bab35-b2f3-49c8-ba39-72250ad49b7f","C48207","Code","Code_318","Unit of Concentration"
"NCI Thesaurus","","9187dbbb-bfe6-4112-a3c8-9023e0517429","C70713","Code","Code_319","Biospecimen Type"
"NCI Thesaurus","","c1a08a28-4ba3-4098-b3cc-9cb2fb0d0a81","C64547","Code","Code_315","Creatinine Measurement"
"NCI Thesaurus","","4bffae55-acdb-4344-839c-6adc02e61834","C36292","Code","Code_321","Laboratory Test Result"
"NCI Thesaurus","","84a77770-2149-41b2-83cd-e5a97a24029c","C83309","Code","Code_322","Laboratory Test Fasting Status"
"NCI Thesaurus","","b34e612d-8638-48f5-8ca3-c1b2713b5c81","C64567","Code","Code_323","Molarity Unit"
"NCI Thesaurus","","197d02b3-715c-4f75-ad21-f7391dc46c1f","C70713","Code","Code_324","Biospecimen Type"
"NCI Thesaurus","","da8d804f-d38e-410c-9e70-cf26885482e1","C64853","Code","Code_320","Potassium Measurement"
"NCI Thesaurus","","40b0fc9e-9216-4d3f-a96c-0f724e8c513f","C36292","Code","Code_326","Laboratory Test Result"
"NCI Thesaurus","","6e7686d6-a044-4f07-bbd8-c158397fdf1d","C83309","Code","Code_327","Laboratory Test Fasting Status"
"NCI Thesaurus","","dd093962-91cb-4a95-8dc7-13adbbdb12e8","C64567","Code","Code_328","Molarity Unit"
"NCI Thesaurus","","dd66abfc-6501-4201-a8df-5ef24162de58","C70713","Code","Code_329","Biospecimen Type"
"NCI Thesaurus","","74421584-a03b-4aa5-b5a2-ed7b46d370ad","C64809","Code","Code_325","Sodium Measurement"
"NCI Thesaurus","","3604dc24-9729-4eef-a70b-d73a6ee91e17","C78541","Code","Code_145","Adverse Event Verbatim Description"
"NCI Thesaurus","","6e64f296-6b3d-4512-8d29-b04aea698e7e","C83344","Code","Code_146","Adverse Event Dictionary Derived Term"
"NCI Thesaurus","","a339051c-37ad-4518-b09c-68281788a097","C83198","Code","Code_147","Adverse Event Category"
"NCI Thesaurus","","6367f796-60d6-46dc-a353-32cc77aef8ef","C83212","Code","Code_148","Adverse Event Subcategory"
"NCI Thesaurus","","6738515f-e50e-4a5b-94f9-7c2c2f7f84c3","C87840","Code","Code_149","Adverse Event Pre-specified"
"NCI Thesaurus","","0924edfb-6cfd-4103-a402-be34de01d0d5","C53253","Code","Code_150","Severity of Adverse Event"
"NCI Thesaurus","","d3d35590-7fa9-4250-aa1d-44d5d426ef4c","C78605","Code","Code_151","Adverse Event Toxicity Grade"
"NCI Thesaurus","","fc787f5e-0d9d-4800-bc5c-ae3b2254019a","C53252","Code","Code_152","Seriousness of Adverse Event"
"NCI Thesaurus","","7c7ebab1-511e-40b9-bd27-27ee7ae0ce1d","C83013","Code","Code_153","Adverse Event Action Taken with Study Treatment"
"NCI Thesaurus","","d1ea25fd-710d-4ded-be78-360ede464954","C41358","Code","Code_154","Adverse Event Attribution to Product or Procedure"
"http://www.cdisc.org","2023-09-29","85c93ec9-2aa8-4a1a-b690-6d39454889d7","C71325","Code","Code_155","Intermittent"
"NCI Thesaurus","","cb9c67d4-3d53-46ec-9be7-813ae2aeb123","C83208","Code","Code_156","Adverse Event Pattern"
"NCI Thesaurus","","716ecb96-b65e-443a-80c4-cebe78ca8fc0","C49489","Code","Code_157","Adverse Event Outcome"
"NCI Thesaurus","","e3ece9ec-ece8-4bc8-bdb0-45010636b02e","C83215","Code","Code_158","Adverse Event Start Date Time"
"NCI Thesaurus","","f5a76ad3-213e-4b8e-b230-78cb1062bd06","C83201","Code","Code_159","Adverse Event End Date Time"
"NCI Thesaurus","","ca86ce07-d090-49fa-9e17-0f21b924f5fe","C41331","Code","Code_144","Adverse Event"
"NCI Thesaurus","","3db1ef0c-0c5a-4c8e-94c1-24d8767ac6c3","C173522","Code","Code_161","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","133de28a-003f-4883-83a6-f6db2e340784","C42547","Code","Code_162","Pascal"
"NCI Thesaurus","","6082726b-9f01-4131-b085-bd9903380f17","C49669","Code","Code_163","Unit of Pressure"
"NCI Thesaurus","","f7322134-10cf-401c-8b89-0bb05ee3629e","C83088","Code","Code_164","Vital Signs Location"
"NCI Thesaurus","","de171583-0dd1-46e8-a691-2cf24f707951","C123975","Code","Code_165","Vital Signs Laterality"
"NCI Thesaurus","","644aaa30-9258-4fc4-87ba-41f887468548","C82535","Code","Code_166","Test Method"
"NCI Thesaurus","","32995cfb-9094-4996-a9e1-fabf6aaeec6c","C83114","Code","Code_167","Vital Signs Position"
"NCI Thesaurus","","d696af36-b89b-4716-a5f6-1675b8f8cf8f","C25298","Code","Code_160","Systolic Blood Pressure"
"NCI Thesaurus","","d5962a94-d6f7-4190-858e-c0e21ea589ed","C173522","Code","Code_169","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","da13458d-a2a0-4dff-8e81-670f651a1723","C42547","Code","Code_170","Pascal"
"NCI Thesaurus","","9e3998d7-3e43-47eb-b6e2-18f266f7d40f","C49669","Code","Code_171","Unit of Pressure"
"NCI Thesaurus","","dc57e3be-f55d-411c-a5bc-d35e23f40ec0","C83088","Code","Code_172","Vital Signs Location"
"NCI Thesaurus","","5f3eebca-c5ea-4ea1-9391-30aa556c56bf","C123975","Code","Code_173","Vital Signs Laterality"
"NCI Thesaurus","","0994df17-efcb-4855-a6df-79e750867a85","C82535","Code","Code_174","Test Method"
"NCI Thesaurus","","e3c81aeb-5138-4a95-8f4d-a71c4a0f8060","C83114","Code","Code_175","Vital Signs Position"
"NCI Thesaurus","","9262f3c6-1d89-418b-b23e-c46402a62201","C25299","Code","Code_168","Diastolic Blood Pressure"
"NCI Thesaurus","","60b68261-8a7f-4ffa-868a-6c221294c6bf","C173522","Code","Code_177","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","e7fb2f15-974f-44ca-bcea-1008d44f86ae","C42537","Code","Code_178","Kelvin"
"NCI Thesaurus","","3890e551-516d-416e-af94-13fd3b864fd9","C44276","Code","Code_179","Unit of Temperature"
"NCI Thesaurus","","1ad3916c-85cf-4603-bfff-0e4910b272c1","C83088","Code","Code_180","Vital Signs Location"
"NCI Thesaurus","","7225e7d9-ff45-4dfa-ba67-17abfab43501","C174446","Code","Code_176","Body Temperature"
"NCI Thesaurus","","f6b6184d-175a-48f3-ad22-e860252d54dc","C173522","Code","Code_182","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","32ccfe97-71fe-4db7-9916-18b665c773ce","C28252","Code","Code_183","Kilogram"
"http://www.cdisc.org","2023-09-29","dae77ba7-f79e-44b6-baab-46d873e7b420","C48155","Code","Code_184","Gram"
"http://www.cdisc.org","2023-09-29","9ae67823-1c4b-4ee3-916d-e09979e4bec5","C48531","Code","Code_185","Pound"
"NCI Thesaurus","","37d2be96-77d7-44bf-af0f-5e6780af9396","C48208","Code","Code_186","Unit of Weight"
"NCI Thesaurus","","23d3c66b-a320-48c7-8823-bf1321f81c14","C81328","Code","Code_181","Body Weight"
"NCI Thesaurus","","13118ee2-d607-40b7-8708-a0f69d6c3771","C173522","Code","Code_188","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","40da11be-4c63-4747-a919-33534db627e3","C49668","Code","Code_189","Centimeter"
"http://www.cdisc.org","2023-09-29","755e3fa9-5468-4b8b-bf8a-8fa0a6f1b39d","C48500","Code","Code_190","Inch"
"http://www.cdisc.org","2023-09-29","0f62845f-ccf2-4299-b891-93f3f054ef05","C28251","Code","Code_191","Millimeter"
"http://www.cdisc.org","2023-09-29","9e459b47-a3c8-44da-86fd-084421c5059f","C41139","Code","Code_192","Meter"
"NCI Thesaurus","","ac3cb891-0465-425c-afc2-0bddf6ba5917","C168688","Code","Code_193","Unit of Height"
"NCI Thesaurus","","f84ecb9f-691a-4d46-8216-bf4f57d538af","C164634","Code","Code_187","Body Height"
"NCI Thesaurus","","8e1e5029-3ea5-485b-9874-01756cbd9148","C36292","Code","Code_195","Laboratory Test Result"
"NCI Thesaurus","","722359d8-23fd-4298-960a-9eea93a0231f","C83309","Code","Code_196","Laboratory Test Fasting Status"
"NCI Thesaurus","","d670d522-efd6-403b-ba2a-44b9a4c7d1d4","C67365","Code","Code_197","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","","9a57a4fb-03e6-4ade-8254-5bf1d66753e3","C70713","Code","Code_198","Biospecimen Type"
"NCI Thesaurus","","748789f1-e8a0-4ccd-a937-63f95312661c","C64433","Code","Code_194","Alanine Aminotransferase Measurement"
"NCI Thesaurus","","5be8e24e-1b4c-427a-bc3c-f79be371ff7f","C36292","Code","Code_200","Laboratory Test Result"
"NCI Thesaurus","","9b838669-4809-4823-a869-851a9decfcd0","C83309","Code","Code_201","Laboratory Test Fasting Status"
"NCI Thesaurus","","7c32161b-566e-4f44-85d2-c0851537a8c1","C48207","Code","Code_202","Unit of Concentration"
"NCI Thesaurus","","dc923790-8558-4e9e-b23d-1978c702ce61","C70713","Code","Code_203","Biospecimen Type"
"NCI Thesaurus","","284147de-569c-43d3-b238-eb82cfe35653","C64431","Code","Code_199","Albumin Measurement"
"NCI Thesaurus","","1b6441b1-aa9a-436f-bcf2-3497a7b62938","C36292","Code","Code_205","Laboratory Test Result"
"NCI Thesaurus","","0bacdccd-1a47-425c-ab12-1ed19152cb15","C83309","Code","Code_206","Laboratory Test Fasting Status"
"NCI Thesaurus","","a9fff29e-9b3b-4422-8848-24d1ac6e876d","C67365","Code","Code_207","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","","ee482a4d-d887-4059-8ed7-38407edd14f6","C70713","Code","Code_208","Biospecimen Type"
"NCI Thesaurus","","f9ab58f6-d862-44f8-90df-e355d1cb590a","C64432","Code","Code_204","Alkaline Phosphatase Measurement"
"NCI Thesaurus","","dc721e24-c03a-4312-8ea9-d5357506d96f","C36292","Code","Code_210","Laboratory Test Result"
"NCI Thesaurus","","04000d5e-4680-4ca8-953f-253d755a57fb","C83309","Code","Code_211","Laboratory Test Fasting Status"
"NCI Thesaurus","","e022713e-95b2-4ac3-8182-003d97b727c3","C67365","Code","Code_212","Unit of Catalytic Activity Concentration"
"NCI Thesaurus","","6feb4eca-352d-49db-848b-505a5ee3863e","C70713","Code","Code_213","Biospecimen Type"
"NCI Thesaurus","","21dd00fb-7470-4860-a7a7-a162e8e8c323","C64467","Code","Code_209","Aspartate Aminotransferase Measurement"
"NCI Thesaurus","","f768030a-2ab9-44d7-ad16-a6ce9d71eec3","C36292","Code","Code_215","Laboratory Test Result"
"NCI Thesaurus","","e41bb02f-7fe5-40c3-b146-d958c4d9b575","C83309","Code","Code_216","Laboratory Test Fasting Status"
"NCI Thesaurus","","ecb8e6bf-1b9f-40fe-bf85-b8928c4ce841","C48207","Code","Code_217","Unit of Concentration"
"NCI Thesaurus","","36b8e127-025e-4427-8089-1f8bf33e68ab","C70713","Code","Code_218","Biospecimen Type"
"NCI Thesaurus","","5b93b46e-a65f-4bc3-be42-e7f2a5cea660","C64547","Code","Code_214","Creatinine Measurement"
"NCI Thesaurus","","6270eb0c-91d6-4b5a-a347-a4f9c4e416aa","C36292","Code","Code_220","Laboratory Test Result"
"NCI Thesaurus","","9f49f206-45c5-48d1-b19b-0471bd9d8851","C83309","Code","Code_221","Laboratory Test Fasting Status"
"NCI Thesaurus","","e0feb08e-753c-4ab7-a3b3-98a4066c2e8c","C64567","Code","Code_222","Molarity Unit"
"NCI Thesaurus","","5243035b-dd97-40a3-b659-af45bb6d2edd","C70713","Code","Code_223","Biospecimen Type"
"NCI Thesaurus","","300d1b3a-4f94-4f16-b890-d312a1ad0c52","C64853","Code","Code_219","Potassium Measurement"
"NCI Thesaurus","","f0aa2c72-4900-4e70-81fe-2aca6f79d015","C36292","Code","Code_225","Laboratory Test Result"
"NCI Thesaurus","","25fbd133-b882-4038-9282-4353cb2cd678","C83309","Code","Code_226","Laboratory Test Fasting Status"
"NCI Thesaurus","","14c468e9-17e9-4ff4-85da-c7b745e01d4f","C64567","Code","Code_227","Molarity Unit"
"NCI Thesaurus","","7254fe33-fbd4-415b-b1d5-623177717fd1","C70713","Code","Code_228","Biospecimen Type"
"NCI Thesaurus","","3d0c79e0-84f7-4012-94ce-ceeff94447f3","C64809","Code","Code_224","Sodium Measurement"
"NCI Thesaurus","","5a019ec4-da4c-40f0-b473-fdf5f7923719","C173522","Code","Code_230","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","704d27bd-b6d2-4e0a-9476-0f140c83fe84","C42547","Code","Code_231","Pascal"
"NCI Thesaurus","","c23b4edf-1104-497e-bd6e-daaed672d6fb","C49669","Code","Code_232","Unit of Pressure"
"NCI Thesaurus","","d2e37d60-ce45-4088-a0c7-beda7d85562c","C83088","Code","Code_233","Vital Signs Location"
"NCI Thesaurus","","f26e99d2-f09b-4392-9cd5-020cee4a48ae","C123975","Code","Code_234","Vital Signs Laterality"
"NCI Thesaurus","","669d1cd9-cfab-420d-a721-a235237b9341","C82535","Code","Code_235","Test Method"
"NCI Thesaurus","","2b74f94b-47be-4f42-bc1b-933b41e6e21f","C83114","Code","Code_236","Vital Signs Position"
"NCI Thesaurus","","0e6cd4db-7898-4ba3-b716-ccfb722eed3b","C25298","Code","Code_229","Systolic Blood Pressure"
"NCI Thesaurus","","2f625d62-7ada-44ce-9a9e-e4fa75d87c0d","C173522","Code","Code_238","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","b55b8f30-5a7f-4f8f-af01-d387c63737a5","C42547","Code","Code_239","Pascal"
"NCI Thesaurus","","543abe78-8e20-43d7-992c-74ce40d2a767","C49669","Code","Code_240","Unit of Pressure"
"NCI Thesaurus","","9b82d86e-27ce-4ee1-906f-b60fa23e08d3","C83088","Code","Code_241","Vital Signs Location"
"NCI Thesaurus","","c599dc91-94a3-4417-8a7b-0d24d103c253","C123975","Code","Code_242","Vital Signs Laterality"
"NCI Thesaurus","","b0285158-0d7e-483a-817a-2fceeb538e7d","C82535","Code","Code_243","Test Method"
"NCI Thesaurus","","31eb9051-274a-45ce-bc1e-58a7ac8e98fe","C83114","Code","Code_244","Vital Signs Position"
"NCI Thesaurus","","d5ae80c6-6a10-4399-ac30-7d628c12d557","C25299","Code","Code_237","Diastolic Blood Pressure"
"NCI Thesaurus","","1fc31130-e001-41e5-885d-09fd5448a1cc","C173522","Code","Code_246","Vital Signs Result"
"http://www.cdisc.org","2023-09-29","eb6c8101-818b-4cfd-bd32-1989028c89fa","C49673","Code","Code_247","Beats per Minute"
