"label","datatype","name","uuid:ID","isRequired","instanceType","id","isEnabled"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","425b84e9-55af-4844-9d61-72686e71b6d7","True","BiomedicalConceptProperty","BiomedicalConceptProperty_114","True"
"Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration","0905bc7a-ef66-4396-a99b-a9a33b5ea782","True","BiomedicalConceptProperty","BiomedicalConceptProperty_115","True"
"Biospecimen Type","string","Biospecimen Type","3d18cc58-1955-4d56-85bf-c3ca5aff6b0a","True","BiomedicalConceptProperty","BiomedicalConceptProperty_116","True"
"Laboratory Test Result","decimal","Laboratory Test Result","ea9a95d0-4dd2-4ac5-8e28-9b85e818cd6a","True","BiomedicalConceptProperty","BiomedicalConceptProperty_117","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","4b4785f3-0275-4e82-a4c1-d8addd357ebb","True","BiomedicalConceptProperty","BiomedicalConceptProperty_118","True"
"Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration","cc109530-3a3f-4c1a-b078-8c273e8ba722","True","BiomedicalConceptProperty","BiomedicalConceptProperty_119","True"
"Biospecimen Type","string","Biospecimen Type","57c693ce-6f00-4edd-a792-6c212216718d","True","BiomedicalConceptProperty","BiomedicalConceptProperty_120","True"
"Laboratory Test Result","string","Laboratory Test Result","b6db04b4-1008-469b-a8ad-73f78415cc32","True","BiomedicalConceptProperty","BiomedicalConceptProperty_121","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","b64b788f-a62f-40a4-abb6-430f6c373e02","True","BiomedicalConceptProperty","BiomedicalConceptProperty_122","True"
"Unit of Concentration","string","Unit of Concentration","3620c577-5585-48e0-aeed-6906ff33b493","True","BiomedicalConceptProperty","BiomedicalConceptProperty_123","True"
"Biospecimen Type","string","Biospecimen Type","2cf28c8b-8e84-4878-96ed-7c2e5e1261a8","True","BiomedicalConceptProperty","BiomedicalConceptProperty_124","True"
"Laboratory Test Result","decimal","Laboratory Test Result","b97e0710-b959-4223-b058-3c05760ae73c","True","BiomedicalConceptProperty","BiomedicalConceptProperty_125","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","b68db7af-0284-41de-a870-9d069ce27856","True","BiomedicalConceptProperty","BiomedicalConceptProperty_126","True"
"Molarity Unit","string","Molarity Unit","931fef75-196f-45b6-bc22-0f08a0c77a3e","True","BiomedicalConceptProperty","BiomedicalConceptProperty_127","True"
"Biospecimen Type","string","Biospecimen Type","3aa23d7a-74ee-48dc-999d-aadb8f9025ab","True","BiomedicalConceptProperty","BiomedicalConceptProperty_128","True"
"Laboratory Test Result","decimal","Laboratory Test Result","f02c7f16-1e4e-4dd5-b8a9-8525c53ab20b","True","BiomedicalConceptProperty","BiomedicalConceptProperty_129","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","8c87030c-7fe3-4925-817b-03a282ff602d","True","BiomedicalConceptProperty","BiomedicalConceptProperty_130","True"
"Molarity Unit","string","Molarity Unit","64b16dd5-10ed-4825-ae70-36a4c346e8aa","True","BiomedicalConceptProperty","BiomedicalConceptProperty_131","True"
"Biospecimen Type","string","Biospecimen Type","1a0c96f6-5466-4cd8-bd7b-941b0ef6a0e7","True","BiomedicalConceptProperty","BiomedicalConceptProperty_132","True"
"Adverse Event Verbatim Description","string","Adverse Event Verbatim Description","8d543a60-3b00-4a2c-b53e-02fc909a153a","True","BiomedicalConceptProperty","BiomedicalConceptProperty_1","True"
"Adverse Event Dictionary Derived Term","string","Adverse Event Dictionary Derived Term","9a8ad2a0-7388-41b4-8c26-8c8c673303cc","True","BiomedicalConceptProperty","BiomedicalConceptProperty_2","True"
"Adverse Event Category","string","Adverse Event Category","7e1c840c-0aeb-4ed1-8b6e-2d2b6fb37861","True","BiomedicalConceptProperty","BiomedicalConceptProperty_3","True"
"Adverse Event Subcategory","string","Adverse Event Subcategory","ae7ae4d1-6159-4567-9a1b-540e402669dd","True","BiomedicalConceptProperty","BiomedicalConceptProperty_4","True"
"Adverse Event Pre-specified","boolean","Adverse Event Pre-specified","519f74e0-154a-4e23-a011-fe37c56f58c4","True","BiomedicalConceptProperty","BiomedicalConceptProperty_5","True"
"Severity of Adverse Event","string","Severity of Adverse Event","8330eab3-3e5a-4d60-8560-4733015fe058","True","BiomedicalConceptProperty","BiomedicalConceptProperty_6","True"
"Adverse Event Toxicity Grade","string","Adverse Event Toxicity Grade","1fca023a-6c90-41cc-9039-c89e1db0a790","True","BiomedicalConceptProperty","BiomedicalConceptProperty_7","True"
"Seriousness of Adverse Event","boolean","Seriousness of Adverse Event","5c6ea3e8-20ea-4326-8c10-3388ea82acd9","True","BiomedicalConceptProperty","BiomedicalConceptProperty_8","True"
"Adverse Event Action Taken with Study Treatment","string","Adverse Event Action Taken with Study Treatment","4a692dc3-65a3-410c-8a34-3726409417eb","True","BiomedicalConceptProperty","BiomedicalConceptProperty_9","True"
"Adverse Event Attribution to Product or Procedure","string","Adverse Event Attribution to Product or Procedure","56097fc2-1c1f-4a11-9a42-03f4eea80242","True","BiomedicalConceptProperty","BiomedicalConceptProperty_10","True"
"Adverse Event Pattern","string","Adverse Event Pattern","79c7d984-45a1-40ee-adb7-e774e01a663c","True","BiomedicalConceptProperty","BiomedicalConceptProperty_11","True"
"Adverse Event Outcome","string","Adverse Event Outcome","e8ebb62e-c405-4e6d-b1f0-4adfcaff6871","True","BiomedicalConceptProperty","BiomedicalConceptProperty_12","True"
"Adverse Event Start Date Time","datetime","Adverse Event Start Date Time","181a0cc8-ca43-4430-9b81-ac523b0e5837","True","BiomedicalConceptProperty","BiomedicalConceptProperty_13","True"
"Adverse Event End Date Time","datetime","Adverse Event End Date Time","eedde323-5d23-4d61-8cac-5bd6b1482576","True","BiomedicalConceptProperty","BiomedicalConceptProperty_14","True"
"Vital Signs Result","decimal","Vital Signs Result","1567b54a-b465-4dd6-b8c0-e1ea1090ae36","True","BiomedicalConceptProperty","BiomedicalConceptProperty_15","True"
"Unit of Pressure","string","Unit of Pressure","c20b245c-740f-41ff-817c-eb1cfbc12689","True","BiomedicalConceptProperty","BiomedicalConceptProperty_16","True"
"Vital Signs Location","string","Vital Signs Location","9b2842af-a6d8-46cc-b36e-146e8c2f0361","True","BiomedicalConceptProperty","BiomedicalConceptProperty_17","True"
"Vital Signs Laterality","string","Vital Signs Laterality","530bc57b-c14f-4d51-857b-3b591da75641","True","BiomedicalConceptProperty","BiomedicalConceptProperty_18","True"
"Test Method","string","Test Method","baa7feda-a152-4442-9bbc-59cd1883ac5e","True","BiomedicalConceptProperty","BiomedicalConceptProperty_19","True"
"Vital Signs Position","string","Vital Signs Position","09de9018-00ce-4ce9-9a8e-5869e5788325","True","BiomedicalConceptProperty","BiomedicalConceptProperty_20","True"
"Vital Signs Result","decimal","Vital Signs Result","fc978c3f-edce-4dbd-bf12-345893e95de3","True","BiomedicalConceptProperty","BiomedicalConceptProperty_21","True"
"Unit of Pressure","string","Unit of Pressure","c6bcc945-ec66-4b79-a418-008a20eea800","True","BiomedicalConceptProperty","BiomedicalConceptProperty_22","True"
"Vital Signs Location","string","Vital Signs Location","c2075f22-6239-4f04-bbdb-7b6e956443a4","True","BiomedicalConceptProperty","BiomedicalConceptProperty_23","True"
"Vital Signs Laterality","string","Vital Signs Laterality","3cd1ea79-24f4-4041-a761-99a55c00d1ab","True","BiomedicalConceptProperty","BiomedicalConceptProperty_24","True"
"Test Method","string","Test Method","48d099db-d2da-48e1-bc53-47468788283c","True","BiomedicalConceptProperty","BiomedicalConceptProperty_25","True"
"Vital Signs Position","string","Vital Signs Position","f9becf9f-ff11-4c40-a9aa-72b4abf4d4e1","True","BiomedicalConceptProperty","BiomedicalConceptProperty_26","True"
"Vital Signs Result","decimal","Vital Signs Result","d68f10d3-b16c-4087-845a-2b4267d88a3a","True","BiomedicalConceptProperty","BiomedicalConceptProperty_27","True"
"Unit of Temperature","string","Unit of Temperature","b3e57c25-caa2-4e19-9223-d1c369336a09","True","BiomedicalConceptProperty","BiomedicalConceptProperty_28","True"
"Vital Signs Location","string","Vital Signs Location","2e491371-267b-432c-87b4-a39eb5dbd9b6","True","BiomedicalConceptProperty","BiomedicalConceptProperty_29","True"
"Vital Signs Result","decimal","Vital Signs Result","8041a189-aa39-4614-95f8-0111eba46745","True","BiomedicalConceptProperty","BiomedicalConceptProperty_30","True"
"Unit of Weight","string","Unit of Weight","2ef5ff40-d109-4e42-8b2c-9bcb86bd8f0e","True","BiomedicalConceptProperty","BiomedicalConceptProperty_31","True"
"Vital Signs Result","decimal","Vital Signs Result","7e5ebcb2-0e3f-46fb-8e15-929383e1ce10","True","BiomedicalConceptProperty","BiomedicalConceptProperty_32","True"
"Unit of Height","string","Unit of Height","840f5346-aba0-4806-b594-721d46b3fc90","True","BiomedicalConceptProperty","BiomedicalConceptProperty_33","True"
"Laboratory Test Result","decimal","Laboratory Test Result","37b14c6c-980c-4516-b15c-3bb43803bb9d","True","BiomedicalConceptProperty","BiomedicalConceptProperty_34","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","b21cf46d-6bd9-4956-9eea-9c0ed6a71685","True","BiomedicalConceptProperty","BiomedicalConceptProperty_35","True"
"Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration","e83b7bdb-b262-4e5b-abca-b67688f557a8","True","BiomedicalConceptProperty","BiomedicalConceptProperty_36","True"
"Biospecimen Type","string","Biospecimen Type","d8156fe4-1de5-45c5-a02b-3e67ef1c007b","True","BiomedicalConceptProperty","BiomedicalConceptProperty_37","True"
"Laboratory Test Result","string","Laboratory Test Result","de5311ca-ccf7-43f9-a466-34aa8b687fa5","True","BiomedicalConceptProperty","BiomedicalConceptProperty_38","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","9713603f-d747-4c68-a42f-3ae633c1f444","True","BiomedicalConceptProperty","BiomedicalConceptProperty_39","True"
"Unit of Concentration","string","Unit of Concentration","1aa8ff99-255e-48fa-b69d-f4a8fc8d7fb5","True","BiomedicalConceptProperty","BiomedicalConceptProperty_40","True"
"Biospecimen Type","string","Biospecimen Type","c8adf9c8-1405-4948-8341-c9e35524bbad","True","BiomedicalConceptProperty","BiomedicalConceptProperty_41","True"
"Laboratory Test Result","decimal","Laboratory Test Result","a47ab0e9-f1e8-49c4-8b9d-2c6fa4797f99","True","BiomedicalConceptProperty","BiomedicalConceptProperty_42","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","a9b6833b-55cc-4759-a71d-ca10a693ef64","True","BiomedicalConceptProperty","BiomedicalConceptProperty_43","True"
"Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration","1367e64e-7ab1-4708-a359-ae2512656db5","True","BiomedicalConceptProperty","BiomedicalConceptProperty_44","True"
"Biospecimen Type","string","Biospecimen Type","04ae205e-8e17-48b0-8ee6-7c0ec01b589f","True","BiomedicalConceptProperty","BiomedicalConceptProperty_45","True"
"Laboratory Test Result","decimal","Laboratory Test Result","8c6d9256-a6bd-4e79-b4a6-02b8b54cd8ea","True","BiomedicalConceptProperty","BiomedicalConceptProperty_46","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","a59a250a-641d-4086-b7d4-7916a322c5d3","True","BiomedicalConceptProperty","BiomedicalConceptProperty_47","True"
"Unit of Catalytic Activity Concentration","string","Unit of Catalytic Activity Concentration","ddb57982-d8bb-45b6-80ce-e1956a4b96fd","True","BiomedicalConceptProperty","BiomedicalConceptProperty_48","True"
"Biospecimen Type","string","Biospecimen Type","d1b0a005-d23c-4321-a7c4-aef7c98e2065","True","BiomedicalConceptProperty","BiomedicalConceptProperty_49","True"
"Laboratory Test Result","string","Laboratory Test Result","2c430ac4-735b-4e8c-bb3e-a7cf7da25825","True","BiomedicalConceptProperty","BiomedicalConceptProperty_50","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","dcc1745c-048f-4489-a81e-1975879afd48","True","BiomedicalConceptProperty","BiomedicalConceptProperty_51","True"
"Unit of Concentration","string","Unit of Concentration","9e13705c-daca-49da-9347-3734e4f88f6a","True","BiomedicalConceptProperty","BiomedicalConceptProperty_52","True"
"Biospecimen Type","string","Biospecimen Type","8d8e11bc-1fbb-4e24-9e80-e8834bee72e5","True","BiomedicalConceptProperty","BiomedicalConceptProperty_53","True"
"Laboratory Test Result","decimal","Laboratory Test Result","977d1def-3ce5-4758-8dae-bf8defbf25c2","True","BiomedicalConceptProperty","BiomedicalConceptProperty_54","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","62606f51-c17a-4a3a-b129-9532dd9e3c33","True","BiomedicalConceptProperty","BiomedicalConceptProperty_55","True"
"Molarity Unit","string","Molarity Unit","40424512-a316-49b5-8f36-1458cbfd3d31","True","BiomedicalConceptProperty","BiomedicalConceptProperty_56","True"
"Biospecimen Type","string","Biospecimen Type","8d43843c-6cd7-4655-9f2c-7ba418623a43","True","BiomedicalConceptProperty","BiomedicalConceptProperty_57","True"
"Laboratory Test Result","decimal","Laboratory Test Result","16635317-08dc-4b96-bd69-91012495ca2c","True","BiomedicalConceptProperty","BiomedicalConceptProperty_58","True"
"Laboratory Test Fasting Status","boolean","Laboratory Test Fasting Status","6fcb8665-a247-4f0c-970a-2195bcc5609f","True","BiomedicalConceptProperty","BiomedicalConceptProperty_59","True"
"Molarity Unit","string","Molarity Unit","d8ed6f66-3a27-4181-878b-7a2fc7b2ba4c","True","BiomedicalConceptProperty","BiomedicalConceptProperty_60","True"
"Biospecimen Type","string","Biospecimen Type","9d9779c4-7fdd-4048-b67c-fcc51a0fa2ac","True","BiomedicalConceptProperty","BiomedicalConceptProperty_61","True"
"Vital Signs Result","decimal","Vital Signs Result","71419cda-74a4-4e5f-983e-8502fdc73294","True","BiomedicalConceptProperty","BiomedicalConceptProperty_62","True"
"Unit of Pressure","string","Unit of Pressure","7e9fc0f2-90e2-4d84-8ab2-321c56f8e53b","True","BiomedicalConceptProperty","BiomedicalConceptProperty_63","True"
"Vital Signs Location","string","Vital Signs Location","1c535f32-7fa9-46fa-a2af-23eab7047871","True","BiomedicalConceptProperty","BiomedicalConceptProperty_64","True"
"Vital Signs Laterality","string","Vital Signs Laterality","ebedeeef-f29b-43ee-a567-8cccd779deba","True","BiomedicalConceptProperty","BiomedicalConceptProperty_65","True"
"Test Method","string","Test Method","18379e06-15f4-47ee-8c2e-d35eec14eafd","True","BiomedicalConceptProperty","BiomedicalConceptProperty_66","True"
"Vital Signs Position","string","Vital Signs Position","1ebe9291-a06f-48a2-9b60-010054a97fd6","True","BiomedicalConceptProperty","BiomedicalConceptProperty_67","True"
"Vital Signs Result","decimal","Vital Signs Result","177909d3-bfee-4c11-8e29-573d06f964f9","True","BiomedicalConceptProperty","BiomedicalConceptProperty_68","True"
"Unit of Pressure","string","Unit of Pressure","3364a7ba-87ca-4245-bb6a-7a8755101a0a","True","BiomedicalConceptProperty","BiomedicalConceptProperty_69","True"
"Vital Signs Location","string","Vital Signs Location","ccd11da5-7807-4023-89ef-f466d93d8013","True","BiomedicalConceptProperty","BiomedicalConceptProperty_70","True"
"Vital Signs Laterality","string","Vital Signs Laterality","304d6702-c6a2-48d9-8f78-92c02fd03425","True","BiomedicalConceptProperty","BiomedicalConceptProperty_71","True"
"Test Method","string","Test Method","2e8889f8-d10e-471b-b5fb-4a323877fd58","True","BiomedicalConceptProperty","BiomedicalConceptProperty_72","True"
"Vital Signs Position","string","Vital Signs Position","d2c6883a-b8d1-4477-8e82-4a53afe5f458","True","BiomedicalConceptProperty","BiomedicalConceptProperty_73","True"
"Vital Signs Result","integer","Vital Signs Result","4adb9f0e-2b90-4216-8609-3690c1881c76","True","BiomedicalConceptProperty","BiomedicalConceptProperty_74","True"
"Count per Minute","string","Count per Minute","0178dadc-0ce3-4be4-bff9-b233a0f14d2d","True","BiomedicalConceptProperty","BiomedicalConceptProperty_75","True"
"Vital Signs Location","string","Vital Signs Location","99c38a80-b35e-40c9-a729-731004f8c568","True","BiomedicalConceptProperty","BiomedicalConceptProperty_76","True"
"Vital Signs Laterality","string","Vital Signs Laterality","91608486-7e22-4262-8bbb-f168ee562adc","True","BiomedicalConceptProperty","BiomedicalConceptProperty_77","True"
"Test Method","string","Test Method","be5cd5b5-73ba-4955-8ec6-7f81d3645928","True","BiomedicalConceptProperty","BiomedicalConceptProperty_78","True"
"Vital Signs Position","string","Vital Signs Position","60f73559-c38c-42f0-864d-14398a0bebb8","True","BiomedicalConceptProperty","BiomedicalConceptProperty_79","True"
"Vital Signs Result","decimal","Vital Signs Result","c3966239-5da0-4733-88ac-bd368fda024b","True","BiomedicalConceptProperty","BiomedicalConceptProperty_80","True"
"Unit of Pressure","string","Unit of Pressure","adb06f23-9d6d-44ac-9df9-c9e1a1478d97","True","BiomedicalConceptProperty","BiomedicalConceptProperty_81","True"
"Vital Signs Location","string","Vital Signs Location","b3b54af9-1e58-4ad0-85c8-83198241bb43","True","BiomedicalConceptProperty","BiomedicalConceptProperty_82","True"
"Vital Signs Laterality","string","Vital Signs Laterality","77fef992-cdd8-4a65-93d4-d26074000971","True","BiomedicalConceptProperty","BiomedicalConceptProperty_83","True"
"Test Method","string","Test Method","83367e87-7f76-4da5-b794-7d5517c02fbb","True","BiomedicalConceptProperty","BiomedicalConceptProperty_84","True"
"Vital Signs Position","string","Vital Signs Position","0719438c-9397-4d78-963d-3805b324f2a4","True","BiomedicalConceptProperty","BiomedicalConceptProperty_85","True"
"Vital Signs Result","decimal","Vital Signs Result","52aafbac-1598-4cf6-8de0-9f41d1f40723","True","BiomedicalConceptProperty","BiomedicalConceptProperty_86","True"
"Unit of Pressure","string","Unit of Pressure","a3969d4f-d439-42a1-a146-dad62ae6af8d","True","BiomedicalConceptProperty","BiomedicalConceptProperty_87","True"
"Vital Signs Location","string","Vital Signs Location","b27b17b2-793a-4ab8-94b3-f899b0d73d4d","True","BiomedicalConceptProperty","BiomedicalConceptProperty_88","True"
"Vital Signs Laterality","string","Vital Signs Laterality","fb583435-4423-4def-985c-5369f783c740","True","BiomedicalConceptProperty","BiomedicalConceptProperty_89","True"
"Test Method","string","Test Method","dc2099c7-74f9-4ee7-9bfc-b332102790c7","True","BiomedicalConceptProperty","BiomedicalConceptProperty_90","True"
"Vital Signs Position","string","Vital Signs Position","9befe0fc-8924-4e5e-854e-d41d3f0c24b4","True","BiomedicalConceptProperty","BiomedicalConceptProperty_91","True"
"Vital Signs Result","integer","Vital Signs Result","4ba9ba45-bff7-46c0-b4de-a984f5885ce1","True","BiomedicalConceptProperty","BiomedicalConceptProperty_92","True"
"Count per Minute","string","Count per Minute","d7782eca-4087-4cda-8f5d-c068f114e938","True","BiomedicalConceptProperty","BiomedicalConceptProperty_93","True"
"Vital Signs Location","string","Vital Signs Location","2c36efd8-4d95-4f52-8796-5f22b360784e","True","BiomedicalConceptProperty","BiomedicalConceptProperty_94","True"
"Vital Signs Laterality","string","Vital Signs Laterality","e69ee450-d2ee-4348-a92b-516d52d9d83e","True","BiomedicalConceptProperty","BiomedicalConceptProperty_95","True"
"Test Method","string","Test Method","5cdadce1-31ae-4a27-ac6f-48d8fe3c6a0d","True","BiomedicalConceptProperty","BiomedicalConceptProperty_96","True"
"Vital Signs Position","string","Vital Signs Position","de7901a8-0f53-48d9-af83-80957a403c81","True","BiomedicalConceptProperty","BiomedicalConceptProperty_97","True"
