"uuid:ID","sectionNumber","sectionTitle","id","name","text"
"bd4e66e5-975a-4fff-bd2a-adcdc39ff560","4.3","Access to Trial Intervention After End of Trial","NarrativeContent_18","SECTION 4.3","<div></div>"
"af81f74e-4da4-47a8-8ad8-24b0b8bf6776","4.4","Start of Trial and End of Trial","NarrativeContent_19","SECTION 4.4","<div></div>"
"f3d9c745-ee4f-4de0-9070-b7f72a4d034a","5","TRIAL POPULATION","NarrativeContent_20","SECTION 5","<div></div>"
"8d064168-8f53-4ca7-9146-605b5781a6e0","5.1","Selection of Trial Population","NarrativeContent_21","SECTION 5.1","<div></div>"
"eee3cc87-cf1a-4d2f-afa9-5b4487047baf","5.2","Rationale for Trial Population","NarrativeContent_22","SECTION 5.2","<div></div>"
"a35ad447-169e-421e-acdb-8692b6279b63","5.3","Inclusion Criteria","NarrativeContent_23","SECTION 5.3","<div><p>Inclusion criteria are:</p>
<ul>
  <li>1. Something</li>
  <li>2. Something else</li>
</ul></div>"
"3bc5e011-422e-42c2-97e0-2da4eeff62c8","5.4","Exclusion Criteria","NarrativeContent_24","SECTION 5.4","<div><p>Exclusion criteria are:</p>
<ul>
  <li>1. Dont do this</li>
  <li>2. And don't do that</li>
</ul></div>"
"373099a3-c506-4c0e-8944-5c4123a79ab4","5.5","Lifestyle Considerations","NarrativeContent_25","SECTION 5.5","<div></div>"
"d4c7fa80-69be-4772-a68a-2535486c2f77","5.5.1","Meals and Dietary Restrictions","NarrativeContent_26","SECTION 5.5.1","<div></div>"
"20a101a3-1d99-4de4-9728-cae8c29693ab","5.5.2","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent_27","SECTION 5.5.2","<div></div>"
"76503d6e-662f-439f-a295-a109eb1a54f8","5.5.3","Physical Activity","NarrativeContent_28","SECTION 5.5.3","<div></div>"
"225f5f1b-aebb-4ff7-a46b-17cdbb48a644","5.5.4","Other Activity","NarrativeContent_29","SECTION 5.5.4","<div></div>"
"f24a6c4e-291a-40a2-8646-61bb4a851757","5.6","Screen Failures","NarrativeContent_30","SECTION 5.6","<div></div>"
"de4c3674-5f40-4646-b556-607ef8ea1db2","6","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent_31","SECTION 6","<div></div>"
"a7f535e8-1ff1-4809-a950-8a9b253c10ed","6.1","Description of Trial Intervention","NarrativeContent_32","SECTION 6.1","<div></div>"
"bbfda9ce-2b63-445b-9e4e-f80c7383ddf1","6.2","Rationale for Trial Intervention","NarrativeContent_33","SECTION 6.2","<div></div>"
"17ebacb0-8810-4cd1-a68b-146c18a4fd08","6.3","Dosing and Administration","NarrativeContent_34","SECTION 6.3","<div></div>"
"de93aeed-58bf-4b5f-bbc8-79cacd8bf1ce","6.3.1","Trial Intervention Dose Modification","NarrativeContent_35","SECTION 6.3.1","<div></div>"
"31189a43-1752-4fa8-b3a0-39c01e841809","6.4","Treatment of Overdose","NarrativeContent_36","SECTION 6.4","<div></div>"
"245f7ee6-e7e3-42a9-8e39-f71327c58de9","6.5","Preparation, Handling, Storage and Accountability","NarrativeContent_37","SECTION 6.5","<div></div>"
"f94825f6-5213-4be4-b1bb-f767fdfdc2a7","6.5.1","Preparation of Trial Intervention","NarrativeContent_38","SECTION 6.5.1","<div></div>"
"80d2e37e-6e0b-4cb3-b971-240eb1ee40ea","6.5.2","Handling and Storage of Trial Intervention","NarrativeContent_39","SECTION 6.5.2","<div></div>"
"dad1aef0-f800-49e0-8f20-442dc3f57adc","6.5.3","Accountability of Trial Intervention","NarrativeContent_40","SECTION 6.5.3","<div></div>"
"838783e2-827d-41c8-82bc-a07b92cb7010","6.6","Participant Assignment, Randomisation and Blinding","NarrativeContent_41","SECTION 6.6","<div></div>"
"95f6c334-470b-44aa-ad01-bef0737c891b","6.6.1","Participant Assignment","NarrativeContent_42","SECTION 6.6.1","<div></div>"
"1b97fadc-edfa-48f5-b06c-3038a5f5a280","6.6.2","Randomisation","NarrativeContent_43","SECTION 6.6.2","<div></div>"
"b71f6fd7-47f9-46e2-8fbe-5f8179f77da0","6.6.3","Blinding and Unblinding","NarrativeContent_44","SECTION 6.6.3","<div><p>Blinding and unblinding text here please</p></div>"
"4a02b56e-371f-462f-a709-7b80bf311274","6.7","Trial Intervention Compliance","NarrativeContent_45","SECTION 6.7","<div></div>"
"1a5c0755-987b-40ac-b14f-b8e92d71ab9c","6.8","Concomitant Therapy","NarrativeContent_46","SECTION 6.8","<div></div>"
"3d09b29b-0147-40ec-a8e7-8c1bb4115e62","6.8.1","Prohibited Concomitant Therapy","NarrativeContent_47","SECTION 6.8.1","<div></div>"
"666ebc16-7234-405a-8c7a-9b75efcfb39e","6.8.2","Permitted Concomitant Therapy","NarrativeContent_48","SECTION 6.8.2","<div></div>"
"555ca8f6-7e55-4ad5-83cb-5c28ef0849c2","6.8.3","Rescue Therapy","NarrativeContent_49","SECTION 6.8.3","<div></div>"
"1ee80911-92f4-4819-9643-0cc1b5eab7ab","6.8.4","Other Therapy","NarrativeContent_50","SECTION 6.8.4","<div></div>"
"7fa25197-01c5-42ea-b1b6-38fb99237daf","7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_51","SECTION 7","<div></div>"
"47469a91-16f2-4aca-8285-5510254a1c52","7.1","Discontinuation of Trial Intervention","NarrativeContent_52","SECTION 7.1","<div></div>"
"93026633-0521-4994-aba9-b8ddc92305e5","7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_53","SECTION 7.1.1","<div></div>"
"8a45b551-a3c1-4cb3-8712-6ad58001353f","7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_54","SECTION 7.1.2","<div></div>"
"1a69819d-fc3c-468b-9589-dbcec40f97e2","7.1.3","Rechallenge","NarrativeContent_55","SECTION 7.1.3","<div></div>"
"d4c45462-1af6-43bc-bb5a-4f4cf63f3f10","7.2","Participant Withdrawal from the Trial","NarrativeContent_56","SECTION 7.2","<div></div>"
"d4f0dd61-0c6c-46ef-b0a0-96c56f0559ec","7.3","Lost to Follow-Up","NarrativeContent_57","SECTION 7.3","<div></div>"
"cd286dff-4ea8-4c86-9aad-9688a8c4660e","7.4","Trial Stopping Rules","NarrativeContent_58","SECTION 7.4","<div></div>"
"a06a0ccb-6115-4d9e-912f-2d978c93b602","8","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_59","SECTION 8","<div></div>"
"e9b40131-8426-4eae-84ca-c6111bec6192","8.1","Screening/Baseline Assessments and Procedures","NarrativeContent_60","SECTION 8.1","<div></div>"
"4d0abb18-e198-4a53-8d79-f99f0e1ce805","8.2","Efficacy Assessments and Procedures","NarrativeContent_61","SECTION 8.2","<div></div>"
"f2ca6a0f-55d1-4044-b7ed-94eaf78979c1","8.3","Safety Assessments and Procedures","NarrativeContent_62","SECTION 8.3","<div></div>"
"45489aa2-bd2a-40b0-9556-0c2aaf8e1a59","8.3.1","Physical Examination","NarrativeContent_63","SECTION 8.3.1","<div></div>"
"f5986e71-6f61-4c70-ad41-59bd98e43a87","8.3.2","Vital Signs","NarrativeContent_64","SECTION 8.3.2","<div></div>"
"2f3237c6-db26-492d-a7f5-d9a28c399eea","8.3.3","Electrocardiograms","NarrativeContent_65","SECTION 8.3.3","<div></div>"
"00e4a6a9-a86d-4dd3-94b2-90c557f7c44d","8.3.4","Clinical Laboratory Assessments","NarrativeContent_66","SECTION 8.3.4","<div></div>"
"49e0c495-3ac0-4d93-8159-ef5bb56bdf4c","8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_67","SECTION 8.3.5","<div></div>"
"bb509dbd-416b-4ed9-9c67-887ad79fc843","8.4","Adverse Events and Serious Adverse Events","NarrativeContent_68","SECTION 8.4","<div></div>"
"68cfaf2b-06a9-4df5-a197-488f6f495d68","8.4.1","Definitions of AE and SAE","NarrativeContent_69","SECTION 8.4.1","<div></div>"
"75448905-4a6f-4a04-b80f-f5faa3209d86","8.4.2","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_70","SECTION 8.4.2","<div></div>"
"72c23166-f876-4467-bee7-9671302db0fe","8.4.3","Identifying AEs and SAEs","NarrativeContent_71","SECTION 8.4.3","<div></div>"
"abdd5a90-c6b1-416c-b9e1-9be32714bc2d","8.4.4","Recording of AEs and SAEs","NarrativeContent_72","SECTION 8.4.4","<div></div>"
"e1bad19f-dbc3-4fca-bed8-6679c2d0c72f","8.4.5","Follow-up of AEs and SAEs","NarrativeContent_73","SECTION 8.4.5","<div></div>"
"9e591fa4-16cd-4abf-aae4-1d45b5c65337","8.4.6","Reporting of SAEs","NarrativeContent_74","SECTION 8.4.6","<div></div>"
"d1e72441-f3aa-4af0-87ac-14784d216afd","8.4.7","Regulatory Reporting Requirements for SAEs","NarrativeContent_75","SECTION 8.4.7","<div></div>"
"2db6308d-186d-43e9-89b2-f6644860489c","8.4.8","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_76","SECTION 8.4.8","<div></div>"
"86dde59a-d822-4200-aadc-5d56c5af87e4","8.4.9","Adverse Events of Special Interest","NarrativeContent_77","SECTION 8.4.9","<div></div>"
"26ff2fa4-0cc1-4797-a685-2f29f80a9b77","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_78","SECTION 8.4.10","<div></div>"
"39d26a55-e617-4559-987c-6723743bf76d","8.5","Pregnancy and Postpartum Information","NarrativeContent_79","SECTION 8.5","<div></div>"
"814d5d81-bd74-4c99-a86e-158cad6903df","8.5.1","Participants Who Become Pregnant During the Trial","NarrativeContent_80","SECTION 8.5.1","<div></div>"
"abb60e40-85ae-4c4e-b8ad-ba24e6aefc43","8.5.2","Participants Whose Partners Become Pregnant","NarrativeContent_81","SECTION 8.5.2","<div></div>"
"d25880c6-ff37-4f18-b641-4dc66649b6f9","8.6","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_82","SECTION 8.6","<div></div>"
"fc1f141c-36f6-401b-bfdb-ab367f6da5ef","8.6.1","Definition of Medical Device Product Complaints","NarrativeContent_83","SECTION 8.6.1","<div></div>"
"c87f1690-4dab-42f8-b8b4-e02960ea0e52","8.6.2","Recording of Medical Device Product Complaints","NarrativeContent_84","SECTION 8.6.2","<div></div>"
"836ebf46-05e6-424f-8a9c-6fa19398e749","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_85","SECTION 8.6.3","<div></div>"
"57ec214c-7b2b-43cf-a271-4d032f84a22d","8.6.4","Follow-Up of Medical Device Product Complaints","NarrativeContent_86","SECTION 8.6.4","<div></div>"
"2d306f01-e278-423b-bdda-eb6017142869","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_87","SECTION 8.6.5","<div></div>"
"f1357bc9-d9f7-4352-86ae-9fc00f34fcf9","8.7","Pharmacokinetics","NarrativeContent_88","SECTION 8.7","<div></div>"
"99035557-6bb1-4387-ac31-21a2f3a96367","8.8","Genetics","NarrativeContent_89","SECTION 8.8","<div></div>"
"fd3b6675-e72b-4fcc-a984-a809b34f3699","8.9","Biomarkers","NarrativeContent_90","SECTION 8.9","<div></div>"
"4c5092b5-d0ca-4f94-aa7a-0e20a233c084","8.1","Immunogenicity Assessments","NarrativeContent_91","SECTION 8.1","<div></div>"
"9d6f297a-f615-4314-8f37-74fa2f87535f","8.1.1","Medical Resource Utilisation and Health Economics","NarrativeContent_92","SECTION 8.1.1","<div></div>"
"8eb1590f-7ba0-481c-887d-4519acdbff0e","9","STATISTICAL CONSIDERATIONS","NarrativeContent_93","SECTION 9","<div></div>"
"2e182526-414c-48c1-95cb-042d8189e3bd","9.1","Analysis Sets","NarrativeContent_94","SECTION 9.1","<div></div>"
"1946bb4e-7c43-41dd-b59f-38adcd055e23","9.2","Analyses Supporting Primary Objective(s)","NarrativeContent_95","SECTION 9.2","<div></div>"
"6d517542-3425-40ae-aff9-0157e0798cd0","9.2.1","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_96","SECTION 9.2.1","<div></div>"
"cade0f51-a969-4565-ba4f-5792b45efde1","9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_97","SECTION 9.2.2","<div></div>"
"a0b4a528-4377-4ef8-a70b-01163dc46bb1","9.2.3","Handling of Missing Data","NarrativeContent_98","SECTION 9.2.3","<div></div>"
"f9a8db36-dfec-4c1b-b6db-d57eb09f5ad7","9.2.4","Sensitivity Analysis","NarrativeContent_99","SECTION 9.2.4","<div></div>"
"29126532-b50a-4886-ac1d-9f8b00d32388","9.2.5","Supplementary Analysis","NarrativeContent_100","SECTION 9.2.5","<div></div>"
"cf52cafc-9ae9-4cf5-919c-97ec4aab2fc8","9.3","Analysis Supporting Secondary Objective(s)","NarrativeContent_101","SECTION 9.3","<div></div>"
"4b28cafe-a0af-4da7-9ccf-5c496a332f3a","9.4","Analysis of Exploratory Objective(s)","NarrativeContent_102","SECTION 9.4","<div></div>"
"b29a2574-704d-480a-b1bd-438f58ac11fa","9.5","Safety Analyses","NarrativeContent_103","SECTION 9.5","<div></div>"
"ed03e326-cef4-4163-bc63-fb1c7dbeec9f","9.6","Other Analyses","NarrativeContent_104","SECTION 9.6","<div></div>"
"23a695ea-cf79-4f33-b6e1-c3252e06ca6e","9.7","Interim Analyses","NarrativeContent_105","SECTION 9.7","<div></div>"
"53e09d93-a998-4a7f-b300-cb87c85d4464","9.8","Sample Size Determination","NarrativeContent_106","SECTION 9.8","<div></div>"
"3e04364d-75f3-4721-a3f9-dae8c145482e","9.9","Protocol Deviations","NarrativeContent_107","SECTION 9.9","<div></div>"
"61d2f43c-a1ee-427f-aaa9-b4f8e0a82c86","10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_108","SECTION 10","<div></div>"
"f492a263-74be-4499-99b0-8da9322da0e2","10.1","Regulatory and Ethical Considerations","NarrativeContent_109","SECTION 10.1","<div></div>"
"df959d4a-bde2-427e-80b4-d425a4525157","10.2","Committees","NarrativeContent_110","SECTION 10.2","<div></div>"
"4179f137-c264-4247-aa18-195e52a76df6","10.3","Informed Consent Process","NarrativeContent_111","SECTION 10.3","<div></div>"
"c3732ec5-ce3c-4f5d-8978-746af74282d0","10.4","Data Protection","NarrativeContent_112","SECTION 10.4","<div></div>"
"eae764b6-2999-4319-a93a-0e5695eff737","10.5","Early Site Closure or Trial Termination","NarrativeContent_113","SECTION 10.5","<div></div>"
"c7c70632-6ba8-47f9-96c2-37e3d0f777bd","11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_114","SECTION 11","<div></div>"
"9cfe3ed8-9e47-4161-9c37-2445dd1d5716","11.1","Quality Tolerance Limits","NarrativeContent_115","SECTION 11.1","<div></div>"
"83224692-2198-46a1-a655-f86a27024bbc","11.2","Data Quality Assurance","NarrativeContent_116","SECTION 11.2","<div></div>"
"d8ded922-8e67-47fb-bb6d-ca9bca7c3c3d","11.3","Source Data","NarrativeContent_117","SECTION 11.3","<div></div>"
"09403d2d-8f6f-4aa0-ab7f-5d7babd5a026","12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_118","SECTION 12","<div></div>"
"b73e14a2-2072-4447-9d38-3137a249c96b","12.1","Further Details and Clarifications on the AE Definition","NarrativeContent_119","SECTION 12.1","<div></div>"
"0bcbd55e-4d35-4b85-91ef-6eb61c9bfa3b","12.2","Further Details and Clarifications on the SAE Definition","NarrativeContent_120","SECTION 12.2","<div></div>"
"430583c9-d913-4f32-a176-c7f3893c18c3","12.3","Severity","NarrativeContent_121","SECTION 12.3","<div></div>"
"1a740a6d-a86d-4318-a2b2-44cd112a0eea","12.4","Causality","NarrativeContent_122","SECTION 12.4","<div></div>"
"2a450cf4-3c36-44f4-ac3e-73f1152a1535","13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_123","SECTION 13","<div></div>"
"26614927-d672-452a-9ebe-ff0dd3ed9012","13.1","Contraception and Pregnancy Testing","NarrativeContent_124","SECTION 13.1","<div></div>"
"c2ec82bb-0bd6-41ca-8c9d-b172e0f3e108","13.1.1","Definitions Related to Childbearing Potential","NarrativeContent_125","SECTION 13.1.1","<div></div>"
"42451ea4-8054-4552-abce-560dade86c71","13.1.2","Contraception","NarrativeContent_126","SECTION 13.1.2","<div></div>"
"c4588855-c07b-4b42-b21d-f8e9a4a48cd8","13.1.3","Pregnancy Testing","NarrativeContent_127","SECTION 13.1.3","<div></div>"
"7f497746-0300-4b86-8e58-ab534d951af9","13.2","Clinical Laboratory Tests","NarrativeContent_128","SECTION 13.2","<div></div>"
"f68a7771-9dc1-459b-9e7e-39526df83e0a","13.3","Country/Region-Specific Differences","NarrativeContent_129","SECTION 13.3","<div></div>"
"5e7e0098-3b1b-42da-8583-a0c4dce9ae10","13.4","Prior Protocol Amendments","NarrativeContent_130","SECTION 13.4","<div></div>"
"4b26fed9-c48c-4733-9c68-8245c973d981","14","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_131","SECTION 14","<div></div>"
"99eae547-3079-48d8-b02c-41ff6ef0f1dc","15","APPENDIX: REFERENCES","NarrativeContent_132","SECTION 15","<div></div>"
