"id","codeSystem","uuid:ID","code","codeSystemVersion","decode"
"Code_80","http://www.cdisc.org","5e3310d9-777a-4d1a-b031-de2857e548f1","C175574","2023-09-29","In Person"
"Code_81","http://www.cdisc.org","9477864f-8341-4cf3-85fa-cb7d9d742d3a","C25716","2023-09-29","Visit"
"Code_82","http://www.cdisc.org","d92b522e-5858-4361-9262-e5f7182142cd","C51282","2023-09-29","Clinic"
"Code_83","http://www.cdisc.org","6373eae8-fa6f-4512-941b-74d428b9d9ec","C175574","2023-09-29","In Person"
"Code_84","http://www.cdisc.org","c6d0c1b9-5272-4bd7-9f80-1fabde0fbda3","C25716","2023-09-29","Visit"
"Code_85","http://www.cdisc.org","cffb6295-97b1-4fb5-b11a-9d0c0e3d6d61","C51282","2023-09-29","Clinic"
"Code_86","http://www.cdisc.org","d791767b-5ad2-49f1-bbec-f009683f2005","C175574","2023-09-29","In Person"
"Code_87","http://www.cdisc.org","e6e2068b-5d7d-4eed-bb2a-4b5583aa9070","C25716","2023-09-29","Visit"
"Code_88","http://www.cdisc.org","57a6c337-08a3-4d97-9757-05e755e2884c","C51282","2023-09-29","Clinic"
"Code_89","http://www.cdisc.org","948fb32e-5a95-45e4-8fb9-a689e4bab471","C175574","2023-09-29","In Person"
"Code_90","http://www.cdisc.org","ece9932f-4669-45f3-a45e-79694b628ccb","C25716","2023-09-29","Visit"
"Code_91","http://www.cdisc.org","fd4ce2cd-89f0-45ca-9e86-b8769ef447ee","C51282","2023-09-29","Clinic"
"Code_92","http://www.cdisc.org","b5bb67dd-738c-4717-a13a-c81ac99886d5","C175574","2023-09-29","In Person"
"Code_93","http://www.cdisc.org","1a82b5f5-192a-4f0a-a571-d4d87e1401cd","C25716","2023-09-29","Visit"
"Code_94","http://www.cdisc.org","1ace8a9b-5270-4a08-b250-52c4307c9a9f","C51282","2023-09-29","Clinic"
"Code_95","http://www.cdisc.org","24c81a89-ebfa-4222-b103-2af45da89d15","C175574","2023-09-29","In Person"
"Code_96","http://www.cdisc.org","36203841-dfc0-4a93-ad27-97eacaf7ac6a","C171537","2023-09-29","Telephone Call"
"Code_97","http://www.cdisc.org","3f54b46b-f073-41d8-98d8-80e25dddef21","C25716","2023-09-29","Visit"
"Code_98","http://www.cdisc.org","742c22ed-2770-48d0-ad55-22a19fbc9f05","C51282","2023-09-29","Clinic"
"Code_99","http://www.cdisc.org","83bc850e-44c8-498e-b0eb-a2f30403c3ff","C175574","2023-09-29","In Person"
"Code_100","http://www.cdisc.org","9afbb0d4-c799-45ff-9c0c-042cd8cb00e2","C171537","2023-09-29","Telephone Call"
"Code_101","http://www.cdisc.org","54130da6-17cd-4b73-9b84-ef53bab24624","C25716","2023-09-29","Visit"
"Code_102","http://www.cdisc.org","832d9888-d2bd-40a2-9f87-60ea266e2cfb","C51282","2023-09-29","Clinic"
"Code_103","http://www.cdisc.org","b26cd0e0-fcdd-4ac7-96ea-379b26965343","C175574","2023-09-29","In Person"
"Code_104","http://www.cdisc.org","c44ee6ec-46f2-4075-b147-93b3ac47702c","C171537","2023-09-29","Telephone Call"
"Code_105","http://www.cdisc.org","de6fad30-aea1-463f-92c4-2e89df5a294c","C25716","2023-09-29","Visit"
"Code_106","http://www.cdisc.org","4f1d7008-d086-4865-acd3-0ecae1376b1c","C51282","2023-09-29","Clinic"
"Code_107","http://www.cdisc.org","292ba37e-15ea-44fe-8ed6-2332f57dfb56","C175574","2023-09-29","In Person"
"Code_108","http://www.cdisc.org","527bf9bb-7390-4e67-82ad-01fe514a79e4","C171537","2023-09-29","Telephone Call"
"Code_109","http://www.cdisc.org","02bd82a5-2139-420e-a476-327621df8883","C25716","2023-09-29","Visit"
"Code_110","http://www.cdisc.org","4daf4dc9-69a2-496a-9ddc-8f093da40d19","C51282","2023-09-29","Clinic"
"Code_111","http://www.cdisc.org","42b88851-c5c7-4668-9005-4833c9ab808f","C175574","2023-09-29","In Person"
"Code_112","http://www.cdisc.org","040f2df8-3862-4e31-b47d-d9896d1ae5b8","C25716","2023-09-29","Visit"
"Code_113","http://www.cdisc.org","18f7a815-eea6-458a-86b5-7ab2912280bd","C51282","2023-09-29","Clinic"
"Code_114","http://www.cdisc.org","cf25c76c-5086-4e5c-9e52-3da4d2a70148","C175574","2023-09-29","In Person"
"Code_72","SNOMED","4431d0da-19b3-46d5-8474-310434f1e407","383371000119108","January 31, 2018","CT of head without contrast"
"Code_73","SPONSOR","63379d11-0c0e-4d7f-a025-4ba6b9f97d9d","123","12","Supine for 5 minutes"
"Code_74","SPONSOR","3d12c271-6425-4329-be86-d888d4133375","124","12","Standingfor 1-3 minutes"
"Code_252","NCI Thesaurus","95ef8307-5bad-4142-a4a7-57e2df676561","C173522","","Vital Signs Result"
"Code_253","http://www.cdisc.org","448ef3f9-b64e-476f-9ca9-9d8887820ec5","C42537","2023-09-29","Kelvin"
"Code_254","NCI Thesaurus","704e35a5-8fe5-44bb-9e77-c84e59d4c395","C44276","","Unit of Temperature"
"Code_255","NCI Thesaurus","1dd7f5b1-531c-4afa-8d70-be126deff41b","C83088","","Vital Signs Location"
"Code_251","NCI Thesaurus","65271130-6552-4f24-b4a3-7a3b8bee9ecc","C174446","","Body Temperature"
"Code_257","NCI Thesaurus","63158291-2bce-4017-82a2-25bb8d29d699","C173522","","Vital Signs Result"
"Code_258","http://www.cdisc.org","fbe0a0cd-d30b-4916-b661-54755228445e","C28252","2023-09-29","Kilogram"
"Code_259","http://www.cdisc.org","c3993a69-c7a1-43a3-8a5a-09caaafe4e23","C48155","2023-09-29","Gram"
"Code_260","http://www.cdisc.org","b6a84671-ce54-4f81-ac8e-cc0e8c1b9c31","C48531","2023-09-29","Pound"
"Code_261","NCI Thesaurus","0715d4a4-afd4-4715-8ab9-245678b620e1","C48208","","Unit of Weight"
"Code_256","NCI Thesaurus","1aedffe8-e4a4-465f-943a-97a24e674403","C81328","","Body Weight"
"Code_263","NCI Thesaurus","17cf5efc-d8e3-4517-b5dc-394b22d1f55e","C173522","","Vital Signs Result"
"Code_264","http://www.cdisc.org","fa45c66b-1b15-421e-859d-15a8e951f547","C49668","2023-09-29","Centimeter"
"Code_265","http://www.cdisc.org","ff41402f-0bed-4808-ae28-460866e853dc","C48500","2023-09-29","Inch"
"Code_266","http://www.cdisc.org","f1c8653e-2426-4c6a-a1d0-86e8f7c9cadd","C28251","2023-09-29","Millimeter"
"Code_267","http://www.cdisc.org","53a49b8a-d318-4060-bc75-4aaa716d4f72","C41139","2023-09-29","Meter"
"Code_268","NCI Thesaurus","685e8de3-bb65-4964-8bcc-cedc0e83a953","C168688","","Unit of Height"
"Code_262","NCI Thesaurus","1a9d3c61-2130-4b87-83c1-e5a814e27cbe","C164634","","Body Height"
"Code_270","NCI Thesaurus","750606c0-63d0-4f6d-a4f4-67a708102c8d","C36292","","Laboratory Test Result"
"Code_271","NCI Thesaurus","5b1351de-1adc-401f-a7e4-9bc20c9005b7","C83309","","Laboratory Test Fasting Status"
"Code_272","NCI Thesaurus","1f6ad3f6-8110-42d7-83e3-3f9d52982ac8","C67365","","Unit of Catalytic Activity Concentration"
"Code_273","NCI Thesaurus","3a1bbaa2-17a4-4605-a591-c455c358b300","C70713","","Biospecimen Type"
"Code_269","NCI Thesaurus","c99eecf5-1095-4917-85e4-80c4fc0a425f","C64433","","Alanine Aminotransferase Measurement"
"Code_275","NCI Thesaurus","2d53e50c-7555-4628-b73b-03d5fc16d912","C36292","","Laboratory Test Result"
"Code_276","NCI Thesaurus","f59cbbf9-a1d7-4ede-888b-df6f071491c0","C83309","","Laboratory Test Fasting Status"
"Code_277","NCI Thesaurus","e24642fe-4046-41d7-a39c-ecb99d961029","C48207","","Unit of Concentration"
"Code_278","NCI Thesaurus","c2bb5f9b-9177-4f19-98e0-ff4772850e80","C70713","","Biospecimen Type"
"Code_274","NCI Thesaurus","490ac282-b55a-46a7-bc8d-fa30bfc739e2","C64431","","Albumin Measurement"
"Code_280","NCI Thesaurus","e930626e-2daa-4136-a98d-edf0ec044057","C36292","","Laboratory Test Result"
"Code_281","NCI Thesaurus","d7c8fc51-d4ac-4cb7-b2f5-1083bda1cb95","C83309","","Laboratory Test Fasting Status"
"Code_282","NCI Thesaurus","9448e9b5-fa05-4d8c-acf2-3027621b3271","C67365","","Unit of Catalytic Activity Concentration"
"Code_283","NCI Thesaurus","c5feb88b-a295-4710-ba13-48f850782cb1","C70713","","Biospecimen Type"
"Code_279","NCI Thesaurus","7b1b8543-6a28-4194-9590-b794a642f806","C64432","","Alkaline Phosphatase Measurement"
"Code_285","NCI Thesaurus","aa02d83a-e82a-4de0-aa42-72ead3a9c4e5","C36292","","Laboratory Test Result"
"Code_286","NCI Thesaurus","08a7ff36-1066-47a6-abf5-7c4f53295f08","C83309","","Laboratory Test Fasting Status"
"Code_287","NCI Thesaurus","09314f22-f4c2-46c7-b9df-8d231a63f57e","C67365","","Unit of Catalytic Activity Concentration"
"Code_288","NCI Thesaurus","fe40e6ff-a646-41b3-b26e-0ea6e4a74df2","C70713","","Biospecimen Type"
"Code_284","NCI Thesaurus","eb2cc425-f7cf-47bd-a52c-a3d22ae23da8","C64467","","Aspartate Aminotransferase Measurement"
"Code_290","NCI Thesaurus","17ad2ac6-657e-421e-bf9d-fd86c536a570","C36292","","Laboratory Test Result"
"Code_291","NCI Thesaurus","4e399fa9-77f1-4846-8f07-af4a82ebf6c1","C83309","","Laboratory Test Fasting Status"
"Code_292","NCI Thesaurus","31fc28e7-5a99-4c86-914c-1fccd3c0d058","C48207","","Unit of Concentration"
"Code_293","NCI Thesaurus","fde4fd68-d461-41ca-b253-4d3f142402ec","C70713","","Biospecimen Type"
"Code_289","NCI Thesaurus","51f505d7-0e68-4d34-bd58-8a7b106547da","C64547","","Creatinine Measurement"
"Code_295","NCI Thesaurus","55bb4eec-b75b-45a5-94ed-36625c5cb4a7","C36292","","Laboratory Test Result"
"Code_296","NCI Thesaurus","e7a68eb4-d88e-408d-a4a1-46526cacc7f3","C83309","","Laboratory Test Fasting Status"
"Code_297","NCI Thesaurus","43857840-881c-4da1-b519-805435ee40b0","C64567","","Molarity Unit"
"Code_298","NCI Thesaurus","b18966dc-f431-45ac-8a73-166105c108b1","C70713","","Biospecimen Type"
"Code_294","NCI Thesaurus","8e73a886-a851-4f93-ba6e-29b972eaf080","C64853","","Potassium Measurement"
"Code_300","NCI Thesaurus","b4efe456-343c-403b-9b25-c63b50979fb2","C36292","","Laboratory Test Result"
"Code_301","NCI Thesaurus","6723d949-42cc-40d5-83c1-75c198c14979","C83309","","Laboratory Test Fasting Status"
"Code_302","NCI Thesaurus","b3ba12ab-f3fa-4b13-8e78-77233d74e09f","C64567","","Molarity Unit"
"Code_303","NCI Thesaurus","ffa217be-f41c-4619-987a-9df2d864238c","C70713","","Biospecimen Type"
"Code_299","NCI Thesaurus","836215ac-4ca2-405f-8a16-0ca7062e7a16","C64809","","Sodium Measurement"
"Code_135","NCI Thesaurus","0ba2f0fc-73f7-4f4b-9142-6f557c7aedd4","C78541","","Adverse Event Verbatim Description"
"Code_136","NCI Thesaurus","a42b7e87-f451-4379-a3cb-d08ae5789c56","C83344","","Adverse Event Dictionary Derived Term"
"Code_137","NCI Thesaurus","f70b1401-122a-4bcc-b082-4cb7d733a71f","C83198","","Adverse Event Category"
"Code_138","NCI Thesaurus","91f95ff3-f5e0-4106-90b5-6abef83fafd0","C83212","","Adverse Event Subcategory"
"Code_139","NCI Thesaurus","5757a0cc-e138-41b3-ba26-c52e95c42049","C87840","","Adverse Event Pre-specified"
"Code_140","NCI Thesaurus","2e0b3f9b-2c95-4204-9ca7-c949245ddfa3","C53253","","Severity of Adverse Event"
"Code_141","NCI Thesaurus","34113b64-83c6-43b6-9838-c3cb12e271b3","C78605","","Adverse Event Toxicity Grade"
"Code_142","NCI Thesaurus","56972f15-fade-494a-92d4-ad544f67dd11","C53252","","Seriousness of Adverse Event"
"Code_143","NCI Thesaurus","3456ad6b-96bb-44ff-a225-67d88011e595","C83013","","Adverse Event Action Taken with Study Treatment"
"Code_144","NCI Thesaurus","787b3bf7-7e55-4c19-902e-79ac4e4a0e30","C41358","","Adverse Event Attribution to Product or Procedure"
"Code_145","http://www.cdisc.org","d2b17c4a-0f3e-4ff5-856d-ba7cc6c41f02","C71325","2023-09-29","Intermittent"
"Code_146","NCI Thesaurus","c67abb2b-56bf-45f4-a94d-aa328f4e8888","C83208","","Adverse Event Pattern"
"Code_147","NCI Thesaurus","78684099-ee91-4dff-b80f-70d7312878b5","C49489","","Adverse Event Outcome"
"Code_148","NCI Thesaurus","1565b5b6-ac76-4da7-acdc-02a6da7b3a28","C83215","","Adverse Event Start Date Time"
"Code_149","NCI Thesaurus","f9d337e2-4c7e-457c-95c0-7cafefcb72ef","C83201","","Adverse Event End Date Time"
"Code_134","NCI Thesaurus","00776a1c-d057-4f19-b895-7481fcdeeb50","C41331","","Adverse Event"
"Code_151","NCI Thesaurus","c6a395b3-454e-4522-93f7-8d07a4b6c16c","C173522","","Vital Signs Result"
"Code_152","http://www.cdisc.org","afa8fdec-1a5a-471d-ba6f-f759b1d4db71","C42547","2023-09-29","Pascal"
"Code_153","NCI Thesaurus","bf1e012d-823e-4972-9b57-1325a8eb2136","C49669","","Unit of Pressure"
"Code_154","NCI Thesaurus","3b03ec9e-67fa-44c3-b9a4-d7a1199494d3","C83088","","Vital Signs Location"
"Code_155","NCI Thesaurus","5b9ee16d-202d-455b-8c33-10ff8ada4e99","C123975","","Vital Signs Laterality"
"Code_156","NCI Thesaurus","c04c5182-64d3-416a-94d2-257bb2d9d7f3","C82535","","Test Method"
"Code_157","NCI Thesaurus","1fba1d99-5089-46d1-9307-d946a2608841","C83114","","Vital Signs Position"
"Code_150","NCI Thesaurus","84a8ff58-c1a9-4db4-a587-1599a6bf6546","C25298","","Systolic Blood Pressure"
"Code_159","NCI Thesaurus","3daa8d65-1766-42bf-8b46-d1f915aac983","C173522","","Vital Signs Result"
"Code_160","http://www.cdisc.org","3c924917-923d-4a5b-9362-5c5fae44d177","C42547","2023-09-29","Pascal"
"Code_161","NCI Thesaurus","45414cbf-c06e-4071-8016-60052ec5aa5a","C49669","","Unit of Pressure"
"Code_162","NCI Thesaurus","46266176-c090-4c72-ba4e-93b4e3edf723","C83088","","Vital Signs Location"
"Code_163","NCI Thesaurus","32141bc7-6018-4ed6-895e-bbf1125c70ab","C123975","","Vital Signs Laterality"
"Code_164","NCI Thesaurus","7047509d-0157-44c0-aa67-43e990c62ca7","C82535","","Test Method"
"Code_165","NCI Thesaurus","e777036f-9fa9-41d3-81a5-9c6aeda8c283","C83114","","Vital Signs Position"
"Code_158","NCI Thesaurus","776488d5-ede9-4a1a-a71e-e6e56ec6ca85","C25299","","Diastolic Blood Pressure"
"Code_167","NCI Thesaurus","f495ccb6-fb4a-4164-b5a6-d6045247015b","C173522","","Vital Signs Result"
"Code_168","http://www.cdisc.org","86134af0-7f08-447b-a0dc-f997f1615028","C42537","2023-09-29","Kelvin"
"Code_169","NCI Thesaurus","34ce09ce-8c8c-4403-9a4c-2a2c2cf1fc13","C44276","","Unit of Temperature"
"Code_170","NCI Thesaurus","4ec71545-852f-4f86-9709-4fd896af5f21","C83088","","Vital Signs Location"
"Code_166","NCI Thesaurus","04113e73-3b91-45b6-961b-939c251d9c11","C174446","","Body Temperature"
"Code_172","NCI Thesaurus","423cc548-3a77-40eb-a8d8-5a1c34bfb5b3","C173522","","Vital Signs Result"
"Code_173","http://www.cdisc.org","fbbbea59-7033-4650-9915-fb5851c52f76","C28252","2023-09-29","Kilogram"
"Code_174","http://www.cdisc.org","d085ecc5-639d-4485-91cb-b7cc0bdf0162","C48155","2023-09-29","Gram"
"Code_175","http://www.cdisc.org","fb157950-06d9-4e3d-ada7-10bac36efaf8","C48531","2023-09-29","Pound"
"Code_176","NCI Thesaurus","17557df8-76c9-4a5f-b587-12d77df30791","C48208","","Unit of Weight"
"Code_171","NCI Thesaurus","abfd9636-1bc5-4e48-af8f-75e378f7e223","C81328","","Body Weight"
"Code_178","NCI Thesaurus","ddcdc560-dbb4-4684-95d8-f8afb38affd6","C173522","","Vital Signs Result"
"Code_179","http://www.cdisc.org","9d14f384-f0d9-49ec-a137-7ec1a733ee3a","C49668","2023-09-29","Centimeter"
"Code_180","http://www.cdisc.org","c4f19b79-ba59-4f2a-ad39-0e56fed10187","C48500","2023-09-29","Inch"
"Code_181","http://www.cdisc.org","e002f381-883b-4f19-bc98-d62b1a667464","C28251","2023-09-29","Millimeter"
"Code_182","http://www.cdisc.org","1a958b5a-c29f-48d4-9eaf-ce73cf9a372c","C41139","2023-09-29","Meter"
"Code_183","NCI Thesaurus","c9f9e620-0b80-412b-841d-be690ecd67f4","C168688","","Unit of Height"
"Code_177","NCI Thesaurus","7b547b62-482c-465b-8678-c8d8e6d713ae","C164634","","Body Height"
"Code_185","NCI Thesaurus","a6aa2404-261f-40b7-9f6d-55e1ae4363c2","C36292","","Laboratory Test Result"
"Code_186","NCI Thesaurus","100dffaf-002c-4122-b99c-3a11a83521fe","C83309","","Laboratory Test Fasting Status"
"Code_187","NCI Thesaurus","d3f6d803-c73e-467b-a7a5-3ead9aa8bd0a","C67365","","Unit of Catalytic Activity Concentration"
"Code_188","NCI Thesaurus","11e66c3b-a7e1-4b5f-8e0b-82a06f903c72","C70713","","Biospecimen Type"
"Code_184","NCI Thesaurus","e99f2765-8aef-4f50-a022-c41edeb6b8ef","C64433","","Alanine Aminotransferase Measurement"
"Code_190","NCI Thesaurus","976db963-5cce-42b4-a17a-8d419ed82b5e","C36292","","Laboratory Test Result"
"Code_191","NCI Thesaurus","17c0844e-d3b9-4400-9421-75225e71422c","C83309","","Laboratory Test Fasting Status"
"Code_192","NCI Thesaurus","52513c12-48a5-4e83-890c-54e03d8f655c","C48207","","Unit of Concentration"
"Code_193","NCI Thesaurus","e402d4c4-b6d6-4235-9d36-486d5bc5a12b","C70713","","Biospecimen Type"
"Code_189","NCI Thesaurus","0c7d5eed-1d1a-4720-887e-7e0c537254d8","C64431","","Albumin Measurement"
"Code_195","NCI Thesaurus","8a125527-2a65-4ce3-8616-aaeca84cae2a","C36292","","Laboratory Test Result"
"Code_196","NCI Thesaurus","580ce6ef-f606-4149-9055-c5d9d25a993d","C83309","","Laboratory Test Fasting Status"
"Code_197","NCI Thesaurus","1ed0fd6e-c0d7-48af-a0a1-8fc5ea40759b","C67365","","Unit of Catalytic Activity Concentration"
"Code_198","NCI Thesaurus","83259b4e-8611-4756-9cfa-30bce4de9969","C70713","","Biospecimen Type"
"Code_194","NCI Thesaurus","327c71ee-02d2-4041-bfae-5b097d57d80a","C64432","","Alkaline Phosphatase Measurement"
"Code_200","NCI Thesaurus","72d8a511-148a-4bf2-814f-4420481763a0","C36292","","Laboratory Test Result"
"Code_201","NCI Thesaurus","4c9cacf7-354b-4482-8435-7233db21ced0","C83309","","Laboratory Test Fasting Status"
"Code_202","NCI Thesaurus","cafb6bce-f2d6-4381-971c-a5295e31926e","C67365","","Unit of Catalytic Activity Concentration"
"Code_203","NCI Thesaurus","26eb698d-9deb-4a7a-9f7c-924d4d539267","C70713","","Biospecimen Type"
"Code_199","NCI Thesaurus","6aaa87f3-25fb-44c4-befb-14a01e98c25f","C64467","","Aspartate Aminotransferase Measurement"
"Code_205","NCI Thesaurus","c5457033-6863-4cc9-ab43-d05c2b143e05","C36292","","Laboratory Test Result"
"Code_206","NCI Thesaurus","f99a5373-c25c-4af6-95af-9df512c9aac8","C83309","","Laboratory Test Fasting Status"
"Code_207","NCI Thesaurus","dbc0637e-00b0-46b2-a164-8ffed4dd3222","C48207","","Unit of Concentration"
"Code_208","NCI Thesaurus","97c29b2b-f23f-4945-a1ba-7c8f804a6e06","C70713","","Biospecimen Type"
"Code_204","NCI Thesaurus","bbb920a1-dcb5-47d7-9d04-4fc9e3bfe0a7","C64547","","Creatinine Measurement"
"Code_210","NCI Thesaurus","e7dc286a-947b-415d-b51d-16e20079d3de","C36292","","Laboratory Test Result"
"Code_211","NCI Thesaurus","e445619d-b656-496d-8b1d-08c8b59fb5f0","C83309","","Laboratory Test Fasting Status"
"Code_212","NCI Thesaurus","5f3c820a-99e2-44be-9c21-2f8e2a76f206","C64567","","Molarity Unit"
"Code_213","NCI Thesaurus","0af7fb57-2536-4d76-93f6-8f974682547c","C70713","","Biospecimen Type"
"Code_209","NCI Thesaurus","d5bfe8c0-268b-4ed9-8238-adf0c3a493f3","C64853","","Potassium Measurement"
"Code_215","NCI Thesaurus","70386c13-8317-45ae-834e-ff1c03228487","C36292","","Laboratory Test Result"
"Code_216","NCI Thesaurus","465a4ff6-d523-4664-b1df-151531ddac3f","C83309","","Laboratory Test Fasting Status"
"Code_217","NCI Thesaurus","b71999ec-4c13-4951-a967-678e97addc15","C64567","","Molarity Unit"
"Code_218","NCI Thesaurus","555cd220-ae57-4245-9852-492e43113469","C70713","","Biospecimen Type"
"Code_214","NCI Thesaurus","b4f968c8-3dd7-4140-b1fd-c1af963f5875","C64809","","Sodium Measurement"
"Code_220","NCI Thesaurus","c1392a2d-798f-4bec-ae0b-0d68dbc99b25","C173522","","Vital Signs Result"
"Code_221","http://www.cdisc.org","748841b4-c25f-4756-8a59-df4dde2d90fb","C42547","2023-09-29","Pascal"
"Code_222","NCI Thesaurus","bebaa4c9-41a2-4054-9528-0296d6bcade0","C49669","","Unit of Pressure"
"Code_223","NCI Thesaurus","ac4fea74-15c8-42ac-9214-b601634589aa","C83088","","Vital Signs Location"
"Code_224","NCI Thesaurus","50e8cfcb-3d24-4326-9cb1-5656dc73f9bb","C123975","","Vital Signs Laterality"
"Code_225","NCI Thesaurus","b9d924ce-0998-4db2-b79d-c347b624f03d","C82535","","Test Method"
"Code_226","NCI Thesaurus","ddc91582-ed98-4e99-83b3-6d0d27a5734e","C83114","","Vital Signs Position"
"Code_219","NCI Thesaurus","72aa1c63-b773-4d6f-833d-d430f9b3d318","C25298","","Systolic Blood Pressure"
"Code_228","NCI Thesaurus","04f83da3-ea71-40ed-b848-dc25b6b07140","C173522","","Vital Signs Result"
"Code_229","http://www.cdisc.org","3b2d1376-4f52-4ef3-8c1a-056f91b21569","C42547","2023-09-29","Pascal"
"Code_230","NCI Thesaurus","454cea56-b1b3-47f3-9dc2-eb94cd02a59a","C49669","","Unit of Pressure"
"Code_231","NCI Thesaurus","2ead87da-d91b-4ebd-8d01-be31768be755","C83088","","Vital Signs Location"
"Code_232","NCI Thesaurus","59a0e7ae-321f-41d1-bf86-41a9a081acba","C123975","","Vital Signs Laterality"
"Code_233","NCI Thesaurus","05ea3508-2d59-4e55-aa8a-9347a84cbb07","C82535","","Test Method"
"Code_234","NCI Thesaurus","bfd8b2ff-e823-42f8-a81b-d54eb026163d","C83114","","Vital Signs Position"
"Code_227","NCI Thesaurus","2bd1b37c-9305-42c1-b194-f15b943c94e6","C25299","","Diastolic Blood Pressure"
"Code_236","NCI Thesaurus","7fe4179f-b4dd-4239-959b-d579263acbb6","C173522","","Vital Signs Result"
"Code_237","http://www.cdisc.org","bc7f3918-b094-489a-a102-48c2f17b176a","C42547","2023-09-29","Pascal"
"Code_238","NCI Thesaurus","544e4e98-411b-4d8f-aa17-8cf0e965d162","C49669","","Unit of Pressure"
"Code_239","NCI Thesaurus","c4882c06-1776-423c-bc44-e3cc03a1c37a","C83088","","Vital Signs Location"
"Code_240","NCI Thesaurus","11ad3d90-6e85-4fa3-9ce0-4b5552959ffd","C123975","","Vital Signs Laterality"
"Code_241","NCI Thesaurus","9198b3dc-e4ad-4854-ac1c-dca1304d26cc","C82535","","Test Method"
"Code_242","NCI Thesaurus","f270bb1f-2a6e-4350-bc2f-311f58c977f4","C83114","","Vital Signs Position"
"Code_235","NCI Thesaurus","fde50e22-79fd-4ebe-90ee-d1a0cc14f979","C25298","","Systolic Blood Pressure"
"Code_244","NCI Thesaurus","8b917677-8c9a-4f83-af72-da2c6deb8157","C173522","","Vital Signs Result"
"Code_245","http://www.cdisc.org","88495d50-3a38-4249-9166-076b5fc269d4","C42547","2023-09-29","Pascal"
"Code_246","NCI Thesaurus","6497b6df-eca6-43b8-aa0d-7722a84ee566","C49669","","Unit of Pressure"
"Code_247","NCI Thesaurus","b71f9867-f252-48fc-99cb-7c9064b5fc88","C83088","","Vital Signs Location"
"Code_248","NCI Thesaurus","0d83c044-40db-4f8f-8a34-dddbb5db3514","C123975","","Vital Signs Laterality"
"Code_249","NCI Thesaurus","26f027d7-a3d9-48be-a840-2315583f92a5","C82535","","Test Method"
"Code_250","NCI Thesaurus","cbf43a29-7b19-4910-95cb-3a5c2f98144c","C83114","","Vital Signs Position"
