"id","label","reference","name","uuid:ID","instanceType","synonyms"
"BiomedicalConcept_1","Adverse Event","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C41331","Adverse Event","029d0ba7-bf53-49aa-8032-5eb55bbd7792","BiomedicalConcept",""
"BiomedicalConcept_2","Systolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","62bf48b9-7956-44e5-a8e8-dc1cdc5ef7fe","BiomedicalConcept","['SYSBP']"
"BiomedicalConcept_3","Diastolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","3c862b15-6ecb-414f-86b9-c382f050e719","BiomedicalConcept","['DIABP']"
"BiomedicalConcept_4","Body Temperature","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C174446","Body Temperature","a2cd32bf-3c4d-4506-8cca-18d06f799272","BiomedicalConcept","['Temperature']"
"BiomedicalConcept_5","Body Weight","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C81328","Body Weight","4a6fcef5-6258-478a-9d8c-6f01a5bd0f1d","BiomedicalConcept","['Weight']"
"BiomedicalConcept_6","Body Height","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C164634","Body Height","e1e127bd-bbf7-46eb-adc3-81fe760e18dd","BiomedicalConcept","['Height']"
"BiomedicalConcept_7","Alanine Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","Alanine Aminotransferase Measurement","14a25b2e-f1d3-4091-93e6-a806e9fcfe26","BiomedicalConcept","['ALT', 'SGPT']"
"BiomedicalConcept_8","Albumin Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","Albumin Measurement","60f7b932-aebe-4479-83c9-0ee49efba525","BiomedicalConcept","['Albumin']"
"BiomedicalConcept_9","Alkaline Phosphatase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","Alkaline Phosphatase Measurement","3f05d943-5855-4a2c-a972-588d744086d0","BiomedicalConcept","['Alkaline Phosphatase']"
"BiomedicalConcept_10","Aspartate Aminotransferase Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","Aspartate Aminotransferase Measurement","8cc79c5f-82e4-4e86-9333-3c5c84f9c186","BiomedicalConcept","['AST', 'SGOT']"
"BiomedicalConcept_11","Creatinine Measurement","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","Creatinine Measurement","5ae90124-c086-4258-af7a-d0821410c892","BiomedicalConcept","['Creatinine']"
"BiomedicalConcept_12","Potassium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","Potassium Measurement","8124e0b7-8c66-4a70-9c93-529e0716f863","BiomedicalConcept","['Potassium', 'K']"
"BiomedicalConcept_13","Sodium Measurement","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","Sodium Measurement","3b5d632d-2fa1-4271-ae03-2d39326b3b1b","BiomedicalConcept","['Sodium', 'NA']"
"BiomedicalConcept_14","Systolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","f0d383da-cef5-4df6-96fa-ab92950696c8","BiomedicalConcept","['SYSBP']"
"BiomedicalConcept_15","Diastolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","25745178-0811-41b0-8811-f07d9de3893d","BiomedicalConcept","['DIABP']"
"BiomedicalConcept_16","Heart Rate","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677","Heart Rate","caa00fdd-77af-43a5-ba78-c2d845868cbc","BiomedicalConcept",""
"BiomedicalConcept_17","Systolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25298","Systolic Blood Pressure","603c0e17-aed2-4ad6-947a-29836b64d68d","BiomedicalConcept","['SYSBP']"
"BiomedicalConcept_18","Diastolic Blood Pressure","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C25299","Diastolic Blood Pressure","37d042e5-17b3-43b4-9f8e-332fc524f4fb","BiomedicalConcept","['DIABP']"
"BiomedicalConcept_19","Heart Rate","/mdr/bc/packages/2023-12-12/biomedicalconcepts/C49677","Heart Rate","90e9f83d-0ca0-4a1f-868b-22924752c769","BiomedicalConcept",""
