"id","isRequired","datatype","label","isEnabled","name","uuid:ID","instanceType"
"BiomedicalConceptProperty_113","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","fec3cbf7-4923-423f-a0ab-5815c5f19c44","BiomedicalConceptProperty"
"BiomedicalConceptProperty_114","True","string","Unit of Concentration","True","Unit of Concentration","dc6b281a-fc00-49b5-914d-c6f15450fe27","BiomedicalConceptProperty"
"BiomedicalConceptProperty_115","True","string","Biospecimen Type","True","Biospecimen Type","df93ed27-b096-4c11-a2d5-125cfd05d1d2","BiomedicalConceptProperty"
"BiomedicalConceptProperty_116","True","decimal","Laboratory Test Result","True","Laboratory Test Result","81cd8f3e-ff86-42e8-aff7-46a2f33ccd8a","BiomedicalConceptProperty"
"BiomedicalConceptProperty_117","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","5e7d7655-82bb-49da-adf5-c3ea0cb51ebc","BiomedicalConceptProperty"
"BiomedicalConceptProperty_118","True","string","Molarity Unit","True","Molarity Unit","3a17d877-984b-448c-9a9a-4aa87957d581","BiomedicalConceptProperty"
"BiomedicalConceptProperty_119","True","string","Biospecimen Type","True","Biospecimen Type","0dbb35c3-95ed-4ec1-87ef-23feae3e5693","BiomedicalConceptProperty"
"BiomedicalConceptProperty_120","True","decimal","Laboratory Test Result","True","Laboratory Test Result","9b762fed-97d5-460e-8383-81b830c5bb54","BiomedicalConceptProperty"
"BiomedicalConceptProperty_121","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","a47d1d15-faac-44b5-8ee2-fd7831a02463","BiomedicalConceptProperty"
"BiomedicalConceptProperty_122","True","string","Molarity Unit","True","Molarity Unit","4dea2047-12a8-477f-adf4-fffd402b5fd5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_123","True","string","Biospecimen Type","True","Biospecimen Type","ae1f2b61-5d25-4808-a549-e6eea6249a05","BiomedicalConceptProperty"
"BiomedicalConceptProperty_1","True","string","Reported Event Term","True","Reported Event Term","bef431ac-adcb-4f68-a54d-eb49d18ceff2","BiomedicalConceptProperty"
"BiomedicalConceptProperty_2","True","string","Dictionary-derived Term","True","Dictionary-derived Term","1b8bdf1f-cb2d-47b9-933c-be41c59123de","BiomedicalConceptProperty"
"BiomedicalConceptProperty_3","True","string","Category","True","Category","c37badd9-edc7-4837-a71a-70f70a6a282c","BiomedicalConceptProperty"
"BiomedicalConceptProperty_4","True","string","Subcategory","True","Subcategory","59dffe58-b4d2-4047-853d-7d1ecb3e767b","BiomedicalConceptProperty"
"BiomedicalConceptProperty_5","True","datetime","Observation Start Date Time","True","Observation Start Date Time","1f928840-227b-45a4-bb03-ec3cacbba2ba","BiomedicalConceptProperty"
"BiomedicalConceptProperty_6","True","decimal","Clinical Test Result","True","Clinical Test Result","811c996b-1690-4d87-98e4-df4532d81b22","BiomedicalConceptProperty"
"BiomedicalConceptProperty_7","True","string","Unit of Pressure","True","Unit of Pressure","0c94cc04-5b1d-4271-afdd-4460d158808a","BiomedicalConceptProperty"
"BiomedicalConceptProperty_8","True","string","Anatomic Site","True","Anatomic Site","5d908ba1-b2f3-407f-a24e-681d87bc736c","BiomedicalConceptProperty"
"BiomedicalConceptProperty_9","True","string","Laterality","True","Laterality","6a84b155-17f5-423a-a93d-8fab743ba3ba","BiomedicalConceptProperty"
"BiomedicalConceptProperty_10","True","string","Test Method","True","Test Method","a41f9ee0-4071-4fbd-9d4d-ee404b2b13ae","BiomedicalConceptProperty"
"BiomedicalConceptProperty_11","True","string","Body Position","True","Body Position","1d9d5a82-5fff-417c-99c7-7be373d35b51","BiomedicalConceptProperty"
"BiomedicalConceptProperty_12","True","decimal","Clinical Test Result","True","Clinical Test Result","4dfd7e3d-1384-4026-9ff7-d89bb3b4e6c7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_13","True","string","Unit of Pressure","True","Unit of Pressure","18c8dee5-f8dc-48f8-8a87-8f336b3c8f33","BiomedicalConceptProperty"
"BiomedicalConceptProperty_14","True","string","Anatomic Site","True","Anatomic Site","828139bf-c615-4655-9844-1c26af4fdc41","BiomedicalConceptProperty"
"BiomedicalConceptProperty_15","True","string","Laterality","True","Laterality","ee1e90f9-a8df-45a5-aa41-6c8323a6559d","BiomedicalConceptProperty"
"BiomedicalConceptProperty_16","True","string","Test Method","True","Test Method","21bf2f9d-2032-4855-aaa1-b5fccca38c54","BiomedicalConceptProperty"
"BiomedicalConceptProperty_17","True","string","Body Position","True","Body Position","6376e0af-68bb-4a39-b37b-d4d799c9275f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_18","True","decimal","Clinical Test Result","True","Clinical Test Result","293b88b2-185c-43cb-986b-bc859aafaff8","BiomedicalConceptProperty"
"BiomedicalConceptProperty_19","True","string","Unit of Temperature","True","Unit of Temperature","90d2c4fd-70c0-4507-b073-0471602d06b9","BiomedicalConceptProperty"
"BiomedicalConceptProperty_20","True","string","Anatomic Site","True","Anatomic Site","9d5658da-afa3-4c4f-a67c-f7ba02aead57","BiomedicalConceptProperty"
"BiomedicalConceptProperty_21","True","decimal","Clinical Test Result","True","Clinical Test Result","e4f72bb2-ca95-4252-9283-da17ac32c8d4","BiomedicalConceptProperty"
"BiomedicalConceptProperty_22","True","string","Unit of Weight","True","Unit of Weight","1a897989-948c-461f-82ab-60c86e67c8db","BiomedicalConceptProperty"
"BiomedicalConceptProperty_23","True","decimal","Clinical Test Result","True","Clinical Test Result","fa0a534c-10e5-45f3-862d-097fdd963b44","BiomedicalConceptProperty"
"BiomedicalConceptProperty_24","True","string","Unit of Height","True","Unit of Height","b70088f4-474a-44c0-9976-43185c69aebd","BiomedicalConceptProperty"
"BiomedicalConceptProperty_25","True","decimal","Laboratory Test Result","True","Laboratory Test Result","afb19ac8-99eb-4d02-9c29-c5b25ef39ce5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_26","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","aa083965-e5fb-4a17-8972-f3a7fb324ce2","BiomedicalConceptProperty"
"BiomedicalConceptProperty_27","True","string","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","d6497806-2cbb-4347-9684-4bc0ac94e153","BiomedicalConceptProperty"
"BiomedicalConceptProperty_28","True","string","Biospecimen Type","True","Biospecimen Type","3894f5a7-9f7b-43a3-b4fa-260a5b114204","BiomedicalConceptProperty"
"BiomedicalConceptProperty_29","True","string","Laboratory Test Result","True","Laboratory Test Result","daaae1df-c196-4dd2-84b0-ec32190e089b","BiomedicalConceptProperty"
"BiomedicalConceptProperty_30","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","5175826c-8022-44a0-a07c-81b8c46fe0ab","BiomedicalConceptProperty"
"BiomedicalConceptProperty_31","True","string","Unit of Concentration","True","Unit of Concentration","95af6d86-a63c-43e1-a69c-02f674433994","BiomedicalConceptProperty"
"BiomedicalConceptProperty_32","True","string","Biospecimen Type","True","Biospecimen Type","3402ab8e-944d-4ad7-bd47-27674a5825f4","BiomedicalConceptProperty"
"BiomedicalConceptProperty_33","True","decimal","Laboratory Test Result","True","Laboratory Test Result","f5d33a12-105b-4eea-aca4-d0733dfdf15d","BiomedicalConceptProperty"
"BiomedicalConceptProperty_34","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","0a5b4797-c07f-43ea-aca6-2bc2cc410c06","BiomedicalConceptProperty"
"BiomedicalConceptProperty_35","True","string","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","50685e60-87d7-42b6-8eef-a4adf555ce3f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_36","True","string","Biospecimen Type","True","Biospecimen Type","b5c500f5-b02d-4d87-9d58-9489fa161325","BiomedicalConceptProperty"
"BiomedicalConceptProperty_37","True","decimal","Laboratory Test Result","True","Laboratory Test Result","1af06a20-5ec3-47b7-8471-9ab198342f90","BiomedicalConceptProperty"
"BiomedicalConceptProperty_38","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","2e26b9f3-e3eb-4ee6-9666-76f9d564fbd4","BiomedicalConceptProperty"
"BiomedicalConceptProperty_39","True","string","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","a660df82-5d65-41a6-a107-2838d16984a0","BiomedicalConceptProperty"
"BiomedicalConceptProperty_40","True","string","Biospecimen Type","True","Biospecimen Type","12828bae-cb19-4d2e-bf03-e58e2b8b58c3","BiomedicalConceptProperty"
"BiomedicalConceptProperty_41","True","string","Laboratory Test Result","True","Laboratory Test Result","2de0c4e7-9ea1-48d4-8f37-7520609bc21d","BiomedicalConceptProperty"
"BiomedicalConceptProperty_42","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","32ed018f-66b3-464d-b421-29c34855455e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_43","True","string","Unit of Concentration","True","Unit of Concentration","1207e72a-e7c4-49bc-9b27-b7147292cfe9","BiomedicalConceptProperty"
"BiomedicalConceptProperty_44","True","string","Biospecimen Type","True","Biospecimen Type","0e7ccb66-a370-4c36-8233-caccf769e248","BiomedicalConceptProperty"
"BiomedicalConceptProperty_45","True","decimal","Laboratory Test Result","True","Laboratory Test Result","c263877c-e102-4607-9401-ba4b84f3a7b3","BiomedicalConceptProperty"
"BiomedicalConceptProperty_46","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","39e4452d-f276-441d-ae01-5355519c6bb7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_47","True","string","Molarity Unit","True","Molarity Unit","7ec85fbb-8ff5-4fa4-bce9-a918cf0d79e0","BiomedicalConceptProperty"
"BiomedicalConceptProperty_48","True","string","Biospecimen Type","True","Biospecimen Type","b78d88e4-976f-445b-adfe-c84049fdf05e","BiomedicalConceptProperty"
"BiomedicalConceptProperty_49","True","decimal","Laboratory Test Result","True","Laboratory Test Result","953dc8f8-cbf6-48a9-b531-ab1643a19ddd","BiomedicalConceptProperty"
"BiomedicalConceptProperty_50","True","boolean","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","c1b0e548-3362-432a-a396-b6091ea1fed0","BiomedicalConceptProperty"
"BiomedicalConceptProperty_51","True","string","Molarity Unit","True","Molarity Unit","dbf08380-faa3-452c-ade2-f15a8b39d800","BiomedicalConceptProperty"
"BiomedicalConceptProperty_52","True","string","Biospecimen Type","True","Biospecimen Type","37eb18d7-3fd9-455b-b7c1-ef3df3ecf6b0","BiomedicalConceptProperty"
"BiomedicalConceptProperty_53","True","decimal","Clinical Test Result","True","Clinical Test Result","75d19c22-cc93-4474-90a4-f5d7f2abbf83","BiomedicalConceptProperty"
"BiomedicalConceptProperty_54","True","string","Unit of Pressure","True","Unit of Pressure","de4c2bb5-0491-4024-a47f-f0cd883a4660","BiomedicalConceptProperty"
"BiomedicalConceptProperty_55","True","string","Anatomic Site","True","Anatomic Site","d3dae981-faf5-44ae-b7e3-5ab37ab59e90","BiomedicalConceptProperty"
"BiomedicalConceptProperty_56","True","string","Laterality","True","Laterality","480c48b2-0651-4eea-afcb-fe29ed86c36a","BiomedicalConceptProperty"
"BiomedicalConceptProperty_57","True","string","Test Method","True","Test Method","4191f977-5565-46ae-8a63-2c63c8b0657b","BiomedicalConceptProperty"
"BiomedicalConceptProperty_58","True","string","Body Position","True","Body Position","7f57d769-a127-421a-ba4d-e9224f18c099","BiomedicalConceptProperty"
"BiomedicalConceptProperty_59","True","decimal","Clinical Test Result","True","Clinical Test Result","86c7025d-8867-4a93-92f7-b4550374f57c","BiomedicalConceptProperty"
"BiomedicalConceptProperty_60","True","string","Unit of Pressure","True","Unit of Pressure","2c92aa68-0e85-4f64-b9c1-278ba0adf275","BiomedicalConceptProperty"
"BiomedicalConceptProperty_61","True","string","Anatomic Site","True","Anatomic Site","7682c3be-20b6-4d9d-bd86-862dc9d40814","BiomedicalConceptProperty"
"BiomedicalConceptProperty_62","True","string","Laterality","True","Laterality","b4c3bc40-682d-4da6-b522-10a2f9ca2a8a","BiomedicalConceptProperty"
"BiomedicalConceptProperty_63","True","string","Test Method","True","Test Method","9066b655-0fe5-41a7-922d-94bfce316d70","BiomedicalConceptProperty"
"BiomedicalConceptProperty_64","True","string","Body Position","True","Body Position","1cb3ae2c-d938-4a09-8173-8fa994c62dfe","BiomedicalConceptProperty"
"BiomedicalConceptProperty_65","True","integer","Clinical Test Result","True","Clinical Test Result","818028ae-3053-46a6-9565-de5503a069c7","BiomedicalConceptProperty"
"BiomedicalConceptProperty_66","True","string","Count per Minute","True","Count per Minute","5135ae6c-33d7-41f8-9b2b-e488c57fb021","BiomedicalConceptProperty"
"BiomedicalConceptProperty_67","True","string","Anatomic Site","True","Anatomic Site","37159e6d-c53c-4231-b6c0-4c4e1a976252","BiomedicalConceptProperty"
"BiomedicalConceptProperty_68","True","string","Laterality","True","Laterality","0b607387-72b3-46a4-8425-bbd2af19b9d8","BiomedicalConceptProperty"
"BiomedicalConceptProperty_69","True","string","Test Method","True","Test Method","f91a1f62-c0a2-4f77-8d32-e4eb526f6fcb","BiomedicalConceptProperty"
"BiomedicalConceptProperty_70","True","string","Body Position","True","Body Position","5d1c305a-aed2-40a6-bd26-bc175189f26a","BiomedicalConceptProperty"
"BiomedicalConceptProperty_71","True","decimal","Clinical Test Result","True","Clinical Test Result","431de207-50b2-400b-ab27-e534d78a2d2f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_72","True","string","Unit of Pressure","True","Unit of Pressure","9d938501-bec9-432a-97ae-2df2c493576d","BiomedicalConceptProperty"
"BiomedicalConceptProperty_73","True","string","Anatomic Site","True","Anatomic Site","09483b85-e8e9-4083-a1be-3993dce5ad2f","BiomedicalConceptProperty"
"BiomedicalConceptProperty_74","True","string","Laterality","True","Laterality","cf7a0f76-4da3-417b-a4b0-93b329283c83","BiomedicalConceptProperty"
"BiomedicalConceptProperty_75","True","string","Test Method","True","Test Method","e5afaacb-df15-4dc0-9b5a-250f037de938","BiomedicalConceptProperty"
"BiomedicalConceptProperty_76","True","string","Body Position","True","Body Position","efb6d109-03d9-4a35-9ab3-31b4cbbfa7c4","BiomedicalConceptProperty"
"BiomedicalConceptProperty_77","True","decimal","Clinical Test Result","True","Clinical Test Result","a7396718-6ed7-460b-a506-0d870e054fee","BiomedicalConceptProperty"
"BiomedicalConceptProperty_78","True","string","Unit of Pressure","True","Unit of Pressure","1403572c-d80c-4327-a8c4-ce1a6b271e45","BiomedicalConceptProperty"
"BiomedicalConceptProperty_79","True","string","Anatomic Site","True","Anatomic Site","bc5c7206-5b43-4d3a-91c4-9b72bb4d52ad","BiomedicalConceptProperty"
"BiomedicalConceptProperty_80","True","string","Laterality","True","Laterality","45c0c8db-b5ef-4529-90bb-5ceb6e590ba8","BiomedicalConceptProperty"
"BiomedicalConceptProperty_81","True","string","Test Method","True","Test Method","5723078b-b316-46c6-ae38-a9285c76df7c","BiomedicalConceptProperty"
"BiomedicalConceptProperty_82","True","string","Body Position","True","Body Position","e059bca5-de60-43b5-8dce-b4d5494f52eb","BiomedicalConceptProperty"
"BiomedicalConceptProperty_83","True","integer","Clinical Test Result","True","Clinical Test Result","0dfa3631-849a-445f-b731-7b29f0069e68","BiomedicalConceptProperty"
"BiomedicalConceptProperty_84","True","string","Count per Minute","True","Count per Minute","5bfc8d02-6416-4980-841f-61fddf2f3019","BiomedicalConceptProperty"
"BiomedicalConceptProperty_85","True","string","Anatomic Site","True","Anatomic Site","cc4bd12c-8a3f-4369-a496-1cff7bdc70f5","BiomedicalConceptProperty"
"BiomedicalConceptProperty_86","True","string","Laterality","True","Laterality","2d43c522-f873-45ca-8dc1-727b7f87db88","BiomedicalConceptProperty"
"BiomedicalConceptProperty_87","True","string","Test Method","True","Test Method","0e256cab-d2f0-4c0e-856b-693eb36f1deb","BiomedicalConceptProperty"
"BiomedicalConceptProperty_88","True","string","Body Position","True","Body Position","1673596a-994b-4fd4-8d2f-1d074f0f49ed","BiomedicalConceptProperty"
