"id","codeSystem","code","instanceType","uuid:ID","decode","codeSystemVersion"
"Code_297","NCI Thesaurus","C83309","Code","b508451d-6006-4cd0-b7c1-5d99a54bd9f2","Laboratory Test Fasting Status",""
"Code_298","NCI Thesaurus","C67365","Code","5b77c62b-6536-4b59-b003-dfa9c84e4dab","Unit of Catalytic Activity Concentration",""
"Code_299","NCI Thesaurus","C70713","Code","7b199ef7-204b-4e13-a88f-f3711a22f924","Biospecimen Type",""
"Code_295","NCI Thesaurus","C64433","Code","1f955363-68b3-4ef3-adaf-8b72d0af0f32","Alanine Aminotransferase Measurement",""
"Code_301","NCI Thesaurus","C36292","Code","b85e1f87-2544-4770-b732-b3c714807580","Laboratory Test Result",""
"Code_302","NCI Thesaurus","C83309","Code","90f7a818-6925-4f4a-9bcb-ba346f1946f2","Laboratory Test Fasting Status",""
"Code_303","NCI Thesaurus","C48207","Code","5d03e248-651b-41ac-bb97-ec681e2da02b","Unit of Concentration",""
"Code_304","NCI Thesaurus","C70713","Code","ac4fc1d8-27f7-4f70-966d-2e943b7b7a19","Biospecimen Type",""
"Code_300","NCI Thesaurus","C64431","Code","44076637-ba9f-4687-bdb3-c6ba5151e122","Albumin Measurement",""
"Code_306","NCI Thesaurus","C36292","Code","0da6285e-5db3-4c5e-bc35-e52a1f612fdb","Laboratory Test Result",""
"Code_307","NCI Thesaurus","C83309","Code","64750363-c9df-4c85-bdcd-d21de53e22f1","Laboratory Test Fasting Status",""
"Code_308","NCI Thesaurus","C67365","Code","9f0892b3-191b-48af-890e-9b67151a4f99","Unit of Catalytic Activity Concentration",""
"Code_309","NCI Thesaurus","C70713","Code","fa231468-47f8-4636-9fe7-d926862b1735","Biospecimen Type",""
"Code_305","NCI Thesaurus","C64432","Code","de970402-eb04-462d-9f97-4397aea4438b","Alkaline Phosphatase Measurement",""
"Code_311","NCI Thesaurus","C36292","Code","1f720159-a415-4c94-969c-ab8753ef45fa","Laboratory Test Result",""
"Code_312","NCI Thesaurus","C83309","Code","741f6de9-ec4c-400b-8dde-41e87d78507e","Laboratory Test Fasting Status",""
"Code_313","NCI Thesaurus","C67365","Code","9cf24bc3-ef7c-4d5a-95fc-974e70a07366","Unit of Catalytic Activity Concentration",""
"Code_314","NCI Thesaurus","C70713","Code","de4325f8-b639-46b7-be42-4f38a009dbb9","Biospecimen Type",""
"Code_310","NCI Thesaurus","C64467","Code","fb77cbb8-a819-49ce-a8ee-84a5f87c3932","Aspartate Aminotransferase Measurement",""
"Code_316","NCI Thesaurus","C36292","Code","23c89889-d8a2-486a-bdd3-f44a6d525a57","Laboratory Test Result",""
"Code_317","NCI Thesaurus","C83309","Code","86747b3a-a3f5-4a8a-a647-b259ba758e9f","Laboratory Test Fasting Status",""
"Code_318","NCI Thesaurus","C48207","Code","b4937944-6619-44c0-adaa-608836c6ca1c","Unit of Concentration",""
"Code_319","NCI Thesaurus","C70713","Code","e32cd3a9-8345-4f1f-8f5e-84134cd8981b","Biospecimen Type",""
"Code_315","NCI Thesaurus","C64547","Code","4777d303-ac26-447f-a391-d32fab960239","Creatinine Measurement",""
"Code_321","NCI Thesaurus","C36292","Code","d0e423c5-3087-4cbc-acd0-cd921f2646c3","Laboratory Test Result",""
"Code_322","NCI Thesaurus","C83309","Code","c6bd6f35-9a5c-4214-8662-93b68ae27e6c","Laboratory Test Fasting Status",""
"Code_323","NCI Thesaurus","C64567","Code","973c47ea-e2a9-4321-9e18-d8dd8c410ca5","Molarity Unit",""
"Code_324","NCI Thesaurus","C70713","Code","6137eeb3-4d50-4297-96de-14eadb0da720","Biospecimen Type",""
"Code_320","NCI Thesaurus","C64853","Code","bec0cc0d-dd42-460f-a40a-ab58e91ecff3","Potassium Measurement",""
"Code_326","NCI Thesaurus","C36292","Code","7ee8f3ef-6282-4bf5-b466-ee937d653989","Laboratory Test Result",""
"Code_327","NCI Thesaurus","C83309","Code","6395d7f2-7d79-4a6d-ac9b-d6543abe9bd5","Laboratory Test Fasting Status",""
"Code_328","NCI Thesaurus","C64567","Code","599d8db6-af0f-493a-be6f-894b56f9b14b","Molarity Unit",""
"Code_329","NCI Thesaurus","C70713","Code","8a9b40d6-eef1-4ae4-9c3e-3445e41d92a5","Biospecimen Type",""
"Code_325","NCI Thesaurus","C64809","Code","99d110e8-35b9-40a7-87a1-4d18e87789a1","Sodium Measurement",""
"Code_145","NCI Thesaurus","C78541","Code","2975fcee-e1c2-46af-80e7-fcae9f6ae9fc","Adverse Event Verbatim Description",""
"Code_146","NCI Thesaurus","C83344","Code","33db2d28-51e5-49de-9f3c-8808487ca4ad","Adverse Event Dictionary Derived Term",""
"Code_147","NCI Thesaurus","C83198","Code","8710675a-652b-4725-b862-20fc67d36af6","Adverse Event Category",""
"Code_148","NCI Thesaurus","C83212","Code","95b0247e-422d-4d02-bde4-d325091574c9","Adverse Event Subcategory",""
"Code_149","NCI Thesaurus","C87840","Code","ba66fd02-761a-4499-b2f0-56a39a8fe368","Adverse Event Pre-specified",""
"Code_150","NCI Thesaurus","C53253","Code","396124c8-9f68-44ca-bd04-e84dfed5d3d1","Severity of Adverse Event",""
"Code_151","NCI Thesaurus","C78605","Code","9bae8f5a-7c4e-4fac-a482-d7b4f0e819a5","Adverse Event Toxicity Grade",""
"Code_152","NCI Thesaurus","C53252","Code","dbfcc3d4-fe8d-4df1-9ff2-2858323ca562","Seriousness of Adverse Event",""
"Code_153","NCI Thesaurus","C83013","Code","0e899ed1-ce00-4492-93f8-42ca1e8912e0","Adverse Event Action Taken with Study Treatment",""
"Code_154","NCI Thesaurus","C41358","Code","28e788bb-faa4-4177-8a62-1f5abe52f2c3","Adverse Event Attribution to Product or Procedure",""
"Code_155","http://www.cdisc.org","C71325","Code","378c4cf4-380c-4486-83c2-9ab4673e267b","Intermittent","2023-09-29"
"Code_156","NCI Thesaurus","C83208","Code","614067b8-b150-412b-a9bf-af1f2955e947","Adverse Event Pattern",""
"Code_157","NCI Thesaurus","C49489","Code","5b12895d-38d7-457f-873b-7a62c786d321","Adverse Event Outcome",""
"Code_158","NCI Thesaurus","C83215","Code","66426859-2dae-47db-a8e7-f5ce8ce6c8d7","Adverse Event Start Date Time",""
"Code_159","NCI Thesaurus","C83201","Code","3d927c70-b2cb-42e3-afb5-1c0286a4a719","Adverse Event End Date Time",""
"Code_144","NCI Thesaurus","C41331","Code","1363709a-6a11-4619-bb69-196c02d4a25a","Adverse Event",""
"Code_161","NCI Thesaurus","C173522","Code","7699ba96-4a08-47b3-9463-260bbe720e38","Vital Signs Result",""
"Code_162","http://www.cdisc.org","C42547","Code","623cdb4d-7245-4346-bc8e-3442e422440e","Pascal","2023-09-29"
"Code_163","NCI Thesaurus","C49669","Code","a12713e7-01d6-4040-a8ad-b3d4b445684c","Unit of Pressure",""
"Code_164","NCI Thesaurus","C83088","Code","4adf740f-aacb-4904-98de-4c7d61c6255b","Vital Signs Location",""
"Code_165","NCI Thesaurus","C123975","Code","7641bec4-cbea-4b62-abba-daf170064990","Vital Signs Laterality",""
"Code_166","NCI Thesaurus","C82535","Code","a421b395-74fd-417f-903f-8e70f0b5a63b","Test Method",""
"Code_167","NCI Thesaurus","C83114","Code","ff04948f-cbb4-45a7-85a3-d9aa42071b2d","Vital Signs Position",""
"Code_160","NCI Thesaurus","C25298","Code","dd59d996-7554-44b2-8969-e74d24033f75","Systolic Blood Pressure",""
"Code_169","NCI Thesaurus","C173522","Code","bae5e00a-c993-46c8-ad66-3e48af3bbae7","Vital Signs Result",""
"Code_170","http://www.cdisc.org","C42547","Code","dd1697a4-c8ce-48a5-9eef-0ca115c6e9da","Pascal","2023-09-29"
"Code_171","NCI Thesaurus","C49669","Code","5adb5a7c-0046-4d46-a876-68a98f25acfd","Unit of Pressure",""
"Code_172","NCI Thesaurus","C83088","Code","e909cb62-252b-48be-9b86-c35ee6f2ef39","Vital Signs Location",""
"Code_173","NCI Thesaurus","C123975","Code","38c7a30c-056c-474b-89db-25c6e9005d08","Vital Signs Laterality",""
"Code_174","NCI Thesaurus","C82535","Code","93ebc073-79d4-4cf1-8ea6-f1ec70effe82","Test Method",""
"Code_175","NCI Thesaurus","C83114","Code","c325df03-0de2-42b5-9410-826587729d20","Vital Signs Position",""
"Code_168","NCI Thesaurus","C25299","Code","8aca2dbc-b762-4306-9c24-6abd426179dc","Diastolic Blood Pressure",""
"Code_177","NCI Thesaurus","C173522","Code","6154b2b1-5f93-4941-b9e6-a169fa28614d","Vital Signs Result",""
"Code_178","http://www.cdisc.org","C42537","Code","6929ba1a-cc69-421b-a6dc-87f2ef3f25c6","Kelvin","2023-09-29"
"Code_179","NCI Thesaurus","C44276","Code","2deb5a23-1e9f-48ce-bfbe-3fa53f987a78","Unit of Temperature",""
"Code_180","NCI Thesaurus","C83088","Code","f758a507-3b3c-486b-b386-cb22b65a4750","Vital Signs Location",""
"Code_176","NCI Thesaurus","C174446","Code","2e676899-f546-415c-9975-07133c42c391","Body Temperature",""
"Code_182","NCI Thesaurus","C173522","Code","55b2363e-8bd8-4675-b94a-c57d078c264f","Vital Signs Result",""
"Code_183","http://www.cdisc.org","C28252","Code","aeaac8c2-bdd8-4a70-aeb5-84cc84961fc5","Kilogram","2023-09-29"
"Code_184","http://www.cdisc.org","C48155","Code","53c75f44-9e62-4e6a-adeb-b23174491775","Gram","2023-09-29"
"Code_185","http://www.cdisc.org","C48531","Code","598518a3-c427-4c34-9c2e-d87bf46d190d","Pound","2023-09-29"
"Code_186","NCI Thesaurus","C48208","Code","f473fdf0-38f7-49c0-ba91-3b8c754bee4d","Unit of Weight",""
"Code_181","NCI Thesaurus","C81328","Code","b843ed5d-b2e4-47ad-8d8f-2f21742a1492","Body Weight",""
"Code_188","NCI Thesaurus","C173522","Code","6c7dc46a-6674-4878-a192-4e1a6a66e0bd","Vital Signs Result",""
"Code_189","http://www.cdisc.org","C49668","Code","117de0a7-fd3c-4dd0-ac49-c202e5c94ec7","Centimeter","2023-09-29"
"Code_190","http://www.cdisc.org","C48500","Code","faa346d7-42d3-4d26-8555-37d9c82789b0","Inch","2023-09-29"
"Code_191","http://www.cdisc.org","C28251","Code","4b7261ea-bb37-4bc9-81c0-9aa679bfa496","Millimeter","2023-09-29"
"Code_192","http://www.cdisc.org","C41139","Code","f701c4f4-b7fc-42db-8184-579d39a37af0","Meter","2023-09-29"
"Code_193","NCI Thesaurus","C168688","Code","a506d7d3-4256-4f93-b3b2-b0f138077e01","Unit of Height",""
"Code_187","NCI Thesaurus","C164634","Code","199bd19a-0280-4bb3-a89f-904dab4eb0b6","Body Height",""
"Code_195","NCI Thesaurus","C36292","Code","8259a819-dd3a-4618-a308-acad4c9a2f65","Laboratory Test Result",""
"Code_196","NCI Thesaurus","C83309","Code","e347f7a6-4e87-4f38-b9c2-780798a63cf7","Laboratory Test Fasting Status",""
"Code_197","NCI Thesaurus","C67365","Code","5aed477d-ec1b-4e08-93f5-771c388db3ee","Unit of Catalytic Activity Concentration",""
"Code_198","NCI Thesaurus","C70713","Code","adba8d4a-c917-413e-a5b4-bafb54213ebc","Biospecimen Type",""
"Code_194","NCI Thesaurus","C64433","Code","8388324f-2ad2-49c3-9499-b46347a41713","Alanine Aminotransferase Measurement",""
"Code_200","NCI Thesaurus","C36292","Code","53be1f74-329b-42c8-9c7d-a16aaad5e285","Laboratory Test Result",""
"Code_201","NCI Thesaurus","C83309","Code","b60fc1ea-f2fa-4b85-96f7-a893e5c0dcd1","Laboratory Test Fasting Status",""
"Code_202","NCI Thesaurus","C48207","Code","608e7d25-f16f-41d2-a940-7a5e4f6829a2","Unit of Concentration",""
"Code_203","NCI Thesaurus","C70713","Code","4610fca1-8b79-4052-9633-6c6efc9bc915","Biospecimen Type",""
"Code_199","NCI Thesaurus","C64431","Code","e652d238-446c-47dd-bf0f-2cfe99de1b55","Albumin Measurement",""
"Code_205","NCI Thesaurus","C36292","Code","16f6d606-fc37-4151-9c09-676f7eee9d8b","Laboratory Test Result",""
"Code_206","NCI Thesaurus","C83309","Code","63911a1d-b576-486b-a886-53c4e004615f","Laboratory Test Fasting Status",""
"Code_207","NCI Thesaurus","C67365","Code","0768581a-25c6-439c-9282-d53f47d5d0c3","Unit of Catalytic Activity Concentration",""
"Code_208","NCI Thesaurus","C70713","Code","8a707af2-fe55-4494-9698-59c5fdabe446","Biospecimen Type",""
"Code_204","NCI Thesaurus","C64432","Code","894043e3-8478-45fb-8b78-9f114992ced1","Alkaline Phosphatase Measurement",""
"Code_210","NCI Thesaurus","C36292","Code","e154f077-8ebd-4b35-ad67-ecf83e970d1b","Laboratory Test Result",""
"Code_211","NCI Thesaurus","C83309","Code","fce3125d-c1a1-4ca1-809e-0f8010e6d61d","Laboratory Test Fasting Status",""
"Code_212","NCI Thesaurus","C67365","Code","51cc65be-ed68-4bcd-8e88-7928d05eccc8","Unit of Catalytic Activity Concentration",""
"Code_213","NCI Thesaurus","C70713","Code","49f532da-f692-4182-a0df-51f9675417ef","Biospecimen Type",""
"Code_209","NCI Thesaurus","C64467","Code","1bf04df0-21c8-484c-96ed-bcf275a20215","Aspartate Aminotransferase Measurement",""
"Code_215","NCI Thesaurus","C36292","Code","178724cb-6f93-49d7-9e4c-d458ac94bd89","Laboratory Test Result",""
"Code_216","NCI Thesaurus","C83309","Code","57a7e11f-ad64-4c03-af6b-32a58a5e74d7","Laboratory Test Fasting Status",""
"Code_217","NCI Thesaurus","C48207","Code","d5b6cbd9-800d-410f-877b-61e151e5c68b","Unit of Concentration",""
"Code_218","NCI Thesaurus","C70713","Code","7821d17b-d8f3-4d1b-a04b-d3bbfc60dc0a","Biospecimen Type",""
"Code_214","NCI Thesaurus","C64547","Code","91f9396c-ce49-470e-80c4-15b11a212ca9","Creatinine Measurement",""
"Code_220","NCI Thesaurus","C36292","Code","61197ae7-048d-4d7f-8f10-f9bcca77a135","Laboratory Test Result",""
"Code_221","NCI Thesaurus","C83309","Code","badc8621-9ab1-4277-87bf-1c96794577e2","Laboratory Test Fasting Status",""
"Code_222","NCI Thesaurus","C64567","Code","a1ca953d-a941-4032-bbd2-6656a2ef1f69","Molarity Unit",""
"Code_223","NCI Thesaurus","C70713","Code","51729462-e5d8-4a52-8a5a-82193411c93e","Biospecimen Type",""
"Code_219","NCI Thesaurus","C64853","Code","3a587b6c-c34b-4862-b461-f7d9520b8afd","Potassium Measurement",""
"Code_225","NCI Thesaurus","C36292","Code","cecfa9bd-3b54-42b0-a65d-ecdafb707c22","Laboratory Test Result",""
"Code_226","NCI Thesaurus","C83309","Code","d3d53acf-6527-49de-94e4-2746605ea62a","Laboratory Test Fasting Status",""
"Code_227","NCI Thesaurus","C64567","Code","8ef2f42c-f8db-4fc9-a941-f80898667341","Molarity Unit",""
"Code_228","NCI Thesaurus","C70713","Code","b0e0d16b-f18a-440a-ae62-bdf661846895","Biospecimen Type",""
"Code_224","NCI Thesaurus","C64809","Code","92cf0c0b-5722-4120-8f7d-37ffacab7321","Sodium Measurement",""
"Code_230","NCI Thesaurus","C173522","Code","61e04124-9c0c-49ef-b0e5-525200a2cea8","Vital Signs Result",""
"Code_231","http://www.cdisc.org","C42547","Code","88863300-4194-4d6b-9237-2c761150270b","Pascal","2023-09-29"
"Code_232","NCI Thesaurus","C49669","Code","6096b447-ae39-4341-a236-c869cfa7138b","Unit of Pressure",""
"Code_233","NCI Thesaurus","C83088","Code","74ad2eb8-4dee-4cba-82ca-f0f9043eb4ed","Vital Signs Location",""
"Code_234","NCI Thesaurus","C123975","Code","b35c6d2c-40f2-4d89-800f-fcd2d6cf1b8e","Vital Signs Laterality",""
"Code_235","NCI Thesaurus","C82535","Code","7071f3c0-6398-4d3d-9775-a25d7eadbcb9","Test Method",""
"Code_236","NCI Thesaurus","C83114","Code","d62add6a-cf98-438c-81a5-d45b3ce134bc","Vital Signs Position",""
"Code_229","NCI Thesaurus","C25298","Code","3b65365c-d7e8-4aa1-98d6-694e8e29bae1","Systolic Blood Pressure",""
"Code_238","NCI Thesaurus","C173522","Code","4e2d3b0e-8a30-40fe-9810-cc8a4a5b9d33","Vital Signs Result",""
"Code_239","http://www.cdisc.org","C42547","Code","4d6e5856-59c0-40f6-bbfe-ca0def43207f","Pascal","2023-09-29"
"Code_240","NCI Thesaurus","C49669","Code","c5d4f5e4-3356-4d96-b8b6-f151bf79fff5","Unit of Pressure",""
"Code_241","NCI Thesaurus","C83088","Code","5616d378-fbe2-470c-bb63-35f8918f59b6","Vital Signs Location",""
"Code_242","NCI Thesaurus","C123975","Code","0965b3ee-29c4-4182-b15e-1fede1a9e18b","Vital Signs Laterality",""
"Code_243","NCI Thesaurus","C82535","Code","69c5168e-45ef-47c7-81e4-f7aa09c46fd3","Test Method",""
"Code_244","NCI Thesaurus","C83114","Code","bcd394ed-5dca-44fc-bc95-d3268991d739","Vital Signs Position",""
"Code_237","NCI Thesaurus","C25299","Code","40678374-0dd7-416e-87f1-3eb39e28bde1","Diastolic Blood Pressure",""
"Code_246","NCI Thesaurus","C173522","Code","39ae02cb-e5f5-40a7-9cbc-1c5e06554c68","Vital Signs Result",""
