"isRequired","name","id","isEnabled","label","uuid:ID","datatype","instanceType"
"True","Adverse Event Subcategory","BiomedicalConceptProperty_4","True","Adverse Event Subcategory","f3542559-c62d-4d67-a174-e9a7c3c954a9","string","BiomedicalConceptProperty"
"True","Adverse Event Pre-specified","BiomedicalConceptProperty_5","True","Adverse Event Pre-specified","b6c285fa-c3b2-45a4-803c-0d008baf0596","boolean","BiomedicalConceptProperty"
"True","Severity of Adverse Event","BiomedicalConceptProperty_6","True","Severity of Adverse Event","4a8d3f13-b221-4143-a99f-a6fb5d6a795f","string","BiomedicalConceptProperty"
"True","Adverse Event Toxicity Grade","BiomedicalConceptProperty_7","True","Adverse Event Toxicity Grade","d4355913-ab2b-4c98-9431-4d6ac2154a49","string","BiomedicalConceptProperty"
"True","Seriousness of Adverse Event","BiomedicalConceptProperty_8","True","Seriousness of Adverse Event","2ca6c138-9d60-42a0-a2fc-c51602100a7c","boolean","BiomedicalConceptProperty"
"True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty_9","True","Adverse Event Action Taken with Study Treatment","2bf74deb-7a66-4eb3-84b1-6cea0e66da3f","string","BiomedicalConceptProperty"
"True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty_10","True","Adverse Event Attribution to Product or Procedure","5d19b36a-65e1-4d81-a6db-c3c65b23a652","string","BiomedicalConceptProperty"
"True","Adverse Event Pattern","BiomedicalConceptProperty_11","True","Adverse Event Pattern","8f5f9cdd-0f11-4f93-8800-062d3c906c91","string","BiomedicalConceptProperty"
"True","Adverse Event Outcome","BiomedicalConceptProperty_12","True","Adverse Event Outcome","9350a490-deb8-4b3b-9940-b3592019217c","string","BiomedicalConceptProperty"
"True","Adverse Event Start Date Time","BiomedicalConceptProperty_13","True","Adverse Event Start Date Time","4b94c1d6-a481-4b8d-a18f-307d3602e390","datetime","BiomedicalConceptProperty"
"True","Adverse Event End Date Time","BiomedicalConceptProperty_14","True","Adverse Event End Date Time","da2cf655-3431-4e84-a112-a67f53fca320","datetime","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_15","True","Vital Signs Result","d6c73846-8140-4bf5-9eca-5e70a081e6ad","decimal","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_16","True","Unit of Pressure","ff95b77e-7c00-41d2-a8af-e5920737e157","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_17","True","Vital Signs Location","e3cd4422-31a6-4bbf-81ed-ab3ca6ffcb62","string","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_18","True","Vital Signs Laterality","65ef0bda-9b76-4450-84ef-48e594e0dbc6","string","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_19","True","Test Method","d76fc259-bba0-48ae-a15f-60ffb779382b","string","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_20","True","Vital Signs Position","71a216a5-4f25-43ca-aa07-e4551eef65a5","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_21","True","Vital Signs Result","d11c5e92-66e1-441d-91df-5588bdb57a6e","decimal","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_22","True","Unit of Pressure","73c69d88-8a35-4bae-b5e5-eb8d3d0fada5","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_23","True","Vital Signs Location","7ecf6c69-9f0e-4d1b-8b79-cd02196e3f0a","string","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_24","True","Vital Signs Laterality","a539aee8-0511-4b6b-bd16-fe18bb293a12","string","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_25","True","Test Method","8c6086a3-d60a-46d8-a601-d7292501a148","string","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_26","True","Vital Signs Position","808fe7a9-1b05-4216-af26-c2a3f393a54a","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_27","True","Vital Signs Result","cb8ca0f2-83b5-4d84-b6df-b1e4bd5ae79b","decimal","BiomedicalConceptProperty"
"True","Unit of Temperature","BiomedicalConceptProperty_28","True","Unit of Temperature","bcc6fba9-0e1c-4abf-81d6-5db7ddcec8d3","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_29","True","Vital Signs Location","61752fc0-fca0-4ce1-b03f-957097a470b6","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_30","True","Vital Signs Result","2af3a246-677f-4cfc-b862-41a586268b0d","decimal","BiomedicalConceptProperty"
"True","Unit of Weight","BiomedicalConceptProperty_31","True","Unit of Weight","1c0f47ef-a778-4757-a492-40da8fa2fde2","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_32","True","Vital Signs Result","79d68658-0965-4692-a433-6d576e45325c","decimal","BiomedicalConceptProperty"
"True","Unit of Height","BiomedicalConceptProperty_33","True","Unit of Height","f97067aa-42a7-40dd-be85-0048c1b95a17","string","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_34","True","Laboratory Test Result","7d2797c1-acac-4528-8f81-c574d7585c65","decimal","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","Laboratory Test Fasting Status","577242f6-c271-459a-9bb1-517c8d7e8c91","boolean","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","Unit of Catalytic Activity Concentration","a69fb960-d13d-4d74-b809-e2b44baee9f8","string","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_37","True","Biospecimen Type","4d89ef70-cc5f-42b2-882c-baba2857d427","string","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_38","True","Laboratory Test Result","236ff719-8ae3-4a7c-b2a7-b0905f370896","string","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","Laboratory Test Fasting Status","66905a53-4601-4ab6-a1ab-9526162f8e5a","boolean","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_40","True","Unit of Concentration","42cd1ea1-8b68-47dd-80c7-be56721f48cb","string","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_41","True","Biospecimen Type","46211ae4-bae3-453b-b62a-e547d6129c1d","string","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_42","True","Laboratory Test Result","9f5d25a8-3a13-49aa-a9c3-28c08bf9555c","decimal","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","Laboratory Test Fasting Status","f025396d-cceb-4e87-a8ed-d10e1c851b3c","boolean","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","Unit of Catalytic Activity Concentration","b8722814-d054-47e4-b58c-6e8398084c0c","string","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_45","True","Biospecimen Type","6e4ab3bb-c51a-4c66-aeee-f9cbeaa1560e","string","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_46","True","Laboratory Test Result","e95770ca-d5cf-4953-ad82-962747adfb4a","decimal","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","Laboratory Test Fasting Status","c660377f-7da0-4219-8990-78108ba5b12d","boolean","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","Unit of Catalytic Activity Concentration","2394100c-0af5-48fa-8abe-1b1efa6c9c7a","string","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_49","True","Biospecimen Type","8a703bc0-3939-444e-977b-ef59c64ac8de","string","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_50","True","Laboratory Test Result","1c4303c2-c8be-4fb3-a46c-e3debfb95f55","string","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","Laboratory Test Fasting Status","08442526-0842-4fbd-a091-0a7c805e938b","boolean","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_52","True","Unit of Concentration","b79304ee-b5b2-4cb0-b44e-938903464c2e","string","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_53","True","Biospecimen Type","7798b3ae-ac28-4d07-8625-a9d684b1117b","string","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_54","True","Laboratory Test Result","8fa41eed-dcba-42c6-a19e-7471ee174183","decimal","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","Laboratory Test Fasting Status","186edc71-6eec-4f15-b4b9-ff80eab31c29","boolean","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_56","True","Molarity Unit","c4acdc4a-d4fc-4ec0-a1cb-0a0559b0f309","string","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_57","True","Biospecimen Type","cb75bc72-57fb-412e-a939-93c0c675b464","string","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_58","True","Laboratory Test Result","e178dab0-ff01-4292-ab15-560e13a30b8d","decimal","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","Laboratory Test Fasting Status","05171cf7-ef63-416d-9680-fde9d864cb24","boolean","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_60","True","Molarity Unit","8fbea92c-3847-477d-b17b-b667cffeb853","string","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_61","True","Biospecimen Type","ec83a62e-4341-4404-83b6-f86900126f6a","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_62","True","Vital Signs Result","5ebf998e-3b36-48be-a0f3-c0bd55a341b4","decimal","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_63","True","Unit of Pressure","c3ba5931-5bd2-40b2-9324-c97018e6dd81","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_64","True","Vital Signs Location","4f139137-07ff-4d69-b338-026410814963","string","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_65","True","Vital Signs Laterality","79645dfe-7f5a-48ed-a769-0c9e5307a033","string","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_66","True","Test Method","6a36f9e4-7806-463f-af3d-9291cfc58f6a","string","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_67","True","Vital Signs Position","c30568a3-e8f0-46d2-b65f-5a640b91dc27","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_68","True","Vital Signs Result","d3e5beb0-f47c-4b30-99c5-53758d2d581e","decimal","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_69","True","Unit of Pressure","66b062bb-9b2d-4bea-b734-5fad19134da5","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_70","True","Vital Signs Location","8a8e08e7-04b9-497d-b79d-48bbe8aa26b2","string","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_71","True","Vital Signs Laterality","54c0dcdd-d3f4-4940-bb9d-eac099f3e739","string","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_72","True","Test Method","48c774d9-3351-4444-be0c-b87022d5fd24","string","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_73","True","Vital Signs Position","f5d8bc2e-7a3f-4090-af2c-8d328e335f17","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_74","True","Vital Signs Result","c2357e02-0f92-4fff-b4ac-0d3a637c29f7","integer","BiomedicalConceptProperty"
"True","Count per Minute","BiomedicalConceptProperty_75","True","Count per Minute","0cf1c37e-6a0c-42df-9c3c-8bc7d88c03a1","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_76","True","Vital Signs Location","6d14a5eb-bd1a-46b0-bd84-6bbe6313b05a","string","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_77","True","Vital Signs Laterality","94596a9c-b850-4a26-8b39-d68eb4dc15ad","string","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_78","True","Test Method","83962398-54b2-47e0-80ec-849c3ec81725","string","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_79","True","Vital Signs Position","7d554b12-3971-4c1a-9b51-ef7bb0ff3db7","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_80","True","Vital Signs Result","7fb2e367-c535-409a-b3e6-1335be5d11ad","decimal","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_81","True","Unit of Pressure","43d6d048-5600-47a8-8c42-c84c637c9891","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_82","True","Vital Signs Location","6d57eb77-deff-49ed-ae16-cb0e12046392","string","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_83","True","Vital Signs Laterality","c4080c23-5850-4030-9c14-4d9dbb22c9d6","string","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_84","True","Test Method","2ee781a7-ebc9-4ce3-a1c9-686431af25ea","string","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_85","True","Vital Signs Position","9250ab62-aecd-4404-a342-376fcbd8fc2f","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_86","True","Vital Signs Result","d751a866-d7f7-4cc7-9228-40de107a5f2c","decimal","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_87","True","Unit of Pressure","184d3bfa-4e05-4a0f-8207-33fa09b64612","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_88","True","Vital Signs Location","dcd64e88-3fdc-4122-b7ed-404b2e41f77b","string","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_89","True","Vital Signs Laterality","5b748b2c-21df-498b-ab02-af938bbff1e5","string","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_90","True","Test Method","5b711eb8-4458-4710-b9cf-519b15341f88","string","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_91","True","Vital Signs Position","aaca539b-6c05-4fe1-b1fe-3f92d3e2aa0a","string","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_92","True","Vital Signs Result","a533ece7-5678-40d8-9d32-eaff469e93da","integer","BiomedicalConceptProperty"
"True","Count per Minute","BiomedicalConceptProperty_93","True","Count per Minute","55a92ba9-abf2-4fcd-be45-215794772cf5","string","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_94","True","Vital Signs Location","b3fe1c08-3918-426b-95c9-daedc944ab5d","string","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_95","True","Vital Signs Laterality","ad06e984-1613-42b0-ba39-07c96f031f9e","string","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_96","True","Test Method","d0a47194-5786-4a8f-82a9-1b0e2689a157","string","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_97","True","Vital Signs Position","c22bb5c5-5e33-4502-93fe-7b526be8649b","string","BiomedicalConceptProperty"
