"uuid:ID","decode","id","codeSystem","code","codeSystemVersion"
"930dcfcd-8cdf-4933-b4fc-f36a0dd72f7e","Clinic","Code_87","http://www.cdisc.org","C51282","2023-09-29"
"6892f2db-2a7f-4b98-8b52-eb36ad8870e5","In Person","Code_88","http://www.cdisc.org","C175574","2023-09-29"
"b8b5fad0-0e36-4c32-88f7-9b0418fadf9e","Telephone Call","Code_89","http://www.cdisc.org","C171537","2023-09-29"
"b471f79c-6432-4cbc-99d2-7cf618df8494","Visit","Code_90","http://www.cdisc.org","C25716","2023-09-29"
"a612cbe4-0881-4c37-80cf-f958b6d08231","Clinic","Code_91","http://www.cdisc.org","C51282","2023-09-29"
"1b8cc542-60b4-4645-bedd-8cc9e2833952","In Person","Code_92","http://www.cdisc.org","C175574","2023-09-29"
"67d5ac70-a412-4714-9164-29b92c6cfd43","Telephone Call","Code_93","http://www.cdisc.org","C171537","2023-09-29"
"b076df9d-95b5-4d84-9ec9-924804104cad","Visit","Code_94","http://www.cdisc.org","C25716","2023-09-29"
"3a4b35cb-9964-4c7c-89cb-ea256fafce01","Clinic","Code_95","http://www.cdisc.org","C51282","2023-09-29"
"96a638f6-4d77-48d0-8981-412df43e48b0","In Person","Code_96","http://www.cdisc.org","C175574","2023-09-29"
"f316022d-7bfd-4a34-acbf-0938ca55516f","Telephone Call","Code_97","http://www.cdisc.org","C171537","2023-09-29"
"76080218-b655-458b-8aeb-5606629fb8a6","Visit","Code_98","http://www.cdisc.org","C25716","2023-09-29"
"6d7925ff-e746-4086-902d-d3234345563a","Clinic","Code_99","http://www.cdisc.org","C51282","2023-09-29"
"2e7cd010-15ad-4af3-9a78-b6efac0c2727","In Person","Code_100","http://www.cdisc.org","C175574","2023-09-29"
"04711127-c96c-438e-8ccb-f31124207f33","Visit","Code_101","http://www.cdisc.org","C25716","2023-09-29"
"fdde9b7a-524b-43a8-86c2-17383493ab1b","Clinic","Code_102","http://www.cdisc.org","C51282","2023-09-29"
"d7406d92-edfc-4b71-9d68-a9d7d450f743","In Person","Code_103","http://www.cdisc.org","C175574","2023-09-29"
"f686187b-84ae-4526-99b9-74b06355d7aa","CT of head without contrast","Code_61","SNOMED","383371000119108","January 31, 2018"
"a942e449-cacf-483f-81f5-9f18b74e9367","Supine for 5 minutes","Code_62","SPONSOR","123","12"
"cfec4351-9bc7-43d0-bab2-c6de49d251bb","Standingfor 1-3 minutes","Code_63","SPONSOR","124","12"
"29e336f1-f7f9-414f-a425-0b9f3371ff69","Vital Signs Result","Code_242","NCI Thesaurus","C173522",""
"b0c237cb-a720-4154-86fa-d4db12154415","Kelvin","Code_243","http://www.cdisc.org","C42537","2023-09-29"
"4be9b673-77fd-4c57-9bd9-eba5802fe224","Unit of Temperature","Code_244","NCI Thesaurus","C44276",""
"7157a88b-fcb3-4ce6-b575-1054fa1fd3f8","Vital Signs Location","Code_245","NCI Thesaurus","C83088",""
"a59c2e90-0f7a-4ed9-a709-05b8ca452bab","Body Temperature","Code_241","NCI Thesaurus","C174446",""
"ff91ff93-be59-4074-b71d-29b0932c673d","Vital Signs Result","Code_247","NCI Thesaurus","C173522",""
"f4af514b-5046-4e81-8720-f0c49bce901b","Kilogram","Code_248","http://www.cdisc.org","C28252","2023-09-29"
"ad084733-cc49-40d1-9251-8e48c3e13074","Gram","Code_249","http://www.cdisc.org","C48155","2023-09-29"
"420e4074-9844-45fb-90d8-1a5028b1182a","Pound","Code_250","http://www.cdisc.org","C48531","2023-09-29"
"fdd8d95b-7f5d-4c13-826f-adac7bfd0a66","Unit of Weight","Code_251","NCI Thesaurus","C48208",""
"a54e6288-1dca-425c-8012-103410f5cda2","Body Weight","Code_246","NCI Thesaurus","C81328",""
"54427269-d2cb-44ed-ad58-318b0c4a7491","Vital Signs Result","Code_253","NCI Thesaurus","C173522",""
"bc317046-7f02-4ff9-92da-125c5d406866","Centimeter","Code_254","http://www.cdisc.org","C49668","2023-09-29"
"af9490c1-d359-4f6b-8c23-378a9251a24f","Inch","Code_255","http://www.cdisc.org","C48500","2023-09-29"
"7fee4de8-eb37-40d2-9e0e-f23b70f9a5c5","Millimeter","Code_256","http://www.cdisc.org","C28251","2023-09-29"
"fc701f28-cb25-4438-84d2-e04753427143","Meter","Code_257","http://www.cdisc.org","C41139","2023-09-29"
"6e22a9b2-4d6a-442b-8e01-1b5a8ee0dbe6","Unit of Height","Code_258","NCI Thesaurus","C168688",""
"4a47ef18-71c6-4560-9676-234fab1fe9cc","Body Height","Code_252","NCI Thesaurus","C164634",""
"031ac81b-c9a3-425a-9655-a78b241ac8e0","Laboratory Test Result","Code_260","NCI Thesaurus","C36292",""
"6de9f39f-ac39-4d6a-8221-226331b43a6f","Laboratory Test Fasting Status","Code_261","NCI Thesaurus","C83309",""
"565ebe22-e134-471c-a1dc-0f0ec7a64ff0","Unit of Catalytic Activity Concentration","Code_262","NCI Thesaurus","C67365",""
"eeba332c-58ec-475c-abe1-beb6b56fd75c","Biospecimen Type","Code_263","NCI Thesaurus","C70713",""
"64bb7c57-faf3-46e7-801b-91433c0c0558","Alanine Aminotransferase Measurement","Code_259","NCI Thesaurus","C64433",""
"281839ae-3b76-4cb2-aee2-50e9fece9b0c","Laboratory Test Result","Code_265","NCI Thesaurus","C36292",""
"e891ecec-46cd-47fb-8a81-d4743b0f594f","Laboratory Test Fasting Status","Code_266","NCI Thesaurus","C83309",""
"9ffdd9f3-3300-44b9-8cb3-bfc3bece5aab","Unit of Concentration","Code_267","NCI Thesaurus","C48207",""
"6522a935-63b0-48e8-bc60-f26d05436177","Biospecimen Type","Code_268","NCI Thesaurus","C70713",""
"9c598411-ab9f-4aa7-8a8d-0f04b89f6d0a","Albumin Measurement","Code_264","NCI Thesaurus","C64431",""
"907a2f0d-8a38-4ee5-9208-ad60bcd5aafa","Laboratory Test Result","Code_270","NCI Thesaurus","C36292",""
"9d8c6713-9087-4bf0-8230-63bed7fc37a8","Laboratory Test Fasting Status","Code_271","NCI Thesaurus","C83309",""
"17aeb149-9a7a-456c-a1cc-ffc7bf604717","Unit of Catalytic Activity Concentration","Code_272","NCI Thesaurus","C67365",""
"c4977890-bd89-4b4c-a558-54d77918ba4a","Biospecimen Type","Code_273","NCI Thesaurus","C70713",""
"ded56ab4-3f19-4d23-a20d-2e93e6a8bd90","Alkaline Phosphatase Measurement","Code_269","NCI Thesaurus","C64432",""
"58a47fc5-4004-4c7f-a684-dcefff28abc0","Laboratory Test Result","Code_275","NCI Thesaurus","C36292",""
"c16333e1-9833-4e02-923d-600ac7e02400","Laboratory Test Fasting Status","Code_276","NCI Thesaurus","C83309",""
"6f9ef08c-6ba5-4774-9806-19b2194db90a","Unit of Catalytic Activity Concentration","Code_277","NCI Thesaurus","C67365",""
"9e3e184e-a9dc-43b4-a2ca-3caa33ce86e7","Biospecimen Type","Code_278","NCI Thesaurus","C70713",""
"bc41c1d1-2b2d-406e-9647-39844d8b5d21","Aspartate Aminotransferase Measurement","Code_274","NCI Thesaurus","C64467",""
"0bb4e515-06c8-40b5-be26-b25a40f3a597","Laboratory Test Result","Code_280","NCI Thesaurus","C36292",""
"1a440466-71af-4818-a28c-8461832cc854","Laboratory Test Fasting Status","Code_281","NCI Thesaurus","C83309",""
"5de4d82c-9088-4c7f-b177-96d2b718df8c","Unit of Concentration","Code_282","NCI Thesaurus","C48207",""
"9129b7c3-4b92-4129-9953-2f791534244b","Biospecimen Type","Code_283","NCI Thesaurus","C70713",""
"15eb4cdf-10bb-4bb8-a7b7-8fc16c132a4f","Creatinine Measurement","Code_279","NCI Thesaurus","C64547",""
"3a63ae10-18d3-4f55-9410-9df8f9884c49","Laboratory Test Result","Code_285","NCI Thesaurus","C36292",""
"3a9bdd23-b237-4251-bf54-07cd2b6c5320","Laboratory Test Fasting Status","Code_286","NCI Thesaurus","C83309",""
"1f51b83f-b6cc-474f-bea5-bd5760ee06ca","Molarity Unit","Code_287","NCI Thesaurus","C64567",""
"ca7c84b8-3f34-4f48-bfc2-2e308504f4d2","Biospecimen Type","Code_288","NCI Thesaurus","C70713",""
"2632e909-114a-4d13-96d3-f635647f6d87","Potassium Measurement","Code_284","NCI Thesaurus","C64853",""
"27a0bc87-238d-4cd2-8c52-eebea629160f","Laboratory Test Result","Code_290","NCI Thesaurus","C36292",""
"f66b913f-1478-486d-aac5-ad74c1366bf9","Laboratory Test Fasting Status","Code_291","NCI Thesaurus","C83309",""
"a288ebbe-b0da-4496-b015-323b2fc01655","Molarity Unit","Code_292","NCI Thesaurus","C64567",""
"d67472ed-8f95-4c47-b58c-298447367446","Biospecimen Type","Code_293","NCI Thesaurus","C70713",""
"8cc2ab71-9980-40ee-b14c-2ecbfd5c3105","Sodium Measurement","Code_289","NCI Thesaurus","C64809",""
"e755e9a3-2336-4eb5-8d4a-f217e218fc9d","Adverse Event Verbatim Description","Code_124","NCI Thesaurus","C78541",""
"cbabea9b-063e-428a-bd62-b1c534bac509","Adverse Event Dictionary Derived Term","Code_125","NCI Thesaurus","C83344",""
"e824d627-b9ab-4644-9503-35cd289c3e7a","Adverse Event Category","Code_126","NCI Thesaurus","C83198",""
"a10462a4-2d6f-45d8-8e38-46327fc44fa7","Adverse Event Subcategory","Code_127","NCI Thesaurus","C83212",""
"97a3e810-342c-47b3-b0e4-b80410e32d2d","Adverse Event Pre-specified","Code_128","NCI Thesaurus","C87840",""
"a2734584-ab40-4e6e-b6ec-9472a756db7b","Severity of Adverse Event","Code_129","NCI Thesaurus","C53253",""
"33c00396-013e-454d-97ec-0cee36bc5994","Adverse Event Toxicity Grade","Code_130","NCI Thesaurus","C78605",""
"485dd358-45c2-4a1e-91c5-66a9d8d1c53f","Seriousness of Adverse Event","Code_131","NCI Thesaurus","C53252",""
"30a03686-20f8-4efa-9fec-ab0873d35537","Unknown","Code_132","http://www.cdisc.org","C17998","2023-09-29"
"17dd4d88-3d07-413a-a293-d596afa50cd4","Adverse Event Action Taken with Study Treatment","Code_133","NCI Thesaurus","C83013",""
"51fec78c-f159-46e6-affd-794554447213","Adverse Event Attribution to Product or Procedure","Code_134","NCI Thesaurus","C41358",""
"097f81e8-fdd5-47b2-b4dd-947b82f48548","Adverse Event Pattern","Code_135","NCI Thesaurus","C83208",""
"a2a257d8-d1c4-487f-85f6-f7e894c17cea","Unknown","Code_136","http://www.cdisc.org","C17998","2023-09-29"
"166fea8f-cc7d-459f-8dc5-6aa4a72c1a8e","Adverse Event Outcome","Code_137","NCI Thesaurus","C49489",""
"15f28804-f40f-44bf-9beb-5ba80f9a31b5","Adverse Event Start Date Time","Code_138","NCI Thesaurus","C83215",""
"affb07f9-b144-4f1a-8586-c70ebf497939","Adverse Event End Date Time","Code_139","NCI Thesaurus","C83201",""
"f59bf5fb-3369-49c7-8d93-e7bd86bad05b","Adverse Event","Code_123","NCI Thesaurus","C41331",""
"dcdd6c1f-8f25-45f2-a609-8a77a4b91c4c","Vital Signs Result","Code_141","NCI Thesaurus","C173522",""
"01ef7c82-45c6-470e-adc9-05e94e1dcd8a","Pascal","Code_142","http://www.cdisc.org","C42547","2023-09-29"
"ae2b67b3-deae-4e03-9329-24dac3374b7a","Unit of Pressure","Code_143","NCI Thesaurus","C49669",""
"5b0ba71f-e530-4bcc-a9c0-29fc61346699","Vital Signs Location","Code_144","NCI Thesaurus","C83088",""
"17df7369-3ff1-45e6-9655-9d9b48ac407f","Vital Signs Laterality","Code_145","NCI Thesaurus","C123975",""
"827ee0a6-9757-4f27-a4ca-2d38c4edd0d0","Test Method","Code_146","NCI Thesaurus","C82535",""
"882d636c-b07d-47a8-a7f6-02a0d7ce8197","Vital Signs Position","Code_147","NCI Thesaurus","C83114",""
"0d71461b-2cfd-498b-8396-6441138bc6dd","Systolic Blood Pressure","Code_140","NCI Thesaurus","C25298",""
"17cc2974-e81a-4e32-9650-9ff98d2b1774","Vital Signs Result","Code_149","NCI Thesaurus","C173522",""
"cfd724ed-6fe1-4fb7-9bd4-52857a7e991a","Pascal","Code_150","http://www.cdisc.org","C42547","2023-09-29"
"c9663ae4-2ee3-4389-8ad2-92f693b9bc1a","Unit of Pressure","Code_151","NCI Thesaurus","C49669",""
"0235718b-defe-46a9-88c9-f8df79117a16","Vital Signs Location","Code_152","NCI Thesaurus","C83088",""
"64d9e697-2943-4e79-a47d-da74d3bc6f3d","Vital Signs Laterality","Code_153","NCI Thesaurus","C123975",""
"2590f53e-0c03-4652-917b-8b52631568aa","Test Method","Code_154","NCI Thesaurus","C82535",""
"f7fa7016-3948-42a1-b754-53d381799f65","Vital Signs Position","Code_155","NCI Thesaurus","C83114",""
"4af469f8-6e0d-47f0-8856-6889a645dc1c","Diastolic Blood Pressure","Code_148","NCI Thesaurus","C25299",""
"5137d6c6-9800-468d-8df2-2d15d06bd705","Vital Signs Result","Code_157","NCI Thesaurus","C173522",""
"b418e8c7-883f-47fc-a284-8c22c764cfb4","Kelvin","Code_158","http://www.cdisc.org","C42537","2023-09-29"
"217466e6-59ae-40b6-ba69-ceea7db9393f","Unit of Temperature","Code_159","NCI Thesaurus","C44276",""
"a9af0887-551e-4a91-a417-93fadb255dc0","Vital Signs Location","Code_160","NCI Thesaurus","C83088",""
"0b9c36a2-9e05-47f8-bd64-3dc820c805c5","Body Temperature","Code_156","NCI Thesaurus","C174446",""
"e6a09970-76e2-4cab-a36e-698925826bcf","Vital Signs Result","Code_162","NCI Thesaurus","C173522",""
"d863c5e6-bd7f-428e-8a52-275d542980c7","Kilogram","Code_163","http://www.cdisc.org","C28252","2023-09-29"
"01a9e108-c545-44a1-8e31-fc15f14e13a7","Gram","Code_164","http://www.cdisc.org","C48155","2023-09-29"
"fde0c5ed-3eb8-4f57-9097-7beebc894b16","Pound","Code_165","http://www.cdisc.org","C48531","2023-09-29"
"6a8d69a8-1188-4458-bb22-510b20a7beee","Unit of Weight","Code_166","NCI Thesaurus","C48208",""
"8c1e2bb1-478d-40de-89e1-0f6882649ad2","Body Weight","Code_161","NCI Thesaurus","C81328",""
"076cde8f-3b8b-4135-addf-9bab5765012f","Vital Signs Result","Code_168","NCI Thesaurus","C173522",""
"50d93fed-3453-4963-9aa0-2a56cfd7c4ab","Centimeter","Code_169","http://www.cdisc.org","C49668","2023-09-29"
"5f295be4-3155-4db3-8b2b-f644d9419278","Inch","Code_170","http://www.cdisc.org","C48500","2023-09-29"
"496175c7-ad5c-46d1-b06f-0606319b35c6","Millimeter","Code_171","http://www.cdisc.org","C28251","2023-09-29"
"50d55a03-3562-43e2-a132-8562bb6a69c1","Meter","Code_172","http://www.cdisc.org","C41139","2023-09-29"
"6ad69b9a-11f2-44a2-b23f-244eac06655e","Unit of Height","Code_173","NCI Thesaurus","C168688",""
"43348933-42ae-4fd8-8b43-e37844696f37","Body Height","Code_167","NCI Thesaurus","C164634",""
"6eab0950-0e57-4b49-a46a-0e01a2b5cd14","Laboratory Test Result","Code_175","NCI Thesaurus","C36292",""
"c0025145-6ef1-4381-b1ec-23b0d760a94a","Laboratory Test Fasting Status","Code_176","NCI Thesaurus","C83309",""
"622b6f9e-8251-4d19-9346-148c2d4d91ac","Unit of Catalytic Activity Concentration","Code_177","NCI Thesaurus","C67365",""
"ce0d5216-69a9-4ded-96a7-17f7a0a94a70","Biospecimen Type","Code_178","NCI Thesaurus","C70713",""
"72336efa-3885-4860-ae3e-ad8b04040ab0","Alanine Aminotransferase Measurement","Code_174","NCI Thesaurus","C64433",""
"eb01ced6-be08-40b1-926f-f48f72aa7c74","Laboratory Test Result","Code_180","NCI Thesaurus","C36292",""
"41a48c59-7a5b-4a53-bab7-a8831494a6f6","Laboratory Test Fasting Status","Code_181","NCI Thesaurus","C83309",""
"4415f11a-7fa2-4bbb-a922-edf5fa6551fe","Unit of Concentration","Code_182","NCI Thesaurus","C48207",""
"79bd92a9-ff5b-4e9c-8f28-731e2cec2678","Biospecimen Type","Code_183","NCI Thesaurus","C70713",""
"a49c86da-273d-4e6e-8441-fa67f9d48497","Albumin Measurement","Code_179","NCI Thesaurus","C64431",""
"8a380eb8-c644-4e89-8d6b-02ec01b15a68","Laboratory Test Result","Code_185","NCI Thesaurus","C36292",""
"fe10db0b-099e-4fd6-b310-0bded8da447e","Laboratory Test Fasting Status","Code_186","NCI Thesaurus","C83309",""
"7e13748a-83d7-412f-9906-69b9bb749755","Unit of Catalytic Activity Concentration","Code_187","NCI Thesaurus","C67365",""
"3e35d611-158b-4d6d-9a26-2bcc88a7520b","Biospecimen Type","Code_188","NCI Thesaurus","C70713",""
"df9676b9-6dda-40e1-ad4c-6ced50f3805d","Alkaline Phosphatase Measurement","Code_184","NCI Thesaurus","C64432",""
"95ad41ee-6ef4-4a63-b66b-f7717632bcd4","Laboratory Test Result","Code_190","NCI Thesaurus","C36292",""
"a6ebb120-c30a-45cb-967d-823fedbf2a3d","Laboratory Test Fasting Status","Code_191","NCI Thesaurus","C83309",""
"98cd02b4-4d77-4546-a0d2-ea18a73546c5","Unit of Catalytic Activity Concentration","Code_192","NCI Thesaurus","C67365",""
"8f655eaa-9442-416a-afc7-860e718be29a","Biospecimen Type","Code_193","NCI Thesaurus","C70713",""
"dcefbb2f-975b-4934-a3d3-81ee282bf56e","Aspartate Aminotransferase Measurement","Code_189","NCI Thesaurus","C64467",""
"d9eeaf4a-7b03-4131-855d-4d31d5bfe790","Laboratory Test Result","Code_195","NCI Thesaurus","C36292",""
"9f30f114-a2e7-4ecd-b974-b1fc94bc3c4c","Laboratory Test Fasting Status","Code_196","NCI Thesaurus","C83309",""
"1ebcd795-8be0-4f3f-82db-598d98c76a61","Unit of Concentration","Code_197","NCI Thesaurus","C48207",""
"e2811daf-7a5f-48c3-b114-cf23a028088d","Biospecimen Type","Code_198","NCI Thesaurus","C70713",""
"02f211af-811e-456c-b33e-c8cf2863dce0","Creatinine Measurement","Code_194","NCI Thesaurus","C64547",""
"1b82c6e2-e3b4-4f06-9ff8-3ed92cd4bced","Laboratory Test Result","Code_200","NCI Thesaurus","C36292",""
"4aea5833-c827-4ebd-9270-5e7f02f5ec6b","Laboratory Test Fasting Status","Code_201","NCI Thesaurus","C83309",""
"411773fe-4b36-4041-9321-f6155e23ffcf","Molarity Unit","Code_202","NCI Thesaurus","C64567",""
"267713e6-1cd1-4eaa-83be-0da3e4ff0394","Biospecimen Type","Code_203","NCI Thesaurus","C70713",""
"fc6904e5-5e2a-4b31-b194-7a2ecdb99533","Potassium Measurement","Code_199","NCI Thesaurus","C64853",""
"8ceccbe0-16e2-4834-8dd7-17c61600e553","Laboratory Test Result","Code_205","NCI Thesaurus","C36292",""
"894ffa72-01b5-41f6-96a5-75ea5bba22d0","Laboratory Test Fasting Status","Code_206","NCI Thesaurus","C83309",""
"09db65b3-192d-48f0-a4eb-86dd78e721fa","Molarity Unit","Code_207","NCI Thesaurus","C64567",""
"f28163ba-d925-427b-b4f9-f959accef4c1","Biospecimen Type","Code_208","NCI Thesaurus","C70713",""
"0c40759d-1cad-45e8-8f0f-b1a03a6af67c","Sodium Measurement","Code_204","NCI Thesaurus","C64809",""
"9f7d5f98-089e-4113-889c-dfa80b33dd81","Vital Signs Result","Code_210","NCI Thesaurus","C173522",""
"caea73b7-dff0-470e-81ce-a009f47dca4d","Pascal","Code_211","http://www.cdisc.org","C42547","2023-09-29"
"d18a9c9e-4991-488b-adf3-437f85e4284b","Unit of Pressure","Code_212","NCI Thesaurus","C49669",""
"a3c466a3-db91-4378-859b-2950cefeb70e","Vital Signs Location","Code_213","NCI Thesaurus","C83088",""
"31a35381-5273-4022-8419-7fb84c1c2cbf","Vital Signs Laterality","Code_214","NCI Thesaurus","C123975",""
"fa2ac290-88e8-4f52-8ae2-c3af38cd7223","Test Method","Code_215","NCI Thesaurus","C82535",""
"dac6cdd5-75f8-46a9-bbe5-7b4400df4668","Vital Signs Position","Code_216","NCI Thesaurus","C83114",""
"c5fd9095-98b7-4b63-bca6-914503f95948","Systolic Blood Pressure","Code_209","NCI Thesaurus","C25298",""
"bc3c561f-cb53-458e-8e6c-d33ce5783335","Vital Signs Result","Code_218","NCI Thesaurus","C173522",""
"cf784847-7575-47a0-964f-34db2922f0ac","Pascal","Code_219","http://www.cdisc.org","C42547","2023-09-29"
"7bef589d-1803-40ca-a603-ff5275a5b269","Unit of Pressure","Code_220","NCI Thesaurus","C49669",""
"9c1cf5c3-a0b4-4d70-a6a2-721d2c8f4b94","Vital Signs Location","Code_221","NCI Thesaurus","C83088",""
"b4e52c15-61ae-402e-9b31-38a8087d01b4","Vital Signs Laterality","Code_222","NCI Thesaurus","C123975",""
"21a89a42-c7d4-4c86-a57d-6dc8f5245b56","Test Method","Code_223","NCI Thesaurus","C82535",""
"646e68fa-2869-4080-b37a-7ecc7cc4e736","Vital Signs Position","Code_224","NCI Thesaurus","C83114",""
"75896100-7337-449e-9099-7f171cde2ce1","Diastolic Blood Pressure","Code_217","NCI Thesaurus","C25299",""
"239c8dad-b68b-465f-aaf6-abc02eb46cb0","Vital Signs Result","Code_226","NCI Thesaurus","C173522",""
"89306378-c738-403b-b628-c5f3de4906cc","Pascal","Code_227","http://www.cdisc.org","C42547","2023-09-29"
"0d3654cd-446c-428c-8e5c-99c6c009511b","Unit of Pressure","Code_228","NCI Thesaurus","C49669",""
"92e2bbae-f0e6-4f42-be14-1b26a2f8802d","Vital Signs Location","Code_229","NCI Thesaurus","C83088",""
"751bae01-46ca-4873-a921-57e395e281e6","Vital Signs Laterality","Code_230","NCI Thesaurus","C123975",""
"e617b905-2870-4b27-b838-587ca0b6cae4","Test Method","Code_231","NCI Thesaurus","C82535",""
"b929eb03-e96e-4835-b479-38df618d348f","Vital Signs Position","Code_232","NCI Thesaurus","C83114",""
"b6dea55f-6f6c-47de-abcb-f19380a4bf75","Systolic Blood Pressure","Code_225","NCI Thesaurus","C25298",""
"67965c6a-3ee1-4616-85dc-5d627c126371","Vital Signs Result","Code_234","NCI Thesaurus","C173522",""
"29491a7b-abca-4de7-8da0-f491a09e464f","Pascal","Code_235","http://www.cdisc.org","C42547","2023-09-29"
"63d28b47-fac6-46e1-982d-ddc83b4d7bb4","Unit of Pressure","Code_236","NCI Thesaurus","C49669",""
"7321bf3e-c45a-4a58-8763-91fad014232c","Vital Signs Location","Code_237","NCI Thesaurus","C83088",""
"62146168-b4b2-4ce1-be65-b6deb8f61d53","Vital Signs Laterality","Code_238","NCI Thesaurus","C123975",""
"1acf19d8-ad05-4841-8780-db114d6c1991","Test Method","Code_239","NCI Thesaurus","C82535",""
