"uuid:ID","sectionNumber","sectionTitle","id","name","text"
"56fb959e-7378-487f-bdac-8ebac7def32d","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_79","SECTION 8.4.10","<div></div>"
"5210aae8-10ca-41f6-b500-f1cdaf589dbd","8.5","Pregnancy and Postpartum Information","NarrativeContent_80","SECTION 8.5","<div></div>"
"34272bf1-28af-4ba2-8985-575ad55ead37","8.5.1","Participants Who Become Pregnant During the Trial","NarrativeContent_81","SECTION 8.5.1","<div></div>"
"031f71a5-cd49-4bfe-8506-e727a5f1b316","8.5.2","Participants Whose Partners Become Pregnant","NarrativeContent_82","SECTION 8.5.2","<div></div>"
"92ee03bd-4d44-4c3b-8140-13d58716dda1","8.6","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_83","SECTION 8.6","<div></div>"
"7ddb7fc4-f721-4250-a130-62eb59fb1f2b","8.6.1","Definition of Medical Device Product Complaints","NarrativeContent_84","SECTION 8.6.1","<div></div>"
"36b04652-75a6-421b-a4c7-ae781f952e05","8.6.2","Recording of Medical Device Product Complaints","NarrativeContent_85","SECTION 8.6.2","<div></div>"
"8414f209-b79d-4382-ac29-b92ece471f11","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_86","SECTION 8.6.3","<div></div>"
"54274837-42ed-4d02-92db-ae94e0830f92","8.6.4","Follow-Up of Medical Device Product Complaints","NarrativeContent_87","SECTION 8.6.4","<div></div>"
"61a748b0-6eea-4c1e-af42-743769903e3d","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_88","SECTION 8.6.5","<div></div>"
"e042fac9-2d25-49de-8888-d3e03dc6df06","8.7","Pharmacokinetics","NarrativeContent_89","SECTION 8.7","<div></div>"
"6fec8a7c-0054-4d34-b15e-9ca1d469b8b6","8.8","Genetics","NarrativeContent_90","SECTION 8.8","<div></div>"
"3d3437c9-6e89-412b-876e-7157fc76e0ef","8.9","Biomarkers","NarrativeContent_91","SECTION 8.9","<div></div>"
"178efc8d-2e35-4adf-9828-4959837d6b71","8.1","Immunogenicity Assessments","NarrativeContent_92","SECTION 8.1","<div></div>"
"dba7a387-ff3a-481d-889c-9907eca92173","8.1.1","Medical Resource Utilisation and Health Economics","NarrativeContent_93","SECTION 8.1.1","<div></div>"
"20d5978a-5895-4a7b-a0fa-c153a6dda455","9","STATISTICAL CONSIDERATIONS","NarrativeContent_94","SECTION 9","<div></div>"
"238d5cd6-8b6a-440d-a2d6-efd7e887ea31","9.1","Analysis Sets","NarrativeContent_95","SECTION 9.1","<div></div>"
"460dea4b-41c7-4362-acd5-a6ef0c2f8e0f","9.2","Analyses Supporting Primary Objective(s)","NarrativeContent_96","SECTION 9.2","<div></div>"
"461b46de-6acb-470f-9f4d-d9ea45b8bddc","9.2.1","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_97","SECTION 9.2.1","<div></div>"
"0427a760-f240-40a3-b97c-04e074626013","9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_98","SECTION 9.2.2","<div></div>"
"8f4225c2-a579-4c84-9947-70a434e771be","9.2.3","Handling of Missing Data","NarrativeContent_99","SECTION 9.2.3","<div></div>"
"fd3c3732-e128-4c18-a1aa-54660bfc3b95","9.2.4","Sensitivity Analysis","NarrativeContent_100","SECTION 9.2.4","<div></div>"
"500c5577-c2b7-42c0-ad11-9a292366f691","9.2.5","Supplementary Analysis","NarrativeContent_101","SECTION 9.2.5","<div></div>"
"903b5d21-1885-4903-928f-843ffe5ab9d5","9.3","Analysis Supporting Secondary Objective(s)","NarrativeContent_102","SECTION 9.3","<div></div>"
"65f86b6c-e013-41e4-8124-bd9802af7932","9.4","Analysis of Exploratory Objective(s)","NarrativeContent_103","SECTION 9.4","<div></div>"
"e57c1b6f-1c56-4334-a8e4-47af037a2af6","9.5","Safety Analyses","NarrativeContent_104","SECTION 9.5","<div></div>"
"7470d4e4-34f8-40bf-8b5e-dabd09fb92a0","9.6","Other Analyses","NarrativeContent_105","SECTION 9.6","<div></div>"
"6accb5d3-414b-41ca-a902-a71525faf4b0","9.7","Interim Analyses","NarrativeContent_106","SECTION 9.7","<div></div>"
"2a7f203c-b451-47c6-8bd5-1ba7fc25898f","9.8","Sample Size Determination","NarrativeContent_107","SECTION 9.8","<div></div>"
"96ca0436-4d44-43c4-80e8-80b270fa8588","9.9","Protocol Deviations","NarrativeContent_108","SECTION 9.9","<div></div>"
"89172f2f-ee65-408d-97c3-273ad9e34eef","10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_109","SECTION 10","<div></div>"
"364e9d6c-77ff-4090-b5ef-617267222a9b","10.1","Regulatory and Ethical Considerations","NarrativeContent_110","SECTION 10.1","<div></div>"
"ce37cfa7-3e2d-4831-bc13-9271e7b3440d","10.2","Committees","NarrativeContent_111","SECTION 10.2","<div></div>"
"ec02d8b9-b27d-4c1d-81c1-60f23340e989","10.3","Informed Consent Process","NarrativeContent_112","SECTION 10.3","<div></div>"
"3db631ec-a392-4385-9de8-e6d78713a739","10.4","Data Protection","NarrativeContent_113","SECTION 10.4","<div></div>"
"6fe4f122-c9de-44ed-97e0-84059bd438f6","10.5","Early Site Closure or Trial Termination","NarrativeContent_114","SECTION 10.5","<div></div>"
"5826b409-d968-4d66-9fb2-6f954dd74863","11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_115","SECTION 11","<div></div>"
"7239ce92-f5e1-43f3-b6cc-1d4af2d3d9e7","11.1","Quality Tolerance Limits","NarrativeContent_116","SECTION 11.1","<div></div>"
"eedd3b11-f76e-4a49-bcba-b9fdd7f61b04","11.2","Data Quality Assurance","NarrativeContent_117","SECTION 11.2","<div></div>"
"707b6032-7f5a-4dde-b022-cb22491cc918","11.3","Source Data","NarrativeContent_118","SECTION 11.3","<div></div>"
"1edecb9b-cb73-4d81-9f83-2de499a26be1","12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_119","SECTION 12","<div></div>"
"5f2574a6-2741-4151-a721-4a080102b197","12.1","Further Details and Clarifications on the AE Definition","NarrativeContent_120","SECTION 12.1","<div></div>"
"db4da077-b3da-44d4-aaaa-67438abbd76a","12.2","Further Details and Clarifications on the SAE Definition","NarrativeContent_121","SECTION 12.2","<div></div>"
"f8156c42-7356-46b4-8923-6fcdf4b895a0","12.3","Severity","NarrativeContent_122","SECTION 12.3","<div></div>"
"90e3fb44-731a-4727-82ef-9b4a6a733a74","12.4","Causality","NarrativeContent_123","SECTION 12.4","<div></div>"
"5b9b6544-fc1b-4400-a9fb-1b3e7a5e9f49","13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_124","SECTION 13","<div></div>"
"231cc3c2-706d-40ee-8dd8-fb7ae9c9cb58","13.1","Contraception and Pregnancy Testing","NarrativeContent_125","SECTION 13.1","<div></div>"
"40273d18-0da3-4400-93fd-b01b975e2f1a","13.1.1","Definitions Related to Childbearing Potential","NarrativeContent_126","SECTION 13.1.1","<div></div>"
"1d397e39-07cd-447e-ae98-188b41b9c473","13.1.2","Contraception","NarrativeContent_127","SECTION 13.1.2","<div></div>"
"eced70ed-90bc-49e7-836b-c30fa26fe77e","13.1.3","Pregnancy Testing","NarrativeContent_128","SECTION 13.1.3","<div></div>"
"890ec60b-fd36-48ef-a33d-6b1012e403fe","13.2","Clinical Laboratory Tests","NarrativeContent_129","SECTION 13.2","<div></div>"
"c696a435-10ee-4daa-8955-247c1e0bfc18","13.3","Country/Region-Specific Differences","NarrativeContent_130","SECTION 13.3","<div></div>"
"7075d7bd-2f4c-4528-b4f3-8cb29f37aec8","13.4","Prior Protocol Amendments","NarrativeContent_131","SECTION 13.4","<div></div>"
"c9bf5d10-1197-4e77-9d09-05454af2238a","14","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_132","SECTION 14","<div></div>"
"d1f99003-f5b4-45cd-825b-76296d63ae46","15","APPENDIX: REFERENCES","NarrativeContent_133","SECTION 15","<div></div>"
