"uuid:ID","bcReference","id","label","name","bcSynonyms"
"7b86133e-3758-4372-a6a4-0b5cba0c2975","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","BiomedicalConcept_1","Adverse Event","Adverse Event","['Adverse Event Reported Term', 'AETERM']"
"df2ff2ee-3858-4d5a-a1c9-85214084d652","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_2","Systolic Blood Pressure","Systolic Blood Pressure","['SYSBP']"
"ff962ad8-c470-4553-b4f1-31b4bb5ea2db","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_3","Diastolic Blood Pressure","Diastolic Blood Pressure","['DIABP']"
"89d8cda3-d1ca-4c74-a360-8a19844b04c7","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","BiomedicalConcept_4","Body Temperature","Body Temperature","['Temperature']"
"d8cf4387-b538-418c-807f-d90925e889ba","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","BiomedicalConcept_5","Body Weight","Body Weight","['Weight']"
"7dd03035-ec2a-401e-a002-7f55ce28bfa8","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","BiomedicalConcept_6","Body Height","Body Height","['Height']"
"be917d2e-8b11-4457-a4ae-0d8c0bdd15da","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","BiomedicalConcept_7","Alanine Aminotransferase Measurement","Alanine Aminotransferase Measurement","['ALT', 'SGPT']"
"a3c62174-761b-4668-aad3-3d4483c0537e","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","BiomedicalConcept_8","Albumin Measurement","Albumin Measurement","['Albumin']"
"8dc19c3e-2af5-44ba-9ce6-0f02dbead396","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","BiomedicalConcept_9","Alkaline Phosphatase Measurement","Alkaline Phosphatase Measurement","['Alkaline Phosphatase']"
"d27e0c40-0577-4a53-9ae9-b6fbfd998ad5","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","BiomedicalConcept_10","Aspartate Aminotransferase Measurement","Aspartate Aminotransferase Measurement","['AST', 'SGOT']"
"8af5c29b-adf8-4be2-a0ea-647335beb2bd","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","BiomedicalConcept_11","Creatinine Measurement","Creatinine Measurement","['Creatinine']"
"2795c897-c5ee-4f5c-a614-df24389135c8","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","BiomedicalConcept_12","Potassium Measurement","Potassium Measurement","['Potassium', 'K']"
"f4ff1692-0cc5-46e3-8ae5-ccd920445690","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","BiomedicalConcept_13","Sodium Measurement","Sodium Measurement","['Sodium', 'NA']"
"9ceb5351-04eb-45b9-a151-31f2720f45ae","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_14","Systolic Blood Pressure","Systolic Blood Pressure","['SYSBP']"
"0d87ba6d-f340-4671-b939-3da489660ef2","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_15","Diastolic Blood Pressure","Diastolic Blood Pressure","['DIABP']"
"bd246f23-2a75-4899-9fd8-7bd5ac7e2548","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_16","Systolic Blood Pressure","Systolic Blood Pressure","['SYSBP']"
"0bb79d55-bc51-4fd3-b287-aa0f0ffcad13","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_17","Diastolic Blood Pressure","Diastolic Blood Pressure","['DIABP']"
