"codeSystemVersion","id","uuid:ID","decode","instanceType","codeSystem","code"
"2023-12-15","Code_83","6ed60b36-29b0-476f-b86f-c8d2b05b4f01","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_84","cb72fbb8-845f-4bda-a376-40412f50b082","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_85","456431d7-ff97-4d2f-afb5-24fac327d5ec","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_86","fd4b8a4a-af08-41cf-ac9c-cfce10c4df9b","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_87","99dc355c-2a0f-440d-a3c0-89b088f7b26e","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_88","4a9a7041-6e61-47e0-81c4-4467e412042b","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_89","554013b2-93da-4ceb-b887-67befacb6fc1","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_90","b9072916-8591-428c-b24e-1f1cdaa6e61b","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_91","5bfe5b0f-0fdb-42e2-9ae3-5df803c0ee55","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_92","626a8954-6eb9-4419-9e98-55b15d36f997","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_93","8876583d-85b2-44f7-a2e1-94a843a88f3d","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_94","392d3ab7-5751-42b1-88d0-5c303742e99b","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_95","691d5224-de9f-43af-970b-558ab6d3bc35","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_96","80edc42a-8bf1-4cc9-b30f-aade703b201e","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_97","38e1aeb3-3705-4205-91f9-81a5b2517657","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_98","2d8bd479-daad-4283-a94b-4a08cce384e4","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_99","56b596f5-f96b-4039-8996-4431ea8aea3e","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_100","6e344454-f48a-4293-9be2-125854903eb2","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_101","b5e52e5a-f572-4ad0-a485-b2f0b455abcd","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_102","90ca70e9-4830-42d9-b2f8-1ebb85b3afbb","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_103","6347a054-0b23-4d52-95a8-f383a98fa0a7","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_104","edef6992-05df-4055-b5fa-e559841e025f","Telephone Call","Code","http://www.cdisc.org","C171537"
"2023-12-15","Code_105","dba1adbe-3151-4090-a89a-40cadd559092","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_106","5567a430-653d-41c8-a659-d3eacb84f9b8","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_107","1af3cc51-ec38-4a54-9590-00bad98ed87e","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_108","6cf5764a-fd7d-4ac2-bba0-6dcc821c3072","Telephone Call","Code","http://www.cdisc.org","C171537"
"2023-12-15","Code_109","b52efb69-62ef-43d0-888e-4797676a6813","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_110","da9a18ad-dc21-4837-b06f-2c324818aa4e","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_111","b39339a4-e009-4683-b3e7-620d2a244dc4","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_112","d9c58355-bd69-4b67-bd8d-8c73e8ac2b4d","Telephone Call","Code","http://www.cdisc.org","C171537"
"2023-12-15","Code_113","8ff0ad35-468c-41bb-a2f8-439d8bc5af26","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_114","a6e285bd-7a13-4473-87c5-db238f06900d","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_115","2fc7da3d-d26d-4b3d-a1d8-db7276205127","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_116","7f430fc9-e9c4-401c-9177-ef765f30530b","Telephone Call","Code","http://www.cdisc.org","C171537"
"2023-12-15","Code_117","b16e5ced-6b22-42b6-9709-b1668e36365c","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_118","2ada0563-c141-47b3-bd7a-eb584b88eea8","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_119","311f8716-0bd5-4c99-aba2-5a5b646aca45","In Person","Code","http://www.cdisc.org","C175574"
"2023-12-15","Code_120","fdeeea6a-cb04-46ef-9ea5-a9cd3c410218","Visit","Code","http://www.cdisc.org","C25716"
"2023-12-15","Code_121","b3dbdfad-f4d0-4c97-b61f-1fef8fee1c98","Clinic","Code","http://www.cdisc.org","C51282"
"2023-12-15","Code_122","23d63360-f075-4572-985a-92f3ce68460b","In Person","Code","http://www.cdisc.org","C175574"
"January 31, 2018","Code_80","95f46444-938f-4b60-8512-a1405e9f9f85","CT of head without contrast","Code","SNOMED","383371000119108"
"12","Code_81","27c38f29-f8ae-45e0-9255-c8a3fba26fd6","Subject Supine","Code","SPONSOR","123"
"12","Code_82","d6e13f3a-fade-4a81-aba6-34fad8e2f6aa","Subject Standing","Code","SPONSOR","124"
"2023-12-15","Code_429","19ab7d67-4f07-4201-b606-c4cda5c83bcb","Male","Code","http://www.cdisc.org","C20197"
"2023-12-15","Code_430","ff3bb4f3-dec4-4580-9eda-9c30751982a1","Female","Code","http://www.cdisc.org","C16576"
"2023-12-15","Code_431","d3ee71a3-2768-445e-a2fd-6f15af88d769","Sex","Code","http://www.cdisc.org","C28421"
"2023-12-15","Code_432","1595cfd7-9280-41c5-8e6e-0a06e12e6c7f","Sex","Code","http://www.cdisc.org","C28421"
"2023-12-15","Code_433","3985cad8-5066-47a2-9999-b30c040db02d","Race","Code","http://www.cdisc.org","C17049"
"2023-12-15","Code_434","d05ce540-b73f-429d-96ec-ca584eccc0ff","Race","Code","http://www.cdisc.org","C17049"
"2023-12-15","Code_435","876dbf64-962d-48a5-b010-1561990b8841","TEMP","Code","http://www.cdisc.org","C174446"
"2023-12-15","Code_436","d4507029-75e4-4b32-a0c1-e2cd18e37d14","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_437","4a7882fb-b392-4e74-9cc5-f2a9fe48f00f","Degree Celsius","Code","http://www.cdisc.org","C42559"
"2023-12-15","Code_438","b9bf8a82-201a-4fb2-9243-f664654ff346","Degree Fahrenheit","Code","http://www.cdisc.org","C44277"
"2023-12-15","Code_439","8c5b6463-4596-46bb-ac94-e49b5be886d9","Kelvin","Code","http://www.cdisc.org","C42537"
"2023-12-15","Code_440","0545fcbd-04ed-43de-a4db-fa6941f6d413","Unit of Temperature","Code","http://www.cdisc.org","C44276"
"2023-12-15","Code_441","9328d07d-1281-4a46-9100-3acb3ad1d440","Axilla","Code","http://www.cdisc.org","C12674"
"2023-12-15","Code_442","65c094d2-6ae6-4afc-9256-0133bc8d50b0","Ear","Code","http://www.cdisc.org","C12394"
"2023-12-15","Code_443","6995e1d1-cf61-4ae1-8a83-90058258a4bb","Forehead","Code","http://www.cdisc.org","C89803"
"2023-12-15","Code_444","e8566e49-7215-46ed-a262-77b44a91ec29","Oral Cavity","Code","http://www.cdisc.org","C12421"
"2023-12-15","Code_445","79b4b03c-43c4-42a6-8244-1681486d3ad6","Rectum","Code","http://www.cdisc.org","C12390"
"2023-12-15","Code_446","e06431e1-3604-4bda-956c-1a9f108b68e5","Anatomic Site","Code","http://www.cdisc.org","C13717"
"2023-12-15","Code_447","aad4c3f4-396b-4ed0-b812-6a07d36567bc","TEMP","Code","http://www.cdisc.org","C174446"
"2023-12-15","Code_448","a44e6890-adb6-44d0-8666-d37dd160805c","WEIGHT","Code","http://www.cdisc.org","C25208"
"2023-12-15","Code_449","ce33a2db-cea3-49ca-9dae-2bf27815024c","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_450","356ca365-4091-44fa-ab55-ff00fdcf56ea","Pound","Code","http://www.cdisc.org","C48531"
"2023-12-15","Code_451","10f3bd8c-ff4a-4d2d-b8c0-18d2452f0117","Gram","Code","http://www.cdisc.org","C48155"
"2023-12-15","Code_452","d1182603-21c9-425f-b57c-8e46f1ea1bfa","Kilogram","Code","http://www.cdisc.org","C28252"
"2023-12-15","Code_453","75dc577a-d769-495e-a690-6abf5f299861","Unit of Weight","Code","http://www.cdisc.org","C48208"
"2023-12-15","Code_454","88b49eef-d420-420b-91ec-632c97bd749f","WEIGHT","Code","http://www.cdisc.org","C25208"
"2023-12-15","Code_455","e7742882-d31b-428e-90ad-839170a60094","HEIGHT","Code","http://www.cdisc.org","C25347"
"2023-12-15","Code_456","60d0a1c1-2455-43e5-b630-f8e335095a83","Clinical Test Result","Code","http://www.cdisc.org","C77140"
"2023-12-15","Code_457","fb2f5930-9f27-4f93-a7f4-ce8e64c67d3c","Centimeter","Code","http://www.cdisc.org","C49668"
"2023-12-15","Code_458","4b362702-e53f-45b8-ade7-60579592543b","Inch","Code","http://www.cdisc.org","C48500"
"2023-12-15","Code_459","bc7ee57e-796d-418b-9905-d2c4e0cda4e7","Meter","Code","http://www.cdisc.org","C41139"
"2023-12-15","Code_460","643dd3b0-a686-4dc8-a3c1-0d1604f8421e","Unit of Height","Code","http://www.cdisc.org","C168688"
"2023-12-15","Code_461","8e78df6e-c5ff-442e-ba37-f162497e47b9","HEIGHT","Code","http://www.cdisc.org","C25347"
"2023-12-15","Code_462","ae126e90-3bc2-43fd-91f0-1c350e34e503","ALT","Code","http://www.cdisc.org","C64433"
"2023-12-15","Code_463","bec8f93a-820f-45bf-a9f2-49c3f47d5199","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_464","7d76cf57-8e20-4c38-b688-69d0cd3b6243","Unit per Liter","Code","http://www.cdisc.org","C67456"
"2023-12-15","Code_465","74dd3718-b76e-417c-b288-611d7c546093","Microkatal per Liter","Code","http://www.cdisc.org","C67397"
"2023-12-15","Code_466","dae0440c-f134-4057-b9ff-2f9fc670d2c5","International Unit per Liter","Code","http://www.cdisc.org","C67376"
"2023-12-15","Code_467","64eaab17-d3fa-404f-9183-76f6d213343b","Nanokatal per Liter","Code","http://www.cdisc.org","C70510"
"2023-12-15","Code_468","cf2e799f-aff1-4fa8-b7ea-00e45df087ce","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","C67365"
"2023-12-15","Code_469","5bc66bac-4d60-49cb-ba75-ec076d193d89","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_470","7e7a0518-0ba3-4662-b3f6-5acb53dad64e","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_471","512a9855-d900-4be9-8fa4-aa429de3339b","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_472","7aeb4b64-647f-4706-889b-cd43c9ed65c2","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_473","63a49ed9-6408-4856-bc4e-3fb40154c4ba","ALT","Code","http://www.cdisc.org","C64433"
"2023-12-15","Code_474","4b037242-05fc-49a3-a6e6-5eb0fb4c4340","ALB","Code","http://www.cdisc.org","C64431"
"2023-12-15","Code_475","b23cb7a4-3d0f-4fdd-8e74-069cc281486c","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_476","4f1a6547-617f-4a55-a296-be4e35aaf0da","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_477","52421ea0-4ac1-4db2-84e5-9f8c7e5782ed","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_478","024c1286-bc7f-40bc-aec7-7217be322e2e","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_479","e0e970d3-86b0-43b2-86fe-72016aa809ac","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_480","6b0bc5f7-6328-49b4-9edf-c99b0d973d43","ALB","Code","http://www.cdisc.org","C64431"
"2023-12-15","Code_481","45c47c50-7128-4a66-8ca6-252e75eab5a8","ALP","Code","http://www.cdisc.org","C64432"
"2023-12-15","Code_482","183080fa-9a75-4f56-af6a-a48d7077ebbb","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_483","6bf789b8-155b-4687-8475-676dae9e75d3","Unit per Liter","Code","http://www.cdisc.org","C67456"
"2023-12-15","Code_484","a77ef080-d718-4b0f-ab8d-637182a66787","Microkatal per Liter","Code","http://www.cdisc.org","C67397"
"2023-12-15","Code_485","29425d2d-a6cf-415b-99f3-2a1ccb101903","International Unit per Liter","Code","http://www.cdisc.org","C67376"
"2023-12-15","Code_486","d5c9c430-75ea-49e4-8adb-8c243a01e200","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","C67365"
"2023-12-15","Code_487","ffd5cde0-4216-4446-9b4f-c85ebf4b03f4","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_488","b2cdb05e-276a-4ab0-b337-dd5ebc53a881","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_489","c7623fa3-22fe-4dcf-842c-6798d07ac7da","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_490","56c03a97-12e9-4092-8ee1-a34d9d7ffc57","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_491","2fa064b5-ca26-49ee-a802-b421c9947d55","ALP","Code","http://www.cdisc.org","C64432"
"2023-12-15","Code_492","3277966a-b3fc-4932-95a2-87e680fb27f6","AST","Code","http://www.cdisc.org","C64467"
"2023-12-15","Code_493","3d28f5eb-19e4-4aad-b135-ce2e4eb2e0f5","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_494","83c7405a-d289-46da-b9c5-2d4af4d308ee","Unit per Liter","Code","http://www.cdisc.org","C67456"
"2023-12-15","Code_495","e447089a-4c96-4a83-a7de-0e6234e8af54","Microkatal per Liter","Code","http://www.cdisc.org","C67397"
"2023-12-15","Code_496","43ca1141-cb00-4c90-8d9f-bedd926a872e","International Unit per Liter","Code","http://www.cdisc.org","C67376"
"2023-12-15","Code_497","fc8973b1-8923-4406-8410-3c4acae9138c","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","C67365"
"2023-12-15","Code_498","0d2517a0-b912-4d56-bca5-b78ebdd28dc9","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_499","5dff54a5-6151-4c1c-8c09-82e7e550a416","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_500","85a1264a-2b11-4a08-846e-94dd60bce54c","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_501","7d556897-9a4e-4c63-bc33-6df9e801800a","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_502","82a00ba8-1b7e-4040-9b9f-2fd044b7ffb9","AST","Code","http://www.cdisc.org","C64467"
"2023-12-15","Code_503","1ee5a5dd-a46f-4a97-9916-4fe8d8ace6ca","CREAT","Code","http://www.cdisc.org","C64547"
"2023-12-15","Code_504","60970ed2-bb6b-47f8-b272-c79a05776cd2","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_505","db48565d-ccfa-4f58-987f-47f0fb725e6c","Milligram per Deciliter","Code","http://www.cdisc.org","C67015"
"2023-12-15","Code_506","2f36cba7-ea56-4bc7-8915-7abac4e806ec","Microgram per Milliliter","Code","http://www.cdisc.org","C64572"
"2023-12-15","Code_507","4ad0f4b7-8467-4ea2-b509-cc5bb600ecf3","Millimole per Liter","Code","http://www.cdisc.org","C64387"
"2023-12-15","Code_508","1cb3d585-96ce-4fe4-8efb-50e7f2acf8f5","Micromole per Liter","Code","http://www.cdisc.org","C48508"
"2023-12-15","Code_509","892f4dd3-2ca6-4f3d-abd8-fca635bbd980","Unit of Concentration","Code","http://www.cdisc.org","C48207"
"2023-12-15","Code_510","3f54144f-c887-4234-9b89-12fd0377adc1","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_511","ecce421b-ee93-436f-ab70-dffac9be54cf","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_512","d47ad97d-4160-481d-9ce3-617e84586c1d","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_513","a0d4ec95-0881-44cb-b61a-cad122fdfc74","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_514","e19d9c57-d294-456f-91d7-d2d222621488","CREAT","Code","http://www.cdisc.org","C64547"
"2023-12-15","Code_515","d532aeab-2717-4d1a-9451-5f1900c4aae0","K","Code","http://www.cdisc.org","C64853"
"2023-12-15","Code_516","aab6c08c-4807-4dca-bb48-8649705d8100","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_517","2c9e1984-eb7a-423e-a3af-9f21b1c07e3e","Milliequivalent per Liter","Code","http://www.cdisc.org","C67474"
"2023-12-15","Code_518","b0eea81d-455a-4d7c-98f8-20f494ec9d50","Milliequivalent per Deciliter","Code","http://www.cdisc.org","C67473"
"2023-12-15","Code_519","453340b4-4eea-4d29-aff8-5a18ec0f46a3","Millimole per Liter","Code","http://www.cdisc.org","C64387"
"2023-12-15","Code_520","3a9d2b7f-0912-46b7-b9b4-900cbdcb06d2","Molarity Unit","Code","http://www.cdisc.org","C64567"
"2023-12-15","Code_521","5e20d4cf-52b6-4d8e-b67f-32456ee98b99","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_522","3e7bdec9-043d-42ed-81d5-2f34a58f0cc1","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_523","1389719a-092a-4376-a88f-87326b379bb9","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_524","f260e363-ff6f-4403-b19d-935cb7739a5e","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_525","998db59c-34fa-4282-adc5-b023e216ecfe","K","Code","http://www.cdisc.org","C64853"
"2023-12-15","Code_526","ed59b30a-f481-4b27-9292-63f57c6e2806","SODIUM","Code","http://www.cdisc.org","C64809"
"2023-12-15","Code_527","338956f6-32a0-44ba-b7c1-89fcddab72a3","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_528","050a2c1b-b4d4-430f-9ff9-38cdda1cb036","Milliequivalent per Liter","Code","http://www.cdisc.org","C67474"
"2023-12-15","Code_529","752afebd-a16b-4ce5-85f3-1ab56d92b4c6","Milliequivalent per Deciliter","Code","http://www.cdisc.org","C67473"
"2023-12-15","Code_530","62265599-0195-4837-bd17-e52ac59710b2","Millimole per Liter","Code","http://www.cdisc.org","C64387"
"2023-12-15","Code_531","78e7a824-3ccb-4320-a39a-cc7f1200ca8b","Molarity Unit","Code","http://www.cdisc.org","C64567"
"2023-12-15","Code_532","37953e12-260c-499b-b993-0e89fa65cce9","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_533","5aefcc1a-11f1-4ec5-a951-82b7745bff0e","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_534","0b0a5aef-95cd-4cd1-ba4e-0f67f446ab25","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_535","ea16f0ea-0aa0-4dc0-b05b-daee80a8edf4","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_536","8cf55ab6-bc33-42dc-9c81-a5367b89d329","SODIUM","Code","http://www.cdisc.org","C64809"
"2023-12-15","Code_537","06540f82-e088-43fe-8bde-f815ff1e1ca0","HBA1C","Code","http://www.cdisc.org","C64849"
"2023-12-15","Code_538","9422bd7c-aa91-4c7c-a991-89aec55ba6ba","Laboratory Test Result","Code","http://www.cdisc.org","C36292"
"2023-12-15","Code_539","eeb91517-6b84-4e1a-bf2f-2a50610dc18a","Gram per Deciliter","Code","http://www.cdisc.org","C64783"
"2023-12-15","Code_540","1bc29a65-860f-4c16-86dc-a2ca2fdc6ffc","LBORRESU","Code","http://www.cdisc.org","No Concept Code"
"2023-12-15","Code_541","32e8cab6-3723-4e2d-ba47-3b34d6235f7d","Biospecimen Type","Code","http://www.cdisc.org","C70713"
"2023-12-15","Code_542","308c5f52-e4fd-4a49-92d8-51dfc4ad7ce4","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_543","16a4a64f-3860-408b-b12e-98c89090fcec","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_544","34e8920d-3478-472b-9d35-a990ed511b52","Laboratory Test Fasting Status","Code","http://www.cdisc.org","C83309"
"2023-12-15","Code_545","8949c23c-6f9e-4109-8951-47e4c3e490a4","HBA1C","Code","http://www.cdisc.org","C64849"
"2023-12-15","Code_145","b85e2e54-f2db-4c7d-bfc9-b1e40182db3c","Adverse Event Verbatim Description","Code","http://www.cdisc.org","C78541"
"2023-12-15","Code_146","f0b294e6-0fdd-40f9-af03-ae74167f55f6","Adverse Event Dictionary Derived Term","Code","http://www.cdisc.org","C83344"
"2023-12-15","Code_147","22e49048-cf23-4b0d-ab7a-f014c5d9b990","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_148","10e657a6-5370-4ec5-ba28-9251f21a7f12","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_149","0e5909e6-1975-4862-a932-6fdf19f2b88c","Adverse Event Pre-specified","Code","http://www.cdisc.org","C87840"
"2023-12-15","Code_150","cf821766-ce4b-47de-8fd3-5d41807a6570","Adverse Event Location","Code","http://www.cdisc.org","C83205"
"2023-12-15","Code_151","1c5b0783-87b9-4843-9b36-6c55eb01467b","Severity of Adverse Event","Code","http://www.cdisc.org","C53253"
"2023-12-15","Code_152","136d8d6e-61a0-4d38-ba89-ee73c5bea145","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_153","f91db6f2-1049-45d5-921f-f29448389383","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_154","1b2dc7e1-b554-41ee-a65a-986539805e95","Seriousness of Adverse Event","Code","http://www.cdisc.org","C53252"
"2023-12-15","Code_155","621355a4-cbae-4171-aa21-25c683913b8b","Adverse Event Action Taken with Study Treatment","Code","http://www.cdisc.org","C83013"
"2023-12-15","Code_156","2d9b8886-de95-4ce8-9769-fa3dd8bcc6f9","Other Actions taken in Response to Adverse Event","Code","http://www.cdisc.org","C83109"
"2023-12-15","Code_157","1685701c-6167-45c8-a303-2d3f0ca15779","Adverse Event Attribution to Product or Procedure","Code","http://www.cdisc.org","C41358"
"2023-12-15","Code_158","3bfb4dda-fd29-4366-b702-1a8306b45e43","Adverse Event Relationship to Non Study Treatment","Code","http://www.cdisc.org","C83210"
"2023-12-15","Code_159","c118e059-e912-4a07-9cd2-84db71a6c919","Adverse Event Pattern","Code","http://www.cdisc.org","C83208"
"2023-12-15","Code_160","e10dee0f-513e-4173-ba3d-4c0542458fed","Adverse Event Outcome","Code","http://www.cdisc.org","C49489"
"2023-12-15","Code_161","44a29c7a-650b-48f0-bec8-7dccb5909119","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_162","110da961-dfa4-488c-a343-ac5daae6c48b","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_163","419544bf-80be-480e-a83f-a00d06c2303a","Adverse Event Involves Cancer","Code","http://www.cdisc.org","C83211"
"2023-12-15","Code_164","7ff54e11-437b-4bc7-a3f0-846bbcdb8f8f","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_165","2e0d6b3d-b8ef-4c03-898c-a1d4cf335705","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_166","63f79110-b974-4146-b0ec-05e3d77b99b1","Adverse Event Seriousness Due to Congenital Anomaly","Code","http://www.cdisc.org","C83117"
"2023-12-15","Code_167","29a45b48-9b96-4cf6-8aec-95287b48aa62","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_168","76a5cb10-f82b-4828-9a77-5d35fa035fb6","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_169","af845754-d853-46f7-9fad-96443fa02e20","Disabling Adverse Event","Code","http://www.cdisc.org","C113380"
"2023-12-15","Code_170","7fc74733-89c2-4d01-938c-8a8c33c287c7","No","Code","http://www.cdisc.org","C49487"
"2023-12-15","Code_171","db07709e-281f-4003-868a-783c396ed0cf","Yes","Code","http://www.cdisc.org","C49488"
"2023-12-15","Code_172","0422dd06-4bbe-44e4-a1a2-8e2b9079bf4c","Death Related to Adverse Event","Code","http://www.cdisc.org","C48275"
