"code","codeSystemVersion","uuid:ID","id","instanceType","codeSystem","decode"
"C175574","2023-09-29","55e7aded-ee30-42de-997a-3c77c85a1e50","Code_102","Code","http://www.cdisc.org","In Person"
"C171537","2023-09-29","b84721ed-6125-4aa8-9c52-9c5dfd5387c8","Code_103","Code","http://www.cdisc.org","Telephone Call"
"C25716","2023-09-29","dc175db5-1be8-450c-8ca1-078f91b48bf0","Code_104","Code","http://www.cdisc.org","Visit"
"C51282","2023-09-29","7a3b842f-4e0f-4c52-b2e6-f491150c46c6","Code_105","Code","http://www.cdisc.org","Clinic"
"C175574","2023-09-29","8f5d40a8-e2cd-4c04-8f09-5f4cb751ec87","Code_106","Code","http://www.cdisc.org","In Person"
"C171537","2023-09-29","06020f35-47ba-4640-bab1-f0d8a0608d45","Code_107","Code","http://www.cdisc.org","Telephone Call"
"C25716","2023-09-29","2cfd4b48-47aa-4dd9-b3b9-cc678ddb8ed9","Code_108","Code","http://www.cdisc.org","Visit"
"C51282","2023-09-29","de3426ab-1a73-49a8-a8f2-a5a05c8274a6","Code_109","Code","http://www.cdisc.org","Clinic"
"C175574","2023-09-29","9500f7cc-38a0-496e-b570-3955ac23bed8","Code_110","Code","http://www.cdisc.org","In Person"
"C171537","2023-09-29","99132086-7ddb-4a87-87e4-53c554387450","Code_111","Code","http://www.cdisc.org","Telephone Call"
"C25716","2023-09-29","c255dc5c-dbda-4909-89e5-64fca726e12c","Code_112","Code","http://www.cdisc.org","Visit"
"C51282","2023-09-29","7e80287a-55d6-4394-a9b1-4ba9c756d22b","Code_113","Code","http://www.cdisc.org","Clinic"
"C175574","2023-09-29","631b2b06-3790-4719-b367-1724a5a2eaf9","Code_114","Code","http://www.cdisc.org","In Person"
"C171537","2023-09-29","f073aa2e-2470-4fd6-abf5-f7fafb6349b1","Code_115","Code","http://www.cdisc.org","Telephone Call"
"C25716","2023-09-29","f16f7945-cdb1-4cb5-84ea-005df1b12837","Code_116","Code","http://www.cdisc.org","Visit"
"C51282","2023-09-29","e3697cb9-5941-410a-a336-23b73eb26a93","Code_117","Code","http://www.cdisc.org","Clinic"
"C175574","2023-09-29","fce6dd36-9480-47a6-89a4-4a07d6d75631","Code_118","Code","http://www.cdisc.org","In Person"
"C25716","2023-09-29","360ac919-4528-4494-8c49-359a7d08e173","Code_119","Code","http://www.cdisc.org","Visit"
"C51282","2023-09-29","ca5ba3cf-13b9-4b0b-883e-6a9bfef15ad9","Code_120","Code","http://www.cdisc.org","Clinic"
"C175574","2023-09-29","76e1ead5-e94c-447c-a70f-963b528146fc","Code_121","Code","http://www.cdisc.org","In Person"
"383371000119108","January 31, 2018","c7a40ffc-f772-412c-b1ac-840a8a990bdb","Code_79","Code","SNOMED","CT of head without contrast"
"123","12","70919717-d864-4aaa-9f5d-03133fd72c65","Code_80","Code","SPONSOR","Subject Supine"
"124","12","7c1e9731-4cab-4347-8bd2-78442b7d41f2","Code_81","Code","SPONSOR","Subject Standing"
"C173522","","cf1c7066-1432-4fcd-a71e-077336da4795","Code_278","Code","NCI Thesaurus","Vital Signs Result"
"C42537","2023-09-29","c7b4557e-7280-4c91-a562-21d2ac3221bd","Code_279","Code","http://www.cdisc.org","Kelvin"
"C44276","","d0ead6ec-5137-4ae9-b241-687ec0cae76b","Code_280","Code","NCI Thesaurus","Unit of Temperature"
"C83088","","58e11b3a-cffd-4932-9bb7-32e1ef66b284","Code_281","Code","NCI Thesaurus","Vital Signs Location"
"C174446","","e9ddd224-4b5d-425d-83cc-853bca0602d0","Code_277","Code","NCI Thesaurus","Body Temperature"
"C173522","","87f7a828-f8c9-46d8-99ff-335b03abe6f9","Code_283","Code","NCI Thesaurus","Vital Signs Result"
"C28252","2023-09-29","a7f5b6d0-b6f0-449f-aeaa-9d746e47b2b6","Code_284","Code","http://www.cdisc.org","Kilogram"
"C48155","2023-09-29","63627c06-719a-45ad-a1a9-fa209d5fd338","Code_285","Code","http://www.cdisc.org","Gram"
"C48531","2023-09-29","033aef82-777f-4bbc-82a4-697ece3be2ee","Code_286","Code","http://www.cdisc.org","Pound"
"C48208","","c6db3dd4-141b-4ddd-a099-e7de36b3501c","Code_287","Code","NCI Thesaurus","Unit of Weight"
"C81328","","70b11ec8-da6d-482c-9fb9-034472e93b06","Code_282","Code","NCI Thesaurus","Body Weight"
"C173522","","1df2c937-7fe4-4281-bf43-4bf487a40aaf","Code_289","Code","NCI Thesaurus","Vital Signs Result"
"C49668","2023-09-29","ce9df0e6-acd9-4ba9-9b3b-b8f7bb276f24","Code_290","Code","http://www.cdisc.org","Centimeter"
"C48500","2023-09-29","24dfab43-6223-4e12-97fb-2f5f947e500a","Code_291","Code","http://www.cdisc.org","Inch"
"C28251","2023-09-29","e4e070eb-1b73-4663-9b48-cbb90eb68ada","Code_292","Code","http://www.cdisc.org","Millimeter"
"C41139","2023-09-29","4309641b-cb67-450b-a7b0-9e472f51b696","Code_293","Code","http://www.cdisc.org","Meter"
"C168688","","b28a3b34-a6f8-412c-b021-34c465822abd","Code_294","Code","NCI Thesaurus","Unit of Height"
"C164634","","fc269ad0-b0de-49d3-a782-a9936be9b0d7","Code_288","Code","NCI Thesaurus","Body Height"
"C36292","","e6bba2f3-d01f-4fd7-8077-6477439986eb","Code_296","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","8523a2bc-a831-49bd-9779-a00a81188c16","Code_297","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C67365","","cc6bef21-3db1-45f2-998f-f6bf5c40e882","Code_298","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"C70713","","c08854df-77a6-460a-845b-92118bb5f6d3","Code_299","Code","NCI Thesaurus","Biospecimen Type"
"C64433","","81d6947e-0a2e-48a0-a9b7-fcae3e6f0588","Code_295","Code","NCI Thesaurus","Alanine Aminotransferase Measurement"
"C36292","","e76a654d-c7db-41ec-84da-a178a899aed9","Code_301","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","dfe46750-6c4f-4fad-b1a7-6f7f94d1f226","Code_302","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C48207","","561e74fa-16e0-4625-9073-fa353e9cf3a9","Code_303","Code","NCI Thesaurus","Unit of Concentration"
"C70713","","30dbce92-90a6-442b-b35e-b19ccde3a1eb","Code_304","Code","NCI Thesaurus","Biospecimen Type"
"C64431","","72e5ba5b-1eb9-422c-95e7-f69f8d20358c","Code_300","Code","NCI Thesaurus","Albumin Measurement"
"C36292","","68b462e9-cf0f-44b2-bba3-fbbb858d4e88","Code_306","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","4c846f76-49df-4ba8-a93a-ecc5dcc18f04","Code_307","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C67365","","45be14a3-8c82-4a58-ae9a-07a7262aa7df","Code_308","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"C70713","","01ad2537-ee50-4de0-85ac-d0cd746fb88f","Code_309","Code","NCI Thesaurus","Biospecimen Type"
"C64432","","43c8a88f-6e67-4be9-96db-361b708267cf","Code_305","Code","NCI Thesaurus","Alkaline Phosphatase Measurement"
"C36292","","335bf8e3-2f5e-4dc7-88ae-e2114da423b6","Code_311","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","72f9f1b8-f10a-4405-a681-6b6e9fb1b3b2","Code_312","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C67365","","47f675a9-a46f-4edb-ae36-69d1b708efd7","Code_313","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"C70713","","6ce55d7f-f5df-4da6-8944-58236ce66e02","Code_314","Code","NCI Thesaurus","Biospecimen Type"
"C64467","","5a50b776-029a-4186-af77-f7a71fc9206e","Code_310","Code","NCI Thesaurus","Aspartate Aminotransferase Measurement"
"C36292","","ea392dc1-5516-4276-ad97-4ffca098bee9","Code_316","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","ef300f0d-46ec-423f-a64f-79d16cc363be","Code_317","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C48207","","e9ef6255-af7c-481a-8f8c-ed2ffe45553a","Code_318","Code","NCI Thesaurus","Unit of Concentration"
"C70713","","1144768b-f8f0-4f57-bb59-5446572f32da","Code_319","Code","NCI Thesaurus","Biospecimen Type"
"C64547","","aac5efd6-d611-4d65-980e-9b59a26aac69","Code_315","Code","NCI Thesaurus","Creatinine Measurement"
"C36292","","cdace848-d34a-4771-99ed-a28528eb949d","Code_321","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","4f269442-a2e5-4679-a73b-a4c8d2f66fea","Code_322","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C64567","","97eda3ef-a40b-43ff-bccc-34a97550e011","Code_323","Code","NCI Thesaurus","Molarity Unit"
"C70713","","7d1115f7-09ff-4eca-87db-fd5bd3899637","Code_324","Code","NCI Thesaurus","Biospecimen Type"
"C64853","","ad3893dd-52c0-459c-84ca-f3662d254f93","Code_320","Code","NCI Thesaurus","Potassium Measurement"
"C36292","","277c289e-2e8d-47e7-9c57-3e4972f14757","Code_326","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","2603ecc7-56bd-476f-86a8-07895f1463fe","Code_327","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C64567","","50cd5706-bd10-41bd-bf71-596daabb898d","Code_328","Code","NCI Thesaurus","Molarity Unit"
"C70713","","c06ae14f-7d8b-4b1e-9740-4346de7dbaa8","Code_329","Code","NCI Thesaurus","Biospecimen Type"
"C64809","","a4881934-fdd9-4c65-977f-52af2606294e","Code_325","Code","NCI Thesaurus","Sodium Measurement"
"C78541","","94f2412d-d8bc-4b61-a542-9d21dec19d06","Code_145","Code","NCI Thesaurus","Adverse Event Verbatim Description"
"C83344","","6f92c9b4-4875-40b0-b599-967d3a40679f","Code_146","Code","NCI Thesaurus","Adverse Event Dictionary Derived Term"
"C83198","","bafce4b7-e12d-4506-b7e4-ed1346706409","Code_147","Code","NCI Thesaurus","Adverse Event Category"
"C83212","","116623d4-9dc3-4de6-b270-b4428a4bbd8f","Code_148","Code","NCI Thesaurus","Adverse Event Subcategory"
"C87840","","fa3070a5-1b4a-4d3c-8985-dc3f9c182794","Code_149","Code","NCI Thesaurus","Adverse Event Pre-specified"
"C53253","","246aa7ff-cd22-40fe-a6b9-336e14139b92","Code_150","Code","NCI Thesaurus","Severity of Adverse Event"
"C78605","","89932b18-c161-41f3-ba71-825e802c891a","Code_151","Code","NCI Thesaurus","Adverse Event Toxicity Grade"
"C53252","","ad7ae171-c704-4ea5-837e-6bf6e4807c08","Code_152","Code","NCI Thesaurus","Seriousness of Adverse Event"
"C83013","","fa28d16d-9147-402e-9149-7b386fe1ba80","Code_153","Code","NCI Thesaurus","Adverse Event Action Taken with Study Treatment"
"C41358","","e612ef7d-5a31-482e-b884-5db9f01769b8","Code_154","Code","NCI Thesaurus","Adverse Event Attribution to Product or Procedure"
"C71325","2023-09-29","09995bf2-fee1-4390-89c4-8f364f7b71c7","Code_155","Code","http://www.cdisc.org","Intermittent"
"C83208","","26f6fd12-92c4-47a6-a5c1-9a6784554c23","Code_156","Code","NCI Thesaurus","Adverse Event Pattern"
"C49489","","42fcaa12-0ac1-4643-a8cf-e575936061e6","Code_157","Code","NCI Thesaurus","Adverse Event Outcome"
"C83215","","9800c5fa-76df-46d4-a1ea-ed64348c7ce6","Code_158","Code","NCI Thesaurus","Adverse Event Start Date Time"
"C83201","","3fea094a-ffd2-43be-9bd4-39f340eaacfb","Code_159","Code","NCI Thesaurus","Adverse Event End Date Time"
"C41331","","c47d46bb-2cdc-4954-855f-c02faf02bb28","Code_144","Code","NCI Thesaurus","Adverse Event"
"C173522","","8abdd70e-de6a-40fc-9942-4b3cf61c4c83","Code_161","Code","NCI Thesaurus","Vital Signs Result"
"C42547","2023-09-29","45b5492f-a3b5-423a-b7da-8f6c14f97eef","Code_162","Code","http://www.cdisc.org","Pascal"
"C49669","","ff55c1ea-bb19-4dd1-9364-30476ee93dc1","Code_163","Code","NCI Thesaurus","Unit of Pressure"
"C83088","","8c682319-419c-40ff-993e-814b6a931724","Code_164","Code","NCI Thesaurus","Vital Signs Location"
"C123975","","02723392-2b86-4986-837d-a59a194e0b06","Code_165","Code","NCI Thesaurus","Vital Signs Laterality"
"C82535","","6805e84b-e2d2-4e0d-af8e-ea92504ad89c","Code_166","Code","NCI Thesaurus","Test Method"
"C83114","","0c33351b-5fb1-4e98-94f5-55abc0b04510","Code_167","Code","NCI Thesaurus","Vital Signs Position"
"C25298","","e44e8007-b867-4f3e-a9f0-114ebcdfc63c","Code_160","Code","NCI Thesaurus","Systolic Blood Pressure"
"C173522","","0dca484a-6c5e-4d0b-970b-379dbd8f0b2f","Code_169","Code","NCI Thesaurus","Vital Signs Result"
"C42547","2023-09-29","9e329353-7158-4b32-b5a6-7fe65414d913","Code_170","Code","http://www.cdisc.org","Pascal"
"C49669","","1dec1244-7700-40be-aec2-ca73d71277b0","Code_171","Code","NCI Thesaurus","Unit of Pressure"
"C83088","","c3fcec59-b1cb-4ff4-a0c5-c24fe2a5b325","Code_172","Code","NCI Thesaurus","Vital Signs Location"
"C123975","","c8540955-15eb-4b2a-af67-994f12d054de","Code_173","Code","NCI Thesaurus","Vital Signs Laterality"
"C82535","","1de2e5a1-82de-4b7e-8f6c-aaabd07f40a8","Code_174","Code","NCI Thesaurus","Test Method"
"C83114","","7a3921a5-ff0d-4c8e-9cf1-04c6093ef9b2","Code_175","Code","NCI Thesaurus","Vital Signs Position"
"C25299","","1bd3337f-7680-4aa5-ad0c-a303418ca34d","Code_168","Code","NCI Thesaurus","Diastolic Blood Pressure"
"C173522","","1ef72dfb-d9b3-486f-88a9-daeda81ff563","Code_177","Code","NCI Thesaurus","Vital Signs Result"
"C42537","2023-09-29","a8cb78b9-72df-42ac-bc15-137c5b835ae3","Code_178","Code","http://www.cdisc.org","Kelvin"
"C44276","","4d4b1427-bb80-4b4e-b1bf-3b1aea822d55","Code_179","Code","NCI Thesaurus","Unit of Temperature"
"C83088","","70654447-02f2-4e7c-a9d0-c2806776cfd2","Code_180","Code","NCI Thesaurus","Vital Signs Location"
"C174446","","859f6fd7-5687-4929-bb94-25ff06981ace","Code_176","Code","NCI Thesaurus","Body Temperature"
"C173522","","5f1e0d0e-d3f2-4a5d-a6d6-93b6f2a372ac","Code_182","Code","NCI Thesaurus","Vital Signs Result"
"C28252","2023-09-29","79d8e070-11f0-49b4-9084-bc2e710d3d95","Code_183","Code","http://www.cdisc.org","Kilogram"
"C48155","2023-09-29","0a036703-8657-48ed-838e-9667d9fc1e42","Code_184","Code","http://www.cdisc.org","Gram"
"C48531","2023-09-29","8030c9fd-596d-4216-bb0e-993f4daa40c4","Code_185","Code","http://www.cdisc.org","Pound"
"C48208","","c6a07e31-2b9b-49b7-a241-82ecb62c34d3","Code_186","Code","NCI Thesaurus","Unit of Weight"
"C81328","","054318b7-c4af-4db9-801a-c5a408bc1c02","Code_181","Code","NCI Thesaurus","Body Weight"
"C173522","","5defdc07-a093-43bc-9809-26e5c96fb575","Code_188","Code","NCI Thesaurus","Vital Signs Result"
"C49668","2023-09-29","9457a277-fcf9-4f3e-a9f1-d8fa23e6eed9","Code_189","Code","http://www.cdisc.org","Centimeter"
"C48500","2023-09-29","ac56480f-2eec-494a-8ab4-e43cceea39d2","Code_190","Code","http://www.cdisc.org","Inch"
"C28251","2023-09-29","c35436d9-45b9-4541-b4d3-fe50c52b5560","Code_191","Code","http://www.cdisc.org","Millimeter"
"C41139","2023-09-29","24e92f4f-eb42-4364-bc98-2a5a927680ad","Code_192","Code","http://www.cdisc.org","Meter"
"C168688","","f8e4bea2-6f45-4cb1-9c9e-c5de1f4ef6ab","Code_193","Code","NCI Thesaurus","Unit of Height"
"C164634","","523dd843-d9e0-4833-b834-3542fc402ebf","Code_187","Code","NCI Thesaurus","Body Height"
"C36292","","9d8a123a-ee59-464a-a6d5-bfe7ebbec239","Code_195","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","28ed59a6-47cf-4f8f-b2d1-5c6514d2121d","Code_196","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C67365","","7fa443fa-bd17-4453-a361-7c617b55d04f","Code_197","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"C70713","","0afc4bba-6912-4f50-9253-d1e5f1e289b6","Code_198","Code","NCI Thesaurus","Biospecimen Type"
"C64433","","ff172d4a-6c7d-4a28-983d-29c848555c9d","Code_194","Code","NCI Thesaurus","Alanine Aminotransferase Measurement"
"C36292","","287812d6-b9e5-4121-b0e6-39eb4b090f5b","Code_200","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","4596c7d1-9e03-45fa-9d6f-9ba6aefc3908","Code_201","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C48207","","66ad5521-d36b-4b7d-b788-f2aa404a1337","Code_202","Code","NCI Thesaurus","Unit of Concentration"
"C70713","","d537b981-793a-403b-8dbe-8f92a77dd083","Code_203","Code","NCI Thesaurus","Biospecimen Type"
"C64431","","aac2fc6c-796e-424d-abd5-31cd06f42522","Code_199","Code","NCI Thesaurus","Albumin Measurement"
"C36292","","8b9e0a8e-d451-4501-bcd0-cbf605a81662","Code_205","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","1d16cafc-1bf2-486d-930b-3b59175add9e","Code_206","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C67365","","9ca2e249-6e31-44ee-b924-1a70cdb19e09","Code_207","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"C70713","","d0fd221b-bf37-4c21-8000-65740a350355","Code_208","Code","NCI Thesaurus","Biospecimen Type"
"C64432","","e5b722c2-8e89-4486-b83c-2dd92ac8b288","Code_204","Code","NCI Thesaurus","Alkaline Phosphatase Measurement"
"C36292","","947d1b97-8f4b-4ae4-ab3b-eca62694666f","Code_210","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","4a8092a6-b7ea-428f-9b2b-e832e9369651","Code_211","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C67365","","2e7fdff4-e8e3-45d5-9796-0d30c47eda68","Code_212","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"C70713","","8714df33-2403-4ee5-b9a6-a7897638b68a","Code_213","Code","NCI Thesaurus","Biospecimen Type"
"C64467","","b988ff0e-1c3f-4172-8e19-ae298f77b493","Code_209","Code","NCI Thesaurus","Aspartate Aminotransferase Measurement"
"C36292","","7e1541d4-b307-4cba-9e10-e09d79906132","Code_215","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","1db6ea30-9ebd-4c02-bd54-d1d5f898a0da","Code_216","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C48207","","84f9b5e8-ad7e-45a5-81bd-47e7134f48f2","Code_217","Code","NCI Thesaurus","Unit of Concentration"
"C70713","","31cf5740-4a6d-4465-9dc5-8df7eb21ef2a","Code_218","Code","NCI Thesaurus","Biospecimen Type"
"C64547","","1d298e85-afd6-4dde-ac8d-8d948e572467","Code_214","Code","NCI Thesaurus","Creatinine Measurement"
"C36292","","6d257b35-0b5a-4658-9155-a86d0a87fae8","Code_220","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","29656cb7-b3d0-4c4b-8b85-7aa10901c8c0","Code_221","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C64567","","94adc8e2-7486-490b-ba24-4e0453a814b6","Code_222","Code","NCI Thesaurus","Molarity Unit"
"C70713","","5fe00d42-a53d-44cc-b158-b3f92cb82619","Code_223","Code","NCI Thesaurus","Biospecimen Type"
"C64853","","0e5b5aab-69ea-4d0a-ab26-cf9a2d5635be","Code_219","Code","NCI Thesaurus","Potassium Measurement"
"C36292","","0a29a11b-4dcb-4760-95d4-a804f4f11371","Code_225","Code","NCI Thesaurus","Laboratory Test Result"
"C83309","","6f229967-4933-44c8-ade7-2f4b528cea5e","Code_226","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"C64567","","691aecb9-369c-4514-a78f-8d261945ed43","Code_227","Code","NCI Thesaurus","Molarity Unit"
"C70713","","e64aaf2a-99b3-4c16-8b0e-81cad480c412","Code_228","Code","NCI Thesaurus","Biospecimen Type"
"C64809","","844b175a-0e24-4eea-b7df-5ee58b7b22d0","Code_224","Code","NCI Thesaurus","Sodium Measurement"
"C173522","","a9ef94e9-9b9e-4c17-8a00-1acdeee558b0","Code_230","Code","NCI Thesaurus","Vital Signs Result"
"C42547","2023-09-29","492eed2a-7757-47d4-80f7-3f829954474d","Code_231","Code","http://www.cdisc.org","Pascal"
"C49669","","da8fdeeb-f9c8-4536-8dcc-98db85b843b9","Code_232","Code","NCI Thesaurus","Unit of Pressure"
"C83088","","acdc76e2-7d18-4135-a2cf-577adb8595eb","Code_233","Code","NCI Thesaurus","Vital Signs Location"
"C123975","","b2753b59-90a4-494f-8d36-1340a1710475","Code_234","Code","NCI Thesaurus","Vital Signs Laterality"
"C82535","","81302481-6473-418e-a3ab-c651fb8cdb9e","Code_235","Code","NCI Thesaurus","Test Method"
"C83114","","7b9b521f-fb80-4f8b-8cfa-e4ff87db9636","Code_236","Code","NCI Thesaurus","Vital Signs Position"
"C25298","","abbc0546-9a97-4ecf-b887-af44e4b3a1fc","Code_229","Code","NCI Thesaurus","Systolic Blood Pressure"
"C173522","","e691fea8-953a-4b8c-bf77-a6216f7e7daf","Code_238","Code","NCI Thesaurus","Vital Signs Result"
"C42547","2023-09-29","ab25cefa-c622-41f8-83bf-96cb0a398b9f","Code_239","Code","http://www.cdisc.org","Pascal"
"C49669","","c4337420-e5e9-484f-b491-654252273513","Code_240","Code","NCI Thesaurus","Unit of Pressure"
"C83088","","be4fa4d5-602c-4931-bf34-aa3d0e653745","Code_241","Code","NCI Thesaurus","Vital Signs Location"
"C123975","","e8154f73-e17f-415e-a368-b214c95f9768","Code_242","Code","NCI Thesaurus","Vital Signs Laterality"
"C82535","","c8ceeabe-0d62-489c-b41d-102c112c5715","Code_243","Code","NCI Thesaurus","Test Method"
"C83114","","f67ee9d7-3ddb-44f1-9c85-fcca8709e8c5","Code_244","Code","NCI Thesaurus","Vital Signs Position"
"C25299","","fd4062f4-a155-4948-a04a-8a73e38229e1","Code_237","Code","NCI Thesaurus","Diastolic Blood Pressure"
"C173522","","28cd933d-b370-4ec8-a289-d83009c644a8","Code_246","Code","NCI Thesaurus","Vital Signs Result"
