"instanceType","code","codeSystem","decode","codeSystemVersion","id","uuid:ID"
"Code","C48155","http://www.cdisc.org","Gram","2023-09-29","Code_285","7477e21f-26a0-443c-923c-7f9e57e86a4a"
"Code","C48531","http://www.cdisc.org","Pound","2023-09-29","Code_286","d770655d-a92f-45de-88e7-a8e14a8a90d7"
"Code","C48208","NCI Thesaurus","Unit of Weight","","Code_287","c660a916-1948-4f3a-b64f-d56c32529095"
"Code","C81328","NCI Thesaurus","Body Weight","","Code_282","eaace300-e1b5-46a9-b96a-92e2cf8ce0e7"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_289","8dd41260-fd4b-409e-a205-336cdfcee38f"
"Code","C49668","http://www.cdisc.org","Centimeter","2023-09-29","Code_290","5f9e6c18-8428-458b-8322-2ad7d45fda48"
"Code","C48500","http://www.cdisc.org","Inch","2023-09-29","Code_291","bf472866-df43-4a0b-9083-c286ccbfe12c"
"Code","C28251","http://www.cdisc.org","Millimeter","2023-09-29","Code_292","4f16c645-1202-40fe-af11-e92cd9c9e2d0"
"Code","C41139","http://www.cdisc.org","Meter","2023-09-29","Code_293","76c7612e-4c40-4f9b-b02d-f64799ba4527"
"Code","C168688","NCI Thesaurus","Unit of Height","","Code_294","9eaeffe1-3e24-4c7c-a0ba-13eb71d2799a"
"Code","C164634","NCI Thesaurus","Body Height","","Code_288","b35c0d92-f2d6-4b6a-8368-5f16278e746f"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_296","d82b1f32-cd69-4bf1-9e0a-ef0ed6e668e1"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_297","2b75619a-02e2-4d0b-8ea4-6752101df335"
"Code","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","","Code_298","bb419a29-4d19-494b-a7a3-4f23cf02d8d5"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_299","65ff9eee-1e94-4a64-a6c4-b9bf88549409"
"Code","C64433","NCI Thesaurus","Alanine Aminotransferase Measurement","","Code_295","3666c0ca-4a6a-497c-b00c-8cb9e4a107b4"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_301","72fa8e43-e759-4dcc-967e-4f8f2937ce4a"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_302","f0aa26dc-bb0f-486f-92b4-9c19be7a8d76"
"Code","C48207","NCI Thesaurus","Unit of Concentration","","Code_303","6750355a-9560-4173-9a40-c25734d0f1b2"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_304","1a7f0a63-9def-471c-ada5-b6c2f9ebf2b3"
"Code","C64431","NCI Thesaurus","Albumin Measurement","","Code_300","f191f6c7-5b48-4a03-942d-ee0263474d09"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_306","5a001ccf-4495-406b-ba84-b40fea4b43f5"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_307","2873354b-e4c3-48e3-b5d4-6e99f0b18411"
"Code","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","","Code_308","384e0712-0479-410d-b243-2dfc65843e45"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_309","55006b94-32c4-4571-8ed7-24bf67089b26"
"Code","C64432","NCI Thesaurus","Alkaline Phosphatase Measurement","","Code_305","b1debc10-c376-4e58-9494-340d4a6f1947"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_311","41955fb8-c5f4-44b7-a675-2d5034d9a6df"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_312","4172f2e9-8c6a-4bd7-97a7-b21658ade41e"
"Code","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","","Code_313","86a3abb4-5534-4bfa-a4cb-2ddac6e4b6a0"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_314","bde93b07-7e55-4f75-b6e0-c8f15681324c"
"Code","C64467","NCI Thesaurus","Aspartate Aminotransferase Measurement","","Code_310","c3cb2aaf-2515-415b-b19b-286ffe3c1e9c"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_316","5374fbc6-0ec5-4c21-bf7e-a59283cd4608"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_317","ccbc08cd-b49e-45a0-8bc1-eb164c22744a"
"Code","C48207","NCI Thesaurus","Unit of Concentration","","Code_318","d2a01421-5026-4fac-82a8-a3fbbd69d9dc"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_319","709feee6-ae14-4957-8bfd-336948f5736f"
"Code","C64547","NCI Thesaurus","Creatinine Measurement","","Code_315","4db4d847-d0b3-48ab-85dc-9ae71478a9b0"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_321","05aeb539-5e97-49ad-b881-f60115853d79"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_322","ea7e9dde-bbb1-468b-8db9-9cc46f0ba2d8"
"Code","C64567","NCI Thesaurus","Molarity Unit","","Code_323","8a867dc4-94e4-4da7-bc2b-0c797a6c37cf"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_324","216214b0-a3fb-4fee-ba5b-9a9b532b080c"
"Code","C64853","NCI Thesaurus","Potassium Measurement","","Code_320","b26067be-172e-48f9-883e-a3cfef250f3c"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_326","0788f074-06e8-49dc-9b05-fbc2a1f23162"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_327","e0f2b227-3ab6-41b1-b046-84ba2bbbbf8f"
"Code","C64567","NCI Thesaurus","Molarity Unit","","Code_328","422c2e5e-645c-470a-bdc4-7411cc10868c"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_329","a4eae645-533f-4d69-90cb-633aad51fb6e"
"Code","C64809","NCI Thesaurus","Sodium Measurement","","Code_325","b7419256-97f6-417c-9642-ae41e5256cc8"
"Code","C78541","NCI Thesaurus","Adverse Event Verbatim Description","","Code_145","3208a2f7-b050-4cb3-a741-dc6d24fb536e"
"Code","C83344","NCI Thesaurus","Adverse Event Dictionary Derived Term","","Code_146","6c0a6c3e-807d-4322-bed7-f4dd4524d01b"
"Code","C83198","NCI Thesaurus","Adverse Event Category","","Code_147","c000f13c-40ea-47eb-b2c3-13dabdf05d2e"
"Code","C83212","NCI Thesaurus","Adverse Event Subcategory","","Code_148","84883d8c-8783-4a53-9dcd-bc5cb00738ae"
"Code","C87840","NCI Thesaurus","Adverse Event Pre-specified","","Code_149","57507b34-819e-438b-8bc9-a470ccc5fa29"
"Code","C53253","NCI Thesaurus","Severity of Adverse Event","","Code_150","4a1fd0d7-60c4-4d99-87ea-9757979e7127"
"Code","C78605","NCI Thesaurus","Adverse Event Toxicity Grade","","Code_151","57c9eeb7-3e46-4962-9854-0059038fa960"
"Code","C53252","NCI Thesaurus","Seriousness of Adverse Event","","Code_152","09ebc5bc-b788-4607-af18-b58a0e47323f"
"Code","C83013","NCI Thesaurus","Adverse Event Action Taken with Study Treatment","","Code_153","c1ca602f-5bc4-4b76-9850-70674ffbabcc"
"Code","C41358","NCI Thesaurus","Adverse Event Attribution to Product or Procedure","","Code_154","800a9af6-c0b6-4c7d-ae69-b9ac37be2c65"
"Code","C71325","http://www.cdisc.org","Intermittent","2023-09-29","Code_155","e400c696-a6e6-4819-b170-85d1ce8f672f"
"Code","C83208","NCI Thesaurus","Adverse Event Pattern","","Code_156","6a7988fa-84a6-43fa-8879-39f3d04b8c38"
"Code","C49489","NCI Thesaurus","Adverse Event Outcome","","Code_157","1fe3723f-74fd-421e-aab0-879f35cf3317"
"Code","C83215","NCI Thesaurus","Adverse Event Start Date Time","","Code_158","5e904bfb-77d3-44f2-99cd-eddbb2925916"
"Code","C83201","NCI Thesaurus","Adverse Event End Date Time","","Code_159","29ca2aad-c5df-4734-bb3b-bee27604f22c"
"Code","C41331","NCI Thesaurus","Adverse Event","","Code_144","bbbb9c2b-34d2-4c10-93cb-4d6dcc76b31d"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_161","1b3fd883-2d99-4dcb-8831-eb4075029a3b"
"Code","C42547","http://www.cdisc.org","Pascal","2023-09-29","Code_162","710b5f8e-79a7-4458-8d07-84c9dfb12570"
"Code","C49669","NCI Thesaurus","Unit of Pressure","","Code_163","af08ddad-f852-4cee-9ab1-da421cf8f60f"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_164","438cc948-0294-4cc6-bb8b-eacff25f3d4a"
"Code","C123975","NCI Thesaurus","Vital Signs Laterality","","Code_165","04b5c8fd-345b-4cd5-8a56-457c9201ac36"
"Code","C82535","NCI Thesaurus","Test Method","","Code_166","186c7c0e-4cb9-426e-a458-27cedac62f2c"
"Code","C83114","NCI Thesaurus","Vital Signs Position","","Code_167","21edaf51-1401-4fe1-9ddd-406dfed22afe"
"Code","C25298","NCI Thesaurus","Systolic Blood Pressure","","Code_160","5e216d8b-5b32-427e-ba10-53950e5c2cb0"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_169","9ba2783c-7785-4fc8-a486-e034a3d3119f"
"Code","C42547","http://www.cdisc.org","Pascal","2023-09-29","Code_170","5455ab0a-ec43-4bcf-86eb-60456238d151"
"Code","C49669","NCI Thesaurus","Unit of Pressure","","Code_171","d8e3e496-eccc-4324-a244-1998ad5730e2"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_172","362c552d-d8e5-4553-917d-240969cd2465"
"Code","C123975","NCI Thesaurus","Vital Signs Laterality","","Code_173","c00c5324-2b0d-4804-817b-e3feb3060cdf"
"Code","C82535","NCI Thesaurus","Test Method","","Code_174","c00b3b5a-a32b-46ed-9e24-33eca82408ab"
"Code","C83114","NCI Thesaurus","Vital Signs Position","","Code_175","ce19b6b2-9f5a-4f97-a27c-1498f8e8b1ab"
"Code","C25299","NCI Thesaurus","Diastolic Blood Pressure","","Code_168","2316578c-8514-46e0-994e-57bbb2e52551"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_177","222291a2-d5c4-4a77-a1a0-7cef78c3edb4"
"Code","C42537","http://www.cdisc.org","Kelvin","2023-09-29","Code_178","213b105a-19c0-409a-8f7a-8a96c0fd1225"
"Code","C44276","NCI Thesaurus","Unit of Temperature","","Code_179","02687d10-af20-4059-a672-5b6b47cb68c1"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_180","38b3276f-c4ba-4be0-89e0-18a260a3dd45"
"Code","C174446","NCI Thesaurus","Body Temperature","","Code_176","3ef5a559-688c-4b13-8485-aed8e06a825b"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_182","b0b42f8b-ae28-4190-9e54-afb4e8b0815e"
"Code","C28252","http://www.cdisc.org","Kilogram","2023-09-29","Code_183","d7276f15-3fe7-4a77-87cb-d764618cbb46"
"Code","C48155","http://www.cdisc.org","Gram","2023-09-29","Code_184","91363b59-5a3a-407e-8e85-da536f1d741d"
"Code","C48531","http://www.cdisc.org","Pound","2023-09-29","Code_185","1a301d16-791b-43e5-8e04-c6d86eadcd02"
"Code","C48208","NCI Thesaurus","Unit of Weight","","Code_186","011dd6fd-75af-4803-87d1-3ecf1b3445b1"
"Code","C81328","NCI Thesaurus","Body Weight","","Code_181","c096837d-f01f-4292-a866-ae8edb058ecd"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_188","2876949a-25dc-45eb-b557-4a6b2ee91b8f"
"Code","C49668","http://www.cdisc.org","Centimeter","2023-09-29","Code_189","5edf6147-0641-45e5-9f40-55542ffc14c5"
"Code","C48500","http://www.cdisc.org","Inch","2023-09-29","Code_190","f5d0966a-e93b-4c09-8a83-bd8547f24511"
"Code","C28251","http://www.cdisc.org","Millimeter","2023-09-29","Code_191","6ba582c1-3381-4492-87fa-2ea71701ec42"
"Code","C41139","http://www.cdisc.org","Meter","2023-09-29","Code_192","72e03260-a624-4d52-8dab-0b50f7efe994"
"Code","C168688","NCI Thesaurus","Unit of Height","","Code_193","fe1bd759-5172-4955-960d-f941c22d0a80"
"Code","C164634","NCI Thesaurus","Body Height","","Code_187","2dce6ed2-ea71-4aa1-a349-636da0abab0c"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_195","25ae13d9-51d5-48b7-96d4-3d637c1ff2dd"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_196","492a2aa9-ccf1-4ddc-8798-414c64ae6e2e"
"Code","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","","Code_197","3d9f05c1-7b89-45fd-a65b-f7cb892523a4"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_198","2f52732d-d14e-44f9-8c76-a0b8bddcfc81"
"Code","C64433","NCI Thesaurus","Alanine Aminotransferase Measurement","","Code_194","28687566-6b44-4dcc-90f6-ecd54dcf5a01"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_200","9f9aeb71-01f4-46b7-8ebf-794b26b8bd76"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_201","b50210ae-b3c0-4c8e-8b61-d106b1153dc0"
"Code","C48207","NCI Thesaurus","Unit of Concentration","","Code_202","d8bb62f9-19a2-4378-ad97-5c672e0580ed"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_203","bae4d657-d635-43ac-a442-fe7ee4656812"
"Code","C64431","NCI Thesaurus","Albumin Measurement","","Code_199","f262cc63-3dca-48d0-a632-4d11998ea3a8"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_205","b12a608d-7ed9-4cd9-a270-a0a6c16631e3"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_206","ec871677-7269-4d8a-9b69-20ad61cfeece"
"Code","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","","Code_207","a54447d1-1aee-409c-ac1d-d78623c49d0f"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_208","f7986d89-f44b-4bef-be18-4fa5b8f4fe58"
"Code","C64432","NCI Thesaurus","Alkaline Phosphatase Measurement","","Code_204","747adfa0-4179-435f-9a3e-d7f3ac5ac680"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_210","675e7730-f2f7-41d6-a2fa-5a36d2ab4fae"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_211","433d05c9-1649-41a0-8723-a9946932617c"
"Code","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","","Code_212","8dd93b00-c3fb-4a79-aa8e-84c02da37590"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_213","083b89c6-a6b5-488d-940f-6a04634237f9"
"Code","C64467","NCI Thesaurus","Aspartate Aminotransferase Measurement","","Code_209","20e389e0-f6c4-484f-83ac-1296d671a039"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_215","b422dc53-fe45-40e9-87d7-8f55a59c0acf"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_216","b9cb183b-bb4d-4837-92f7-a4f9662a236d"
"Code","C48207","NCI Thesaurus","Unit of Concentration","","Code_217","18f2bad9-7cac-4271-8af1-c71a6b47e728"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_218","bc3b983e-5096-4115-92c8-f9e7b23f2249"
"Code","C64547","NCI Thesaurus","Creatinine Measurement","","Code_214","9b24f65b-bd49-4277-9579-759a11aad65d"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_220","9a9c544e-87e9-4708-90f1-063eab615550"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_221","299a19c8-d2a5-41e8-8531-aa5d7f085b0f"
"Code","C64567","NCI Thesaurus","Molarity Unit","","Code_222","2979da78-ab98-4241-b31d-9e5f8c3eda03"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_223","9d785580-012d-483e-ad21-3cc7475ae984"
"Code","C64853","NCI Thesaurus","Potassium Measurement","","Code_219","7635c861-b024-46e8-943e-2a16bab6da05"
"Code","C36292","NCI Thesaurus","Laboratory Test Result","","Code_225","2fe793e2-6901-49c4-b0ef-596b3198ef67"
"Code","C83309","NCI Thesaurus","Laboratory Test Fasting Status","","Code_226","81234f64-a034-438b-b7ce-c54fb2578dbf"
"Code","C64567","NCI Thesaurus","Molarity Unit","","Code_227","80b9ce2d-f611-4622-9394-767ce45a87ac"
"Code","C70713","NCI Thesaurus","Biospecimen Type","","Code_228","ecf4adcd-49d7-45e2-a630-b1213f6d12cb"
"Code","C64809","NCI Thesaurus","Sodium Measurement","","Code_224","e7edad70-fc0c-49db-a9e3-dbbe17b21ff5"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_230","8299cd19-6ddf-443d-a767-ebad96bd3318"
"Code","C42547","http://www.cdisc.org","Pascal","2023-09-29","Code_231","83164e1b-f616-42ff-8c84-24426673c49b"
"Code","C49669","NCI Thesaurus","Unit of Pressure","","Code_232","44925f2c-65e6-4c67-91f9-1312e2858574"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_233","7dc184ed-5165-4d21-ad9f-6012a213699d"
"Code","C123975","NCI Thesaurus","Vital Signs Laterality","","Code_234","b2186dc2-3899-4db2-b5b6-b477438a5257"
"Code","C82535","NCI Thesaurus","Test Method","","Code_235","9b2eaea6-58cb-4e94-b83b-277a8c414af9"
"Code","C83114","NCI Thesaurus","Vital Signs Position","","Code_236","ba75ba7c-ff35-4563-86fa-d6aad8a7f7e8"
"Code","C25298","NCI Thesaurus","Systolic Blood Pressure","","Code_229","4d211bdb-e5d3-423f-ad27-d66aa280a67d"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_238","80d539d9-aa01-4b9b-95a0-6992ea8bdf83"
"Code","C42547","http://www.cdisc.org","Pascal","2023-09-29","Code_239","0fb9d19c-207b-49da-9b80-ee8e5b27ae88"
"Code","C49669","NCI Thesaurus","Unit of Pressure","","Code_240","a021ad7c-ba16-42be-9a9a-4acd1767472b"
"Code","C83088","NCI Thesaurus","Vital Signs Location","","Code_241","a350d141-d6cd-452b-9c1a-f58ed97b58fc"
"Code","C123975","NCI Thesaurus","Vital Signs Laterality","","Code_242","1e31a95f-16be-4d0b-ad99-f1664e22d356"
"Code","C82535","NCI Thesaurus","Test Method","","Code_243","c96f96ad-5a60-4d10-9d10-bbf0a91825c1"
"Code","C83114","NCI Thesaurus","Vital Signs Position","","Code_244","21d47c95-f1eb-4428-a034-f95f740fe641"
"Code","C25299","NCI Thesaurus","Diastolic Blood Pressure","","Code_237","1d78fb62-b7c9-46ea-b0dc-cbb2a76e6c70"
"Code","C173522","NCI Thesaurus","Vital Signs Result","","Code_246","a260dd38-f8c6-4984-8498-44481576dce6"
