"instanceType","datatype","isRequired","name","label","isEnabled","id","uuid:ID"
"BiomedicalConceptProperty","string","True","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty_61","aafc5a06-1a66-407a-8c98-6495d600ce0a"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_62","69eb5fa4-5d17-408b-854b-be9e0d18ac84"
"BiomedicalConceptProperty","string","True","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_63","337a9fd5-ae70-43f0-a033-4bd65c3f708f"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_64","fa405fa3-4815-45c0-a828-785d673845e1"
"BiomedicalConceptProperty","string","True","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty_65","b790b89a-b0d1-4ce7-9cad-0aed1f1387cd"
"BiomedicalConceptProperty","string","True","Test Method","Test Method","True","BiomedicalConceptProperty_66","6dbf43b9-a5f5-4dac-ae10-0bfc1b340d10"
"BiomedicalConceptProperty","string","True","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty_67","276115c6-c83c-47a9-9c0e-372349f20e07"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_68","689aaadd-be61-418b-9a53-ef631532a726"
"BiomedicalConceptProperty","string","True","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_69","90cd8835-e0d5-4968-83e9-9e7a79adde38"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_70","62df14ca-ab24-4ff3-b67d-1cbc9ff1cc63"
"BiomedicalConceptProperty","string","True","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty_71","7cff7fc3-259e-4547-acf5-9902d1516579"
"BiomedicalConceptProperty","string","True","Test Method","Test Method","True","BiomedicalConceptProperty_72","a7cfc295-0de4-4770-b7f8-d4d9350cd9d9"
"BiomedicalConceptProperty","string","True","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty_73","6485140d-be27-4036-8be0-d8a801333b03"
"BiomedicalConceptProperty","integer","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_74","49725405-64e3-4fd5-83de-fb802af67505"
"BiomedicalConceptProperty","string","True","Count per Minute","Count per Minute","True","BiomedicalConceptProperty_75","01058a60-35f3-4ba3-8488-62f4567ac844"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_76","0d71f96a-deae-4847-a6b0-1dcc8e89b140"
"BiomedicalConceptProperty","string","True","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty_77","b725a3ae-ff71-49cb-8cdd-b7cf33d21dce"
"BiomedicalConceptProperty","string","True","Test Method","Test Method","True","BiomedicalConceptProperty_78","635e3965-8b29-4c78-b873-9d1316537bc5"
"BiomedicalConceptProperty","string","True","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty_79","bd6803e1-a7f5-4c26-bb89-efb99fb01555"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_80","f8723403-a11c-4c71-bd36-d497622d6dca"
"BiomedicalConceptProperty","string","True","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_81","36688dc1-0415-43f2-aece-593049e9c145"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_82","0f391cec-c393-4ba8-a676-414549cc2d0b"
"BiomedicalConceptProperty","string","True","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty_83","615bfcaf-4855-4fb8-a27c-92ab3d8a2cfd"
"BiomedicalConceptProperty","string","True","Test Method","Test Method","True","BiomedicalConceptProperty_84","9847df4d-d933-467e-9ef2-6abe794b4cdd"
"BiomedicalConceptProperty","string","True","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty_85","8759c923-e22d-4123-ae33-f226021b1f41"
"BiomedicalConceptProperty","decimal","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_86","4513dd1c-c0e3-469b-aeb4-069aea47fbc2"
"BiomedicalConceptProperty","string","True","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty_87","82749f25-7db4-4d63-97ea-63985c17c1f3"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_88","ae463e00-a52f-46a9-8eb4-d0aa76e82276"
"BiomedicalConceptProperty","string","True","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty_89","3de9b24c-4f6d-4e35-9142-822a7aecf6a2"
"BiomedicalConceptProperty","string","True","Test Method","Test Method","True","BiomedicalConceptProperty_90","cca07cf5-f0c6-405a-a948-b98e7e22dce0"
"BiomedicalConceptProperty","string","True","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty_91","1d2a6c2d-705a-45dc-8fd4-86579540d61c"
"BiomedicalConceptProperty","integer","True","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty_92","b5cba22e-5983-45d1-a82f-1cefd952241d"
"BiomedicalConceptProperty","string","True","Count per Minute","Count per Minute","True","BiomedicalConceptProperty_93","7512b378-9dae-4a1b-9880-a8e658ec40fe"
"BiomedicalConceptProperty","string","True","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty_94","2f4b73e1-b8de-42b5-9b7f-6a721bb9bc13"
"BiomedicalConceptProperty","string","True","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty_95","ed737746-cebd-4833-9e9b-ea5489549959"
"BiomedicalConceptProperty","string","True","Test Method","Test Method","True","BiomedicalConceptProperty_96","01d1b89b-71a2-4674-ad05-34afe90a06d5"
"BiomedicalConceptProperty","string","True","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty_97","85883108-fcf8-4019-817a-3f2de0939686"
