"isRequired","label","id","isEnabled","uuid:ID","datatype","name","instanceType"
"True","Unit of Weight","BiomedicalConceptProperty_31","True","fe995c2f-02eb-4f38-a1c1-0e0b2d795861","string","Unit of Weight","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_32","True","ccb3c2f8-24e9-4391-b4ab-29a600d81260","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Height","BiomedicalConceptProperty_33","True","a8e87787-6cdf-4398-aa2c-f7e45ec99f2b","string","Unit of Height","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_34","True","7d2ac2f6-9059-43dc-b4ca-5b2b5c2a1444","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","True","77563e69-d5e3-4c6f-9435-8991c3a8a2dc","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","True","b5f1f021-dbf1-4d94-99b5-574c047a3f22","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_37","True","4970e4b4-8f74-410b-b5c1-d8ab1c48a712","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_38","True","c1388513-cdb6-42a8-aa55-c510977401cd","string","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","True","0d6752b0-01e1-4749-ad96-71efd68d8962","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_40","True","143fd11f-5d86-48da-8c4a-1a029d9dc0f5","string","Unit of Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_41","True","d1d1656c-899c-4e49-b534-b7da86a88e23","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_42","True","3d3d3d42-da7b-42e5-9271-b4d79a6c1db7","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","True","262cf440-6cb6-4bc9-8119-4c775281a0bf","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","True","dd3fd1d5-7081-4cd6-971a-882c2216f0a4","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_45","True","1e481bcd-cea5-45f8-8449-4e27d71a0260","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_46","True","2455a245-cb91-4970-addf-0f458e0d339c","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","True","5845c74e-60f6-4fec-ac20-22916abf2b90","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","True","f3b3545f-16e8-40c0-a070-a1a393d41f3c","string","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_49","True","172dabb1-2faa-461f-80b5-2572fe691c1e","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_50","True","795c134f-f395-4080-980b-3b7fd39b1473","string","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","True","cd6674b2-1447-4191-9444-a0cea0993165","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Unit of Concentration","BiomedicalConceptProperty_52","True","afbaf4bf-176b-477c-9818-fb2cb2b072d1","string","Unit of Concentration","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_53","True","59a0b09d-a94a-41b2-8482-b16177ae18cf","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_54","True","a58ecaa2-c472-435b-a1f1-24ce705b6daa","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","True","374221a7-239c-4aa0-8124-da743f60f790","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_56","True","e7fe5639-2dd4-438d-beca-dc465bacec3c","string","Molarity Unit","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_57","True","68c7d1be-3834-4507-86f2-0031784fb329","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Laboratory Test Result","BiomedicalConceptProperty_58","True","c6733154-b71a-4666-bb52-9c56da183e54","decimal","Laboratory Test Result","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","True","33a75581-50ea-43e0-98cc-e6ce47594b7e","boolean","Laboratory Test Fasting Status","BiomedicalConceptProperty"
"True","Molarity Unit","BiomedicalConceptProperty_60","True","12f6fa3c-a5e5-43cc-a2c8-7d913d3848dc","string","Molarity Unit","BiomedicalConceptProperty"
"True","Biospecimen Type","BiomedicalConceptProperty_61","True","2f2e5833-1f63-4bb0-9c22-9025659bebbc","string","Biospecimen Type","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_62","True","2d2b2cc0-9baf-445b-a41f-77a19a5cc58e","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_63","True","d140929d-eb27-4f00-a6b9-c6c8704b169d","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_64","True","16af5b2b-a910-4b09-aa49-2d86531176d1","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_65","True","1999e3b1-4d17-4f43-b141-1644f177c3fa","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_66","True","a14ce84f-ed8e-4559-a527-83148175a98d","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_67","True","f411fe8a-cc52-4e5e-8a0b-c74b5ddbf638","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_68","True","2c3c7a01-581a-42a0-9b72-116f2f406a8c","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_69","True","c3a27ee5-2628-46a8-b0e6-ebb2c0ab0ab4","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_70","True","4005acd6-e388-43d3-842e-982ecbf5f6d6","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_71","True","66f50810-dd77-4de6-bf41-f6e3d1dff025","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_72","True","6c304e6f-4859-41a1-a6f9-203be6f38ca7","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_73","True","9be50850-7106-4aef-8f2f-f22ec57996c9","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_74","True","3106974a-8eef-4841-95c9-8934835ac7eb","integer","Vital Signs Result","BiomedicalConceptProperty"
"True","Count per Minute","BiomedicalConceptProperty_75","True","5dbc71a5-8da0-4361-aeed-4181ea6b69ea","string","Count per Minute","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_76","True","42d44405-05ac-4d5a-bcb2-7b81ee4c6776","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_77","True","10a83900-957a-4b07-b137-56b9d0811496","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_78","True","532d83b4-856e-40bd-9763-2d144b15b4e5","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_79","True","98888b3a-7c01-4cb9-8236-96b9d1b0bcb1","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_80","True","97cfd3d5-7c30-42aa-a94f-945a6acafed7","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_81","True","ef2a12ea-5379-4863-aff9-8cbf084f0019","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_82","True","f567b079-afec-4eb0-94af-c9a57a0c1b5f","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_83","True","56fcd845-9a11-457b-9646-58c44ff6c5b0","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_84","True","eaa9741f-c46b-4df0-a8e6-b4ccb097f06e","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_85","True","d328183c-faf8-4491-bad4-0c849efc2e44","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_86","True","ee59be4e-7760-44a3-9173-f3e3e8e4f4d1","decimal","Vital Signs Result","BiomedicalConceptProperty"
"True","Unit of Pressure","BiomedicalConceptProperty_87","True","f6d5f2e1-9cc8-4b76-bc6b-054aeed5b16e","string","Unit of Pressure","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_88","True","c8bf2bf0-19b2-42bd-8ea1-b62c304e8862","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_89","True","dae63cb6-6fed-4d5a-b39a-7e78eb17d1a7","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_90","True","6ee71130-f07e-44ac-9575-b57e2e64d1f2","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_91","True","31a37a39-03cd-45cc-b049-df28804d7b12","string","Vital Signs Position","BiomedicalConceptProperty"
"True","Vital Signs Result","BiomedicalConceptProperty_92","True","3be3ee71-8b78-4b4b-9ba9-694529ffe827","integer","Vital Signs Result","BiomedicalConceptProperty"
"True","Count per Minute","BiomedicalConceptProperty_93","True","e9be72e2-913e-4b15-bc90-1d3d4f716e16","string","Count per Minute","BiomedicalConceptProperty"
"True","Vital Signs Location","BiomedicalConceptProperty_94","True","2a01cf52-8aae-4709-ab45-da13a145dbd2","string","Vital Signs Location","BiomedicalConceptProperty"
"True","Vital Signs Laterality","BiomedicalConceptProperty_95","True","cc298696-01b9-4358-bf0e-1d25bc782758","string","Vital Signs Laterality","BiomedicalConceptProperty"
"True","Test Method","BiomedicalConceptProperty_96","True","80111a80-65a7-471d-91e8-fdce4540bed4","string","Test Method","BiomedicalConceptProperty"
"True","Vital Signs Position","BiomedicalConceptProperty_97","True","17716f18-6bd9-46f7-85cc-f1c2e8826a07","string","Vital Signs Position","BiomedicalConceptProperty"
