"code","codeSystemVersion","instanceType","uuid:ID","codeSystem","decode","id"
"C25716","2023-12-15","Code","f09890d6-9b94-4722-942c-970486a65bc5","http://www.cdisc.org","Visit","Code_105"
"C51282","2023-12-15","Code","3b3200a9-f4ac-410a-b96f-b20a99d4b24b","http://www.cdisc.org","Clinic","Code_106"
"C175574","2023-12-15","Code","04cf1ef5-cf3a-4934-bde1-4f7e983b8d00","http://www.cdisc.org","In Person","Code_107"
"C171537","2023-12-15","Code","6d67b211-f6f6-43cf-8806-d7941ff906dd","http://www.cdisc.org","Telephone Call","Code_108"
"C25716","2023-12-15","Code","798c4c44-96fa-4aa8-b4b8-c5189e727715","http://www.cdisc.org","Visit","Code_109"
"C51282","2023-12-15","Code","a9f3f773-aa37-430a-992e-4cf01fcd20b0","http://www.cdisc.org","Clinic","Code_110"
"C175574","2023-12-15","Code","8505521e-ce14-4b00-819d-8c646f44688d","http://www.cdisc.org","In Person","Code_111"
"C171537","2023-12-15","Code","29076c24-2f15-42aa-bb8e-eb2b0770195f","http://www.cdisc.org","Telephone Call","Code_112"
"C25716","2023-12-15","Code","162c49d0-45cd-47db-8597-4cb1d8010622","http://www.cdisc.org","Visit","Code_113"
"C51282","2023-12-15","Code","a41a3069-1f48-4d7b-ac7a-58433240904c","http://www.cdisc.org","Clinic","Code_114"
"C175574","2023-12-15","Code","af2e5e7f-ae85-4c4d-828b-2139ccf761e6","http://www.cdisc.org","In Person","Code_115"
"C171537","2023-12-15","Code","135e52a6-52a2-439c-bfde-9f2f92db3ba5","http://www.cdisc.org","Telephone Call","Code_116"
"C25716","2023-12-15","Code","f0bd238a-7646-41df-9d88-1f98791e04b0","http://www.cdisc.org","Visit","Code_117"
"C51282","2023-12-15","Code","111f7dde-e1b2-4cf5-a4b0-d02b06a1c83b","http://www.cdisc.org","Clinic","Code_118"
"C175574","2023-12-15","Code","141cf574-86c9-425c-9673-f9413310b346","http://www.cdisc.org","In Person","Code_119"
"C25716","2023-12-15","Code","45f656ef-0dc2-468b-bc91-a8c594da1bd1","http://www.cdisc.org","Visit","Code_120"
"C51282","2023-12-15","Code","70365d0d-7a0d-47e6-99ea-0e46c21629e8","http://www.cdisc.org","Clinic","Code_121"
"C175574","2023-12-15","Code","a0e7e523-f8de-4864-b491-18b7b4a3526c","http://www.cdisc.org","In Person","Code_122"
"383371000119108","January 31, 2018","Code","e50f1afe-bc79-4fb6-b54d-506b53fe2244","SNOMED","CT of head without contrast","Code_80"
"123","12","Code","d27e70d3-f366-4e62-8432-e70cd325c317","SPONSOR","Subject Supine","Code_81"
"124","12","Code","a1956916-9b00-4101-b74a-63dfdfa4438a","SPONSOR","Subject Standing","Code_82"
"C82977","2023-12-15","Code","68c7bddf-0ad7-4b08-ae3a-56ec7a8e4674","http://www.cdisc.org","Dictionary-derived Term","Code_429"
"C82571","2023-12-15","Code","d3cdea7c-64b5-4d33-9ad9-ff5e33138167","http://www.cdisc.org","Reported Event Term","Code_430"
"C82517","2023-12-15","Code","5db2a725-597a-4e83-b1ce-0f2bb14c0eec","http://www.cdisc.org","Observation Start Date Time","Code_431"
"C16735","2023-12-15","Code","b266f00d-8b2a-4c38-96da-213279155054","http://www.cdisc.org","Informed Consent","Code_432"
"C20197","2023-12-15","Code","1478d837-5e34-4d97-9adb-ddf5d920f58d","http://www.cdisc.org","Male","Code_433"
"C16576","2023-12-15","Code","cc0584f3-f618-4ac3-95ab-9adf499c25c0","http://www.cdisc.org","Female","Code_434"
"C28421","2023-12-15","Code","401487b1-354b-4c15-96c3-a296c88060f2","http://www.cdisc.org","Sex","Code_435"
"C28421","2023-12-15","Code","23876d2a-b0d5-44f3-995d-63ddf453786c","http://www.cdisc.org","Sex","Code_436"
"C17049","2023-12-15","Code","34ec7175-c499-48f3-a766-36079cc7ee86","http://www.cdisc.org","Race","Code_437"
"C17049","2023-12-15","Code","e2b9c540-b566-4023-8a6e-3cd1191c3562","http://www.cdisc.org","Race","Code_438"
"C174446","2023-12-15","Code","03970859-72d7-4be7-ae96-2c480e165c6c","http://www.cdisc.org","TEMP","Code_439"
"C77140","2023-12-15","Code","ca11ee4a-a7dc-4373-8d89-8f8397e50978","http://www.cdisc.org","Clinical Test Result","Code_440"
"C42559","2023-12-15","Code","500205d7-6c75-4791-a1a8-00aa1253a840","http://www.cdisc.org","Degree Celsius","Code_441"
"C44277","2023-12-15","Code","a1ae0982-702d-4cc7-a0f9-1188e925e52a","http://www.cdisc.org","Degree Fahrenheit","Code_442"
"C42537","2023-12-15","Code","469dab3d-4a53-48a8-a0f8-ab23b58aa061","http://www.cdisc.org","Kelvin","Code_443"
"C44276","2023-12-15","Code","1d7c9823-c0e1-4a95-9dfd-eb4d36b99123","http://www.cdisc.org","Unit of Temperature","Code_444"
"C12674","2023-12-15","Code","b6d14059-891f-41da-b120-132296b0da1a","http://www.cdisc.org","Axilla","Code_445"
"C12394","2023-12-15","Code","909bfa63-65e2-4b5b-bc28-5135118768fb","http://www.cdisc.org","Ear","Code_446"
"C89803","2023-12-15","Code","d67f6638-4cfe-48bc-8126-e5260bf7945c","http://www.cdisc.org","Forehead","Code_447"
"C12421","2023-12-15","Code","e6070762-adc1-4d2c-93a5-abed7ac2f4d6","http://www.cdisc.org","Oral Cavity","Code_448"
"C12390","2023-12-15","Code","5a2bc5c1-000d-4a17-9c92-286d4c4936c1","http://www.cdisc.org","Rectum","Code_449"
"C13717","2023-12-15","Code","1f7af9dc-5b05-4911-a65b-0626d52e452c","http://www.cdisc.org","Anatomic Site","Code_450"
"C174446","2023-12-15","Code","e1e8914a-aad6-4309-8921-2db82dacb765","http://www.cdisc.org","TEMP","Code_451"
"C25208","2023-12-15","Code","f2914385-34f2-4f6f-bca0-7ef5d3d4ec3c","http://www.cdisc.org","WEIGHT","Code_452"
"C77140","2023-12-15","Code","c0d070f5-0700-47c7-bfc1-cf5edf555f9c","http://www.cdisc.org","Clinical Test Result","Code_453"
"C48531","2023-12-15","Code","1ef796a2-8226-43cd-81ba-c6dbab23898b","http://www.cdisc.org","Pound","Code_454"
"C48155","2023-12-15","Code","ad75088c-8989-494d-b037-70356cb3f6e0","http://www.cdisc.org","Gram","Code_455"
"C28252","2023-12-15","Code","3a20c0f7-cee4-4da0-aa18-898236bc7271","http://www.cdisc.org","Kilogram","Code_456"
"C48208","2023-12-15","Code","5646b640-93e6-4ff3-8b6b-3734c356817e","http://www.cdisc.org","Unit of Weight","Code_457"
"C25208","2023-12-15","Code","fc42cea7-e82a-4cf3-914f-a44b6020875f","http://www.cdisc.org","WEIGHT","Code_458"
"C25347","2023-12-15","Code","bb9a1448-b434-4c6c-a65c-7ad7649fbc79","http://www.cdisc.org","HEIGHT","Code_459"
"C77140","2023-12-15","Code","ad664053-c3f5-402a-8b3e-9d35afcb9faf","http://www.cdisc.org","Clinical Test Result","Code_460"
"C49668","2023-12-15","Code","8e773df4-6dfe-42c6-83dc-070a9d184b68","http://www.cdisc.org","Centimeter","Code_461"
"C48500","2023-12-15","Code","a381b6ad-988b-407b-acae-7287f0fd8759","http://www.cdisc.org","Inch","Code_462"
"C41139","2023-12-15","Code","2eeaa92a-5871-4194-a8f6-f91be2a8e473","http://www.cdisc.org","Meter","Code_463"
"C168688","2023-12-15","Code","6ee2f422-f5cb-4e8f-80da-1110b45b5a58","http://www.cdisc.org","Unit of Height","Code_464"
"C25347","2023-12-15","Code","41d7ee76-8f63-439d-9422-fb6c44d28f40","http://www.cdisc.org","HEIGHT","Code_465"
"C64433","2023-12-15","Code","f6cf0934-4605-42eb-ac0b-6e31532b9deb","http://www.cdisc.org","ALT","Code_466"
"C36292","2023-12-15","Code","cef534a9-205a-4fe2-80c6-968468762ba9","http://www.cdisc.org","Laboratory Test Result","Code_467"
"C67456","2023-12-15","Code","f916ce2f-c1a0-40b7-b231-fb77704862c0","http://www.cdisc.org","Unit per Liter","Code_468"
"C67397","2023-12-15","Code","a9da17a3-52b5-425c-94ad-582d3b3352b2","http://www.cdisc.org","Microkatal per Liter","Code_469"
"C67376","2023-12-15","Code","c8435a29-28dd-4c47-8d9f-d0b11ffd126e","http://www.cdisc.org","International Unit per Liter","Code_470"
"C70510","2023-12-15","Code","a5a64cc3-a313-4213-a289-67cfc404a567","http://www.cdisc.org","Nanokatal per Liter","Code_471"
"C67365","2023-12-15","Code","26258a2f-fe56-43c4-a22e-96bfbfd8208b","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_472"
"C70713","2023-12-15","Code","aa282fb6-a7d2-4501-af98-247eaf25a23a","http://www.cdisc.org","Biospecimen Type","Code_473"
"C49487","2023-12-15","Code","a81ef611-4edd-4a49-b6eb-acbc6956ac64","http://www.cdisc.org","No","Code_474"
"C49488","2023-12-15","Code","b91ce3f3-9714-405b-b585-9515d200e8a6","http://www.cdisc.org","Yes","Code_475"
"C83309","2023-12-15","Code","b0c462e4-a7b1-485a-b159-02c078480e8c","http://www.cdisc.org","Laboratory Test Fasting Status","Code_476"
"C64433","2023-12-15","Code","fd58eb9d-819b-4c3e-8f70-de8a2f9508b6","http://www.cdisc.org","ALT","Code_477"
"C64431","2023-12-15","Code","0f0ea2f1-0410-4afc-abd2-23cc475e566b","http://www.cdisc.org","ALB","Code_478"
"C36292","2023-12-15","Code","36ef87a6-f324-417a-8b99-1b2f8e2b77bc","http://www.cdisc.org","Laboratory Test Result","Code_479"
"C70713","2023-12-15","Code","68e28dd2-b7cd-45da-a824-46cd1c1b37f1","http://www.cdisc.org","Biospecimen Type","Code_480"
"C49487","2023-12-15","Code","c712db8e-3fed-47d9-b2c0-d940a0ea2395","http://www.cdisc.org","No","Code_481"
"C49488","2023-12-15","Code","69d16e6e-edce-4097-b090-98e0a27ac549","http://www.cdisc.org","Yes","Code_482"
"C83309","2023-12-15","Code","61fa6f3b-ad9c-44a1-8671-158733cf2483","http://www.cdisc.org","Laboratory Test Fasting Status","Code_483"
"C64431","2023-12-15","Code","d2f19744-29a7-4876-a16a-8d2e2395eb0b","http://www.cdisc.org","ALB","Code_484"
"C64432","2023-12-15","Code","e888d344-5ddc-4128-bbc3-ebf5f0cc44b2","http://www.cdisc.org","ALP","Code_485"
"C36292","2023-12-15","Code","ed5eebaf-3897-45bf-b496-23ec90700bf4","http://www.cdisc.org","Laboratory Test Result","Code_486"
"C67456","2023-12-15","Code","5e2b4620-fa6f-4545-a345-83618179e5e2","http://www.cdisc.org","Unit per Liter","Code_487"
"C67397","2023-12-15","Code","e0f40195-0000-424e-800d-0851401ba0d7","http://www.cdisc.org","Microkatal per Liter","Code_488"
"C67376","2023-12-15","Code","436b39ab-e322-4a18-99e1-f61e0568ff04","http://www.cdisc.org","International Unit per Liter","Code_489"
"C67365","2023-12-15","Code","6fde4f22-eee0-4d0a-9bd0-39cfc38f94e9","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_490"
"C70713","2023-12-15","Code","00faf910-ef15-41de-924b-dcd5984b569c","http://www.cdisc.org","Biospecimen Type","Code_491"
"C49487","2023-12-15","Code","bf9212eb-4d8f-40f1-a63f-934354a8c590","http://www.cdisc.org","No","Code_492"
"C49488","2023-12-15","Code","1d348bef-8957-46d0-bcb0-b51181d02d87","http://www.cdisc.org","Yes","Code_493"
"C83309","2023-12-15","Code","c18ac2b0-0422-47d1-b034-14a36120feff","http://www.cdisc.org","Laboratory Test Fasting Status","Code_494"
"C64432","2023-12-15","Code","0125706d-bcf0-4440-aad7-62b5c80423f9","http://www.cdisc.org","ALP","Code_495"
"C64467","2023-12-15","Code","b38a58f3-3658-4dc4-945f-384c63c96a04","http://www.cdisc.org","AST","Code_496"
"C36292","2023-12-15","Code","1ff9e044-82c4-4777-81a0-a30bfe3e31b8","http://www.cdisc.org","Laboratory Test Result","Code_497"
"C67456","2023-12-15","Code","a227478c-4fc6-4609-a785-93d99ec19fb0","http://www.cdisc.org","Unit per Liter","Code_498"
"C67397","2023-12-15","Code","354063f1-905c-46a7-9198-0f0034db4261","http://www.cdisc.org","Microkatal per Liter","Code_499"
"C67376","2023-12-15","Code","8022f30f-abd7-431f-9004-923ef71466fb","http://www.cdisc.org","International Unit per Liter","Code_500"
"C67365","2023-12-15","Code","1b855f23-0c0a-4c71-8f49-15ef2afe4395","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_501"
"C70713","2023-12-15","Code","741950c8-0803-4568-81ae-e7ef00493a7f","http://www.cdisc.org","Biospecimen Type","Code_502"
"C49487","2023-12-15","Code","f3ad33e1-1dae-4724-98e9-40f8c4d2c39f","http://www.cdisc.org","No","Code_503"
"C49488","2023-12-15","Code","d4da0a56-b15c-4eb5-aa07-8afadb52a31e","http://www.cdisc.org","Yes","Code_504"
"C83309","2023-12-15","Code","e23f5359-b60d-41c6-9add-5e81d95802ec","http://www.cdisc.org","Laboratory Test Fasting Status","Code_505"
"C64467","2023-12-15","Code","e92085fb-5873-4c79-835b-7736dbd5b640","http://www.cdisc.org","AST","Code_506"
"C64547","2023-12-15","Code","96ee4c54-4071-4798-ba4e-2d3beb4254ce","http://www.cdisc.org","CREAT","Code_507"
"C36292","2023-12-15","Code","391ec87b-9670-485e-8a1e-e25098af2104","http://www.cdisc.org","Laboratory Test Result","Code_508"
"C67015","2023-12-15","Code","8e7de8a3-ce81-4f29-85bd-78cc4d4a6323","http://www.cdisc.org","Milligram per Deciliter","Code_509"
"C64572","2023-12-15","Code","d4a09ac3-46a6-4ec9-9d8a-d3be32a528df","http://www.cdisc.org","Microgram per Milliliter","Code_510"
"C64387","2023-12-15","Code","b0f4c915-27ff-4d9e-aa8c-4f4194bf42bb","http://www.cdisc.org","Millimole per Liter","Code_511"
"C48508","2023-12-15","Code","b96df878-4d24-4b78-9477-5695e2b1b9ab","http://www.cdisc.org","Micromole per Liter","Code_512"
"C48207","2023-12-15","Code","39664b5a-bfbf-4c1c-9d99-bf3084d3e3d1","http://www.cdisc.org","Unit of Concentration","Code_513"
"C70713","2023-12-15","Code","f1f4fef6-4da0-44c5-8770-bec083ba4336","http://www.cdisc.org","Biospecimen Type","Code_514"
"C49487","2023-12-15","Code","c48acec7-a6e3-47c3-88f6-54c65ae577c9","http://www.cdisc.org","No","Code_515"
"C49488","2023-12-15","Code","776151da-81d6-479a-9a8b-8d11a64d6a58","http://www.cdisc.org","Yes","Code_516"
"C83309","2023-12-15","Code","328b12d0-e1f3-4417-8bad-b8274bec6c88","http://www.cdisc.org","Laboratory Test Fasting Status","Code_517"
"C64547","2023-12-15","Code","cb640e94-d6de-41ae-8e51-31c14f180ce8","http://www.cdisc.org","CREAT","Code_518"
"C64853","2023-12-15","Code","9e042b79-6b23-419b-aa72-d9dec4dda661","http://www.cdisc.org","K","Code_519"
"C36292","2023-12-15","Code","3dfcd457-6b0b-4460-83df-6e0b11950ff7","http://www.cdisc.org","Laboratory Test Result","Code_520"
"C67474","2023-12-15","Code","c050a2a1-1ae4-40f1-8951-5979adaa709d","http://www.cdisc.org","Milliequivalent per Liter","Code_521"
"C67473","2023-12-15","Code","864bd094-80cf-41a9-9b9d-f53640486021","http://www.cdisc.org","Milliequivalent per Deciliter","Code_522"
"C64387","2023-12-15","Code","98fb0a4f-d020-49c9-8b16-56865111f22b","http://www.cdisc.org","Millimole per Liter","Code_523"
"C64567","2023-12-15","Code","88b44e8d-cc0f-4d64-af41-b1e31944818f","http://www.cdisc.org","Molarity Unit","Code_524"
"C70713","2023-12-15","Code","51389cee-b1fd-4b79-a352-8af7f27f033d","http://www.cdisc.org","Biospecimen Type","Code_525"
"C49487","2023-12-15","Code","5973eef4-fb89-4f18-b659-974a3cb8488d","http://www.cdisc.org","No","Code_526"
"C49488","2023-12-15","Code","77a7b8e1-672b-46f1-84a9-c7ddb21e974d","http://www.cdisc.org","Yes","Code_527"
"C83309","2023-12-15","Code","041470e4-6eca-496b-be5b-25a1058c59fd","http://www.cdisc.org","Laboratory Test Fasting Status","Code_528"
"C64853","2023-12-15","Code","8b187e33-b46d-4507-96c8-efa3eefacd72","http://www.cdisc.org","K","Code_529"
"C64809","2023-12-15","Code","315781fc-1439-4770-b79d-7ccdf4f7ec61","http://www.cdisc.org","SODIUM","Code_530"
"C36292","2023-12-15","Code","1e5482d5-8dc9-42ed-9d61-c134a82bd1f9","http://www.cdisc.org","Laboratory Test Result","Code_531"
"C67474","2023-12-15","Code","fbe121ac-6ddc-41da-b466-fbcdd149a53d","http://www.cdisc.org","Milliequivalent per Liter","Code_532"
"C67473","2023-12-15","Code","b9c9128b-286e-4c70-b2db-20e050679a1e","http://www.cdisc.org","Milliequivalent per Deciliter","Code_533"
"C64387","2023-12-15","Code","3a07a67e-8351-4b33-8614-22bf019ea4a7","http://www.cdisc.org","Millimole per Liter","Code_534"
"C64567","2023-12-15","Code","8d2293ef-a731-441e-a472-9d0bbd364fed","http://www.cdisc.org","Molarity Unit","Code_535"
"C70713","2023-12-15","Code","5030093e-9e1f-4487-999a-7cf80472ff49","http://www.cdisc.org","Biospecimen Type","Code_536"
"C49487","2023-12-15","Code","9ef9089c-e906-4f06-98e8-eb1bede42f0b","http://www.cdisc.org","No","Code_537"
"C49488","2023-12-15","Code","298d655a-6266-4188-a79d-994223858c05","http://www.cdisc.org","Yes","Code_538"
"C83309","2023-12-15","Code","39367210-ed25-414f-8118-8615440f7788","http://www.cdisc.org","Laboratory Test Fasting Status","Code_539"
"C64809","2023-12-15","Code","96c8ca36-ec5d-4bcf-8ba0-39284fdf78c8","http://www.cdisc.org","SODIUM","Code_540"
"C64849","2023-12-15","Code","c8677efe-467d-41ec-9644-06d8fe0b494d","http://www.cdisc.org","HBA1C","Code_541"
"C36292","2023-12-15","Code","e2c9ec3b-8cb0-4118-b123-4fbb4bc56cb3","http://www.cdisc.org","Laboratory Test Result","Code_542"
"C64783","2023-12-15","Code","630dfd21-431b-483a-b376-76f98afd7f48","http://www.cdisc.org","Gram per Deciliter","Code_543"
"No Concept Code","2023-12-15","Code","65ff5b1c-3d5f-4f5b-b09d-3aafa31c2b5d","http://www.cdisc.org","LBORRESU","Code_544"
"C70713","2023-12-15","Code","0a86e850-5a67-4e15-bcd9-8bb6637f9235","http://www.cdisc.org","Biospecimen Type","Code_545"
"C49487","2023-12-15","Code","a361ffea-248a-4fca-b03c-87456a8cb1f8","http://www.cdisc.org","No","Code_546"
"C49488","2023-12-15","Code","1a16bb53-57d9-43cd-8b66-b6275efa792a","http://www.cdisc.org","Yes","Code_547"
"C83309","2023-12-15","Code","1c2d7a2b-b266-4f4d-9c13-95754cc17fde","http://www.cdisc.org","Laboratory Test Fasting Status","Code_548"
"C64849","2023-12-15","Code","e8d838fd-7e6e-48ba-a819-f8b20b58547c","http://www.cdisc.org","HBA1C","Code_549"
"C78541","2023-12-15","Code","09ca0b75-4b2e-4818-bec9-2e084596a34b","http://www.cdisc.org","Adverse Event Verbatim Description","Code_145"
"C83344","2023-12-15","Code","22898313-8eec-4cf6-8841-1a05b929b2fc","http://www.cdisc.org","Adverse Event Dictionary Derived Term","Code_146"
"C49487","2023-12-15","Code","26413c3d-b4a6-4b4f-add1-8c29b11735d1","http://www.cdisc.org","No","Code_147"
"C49488","2023-12-15","Code","1bf2e53d-7d90-45ae-a07f-5a4b26f3aa52","http://www.cdisc.org","Yes","Code_148"
"C87840","2023-12-15","Code","8ccc23db-1bf4-4095-9ba1-8bff19c60618","http://www.cdisc.org","Adverse Event Pre-specified","Code_149"
"C83205","2023-12-15","Code","d253143d-a96f-41bf-baa0-5cbc693251a4","http://www.cdisc.org","Adverse Event Location","Code_150"
"C53253","2023-12-15","Code","412a887f-bdee-4d40-bfe4-32af413b6949","http://www.cdisc.org","Severity of Adverse Event","Code_151"
"C49487","2023-12-15","Code","cefd5fe3-c288-4c66-b978-1dd8f25a79e0","http://www.cdisc.org","No","Code_152"
"C49488","2023-12-15","Code","88f28e39-2764-4635-82d3-f4bd72487ee4","http://www.cdisc.org","Yes","Code_153"
"C53252","2023-12-15","Code","a70266eb-9893-4e0d-a5ae-bbfd05ff8630","http://www.cdisc.org","Seriousness of Adverse Event","Code_154"
"C83013","2023-12-15","Code","68cc55bb-b033-4c19-b53f-dd59c079a624","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","Code_155"
"C83109","2023-12-15","Code","fbdbe24b-f9cb-4857-8aad-12cded1feb1e","http://www.cdisc.org","Other Actions taken in Response to Adverse Event","Code_156"
"C41358","2023-12-15","Code","73b28239-916d-40d9-bb24-f51bd7465dcf","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","Code_157"
"C83210","2023-12-15","Code","39148d3a-ea9a-45a5-a93a-19d235521901","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","Code_158"
"C83208","2023-12-15","Code","fe579fa4-d9b2-43b9-a703-a3df4be72cf8","http://www.cdisc.org","Adverse Event Pattern","Code_159"
"C49489","2023-12-15","Code","f66c1f58-5657-4553-948b-c8040b1f9b2d","http://www.cdisc.org","Adverse Event Outcome","Code_160"
"C49487","2023-12-15","Code","a9be384e-5e0d-40b8-907a-3bc7fc3e1224","http://www.cdisc.org","No","Code_161"
"C49488","2023-12-15","Code","534e1d3c-0eeb-4e89-91ea-11a37c945736","http://www.cdisc.org","Yes","Code_162"
"C83211","2023-12-15","Code","37f448ec-a6e9-40bc-9fd5-b678f527e8d3","http://www.cdisc.org","Adverse Event Involves Cancer","Code_163"
"C49487","2023-12-15","Code","07d5bd34-2f41-48a8-a9b9-07f8629019db","http://www.cdisc.org","No","Code_164"
"C49488","2023-12-15","Code","013ac4ad-9114-4587-b3cf-ce7f29be2ce8","http://www.cdisc.org","Yes","Code_165"
"C83117","2023-12-15","Code","fd287c58-cbaf-4ebf-8fcf-bb70caf8c3d6","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","Code_166"
"C49487","2023-12-15","Code","de42ea11-b3f2-4838-a8a6-bc61e6437e6d","http://www.cdisc.org","No","Code_167"
