"uuid:ID","id","sectionTitle","name","text","sectionNumber"
"a0172fc4-cf5c-4903-ba8e-4fa0839412db","NarrativeContent_19","Start of Trial and End of Trial","SECTION 4.4","<div></div>","4.4"
"747462ce-939d-4ec1-b5f3-3438e1b5743a","NarrativeContent_20","TRIAL POPULATION","SECTION 5","<div></div>","5"
"01e4bd1b-e6e9-480b-a380-4e6db4400199","NarrativeContent_21","Selection of Trial Population","SECTION 5.1","<div></div>","5.1"
"123b96e7-2afb-4b8f-8597-976a6a115e1e","NarrativeContent_22","Rationale for Trial Population","SECTION 5.2","<div></div>","5.2"
"89c0598f-0a8d-475f-bf46-fcac65d4edb7","NarrativeContent_23","Inclusion Criteria","SECTION 5.3","<div><p>Inclusion criteria are:</p>
<ul>
  <li>1. Something</li>
  <li>2. Something else</li>
</ul></div>","5.3"
"f9ac4f59-28c0-4afc-a464-63b22664714d","NarrativeContent_24","Exclusion Criteria","SECTION 5.4","<div><p>Exclusion criteria are:</p>
<ul>
  <li>1. Dont do this</li>
  <li>2. And don't do that</li>
</ul></div>","5.4"
"79c12ead-7f0b-4b38-a5d6-b157a2bd4b16","NarrativeContent_25","Lifestyle Considerations","SECTION 5.5","<div></div>","5.5"
"0ddd4c13-451c-4029-ae72-ed3d662648cf","NarrativeContent_26","Meals and Dietary Restrictions","SECTION 5.5.1","<div></div>","5.5.1"
"258b8eb7-2bd3-4aab-8338-cce3f3a6edb9","NarrativeContent_27","Caffeine, Alcohol, Tobacco, and Other Habits","SECTION 5.5.2","<div></div>","5.5.2"
"7dd2af3c-b37e-4942-aa1a-478d702c0cf7","NarrativeContent_28","Physical Activity","SECTION 5.5.3","<div></div>","5.5.3"
"8e82b3a5-e121-4f90-865e-9334f0433d11","NarrativeContent_29","Other Activity","SECTION 5.5.4","<div></div>","5.5.4"
"346cb043-a9a2-48c2-84fd-dec2a9553fb6","NarrativeContent_30","Screen Failures","SECTION 5.6","<div></div>","5.6"
"0ac392d7-18c4-4d76-b3ae-47b301e3da8e","NarrativeContent_31","TRIAL INTERVENTION AND CONCOMITANT THERAPY","SECTION 6","<div></div>","6"
"d1695e8d-4195-411d-82e4-0fb680684434","NarrativeContent_32","Description of Trial Intervention","SECTION 6.1","<div></div>","6.1"
"dd29a06f-6974-464d-b0d4-c3ff101d0115","NarrativeContent_33","Rationale for Trial Intervention","SECTION 6.2","<div></div>","6.2"
"8eccc3df-348c-49cb-bfc4-4f72416b63be","NarrativeContent_34","Dosing and Administration","SECTION 6.3","<div></div>","6.3"
"6816dccf-04cc-478d-893f-098570578cd2","NarrativeContent_35","Trial Intervention Dose Modification","SECTION 6.3.1","<div></div>","6.3.1"
"bfe8bcb7-7d0e-42a1-b837-6be6529c5179","NarrativeContent_36","Treatment of Overdose","SECTION 6.4","<div></div>","6.4"
"00c1cead-52ed-4aad-ba20-69ffb59fae7d","NarrativeContent_37","Preparation, Handling, Storage and Accountability","SECTION 6.5","<div></div>","6.5"
"524717fd-5093-4676-a3e7-4cf70dce058c","NarrativeContent_38","Preparation of Trial Intervention","SECTION 6.5.1","<div></div>","6.5.1"
"818bf754-978d-4a17-a35f-366309b3b384","NarrativeContent_39","Handling and Storage of Trial Intervention","SECTION 6.5.2","<div></div>","6.5.2"
"53744029-f748-4516-a99b-fddba1c0f140","NarrativeContent_40","Accountability of Trial Intervention","SECTION 6.5.3","<div></div>","6.5.3"
"53e29371-4e81-4bf8-a3b9-0696048c9cba","NarrativeContent_41","Participant Assignment, Randomisation and Blinding","SECTION 6.6","<div></div>","6.6"
"c978b038-0bc2-48fa-9b3c-e9a125ecd659","NarrativeContent_42","Participant Assignment","SECTION 6.6.1","<div></div>","6.6.1"
"5bc3fd90-6052-4595-85a7-16780f9f5c31","NarrativeContent_43","Randomisation","SECTION 6.6.2","<div></div>","6.6.2"
"d7a21080-bd4b-4835-a4ce-71a1478c172b","NarrativeContent_44","Blinding and Unblinding","SECTION 6.6.3","<div><p>Blinding and unblinding text here please</p></div>","6.6.3"
"9dab5671-6a52-43d2-849d-7ad0b0153745","NarrativeContent_45","Trial Intervention Compliance","SECTION 6.7","<div></div>","6.7"
"d53d7787-17db-4a26-bc61-010e803dbd87","NarrativeContent_46","Concomitant Therapy","SECTION 6.8","<div></div>","6.8"
"758090a7-208c-4ee8-a0a8-c9d16210cfe5","NarrativeContent_47","Prohibited Concomitant Therapy","SECTION 6.8.1","<div></div>","6.8.1"
"4be6739c-d316-465e-8a56-cc1f2663f377","NarrativeContent_48","Permitted Concomitant Therapy","SECTION 6.8.2","<div></div>","6.8.2"
"84879a9a-0ecd-4a63-ba3e-f0949203b1cf","NarrativeContent_49","Rescue Therapy","SECTION 6.8.3","<div></div>","6.8.3"
"a4e1cf93-b78b-4e4f-9bb1-af97fa6d33d6","NarrativeContent_50","Other Therapy","SECTION 6.8.4","<div></div>","6.8.4"
"9a14d898-b25f-4885-b617-7f143920c85e","NarrativeContent_51","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","<div></div>","7"
"17d9f8a5-cf43-42e9-a12f-4039c7af63cc","NarrativeContent_52","Discontinuation of Trial Intervention","SECTION 7.1","<div></div>","7.1"
"0b1dc73c-5ec4-4b42-8d60-b5bf84d0f51d","NarrativeContent_53","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","<div></div>","7.1.1"
"ec393656-381b-484a-9ba7-623054e507f6","NarrativeContent_54","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","<div></div>","7.1.2"
"38ec7828-9548-48fc-9b03-ed5c414ed4e0","NarrativeContent_55","Rechallenge","SECTION 7.1.3","<div></div>","7.1.3"
"b89b3408-eb2f-495d-bac9-f5ca1bc8c1e6","NarrativeContent_56","Participant Withdrawal from the Trial","SECTION 7.2","<div></div>","7.2"
"45e55b13-c994-4ef3-a67c-e00915360226","NarrativeContent_57","Lost to Follow-Up","SECTION 7.3","<div></div>","7.3"
"5f9ab986-2009-4fab-b61e-c395f4dfd9c6","NarrativeContent_58","Trial Stopping Rules","SECTION 7.4","<div></div>","7.4"
"5a32a82c-6743-4a22-97f9-482ed57c56d2","NarrativeContent_59","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","<div></div>","8"
"4e338ec3-f54b-4cee-a05d-25a6d1e45c90","NarrativeContent_60","Screening/Baseline Assessments and Procedures","SECTION 8.1","<div></div>","8.1"
"b27964bd-35d9-443f-9a25-12a3c997da29","NarrativeContent_61","Efficacy Assessments and Procedures","SECTION 8.2","<div></div>","8.2"
"21f8c1c0-2f0a-4eae-85af-c13dd55f4a6b","NarrativeContent_62","Safety Assessments and Procedures","SECTION 8.3","<div></div>","8.3"
"eef26288-15ae-4cac-9d1c-d5ea6610e796","NarrativeContent_63","Physical Examination","SECTION 8.3.1","<div></div>","8.3.1"
"6d823dca-2990-4acf-9b98-1e6e4069ee0e","NarrativeContent_64","Vital Signs","SECTION 8.3.2","<div></div>","8.3.2"
"9aca678e-6d61-4f65-8aee-5713b0efeeb2","NarrativeContent_65","Electrocardiograms","SECTION 8.3.3","<div></div>","8.3.3"
"1ce36983-7b58-42cc-88ac-72ad59adfe2f","NarrativeContent_66","Clinical Laboratory Assessments","SECTION 8.3.4","<div></div>","8.3.4"
"94ccb1c8-50ec-4b1c-a8e8-ebd4afb53730","NarrativeContent_67","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","<div></div>","8.3.5"
"ceebbc3a-4a6b-4286-90d5-383288d5ebd8","NarrativeContent_68","Adverse Events and Serious Adverse Events","SECTION 8.4","<div></div>","8.4"
"bb953494-765b-41cf-868a-9b10a93d641a","NarrativeContent_69","Definitions of AE and SAE","SECTION 8.4.1","<div></div>","8.4.1"
"80a9e268-b6a5-4742-86b4-acd1757b75e6","NarrativeContent_70","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","<div></div>","8.4.2"
"a67082be-14a0-44a6-87fe-1cfcebba22e3","NarrativeContent_71","Identifying AEs and SAEs","SECTION 8.4.3","<div></div>","8.4.3"
"6f41630d-e679-4ef2-bed0-f672cf11b8df","NarrativeContent_72","Recording of AEs and SAEs","SECTION 8.4.4","<div></div>","8.4.4"
"c328ecfc-9afd-4c52-bbf6-34151eff7109","NarrativeContent_73","Follow-up of AEs and SAEs","SECTION 8.4.5","<div></div>","8.4.5"
"be6472a6-7c31-464e-bb29-c2a874fad07b","NarrativeContent_74","Reporting of SAEs","SECTION 8.4.6","<div></div>","8.4.6"
"e686c60f-26a0-41ca-9d58-2f5185a2969a","NarrativeContent_75","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","<div></div>","8.4.7"
"8c302602-9fd3-4bd4-abf1-45db1bb68544","NarrativeContent_76","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","<div></div>","8.4.8"
"11fcff88-f0f1-43fb-9263-d07b29ac18a1","NarrativeContent_77","Adverse Events of Special Interest","SECTION 8.4.9","<div></div>","8.4.9"
"50cfc349-4ab2-48b3-bf5a-f80b5d15b466","NarrativeContent_78","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","<div></div>","8.4.10"
"99321e2c-a783-46f6-831a-967590e87cce","NarrativeContent_79","Pregnancy and Postpartum Information","SECTION 8.5","<div></div>","8.5"
"3695039c-dadb-488c-9d20-85a334c0e8a4","NarrativeContent_80","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","<div></div>","8.5.1"
"c7549dc0-8791-4937-8d13-7abb4c8869e3","NarrativeContent_81","Participants Whose Partners Become Pregnant","SECTION 8.5.2","<div></div>","8.5.2"
"223db002-942a-449f-8896-ad664842afdf","NarrativeContent_82","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","<div></div>","8.6"
"97eb0e2c-1451-447c-b153-b55d160be1d0","NarrativeContent_83","Definition of Medical Device Product Complaints","SECTION 8.6.1","<div></div>","8.6.1"
"25d19c92-334e-4822-98a9-503acb2cfe7f","NarrativeContent_84","Recording of Medical Device Product Complaints","SECTION 8.6.2","<div></div>","8.6.2"
"fc406a8b-1f46-4065-b45f-64d42c7d3c77","NarrativeContent_85","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","<div></div>","8.6.3"
"a2932d07-fd86-4f8f-ba93-fdf292282a2c","NarrativeContent_86","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","<div></div>","8.6.4"
"734e384a-9ff2-4310-80c5-62a35f5d2b37","NarrativeContent_87","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","<div></div>","8.6.5"
"0a7bec33-4997-4604-bece-93980fc877ad","NarrativeContent_88","Pharmacokinetics","SECTION 8.7","<div></div>","8.7"
"4fbc0b0c-4950-43ce-a59f-b160890f77af","NarrativeContent_89","Genetics","SECTION 8.8","<div></div>","8.8"
"c8218a95-2cbd-4d5b-97ff-a1af49ca4e21","NarrativeContent_90","Biomarkers","SECTION 8.9","<div></div>","8.9"
"979eab64-76b8-46a4-979b-858a9ff30fe4","NarrativeContent_91","Immunogenicity Assessments","SECTION 8.1","<div></div>","8.1"
"59da2c06-a76a-4461-a5b9-c2eaca608f5a","NarrativeContent_92","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","<div></div>","8.1.1"
"86dd1b7c-5aa2-4b8c-8aaa-44d3dd1458d1","NarrativeContent_93","STATISTICAL CONSIDERATIONS","SECTION 9","<div></div>","9"
"b9d19f25-0f10-4d8c-ab76-39f02958f79a","NarrativeContent_94","Analysis Sets","SECTION 9.1","<div></div>","9.1"
"48818c72-83cc-4d01-b22e-a29ecd35ac16","NarrativeContent_95","Analyses Supporting Primary Objective(s)","SECTION 9.2","<div></div>","9.2"
"1c1162f5-7fd4-47f0-879e-9e180705cb9a","NarrativeContent_96","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","<div></div>","9.2.1"
"7aa26897-c804-47fe-a9d5-47c62e1b2fb8","NarrativeContent_97","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","<div></div>","9.2.2"
"4d663217-0149-42a8-ad58-0da088e1a801","NarrativeContent_98","Handling of Missing Data","SECTION 9.2.3","<div></div>","9.2.3"
"18db49ea-8ee5-4641-86f1-08e763f98dd3","NarrativeContent_99","Sensitivity Analysis","SECTION 9.2.4","<div></div>","9.2.4"
"b921555c-853b-49fd-86cb-9a4b1c3044a9","NarrativeContent_100","Supplementary Analysis","SECTION 9.2.5","<div></div>","9.2.5"
"b48f7a32-6c55-4c49-8b3c-5917dde6431c","NarrativeContent_101","Analysis Supporting Secondary Objective(s)","SECTION 9.3","<div></div>","9.3"
"2bf5f992-eb7f-43f3-8427-fd6ecad80564","NarrativeContent_102","Analysis of Exploratory Objective(s)","SECTION 9.4","<div></div>","9.4"
"18a5d664-f1f6-4e08-ba32-0bb133211b59","NarrativeContent_103","Safety Analyses","SECTION 9.5","<div></div>","9.5"
"3265682a-1ada-4afe-9885-be5b5efda89e","NarrativeContent_104","Other Analyses","SECTION 9.6","<div></div>","9.6"
"e446f223-8c5c-4239-9baf-38e5020ec464","NarrativeContent_105","Interim Analyses","SECTION 9.7","<div></div>","9.7"
"e12a1bd8-fd52-4e9a-9019-e814d4c48abf","NarrativeContent_106","Sample Size Determination","SECTION 9.8","<div></div>","9.8"
"b1a82a7e-e12b-4381-b658-b95a6eaa7f3b","NarrativeContent_107","Protocol Deviations","SECTION 9.9","<div></div>","9.9"
"7b8832a7-b573-4885-8dc2-6a722979d953","NarrativeContent_108","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","<div></div>","10"
"cbb17147-7f82-436a-8457-d6261ac502f0","NarrativeContent_109","Regulatory and Ethical Considerations","SECTION 10.1","<div></div>","10.1"
"3f25339e-6bff-40c4-9b2e-f7328b315713","NarrativeContent_110","Committees","SECTION 10.2","<div></div>","10.2"
"59f5260c-0283-4a46-82c5-22a3878f22ac","NarrativeContent_111","Informed Consent Process","SECTION 10.3","<div></div>","10.3"
"867abc12-014a-4c66-912b-1f10b6abe992","NarrativeContent_112","Data Protection","SECTION 10.4","<div></div>","10.4"
"73bab52f-f0f9-4a66-9781-84dbb265d388","NarrativeContent_113","Early Site Closure or Trial Termination","SECTION 10.5","<div></div>","10.5"
"79d44391-db9b-466f-8312-7cc675945b2b","NarrativeContent_114","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","<div></div>","11"
"5fd6ec89-13c2-4a0b-8953-1f6cc0400369","NarrativeContent_115","Quality Tolerance Limits","SECTION 11.1","<div></div>","11.1"
"02827808-d681-4feb-81d3-a46cc9134513","NarrativeContent_116","Data Quality Assurance","SECTION 11.2","<div></div>","11.2"
"75118355-213a-4351-9bbb-fedf20078a31","NarrativeContent_117","Source Data","SECTION 11.3","<div></div>","11.3"
"db25dd41-5a15-4f8c-ba02-155b9693723a","NarrativeContent_118","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","<div></div>","12"
"2a560ca2-168e-4f96-a0c9-f1807dfcf4c9","NarrativeContent_119","Further Details and Clarifications on the AE Definition","SECTION 12.1","<div></div>","12.1"
"fbf5857d-4670-426a-8354-4af9d0dc48e7","NarrativeContent_120","Further Details and Clarifications on the SAE Definition","SECTION 12.2","<div></div>","12.2"
"d815f3f5-da66-42c2-8d8c-c786414cba87","NarrativeContent_121","Severity","SECTION 12.3","<div></div>","12.3"
"ececa405-47a1-4082-8bd5-c3f67819c18b","NarrativeContent_122","Causality","SECTION 12.4","<div></div>","12.4"
"6e48d8ee-81c4-4d2a-9874-aaecbd8a98f0","NarrativeContent_123","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","<div></div>","13"
"970fd3a8-4bce-4252-90ac-e02997bde5d8","NarrativeContent_124","Contraception and Pregnancy Testing","SECTION 13.1","<div></div>","13.1"
"925f4ea4-699e-44e5-b7a1-223f4f4cd642","NarrativeContent_125","Definitions Related to Childbearing Potential","SECTION 13.1.1","<div></div>","13.1.1"
"fbec8871-f192-4d81-825b-9efe204a44ce","NarrativeContent_126","Contraception","SECTION 13.1.2","<div></div>","13.1.2"
"5678bed1-9168-4c8a-9475-a205491f5c9f","NarrativeContent_127","Pregnancy Testing","SECTION 13.1.3","<div></div>","13.1.3"
"8460106a-1c74-45a0-8a98-dadaf68c907d","NarrativeContent_128","Clinical Laboratory Tests","SECTION 13.2","<div></div>","13.2"
"5ba8333a-f70c-4ec0-9047-aa291d6c018a","NarrativeContent_129","Country/Region-Specific Differences","SECTION 13.3","<div></div>","13.3"
"a3eedf27-d79c-4ef5-b4e0-ebd651436a52","NarrativeContent_130","Prior Protocol Amendments","SECTION 13.4","<div></div>","13.4"
"52e20889-38e1-4cf8-bdd4-eafa7c2d1895","NarrativeContent_131","APPENDIX: GLOSSARY OF TERMS","SECTION 14","<div></div>","14"
"a4739d01-4888-4484-9fec-863319ceeec7","NarrativeContent_132","APPENDIX: REFERENCES","SECTION 15","<div></div>","15"
