"isEnabled","label","datatype","instanceType","isRequired","id","uuid:ID","name"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_53","b5a3bdaf-700c-4748-9f10-d9399c3cbbfd","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_54","1e816591-2552-4d39-b207-8fe36b7fbcfc","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_55","8e619813-737d-46b8-9435-c971c62887ee","Laboratory Test Fasting Status"
"True","Molarity Unit","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_56","f4f63cfa-57c3-4bb7-9fc8-a008a7b4e846","Molarity Unit"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_57","5c1d78ae-057a-4fa4-bdc1-4b4ce15ebde1","Biospecimen Type"
"True","Laboratory Test Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_58","32a90bd0-ec05-45c3-837b-17e7072ae36f","Laboratory Test Result"
"True","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty","True","BiomedicalConceptProperty_59","38b76dbf-fc73-4108-adc3-92771236d235","Laboratory Test Fasting Status"
"True","Molarity Unit","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_60","c5292863-5c69-475c-9e85-0b2ce5b977cc","Molarity Unit"
"True","Biospecimen Type","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_61","4a63950c-cbb4-40ad-9b16-154789af5a06","Biospecimen Type"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_62","e2c0df15-d2b5-40fe-84cb-ddb8214fd3fa","Vital Signs Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_63","803efb6b-a33a-4b45-8cf3-fd7e9dbc4071","Unit of Pressure"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_64","99c3b631-74d7-4083-b4d5-4d807509c8fd","Vital Signs Location"
"True","Vital Signs Laterality","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_65","126dd0d5-0147-4a37-ac4b-b640e319ebc4","Vital Signs Laterality"
"True","Test Method","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_66","4092deee-fede-4c6c-b9a6-f0d031d2841e","Test Method"
"True","Vital Signs Position","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_67","83fd78de-95e4-46d1-9a1e-12bea6e1dd01","Vital Signs Position"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_68","1af042bf-1431-4d70-ab70-250cf5073a99","Vital Signs Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_69","87e1cfdb-a961-4743-b843-4a81852bf761","Unit of Pressure"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_70","b9f03277-171e-4215-9aa9-7b6cdc4a3551","Vital Signs Location"
"True","Vital Signs Laterality","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_71","77811c1b-be21-442a-be91-858661b24db2","Vital Signs Laterality"
"True","Test Method","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_72","f3ea503a-faef-40cf-be23-acd6393b0426","Test Method"
"True","Vital Signs Position","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_73","cd2ab10d-f4bf-4b03-8f73-55702131cca6","Vital Signs Position"
"True","Vital Signs Result","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_74","6f2b141a-b422-4bae-8c1c-11cc4ecf89d0","Vital Signs Result"
"True","Count per Minute","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_75","01e596d1-7816-4406-af3c-61f97fc93f45","Count per Minute"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_76","528468c4-4683-43cb-827c-7ab01ad3674c","Vital Signs Location"
"True","Vital Signs Laterality","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_77","2dccbef5-d05d-47f7-ac0a-20c6e83e4090","Vital Signs Laterality"
"True","Test Method","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_78","5226b2ec-f47a-4a03-a6db-ce3f13e90fd4","Test Method"
"True","Vital Signs Position","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_79","a791e517-e859-435d-a6bd-8d7c63ae2d85","Vital Signs Position"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_80","aa73d003-57e3-4a12-bc4f-c239ee5634e2","Vital Signs Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_81","af3fd17a-f25e-4820-b279-3f0c159863c2","Unit of Pressure"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_82","a86d8a24-22fa-4163-8e58-3e80aaa2bb00","Vital Signs Location"
"True","Vital Signs Laterality","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_83","50a5014b-0d8f-4145-bcf5-d8014d5c8a33","Vital Signs Laterality"
"True","Test Method","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_84","b4df8ad1-e626-4b45-904f-f1337577bff1","Test Method"
"True","Vital Signs Position","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_85","9d9fe21f-d81b-43c6-ae73-4238a13e390a","Vital Signs Position"
"True","Vital Signs Result","decimal","BiomedicalConceptProperty","True","BiomedicalConceptProperty_86","d7c5b679-dddc-437e-be3f-01c493865391","Vital Signs Result"
"True","Unit of Pressure","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_87","d7b2dfd0-fde2-4dd7-8e40-3754a12541e5","Unit of Pressure"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_88","afd398b8-6635-4a82-a302-9aa4a94033fc","Vital Signs Location"
"True","Vital Signs Laterality","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_89","6374252a-24a8-4fb7-8abb-738b4a6adace","Vital Signs Laterality"
"True","Test Method","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_90","0da5bc9e-420c-4951-9e98-780057543510","Test Method"
"True","Vital Signs Position","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_91","71500237-764a-4eb7-a09a-99b3e08d79ef","Vital Signs Position"
"True","Vital Signs Result","integer","BiomedicalConceptProperty","True","BiomedicalConceptProperty_92","39e42d79-55c4-437a-a6d1-090716f37be3","Vital Signs Result"
"True","Count per Minute","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_93","ead64a17-d984-40fe-aec0-f86fa75fcb45","Count per Minute"
"True","Vital Signs Location","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_94","a6bc674a-4c26-4240-bcaf-2369f2f91ba1","Vital Signs Location"
"True","Vital Signs Laterality","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_95","a8292b27-e2f6-459a-922c-6e75ffec56da","Vital Signs Laterality"
"True","Test Method","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_96","780befeb-0d1b-4d3d-b201-097298e8ca8c","Test Method"
"True","Vital Signs Position","string","BiomedicalConceptProperty","True","BiomedicalConceptProperty_97","4777416a-751d-477e-92f9-de20ea5ee698","Vital Signs Position"
