"uuid:ID","sectionNumber","name","id","instanceType","text","sectionTitle"
"d8d39916-1ce7-460b-9521-a46a55b06638","4.2","SECTION 4.2","NarrativeContent_15","NarrativeContent","<div><p>Previous studies of the oral formulation have shown that xanomeline tartrate may improve behavior and cognition. Effects on behavior are manifest within 2 to 4 weeks of initiation of treatment. The same studies have shown that 8 to 12 weeks are required to demonstrate effects on cognition and clinical global assessment. This study is intended to determine the acute and chronic effects of the TTS formulation in AD; for that reason, the study is of 26 weeks duration. Dosage specification has been made on the basis of tolerance to the xanomeline TTS in a clinical pharmacology study (H2Q-EW-LKAA), and target plasma levels as determined in studies of the oral formulation of xanomeline (H2Q-MC-LZZA).</p></div>","Rationale for Trial Design"
"29ff276d-964c-4e1e-b89d-07f96351d1b2","4.2.1","SECTION 4.2.1","NarrativeContent_16","NarrativeContent","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","Rationale for Comparator"
"dd2c9c7c-3564-45d5-abfd-537f994db2f1","4.2.2","SECTION 4.2.2","NarrativeContent_17","NarrativeContent","<div></div>","Rationale for Adaptive or Novel Trial Design"
"0f49c4a2-f238-4299-b8b0-f25d94183fa3","4.2.3","SECTION 4.2.3","NarrativeContent_18","NarrativeContent","<div></div>","Other Trial Design Considerations"
"b6b291f3-1579-4361-b8a4-0e585271b001","4.3","SECTION 4.3","NarrativeContent_19","NarrativeContent","<div></div>","Access to Trial Intervention After End of Trial"
"49716b24-0fd6-435a-abb1-cdcc67b10000","4.4","SECTION 4.4","NarrativeContent_20","NarrativeContent","<div></div>","Start of Trial and End of Trial"
"a5e52844-74ed-4c84-a9f7-c2686d5a797d","5","SECTION 5","NarrativeContent_21","NarrativeContent","<div></div>","TRIAL POPULATION"
"845fba06-5536-4071-8d01-09b29ce09321","5.1","SECTION 5.1","NarrativeContent_22","NarrativeContent","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","Selection of Trial Population"
"bc3fc7c0-73ed-45d5-a928-8ad465822fa2","5.2","SECTION 5.2","NarrativeContent_23","NarrativeContent","<div></div>","Rationale for Trial Population"
"9a07001a-9cbf-4df9-8aea-4ce07a080cbb","5.3","SECTION 5.3","NarrativeContent_24","NarrativeContent","<div><usdm:section name=""M11-inclusion""></div>","Inclusion Criteria"
"5d0cc7f0-f6cb-4f8a-8a72-15287e7cafa6","5.4","SECTION 5.4","NarrativeContent_25","NarrativeContent","<div><usdm:section name=""M11-exclusion""></div>","Exclusion Criteria"
"21b092fd-e2b5-4986-9982-ae5f46dba1bc","5.5","SECTION 5.5","NarrativeContent_26","NarrativeContent","<div></div>","Lifestyle Considerations"
"2974e7b0-66dd-485c-9221-83eaa162b1be","5.5.1","SECTION 5.5.1","NarrativeContent_27","NarrativeContent","<div></div>","Meals and Dietary Restrictions"
"078e6a01-20f5-421d-88f8-389d0af5c4a9","5.5.2","SECTION 5.5.2","NarrativeContent_28","NarrativeContent","<div><p>Not applicable</p></div>","Caffeine, Alcohol, Tobacco, and Other Habits"
"4d053833-e77b-416b-86b8-313dfd1923f8","5.5.3","SECTION 5.5.3","NarrativeContent_29","NarrativeContent","<div></div>","Physical Activity"
"7ec47b06-8e30-4b2f-b5d2-3327d7659a68","5.5.4","SECTION 5.5.4","NarrativeContent_30","NarrativeContent","<div></div>","Other Activity"
"e96abaeb-aa9b-4851-9233-f8e47a0fd365","5.6","SECTION 5.6","NarrativeContent_31","NarrativeContent","<div></div>","Screen Failures"
"36cbc84d-931c-471b-b088-674ea8d1d350","6","SECTION 6","NarrativeContent_32","NarrativeContent","<div></div>","TRIAL INTERVENTION AND CONCOMITANT THERAPY"
"b1c40d52-2d4e-49f8-9191-8afe40e4522a","6.1","SECTION 6.1","NarrativeContent_33","NarrativeContent","<div></div>","Description of Trial Intervention"
"462fbc60-b2be-466a-8281-1e0cea8e5752","6.2","SECTION 6.2","NarrativeContent_34","NarrativeContent","<div></div>","Rationale for Trial Intervention"
"83977fa6-eb0a-490f-a630-10ce71fbc2fa","6.3","SECTION 6.3","NarrativeContent_35","NarrativeContent","<div></div>","Dosing and Administration"
"f794e46d-e963-49b3-bc06-f90688537225","6.3.1","SECTION 6.3.1","NarrativeContent_36","NarrativeContent","<div></div>","Trial Intervention Dose Modification"
"76744f00-a74d-4e7e-9104-5d13b888fc94","6.4","SECTION 6.4","NarrativeContent_37","NarrativeContent","<div></div>","Treatment of Overdose"
"ad12403e-a7da-4ac1-bce3-2e5cfff58b83","6.5","SECTION 6.5","NarrativeContent_38","NarrativeContent","<div></div>","Preparation, Handling, Storage and Accountability"
"3ba42abe-ab44-4076-8ffa-88bcf4d93d4f","6.5.1","SECTION 6.5.1","NarrativeContent_39","NarrativeContent","<div></div>","Preparation of Trial Intervention"
"0d989b4e-07b9-4a6c-86e7-5bcfb140c478","6.5.2","SECTION 6.5.2","NarrativeContent_40","NarrativeContent","<div></div>","Handling and Storage of Trial Intervention"
"2496ca69-e5eb-4e7c-ad69-a561a3386ae8","6.5.3","SECTION 6.5.3","NarrativeContent_41","NarrativeContent","<div></div>","Accountability of Trial Intervention"
"ca265a7e-5e5a-40e0-ab45-825875099901","6.6","SECTION 6.6","NarrativeContent_42","NarrativeContent","<div></div>","Participant Assignment, Randomisation and Blinding"
"6368c908-ccba-4dbe-8fde-d5349671156e","6.6.1","SECTION 6.6.1","NarrativeContent_43","NarrativeContent","<div></div>","Participant Assignment"
"14417388-eecb-4f83-832b-54e3307130c8","6.6.2","SECTION 6.6.2","NarrativeContent_44","NarrativeContent","<div></div>","Randomisation"
"fba7c7c1-a930-4399-abf4-cc62a7a90030","6.6.3","SECTION 6.6.3","NarrativeContent_45","NarrativeContent","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","Blinding and Unblinding"
"5f63176f-28a0-4f9b-a21d-9ef517628bd6","6.7","SECTION 6.7","NarrativeContent_46","NarrativeContent","<div></div>","Trial Intervention Compliance"
"694f03e4-f09f-4534-ae6d-256ca3db471b","6.8","SECTION 6.8","NarrativeContent_47","NarrativeContent","<div></div>","Concomitant Therapy"
"7b7fe6f3-ceaa-4942-8c6b-19b9d41de98c","6.8.1","SECTION 6.8.1","NarrativeContent_48","NarrativeContent","<div></div>","Prohibited Concomitant Therapy"
"d287ab4a-502c-4b90-ae03-76099596d519","6.8.2","SECTION 6.8.2","NarrativeContent_49","NarrativeContent","<div></div>","Permitted Concomitant Therapy"
"f7f81eac-9d3d-4ec8-9c89-11cf33d6d19d","6.8.3","SECTION 6.8.3","NarrativeContent_50","NarrativeContent","<div></div>","Rescue Therapy"
"0c58aa76-b676-4070-84ee-a549ea1607aa","6.8.4","SECTION 6.8.4","NarrativeContent_51","NarrativeContent","<div></div>","Other Therapy"
"31100256-4523-45e3-b8d7-d053d7a4af67","7","SECTION 7","NarrativeContent_52","NarrativeContent","<div></div>","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL"
"7c1fc00e-fa64-4c63-ad32-c8bb45e66594","7.1","SECTION 7.1","NarrativeContent_53","NarrativeContent","<div></div>","Discontinuation of Trial Intervention"
"a8f01f55-b066-4dee-b831-ca5003ab0e4c","7.1.1","SECTION 7.1.1","NarrativeContent_54","NarrativeContent","<div></div>","Criteria for Permanent Discontinuation of Trial Intervention"
"7bc8bbb7-ee3a-4ec2-aaba-44964b95afe4","7.1.2","SECTION 7.1.2","NarrativeContent_55","NarrativeContent","<div></div>","Temporary Discontinuation or Interruption of Trial Intervention"
"475e0e46-43fc-4abc-8559-452de6ca3173","7.1.3","SECTION 7.1.3","NarrativeContent_56","NarrativeContent","<div></div>","Rechallenge"
"ad25d2c6-3a76-429d-bc18-23b3999bd1b4","7.2","SECTION 7.2","NarrativeContent_57","NarrativeContent","<div></div>","Participant Withdrawal from the Trial"
"2d7ae2f8-b0aa-4647-83fb-c9350cf4f708","7.3","SECTION 7.3","NarrativeContent_58","NarrativeContent","<div></div>","Lost to Follow-Up"
"f2e15b6d-913d-41a8-9884-b7fde69a911d","7.4","SECTION 7.4","NarrativeContent_59","NarrativeContent","<div></div>","Trial Stopping Rules"
"456b9dcc-bec5-4028-a8d8-384d22fba243","8","SECTION 8","NarrativeContent_60","NarrativeContent","<div></div>","TRIAL ASSESSMENTS AND PROCEDURES"
"92b31a0d-46ff-4ca3-8fba-a4b9f7b1cfe3","8.1","SECTION 8.1","NarrativeContent_61","NarrativeContent","<div></div>","Screening/Baseline Assessments and Procedures"
"e293fc30-396c-43b1-a6bf-30b074cd766a","8.2","SECTION 8.2","NarrativeContent_62","NarrativeContent","<div></div>","Efficacy Assessments and Procedures"
"d46b577f-4c9e-41a5-aa32-de8d675a899f","8.3","SECTION 8.3","NarrativeContent_63","NarrativeContent","<div></div>","Safety Assessments and Procedures"
"77e20a49-b081-4175-940a-a5f2d42c63a1","8.3.1","SECTION 8.3.1","NarrativeContent_64","NarrativeContent","<div></div>","Physical Examination"
"120e569f-2f72-425f-b0d2-f1c3dcc0a736","8.3.2","SECTION 8.3.2","NarrativeContent_65","NarrativeContent","<div></div>","Vital Signs"
"3e87cf6d-d5dc-46b1-a173-3f94bbc83eed","8.3.3","SECTION 8.3.3","NarrativeContent_66","NarrativeContent","<div></div>","Electrocardiograms"
"1616c74e-8a25-4eec-ae39-3b5a55f05312","8.3.4","SECTION 8.3.4","NarrativeContent_67","NarrativeContent","<div></div>","Clinical Laboratory Assessments"
"b964b8f5-2678-44e1-a8e8-4f60c0dc8ef8","8.3.5","SECTION 8.3.5","NarrativeContent_68","NarrativeContent","<div></div>","Suicidal Ideation and Behaviour Risk Monitoring"
"b042354e-4278-4c26-bc68-49a14124c067","8.4","SECTION 8.4","NarrativeContent_69","NarrativeContent","<div></div>","Adverse Events and Serious Adverse Events"
"aa119ab7-767d-47e7-8804-ea363f8daf10","8.4.1","SECTION 8.4.1","NarrativeContent_70","NarrativeContent","<div></div>","Definitions of AE and SAE"
"ff5540cb-8ef5-4555-9221-6d8ba8fb1594","8.4.2","SECTION 8.4.2","NarrativeContent_71","NarrativeContent","<div></div>","Time Period and Frequency for Collecting AE and SAE Information"
"65d5ad19-764e-4998-99ef-613dd0fc4c93","8.4.3","SECTION 8.4.3","NarrativeContent_72","NarrativeContent","<div></div>","Identifying AEs and SAEs"
"827fa4f3-4b49-4593-b99e-85040b486707","8.4.4","SECTION 8.4.4","NarrativeContent_73","NarrativeContent","<div></div>","Recording of AEs and SAEs"
"6bce3da0-3421-4e8f-b7f3-7c55358e79cd","8.4.5","SECTION 8.4.5","NarrativeContent_74","NarrativeContent","<div></div>","Follow-up of AEs and SAEs"
"008312cf-80d6-4664-89a5-1c79a8da4dbc","8.4.6","SECTION 8.4.6","NarrativeContent_75","NarrativeContent","<div></div>","Reporting of SAEs"
"26cf7927-bd60-4469-8143-5ed9936c8f7c","8.4.7","SECTION 8.4.7","NarrativeContent_76","NarrativeContent","<div></div>","Regulatory Reporting Requirements for SAEs"
"818a1245-b10a-4e65-b971-4f2af9585581","8.4.8","SECTION 8.4.8","NarrativeContent_77","NarrativeContent","<div></div>","Serious and Unexpected Adverse Reaction Reporting"
"98aa852a-be2a-41a0-bde0-78f15ff19dc2","8.4.9","SECTION 8.4.9","NarrativeContent_78","NarrativeContent","<div></div>","Adverse Events of Special Interest"
"1452c85e-17a6-4192-99da-ae1a4a634677","8.4.10","SECTION 8.4.10","NarrativeContent_79","NarrativeContent","<div></div>","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs"
"d93b5326-deca-435f-9122-55c8c4e3b578","8.5","SECTION 8.5","NarrativeContent_80","NarrativeContent","<div></div>","Pregnancy and Postpartum Information"
"51973f61-49aa-4f5f-be3b-47075b19f62d","8.5.1","SECTION 8.5.1","NarrativeContent_81","NarrativeContent","<div></div>","Participants Who Become Pregnant During the Trial"
"681016fd-79b7-49c5-aa31-f9975d03a2bc","8.5.2","SECTION 8.5.2","NarrativeContent_82","NarrativeContent","<div></div>","Participants Whose Partners Become Pregnant"
"c806928c-3bbf-4100-9f4e-0a0d08935d73","8.6","SECTION 8.6","NarrativeContent_83","NarrativeContent","<div></div>","Medical Device Product Complaints for Drug/Device Combination Products"
"f364020f-ba33-41f9-b922-8ff5b3f1eb3a","8.6.1","SECTION 8.6.1","NarrativeContent_84","NarrativeContent","<div></div>","Definition of Medical Device Product Complaints"
"64356c70-dc83-4be4-98e6-d8a1fe0b9677","8.6.2","SECTION 8.6.2","NarrativeContent_85","NarrativeContent","<div></div>","Recording of Medical Device Product Complaints"
"715a11fe-c7f1-4890-9cde-ecd613946e7e","8.6.3","SECTION 8.6.3","NarrativeContent_86","NarrativeContent","<div></div>","Time Period and Frequency for Collecting Medical Device Product Complaints ."
"770b9ebd-23e3-4caf-8a27-7bae7de422be","8.6.4","SECTION 8.6.4","NarrativeContent_87","NarrativeContent","<div></div>","Follow-Up of Medical Device Product Complaints"
"50b87522-aa4e-4410-bb2c-77062be7736e","8.6.5","SECTION 8.6.5","NarrativeContent_88","NarrativeContent","<div></div>","Regulatory Reporting Requirements for Medical Device Product Complaints"
"1d6a503b-ace7-4ece-839d-08613d3c8dad","8.7","SECTION 8.7","NarrativeContent_89","NarrativeContent","<div></div>","Pharmacokinetics"
"7c07f548-5308-45b0-9802-9ee83d8d9bbb","8.8","SECTION 8.8","NarrativeContent_90","NarrativeContent","<div></div>","Genetics"
"1d47c848-3058-411e-9f83-9993dc1fd9f0","8.9","SECTION 8.9","NarrativeContent_91","NarrativeContent","<div></div>","Biomarkers"
"0a4a63c2-4b99-444c-bdda-06c5cd0f9d45","8.1","SECTION 8.1","NarrativeContent_92","NarrativeContent","<div></div>","Immunogenicity Assessments"
"ff4d6a30-9db3-459a-9185-c6bf7f627736","8.1.1","SECTION 8.1.1","NarrativeContent_93","NarrativeContent","<div></div>","Medical Resource Utilisation and Health Economics"
"46e3f249-107f-4c7b-b99f-7dba04ce706a","9","SECTION 9","NarrativeContent_94","NarrativeContent","<div></div>","STATISTICAL CONSIDERATIONS"
"49263241-4b17-4d7a-a5f9-9bebf0cdc088","9.1","SECTION 9.1","NarrativeContent_95","NarrativeContent","<div></div>","Analysis Sets"
"5d8dda88-3ae7-42c9-a861-9e1f365a17b2","9.2","SECTION 9.2","NarrativeContent_96","NarrativeContent","<div></div>","Analyses Supporting Primary Objective(s)"
"1c32b271-ce57-4e23-b362-9c4773db6228","9.2.1","SECTION 9.2.1","NarrativeContent_97","NarrativeContent","<div></div>","Statistical Model, Hypothesis, and Method of Analysis"
"4fd4b36c-f289-4bed-9174-8db0f6157fba","9.2.2","SECTION 9.2.2","NarrativeContent_98","NarrativeContent","<div></div>","Handling of Intercurrent Events of Primary Estimand(s)"
"8229648c-67b3-4378-b49f-32899a3db030","9.2.3","SECTION 9.2.3","NarrativeContent_99","NarrativeContent","<div></div>","Handling of Missing Data"
"3f80b934-00d1-4ad9-acba-b9e916897a03","9.2.4","SECTION 9.2.4","NarrativeContent_100","NarrativeContent","<div></div>","Sensitivity Analysis"
"4bef723f-2f47-40af-985f-1c5d0d5b3b5a","9.2.5","SECTION 9.2.5","NarrativeContent_101","NarrativeContent","<div></div>","Supplementary Analysis"
"42a62a71-b581-4a37-ac00-bfc288f41bd4","9.3","SECTION 9.3","NarrativeContent_102","NarrativeContent","<div></div>","Analysis Supporting Secondary Objective(s)"
"8bed38c2-c82e-41bb-8f81-2f10c065fc07","9.4","SECTION 9.4","NarrativeContent_103","NarrativeContent","<div></div>","Analysis of Exploratory Objective(s)"
"c95b93d1-8848-4bdb-b232-1e01c03cd69d","9.5","SECTION 9.5","NarrativeContent_104","NarrativeContent","<div></div>","Safety Analyses"
"a3c43126-dc59-4321-8ab1-38b9379d8c2b","9.6","SECTION 9.6","NarrativeContent_105","NarrativeContent","<div></div>","Other Analyses"
"0412f485-b57b-4e73-b1fb-aa6a667f6bff","9.7","SECTION 9.7","NarrativeContent_106","NarrativeContent","<div></div>","Interim Analyses"
"8986f006-c2dc-416f-967f-d098801c55df","9.8","SECTION 9.8","NarrativeContent_107","NarrativeContent","<div></div>","Sample Size Determination"
"ed200361-3537-46e2-a237-54dd38ab4a5a","9.9","SECTION 9.9","NarrativeContent_108","NarrativeContent","<div></div>","Protocol Deviations"
"bd2f0032-d119-4ddf-83b9-9012ccdf209c","10","SECTION 10","NarrativeContent_109","NarrativeContent","<div></div>","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT"
"7d8626fc-5d0b-4db3-ad20-5078f18ac460","10.1","SECTION 10.1","NarrativeContent_110","NarrativeContent","<div></div>","Regulatory and Ethical Considerations"
"74ff674c-0be8-426a-acb3-cfb89db634df","10.2","SECTION 10.2","NarrativeContent_111","NarrativeContent","<div></div>","Committees"
"dc63d146-a692-424f-a835-325d6685d0c4","10.3","SECTION 10.3","NarrativeContent_112","NarrativeContent","<div></div>","Informed Consent Process"
"799da9f1-0c82-4913-a435-0e0455f6f8f9","10.4","SECTION 10.4","NarrativeContent_113","NarrativeContent","<div></div>","Data Protection"
"6d00ed3b-74c1-4e28-b508-42ec02eae527","10.5","SECTION 10.5","NarrativeContent_114","NarrativeContent","<div></div>","Early Site Closure or Trial Termination"
"f42c6cbf-de86-465c-bee0-b50a7c42446c","11","SECTION 11","NarrativeContent_115","NarrativeContent","<div></div>","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE"
"e42892cc-e355-409c-a9d4-21fe4f9e81bb","11.1","SECTION 11.1","NarrativeContent_116","NarrativeContent","<div></div>","Quality Tolerance Limits"
"f64279a0-6de6-4d6a-bd95-66021496c956","11.2","SECTION 11.2","NarrativeContent_117","NarrativeContent","<div></div>","Data Quality Assurance"
"1ec9650f-d09c-4c35-915c-b7ced7ad372d","11.3","SECTION 11.3","NarrativeContent_118","NarrativeContent","<div></div>","Source Data"
"63ab86c5-74fc-429f-bbc5-7f5f58a29dde","12","SECTION 12","NarrativeContent_119","NarrativeContent","<div></div>","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY"
"d487d40e-db3b-4a37-8edb-e129309d0f41","12.1","SECTION 12.1","NarrativeContent_120","NarrativeContent","<div></div>","Further Details and Clarifications on the AE Definition"
"60c24335-274d-4b0c-a34d-4cc1960a1c1c","12.2","SECTION 12.2","NarrativeContent_121","NarrativeContent","<div></div>","Further Details and Clarifications on the SAE Definition"
"f66f4939-1e05-46ee-acdd-b8bcb9359b2d","12.3","SECTION 12.3","NarrativeContent_122","NarrativeContent","<div></div>","Severity"
"ce22b7c8-575a-4d53-a836-b47a32da7656","12.4","SECTION 12.4","NarrativeContent_123","NarrativeContent","<div></div>","Causality"
"3dac934a-4c6b-4a6b-b04e-4309934e72d0","13","SECTION 13","NarrativeContent_124","NarrativeContent","<div></div>","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS"
"16748dbd-0873-412a-a83e-4142e533c98f","13.1","SECTION 13.1","NarrativeContent_125","NarrativeContent","<div></div>","Contraception and Pregnancy Testing"
"639edd4a-8bec-4ed3-a73e-84fd55955c64","13.1.1","SECTION 13.1.1","NarrativeContent_126","NarrativeContent","<div></div>","Definitions Related to Childbearing Potential"
"731c8ced-c420-45cd-93f9-5bc19165a616","13.1.2","SECTION 13.1.2","NarrativeContent_127","NarrativeContent","<div></div>","Contraception"
"75763ef8-2db9-4bc1-a7e0-89eda4a1b88c","13.1.3","SECTION 13.1.3","NarrativeContent_128","NarrativeContent","<div></div>","Pregnancy Testing"
"605ed709-3b0a-4c14-b801-48d9bae9c6c4","13.2","SECTION 13.2","NarrativeContent_129","NarrativeContent","<div></div>","Clinical Laboratory Tests"
"fd3f3020-ab37-4649-9e30-e15aa8a16009","13.3","SECTION 13.3","NarrativeContent_130","NarrativeContent","<div></div>","Country/Region-Specific Differences"
"5a1a1975-688c-4581-ab6d-9b0be2d37027","13.4","SECTION 13.4","NarrativeContent_131","NarrativeContent","<div></div>","Prior Protocol Amendments"
"2021d1ac-06da-4388-85f6-82fb928e50a1","14","SECTION 14","NarrativeContent_132","NarrativeContent","<div></div>","APPENDIX: GLOSSARY OF TERMS"
"91b5cee5-fba1-43f7-bb20-3138ef430532","15","SECTION 15","NarrativeContent_133","NarrativeContent","<div></div>","APPENDIX: REFERENCES"
