"datatype","uuid:ID","isRequired","name","instanceType","id","isEnabled","label"
"text","0dbdc053-0116-4e66-9e20-f040c74636d3","True","AESER","BiomedicalConceptProperty","BiomedicalConceptProperty_6","True","AESER"
"text","0c7ab431-94cc-4d19-840e-d8ed00a542a8","True","AEACN","BiomedicalConceptProperty","BiomedicalConceptProperty_7","True","AEACN"
"text","5ec4d2b9-6ab0-4cd4-9050-b38a6360f612","True","AEACNOTH","BiomedicalConceptProperty","BiomedicalConceptProperty_8","True","AEACNOTH"
"text","8781c4d5-9c14-4f41-9f1a-2ba7425563d2","True","AEREL","BiomedicalConceptProperty","BiomedicalConceptProperty_9","True","AEREL"
"text","83c12a29-f7f6-4ee6-b05f-d412646d13e9","True","AERELNST","BiomedicalConceptProperty","BiomedicalConceptProperty_10","True","AERELNST"
"text","a7098628-70fd-4c37-8571-dd5162325002","True","AEPATT","BiomedicalConceptProperty","BiomedicalConceptProperty_11","True","AEPATT"
"text","6bcfef6f-a0a2-45d9-a64f-1836ea1f7ff7","True","AEOUT","BiomedicalConceptProperty","BiomedicalConceptProperty_12","True","AEOUT"
"text","73dc0ed8-6a9d-43f9-b263-b3858ac653d3","True","AESCAN","BiomedicalConceptProperty","BiomedicalConceptProperty_13","True","AESCAN"
"text","6a78bb9d-1a48-4c6c-b8cc-4cca9da4347b","True","AESCONG","BiomedicalConceptProperty","BiomedicalConceptProperty_14","True","AESCONG"
"text","49df7fc9-1c95-4e0e-af31-de28c33effd9","True","AESDISAB","BiomedicalConceptProperty","BiomedicalConceptProperty_15","True","AESDISAB"
"text","33d552bb-679a-4559-8f15-e6238650e9d9","True","AESDTH","BiomedicalConceptProperty","BiomedicalConceptProperty_16","True","AESDTH"
"text","315f30b2-ba0f-4e02-9be7-e79e41a76c0b","True","AESHOSP","BiomedicalConceptProperty","BiomedicalConceptProperty_17","True","AESHOSP"
"text","d3e4ebcd-a433-4d1a-b619-728fe4a88ee7","True","AESLIFE","BiomedicalConceptProperty","BiomedicalConceptProperty_18","True","AESLIFE"
"text","02ca299d-755f-41f2-bd3a-0caf5d2a331f","True","AESOD","BiomedicalConceptProperty","BiomedicalConceptProperty_19","True","AESOD"
"text","a19f2ecb-df71-424d-8789-cea647f9d0ad","True","AESMIE","BiomedicalConceptProperty","BiomedicalConceptProperty_20","True","AESMIE"
"text","5f598592-cd5a-4ce5-805b-bf8bb0c90846","True","AECONTRT","BiomedicalConceptProperty","BiomedicalConceptProperty_21","True","AECONTRT"
"datetime","ca9eb870-a2f4-4ff8-bdc1-90612bf2cc24","True","AESTDTC","BiomedicalConceptProperty","BiomedicalConceptProperty_22","True","AESTDTC"
"datetime","6478a919-411f-4882-aa80-7b72403579b7","True","AEENDTC","BiomedicalConceptProperty","BiomedicalConceptProperty_23","True","AEENDTC"
"","8100ec8f-82cb-42fb-9921-d1e029e62216","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_24","True","VSTESTCD"
"integer","ef077da8-cff6-4bb1-9280-e3250f06aaaa","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_25","True","VSORRES"
"","62a956d3-923b-451e-a36d-6f3526eaa0fd","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_26","True","VSORRESU"
"","d7265d3b-69a0-4801-a3a6-c965d18217c7","True","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_27","True","VSPOS"
"","3be3cea2-1df0-4265-bf11-bb1f477912b6","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_28","True","VSLOC"
"","e2d181b1-5bf2-49e9-86c2-711c7d52e29e","True","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_29","True","VSLAT"
"","019bc86d-5303-4428-b707-b1657292ee6d","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_30","True","VSTESTCD"
"integer","cca6bf19-a7f4-411d-815d-a51ebc33da9e","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_31","True","VSORRES"
"","322fccae-e05d-4bbc-bdc5-7a806297edce","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_32","True","VSORRESU"
"","70149417-49f5-477b-9b6d-e72c7acc00f2","True","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_33","True","VSPOS"
"","931019ab-2005-470d-8623-0a94bc1a5cba","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_34","True","VSLOC"
"","c185c17a-0132-474a-9825-0d0086fea574","True","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_35","True","VSLAT"
"","b189bbe7-512d-482e-b704-2c919cd247c8","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_36","True","VSTESTCD"
"float","d9eabe31-9b8e-4fb7-b54a-78e642319a54","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_37","True","VSORRES"
"","c2904645-2ad7-459f-a495-6c3aa739827a","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_38","True","VSORRESU"
"","bbef0025-9a5c-4825-92f6-f6572b81cebf","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_39","True","VSLOC"
"","00cf485e-2bd9-47ec-b723-38c7a8b0d0de","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_40","True","VSTESTCD"
"float","b6d7b43c-2bd8-41a3-9126-a7e17a68cc25","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_41","True","VSORRES"
"","38f99b9f-5f59-4506-a763-7891cada5a83","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_42","True","VSORRESU"
"","0b59f168-bb7b-4297-8378-b5c6e2d23663","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_43","True","VSTESTCD"
"float","efaef091-7b35-4669-b4d1-8e9ecb53d34b","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_44","True","VSORRES"
"","cc135069-f07f-4675-b079-7cd572910ad0","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_45","True","VSORRESU"
"","26dd259e-5191-47d4-b32d-6583ce416e29","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_46","True","LBTESTCD"
"float","82bebb43-098d-4417-b042-64946cff4d29","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_47","True","LBORRES"
"","13da141b-7ef1-4e16-8800-13b6dae79adf","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_48","True","LBORRESU"
"","e2522d79-9515-4b3f-82be-04a46b4e8402","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_49","True","LBSPEC"
"","89fe3294-75c1-493e-af68-36e4b2b57a84","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_50","True","LBFAST"
"","73197e16-a4fd-44b7-bfa8-66769e817346","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_51","True","LBTESTCD"
"text","09df479e-1683-431f-9738-c69b12336d1e","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_52","True","LBORRES"
"","a4ef93b7-6859-4b81-bf31-69bd65287396","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_53","True","LBSPEC"
"","2c635403-2518-4ceb-b79d-2a2fd08b6cfe","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_54","True","LBFAST"
"","7ce5b00f-ece9-4b4e-8aa1-30e00efd033a","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_55","True","LBTESTCD"
"float","4b6e42a1-d389-4b65-a7fb-cd8c1ec67e06","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_56","True","LBORRES"
"","5711babe-6545-44fd-acbb-e791489764ca","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_57","True","LBORRESU"
"","6f9bbb55-509f-4e6b-9b29-5572574e5ae2","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_58","True","LBSPEC"
"","9ee3404d-0325-4d01-804e-c23a241b2f5b","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_59","True","LBFAST"
"","02f604fc-03c5-42e8-ad00-b0b1645b924e","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_60","True","LBTESTCD"
"float","d68f06bd-427d-4e6e-910b-d3c63e66feaf","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_61","True","LBORRES"
"","e5441bd8-54d0-42f2-9994-3b96cb024c21","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_62","True","LBORRESU"
"","285015fd-6943-4f30-8d2d-44fc012fb720","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_63","True","LBSPEC"
"","4f26d25e-a512-4d73-8790-6c29b820530f","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_64","True","LBFAST"
"","ef60c6bb-2339-4159-918d-89df5e33271d","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_65","True","LBTESTCD"
"float","ea017fc1-3ab1-43f1-9027-74eb0ab4d474","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_66","True","LBORRES"
"","a3c73c25-ba58-439b-82ef-6dc6a4f01b24","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_67","True","LBORRESU"
"","d4678442-7fd7-477e-8dd8-0f3cc7e0ebaa","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_68","True","LBSPEC"
"","40b590e3-489d-4047-9673-4dc6b790228b","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_69","True","LBFAST"
"","8f1dcd88-2d14-44af-b0a2-b280fcbbf86d","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_70","True","LBTESTCD"
"float","66adfaa3-6117-463b-be6c-41d788bda2e1","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_71","True","LBORRES"
"","94f22908-29b8-4551-a6b2-b8305531e174","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_72","True","LBORRESU"
"","c57d0ec1-97c7-470d-974c-949332bbd095","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_73","True","LBSPEC"
"","75a04327-4cf0-43b5-b75f-9eafe4e87060","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_74","True","LBFAST"
"","1830da14-e7cd-4c98-a1ed-6ac3b6605104","True","LBTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_75","True","LBTESTCD"
"float","c9bea2d2-31d8-4c26-8067-0d197437bec8","True","LBORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_76","True","LBORRES"
"","0c9ee93a-dedb-403b-89a2-ee8833e7b66f","True","LBORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_77","True","LBORRESU"
"","bff95096-83a0-4f80-b7d3-a348c63f2a08","True","LBSPEC","BiomedicalConceptProperty","BiomedicalConceptProperty_78","True","LBSPEC"
"","e9a2485b-2994-46c1-b644-c037568489e6","True","LBFAST","BiomedicalConceptProperty","BiomedicalConceptProperty_79","True","LBFAST"
"","9a85886a-81ff-4ec2-b4af-44a21aaf553b","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_80","True","VSTESTCD"
"integer","2ad4fc6f-e35d-4198-b390-dd96fc1a440d","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_81","True","VSORRES"
"","a53f60da-3adf-4587-9406-20b309ef2d85","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_82","True","VSORRESU"
"","12024fb3-2218-476f-a4fe-aa77676b54b5","True","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_83","True","VSPOS"
"","34081509-078b-4bea-81a0-c758a6ca411a","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_84","True","VSLOC"
"","1d0e6239-3379-4dc4-86df-4df2a4ba2423","True","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_85","True","VSLAT"
"","7de4f777-7f0c-42d0-b5e7-7d9464a1dd65","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_86","True","VSTESTCD"
"integer","c6425fe3-f822-4c7a-8f83-9749a143af18","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_87","True","VSORRES"
"","01967ca3-6059-493f-b71a-0719dfe38f71","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_88","True","VSORRESU"
"","61a53fc0-8403-47b2-838a-bb81b1717a49","True","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_89","True","VSPOS"
"","47062eb2-761a-4750-baef-64292c91ab78","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_90","True","VSLOC"
"","79a6f72f-fb90-4ca5-9d77-c416b0b6fcfb","True","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_91","True","VSLAT"
"","c559550d-f42b-4d69-9bc9-64e264d777c5","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_92","True","VSTESTCD"
"integer","3ac35908-f85a-4f98-9beb-3985eef8d6cd","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_93","True","VSORRES"
"","f197645f-dd3d-4d7b-8abd-4bf180c69772","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_94","True","VSORRESU"
"","eb8d4e65-c86d-4df2-8c8d-cfb4c62b30c9","True","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_95","True","VSPOS"
"","9059e67d-3764-401a-ad6a-77b0dd497b53","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_96","True","VSLOC"
"","31792d72-a22e-44ac-915e-6ee83403b6b7","True","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_97","True","VSLAT"
"","a8a520ac-e3f8-4f0f-ac1a-6551e2611c7a","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_98","True","VSTESTCD"
"integer","52b35993-4025-4b2d-b895-12116e0eb560","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_99","True","VSORRES"
"","61642850-f00a-40c3-865c-99f35be1c893","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_100","True","VSORRESU"
"","aa468dcb-3aaa-40be-adad-f6dc58a2982d","True","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_101","True","VSPOS"
"","f9b573e5-92c4-44b4-af0a-32d7dd54abb0","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_102","True","VSLOC"
"","a6663a93-8280-46b6-a6a1-d8f756526905","True","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_103","True","VSLAT"
"","2f70d774-fda1-4e65-aff5-56fc034dab2f","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_104","True","VSTESTCD"
"integer","c4a9dc57-01ad-4d4d-9ad2-e71436d11482","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_105","True","VSORRES"
"","3a295681-923f-4c4b-a91b-f5a61529debe","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_106","True","VSORRESU"
"","7024f9bc-22f0-4f29-8142-66596a774828","True","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_107","True","VSPOS"
"","b0592154-522c-41f5-afa5-01cd871486af","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_108","True","VSLOC"
"","cde7bf80-49a7-4275-8750-7992211025d6","True","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_109","True","VSLAT"
"","c5a12555-070b-4396-a8fb-a1528f5b96d4","True","VSTESTCD","BiomedicalConceptProperty","BiomedicalConceptProperty_110","True","VSTESTCD"
"integer","cdca5253-78cb-4d2c-978d-70d3fa6a9858","True","VSORRES","BiomedicalConceptProperty","BiomedicalConceptProperty_111","True","VSORRES"
"","93ed5021-cd0e-4889-a32f-8b1c50908e6f","True","VSORRESU","BiomedicalConceptProperty","BiomedicalConceptProperty_112","True","VSORRESU"
"","95407af5-7fd5-4ce8-aff1-2b9725c8a04d","True","VSPOS","BiomedicalConceptProperty","BiomedicalConceptProperty_113","True","VSPOS"
"","067ce016-f66a-47ce-b595-8dbd6883fa22","True","VSLOC","BiomedicalConceptProperty","BiomedicalConceptProperty_114","True","VSLOC"
"","dfb46dee-d0e2-4443-ab64-7b7b66fc0356","True","VSLAT","BiomedicalConceptProperty","BiomedicalConceptProperty_115","True","VSLAT"
