"uuid:ID","name","sectionNumber","sectionTitle","text","id","instanceType"
"3beea600-d01f-4776-900b-e84aaa17a959","SECTION 6.5.1","6.5.1","Preparation of Trial Intervention","<div></div>","NarrativeContent_39","NarrativeContent"
"a7b8a676-1d07-40ee-afb2-e215ab30aeb1","SECTION 6.5.2","6.5.2","Handling and Storage of Trial Intervention","<div></div>","NarrativeContent_40","NarrativeContent"
"ad76a65f-4cf6-4d4b-8541-87345d9de808","SECTION 6.5.3","6.5.3","Accountability of Trial Intervention","<div></div>","NarrativeContent_41","NarrativeContent"
"99f2af27-a7c0-422e-9516-c5ea82c49a07","SECTION 6.6","6.6","Participant Assignment, Randomisation and Blinding","<div></div>","NarrativeContent_42","NarrativeContent"
"0eb4c3cb-f7b0-4231-b0ea-e7ad30dfd919","SECTION 6.6.1","6.6.1","Participant Assignment","<div></div>","NarrativeContent_43","NarrativeContent"
"de609d59-e7cc-4049-a0f2-e6e221583c29","SECTION 6.6.2","6.6.2","Randomisation","<div></div>","NarrativeContent_44","NarrativeContent"
"f0b1ea64-f59e-4eda-be12-dc69052023bc","SECTION 6.6.3","6.6.3","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent_45","NarrativeContent"
"7e56bb0a-da5b-4828-b9ee-46170d44345e","SECTION 6.7","6.7","Trial Intervention Compliance","<div></div>","NarrativeContent_46","NarrativeContent"
"2a2d52fb-a7f0-4df6-868b-f7fa54a187ac","SECTION 6.8","6.8","Concomitant Therapy","<div></div>","NarrativeContent_47","NarrativeContent"
"d75ae5cc-cea1-418a-b990-1e71c046915a","SECTION 6.8.1","6.8.1","Prohibited Concomitant Therapy","<div></div>","NarrativeContent_48","NarrativeContent"
"1539fb3f-aeb6-41b7-89b0-ca5810ae6903","SECTION 6.8.2","6.8.2","Permitted Concomitant Therapy","<div></div>","NarrativeContent_49","NarrativeContent"
"7b954a19-63a9-4d21-a93e-7ca0ef28742c","SECTION 6.8.3","6.8.3","Rescue Therapy","<div></div>","NarrativeContent_50","NarrativeContent"
"13fc423e-fb62-4f47-b689-f43d94133d71","SECTION 6.8.4","6.8.4","Other Therapy","<div></div>","NarrativeContent_51","NarrativeContent"
"538341cf-8bf5-4906-bcd4-99bf4ee28475","SECTION 7","7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>","NarrativeContent_52","NarrativeContent"
"abc70d25-a3f2-4f6e-9d83-127e1f5487c4","SECTION 7.1","7.1","Discontinuation of Trial Intervention","<div></div>","NarrativeContent_53","NarrativeContent"
"deecc96c-31b3-4094-bbee-a42c32946ffd","SECTION 7.1.1","7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>","NarrativeContent_54","NarrativeContent"
"623dee09-012b-4631-9dba-a3789e6f2a1a","SECTION 7.1.2","7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>","NarrativeContent_55","NarrativeContent"
"afee8e3a-b2bf-4a09-97ef-b830338b20d6","SECTION 7.1.3","7.1.3","Rechallenge","<div></div>","NarrativeContent_56","NarrativeContent"
"b82b4c3c-4294-47ea-82b4-71fb7cc442a1","SECTION 7.2","7.2","Participant Withdrawal from the Trial","<div></div>","NarrativeContent_57","NarrativeContent"
"c482f9d3-a0d4-4e3b-b685-0b02dc06a2d7","SECTION 7.3","7.3","Lost to Follow-Up","<div></div>","NarrativeContent_58","NarrativeContent"
"da3c0caf-75e8-4f9e-aed6-5ce1b5aa0f9a","SECTION 7.4","7.4","Trial Stopping Rules","<div></div>","NarrativeContent_59","NarrativeContent"
"e926d196-416f-4f61-9da5-393b02424863","SECTION 8","8","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>","NarrativeContent_60","NarrativeContent"
"786ea7a3-4590-4421-ae56-19fc4be34fd7","SECTION 8.1","8.1","Screening/Baseline Assessments and Procedures","<div></div>","NarrativeContent_61","NarrativeContent"
"f8c23e4f-bee2-4036-9ead-dd21a9190a29","SECTION 8.2","8.2","Efficacy Assessments and Procedures","<div></div>","NarrativeContent_62","NarrativeContent"
"92481938-f6fd-4be6-b6ea-d0a16ddc27ab","SECTION 8.3","8.3","Safety Assessments and Procedures","<div></div>","NarrativeContent_63","NarrativeContent"
"93290b8e-a9bf-4f36-841c-408fe4833c5d","SECTION 8.3.1","8.3.1","Physical Examination","<div></div>","NarrativeContent_64","NarrativeContent"
"1614feb2-e2ee-4817-a5f6-efba83e05faf","SECTION 8.3.2","8.3.2","Vital Signs","<div></div>","NarrativeContent_65","NarrativeContent"
"dbe75839-3a20-44f0-9ba2-60df42a110c2","SECTION 8.3.3","8.3.3","Electrocardiograms","<div></div>","NarrativeContent_66","NarrativeContent"
"09878a96-8742-4773-a649-71f19e524eb3","SECTION 8.3.4","8.3.4","Clinical Laboratory Assessments","<div></div>","NarrativeContent_67","NarrativeContent"
"f98376ee-48f5-4aad-92af-cd92ce2e9ea8","SECTION 8.3.5","8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>","NarrativeContent_68","NarrativeContent"
"016ee52e-707e-46cd-b0a7-323a35747b79","SECTION 8.4","8.4","Adverse Events and Serious Adverse Events","<div></div>","NarrativeContent_69","NarrativeContent"
"e0bf8a14-4132-4a2c-9c36-d81c15c4c747","SECTION 8.4.1","8.4.1","Definitions of AE and SAE","<div></div>","NarrativeContent_70","NarrativeContent"
"88788821-8423-4981-8b60-6a0f6f47dd85","SECTION 8.4.2","8.4.2","Time Period and Frequency for Collecting AE and SAE Information","<div></div>","NarrativeContent_71","NarrativeContent"
"5c33b20b-ced2-430d-bd9d-366dd2c0b74b","SECTION 8.4.3","8.4.3","Identifying AEs and SAEs","<div></div>","NarrativeContent_72","NarrativeContent"
"bcb3e98d-c75c-46f7-8b0a-3370db479986","SECTION 8.4.4","8.4.4","Recording of AEs and SAEs","<div></div>","NarrativeContent_73","NarrativeContent"
"191f4834-70c0-4daf-bb90-73297e0d1bb6","SECTION 8.4.5","8.4.5","Follow-up of AEs and SAEs","<div></div>","NarrativeContent_74","NarrativeContent"
"8adca1bc-a3e0-4bb2-a286-a86b47788bd9","SECTION 8.4.6","8.4.6","Reporting of SAEs","<div></div>","NarrativeContent_75","NarrativeContent"
"a1e8559d-ce52-4633-8d58-88e0c8886808","SECTION 8.4.7","8.4.7","Regulatory Reporting Requirements for SAEs","<div></div>","NarrativeContent_76","NarrativeContent"
"63c17909-7a63-471f-80a3-6525aa564b29","SECTION 8.4.8","8.4.8","Serious and Unexpected Adverse Reaction Reporting","<div></div>","NarrativeContent_77","NarrativeContent"
"6ceb9cfe-8aaa-47e9-ba7e-6b85a52156ee","SECTION 8.4.9","8.4.9","Adverse Events of Special Interest","<div></div>","NarrativeContent_78","NarrativeContent"
"b7dcaadf-e48e-4713-9f32-bec9c97a6b1b","SECTION 8.4.10","8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","NarrativeContent_79","NarrativeContent"
"f85ef9d3-05ee-4bfa-b165-5963863c0cf1","SECTION 8.5","8.5","Pregnancy and Postpartum Information","<div></div>","NarrativeContent_80","NarrativeContent"
"b53f3029-b6cf-4327-8236-39baa693d6a8","SECTION 8.5.1","8.5.1","Participants Who Become Pregnant During the Trial","<div></div>","NarrativeContent_81","NarrativeContent"
"456a8f7e-815b-4319-8963-aabb4954c6a3","SECTION 8.5.2","8.5.2","Participants Whose Partners Become Pregnant","<div></div>","NarrativeContent_82","NarrativeContent"
"4b48b375-e1dc-4aab-b98f-3b86e19acc2e","SECTION 8.6","8.6","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","NarrativeContent_83","NarrativeContent"
"3dc3e288-a31c-447a-98fb-c565f85504de","SECTION 8.6.1","8.6.1","Definition of Medical Device Product Complaints","<div></div>","NarrativeContent_84","NarrativeContent"
"dd810e80-f064-4051-becc-c8934b0a845e","SECTION 8.6.2","8.6.2","Recording of Medical Device Product Complaints","<div></div>","NarrativeContent_85","NarrativeContent"
"8dd13c51-2dbb-42ea-a0e4-51bc670c96b7","SECTION 8.6.3","8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","NarrativeContent_86","NarrativeContent"
"a403c8a3-dbc7-472c-86cf-c2430971fed5","SECTION 8.6.4","8.6.4","Follow-Up of Medical Device Product Complaints","<div></div>","NarrativeContent_87","NarrativeContent"
"78b05d8f-a771-46fd-94ad-cd36d4de7beb","SECTION 8.6.5","8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","NarrativeContent_88","NarrativeContent"
"a71b6e20-b401-4cb6-a0f2-0335d062abb0","SECTION 8.7","8.7","Pharmacokinetics","<div></div>","NarrativeContent_89","NarrativeContent"
"ba324e49-1058-415f-a463-5c8c1d9e1fb4","SECTION 8.8","8.8","Genetics","<div></div>","NarrativeContent_90","NarrativeContent"
"13ed8801-7671-4cd3-bd06-f9faf08ce1da","SECTION 8.9","8.9","Biomarkers","<div></div>","NarrativeContent_91","NarrativeContent"
"73dad026-e12a-4981-8e79-443f64bd6305","SECTION 8.1","8.1","Immunogenicity Assessments","<div></div>","NarrativeContent_92","NarrativeContent"
"5f56288c-0054-461b-a899-ec4e2c55b44b","SECTION 8.1.1","8.1.1","Medical Resource Utilisation and Health Economics","<div></div>","NarrativeContent_93","NarrativeContent"
"e0d754f2-004a-42c2-8071-63d68358f765","SECTION 9","9","STATISTICAL CONSIDERATIONS","<div></div>","NarrativeContent_94","NarrativeContent"
"96ed6b78-21c9-4fb3-a650-641a05d54977","SECTION 9.1","9.1","Analysis Sets","<div></div>","NarrativeContent_95","NarrativeContent"
"35c0f890-f3f9-4786-8b09-fdc139600108","SECTION 9.2","9.2","Analyses Supporting Primary Objective(s)","<div></div>","NarrativeContent_96","NarrativeContent"
"59e74d9f-b028-4cc9-a0fb-5526641da5dd","SECTION 9.2.1","9.2.1","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","NarrativeContent_97","NarrativeContent"
"874f5e55-b7ea-40db-bbc2-ac79b09b8071","SECTION 9.2.2","9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","NarrativeContent_98","NarrativeContent"
"6449259b-7496-4d31-8289-02527d3e74eb","SECTION 9.2.3","9.2.3","Handling of Missing Data","<div></div>","NarrativeContent_99","NarrativeContent"
"dbb28367-52c1-43fe-9b18-7bc663bedb34","SECTION 9.2.4","9.2.4","Sensitivity Analysis","<div></div>","NarrativeContent_100","NarrativeContent"
"88cf8381-548f-4d3a-a4e5-9d334e3a65a0","SECTION 9.2.5","9.2.5","Supplementary Analysis","<div></div>","NarrativeContent_101","NarrativeContent"
"6d28c9f1-def8-4b2f-b843-708c9b4c26ac","SECTION 9.3","9.3","Analysis Supporting Secondary Objective(s)","<div></div>","NarrativeContent_102","NarrativeContent"
"8f94635e-92e9-4079-b7d9-13cb450f0404","SECTION 9.4","9.4","Analysis of Exploratory Objective(s)","<div></div>","NarrativeContent_103","NarrativeContent"
"f3ef7383-0f4f-427e-84f4-c2a1713a73ec","SECTION 9.5","9.5","Safety Analyses","<div></div>","NarrativeContent_104","NarrativeContent"
"c46f2253-b74a-4991-8ea9-2b286f41fce4","SECTION 9.6","9.6","Other Analyses","<div></div>","NarrativeContent_105","NarrativeContent"
"97d35d14-948e-414f-ad14-08b292f963f5","SECTION 9.7","9.7","Interim Analyses","<div></div>","NarrativeContent_106","NarrativeContent"
"37243e9b-8e03-4e42-a6c6-8ea4d6824b27","SECTION 9.8","9.8","Sample Size Determination","<div></div>","NarrativeContent_107","NarrativeContent"
"eefde413-5d8c-4a07-8a4c-4a19e4cba738","SECTION 9.9","9.9","Protocol Deviations","<div></div>","NarrativeContent_108","NarrativeContent"
"c40acb61-0bde-4bb1-8ac4-effdadcb491e","SECTION 10","10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","NarrativeContent_109","NarrativeContent"
"f6fbea55-88c7-4e8d-942b-a9c8fbc115f7","SECTION 10.1","10.1","Regulatory and Ethical Considerations","<div></div>","NarrativeContent_110","NarrativeContent"
"5613032f-b71f-4163-8966-5364d9491d60","SECTION 10.2","10.2","Committees","<div></div>","NarrativeContent_111","NarrativeContent"
"3dfd9598-263f-4356-aade-c18ab73f4367","SECTION 10.3","10.3","Informed Consent Process","<div></div>","NarrativeContent_112","NarrativeContent"
"6c81080c-bad2-4508-9d3a-050745ee186f","SECTION 10.4","10.4","Data Protection","<div></div>","NarrativeContent_113","NarrativeContent"
"17777329-8182-43d1-9c87-2ae88d284526","SECTION 10.5","10.5","Early Site Closure or Trial Termination","<div></div>","NarrativeContent_114","NarrativeContent"
"8ba0a5d1-217a-4e26-865e-e0792daf6e52","SECTION 11","11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","NarrativeContent_115","NarrativeContent"
"f1fa2ad6-82c6-4e76-8f96-c864e638157d","SECTION 11.1","11.1","Quality Tolerance Limits","<div></div>","NarrativeContent_116","NarrativeContent"
"1ad2cfe1-1cec-4be1-bb37-4c84bb769cd8","SECTION 11.2","11.2","Data Quality Assurance","<div></div>","NarrativeContent_117","NarrativeContent"
"9cba08dd-e31d-4c3c-a7e4-7d9411b293d9","SECTION 11.3","11.3","Source Data","<div></div>","NarrativeContent_118","NarrativeContent"
"57fed722-73b5-4e21-be6a-633719e3d63a","SECTION 12","12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","NarrativeContent_119","NarrativeContent"
"b91bc62e-7277-45c3-bd2d-754fe574c967","SECTION 12.1","12.1","Further Details and Clarifications on the AE Definition","<div></div>","NarrativeContent_120","NarrativeContent"
"69e80aa2-ad48-441c-9b8c-c3cf76843b78","SECTION 12.2","12.2","Further Details and Clarifications on the SAE Definition","<div></div>","NarrativeContent_121","NarrativeContent"
"64dbd186-2351-4d0d-ad47-3ddde9d20d25","SECTION 12.3","12.3","Severity","<div></div>","NarrativeContent_122","NarrativeContent"
"0fe33b0f-d359-4250-aaad-08c062a04fea","SECTION 12.4","12.4","Causality","<div></div>","NarrativeContent_123","NarrativeContent"
"096c11cc-648c-4400-a212-3bfa2d28c64d","SECTION 13","13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","NarrativeContent_124","NarrativeContent"
"cf8ac336-a1c9-4412-b618-8794b5a216b2","SECTION 13.1","13.1","Contraception and Pregnancy Testing","<div></div>","NarrativeContent_125","NarrativeContent"
"3bdad61f-9dc0-4187-ad67-4f72791eb65b","SECTION 13.1.1","13.1.1","Definitions Related to Childbearing Potential","<div></div>","NarrativeContent_126","NarrativeContent"
"1684c476-d846-4d42-8556-6ab448c8581d","SECTION 13.1.2","13.1.2","Contraception","<div></div>","NarrativeContent_127","NarrativeContent"
"c90872c5-940c-4f3a-a87e-f5c3afecbdfc","SECTION 13.1.3","13.1.3","Pregnancy Testing","<div></div>","NarrativeContent_128","NarrativeContent"
"990350dd-8115-457f-8fa9-9367ed256427","SECTION 13.2","13.2","Clinical Laboratory Tests","<div></div>","NarrativeContent_129","NarrativeContent"
"8045756d-c438-4816-9530-c5f593d4b112","SECTION 13.3","13.3","Country/Region-Specific Differences","<div></div>","NarrativeContent_130","NarrativeContent"
"1c52d444-707c-4ff4-8df0-d86883c7a784","SECTION 13.4","13.4","Prior Protocol Amendments","<div></div>","NarrativeContent_131","NarrativeContent"
"93f686e4-f92d-4020-a043-3ed0ada1c0ea","SECTION 14","14","APPENDIX: GLOSSARY OF TERMS","<div></div>","NarrativeContent_132","NarrativeContent"
"94b5e98b-001a-4a5b-a994-1f3052e9c574","SECTION 15","15","APPENDIX: REFERENCES","<div></div>","NarrativeContent_133","NarrativeContent"
