"uuid:ID","code","codeSystemVersion","decode","id","codeSystem","instanceType"
"2d34746a-2a50-4334-9393-80fbf88924b6","C175574","2023-09-29","In Person","Code_121","http://www.cdisc.org","Code"
"b2930172-69ae-458f-a737-e5a44f26d350","383371000119108","January 31, 2018","CT of head without contrast","Code_79","SNOMED","Code"
"6f72297b-345e-4c48-a54b-f5d42b5e9a51","123","12","Subject Supine","Code_80","SPONSOR","Code"
"a81c50fc-5085-49ca-b8c7-8a379d54c378","124","12","Subject Standing","Code_81","SPONSOR","Code"
"8697858e-5370-4603-a487-a2f8198e900d","C173522","","Vital Signs Result","Code_278","NCI Thesaurus","Code"
"d36ce03c-2b3e-4da5-a815-5fedd775893e","C42537","2023-09-29","Kelvin","Code_279","http://www.cdisc.org","Code"
"dcba29b9-11e2-4000-977d-d072321d3c0c","C44276","","Unit of Temperature","Code_280","NCI Thesaurus","Code"
"3e82a690-3126-48ed-8f53-e6a81aa01a5b","C83088","","Vital Signs Location","Code_281","NCI Thesaurus","Code"
"07255df8-40ef-4d11-badc-b5e74dd4d915","C174446","","Body Temperature","Code_277","NCI Thesaurus","Code"
"9d58e2f4-7782-4d6b-8dd2-68f2c3e1d5be","C173522","","Vital Signs Result","Code_283","NCI Thesaurus","Code"
"c87a80a6-b2ce-44b8-944a-f7403757eced","C28252","2023-09-29","Kilogram","Code_284","http://www.cdisc.org","Code"
"e6be9827-7817-422e-af82-0e81e9efc34f","C48155","2023-09-29","Gram","Code_285","http://www.cdisc.org","Code"
"f411810c-6ebd-40ac-8e9d-f8b8f7c4d48a","C48531","2023-09-29","Pound","Code_286","http://www.cdisc.org","Code"
"233c80ff-c5cd-4bce-8453-3262994ca41f","C48208","","Unit of Weight","Code_287","NCI Thesaurus","Code"
"94d9bed7-850f-45b8-acbb-0220b6447af8","C81328","","Body Weight","Code_282","NCI Thesaurus","Code"
"9f0e860f-0687-4bd5-bbb2-2c3e41274ccb","C173522","","Vital Signs Result","Code_289","NCI Thesaurus","Code"
"032c0366-66ee-4111-a416-c9062306d73d","C49668","2023-09-29","Centimeter","Code_290","http://www.cdisc.org","Code"
"89460e5f-a35f-470d-9bc3-0a2920d7a721","C48500","2023-09-29","Inch","Code_291","http://www.cdisc.org","Code"
"98dfb38c-aadf-4aa0-a001-fa2d4acaff00","C28251","2023-09-29","Millimeter","Code_292","http://www.cdisc.org","Code"
"1ffb090b-da3c-48d5-a5bd-49ee1a966d94","C41139","2023-09-29","Meter","Code_293","http://www.cdisc.org","Code"
"29a05c7e-6e8a-4351-b284-ee8b06a00da6","C168688","","Unit of Height","Code_294","NCI Thesaurus","Code"
"9f4eace9-ea03-4eef-b588-dee46d4db512","C164634","","Body Height","Code_288","NCI Thesaurus","Code"
"022b0610-38b2-473c-a75e-d7e7dbe988ae","C36292","","Laboratory Test Result","Code_296","NCI Thesaurus","Code"
"199044de-8630-4f13-9ecf-32836b167b83","C83309","","Laboratory Test Fasting Status","Code_297","NCI Thesaurus","Code"
"dbbaf67e-8ec8-46ea-b187-ff51f1412518","C67365","","Unit of Catalytic Activity Concentration","Code_298","NCI Thesaurus","Code"
"9576cef9-cb21-44ea-8f51-a84a3e6f2a3a","C70713","","Biospecimen Type","Code_299","NCI Thesaurus","Code"
"a83119de-bcb0-4262-94e5-0536bcd9c12a","C64433","","Alanine Aminotransferase Measurement","Code_295","NCI Thesaurus","Code"
"0548dd61-9f01-4f90-bf04-bd2f1668fbc2","C36292","","Laboratory Test Result","Code_301","NCI Thesaurus","Code"
"18ed618f-d931-466a-b9c5-40a61b2595f7","C83309","","Laboratory Test Fasting Status","Code_302","NCI Thesaurus","Code"
"53415803-781f-4e73-866c-c6d038bb870c","C48207","","Unit of Concentration","Code_303","NCI Thesaurus","Code"
"e345baf9-d81e-4036-9dba-3acc03fe2bfd","C70713","","Biospecimen Type","Code_304","NCI Thesaurus","Code"
"5e0e461d-08c3-4c72-b461-5951792d949b","C64431","","Albumin Measurement","Code_300","NCI Thesaurus","Code"
"25a79156-fd48-4d21-814c-88e631e854f0","C36292","","Laboratory Test Result","Code_306","NCI Thesaurus","Code"
"70cbb8d7-bde6-4018-a1b1-65255d8332f6","C83309","","Laboratory Test Fasting Status","Code_307","NCI Thesaurus","Code"
"80f90b16-643b-4e55-b04d-332f55993b5c","C67365","","Unit of Catalytic Activity Concentration","Code_308","NCI Thesaurus","Code"
"56045cfd-318c-4281-a20c-b0bf0fff7356","C70713","","Biospecimen Type","Code_309","NCI Thesaurus","Code"
"72ef2be3-041c-4796-9a74-cf3689fdc3b7","C64432","","Alkaline Phosphatase Measurement","Code_305","NCI Thesaurus","Code"
"29a03488-b190-4948-a6eb-567a0dc686a0","C36292","","Laboratory Test Result","Code_311","NCI Thesaurus","Code"
"9021c738-369a-4970-81a6-6b39e65ba952","C83309","","Laboratory Test Fasting Status","Code_312","NCI Thesaurus","Code"
"844d9327-e95a-4f35-ba41-25adf6031597","C67365","","Unit of Catalytic Activity Concentration","Code_313","NCI Thesaurus","Code"
"e352124a-ffc4-4632-afe2-396fe93469e6","C70713","","Biospecimen Type","Code_314","NCI Thesaurus","Code"
"ae18a046-e402-448f-90d3-215eb460b379","C64467","","Aspartate Aminotransferase Measurement","Code_310","NCI Thesaurus","Code"
"fba4e9e5-ee87-4005-bc15-87c2b864cce7","C36292","","Laboratory Test Result","Code_316","NCI Thesaurus","Code"
"d121a201-4a95-4eb7-b302-f0047d6a4828","C83309","","Laboratory Test Fasting Status","Code_317","NCI Thesaurus","Code"
"647526d7-c2b7-4b34-838f-1699bfd570d2","C48207","","Unit of Concentration","Code_318","NCI Thesaurus","Code"
"d08fd445-b760-45a5-8765-eb129d2243c3","C70713","","Biospecimen Type","Code_319","NCI Thesaurus","Code"
"7fab9989-6453-4246-ae7a-1a988e388549","C64547","","Creatinine Measurement","Code_315","NCI Thesaurus","Code"
"97230d9a-f4e5-4153-97bf-9e463a3446d7","C36292","","Laboratory Test Result","Code_321","NCI Thesaurus","Code"
"f4c1ca7e-e9e1-428e-b14a-f46a1489dc78","C83309","","Laboratory Test Fasting Status","Code_322","NCI Thesaurus","Code"
"2ead958e-45f1-49b2-acd1-81a0f774fae8","C64567","","Molarity Unit","Code_323","NCI Thesaurus","Code"
"ccee63ca-efa7-4bcc-9def-79410b4e797a","C70713","","Biospecimen Type","Code_324","NCI Thesaurus","Code"
"aba9fd97-f8ae-4729-85db-93743d26e3cc","C64853","","Potassium Measurement","Code_320","NCI Thesaurus","Code"
"b5251f79-8dd5-4d60-a232-a28d4487e50e","C36292","","Laboratory Test Result","Code_326","NCI Thesaurus","Code"
"98a91d8e-02fe-472d-ad65-11370ea2b6f1","C83309","","Laboratory Test Fasting Status","Code_327","NCI Thesaurus","Code"
"58147113-b252-42db-bc76-4a1fc320be9f","C64567","","Molarity Unit","Code_328","NCI Thesaurus","Code"
"4955c38e-7f37-40ad-8487-9371e97ae036","C70713","","Biospecimen Type","Code_329","NCI Thesaurus","Code"
"17a90929-7fac-4725-a418-ffd704d357c4","C64809","","Sodium Measurement","Code_325","NCI Thesaurus","Code"
"f608b6d1-433e-4c45-9f67-7b9fa08356f1","C78541","","Adverse Event Verbatim Description","Code_145","NCI Thesaurus","Code"
"10943834-9b16-40ef-9c72-96e52b8def88","C83344","","Adverse Event Dictionary Derived Term","Code_146","NCI Thesaurus","Code"
"d7e8a88e-c1a0-4590-b7ac-7aae570283c3","C83198","","Adverse Event Category","Code_147","NCI Thesaurus","Code"
"3b85c112-bcb2-40cb-8e1b-349ef6d11fa5","C83212","","Adverse Event Subcategory","Code_148","NCI Thesaurus","Code"
"3b8d84d1-7b6c-400f-a66b-06be3b2caa38","C87840","","Adverse Event Pre-specified","Code_149","NCI Thesaurus","Code"
"6a94257e-f755-494f-96d4-aece07b6554e","C53253","","Severity of Adverse Event","Code_150","NCI Thesaurus","Code"
"4f413341-cddd-4b1e-91bf-4bdd8aa80120","C78605","","Adverse Event Toxicity Grade","Code_151","NCI Thesaurus","Code"
"f05adfff-8c69-4ec1-a580-46eae7023d36","C53252","","Seriousness of Adverse Event","Code_152","NCI Thesaurus","Code"
"0b6f92ed-16f5-4e2a-b0de-de9028103ee6","C83013","","Adverse Event Action Taken with Study Treatment","Code_153","NCI Thesaurus","Code"
"84295de3-b2b2-4f7e-a0f9-3f2fbf1b6882","C41358","","Adverse Event Attribution to Product or Procedure","Code_154","NCI Thesaurus","Code"
"0d446523-4e04-453d-949e-2ab34af9f13e","C71325","2023-09-29","Intermittent","Code_155","http://www.cdisc.org","Code"
"84b4b41d-dd80-48fb-8f62-a3c6aae9d79c","C83208","","Adverse Event Pattern","Code_156","NCI Thesaurus","Code"
"2176828e-2475-47fd-9586-3385fe9dd192","C49489","","Adverse Event Outcome","Code_157","NCI Thesaurus","Code"
"6650a78c-be53-457d-b44f-96e97be93a54","C83215","","Adverse Event Start Date Time","Code_158","NCI Thesaurus","Code"
"1764a62e-1e4c-47cb-a5af-e8347d133a23","C83201","","Adverse Event End Date Time","Code_159","NCI Thesaurus","Code"
"a04d5624-0a56-49d7-a266-65e64d0d4d9c","C41331","","Adverse Event","Code_144","NCI Thesaurus","Code"
"3b4c14f7-ea94-47b3-89c1-3f7a1b9ed59c","C173522","","Vital Signs Result","Code_161","NCI Thesaurus","Code"
"405e77c5-e015-47e5-8ce5-defd104f6d13","C42547","2023-09-29","Pascal","Code_162","http://www.cdisc.org","Code"
"12358e4f-de4c-4015-b101-9b211981192b","C49669","","Unit of Pressure","Code_163","NCI Thesaurus","Code"
"051bad28-5f8e-4850-af58-526d1e171f62","C83088","","Vital Signs Location","Code_164","NCI Thesaurus","Code"
"59413345-c0f4-41c3-856d-c50b9d9737ca","C123975","","Vital Signs Laterality","Code_165","NCI Thesaurus","Code"
"1b661d1e-5abb-4d79-ba19-99be573f7ffe","C82535","","Test Method","Code_166","NCI Thesaurus","Code"
"57cc4fb0-eb9a-46df-843b-ce4dbb588100","C83114","","Vital Signs Position","Code_167","NCI Thesaurus","Code"
"771e8891-d516-48db-9134-35bfd559bf71","C25298","","Systolic Blood Pressure","Code_160","NCI Thesaurus","Code"
"a7c5639f-ad15-4919-afec-6b9785d208ee","C173522","","Vital Signs Result","Code_169","NCI Thesaurus","Code"
"ae8e009b-fdb0-40b6-8b37-883a5ed25e9a","C42547","2023-09-29","Pascal","Code_170","http://www.cdisc.org","Code"
"7444b90d-47a7-4797-99e9-97ee7165d98d","C49669","","Unit of Pressure","Code_171","NCI Thesaurus","Code"
"b4fb88a9-840d-420d-811f-de577dbc11f7","C83088","","Vital Signs Location","Code_172","NCI Thesaurus","Code"
"9b5819be-165a-429b-b9f3-3a036f3741a7","C123975","","Vital Signs Laterality","Code_173","NCI Thesaurus","Code"
"669e3093-476f-4941-aa79-eacdfeff29d1","C82535","","Test Method","Code_174","NCI Thesaurus","Code"
"030a2baa-dae5-42cc-b08f-2bca2d5b7436","C83114","","Vital Signs Position","Code_175","NCI Thesaurus","Code"
"a108d318-38ae-41ba-bdb9-f47138750b85","C25299","","Diastolic Blood Pressure","Code_168","NCI Thesaurus","Code"
"959546ca-c254-4142-bad5-4c8883a27357","C173522","","Vital Signs Result","Code_177","NCI Thesaurus","Code"
"e6440065-017e-45c0-9019-1c1731f7a52f","C42537","2023-09-29","Kelvin","Code_178","http://www.cdisc.org","Code"
"78887442-acea-477a-b07b-8898afa8b9b3","C44276","","Unit of Temperature","Code_179","NCI Thesaurus","Code"
"d8ed8214-741c-4896-b889-8274644e037b","C83088","","Vital Signs Location","Code_180","NCI Thesaurus","Code"
"f19a97a9-e047-46f8-8165-315d1e08abac","C174446","","Body Temperature","Code_176","NCI Thesaurus","Code"
"75d94e44-72ca-45db-a685-a8694cfb9230","C173522","","Vital Signs Result","Code_182","NCI Thesaurus","Code"
"3dbf1003-4a83-4920-89e6-30b81f2f394e","C28252","2023-09-29","Kilogram","Code_183","http://www.cdisc.org","Code"
"025ce281-d3a1-44fa-a875-6a9fe81551b1","C48155","2023-09-29","Gram","Code_184","http://www.cdisc.org","Code"
"38214ff5-3d76-40f4-936b-35ca11dbacfa","C48531","2023-09-29","Pound","Code_185","http://www.cdisc.org","Code"
"5a3b6f69-f1e4-4821-b3b1-dca4773ed710","C48208","","Unit of Weight","Code_186","NCI Thesaurus","Code"
"6bd2602d-b7bf-4d0a-8e3e-d0ea39b063fe","C81328","","Body Weight","Code_181","NCI Thesaurus","Code"
"9622349a-431c-4c36-82c9-b99c9e003793","C173522","","Vital Signs Result","Code_188","NCI Thesaurus","Code"
"dd5c4da8-3978-422a-b647-3261540bb18c","C49668","2023-09-29","Centimeter","Code_189","http://www.cdisc.org","Code"
"1c0d6ef3-b773-479b-a96e-44f0b1c71dbc","C48500","2023-09-29","Inch","Code_190","http://www.cdisc.org","Code"
"9c88da8a-e25b-4f83-bbfc-23bef6f09d17","C28251","2023-09-29","Millimeter","Code_191","http://www.cdisc.org","Code"
"ec539bd5-bb90-473d-8ef4-3fa4c6c82dc0","C41139","2023-09-29","Meter","Code_192","http://www.cdisc.org","Code"
"86bd7cd0-3a36-47ea-98ac-ba8b1724a4a3","C168688","","Unit of Height","Code_193","NCI Thesaurus","Code"
"a160463f-2ebe-4f8d-8095-982eda6c97a3","C164634","","Body Height","Code_187","NCI Thesaurus","Code"
"14ba02d2-ab56-4a6d-a9c6-05cf9c7eb845","C36292","","Laboratory Test Result","Code_195","NCI Thesaurus","Code"
"c6782002-b8f1-45f6-af03-65a8bc496ee0","C83309","","Laboratory Test Fasting Status","Code_196","NCI Thesaurus","Code"
"d6433052-24d7-43c7-8a73-76e4fb82edb9","C67365","","Unit of Catalytic Activity Concentration","Code_197","NCI Thesaurus","Code"
"b8a1c253-28e7-42c3-92be-4a3b7a63bd19","C70713","","Biospecimen Type","Code_198","NCI Thesaurus","Code"
"fbf570f9-bd26-4e46-bdf1-fcc19f6d6168","C64433","","Alanine Aminotransferase Measurement","Code_194","NCI Thesaurus","Code"
"11bf39ed-b1d4-40a5-b8f9-67ebaf899bff","C36292","","Laboratory Test Result","Code_200","NCI Thesaurus","Code"
"7fe54445-f0d6-4c23-b80d-f00820773375","C83309","","Laboratory Test Fasting Status","Code_201","NCI Thesaurus","Code"
"68a8d713-7b3f-485a-98ee-9cb07578bac5","C48207","","Unit of Concentration","Code_202","NCI Thesaurus","Code"
"8560392d-c15e-4fcb-94dc-84ca0ae19935","C70713","","Biospecimen Type","Code_203","NCI Thesaurus","Code"
"59da8440-6181-4ef3-8e6c-eba3edc3cd9f","C64431","","Albumin Measurement","Code_199","NCI Thesaurus","Code"
"b21cfbe3-b6c7-4f03-9d1a-85935d306e62","C36292","","Laboratory Test Result","Code_205","NCI Thesaurus","Code"
"10aec3f1-f3f9-4917-a742-3f8a1af351f1","C83309","","Laboratory Test Fasting Status","Code_206","NCI Thesaurus","Code"
"f791f8d1-7955-4bba-9d1c-a4f9daa0ba46","C67365","","Unit of Catalytic Activity Concentration","Code_207","NCI Thesaurus","Code"
"8cac7acd-02e6-4fc9-baf8-5a4e3d33ca48","C70713","","Biospecimen Type","Code_208","NCI Thesaurus","Code"
"ca77bf4f-76c2-4698-a567-9e9237c6b34b","C64432","","Alkaline Phosphatase Measurement","Code_204","NCI Thesaurus","Code"
"2c01db07-186b-4db4-8a6a-8bb13db8c2f9","C36292","","Laboratory Test Result","Code_210","NCI Thesaurus","Code"
"166937fd-23ad-442b-9e94-0fc16b972ca7","C83309","","Laboratory Test Fasting Status","Code_211","NCI Thesaurus","Code"
"a041ff11-61c7-432e-b4b5-20dbadff4eba","C67365","","Unit of Catalytic Activity Concentration","Code_212","NCI Thesaurus","Code"
"e19a768b-2d0f-4906-8a11-d33f12d305ac","C70713","","Biospecimen Type","Code_213","NCI Thesaurus","Code"
"6e281ca1-75c3-471f-8c87-7d413fa4a986","C64467","","Aspartate Aminotransferase Measurement","Code_209","NCI Thesaurus","Code"
"3ba6e7dc-f0f7-4861-90dc-348b0fe5d32a","C36292","","Laboratory Test Result","Code_215","NCI Thesaurus","Code"
"4bfd3cab-c075-497e-a461-f549c349a17a","C83309","","Laboratory Test Fasting Status","Code_216","NCI Thesaurus","Code"
"10c3cec4-0f50-4f08-b6fb-246141014562","C48207","","Unit of Concentration","Code_217","NCI Thesaurus","Code"
"80ee9ec1-904a-4c9f-bc52-ca0d2f4f60c0","C70713","","Biospecimen Type","Code_218","NCI Thesaurus","Code"
"8ee0db52-24d8-469d-95b8-64c2116277cb","C64547","","Creatinine Measurement","Code_214","NCI Thesaurus","Code"
"a96ba2e6-8fda-4e6a-8ac4-ba60e41b10d6","C36292","","Laboratory Test Result","Code_220","NCI Thesaurus","Code"
"c47e6425-344e-4404-a005-a4af68827372","C83309","","Laboratory Test Fasting Status","Code_221","NCI Thesaurus","Code"
"2c4100d6-2246-4b89-a679-bbee668c9f61","C64567","","Molarity Unit","Code_222","NCI Thesaurus","Code"
"cd074be7-8fd4-4c71-b2d3-8e75ef0b31a5","C70713","","Biospecimen Type","Code_223","NCI Thesaurus","Code"
"2f9ae9ae-c6a4-4e23-acfa-cb2719812491","C64853","","Potassium Measurement","Code_219","NCI Thesaurus","Code"
"5eef5cb6-ec40-4dad-83c1-fb102e8efadf","C36292","","Laboratory Test Result","Code_225","NCI Thesaurus","Code"
"66b217b7-99fe-4afe-b0ae-faf8a6eb900f","C83309","","Laboratory Test Fasting Status","Code_226","NCI Thesaurus","Code"
"214f5000-cb91-420f-a053-33fe83517920","C64567","","Molarity Unit","Code_227","NCI Thesaurus","Code"
"ab3e7973-d32c-44ed-9449-7a6417905550","C70713","","Biospecimen Type","Code_228","NCI Thesaurus","Code"
"bfb68b59-f301-4797-b08a-a48b2a43612d","C64809","","Sodium Measurement","Code_224","NCI Thesaurus","Code"
"7596a483-541d-4417-b0e2-71d4ce6d58f5","C173522","","Vital Signs Result","Code_230","NCI Thesaurus","Code"
"a4d4b9cc-7e3a-4952-8769-280c7db9c44f","C42547","2023-09-29","Pascal","Code_231","http://www.cdisc.org","Code"
"d420cee3-bc67-4201-92a2-c28512c8ae7d","C49669","","Unit of Pressure","Code_232","NCI Thesaurus","Code"
"ad069c71-94ce-436f-ad19-a996b4d99113","C83088","","Vital Signs Location","Code_233","NCI Thesaurus","Code"
"bbcf3efd-4b78-406a-8d50-5a4ae94bec00","C123975","","Vital Signs Laterality","Code_234","NCI Thesaurus","Code"
"22871e58-8fe1-4825-8c1f-3a9b603eb5da","C82535","","Test Method","Code_235","NCI Thesaurus","Code"
"2bbddc1e-8796-4cde-bb1c-3cccceaa518f","C83114","","Vital Signs Position","Code_236","NCI Thesaurus","Code"
"7a1dd37c-31c4-4554-97cc-9387149baa4a","C25298","","Systolic Blood Pressure","Code_229","NCI Thesaurus","Code"
"499a3845-a8f7-4755-97f7-ecd871d2c7c2","C173522","","Vital Signs Result","Code_238","NCI Thesaurus","Code"
"6711577b-4186-4b45-ba0d-cf5755833a06","C42547","2023-09-29","Pascal","Code_239","http://www.cdisc.org","Code"
"6fa42492-6da2-41a4-a920-ad3489e5ac6f","C49669","","Unit of Pressure","Code_240","NCI Thesaurus","Code"
"82d34e69-c33e-46ba-9923-d407f79d966a","C83088","","Vital Signs Location","Code_241","NCI Thesaurus","Code"
"8d9a7c00-3a77-404a-9caf-51207e12bfcf","C123975","","Vital Signs Laterality","Code_242","NCI Thesaurus","Code"
"50298dd9-2b14-4029-83d2-7e687e02c5dd","C82535","","Test Method","Code_243","NCI Thesaurus","Code"
"d1aa516b-b290-46f4-8b85-36efc3107197","C83114","","Vital Signs Position","Code_244","NCI Thesaurus","Code"
"4d24111e-52c7-4dbc-8880-98d577688b2d","C25299","","Diastolic Blood Pressure","Code_237","NCI Thesaurus","Code"
"f2c304be-967d-4547-a55d-ac4d23519be4","C173522","","Vital Signs Result","Code_246","NCI Thesaurus","Code"
"4dcd66b0-428a-4742-a372-77103f18c77d","C49673","2023-09-29","Beats per Minute","Code_247","http://www.cdisc.org","Code"
