"id:ID","sectionNumber","uuid","sectionTitle","text","id","name"
"846","5.4","2524eeae-b60e-4a14-963e-c7ec27ddda18","Exclusion Criteria","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent_25","SECTION 5.4"
"847","5.5","e4a34f84-1030-4513-8a1d-579bf248c6b8","Lifestyle Considerations","<div></div>","NarrativeContent_26","SECTION 5.5"
"848","5.5.1","4036fc09-c527-4986-96ec-da7c3eac9197","Meals and Dietary Restrictions","<div></div>","NarrativeContent_27","SECTION 5.5.1"
"849","5.5.2","e286c27e-14c9-4c2c-9898-63b928a302a1","Caffeine, Alcohol, Tobacco, and Other Habits","<div><p>Not applicable</p></div>","NarrativeContent_28","SECTION 5.5.2"
"850","5.5.3","0673ae0d-dac6-41ad-892b-73e859d49308","Physical Activity","<div></div>","NarrativeContent_29","SECTION 5.5.3"
"851","5.5.4","9a82f2ed-f2ae-40a8-8159-2d0a265af552","Other Activity","<div></div>","NarrativeContent_30","SECTION 5.5.4"
"852","5.6","74eee3de-a408-432e-a4d0-664d413c4c8c","Screen Failures","<div></div>","NarrativeContent_31","SECTION 5.6"
"853","6","5e7f034b-a14c-4abc-81a4-a1f5ca694347","TRIAL INTERVENTION AND CONCOMITANT THERAPY","<div></div>","NarrativeContent_32","SECTION 6"
"854","6.1","d0c8c62a-cd87-4131-8f4b-e511558146e3","Description of Trial Intervention","<div></div>","NarrativeContent_33","SECTION 6.1"
"855","6.2","eae71d36-7b3d-4e6b-8dd8-58dc584cbcc5","Rationale for Trial Intervention","<div></div>","NarrativeContent_34","SECTION 6.2"
"856","6.3","44779c88-2940-47b9-921a-37146190d0c1","Dosing and Administration","<div></div>","NarrativeContent_35","SECTION 6.3"
"857","6.3.1","265ffd92-40d3-47cb-9d37-7030026afe91","Trial Intervention Dose Modification","<div></div>","NarrativeContent_36","SECTION 6.3.1"
"858","6.4","ed1299b4-ab15-41a7-91b1-0bcb3f9a2b55","Treatment of Overdose","<div></div>","NarrativeContent_37","SECTION 6.4"
"859","6.5","51381e35-2b02-4e3b-a352-1a9196c3e28a","Preparation, Handling, Storage and Accountability","<div></div>","NarrativeContent_38","SECTION 6.5"
"860","6.5.1","09ffc8f4-2db0-4a7f-a723-4bd42111188c","Preparation of Trial Intervention","<div></div>","NarrativeContent_39","SECTION 6.5.1"
"861","6.5.2","19daf8c0-7fde-4691-9459-b7217243f6f7","Handling and Storage of Trial Intervention","<div></div>","NarrativeContent_40","SECTION 6.5.2"
"862","6.5.3","ce04dde3-3b64-40b0-a878-eb052aa248ef","Accountability of Trial Intervention","<div></div>","NarrativeContent_41","SECTION 6.5.3"
"863","6.6","17dbd946-ebe8-4871-9875-7f5c32d1d9ae","Participant Assignment, Randomisation and Blinding","<div></div>","NarrativeContent_42","SECTION 6.6"
"864","6.6.1","9d8e3af1-58c4-42bd-a38d-e95ee8bfd8aa","Participant Assignment","<div></div>","NarrativeContent_43","SECTION 6.6.1"
"865","6.6.2","23b35525-1e88-4a79-8cf6-ec7f460bf4e1","Randomisation","<div></div>","NarrativeContent_44","SECTION 6.6.2"
"866","6.6.3","70fa874e-447d-4e24-9d51-02d03f7a8a3f","Blinding and Unblinding","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent_45","SECTION 6.6.3"
"867","6.7","2a6835a2-8e26-41a3-86ed-0a8e40611233","Trial Intervention Compliance","<div></div>","NarrativeContent_46","SECTION 6.7"
"868","6.8","ce7a46bb-3511-4f61-979c-35e76645b302","Concomitant Therapy","<div></div>","NarrativeContent_47","SECTION 6.8"
"869","6.8.1","a34b84fb-c4bc-4995-bf98-9932c468d1f4","Prohibited Concomitant Therapy","<div></div>","NarrativeContent_48","SECTION 6.8.1"
"870","6.8.2","605e1691-b850-432d-960d-6bdfdd707f9f","Permitted Concomitant Therapy","<div></div>","NarrativeContent_49","SECTION 6.8.2"
"871","6.8.3","b3dbac50-932b-40b8-b9ae-247acd160992","Rescue Therapy","<div></div>","NarrativeContent_50","SECTION 6.8.3"
"872","6.8.4","0c92a276-7a93-4b98-8a5f-5c033a364068","Other Therapy","<div></div>","NarrativeContent_51","SECTION 6.8.4"
"873","7","56b8471b-1017-4998-a5ca-9a8623af462e","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>","NarrativeContent_52","SECTION 7"
"874","7.1","5e334049-6f56-44eb-b926-44e34a914bcf","Discontinuation of Trial Intervention","<div></div>","NarrativeContent_53","SECTION 7.1"
"875","7.1.1","459d184d-0e62-46a3-a255-6aa9b672b20d","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>","NarrativeContent_54","SECTION 7.1.1"
"876","7.1.2","45ac60df-5ce5-4cc6-a6ff-1a64d9e97540","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>","NarrativeContent_55","SECTION 7.1.2"
"877","7.1.3","7186bdb7-eb5f-4725-a4c1-d3130c6d77f9","Rechallenge","<div></div>","NarrativeContent_56","SECTION 7.1.3"
"878","7.2","5a1f1b3c-f5a4-4ea1-85cc-8f7814d4de32","Participant Withdrawal from the Trial","<div></div>","NarrativeContent_57","SECTION 7.2"
"879","7.3","37edc075-b824-4244-9ca3-afab44a8e812","Lost to Follow-Up","<div></div>","NarrativeContent_58","SECTION 7.3"
"880","7.4","ca6084f7-de89-4619-b45d-ded04d738ff3","Trial Stopping Rules","<div></div>","NarrativeContent_59","SECTION 7.4"
"881","8","d9913192-aec8-4316-9a73-998d72239df5","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>","NarrativeContent_60","SECTION 8"
"882","8.1","4aeea2bf-8ff3-4ff6-9f5d-cc3e421b23b1","Screening/Baseline Assessments and Procedures","<div></div>","NarrativeContent_61","SECTION 8.1"
"883","8.2","fe5bdbb1-81e4-4299-9c99-953e70a35769","Efficacy Assessments and Procedures","<div></div>","NarrativeContent_62","SECTION 8.2"
"884","8.3","094b5b72-698e-4e16-8a07-cd21fd2879ef","Safety Assessments and Procedures","<div></div>","NarrativeContent_63","SECTION 8.3"
"885","8.3.1","78242349-aa1f-407f-b39a-20b96624533a","Physical Examination","<div></div>","NarrativeContent_64","SECTION 8.3.1"
"886","8.3.2","9428a16b-8f18-47f3-a9f3-b545791e6ae6","Vital Signs","<div></div>","NarrativeContent_65","SECTION 8.3.2"
"887","8.3.3","f241ee1f-e29d-4085-9b42-131f8dbbe22d","Electrocardiograms","<div></div>","NarrativeContent_66","SECTION 8.3.3"
"888","8.3.4","680d6c6a-7feb-4e49-840e-320c51c05a8b","Clinical Laboratory Assessments","<div></div>","NarrativeContent_67","SECTION 8.3.4"
"889","8.3.5","271890e0-e454-4133-b362-1974efce2fee","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>","NarrativeContent_68","SECTION 8.3.5"
"890","8.4","73a59151-ebc8-4243-9e8d-f9dc623cbc0d","Adverse Events and Serious Adverse Events","<div></div>","NarrativeContent_69","SECTION 8.4"
"891","8.4.1","5c4e11a0-1475-431b-85c9-94c26709506b","Definitions of AE and SAE","<div></div>","NarrativeContent_70","SECTION 8.4.1"
"892","8.4.2","9634717f-776f-4592-b2df-c5c1c2ff385e","Time Period and Frequency for Collecting AE and SAE Information","<div></div>","NarrativeContent_71","SECTION 8.4.2"
"893","8.4.3","de37b63b-f9e5-4991-8565-86450e4f0dfc","Identifying AEs and SAEs","<div></div>","NarrativeContent_72","SECTION 8.4.3"
"894","8.4.4","8688dea5-aefe-41d5-9a7f-5541a8304ad8","Recording of AEs and SAEs","<div></div>","NarrativeContent_73","SECTION 8.4.4"
"895","8.4.5","70e58e85-81cc-48d5-a797-092540ee20d0","Follow-up of AEs and SAEs","<div></div>","NarrativeContent_74","SECTION 8.4.5"
"896","8.4.6","51a5a141-4305-434f-a1b7-de52bb1408bf","Reporting of SAEs","<div></div>","NarrativeContent_75","SECTION 8.4.6"
"897","8.4.7","5cd2a172-a0f8-4dd9-af80-721d050edc80","Regulatory Reporting Requirements for SAEs","<div></div>","NarrativeContent_76","SECTION 8.4.7"
"898","8.4.8","2a421500-e4c0-4e37-b3bb-1c948ad9e370","Serious and Unexpected Adverse Reaction Reporting","<div></div>","NarrativeContent_77","SECTION 8.4.8"
"899","8.4.9","48817e6b-35d4-4739-b058-ce9a21a14871","Adverse Events of Special Interest","<div></div>","NarrativeContent_78","SECTION 8.4.9"
"900","8.4.10","a75cf95f-84c0-4c62-bf7b-cc8503a9fa1e","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>","NarrativeContent_79","SECTION 8.4.10"
"901","8.5","320a2c62-a17f-47f1-8186-df43e1b05b48","Pregnancy and Postpartum Information","<div></div>","NarrativeContent_80","SECTION 8.5"
"902","8.5.1","0a05b61c-ad05-4cb3-a52e-bb75cf3977c7","Participants Who Become Pregnant During the Trial","<div></div>","NarrativeContent_81","SECTION 8.5.1"
"903","8.5.2","346a4be6-3e4b-49e9-8011-c1b0072bed1c","Participants Whose Partners Become Pregnant","<div></div>","NarrativeContent_82","SECTION 8.5.2"
"904","8.6","b8883737-702b-4b38-9f16-fb59b40e3141","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>","NarrativeContent_83","SECTION 8.6"
"905","8.6.1","5e597227-cf57-489c-bb01-03aafa0b41e2","Definition of Medical Device Product Complaints","<div></div>","NarrativeContent_84","SECTION 8.6.1"
"906","8.6.2","b8d53d0c-3a44-4316-b1e6-6da97a4ff677","Recording of Medical Device Product Complaints","<div></div>","NarrativeContent_85","SECTION 8.6.2"
"907","8.6.3","5dd4ba95-29f5-42a8-a564-76bf96b532d6","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","NarrativeContent_86","SECTION 8.6.3"
"908","8.6.4","b792e49c-fdd7-4a07-8545-2242b8dee7bc","Follow-Up of Medical Device Product Complaints","<div></div>","NarrativeContent_87","SECTION 8.6.4"
"909","8.6.5","ce475e01-4571-41d5-bd08-ccd675d8442c","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","NarrativeContent_88","SECTION 8.6.5"
"910","8.7","d09c560e-a2bf-44ee-99cd-8f36af98569a","Pharmacokinetics","<div></div>","NarrativeContent_89","SECTION 8.7"
"911","8.8","0c48bc59-7ed3-4467-bd87-e07346ecc9ef","Genetics","<div></div>","NarrativeContent_90","SECTION 8.8"
"912","8.9","f9a5b642-2e92-40eb-94da-e8d3deda94b0","Biomarkers","<div></div>","NarrativeContent_91","SECTION 8.9"
"913","8.1","215760dc-4a67-4056-ab9c-1a720f51d192","Immunogenicity Assessments","<div></div>","NarrativeContent_92","SECTION 8.1"
"914","8.1.1","f7ab4ccf-775b-440c-bb90-7ebd1e6345ec","Medical Resource Utilisation and Health Economics","<div></div>","NarrativeContent_93","SECTION 8.1.1"
"915","9","eafc8ed5-6456-47fa-9215-9c1b1735fd1d","STATISTICAL CONSIDERATIONS","<div></div>","NarrativeContent_94","SECTION 9"
"916","9.1","7dcbec5f-7ce2-4eb3-aee5-fd39fbfe852c","Analysis Sets","<div></div>","NarrativeContent_95","SECTION 9.1"
"917","9.2","b111a91f-38c3-4275-9de6-1fc75078ee8d","Analyses Supporting Primary Objective(s)","<div></div>","NarrativeContent_96","SECTION 9.2"
"918","9.2.1","3be9559c-199d-45f5-8e67-6d3051e960e6","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","NarrativeContent_97","SECTION 9.2.1"
"919","9.2.2","ff473796-977e-464c-8e1a-370d32a5fc23","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","NarrativeContent_98","SECTION 9.2.2"
"920","9.2.3","c3424c29-b1af-47b6-904c-828a5e9ed080","Handling of Missing Data","<div></div>","NarrativeContent_99","SECTION 9.2.3"
"921","9.2.4","26e7b7bc-2b8d-444e-8df1-38eac7c9e6a6","Sensitivity Analysis","<div></div>","NarrativeContent_100","SECTION 9.2.4"
"922","9.2.5","ddddd97f-3042-44cd-b84a-65c1722af943","Supplementary Analysis","<div></div>","NarrativeContent_101","SECTION 9.2.5"
"923","9.3","cdeff584-3be3-45fc-9346-b45988453c3f","Analysis Supporting Secondary Objective(s)","<div></div>","NarrativeContent_102","SECTION 9.3"
"924","9.4","48179e99-c778-4897-92c6-ef113e88795e","Analysis of Exploratory Objective(s)","<div></div>","NarrativeContent_103","SECTION 9.4"
"925","9.5","1fd60421-89b7-4abc-b900-d244f42db2db","Safety Analyses","<div></div>","NarrativeContent_104","SECTION 9.5"
"926","9.6","4bf9bdfe-ad54-497b-8be2-a20ea8dba7c2","Other Analyses","<div></div>","NarrativeContent_105","SECTION 9.6"
"927","9.7","c0c62338-fcc8-4285-89be-7b2a853c4c3b","Interim Analyses","<div></div>","NarrativeContent_106","SECTION 9.7"
"928","9.8","e43f63c5-ac9b-4ca6-a42d-c195ab8845aa","Sample Size Determination","<div></div>","NarrativeContent_107","SECTION 9.8"
"929","9.9","1eecf3fb-0a91-4c53-a510-f7cc91907e1a","Protocol Deviations","<div></div>","NarrativeContent_108","SECTION 9.9"
"930","10","f10eed0f-cb2f-492a-b716-7c02122b0001","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","NarrativeContent_109","SECTION 10"
"931","10.1","2c6714b3-ee38-4db8-9317-75ab557ba1eb","Regulatory and Ethical Considerations","<div></div>","NarrativeContent_110","SECTION 10.1"
"932","10.2","ab837b5a-b608-4a90-af8b-c7c976473794","Committees","<div></div>","NarrativeContent_111","SECTION 10.2"
"933","10.3","70691f43-96ab-49e7-b2d4-0ed9cd36a5fd","Informed Consent Process","<div></div>","NarrativeContent_112","SECTION 10.3"
"934","10.4","cd8e6313-5f54-48dc-a169-fe578312e485","Data Protection","<div></div>","NarrativeContent_113","SECTION 10.4"
"935","10.5","d4998eee-27bd-4667-9937-839195ae29e8","Early Site Closure or Trial Termination","<div></div>","NarrativeContent_114","SECTION 10.5"
"936","11","ea285d1d-1151-49a0-a61c-b5e6f144bbaf","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","NarrativeContent_115","SECTION 11"
"937","11.1","082955f8-c309-4777-9184-ad6674fa6a53","Quality Tolerance Limits","<div></div>","NarrativeContent_116","SECTION 11.1"
"938","11.2","29cc8642-5e7b-4f11-a012-3482fd031e0e","Data Quality Assurance","<div></div>","NarrativeContent_117","SECTION 11.2"
"939","11.3","a51816b8-1d0f-4553-a3e4-8474bfc21526","Source Data","<div></div>","NarrativeContent_118","SECTION 11.3"
"940","12","0b01a648-6915-43a1-90af-57fd00b1386e","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","NarrativeContent_119","SECTION 12"
"941","12.1","286de434-d67b-4da1-878a-7cadc8127a74","Further Details and Clarifications on the AE Definition","<div></div>","NarrativeContent_120","SECTION 12.1"
"942","12.2","77f48643-4f31-46a2-afd2-be2e4e09f892","Further Details and Clarifications on the SAE Definition","<div></div>","NarrativeContent_121","SECTION 12.2"
"943","12.3","83a030e8-af9a-4b88-a02d-9687ae38ff61","Severity","<div></div>","NarrativeContent_122","SECTION 12.3"
"944","12.4","defaa526-2b08-4c7c-9b73-a5518070ec4d","Causality","<div></div>","NarrativeContent_123","SECTION 12.4"
"945","13","1d11c574-cc45-4a76-a8ff-a6e084aadbeb","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","NarrativeContent_124","SECTION 13"
"946","13.1","ac0ef8ae-677a-45c0-b3a0-36a17d4d591c","Contraception and Pregnancy Testing","<div></div>","NarrativeContent_125","SECTION 13.1"
"947","13.1.1","f7143bfe-b0e5-4aa5-9fa4-385f1cde250d","Definitions Related to Childbearing Potential","<div></div>","NarrativeContent_126","SECTION 13.1.1"
"948","13.1.2","249475a0-77b0-4c0a-bd6e-c1389a8752ba","Contraception","<div></div>","NarrativeContent_127","SECTION 13.1.2"
"949","13.1.3","7ae56018-2c6a-4390-a74d-fea2149e9af5","Pregnancy Testing","<div></div>","NarrativeContent_128","SECTION 13.1.3"
"950","13.2","9694c439-1a03-4cfb-9ef8-aadba05792ff","Clinical Laboratory Tests","<div></div>","NarrativeContent_129","SECTION 13.2"
"951","13.3","da1c1730-bab8-4f5c-a6ab-5215263ba3e7","Country/Region-Specific Differences","<div></div>","NarrativeContent_130","SECTION 13.3"
"952","13.4","8257d6bb-3983-467b-a012-d1dfc631411a","Prior Protocol Amendments","<div></div>","NarrativeContent_131","SECTION 13.4"
"953","14","15cc5e4c-9172-4f82-a82b-139eddbee05f","APPENDIX: GLOSSARY OF TERMS","<div></div>","NarrativeContent_132","SECTION 14"
"954","15","5bc2303a-30c7-43d2-a014-91fc3bb65f9c","APPENDIX: REFERENCES","<div></div>","NarrativeContent_133","SECTION 15"
