"id:ID","bcSynonyms","bcReference","uuid","label","id","name"
"700","['Adverse Event Reported Term', 'AETERM']","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C41331","ccc960f0-cd41-4224-bd0e-43f2f9efc599","Adverse Event","BiomedicalConcept_1","Adverse Event"
"701","['SYSBP']","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","6e5eb85a-d372-4102-9ff9-937526582e77","Systolic Blood Pressure","BiomedicalConcept_2","Systolic Blood Pressure"
"702","['DIABP']","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","eaf03d25-2974-42a1-b62b-c57300b0b21f","Diastolic Blood Pressure","BiomedicalConcept_3","Diastolic Blood Pressure"
"703","['Temperature']","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","2c2041c2-b6f0-4732-ae86-5058217f4960","Body Temperature","BiomedicalConcept_4","Body Temperature"
"704","['Weight']","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","1b006acb-be4b-468e-970c-f6a3cc701c81","Body Weight","BiomedicalConcept_5","Body Weight"
"705","['Height']","/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","e79478ac-f761-448a-95e5-8e1accd67eb8","Body Height","BiomedicalConcept_6","Body Height"
"706","['ALT', 'SGPT']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","1723c487-cc33-4550-99f8-5cb626cba539","Alanine Aminotransferase Measurement","BiomedicalConcept_7","Alanine Aminotransferase Measurement"
"707","['Albumin']","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","56de2bab-ff02-4c46-b64b-f1981060419d","Albumin Measurement","BiomedicalConcept_8","Albumin Measurement"
"708","['Alkaline Phosphatase']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","f507289b-ee86-4ffb-9c54-87bb4f3c094e","Alkaline Phosphatase Measurement","BiomedicalConcept_9","Alkaline Phosphatase Measurement"
"709","['AST', 'SGOT']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","808491d6-4af9-4034-b83a-09ab5c1e3524","Aspartate Aminotransferase Measurement","BiomedicalConcept_10","Aspartate Aminotransferase Measurement"
"710","['Creatinine']","/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","8ebdfdd6-cb48-4e98-a14f-f6e85f8e1863","Creatinine Measurement","BiomedicalConcept_11","Creatinine Measurement"
"711","['Potassium', 'K']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","fdeca2b1-bc71-4ebb-93a7-265a4d0ee416","Potassium Measurement","BiomedicalConcept_12","Potassium Measurement"
"712","['Sodium', 'NA']","/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","d52f67bf-aac7-414f-abe5-0bda7203d5da","Sodium Measurement","BiomedicalConcept_13","Sodium Measurement"
"713","['SYSBP']","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","0d590171-8f2f-492b-b26a-1a8d9074292e","Systolic Blood Pressure","BiomedicalConcept_14","Systolic Blood Pressure"
"714","['DIABP']","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","980d72c0-21b2-4df0-a1d8-fd2e9c8d9dd8","Diastolic Blood Pressure","BiomedicalConcept_15","Diastolic Blood Pressure"
"715","['SYSBP']","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","05b22c8e-0534-4d30-8d02-824bfbdf54a1","Systolic Blood Pressure","BiomedicalConcept_16","Systolic Blood Pressure"
"716","['DIABP']","/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","baad2abc-b4a0-483d-aa71-603175b17b56","Diastolic Blood Pressure","BiomedicalConcept_17","Diastolic Blood Pressure"
