"id:ID","bcPropertyDatatype","bcPropertyRequired","uuid","label","bcPropertyEnabled","id","bcPropertyResponseCodes","name"
"615","boolean","True","a3008179-42af-4cf7-b33e-6574d041c9f3","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_35","[]","Laboratory Test Fasting Status"
"616","string","True","7196613f-e15c-4a1c-9e8f-0311adcccea3","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_36","[]","Unit of Catalytic Activity Concentration"
"617","string","True","29243213-0c1d-41d3-b5b9-536b0484ba05","Biospecimen Type","True","BiomedicalConceptProperty_37","[]","Biospecimen Type"
"618","string","True","2812abae-add6-4732-8a3a-8f4d26079d4f","Laboratory Test Result","True","BiomedicalConceptProperty_38","[]","Laboratory Test Result"
"619","boolean","True","90414c3f-c595-4cfb-a496-c6866a18b7ca","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_39","[]","Laboratory Test Fasting Status"
"620","string","True","441a650d-26a8-40bb-b2c8-79e535a8c362","Unit of Concentration","True","BiomedicalConceptProperty_40","[]","Unit of Concentration"
"621","string","True","2a0a0350-0eff-47c0-bb67-54588111fb7f","Biospecimen Type","True","BiomedicalConceptProperty_41","[]","Biospecimen Type"
"622","decimal","True","e4f040a4-f640-4325-b9f7-faf332e46b8f","Laboratory Test Result","True","BiomedicalConceptProperty_42","[]","Laboratory Test Result"
"623","boolean","True","5b03148d-22d8-4016-89de-90138e491a23","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_43","[]","Laboratory Test Fasting Status"
"624","string","True","e2ee7321-18b1-4d29-ad2f-f60e308af884","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_44","[]","Unit of Catalytic Activity Concentration"
"625","string","True","f280ee50-2a52-4e2e-9ac8-327e2b6cc86f","Biospecimen Type","True","BiomedicalConceptProperty_45","[]","Biospecimen Type"
"626","decimal","True","77ff4fa0-71d9-4c2a-818b-67170cd21c99","Laboratory Test Result","True","BiomedicalConceptProperty_46","[]","Laboratory Test Result"
"627","boolean","True","81283b0f-95b1-4d56-b44a-03b024a52598","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_47","[]","Laboratory Test Fasting Status"
"628","string","True","695b6374-4554-4cd4-b098-f7fb568c892f","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty_48","[]","Unit of Catalytic Activity Concentration"
"629","string","True","b6681ca9-2712-43e8-9804-0c7069f285f3","Biospecimen Type","True","BiomedicalConceptProperty_49","[]","Biospecimen Type"
"630","string","True","938b45a7-dc89-4ddd-bebe-95c4f3d97812","Laboratory Test Result","True","BiomedicalConceptProperty_50","[]","Laboratory Test Result"
"631","boolean","True","a665a630-735b-4612-aabd-992f8568f784","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_51","[]","Laboratory Test Fasting Status"
"632","string","True","4921561c-1a21-4cd2-ad82-9f464d07215d","Unit of Concentration","True","BiomedicalConceptProperty_52","[]","Unit of Concentration"
"633","string","True","c328c2b5-33ab-40de-9130-84cdd75a28ec","Biospecimen Type","True","BiomedicalConceptProperty_53","[]","Biospecimen Type"
"634","decimal","True","4781d4d6-bf7b-4b71-9795-ec16e68b6b23","Laboratory Test Result","True","BiomedicalConceptProperty_54","[]","Laboratory Test Result"
"635","boolean","True","805c7fa2-dc3c-4260-b6e2-a5abd5ac4089","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_55","[]","Laboratory Test Fasting Status"
"636","string","True","fc211b36-0895-4540-941b-70868782c8f2","Molarity Unit","True","BiomedicalConceptProperty_56","[]","Molarity Unit"
"637","string","True","84bfc320-0410-4f57-88a5-4070ece9d44a","Biospecimen Type","True","BiomedicalConceptProperty_57","[]","Biospecimen Type"
"638","decimal","True","9d4e6406-da44-4e43-bb38-77b0e1b29dbb","Laboratory Test Result","True","BiomedicalConceptProperty_58","[]","Laboratory Test Result"
"639","boolean","True","def9135c-89c0-40f9-a770-98136ee1b6cc","Laboratory Test Fasting Status","True","BiomedicalConceptProperty_59","[]","Laboratory Test Fasting Status"
"640","string","True","7d939b33-8a05-4c29-b9d1-b34de029a923","Molarity Unit","True","BiomedicalConceptProperty_60","[]","Molarity Unit"
"641","string","True","4594f9f3-bac5-45f0-848c-944338560073","Biospecimen Type","True","BiomedicalConceptProperty_61","[]","Biospecimen Type"
"642","decimal","True","59699308-296a-413e-887d-88da4551873b","Vital Signs Result","True","BiomedicalConceptProperty_62","[]","Vital Signs Result"
"643","string","True","71885335-1a07-49ee-8071-7b70f92d170e","Unit of Pressure","True","BiomedicalConceptProperty_63","","Unit of Pressure"
"644","string","True","2349983a-e132-4ad6-826b-0a803cc671d9","Vital Signs Location","True","BiomedicalConceptProperty_64","[]","Vital Signs Location"
"645","string","True","9de8fd5a-3b59-4a8b-99dd-b8ffc34ce4c1","Vital Signs Laterality","True","BiomedicalConceptProperty_65","[]","Vital Signs Laterality"
"646","string","True","7c60b8c1-5d4d-43ea-95b8-3572a46d3249","Test Method","True","BiomedicalConceptProperty_66","[]","Test Method"
"647","string","True","3a3312ae-8b73-43f7-a97e-4b32e1553365","Vital Signs Position","True","BiomedicalConceptProperty_67","[]","Vital Signs Position"
"648","decimal","True","e77e56cb-c8b3-4a30-b771-ef007da05dee","Vital Signs Result","True","BiomedicalConceptProperty_68","[]","Vital Signs Result"
"649","string","True","e0d054fb-f853-4e60-b006-e2a21e0c6f19","Unit of Pressure","True","BiomedicalConceptProperty_69","","Unit of Pressure"
"650","string","True","fd93dd58-b760-48bf-90c5-ec6c11286088","Vital Signs Location","True","BiomedicalConceptProperty_70","[]","Vital Signs Location"
"651","string","True","5bf321c2-a899-49f7-925c-b4b725ee8752","Vital Signs Laterality","True","BiomedicalConceptProperty_71","[]","Vital Signs Laterality"
"652","string","True","3bc7a46d-a2e8-4bb8-a40d-73baadb70bb8","Test Method","True","BiomedicalConceptProperty_72","[]","Test Method"
"653","string","True","bba686e1-35f4-4fbd-8508-a379e0fe2b8a","Vital Signs Position","True","BiomedicalConceptProperty_73","[]","Vital Signs Position"
"654","decimal","True","c92c7866-3c5a-4b91-9c82-c0de6679dd15","Vital Signs Result","True","BiomedicalConceptProperty_74","[]","Vital Signs Result"
"655","string","True","4a66a377-e516-42cb-910c-d6b956881479","Unit of Pressure","True","BiomedicalConceptProperty_75","","Unit of Pressure"
"656","string","True","f7d12372-a19c-4aef-8186-6256881567d1","Vital Signs Location","True","BiomedicalConceptProperty_76","[]","Vital Signs Location"
"657","string","True","866061b3-35b1-4be3-bc8c-103adb7b13e6","Vital Signs Laterality","True","BiomedicalConceptProperty_77","[]","Vital Signs Laterality"
"658","string","True","85fca8de-748d-45cf-b79a-99931412b59b","Test Method","True","BiomedicalConceptProperty_78","[]","Test Method"
"659","string","True","cb74a96f-2dbb-4d3a-ac29-4db6e75f4488","Vital Signs Position","True","BiomedicalConceptProperty_79","[]","Vital Signs Position"
"660","decimal","True","a0a3a836-11b4-4b70-a29c-e2e45a37552c","Vital Signs Result","True","BiomedicalConceptProperty_80","[]","Vital Signs Result"
"661","string","True","15cb8a22-ee62-4020-a667-bb7db7b8a60c","Unit of Pressure","True","BiomedicalConceptProperty_81","","Unit of Pressure"
"662","string","True","46f34ff2-d4c4-4fb7-8fe0-c304332ce3c4","Vital Signs Location","True","BiomedicalConceptProperty_82","[]","Vital Signs Location"
"663","string","True","9bb5a2c1-b874-4b93-82e1-f3eddde3aa97","Vital Signs Laterality","True","BiomedicalConceptProperty_83","[]","Vital Signs Laterality"
"664","string","True","97dd867f-b9ec-4c92-b474-681f1a6851f0","Test Method","True","BiomedicalConceptProperty_84","[]","Test Method"
"665","string","True","7d8019d9-7d71-4b8d-963a-3a9e15361e38","Vital Signs Position","True","BiomedicalConceptProperty_85","[]","Vital Signs Position"
