"id:ID","codeSystem","decode","uuid","code","id","codeSystemVersion"
"53","http://www.cdisc.org","Clinic","c1e56a09-c035-4f60-a091-19c9cd51f966","C51282","Code_97","2023-09-29"
"54","http://www.cdisc.org","In Person","ae4fc268-49ec-46c0-a436-3da1d8d0c3a6","C175574","Code_98","2023-09-29"
"55","http://www.cdisc.org","Telephone Call","832dc279-1ff3-43ca-94c2-827d8c31a6e1","C171537","Code_99","2023-09-29"
"56","http://www.cdisc.org","Visit","afbab942-633f-4383-ace6-1f86c7059b1a","C25716","Code_100","2023-09-29"
"57","http://www.cdisc.org","Clinic","0f59bead-9524-4bc3-992b-80f3e2090c2d","C51282","Code_101","2023-09-29"
"58","http://www.cdisc.org","In Person","b0ae01d2-4b80-4188-aeb4-ede38d06e43f","C175574","Code_102","2023-09-29"
"59","http://www.cdisc.org","Visit","86c42323-280f-4b65-98df-879705c501e5","C25716","Code_103","2023-09-29"
"60","http://www.cdisc.org","Clinic","2ca28826-23fc-47b9-b683-d4f36de6a655","C51282","Code_104","2023-09-29"
"61","http://www.cdisc.org","In Person","74761dff-e608-4d62-894e-9aea2f7e0485","C175574","Code_105","2023-09-29"
"62","SNOMED","CT of head without contrast","54be9e3a-a270-4f1b-a118-82a65be87cf6","383371000119108","Code_63","January 31, 2018"
"63","SPONSOR","Supine for 5 minutes","e337bf57-6e99-4245-b89e-55549601a241","123","Code_64","12"
"64","SPONSOR","Standingfor 1-3 minutes","75581e9e-6636-4c93-b2ab-f38b4be3184a","124","Code_65","12"
"65","NCI Thesaurus","Vital Signs Result","08d0786a-1dcd-43d0-97c4-37af62b8e9f7","C173522","Code_244",""
"66","http://www.cdisc.org","Kelvin","89bd2689-e196-47ac-9aca-41ad8df2303e","C42537","Code_245","2023-09-29"
"67","NCI Thesaurus","Unit of Temperature","ef5b6bbf-3166-45fc-956b-6605e1a8bc06","C44276","Code_246",""
"68","NCI Thesaurus","Vital Signs Location","61dfd282-0e41-4434-ab60-57376d1eb1ef","C83088","Code_247",""
"69","NCI Thesaurus","Body Temperature","64cc0df6-a889-4e7d-982e-2ab1e536a5fa","C174446","Code_243",""
"70","NCI Thesaurus","Vital Signs Result","9e9a1d64-b8b0-4375-8f31-5d35f206773b","C173522","Code_249",""
"71","http://www.cdisc.org","Kilogram","6b8642b3-cfd8-4a95-8fe8-ab027a37e06e","C28252","Code_250","2023-09-29"
"72","http://www.cdisc.org","Gram","9c63af67-376b-47dd-bebc-6242d2836657","C48155","Code_251","2023-09-29"
"73","http://www.cdisc.org","Pound","1ab360e9-0d9a-4a86-b516-db77f2516dd9","C48531","Code_252","2023-09-29"
"74","NCI Thesaurus","Unit of Weight","9ec0b58e-154d-45e5-bd25-dce1a13e4400","C48208","Code_253",""
"75","NCI Thesaurus","Body Weight","0a0b2713-93b9-4e43-a797-4cbe394ac11b","C81328","Code_248",""
"76","NCI Thesaurus","Vital Signs Result","2afd8233-36ce-47e0-a586-05303a41aa1a","C173522","Code_255",""
"77","http://www.cdisc.org","Centimeter","5ecb30f6-1daa-41d1-963f-c688176bb7ef","C49668","Code_256","2023-09-29"
"78","http://www.cdisc.org","Inch","4598445a-03d5-4b9a-beec-0d907941945a","C48500","Code_257","2023-09-29"
"79","http://www.cdisc.org","Millimeter","29db9792-5c7d-4892-8f75-d6c7a9b01e52","C28251","Code_258","2023-09-29"
"80","http://www.cdisc.org","Meter","e340d1b2-8cec-4dbf-8586-0edda4854962","C41139","Code_259","2023-09-29"
"81","NCI Thesaurus","Unit of Height","b48bfcf7-9437-473d-8db7-22f80085c1f6","C168688","Code_260",""
"82","NCI Thesaurus","Body Height","68aba1f0-09d7-465b-8485-ff4210fd83f8","C164634","Code_254",""
"83","NCI Thesaurus","Laboratory Test Result","13cbc3b2-1410-49eb-bcd8-9d005f5c11fe","C36292","Code_262",""
"84","NCI Thesaurus","Laboratory Test Fasting Status","e1db7924-b485-4b76-b7d1-852f349b890b","C83309","Code_263",""
"85","NCI Thesaurus","Unit of Catalytic Activity Concentration","fdbcfb47-4f4e-433e-a4b2-c3d60894b4ac","C67365","Code_264",""
"86","NCI Thesaurus","Biospecimen Type","d270e69c-4423-4c0a-a430-1b65995f016c","C70713","Code_265",""
"87","NCI Thesaurus","Alanine Aminotransferase Measurement","7075a208-5faf-4694-9d5b-f2fdcd5725d6","C64433","Code_261",""
"88","NCI Thesaurus","Laboratory Test Result","29542f38-3e0a-48ca-85e8-7148f6b6efc4","C36292","Code_267",""
"89","NCI Thesaurus","Laboratory Test Fasting Status","d1d283e4-11d8-4cd5-b68a-5e1a19ea3a11","C83309","Code_268",""
"90","NCI Thesaurus","Unit of Concentration","34d4d7e0-26ba-4446-bff5-2e628fbada78","C48207","Code_269",""
"91","NCI Thesaurus","Biospecimen Type","eeb6d1e8-1062-4c47-a568-f5e7ef007681","C70713","Code_270",""
"92","NCI Thesaurus","Albumin Measurement","b91a545b-8c82-4764-b419-278b4a48ab82","C64431","Code_266",""
"93","NCI Thesaurus","Laboratory Test Result","f469a7e1-83b1-4472-82cf-eacaa50ea96a","C36292","Code_272",""
"94","NCI Thesaurus","Laboratory Test Fasting Status","44477cd7-e242-49d1-b429-0ed6e1acfd36","C83309","Code_273",""
"95","NCI Thesaurus","Unit of Catalytic Activity Concentration","f6a4ae3a-0db3-4f00-bdf5-be68db618318","C67365","Code_274",""
"96","NCI Thesaurus","Biospecimen Type","23fdffd3-7181-4ee5-b7dc-9e813d2fdb87","C70713","Code_275",""
"97","NCI Thesaurus","Alkaline Phosphatase Measurement","a8b710ad-6c64-48b6-bc5c-0dcbdc06f002","C64432","Code_271",""
"98","NCI Thesaurus","Laboratory Test Result","c70c2b99-72a6-4237-9c62-e7c82099f5a6","C36292","Code_277",""
"99","NCI Thesaurus","Laboratory Test Fasting Status","57b84d17-1527-4d77-a30b-575ffae3105c","C83309","Code_278",""
"100","NCI Thesaurus","Unit of Catalytic Activity Concentration","f2e96e60-e1a8-4c87-880f-ed7485233d61","C67365","Code_279",""
"101","NCI Thesaurus","Biospecimen Type","b69e7e92-4dc0-42e9-8350-8626414c41ab","C70713","Code_280",""
"102","NCI Thesaurus","Aspartate Aminotransferase Measurement","840b322d-c89e-439c-b1ad-ed73f1f9a652","C64467","Code_276",""
"103","NCI Thesaurus","Laboratory Test Result","655e4522-8432-43e7-b207-5896f75fa6e7","C36292","Code_282",""
"104","NCI Thesaurus","Laboratory Test Fasting Status","43dfe283-26b1-4cd5-b8a0-30a1634e5290","C83309","Code_283",""
"105","NCI Thesaurus","Unit of Concentration","533fb2bf-e16c-479d-97a8-d049e8e24af9","C48207","Code_284",""
"106","NCI Thesaurus","Biospecimen Type","2fd5cf61-0088-40bd-ac27-04c116431d01","C70713","Code_285",""
"107","NCI Thesaurus","Creatinine Measurement","15238748-fd41-4b41-803b-7c754ad128a9","C64547","Code_281",""
"108","NCI Thesaurus","Laboratory Test Result","348dbf24-2d23-428b-bb61-d475734102c4","C36292","Code_287",""
"109","NCI Thesaurus","Laboratory Test Fasting Status","48d354f8-d08e-4a41-bef5-efe890bb5668","C83309","Code_288",""
"110","NCI Thesaurus","Molarity Unit","008552ce-81d0-401d-a093-a90eee989650","C64567","Code_289",""
"111","NCI Thesaurus","Biospecimen Type","1b80e9e0-9802-43e5-8f80-c8e5823dcbbf","C70713","Code_290",""
"112","NCI Thesaurus","Potassium Measurement","fefe1b0f-2b41-49e1-908a-bd570f57208b","C64853","Code_286",""
"113","NCI Thesaurus","Laboratory Test Result","4eb5d4ab-2fb0-4f09-8c8a-2aee2d484bc5","C36292","Code_292",""
"114","NCI Thesaurus","Laboratory Test Fasting Status","aff4deb5-c56f-4d7b-8a23-e096e4d41424","C83309","Code_293",""
"115","NCI Thesaurus","Molarity Unit","2911cfcb-06ba-4f6c-b188-93ac4b8fc218","C64567","Code_294",""
"116","NCI Thesaurus","Biospecimen Type","46f20211-be13-4b18-b9ba-770e99109bda","C70713","Code_295",""
"117","NCI Thesaurus","Sodium Measurement","f4e95f66-3c98-46b6-a9f0-c57d20631a39","C64809","Code_291",""
"118","NCI Thesaurus","Adverse Event Verbatim Description","e7c0e1cd-255f-4b4c-8082-fe6a0a527c46","C78541","Code_126",""
"119","NCI Thesaurus","Adverse Event Dictionary Derived Term","be6f21f2-a505-4bad-9ddc-96bbd3267d82","C83344","Code_127",""
"120","NCI Thesaurus","Adverse Event Category","bd4d48c3-df9e-456f-876a-39356b5fbdc3","C83198","Code_128",""
"121","NCI Thesaurus","Adverse Event Subcategory","4e60155c-312e-47c0-9589-cb43bbe6478d","C83212","Code_129",""
"122","NCI Thesaurus","Adverse Event Pre-specified","f24cec96-255c-4e55-a6cc-7f8540f949e1","C87840","Code_130",""
"123","NCI Thesaurus","Severity of Adverse Event","3c34f959-130f-4a21-8c7e-b2ffc9e925f2","C53253","Code_131",""
"124","NCI Thesaurus","Adverse Event Toxicity Grade","9e1c8af5-2e75-4d36-9565-2dc0fdf0f5af","C78605","Code_132",""
"125","NCI Thesaurus","Seriousness of Adverse Event","f8a7ad59-4879-432d-b091-a8dfd37e680e","C53252","Code_133",""
"126","http://www.cdisc.org","Unknown","38677312-ab75-4755-8ad8-5b85154eb14f","C17998","Code_134","2023-09-29"
"127","NCI Thesaurus","Adverse Event Action Taken with Study Treatment","b9620899-f8ad-4db3-9d45-6fc121baa965","C83013","Code_135",""
"128","NCI Thesaurus","Adverse Event Attribution to Product or Procedure","88ea2da9-fa08-401f-8cde-f44209d6f50c","C41358","Code_136",""
"129","NCI Thesaurus","Adverse Event Pattern","bb425e00-dcc0-477c-af25-a922e5fa7ddd","C83208","Code_137",""
"130","http://www.cdisc.org","Unknown","7b61abe5-715f-4c00-ad36-9f84bca8ce6f","C17998","Code_138","2023-09-29"
"131","NCI Thesaurus","Adverse Event Outcome","f9cf194d-8120-4b82-8d97-fed194f64306","C49489","Code_139",""
"132","NCI Thesaurus","Adverse Event Start Date Time","ed3586b3-123d-4288-a6c2-75f907154732","C83215","Code_140",""
"133","NCI Thesaurus","Adverse Event End Date Time","23076390-a143-4997-86b3-0f95265eb212","C83201","Code_141",""
"134","NCI Thesaurus","Adverse Event","fc57275f-8899-4063-8744-e191bc35f6db","C41331","Code_125",""
"135","NCI Thesaurus","Vital Signs Result","58e8abf9-fa89-4f8c-9853-b633494b4079","C173522","Code_143",""
"136","http://www.cdisc.org","Pascal","e88622a7-40eb-465a-8af5-824335cd71a1","C42547","Code_144","2023-09-29"
"137","NCI Thesaurus","Unit of Pressure","ab91b602-18a7-4db9-aeb3-7a015c5c1808","C49669","Code_145",""
"138","NCI Thesaurus","Vital Signs Location","6950cf21-d867-4f7f-bb76-7f6b7b536bf2","C83088","Code_146",""
"139","NCI Thesaurus","Vital Signs Laterality","8ed973a1-94ad-4e03-8a11-49922a19bbfa","C123975","Code_147",""
"140","NCI Thesaurus","Test Method","035790fb-4741-4d15-ada6-28f0158e1139","C82535","Code_148",""
"141","NCI Thesaurus","Vital Signs Position","ce177b22-6dd4-442f-97ab-c6619d630e78","C83114","Code_149",""
"142","NCI Thesaurus","Systolic Blood Pressure","86c1f4a0-3d2c-4649-8f38-d0d5ae261c8e","C25298","Code_142",""
"143","NCI Thesaurus","Vital Signs Result","0ed343dd-68ba-46c5-a478-9723dabeee00","C173522","Code_151",""
"144","http://www.cdisc.org","Pascal","54b6ba69-b2d7-4727-adfe-82df382d6e85","C42547","Code_152","2023-09-29"
"145","NCI Thesaurus","Unit of Pressure","f4d3ff1f-1fae-419e-bca1-4c336eef669b","C49669","Code_153",""
"146","NCI Thesaurus","Vital Signs Location","03c93d81-afee-42dd-9e88-4aedbd154fb7","C83088","Code_154",""
"147","NCI Thesaurus","Vital Signs Laterality","01138edc-1c50-4e46-9614-a6d3d90774ba","C123975","Code_155",""
"148","NCI Thesaurus","Test Method","99510545-6dde-4b06-bbdf-a32364d684ae","C82535","Code_156",""
"149","NCI Thesaurus","Vital Signs Position","b9c8e0f8-ec73-464c-bcf6-c0ece77ba5eb","C83114","Code_157",""
"150","NCI Thesaurus","Diastolic Blood Pressure","e0f91c5f-87bb-4698-9985-4a6dc0c43d94","C25299","Code_150",""
"151","NCI Thesaurus","Vital Signs Result","47a913cc-9c5f-4c6c-a941-6fdff13d5b82","C173522","Code_159",""
"152","http://www.cdisc.org","Kelvin","2be6e17f-a9dc-4167-a43f-40b2e3d5af44","C42537","Code_160","2023-09-29"
"153","NCI Thesaurus","Unit of Temperature","5a505e8b-3995-4fc6-b49c-109fade588a5","C44276","Code_161",""
"154","NCI Thesaurus","Vital Signs Location","5c1e9d6d-6669-45b9-9627-c95dd5ca8c17","C83088","Code_162",""
"155","NCI Thesaurus","Body Temperature","076b6782-e2e5-4b03-b084-ad7dd28c678d","C174446","Code_158",""
"156","NCI Thesaurus","Vital Signs Result","b6778398-f5a5-493e-a358-84368da6b8c1","C173522","Code_164",""
"157","http://www.cdisc.org","Kilogram","288b6424-6a46-4d63-b278-facb8915fb7e","C28252","Code_165","2023-09-29"
"158","http://www.cdisc.org","Gram","2ed081d5-5b9b-4036-82b7-80feb7831218","C48155","Code_166","2023-09-29"
"159","http://www.cdisc.org","Pound","7189af0c-ccc3-4a3a-b3d8-75be30843028","C48531","Code_167","2023-09-29"
"160","NCI Thesaurus","Unit of Weight","cd7b723c-4483-4b7c-b118-ef9858c1c117","C48208","Code_168",""
"161","NCI Thesaurus","Body Weight","8a459daa-25e2-4866-8cfa-a32cbb467ae6","C81328","Code_163",""
"162","NCI Thesaurus","Vital Signs Result","fb3ae4ff-54c7-49ee-abb1-e00f5efc6083","C173522","Code_170",""
"163","http://www.cdisc.org","Centimeter","c542be3a-d46d-4100-b70c-ac0b09444ea4","C49668","Code_171","2023-09-29"
"164","http://www.cdisc.org","Inch","a363dacc-d571-44f9-a1b7-8b9f3e023f03","C48500","Code_172","2023-09-29"
"165","http://www.cdisc.org","Millimeter","676c7deb-faa7-4422-ab91-b1888e76366c","C28251","Code_173","2023-09-29"
"166","http://www.cdisc.org","Meter","21c43a79-2926-4b68-beda-5f9cdcb45160","C41139","Code_174","2023-09-29"
"167","NCI Thesaurus","Unit of Height","de38e853-d1ec-4dbd-a6fb-1b134de2bad0","C168688","Code_175",""
"168","NCI Thesaurus","Body Height","56c3c165-37e1-476b-846d-7c71027b9b78","C164634","Code_169",""
"169","NCI Thesaurus","Laboratory Test Result","a0f33ecc-974b-4d0e-99d9-19e2861f2e61","C36292","Code_177",""
"170","NCI Thesaurus","Laboratory Test Fasting Status","f4190595-47be-43ad-8fe7-52786b89e2f6","C83309","Code_178",""
"171","NCI Thesaurus","Unit of Catalytic Activity Concentration","5090cd20-d546-4c0f-bff7-61165a63a810","C67365","Code_179",""
"172","NCI Thesaurus","Biospecimen Type","14905d0b-77ae-41c3-b781-b88c64cc4cbc","C70713","Code_180",""
"173","NCI Thesaurus","Alanine Aminotransferase Measurement","e72d1e71-ca6e-4b88-95df-0fe5225d5cf0","C64433","Code_176",""
"174","NCI Thesaurus","Laboratory Test Result","ce8d0711-739e-408a-bed3-23ac248d6984","C36292","Code_182",""
"175","NCI Thesaurus","Laboratory Test Fasting Status","652f7792-30f5-40c0-af55-175e6042355c","C83309","Code_183",""
"176","NCI Thesaurus","Unit of Concentration","05a756f8-aeb1-4e5a-825a-4f5b4599a8fb","C48207","Code_184",""
"177","NCI Thesaurus","Biospecimen Type","bc17dc5c-d792-4f91-9014-560b8b508998","C70713","Code_185",""
"178","NCI Thesaurus","Albumin Measurement","827173fa-58d3-4152-b9d0-312172c90ca8","C64431","Code_181",""
"179","NCI Thesaurus","Laboratory Test Result","89dc4f99-6dd2-4ca0-83dd-0c8413bb8964","C36292","Code_187",""
"180","NCI Thesaurus","Laboratory Test Fasting Status","86f00a8f-a306-460b-9a07-a3b08d789080","C83309","Code_188",""
"181","NCI Thesaurus","Unit of Catalytic Activity Concentration","b741c834-ce29-428d-990c-05f829db26fd","C67365","Code_189",""
"182","NCI Thesaurus","Biospecimen Type","a7462a17-96a8-4557-bbf3-785e74c96919","C70713","Code_190",""
"183","NCI Thesaurus","Alkaline Phosphatase Measurement","c4e2443a-d740-432c-b8aa-2ab583d31f47","C64432","Code_186",""
"184","NCI Thesaurus","Laboratory Test Result","aac3a156-8f7e-4ed2-9fcc-ab2c578d4e00","C36292","Code_192",""
"185","NCI Thesaurus","Laboratory Test Fasting Status","031d8195-6b4d-4926-be27-c7a5601dfe8d","C83309","Code_193",""
"186","NCI Thesaurus","Unit of Catalytic Activity Concentration","e574fc21-994e-4f62-b5d4-47f44e3890f0","C67365","Code_194",""
"187","NCI Thesaurus","Biospecimen Type","3caee463-c4c8-4143-a856-efe1de4a048a","C70713","Code_195",""
"188","NCI Thesaurus","Aspartate Aminotransferase Measurement","5b54f513-d726-423f-872a-ddb491e3d390","C64467","Code_191",""
"189","NCI Thesaurus","Laboratory Test Result","fc023fcb-6991-49e8-a2e5-fe067e9e7e84","C36292","Code_197",""
"190","NCI Thesaurus","Laboratory Test Fasting Status","8d514395-0a31-4e95-b655-04546f6e146a","C83309","Code_198",""
"191","NCI Thesaurus","Unit of Concentration","6f4cd39f-e3b5-4540-9e31-19a5e011bb07","C48207","Code_199",""
"192","NCI Thesaurus","Biospecimen Type","146b7330-8a71-437e-9142-c488ce81bb1f","C70713","Code_200",""
"193","NCI Thesaurus","Creatinine Measurement","33dace37-5741-4b70-a422-496d251d71ab","C64547","Code_196",""
"194","NCI Thesaurus","Laboratory Test Result","df0e5454-9eae-4295-97db-073a81eb0ca4","C36292","Code_202",""
"195","NCI Thesaurus","Laboratory Test Fasting Status","31a7a912-52ca-4104-85ba-19650f3f323e","C83309","Code_203",""
"196","NCI Thesaurus","Molarity Unit","bbec6665-5376-4d82-8f2d-220d44e702eb","C64567","Code_204",""
"197","NCI Thesaurus","Biospecimen Type","7a18bf4b-b930-44c2-a9c5-ad4e58b94c20","C70713","Code_205",""
"198","NCI Thesaurus","Potassium Measurement","58c8f514-6f5d-4392-9988-d45ed1aa9f1a","C64853","Code_201",""
"199","NCI Thesaurus","Laboratory Test Result","4f659229-b22e-44b1-9a6f-62b148091606","C36292","Code_207",""
"200","NCI Thesaurus","Laboratory Test Fasting Status","4358277b-dfe0-4f23-bbfb-233e046020f4","C83309","Code_208",""
"201","NCI Thesaurus","Molarity Unit","86801cb7-6499-4f0f-9be5-b0455fe72d92","C64567","Code_209",""
"202","NCI Thesaurus","Biospecimen Type","8c64437d-2f69-4fb3-b23c-efe2038b4f4c","C70713","Code_210",""
"203","NCI Thesaurus","Sodium Measurement","158b4cc0-41eb-42d1-bfb1-95f6f648a26a","C64809","Code_206",""
"204","NCI Thesaurus","Vital Signs Result","9fe6fbed-8348-4be5-99eb-77229cc560a7","C173522","Code_212",""
"205","http://www.cdisc.org","Pascal","1b1bb5cd-b176-4f10-b3b8-d01148dc1d7f","C42547","Code_213","2023-09-29"
"206","NCI Thesaurus","Unit of Pressure","d854e28d-afcf-4802-8041-cfa815032588","C49669","Code_214",""
"207","NCI Thesaurus","Vital Signs Location","0d5fc467-34e6-45a4-bbd1-deb284b805cd","C83088","Code_215",""
"208","NCI Thesaurus","Vital Signs Laterality","b50b52ab-22ec-43d4-8443-65f179ca84a6","C123975","Code_216",""
"209","NCI Thesaurus","Test Method","735a1451-f8df-40ea-87b3-53b2bc5db023","C82535","Code_217",""
"210","NCI Thesaurus","Vital Signs Position","5828e59d-72ef-4be7-a97e-ac85a3f56931","C83114","Code_218",""
"211","NCI Thesaurus","Systolic Blood Pressure","9b1b3999-a715-48bd-b3ef-d29576b61b87","C25298","Code_211",""
"212","NCI Thesaurus","Vital Signs Result","32f79a9c-75fe-4c0b-bd15-657116e29743","C173522","Code_220",""
"213","http://www.cdisc.org","Pascal","69eeac59-4a9d-4341-8bf1-aa769206afea","C42547","Code_221","2023-09-29"
"214","NCI Thesaurus","Unit of Pressure","002830e6-a29d-4fa5-b46a-ce16b8344761","C49669","Code_222",""
"215","NCI Thesaurus","Vital Signs Location","196450dc-ec12-4ae3-86cf-127848946a6f","C83088","Code_223",""
"216","NCI Thesaurus","Vital Signs Laterality","f2398b41-3488-4c65-b629-1e1e5a3f8102","C123975","Code_224",""
"217","NCI Thesaurus","Test Method","55f38863-c81c-45e1-9a46-fe963527c617","C82535","Code_225",""
"218","NCI Thesaurus","Vital Signs Position","971665c9-88c3-4e13-96fc-0642ee50c751","C83114","Code_226",""
"219","NCI Thesaurus","Diastolic Blood Pressure","37e51030-1672-46cf-95df-0ba156150849","C25299","Code_219",""
"220","NCI Thesaurus","Vital Signs Result","2041f45f-0ca6-427f-88f7-e7811baf9afa","C173522","Code_228",""
"221","http://www.cdisc.org","Pascal","c8f69b60-b068-4a25-9a1f-4961db0d2bec","C42547","Code_229","2023-09-29"
"222","NCI Thesaurus","Unit of Pressure","aa47eee1-7c4f-48e7-87c0-00a57a7a9088","C49669","Code_230",""
"223","NCI Thesaurus","Vital Signs Location","3d9c4483-6ede-4605-b280-4ab4ee22bf8d","C83088","Code_231",""
