"code","codeSystemVersion","uuid:ID","codeSystem","id","decode"
"C51282","2023-09-29","8c5b9378-9b03-4e56-acfe-14928c8bf2cc","http://www.cdisc.org","Code_76","Clinic"
"C175574","2023-09-29","c8a58e1b-fcee-4861-bf24-6eb723516906","http://www.cdisc.org","Code_77","In Person"
"C25716","2023-09-29","19c7b227-0563-4a32-a011-80cd307b89fc","http://www.cdisc.org","Code_78","Visit"
"C51282","2023-09-29","419f2c3f-f7be-4013-a6a6-9a131b9baaa2","http://www.cdisc.org","Code_79","Clinic"
"C175574","2023-09-29","5bec216b-3b86-4910-85eb-aa13e8070c4e","http://www.cdisc.org","Code_80","In Person"
"C25716","2023-09-29","f89989c8-174f-4ab6-af27-2228bf6449ee","http://www.cdisc.org","Code_81","Visit"
"C51282","2023-09-29","b92ec6ce-49ee-4b92-a195-262912c8151e","http://www.cdisc.org","Code_82","Clinic"
"C175574","2023-09-29","c3a39a3d-a8d7-46b5-8288-b1beb1de773f","http://www.cdisc.org","Code_83","In Person"
"C25716","2023-09-29","396a082d-9d35-42da-b351-985e6d88ce02","http://www.cdisc.org","Code_84","Visit"
"C51282","2023-09-29","c3d70037-a7bc-444a-b8b8-5783b2ee8f8e","http://www.cdisc.org","Code_85","Clinic"
"C175574","2023-09-29","14761c5e-23ad-4351-ae4a-636b57bb8789","http://www.cdisc.org","Code_86","In Person"
"C171537","2023-09-29","15fadbd0-02a2-453f-bfe8-cc4d5527c22d","http://www.cdisc.org","Code_87","Telephone Call"
"C25716","2023-09-29","643537d3-85b8-4b68-98f6-6497b9ed2359","http://www.cdisc.org","Code_88","Visit"
"C51282","2023-09-29","c2ac65b3-229a-451f-9ce6-e00403cd08d7","http://www.cdisc.org","Code_89","Clinic"
"C175574","2023-09-29","107a7a30-90df-4ab9-b27a-c7c0431fa269","http://www.cdisc.org","Code_90","In Person"
"C171537","2023-09-29","fa15ace4-307f-412a-9ead-4ff8db0bc73e","http://www.cdisc.org","Code_91","Telephone Call"
"C25716","2023-09-29","9240bc97-209b-4d00-94a4-60f76025f667","http://www.cdisc.org","Code_92","Visit"
"C51282","2023-09-29","9a2220a2-c94a-44d4-868f-56de233d4424","http://www.cdisc.org","Code_93","Clinic"
"C175574","2023-09-29","6ecbc4d2-871a-4949-aa35-84e84809abac","http://www.cdisc.org","Code_94","In Person"
"C171537","2023-09-29","d74b2efe-83ed-437d-b5ea-91fc69f09bc0","http://www.cdisc.org","Code_95","Telephone Call"
"C25716","2023-09-29","a2acacb6-fd5b-4d01-bb49-be482fd38ce1","http://www.cdisc.org","Code_96","Visit"
"C51282","2023-09-29","c2274bfc-f503-4c4a-a78c-1a6f7581ffe6","http://www.cdisc.org","Code_97","Clinic"
"C175574","2023-09-29","c2b74ba4-7f66-4ced-9277-01f1d42ee78c","http://www.cdisc.org","Code_98","In Person"
"C171537","2023-09-29","657e082a-eb32-4408-b9b6-7c051ceb47c8","http://www.cdisc.org","Code_99","Telephone Call"
"C25716","2023-09-29","3326b812-6af0-4491-9d3d-45b328766df6","http://www.cdisc.org","Code_100","Visit"
"C51282","2023-09-29","fa6a238f-d9d0-4252-8e68-19431ba9cdfc","http://www.cdisc.org","Code_101","Clinic"
"C175574","2023-09-29","c0c15b5e-a326-4ecb-bcf3-72f6da4f255a","http://www.cdisc.org","Code_102","In Person"
"C25716","2023-09-29","7fba5dbb-aab6-47a3-8442-1238400e30c1","http://www.cdisc.org","Code_103","Visit"
"C51282","2023-09-29","9106d6b1-7520-43ea-922c-2fc8dcba5dbc","http://www.cdisc.org","Code_104","Clinic"
"C175574","2023-09-29","bc6cdb80-7897-4859-85fb-0688ad7c88e9","http://www.cdisc.org","Code_105","In Person"
"383371000119108","January 31, 2018","3acfb93e-f330-40a7-a202-59ffe5926ee3","SNOMED","Code_63","CT of head without contrast"
"123","12","71c85a29-5fd9-45bb-952e-c90988ab82dd","SPONSOR","Code_64","Supine for 5 minutes"
"124","12","e62a6f43-f22e-4d12-b98e-2e12cffd966a","SPONSOR","Code_65","Standingfor 1-3 minutes"
"C173522","","635c4643-a8f6-4767-862d-9f0a0d0c2f42","NCI Thesaurus","Code_244","Vital Signs Result"
"C42537","2023-09-29","f194f305-5afb-44e9-a1b6-4a8e72f779f9","http://www.cdisc.org","Code_245","Kelvin"
"C44276","","5e98eb0c-cdd5-46f0-9264-25ff3021d73b","NCI Thesaurus","Code_246","Unit of Temperature"
"C83088","","bfad999b-54d2-4e51-b029-c38f517d04f0","NCI Thesaurus","Code_247","Vital Signs Location"
"C174446","","1ef8d829-342f-4bfb-9d39-8d74f3831df6","NCI Thesaurus","Code_243","Body Temperature"
"C173522","","b3c148f9-5537-4988-8c55-34014c47beb8","NCI Thesaurus","Code_249","Vital Signs Result"
"C28252","2023-09-29","334bc1e2-3b65-4f24-87f7-bc26a9548c01","http://www.cdisc.org","Code_250","Kilogram"
"C48155","2023-09-29","5e78ed2d-6296-4ff0-8e08-e6f9acf37225","http://www.cdisc.org","Code_251","Gram"
"C48531","2023-09-29","4eac3a58-ef22-4302-8717-6098d1666f19","http://www.cdisc.org","Code_252","Pound"
"C48208","","b9ef7c24-22a2-4037-bc52-63467c4ffdf5","NCI Thesaurus","Code_253","Unit of Weight"
"C81328","","433039ec-9893-4487-ae76-4b5bb22a18a6","NCI Thesaurus","Code_248","Body Weight"
"C173522","","79aa4c5c-5814-4f6c-9b82-7ee81a2d4cbe","NCI Thesaurus","Code_255","Vital Signs Result"
"C49668","2023-09-29","ed268366-b8dc-4b63-9b9f-8ab82faf60c9","http://www.cdisc.org","Code_256","Centimeter"
"C48500","2023-09-29","84d0ce4b-58b2-431b-8647-eff303f50ed8","http://www.cdisc.org","Code_257","Inch"
"C28251","2023-09-29","66b30912-3ab1-473a-825b-8ec585bc2289","http://www.cdisc.org","Code_258","Millimeter"
"C41139","2023-09-29","c2edd988-3046-48fe-9865-df4eb524b435","http://www.cdisc.org","Code_259","Meter"
"C168688","","af04b062-bd08-4fbb-9350-0f4516be7005","NCI Thesaurus","Code_260","Unit of Height"
"C164634","","3e01987a-3e5d-4cf1-a575-5772f0c76a89","NCI Thesaurus","Code_254","Body Height"
"C36292","","71168a97-3950-468a-92d8-22a295eb0ae0","NCI Thesaurus","Code_262","Laboratory Test Result"
"C83309","","6d3f2179-cb1f-425e-ad45-525fb45e189f","NCI Thesaurus","Code_263","Laboratory Test Fasting Status"
"C67365","","853325ad-2966-4eef-a433-12902354fb3b","NCI Thesaurus","Code_264","Unit of Catalytic Activity Concentration"
"C70713","","48ce8d7b-9be8-466b-89a0-5b119f4be82c","NCI Thesaurus","Code_265","Biospecimen Type"
"C64433","","9584a075-67c1-471e-8029-aab863cffbbb","NCI Thesaurus","Code_261","Alanine Aminotransferase Measurement"
"C36292","","14b339f8-98cd-4a8c-b783-40c7d0034826","NCI Thesaurus","Code_267","Laboratory Test Result"
"C83309","","0712d02b-a92a-4f74-981c-31f390851d43","NCI Thesaurus","Code_268","Laboratory Test Fasting Status"
"C48207","","4297a0f2-28f6-4ac1-84ba-f3ac3fa2f5b2","NCI Thesaurus","Code_269","Unit of Concentration"
"C70713","","1957ce24-79b1-4f79-aeea-51853b44107d","NCI Thesaurus","Code_270","Biospecimen Type"
"C64431","","b8d3c2e0-6948-4a8d-8444-3c2e901250c7","NCI Thesaurus","Code_266","Albumin Measurement"
"C36292","","ed8734af-dbc6-40c6-986d-69d0277af753","NCI Thesaurus","Code_272","Laboratory Test Result"
"C83309","","6a291103-e35f-4d51-951d-d43648999dca","NCI Thesaurus","Code_273","Laboratory Test Fasting Status"
"C67365","","a2d83b83-2d2d-4d54-b23f-fa9c906adc6b","NCI Thesaurus","Code_274","Unit of Catalytic Activity Concentration"
"C70713","","b1682128-2566-4e78-85ec-82be0db8b1da","NCI Thesaurus","Code_275","Biospecimen Type"
"C64432","","6bce40f4-cf2c-430e-939d-bcb9c2db00b7","NCI Thesaurus","Code_271","Alkaline Phosphatase Measurement"
"C36292","","cdffffaf-a7b7-4e19-ab1b-66e5f25a011d","NCI Thesaurus","Code_277","Laboratory Test Result"
"C83309","","b342bd1e-3d5f-4225-b020-1e2c1e8e55b9","NCI Thesaurus","Code_278","Laboratory Test Fasting Status"
"C67365","","bb4d6f93-8cca-4f7d-b48f-1acb77e62d67","NCI Thesaurus","Code_279","Unit of Catalytic Activity Concentration"
"C70713","","0963ff2d-1cff-494f-9293-3392206d82e0","NCI Thesaurus","Code_280","Biospecimen Type"
"C64467","","42e585d0-f126-412a-a954-2cf889979fb6","NCI Thesaurus","Code_276","Aspartate Aminotransferase Measurement"
"C36292","","0c0c9a64-27f3-4cea-b2ba-62dd6d1c62f1","NCI Thesaurus","Code_282","Laboratory Test Result"
"C83309","","7e045c84-ea76-4b6c-a637-a4c27a7e5d71","NCI Thesaurus","Code_283","Laboratory Test Fasting Status"
"C48207","","8bfc4562-4903-4571-826c-e251dbc0dcae","NCI Thesaurus","Code_284","Unit of Concentration"
"C70713","","01f7bbd1-9612-4770-9614-378ca48b8155","NCI Thesaurus","Code_285","Biospecimen Type"
"C64547","","5c9737dc-d412-48fa-9f18-33b533ec2643","NCI Thesaurus","Code_281","Creatinine Measurement"
"C36292","","391851f1-5431-4afd-80f7-12fdf8186eb2","NCI Thesaurus","Code_287","Laboratory Test Result"
"C83309","","e0110d97-e8e8-4dca-aa69-851ade3d3848","NCI Thesaurus","Code_288","Laboratory Test Fasting Status"
"C64567","","c80c37d5-4577-4947-b30e-c338089a2d52","NCI Thesaurus","Code_289","Molarity Unit"
"C70713","","628630fe-ac8e-4edb-8d38-ee7416626b73","NCI Thesaurus","Code_290","Biospecimen Type"
"C64853","","f1295679-f941-49d7-84c6-d3a440670784","NCI Thesaurus","Code_286","Potassium Measurement"
"C36292","","0c5af390-dcb8-4b2c-a3fc-95e50b876608","NCI Thesaurus","Code_292","Laboratory Test Result"
"C83309","","35e9ae0b-18aa-493b-9d8b-f327ec62710d","NCI Thesaurus","Code_293","Laboratory Test Fasting Status"
"C64567","","d39a6c3f-afc3-4f79-bcaa-15619a490462","NCI Thesaurus","Code_294","Molarity Unit"
"C70713","","453597f5-06ef-4f20-a6fa-7169310e808f","NCI Thesaurus","Code_295","Biospecimen Type"
"C64809","","dcc43a1c-ad53-49a1-8e6e-55b3fe5f656d","NCI Thesaurus","Code_291","Sodium Measurement"
"C78541","","172cd321-6131-47cb-8728-f6884dec5ad9","NCI Thesaurus","Code_126","Adverse Event Verbatim Description"
"C83344","","8c8c0e6f-33ea-4827-a0c5-40bfb9916cad","NCI Thesaurus","Code_127","Adverse Event Dictionary Derived Term"
"C83198","","bf8b3466-7709-4ffc-bc68-b3fa7baa0ffc","NCI Thesaurus","Code_128","Adverse Event Category"
"C83212","","e1286162-2de0-476f-8075-cbdaee371298","NCI Thesaurus","Code_129","Adverse Event Subcategory"
"C87840","","66e53c70-5897-49bc-8324-24cadee41899","NCI Thesaurus","Code_130","Adverse Event Pre-specified"
"C53253","","7ab3344c-21bd-4aa3-aba5-776da137f4ca","NCI Thesaurus","Code_131","Severity of Adverse Event"
"C78605","","bdc96de3-9677-45f8-a8ae-dabd7e64217a","NCI Thesaurus","Code_132","Adverse Event Toxicity Grade"
"C53252","","60f852d8-78bf-4302-858a-8f5ff5001ed3","NCI Thesaurus","Code_133","Seriousness of Adverse Event"
"C17998","2023-09-29","48bdffba-88da-4c2c-a55d-88d982f2bd72","http://www.cdisc.org","Code_134","Unknown"
"C83013","","40b359fd-d2ca-4d09-b22b-2cedc3726c1c","NCI Thesaurus","Code_135","Adverse Event Action Taken with Study Treatment"
"C41358","","e2f2df43-2239-456b-918d-46d020a02810","NCI Thesaurus","Code_136","Adverse Event Attribution to Product or Procedure"
"C83208","","3ca378b5-b84d-43a2-a935-73c48d306b7e","NCI Thesaurus","Code_137","Adverse Event Pattern"
"C17998","2023-09-29","ed04d664-ee97-446a-aa1c-a82c65dbb4f9","http://www.cdisc.org","Code_138","Unknown"
"C49489","","feb4ba8f-0381-4a72-9b26-2f757ccea54d","NCI Thesaurus","Code_139","Adverse Event Outcome"
"C83215","","1d7e7bb0-0000-473a-8071-8bbca2e1237d","NCI Thesaurus","Code_140","Adverse Event Start Date Time"
"C83201","","90f0a59c-fa83-4af0-bf61-5be2d302210b","NCI Thesaurus","Code_141","Adverse Event End Date Time"
"C41331","","f0adaa2a-aa6b-4949-978c-009fae3443bf","NCI Thesaurus","Code_125","Adverse Event"
"C173522","","45c6a672-aee4-460d-b42f-a8d7f5ab71a5","NCI Thesaurus","Code_143","Vital Signs Result"
"C42547","2023-09-29","6a10c41e-db5e-4c92-9078-b819b25d9555","http://www.cdisc.org","Code_144","Pascal"
"C49669","","758df05d-ef54-40da-939a-60e1dbcce89f","NCI Thesaurus","Code_145","Unit of Pressure"
"C83088","","ff0794b5-ecc1-4af6-98c2-4457bac7a4bd","NCI Thesaurus","Code_146","Vital Signs Location"
"C123975","","d7970e47-3559-4196-bbee-dec9349cd8d9","NCI Thesaurus","Code_147","Vital Signs Laterality"
"C82535","","7cb274f3-3746-40d4-8d41-ad83b8d612b5","NCI Thesaurus","Code_148","Test Method"
"C83114","","4e2cc087-7b2f-40df-bc2a-b5f41841d9f3","NCI Thesaurus","Code_149","Vital Signs Position"
"C25298","","c0f62287-8bd7-406a-bf48-96e471274208","NCI Thesaurus","Code_142","Systolic Blood Pressure"
"C173522","","fb441f64-3556-4007-88aa-176cdc2adcce","NCI Thesaurus","Code_151","Vital Signs Result"
"C42547","2023-09-29","6b774119-c269-4ab7-a020-b1bd94e5332f","http://www.cdisc.org","Code_152","Pascal"
"C49669","","536245e6-e6de-4770-a685-3b6743402f70","NCI Thesaurus","Code_153","Unit of Pressure"
"C83088","","63639ab9-74eb-4a15-8bdd-90f8fb1cb744","NCI Thesaurus","Code_154","Vital Signs Location"
"C123975","","3977788e-b612-4c4a-aaba-0189c472dda5","NCI Thesaurus","Code_155","Vital Signs Laterality"
"C82535","","c45f0bb3-eb38-40d3-af1e-d1edfc6224d7","NCI Thesaurus","Code_156","Test Method"
"C83114","","a8ad16c2-ec2c-486c-bcf3-1aa3b35e546b","NCI Thesaurus","Code_157","Vital Signs Position"
"C25299","","7bb6ede9-cbba-448c-984d-9fa24002764a","NCI Thesaurus","Code_150","Diastolic Blood Pressure"
"C173522","","3cce32a5-5da0-4520-8cb9-e32770cdc47b","NCI Thesaurus","Code_159","Vital Signs Result"
"C42537","2023-09-29","87ac437a-36f6-4773-bf13-d67da5fb3286","http://www.cdisc.org","Code_160","Kelvin"
"C44276","","f48e3fba-2eca-40b2-b162-19b60db857e2","NCI Thesaurus","Code_161","Unit of Temperature"
"C83088","","c1180fe0-81b1-4a7a-804e-6e2645b25e6f","NCI Thesaurus","Code_162","Vital Signs Location"
"C174446","","6525eeb4-f903-4ae9-8ab8-293c14f507ec","NCI Thesaurus","Code_158","Body Temperature"
"C173522","","dc2aa5d2-f644-4912-82b0-fd026b09999e","NCI Thesaurus","Code_164","Vital Signs Result"
"C28252","2023-09-29","b8e4caf3-93ec-43bd-abfa-007d54c01422","http://www.cdisc.org","Code_165","Kilogram"
"C48155","2023-09-29","03df992e-06f9-4a86-841e-29c5ae77a0c4","http://www.cdisc.org","Code_166","Gram"
"C48531","2023-09-29","b6d18fc3-440c-45dc-bd53-749b7699c7c1","http://www.cdisc.org","Code_167","Pound"
"C48208","","f9f08ce8-9c01-4f7c-8675-1a3dffa15e0d","NCI Thesaurus","Code_168","Unit of Weight"
"C81328","","8f6e78a4-f5d1-4c83-b689-148960a35a43","NCI Thesaurus","Code_163","Body Weight"
"C173522","","33313b99-a6c7-4429-b65a-e80983169aff","NCI Thesaurus","Code_170","Vital Signs Result"
"C49668","2023-09-29","eb684880-d6aa-4ef5-b593-5d02ca07cba4","http://www.cdisc.org","Code_171","Centimeter"
"C48500","2023-09-29","7f73caa5-7c5e-4ef9-8d3d-1ed279cc0725","http://www.cdisc.org","Code_172","Inch"
"C28251","2023-09-29","7f30b1cd-0f3e-4023-bb2a-1fc17c556167","http://www.cdisc.org","Code_173","Millimeter"
"C41139","2023-09-29","36c59077-4a45-444a-9474-8c3144e1db9f","http://www.cdisc.org","Code_174","Meter"
"C168688","","bf64e104-a0d3-48f2-b136-ed884d07a260","NCI Thesaurus","Code_175","Unit of Height"
"C164634","","0ce7b3f5-6082-47e7-b47f-e88ddf0c446f","NCI Thesaurus","Code_169","Body Height"
"C36292","","bf90897b-557a-4488-bace-0b1fd7982209","NCI Thesaurus","Code_177","Laboratory Test Result"
"C83309","","9ccdfee0-1e2f-4204-84c1-17ba36086fef","NCI Thesaurus","Code_178","Laboratory Test Fasting Status"
"C67365","","e6af509c-3b85-4d81-bd5e-58119856b100","NCI Thesaurus","Code_179","Unit of Catalytic Activity Concentration"
"C70713","","c5b4e4d7-f424-421b-b280-5de5e60ee9e7","NCI Thesaurus","Code_180","Biospecimen Type"
"C64433","","71910ca3-8217-4cda-8170-d1a20fbe8a42","NCI Thesaurus","Code_176","Alanine Aminotransferase Measurement"
"C36292","","9e8bb89b-6755-4277-83ec-91b898ce4a80","NCI Thesaurus","Code_182","Laboratory Test Result"
"C83309","","5d324e11-d1d6-4b0e-8200-a2c1d5d01dfe","NCI Thesaurus","Code_183","Laboratory Test Fasting Status"
"C48207","","acfe9be8-79bd-4f05-a0e4-16501e9db6f3","NCI Thesaurus","Code_184","Unit of Concentration"
"C70713","","d0774f8e-bf76-4e71-8187-61bbf3e2ebab","NCI Thesaurus","Code_185","Biospecimen Type"
"C64431","","12b0c165-6da8-4d28-b1b0-8f9b125b965a","NCI Thesaurus","Code_181","Albumin Measurement"
"C36292","","12f24043-e48f-43b6-8088-74cb0a41b45b","NCI Thesaurus","Code_187","Laboratory Test Result"
"C83309","","473e93cd-724d-4c8c-ba85-e51160dcc3b8","NCI Thesaurus","Code_188","Laboratory Test Fasting Status"
"C67365","","7544a414-b292-42d4-a5bb-3b4147ef4f0e","NCI Thesaurus","Code_189","Unit of Catalytic Activity Concentration"
"C70713","","07a559a6-0da8-4ba6-b9db-36bd293b71e4","NCI Thesaurus","Code_190","Biospecimen Type"
"C64432","","728a13d2-bc6b-4e74-8e2b-5bff012599fb","NCI Thesaurus","Code_186","Alkaline Phosphatase Measurement"
"C36292","","e899320e-289d-4e57-b6cf-81288ecfe1ea","NCI Thesaurus","Code_192","Laboratory Test Result"
"C83309","","1d7e090d-a58e-4475-933e-4aa0f06651c7","NCI Thesaurus","Code_193","Laboratory Test Fasting Status"
"C67365","","ed3a74eb-ad65-4822-9498-7fc1b13a983c","NCI Thesaurus","Code_194","Unit of Catalytic Activity Concentration"
"C70713","","07f2fbe0-af98-4307-9441-22144c4121e3","NCI Thesaurus","Code_195","Biospecimen Type"
"C64467","","49716df0-96ca-4fee-a2de-559eb490f786","NCI Thesaurus","Code_191","Aspartate Aminotransferase Measurement"
"C36292","","25eb7706-2216-4a5c-8fe2-0eec85869010","NCI Thesaurus","Code_197","Laboratory Test Result"
"C83309","","a76165a5-1378-40ba-a45e-3f730b023f2b","NCI Thesaurus","Code_198","Laboratory Test Fasting Status"
"C48207","","59f4ed8b-9471-4251-a7d9-562b1150b110","NCI Thesaurus","Code_199","Unit of Concentration"
"C70713","","decb8be6-959b-47de-b178-563dce8b2290","NCI Thesaurus","Code_200","Biospecimen Type"
"C64547","","00b4fa30-7e37-4e5f-af77-4139545fefc5","NCI Thesaurus","Code_196","Creatinine Measurement"
"C36292","","82214b2b-c514-4785-8e6f-c6ddebe7b587","NCI Thesaurus","Code_202","Laboratory Test Result"
"C83309","","f8b444f8-151c-4749-a68c-636ee6bd759e","NCI Thesaurus","Code_203","Laboratory Test Fasting Status"
"C64567","","d0ed73f6-b282-4529-b9f0-030c810319e5","NCI Thesaurus","Code_204","Molarity Unit"
"C70713","","76083616-d463-40c6-a834-1e1444d4e53a","NCI Thesaurus","Code_205","Biospecimen Type"
"C64853","","7d8f6ca8-f9cd-422b-9159-77d1ab4aaa70","NCI Thesaurus","Code_201","Potassium Measurement"
"C36292","","877953d8-e76b-48db-8534-d36d7538bf6e","NCI Thesaurus","Code_207","Laboratory Test Result"
"C83309","","64fa21be-db9d-47d1-8ba0-5bd5923547b2","NCI Thesaurus","Code_208","Laboratory Test Fasting Status"
"C64567","","0bcfbada-f0de-4728-9bd0-9b60acb3c327","NCI Thesaurus","Code_209","Molarity Unit"
"C70713","","24c7161d-8add-4aa5-938d-29bf270c057c","NCI Thesaurus","Code_210","Biospecimen Type"
"C64809","","84dfe2c4-b2a2-4cdb-a75a-b58e25848729","NCI Thesaurus","Code_206","Sodium Measurement"
"C173522","","20b1e749-0c30-45c1-b1cc-0e75633ede2a","NCI Thesaurus","Code_212","Vital Signs Result"
"C42547","2023-09-29","9cbc5132-a8de-464d-985d-e18828d6a43b","http://www.cdisc.org","Code_213","Pascal"
"C49669","","f1fc7512-a4b4-438a-be12-bca3e5acc2e7","NCI Thesaurus","Code_214","Unit of Pressure"
"C83088","","727629a2-7d08-4f4e-8725-eedc1b6e388a","NCI Thesaurus","Code_215","Vital Signs Location"
"C123975","","c4563ab3-8efb-485e-b3e8-9a83be82c8ba","NCI Thesaurus","Code_216","Vital Signs Laterality"
"C82535","","7ef5a1d4-5fc2-47b9-bbd0-2d14abe20ae7","NCI Thesaurus","Code_217","Test Method"
"C83114","","e3cc150f-09b3-42cc-afad-7ccb85aadea7","NCI Thesaurus","Code_218","Vital Signs Position"
"C25298","","4d99fc00-1ee9-4cd7-a97e-74288c06607f","NCI Thesaurus","Code_211","Systolic Blood Pressure"
"C173522","","803bcd8f-66c3-4ccb-b844-ac1ccd65cc34","NCI Thesaurus","Code_220","Vital Signs Result"
"C42547","2023-09-29","939ebf39-48ce-49c1-a9f8-87d1a3863f83","http://www.cdisc.org","Code_221","Pascal"
"C49669","","9e94e6d7-dbe4-4ba8-b5a8-2d0dd5ab0a4a","NCI Thesaurus","Code_222","Unit of Pressure"
"C83088","","41bc2424-6ac8-4fd5-a53e-38fac91cfa7a","NCI Thesaurus","Code_223","Vital Signs Location"
"C123975","","bc327b51-0191-44d7-af6b-be945c8b77ab","NCI Thesaurus","Code_224","Vital Signs Laterality"
"C82535","","7b4f46b2-c06e-49c5-ae64-4bf893e70f6f","NCI Thesaurus","Code_225","Test Method"
"C83114","","18b7fb3f-4092-4a28-b8a3-d2d3bacbfe62","NCI Thesaurus","Code_226","Vital Signs Position"
"C25299","","5ee44862-0bd4-4ad7-8940-1819180cee0f","NCI Thesaurus","Code_219","Diastolic Blood Pressure"
"C173522","","3bf9a175-3015-4393-9e0d-c3ce899ae634","NCI Thesaurus","Code_228","Vital Signs Result"
"C42547","2023-09-29","efc8a2c0-d3b6-4692-bf68-22a389b5c1fd","http://www.cdisc.org","Code_229","Pascal"
"C49669","","9ce95cff-1eac-4e6f-9bfb-adeec90643ab","NCI Thesaurus","Code_230","Unit of Pressure"
"C83088","","2dbae156-d2d1-4853-8c71-fcc9aacc81ac","NCI Thesaurus","Code_231","Vital Signs Location"
"C123975","","582d77f6-438b-4b3a-9600-ba2c45fdafe7","NCI Thesaurus","Code_232","Vital Signs Laterality"
"C82535","","713bd975-e0a5-4f24-aa21-082ebf0e99e8","NCI Thesaurus","Code_233","Test Method"
"C83114","","30df30ff-c02c-49f4-a4bf-541f216b0a2e","NCI Thesaurus","Code_234","Vital Signs Position"
"C25298","","2e2dc614-4b0e-4a4f-a70a-bf80dfc84f7d","NCI Thesaurus","Code_227","Systolic Blood Pressure"
"C173522","","2e7a54c5-8405-41ca-86ef-ffbd5ee97f27","NCI Thesaurus","Code_236","Vital Signs Result"
"C42547","2023-09-29","a8930175-c728-47ca-933e-72773cd8df87","http://www.cdisc.org","Code_237","Pascal"
"C49669","","7004f6f5-a480-4976-8280-d3919094af66","NCI Thesaurus","Code_238","Unit of Pressure"
