"uuid:ID","bcPropertyEnabled","id","bcPropertyRequired","bcPropertyDatatype","bcPropertyResponseCodes","label","name"
"f1e64fa6-40c5-4806-8151-4926ad25061a","True","BiomedicalConceptProperty_35","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"9fc296be-9389-4d88-933a-9aea56e5e81e","True","BiomedicalConceptProperty_36","True","string","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"963c18cd-e2da-4e51-b7de-fa41014862c2","True","BiomedicalConceptProperty_37","True","string","[]","Biospecimen Type","Biospecimen Type"
"61583ca6-70ac-4f04-9845-9b3096e660e2","True","BiomedicalConceptProperty_38","True","string","[]","Laboratory Test Result","Laboratory Test Result"
"e784efe9-3d92-4e48-8c59-d6408c6fd2e0","True","BiomedicalConceptProperty_39","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"d07a45de-d043-41bf-90e2-16e9e2bb35dc","True","BiomedicalConceptProperty_40","True","string","[]","Unit of Concentration","Unit of Concentration"
"bc2f3c50-5c4c-49ff-9cbd-96657b09f463","True","BiomedicalConceptProperty_41","True","string","[]","Biospecimen Type","Biospecimen Type"
"24c4076a-8ad2-4799-a110-554c14381c69","True","BiomedicalConceptProperty_42","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"5537c51d-b699-47b8-96a8-c4fd443f96ad","True","BiomedicalConceptProperty_43","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"2c25264a-0697-4237-8628-9d0e27a58212","True","BiomedicalConceptProperty_44","True","string","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"dfc963ed-e62c-4983-9a9e-1e9c4d51757e","True","BiomedicalConceptProperty_45","True","string","[]","Biospecimen Type","Biospecimen Type"
"66de879b-dd53-471c-b92b-5b15b2be1194","True","BiomedicalConceptProperty_46","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"e7b64c42-c389-493e-988b-fe6c8f6469f9","True","BiomedicalConceptProperty_47","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"2b17eb3f-6f18-4c86-812b-261622fa283c","True","BiomedicalConceptProperty_48","True","string","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration"
"e7abe671-0367-4841-9ba5-9dae61ba9361","True","BiomedicalConceptProperty_49","True","string","[]","Biospecimen Type","Biospecimen Type"
"9c1e0d7b-9d5e-4a5f-af29-cdfa86e23a2e","True","BiomedicalConceptProperty_50","True","string","[]","Laboratory Test Result","Laboratory Test Result"
"5bebce9c-bed9-4ced-930e-57242fea31f5","True","BiomedicalConceptProperty_51","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"531c263b-d8b9-4452-954a-475059a7438f","True","BiomedicalConceptProperty_52","True","string","[]","Unit of Concentration","Unit of Concentration"
"be46964a-93fe-4a58-9eec-583758d5a0eb","True","BiomedicalConceptProperty_53","True","string","[]","Biospecimen Type","Biospecimen Type"
"aba98163-98ed-47bf-8a98-70769bf42806","True","BiomedicalConceptProperty_54","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"bcde515c-a35e-4969-ade6-6c59e2a1c98c","True","BiomedicalConceptProperty_55","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"a962e0fc-0639-4cea-a314-3dc0030c8b6f","True","BiomedicalConceptProperty_56","True","string","[]","Molarity Unit","Molarity Unit"
"d3c5d89b-16a0-430a-9081-b92533673665","True","BiomedicalConceptProperty_57","True","string","[]","Biospecimen Type","Biospecimen Type"
"affa4ced-d071-4663-8954-2687f35224d8","True","BiomedicalConceptProperty_58","True","decimal","[]","Laboratory Test Result","Laboratory Test Result"
"e104f7bf-8a06-418e-955d-ebe99e8def53","True","BiomedicalConceptProperty_59","True","boolean","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status"
"d8725c3f-7942-4d18-ae23-f30ee8491c09","True","BiomedicalConceptProperty_60","True","string","[]","Molarity Unit","Molarity Unit"
"52a4e442-4e96-4990-9a15-67dd595fce8d","True","BiomedicalConceptProperty_61","True","string","[]","Biospecimen Type","Biospecimen Type"
"85ffd528-c7ca-462a-9faf-67867de2751c","True","BiomedicalConceptProperty_62","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"bd51d02c-eb1b-4287-a9af-f4aa1ecfddf4","True","BiomedicalConceptProperty_63","True","string","","Unit of Pressure","Unit of Pressure"
"e3e9c4ef-2363-4fc3-9cb3-83e7ec53e38c","True","BiomedicalConceptProperty_64","True","string","[]","Vital Signs Location","Vital Signs Location"
"f04df25f-faed-453e-8d8c-04e1bc2a49cc","True","BiomedicalConceptProperty_65","True","string","[]","Vital Signs Laterality","Vital Signs Laterality"
"7294b2a4-2851-4c7a-b051-46b06a0c31bb","True","BiomedicalConceptProperty_66","True","string","[]","Test Method","Test Method"
"991f9330-932b-4e6d-8307-a7810f702ff3","True","BiomedicalConceptProperty_67","True","string","[]","Vital Signs Position","Vital Signs Position"
"2821d99a-130a-4d35-8a1e-3127faafbcd2","True","BiomedicalConceptProperty_68","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"df223713-9f40-4888-ac28-d78aeb58550e","True","BiomedicalConceptProperty_69","True","string","","Unit of Pressure","Unit of Pressure"
"b915a330-5d02-4fe9-831d-1b9c624cf2f8","True","BiomedicalConceptProperty_70","True","string","[]","Vital Signs Location","Vital Signs Location"
"ff4544cc-1a5f-4bbb-be41-f9903a9c53a2","True","BiomedicalConceptProperty_71","True","string","[]","Vital Signs Laterality","Vital Signs Laterality"
"9ce611ed-2d3d-4242-9e3a-69c2a15f5f1b","True","BiomedicalConceptProperty_72","True","string","[]","Test Method","Test Method"
"eecc80ef-952d-47a3-a40b-95e5d230c7de","True","BiomedicalConceptProperty_73","True","string","[]","Vital Signs Position","Vital Signs Position"
"c688a5a0-3e0c-4525-9cb2-0d24ac10bf9e","True","BiomedicalConceptProperty_74","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"e77a6cd3-416a-45e6-87d7-a31cd765a338","True","BiomedicalConceptProperty_75","True","string","","Unit of Pressure","Unit of Pressure"
"6cc7dbf3-fa29-4536-abc5-0493d4f45903","True","BiomedicalConceptProperty_76","True","string","[]","Vital Signs Location","Vital Signs Location"
"7b845bbb-9604-4f46-9c2e-59e572a2cf2c","True","BiomedicalConceptProperty_77","True","string","[]","Vital Signs Laterality","Vital Signs Laterality"
"fcf6a6dd-30ed-4230-b346-13f19b97acac","True","BiomedicalConceptProperty_78","True","string","[]","Test Method","Test Method"
"edc299af-4677-4cf1-b9a1-163d694f7646","True","BiomedicalConceptProperty_79","True","string","[]","Vital Signs Position","Vital Signs Position"
"b09ffdf7-0f72-41fd-a600-e485f22dae70","True","BiomedicalConceptProperty_80","True","decimal","[]","Vital Signs Result","Vital Signs Result"
"09c7049c-8ae7-4710-afbd-fbc09fa35de8","True","BiomedicalConceptProperty_81","True","string","","Unit of Pressure","Unit of Pressure"
"9366270a-5b6e-4005-89c9-437b255c5eb0","True","BiomedicalConceptProperty_82","True","string","[]","Vital Signs Location","Vital Signs Location"
"299434c9-6b5d-4366-b941-93ccfbd9f4cd","True","BiomedicalConceptProperty_83","True","string","[]","Vital Signs Laterality","Vital Signs Laterality"
"2a775825-2fed-4146-bc6d-7584e5c25080","True","BiomedicalConceptProperty_84","True","string","[]","Test Method","Test Method"
"27456c59-892d-4d43-be79-b89fc707a47d","True","BiomedicalConceptProperty_85","True","string","[]","Vital Signs Position","Vital Signs Position"
