"isRequired","id","datatype","isEnabled","name","instanceType","uuid:ID","label"
"True","BiomedicalConceptProperty_110","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","42a8a5c5-5399-408c-b8f3-26ef7744dc9c","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_111","string","True","Unit of Concentration","BiomedicalConceptProperty","52e128f4-39d0-403a-8305-d2a54dc92fe0","Unit of Concentration"
"True","BiomedicalConceptProperty_112","string","True","Biospecimen Type","BiomedicalConceptProperty","cc81a87d-3241-4c66-a222-faacc66006a4","Biospecimen Type"
"True","BiomedicalConceptProperty_113","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","827f86eb-834f-4844-9ea1-632f8b77d6c8","Laboratory Test Result"
"True","BiomedicalConceptProperty_114","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","4dae29fe-3466-4866-b7dc-c68b562bb90a","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_115","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","f9af6c72-aba1-4e45-ab3d-54cb5a1e0af2","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_116","string","True","Biospecimen Type","BiomedicalConceptProperty","4e1aa164-4915-4108-9559-2267547dc96e","Biospecimen Type"
"True","BiomedicalConceptProperty_117","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","cf1af28b-12e8-49df-8399-c3f24fef6f97","Laboratory Test Result"
"True","BiomedicalConceptProperty_118","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","0d6f21e0-d089-4ad7-88a2-385412b58510","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_119","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","3bf25d2d-79fe-4aee-a527-fccce2de30d6","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_120","string","True","Biospecimen Type","BiomedicalConceptProperty","93b2593c-9cdd-404a-964b-27f0698ecd2a","Biospecimen Type"
"True","BiomedicalConceptProperty_121","string","True","Laboratory Test Result","BiomedicalConceptProperty","ea47b607-cd55-4019-b028-c31ed5662e83","Laboratory Test Result"
"True","BiomedicalConceptProperty_122","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","4f5764cc-2935-4c98-941f-ea7b6536f334","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_123","string","True","Unit of Concentration","BiomedicalConceptProperty","cdb41bbb-15e5-49b7-abbc-8f4cc8cf3c4b","Unit of Concentration"
"True","BiomedicalConceptProperty_124","string","True","Biospecimen Type","BiomedicalConceptProperty","da9005ff-741c-43ff-8ee9-2cb327822e67","Biospecimen Type"
"True","BiomedicalConceptProperty_125","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","fe064542-8331-4425-8010-5d0028ad5006","Laboratory Test Result"
"True","BiomedicalConceptProperty_126","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","18614308-af4a-4804-9a79-76e6755ce7a9","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_127","string","True","Molarity Unit","BiomedicalConceptProperty","a99f82e8-84d4-4ca1-9301-cd3512d04e88","Molarity Unit"
"True","BiomedicalConceptProperty_128","string","True","Biospecimen Type","BiomedicalConceptProperty","173dd634-1cec-45df-821e-854a72047f93","Biospecimen Type"
"True","BiomedicalConceptProperty_129","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","28b736b3-ba7d-44cc-9c32-9c8676725e84","Laboratory Test Result"
"True","BiomedicalConceptProperty_130","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","6ec3e214-7a15-4c1c-9f23-7a768efa1a95","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_131","string","True","Molarity Unit","BiomedicalConceptProperty","dc0d19f2-5cbb-4037-84a2-9ca7eefc5fbb","Molarity Unit"
"True","BiomedicalConceptProperty_132","string","True","Biospecimen Type","BiomedicalConceptProperty","5ff4803e-2ffe-4a53-b847-b5aca3422b74","Biospecimen Type"
"True","BiomedicalConceptProperty_1","string","True","Adverse Event Verbatim Description","BiomedicalConceptProperty","9fd49680-341e-49e8-8dc7-a9bab31618a3","Adverse Event Verbatim Description"
"True","BiomedicalConceptProperty_2","string","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty","6b4ca8e9-f82f-41c5-8ab4-0a7bb5809ff2","Adverse Event Dictionary Derived Term"
"True","BiomedicalConceptProperty_3","string","True","Adverse Event Category","BiomedicalConceptProperty","88904690-a9a8-4cb7-aeaf-5218af1fed64","Adverse Event Category"
"True","BiomedicalConceptProperty_4","string","True","Adverse Event Subcategory","BiomedicalConceptProperty","8869c858-f115-4797-8a34-ba33d521472f","Adverse Event Subcategory"
"True","BiomedicalConceptProperty_5","boolean","True","Adverse Event Pre-specified","BiomedicalConceptProperty","f6424fc0-df96-4999-a741-d2be0ddce16a","Adverse Event Pre-specified"
"True","BiomedicalConceptProperty_6","string","True","Severity of Adverse Event","BiomedicalConceptProperty","5da584a3-ca13-4773-82bc-762e54d0be66","Severity of Adverse Event"
"True","BiomedicalConceptProperty_7","string","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty","cf438cf6-f420-4c23-9353-c4cf50c8a3df","Adverse Event Toxicity Grade"
"True","BiomedicalConceptProperty_8","boolean","True","Seriousness of Adverse Event","BiomedicalConceptProperty","62e56014-1045-41ea-ae74-eb768a37bf0e","Seriousness of Adverse Event"
"True","BiomedicalConceptProperty_9","string","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","775b5f15-9290-485c-a3dc-f792d9c63ec1","Adverse Event Action Taken with Study Treatment"
"True","BiomedicalConceptProperty_10","string","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","369e2fc7-0078-4eed-b50a-1241ae43d169","Adverse Event Attribution to Product or Procedure"
"True","BiomedicalConceptProperty_11","string","True","Adverse Event Pattern","BiomedicalConceptProperty","f95a3d03-ed66-4830-ab63-710b4e0581ab","Adverse Event Pattern"
"True","BiomedicalConceptProperty_12","string","True","Adverse Event Outcome","BiomedicalConceptProperty","47c4691f-2bfe-4fcc-8da3-d1a536285670","Adverse Event Outcome"
"True","BiomedicalConceptProperty_13","datetime","True","Adverse Event Start Date Time","BiomedicalConceptProperty","04bc1ce5-b212-4950-b525-7286b1c8df0e","Adverse Event Start Date Time"
"True","BiomedicalConceptProperty_14","datetime","True","Adverse Event End Date Time","BiomedicalConceptProperty","ca507f6a-b161-4136-a387-e6c3d03f9d93","Adverse Event End Date Time"
"True","BiomedicalConceptProperty_15","decimal","True","Vital Signs Result","BiomedicalConceptProperty","965c40b6-3e71-4173-85e2-18be44f4d36b","Vital Signs Result"
"True","BiomedicalConceptProperty_16","string","True","Unit of Pressure","BiomedicalConceptProperty","1f6317d9-ec5d-4fd5-a0b9-cb96bd410be8","Unit of Pressure"
"True","BiomedicalConceptProperty_17","string","True","Vital Signs Location","BiomedicalConceptProperty","2f29baef-10af-40eb-a446-6dfcddebf0dd","Vital Signs Location"
"True","BiomedicalConceptProperty_18","string","True","Vital Signs Laterality","BiomedicalConceptProperty","149b2ca5-0cce-423e-83cf-6da1c77c2076","Vital Signs Laterality"
"True","BiomedicalConceptProperty_19","string","True","Test Method","BiomedicalConceptProperty","67949fb9-cb1c-4b5d-84e1-a53ff4ead443","Test Method"
"True","BiomedicalConceptProperty_20","string","True","Vital Signs Position","BiomedicalConceptProperty","488014cd-831d-4093-9cfe-75d6751c1ac2","Vital Signs Position"
"True","BiomedicalConceptProperty_21","decimal","True","Vital Signs Result","BiomedicalConceptProperty","4abe5091-706e-49d5-ba53-4f261393d1a1","Vital Signs Result"
"True","BiomedicalConceptProperty_22","string","True","Unit of Pressure","BiomedicalConceptProperty","cdb57b2b-43bd-49a8-9e3f-78f69e88b32e","Unit of Pressure"
"True","BiomedicalConceptProperty_23","string","True","Vital Signs Location","BiomedicalConceptProperty","f94f7b40-4a42-4349-af87-c134882fde1f","Vital Signs Location"
"True","BiomedicalConceptProperty_24","string","True","Vital Signs Laterality","BiomedicalConceptProperty","ba1a3744-f033-4199-93a7-d4e715fa98f8","Vital Signs Laterality"
"True","BiomedicalConceptProperty_25","string","True","Test Method","BiomedicalConceptProperty","2ff3194d-2792-4af2-a393-66a734824b0a","Test Method"
"True","BiomedicalConceptProperty_26","string","True","Vital Signs Position","BiomedicalConceptProperty","db650bee-53cb-4c1b-a4fe-c481521f1936","Vital Signs Position"
"True","BiomedicalConceptProperty_27","decimal","True","Vital Signs Result","BiomedicalConceptProperty","2ba7c1cf-e019-4a3e-9c28-1519ff6b3135","Vital Signs Result"
"True","BiomedicalConceptProperty_28","string","True","Unit of Temperature","BiomedicalConceptProperty","175f5644-ff93-4028-ad2d-c96c8de7ce65","Unit of Temperature"
"True","BiomedicalConceptProperty_29","string","True","Vital Signs Location","BiomedicalConceptProperty","0473d579-075b-4878-b2d1-febddf96c7a1","Vital Signs Location"
"True","BiomedicalConceptProperty_30","decimal","True","Vital Signs Result","BiomedicalConceptProperty","baee9b5a-721a-4af0-a4ee-6a743c3667f4","Vital Signs Result"
"True","BiomedicalConceptProperty_31","string","True","Unit of Weight","BiomedicalConceptProperty","fffda05e-cee1-46af-97ac-ffb8a2892501","Unit of Weight"
"True","BiomedicalConceptProperty_32","decimal","True","Vital Signs Result","BiomedicalConceptProperty","11626604-0163-4cfe-a60d-f7c3226c2d6a","Vital Signs Result"
"True","BiomedicalConceptProperty_33","string","True","Unit of Height","BiomedicalConceptProperty","5cdff295-b128-496d-8190-77fd34decf21","Unit of Height"
"True","BiomedicalConceptProperty_34","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","71ddfb16-9095-4b11-ab95-b0a252ae5bc6","Laboratory Test Result"
"True","BiomedicalConceptProperty_35","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","8dfe469f-aabb-4f05-b66f-1abc3eae9769","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_36","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","dac79814-d6cb-4647-a427-d122455f681a","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_37","string","True","Biospecimen Type","BiomedicalConceptProperty","fabb3fb9-1d72-45c8-859c-90dca76b253e","Biospecimen Type"
"True","BiomedicalConceptProperty_38","string","True","Laboratory Test Result","BiomedicalConceptProperty","7c924ee2-ae4d-4469-b72d-9f4bb42b2b41","Laboratory Test Result"
"True","BiomedicalConceptProperty_39","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","5f77cbd3-2767-47b1-9cc7-0ebfa8cc7cbf","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_40","string","True","Unit of Concentration","BiomedicalConceptProperty","bd163401-5469-49a3-9ed1-4f07b0a7d1e5","Unit of Concentration"
"True","BiomedicalConceptProperty_41","string","True","Biospecimen Type","BiomedicalConceptProperty","858b8b87-4759-4393-856a-619a81d55f27","Biospecimen Type"
"True","BiomedicalConceptProperty_42","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","9c1cc9b7-1e74-40af-a300-954b58f7c3f4","Laboratory Test Result"
"True","BiomedicalConceptProperty_43","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","4a4df85d-4f64-40f0-b471-afd83251d1ff","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_44","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","7642001a-7945-4fd1-8132-0839ed7558f2","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_45","string","True","Biospecimen Type","BiomedicalConceptProperty","37f8ad7d-7d7a-4353-a16e-f83d72bed6ff","Biospecimen Type"
"True","BiomedicalConceptProperty_46","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","8d55dd4c-8af0-4895-bbb0-d67f7516e4be","Laboratory Test Result"
"True","BiomedicalConceptProperty_47","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","df64961f-f389-4a1c-b43d-08cd7ea2ecfd","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_48","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","6099ca5f-9810-4dfd-ad8a-d46f5b5d52e3","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_49","string","True","Biospecimen Type","BiomedicalConceptProperty","88acc3aa-8a91-42f4-8d9d-c14620588be6","Biospecimen Type"
"True","BiomedicalConceptProperty_50","string","True","Laboratory Test Result","BiomedicalConceptProperty","c04f33a4-d341-422c-bb6d-c40502179f8b","Laboratory Test Result"
"True","BiomedicalConceptProperty_51","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","88248855-afa3-43ad-8223-6be7bc9eccd0","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_52","string","True","Unit of Concentration","BiomedicalConceptProperty","3e493f7c-b9b3-415c-a356-df42fe91f009","Unit of Concentration"
"True","BiomedicalConceptProperty_53","string","True","Biospecimen Type","BiomedicalConceptProperty","16ec8619-5f0b-4a18-ae6c-edef255addf8","Biospecimen Type"
"True","BiomedicalConceptProperty_54","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","d6c1aef1-b9e0-4b92-ab95-8364006ad837","Laboratory Test Result"
"True","BiomedicalConceptProperty_55","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","46c04520-9e01-460e-b558-617929e4bcb3","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_56","string","True","Molarity Unit","BiomedicalConceptProperty","5c33127d-fa57-4e86-b6e6-62a386cdf0ef","Molarity Unit"
"True","BiomedicalConceptProperty_57","string","True","Biospecimen Type","BiomedicalConceptProperty","3c29ed30-e76f-4e4f-9c9c-86ee5cad1ae5","Biospecimen Type"
"True","BiomedicalConceptProperty_58","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","8d67a278-a34e-468f-80e4-075b3219426d","Laboratory Test Result"
"True","BiomedicalConceptProperty_59","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","e934d7a6-a328-4cfc-893a-e05865a10a9a","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_60","string","True","Molarity Unit","BiomedicalConceptProperty","dca1da28-cdf0-4360-b24c-256f0b3589d5","Molarity Unit"
"True","BiomedicalConceptProperty_61","string","True","Biospecimen Type","BiomedicalConceptProperty","d3bd2d6a-f003-407f-b28f-992cdc199e39","Biospecimen Type"
"True","BiomedicalConceptProperty_62","decimal","True","Vital Signs Result","BiomedicalConceptProperty","90574a91-fdbd-4daa-88a5-0df6cf0b3220","Vital Signs Result"
"True","BiomedicalConceptProperty_63","string","True","Unit of Pressure","BiomedicalConceptProperty","57c45d16-fc02-4d75-a17a-68adddd4b2cc","Unit of Pressure"
"True","BiomedicalConceptProperty_64","string","True","Vital Signs Location","BiomedicalConceptProperty","55c13f0e-1845-4f45-b7de-40e535ecfb9f","Vital Signs Location"
"True","BiomedicalConceptProperty_65","string","True","Vital Signs Laterality","BiomedicalConceptProperty","5b1eb546-8d2b-4bf5-92a9-f1038c70d0c4","Vital Signs Laterality"
"True","BiomedicalConceptProperty_66","string","True","Test Method","BiomedicalConceptProperty","ed314073-cd6c-4caf-9c0f-d591076d7226","Test Method"
"True","BiomedicalConceptProperty_67","string","True","Vital Signs Position","BiomedicalConceptProperty","5da04070-751e-4781-9768-aed1ef11bc66","Vital Signs Position"
"True","BiomedicalConceptProperty_68","decimal","True","Vital Signs Result","BiomedicalConceptProperty","96591787-8e5c-42f2-b3fd-b171ed5078ee","Vital Signs Result"
"True","BiomedicalConceptProperty_69","string","True","Unit of Pressure","BiomedicalConceptProperty","0c44f1ab-36f6-4da4-8ccd-753ad7f0a180","Unit of Pressure"
"True","BiomedicalConceptProperty_70","string","True","Vital Signs Location","BiomedicalConceptProperty","e86ea911-c07a-42c2-960c-e6a80aa086a5","Vital Signs Location"
"True","BiomedicalConceptProperty_71","string","True","Vital Signs Laterality","BiomedicalConceptProperty","ebf74a95-a642-4ea3-8c27-33cb634a5383","Vital Signs Laterality"
"True","BiomedicalConceptProperty_72","string","True","Test Method","BiomedicalConceptProperty","3c84df2f-9b40-4947-881f-e6ddd9ed9c87","Test Method"
"True","BiomedicalConceptProperty_73","string","True","Vital Signs Position","BiomedicalConceptProperty","5b66d774-cdcd-4137-ab0d-33d61890c78f","Vital Signs Position"
"True","BiomedicalConceptProperty_74","integer","True","Vital Signs Result","BiomedicalConceptProperty","01b190be-384f-4ec1-b1a8-91e8d68bb03b","Vital Signs Result"
"True","BiomedicalConceptProperty_75","string","True","Count per Minute","BiomedicalConceptProperty","523f39d9-84a7-4fce-a1ec-e885375f9984","Count per Minute"
"True","BiomedicalConceptProperty_76","string","True","Vital Signs Location","BiomedicalConceptProperty","c1108199-700f-4ab3-90bf-69f653e5feb9","Vital Signs Location"
"True","BiomedicalConceptProperty_77","string","True","Vital Signs Laterality","BiomedicalConceptProperty","8f1f4a11-ab62-48da-b037-f89e1f84b254","Vital Signs Laterality"
"True","BiomedicalConceptProperty_78","string","True","Test Method","BiomedicalConceptProperty","1326abd3-dd80-4a5b-bf46-a5b827df32a0","Test Method"
"True","BiomedicalConceptProperty_79","string","True","Vital Signs Position","BiomedicalConceptProperty","a8a303f6-7b11-4f2c-83fa-b4741b0f9155","Vital Signs Position"
"True","BiomedicalConceptProperty_80","decimal","True","Vital Signs Result","BiomedicalConceptProperty","1085f824-c4cd-41fb-8b7c-018c0aae1304","Vital Signs Result"
"True","BiomedicalConceptProperty_81","string","True","Unit of Pressure","BiomedicalConceptProperty","89fe1ad3-d1ca-45c1-bd64-1e2a67886e93","Unit of Pressure"
"True","BiomedicalConceptProperty_82","string","True","Vital Signs Location","BiomedicalConceptProperty","f5e804a6-b47e-42cc-95b0-6a3cf0aaa1b7","Vital Signs Location"
"True","BiomedicalConceptProperty_83","string","True","Vital Signs Laterality","BiomedicalConceptProperty","5800849b-d424-498e-972b-790a175b441f","Vital Signs Laterality"
"True","BiomedicalConceptProperty_84","string","True","Test Method","BiomedicalConceptProperty","1ae68736-62ed-4381-85fe-4177cc596ba4","Test Method"
"True","BiomedicalConceptProperty_85","string","True","Vital Signs Position","BiomedicalConceptProperty","0b8e1aec-4cc4-4024-82e4-7b01dff8ad16","Vital Signs Position"
"True","BiomedicalConceptProperty_86","decimal","True","Vital Signs Result","BiomedicalConceptProperty","50995e8b-61e1-4d9f-bfb3-8eda6958510b","Vital Signs Result"
"True","BiomedicalConceptProperty_87","string","True","Unit of Pressure","BiomedicalConceptProperty","12f1932c-a19a-4e14-a2c9-ea1645eb0975","Unit of Pressure"
"True","BiomedicalConceptProperty_88","string","True","Vital Signs Location","BiomedicalConceptProperty","c5560019-ff86-44ea-82af-76810b64cfc1","Vital Signs Location"
"True","BiomedicalConceptProperty_89","string","True","Vital Signs Laterality","BiomedicalConceptProperty","6da417f7-94c0-49ba-97ef-c26c40ab81bc","Vital Signs Laterality"
"True","BiomedicalConceptProperty_90","string","True","Test Method","BiomedicalConceptProperty","c67f4749-a346-4577-8e9e-dd978b57c5b9","Test Method"
"True","BiomedicalConceptProperty_91","string","True","Vital Signs Position","BiomedicalConceptProperty","67e1d4bf-1d2b-4008-9f80-7d3da4486d2d","Vital Signs Position"
"True","BiomedicalConceptProperty_92","integer","True","Vital Signs Result","BiomedicalConceptProperty","bdb05544-4a56-42c2-91a3-1d6958295833","Vital Signs Result"
"True","BiomedicalConceptProperty_93","string","True","Count per Minute","BiomedicalConceptProperty","24bcfc6e-1921-413b-b529-ece7bdc82810","Count per Minute"
"True","BiomedicalConceptProperty_94","string","True","Vital Signs Location","BiomedicalConceptProperty","ec99ca1e-acda-414e-9cc0-8253697d5c6e","Vital Signs Location"
"True","BiomedicalConceptProperty_95","string","True","Vital Signs Laterality","BiomedicalConceptProperty","450f9847-3a2c-4b08-840c-7a21e14d6ec7","Vital Signs Laterality"
"True","BiomedicalConceptProperty_96","string","True","Test Method","BiomedicalConceptProperty","34b34834-1b8c-4a3b-a01d-a231960e90e1","Test Method"
"True","BiomedicalConceptProperty_97","string","True","Vital Signs Position","BiomedicalConceptProperty","40cff1c4-dd1f-4858-bd4d-dfecbcafc9a7","Vital Signs Position"
