"id","name","instanceType","sectionTitle","sectionNumber","uuid:ID","text"
"NarrativeContent_16","SECTION 4.2.1","NarrativeContent","Rationale for Comparator","4.2.1","e554cc0f-62b7-4e07-b9bb-600e97b51a84","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>"
"NarrativeContent_17","SECTION 4.2.2","NarrativeContent","Rationale for Adaptive or Novel Trial Design","4.2.2","8fa23bdc-e227-49ea-acfc-21c09af43692","<div></div>"
"NarrativeContent_18","SECTION 4.2.3","NarrativeContent","Other Trial Design Considerations","4.2.3","52a6fbe7-967b-418a-9f8e-3d068a0720e9","<div></div>"
"NarrativeContent_19","SECTION 4.3","NarrativeContent","Access to Trial Intervention After End of Trial","4.3","1f91e184-8cf8-4f70-b40b-7d9606009b92","<div></div>"
"NarrativeContent_20","SECTION 4.4","NarrativeContent","Start of Trial and End of Trial","4.4","f77893dc-08f2-4ab1-a608-2eb0bf4339bc","<div></div>"
"NarrativeContent_21","SECTION 5","NarrativeContent","TRIAL POPULATION","5","7c6d2fac-287f-4179-a0c8-7b210cfa8eb8","<div></div>"
"NarrativeContent_22","SECTION 5.1","NarrativeContent","Selection of Trial Population","5.1","4f2ccf17-ee93-4958-baff-4fc36cc6a790","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>"
"NarrativeContent_23","SECTION 5.2","NarrativeContent","Rationale for Trial Population","5.2","0acf6e43-da12-4b4f-acfe-3536f0b932af","<div></div>"
"NarrativeContent_24","SECTION 5.3","NarrativeContent","Inclusion Criteria","5.3","61a0fa4a-9bed-4d2b-9e1b-15e8d9592804","<div><usdm:section name=""M11-inclusion""></div>"
"NarrativeContent_25","SECTION 5.4","NarrativeContent","Exclusion Criteria","5.4","6d6296d3-d12b-4348-9b37-c1ae7d8bbb06","<div><usdm:section name=""M11-exclusion""></div>"
"NarrativeContent_26","SECTION 5.5","NarrativeContent","Lifestyle Considerations","5.5","fb197fff-5a7b-4ce4-bb0f-d6f180e8a689","<div></div>"
"NarrativeContent_27","SECTION 5.5.1","NarrativeContent","Meals and Dietary Restrictions","5.5.1","5b851f13-8fdc-4800-a0fc-13bc8797ae8e","<div></div>"
"NarrativeContent_28","SECTION 5.5.2","NarrativeContent","Caffeine, Alcohol, Tobacco, and Other Habits","5.5.2","9bfb9e06-0def-4a57-a740-8dd01e637985","<div><p>Not applicable</p></div>"
"NarrativeContent_29","SECTION 5.5.3","NarrativeContent","Physical Activity","5.5.3","5fd86058-9717-494d-bed3-fa1f59115319","<div></div>"
"NarrativeContent_30","SECTION 5.5.4","NarrativeContent","Other Activity","5.5.4","d291c154-1506-41ba-8dca-7c9a4a5c002a","<div></div>"
"NarrativeContent_31","SECTION 5.6","NarrativeContent","Screen Failures","5.6","4456772a-7702-4a47-9935-f970f8a50299","<div></div>"
"NarrativeContent_32","SECTION 6","NarrativeContent","TRIAL INTERVENTION AND CONCOMITANT THERAPY","6","fe477b32-b7d7-41e1-8553-a23618427e82","<div></div>"
"NarrativeContent_33","SECTION 6.1","NarrativeContent","Description of Trial Intervention","6.1","9308437a-19f6-4f85-ac94-3e7c1af72e74","<div></div>"
"NarrativeContent_34","SECTION 6.2","NarrativeContent","Rationale for Trial Intervention","6.2","c347c123-473b-4a05-8a4b-fb01e476ae68","<div></div>"
"NarrativeContent_35","SECTION 6.3","NarrativeContent","Dosing and Administration","6.3","a05aa763-03e8-42e3-9164-65e95857b8ed","<div></div>"
"NarrativeContent_36","SECTION 6.3.1","NarrativeContent","Trial Intervention Dose Modification","6.3.1","1556d29b-5ae9-46e0-9d41-84520032c54e","<div></div>"
"NarrativeContent_37","SECTION 6.4","NarrativeContent","Treatment of Overdose","6.4","460a61eb-4b8b-4e88-ada0-051ae28dbc41","<div></div>"
"NarrativeContent_38","SECTION 6.5","NarrativeContent","Preparation, Handling, Storage and Accountability","6.5","34067255-4383-42d5-a1a5-c0cd4efc4ced","<div></div>"
"NarrativeContent_39","SECTION 6.5.1","NarrativeContent","Preparation of Trial Intervention","6.5.1","d42b3ed2-a761-4636-a049-475ee7332081","<div></div>"
"NarrativeContent_40","SECTION 6.5.2","NarrativeContent","Handling and Storage of Trial Intervention","6.5.2","e2796996-03aa-4e92-8796-d28cf8b79e7d","<div></div>"
"NarrativeContent_41","SECTION 6.5.3","NarrativeContent","Accountability of Trial Intervention","6.5.3","531f2cf8-1c1a-4c00-9a30-849d1c0c358a","<div></div>"
"NarrativeContent_42","SECTION 6.6","NarrativeContent","Participant Assignment, Randomisation and Blinding","6.6","c41618c4-190e-46b8-9fba-feb468d81f2b","<div></div>"
"NarrativeContent_43","SECTION 6.6.1","NarrativeContent","Participant Assignment","6.6.1","2a7baf0e-392c-41c4-96fe-3be11ad7db4e","<div></div>"
"NarrativeContent_44","SECTION 6.6.2","NarrativeContent","Randomisation","6.6.2","77d07bb6-ed17-4d85-b8da-adf60196120f","<div></div>"
"NarrativeContent_45","SECTION 6.6.3","NarrativeContent","Blinding and Unblinding","6.6.3","d5b9fc3c-3d0b-40eb-92ce-476c24fba037","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>"
"NarrativeContent_46","SECTION 6.7","NarrativeContent","Trial Intervention Compliance","6.7","21182f51-370b-49f2-9f96-18a11025a804","<div></div>"
"NarrativeContent_47","SECTION 6.8","NarrativeContent","Concomitant Therapy","6.8","f702765c-7a3b-4f7c-8bbf-a71a9015328b","<div></div>"
"NarrativeContent_48","SECTION 6.8.1","NarrativeContent","Prohibited Concomitant Therapy","6.8.1","6fcd4d67-ed70-47b6-906b-4a913d01b052","<div></div>"
"NarrativeContent_49","SECTION 6.8.2","NarrativeContent","Permitted Concomitant Therapy","6.8.2","0a4cd76d-7a93-46f2-9332-384abd45e7c0","<div></div>"
"NarrativeContent_50","SECTION 6.8.3","NarrativeContent","Rescue Therapy","6.8.3","1e10cee1-a60e-4d10-92fb-5ef34665227b","<div></div>"
"NarrativeContent_51","SECTION 6.8.4","NarrativeContent","Other Therapy","6.8.4","ce5cd948-74a5-4017-bf2c-6e73f0f4c45f","<div></div>"
"NarrativeContent_52","SECTION 7","NarrativeContent","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","7","4d6cd4eb-2da4-469f-b615-372efefe45aa","<div></div>"
"NarrativeContent_53","SECTION 7.1","NarrativeContent","Discontinuation of Trial Intervention","7.1","2c20d9a1-7cad-449c-8b5f-be6318aaa1a4","<div></div>"
"NarrativeContent_54","SECTION 7.1.1","NarrativeContent","Criteria for Permanent Discontinuation of Trial Intervention","7.1.1","83a0e040-fb59-43e6-8966-bd4c6e71ccec","<div></div>"
"NarrativeContent_55","SECTION 7.1.2","NarrativeContent","Temporary Discontinuation or Interruption of Trial Intervention","7.1.2","deaad8f5-b92f-4ea5-a79e-6c57b59a00a5","<div></div>"
"NarrativeContent_56","SECTION 7.1.3","NarrativeContent","Rechallenge","7.1.3","d102dff9-4cdc-42e7-8a4b-01c13914841b","<div></div>"
"NarrativeContent_57","SECTION 7.2","NarrativeContent","Participant Withdrawal from the Trial","7.2","ad1f8628-e0bb-4745-93c8-d08b8340f946","<div></div>"
"NarrativeContent_58","SECTION 7.3","NarrativeContent","Lost to Follow-Up","7.3","70488e65-fdb5-4fdb-b96e-7e78b40b3b29","<div></div>"
"NarrativeContent_59","SECTION 7.4","NarrativeContent","Trial Stopping Rules","7.4","76fd5141-98ed-4dc8-8ab4-9e41a1f65ec9","<div></div>"
"NarrativeContent_60","SECTION 8","NarrativeContent","TRIAL ASSESSMENTS AND PROCEDURES","8","c70cd801-6b8a-48ae-a2e5-1ce652100098","<div></div>"
"NarrativeContent_61","SECTION 8.1","NarrativeContent","Screening/Baseline Assessments and Procedures","8.1","c8c7bf5a-9695-4473-99ed-3f0af7b0d4c2","<div></div>"
"NarrativeContent_62","SECTION 8.2","NarrativeContent","Efficacy Assessments and Procedures","8.2","9c8044eb-09a0-410e-9b2b-da2bf8dcc83d","<div></div>"
"NarrativeContent_63","SECTION 8.3","NarrativeContent","Safety Assessments and Procedures","8.3","bf364448-d4c5-47be-8e88-f8ab70c4e440","<div></div>"
"NarrativeContent_64","SECTION 8.3.1","NarrativeContent","Physical Examination","8.3.1","70d561d7-53f4-4d2f-8e27-42af7541d7be","<div></div>"
"NarrativeContent_65","SECTION 8.3.2","NarrativeContent","Vital Signs","8.3.2","7f6e94cf-9182-4e08-859e-ae9dac6a6479","<div></div>"
"NarrativeContent_66","SECTION 8.3.3","NarrativeContent","Electrocardiograms","8.3.3","6184362a-4202-4985-a8c8-1e129bd3328c","<div></div>"
"NarrativeContent_67","SECTION 8.3.4","NarrativeContent","Clinical Laboratory Assessments","8.3.4","d556d7c8-ab93-430e-8325-44f7daaf0e32","<div></div>"
"NarrativeContent_68","SECTION 8.3.5","NarrativeContent","Suicidal Ideation and Behaviour Risk Monitoring","8.3.5","3df83a21-f384-4dcf-bd9c-2ad1c11bd088","<div></div>"
"NarrativeContent_69","SECTION 8.4","NarrativeContent","Adverse Events and Serious Adverse Events","8.4","59669edb-54a2-4965-abd5-4bb0358cd8e8","<div></div>"
"NarrativeContent_70","SECTION 8.4.1","NarrativeContent","Definitions of AE and SAE","8.4.1","90b1eb54-721b-4fe2-b512-a55581e09c17","<div></div>"
"NarrativeContent_71","SECTION 8.4.2","NarrativeContent","Time Period and Frequency for Collecting AE and SAE Information","8.4.2","b75426c2-6efe-4a1b-b6fa-2aecc837df0e","<div></div>"
"NarrativeContent_72","SECTION 8.4.3","NarrativeContent","Identifying AEs and SAEs","8.4.3","440a525a-f507-4235-85cb-87b56c75f6fa","<div></div>"
"NarrativeContent_73","SECTION 8.4.4","NarrativeContent","Recording of AEs and SAEs","8.4.4","44ab680f-de8d-4ae5-87d6-aad6c84c5234","<div></div>"
"NarrativeContent_74","SECTION 8.4.5","NarrativeContent","Follow-up of AEs and SAEs","8.4.5","7a83276a-6a06-4ddd-8911-3ac8180ba514","<div></div>"
"NarrativeContent_75","SECTION 8.4.6","NarrativeContent","Reporting of SAEs","8.4.6","74026185-57e9-466f-b6a7-bbbeed1b43a9","<div></div>"
"NarrativeContent_76","SECTION 8.4.7","NarrativeContent","Regulatory Reporting Requirements for SAEs","8.4.7","c7526980-bf23-4e4b-97b9-e06fe12a30e5","<div></div>"
"NarrativeContent_77","SECTION 8.4.8","NarrativeContent","Serious and Unexpected Adverse Reaction Reporting","8.4.8","0e860ecc-de7a-4cf3-a022-906689449e82","<div></div>"
"NarrativeContent_78","SECTION 8.4.9","NarrativeContent","Adverse Events of Special Interest","8.4.9","1618bf05-4549-46ca-958c-25e4735d70b8","<div></div>"
"NarrativeContent_79","SECTION 8.4.10","NarrativeContent","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","8.4.10","62119a9c-4234-44ac-aab0-55da8bbdd8fd","<div></div>"
"NarrativeContent_80","SECTION 8.5","NarrativeContent","Pregnancy and Postpartum Information","8.5","0b7621be-8452-4aa9-ad59-c8e9c9a7d11a","<div></div>"
"NarrativeContent_81","SECTION 8.5.1","NarrativeContent","Participants Who Become Pregnant During the Trial","8.5.1","32c32d33-62cf-4dd9-ace1-0c98491efc74","<div></div>"
"NarrativeContent_82","SECTION 8.5.2","NarrativeContent","Participants Whose Partners Become Pregnant","8.5.2","b19264db-4dcd-46e1-a338-405993a91eae","<div></div>"
"NarrativeContent_83","SECTION 8.6","NarrativeContent","Medical Device Product Complaints for Drug/Device Combination Products","8.6","f44a75de-9b28-49d9-8d3b-c24c1ace2dac","<div></div>"
"NarrativeContent_84","SECTION 8.6.1","NarrativeContent","Definition of Medical Device Product Complaints","8.6.1","850d1006-0e5d-4f6e-a20e-1ca3f6e7a6bb","<div></div>"
"NarrativeContent_85","SECTION 8.6.2","NarrativeContent","Recording of Medical Device Product Complaints","8.6.2","c277490d-07d7-4e64-86dc-027088529a2e","<div></div>"
"NarrativeContent_86","SECTION 8.6.3","NarrativeContent","Time Period and Frequency for Collecting Medical Device Product Complaints .","8.6.3","5248a906-ac55-47cc-8aa6-65414377b54a","<div></div>"
"NarrativeContent_87","SECTION 8.6.4","NarrativeContent","Follow-Up of Medical Device Product Complaints","8.6.4","26d88610-d6cb-4f04-bb8a-d6884181fa72","<div></div>"
"NarrativeContent_88","SECTION 8.6.5","NarrativeContent","Regulatory Reporting Requirements for Medical Device Product Complaints","8.6.5","da1a2989-6a65-46f3-bd2b-a9ff87149137","<div></div>"
"NarrativeContent_89","SECTION 8.7","NarrativeContent","Pharmacokinetics","8.7","d22fa50e-60f3-4f2c-a428-06f8c941ec8e","<div></div>"
"NarrativeContent_90","SECTION 8.8","NarrativeContent","Genetics","8.8","aeeabebf-b054-4be1-9cb9-36d74cfc0d98","<div></div>"
"NarrativeContent_91","SECTION 8.9","NarrativeContent","Biomarkers","8.9","0ebdff61-901a-4081-a23b-7ae921eb8a02","<div></div>"
"NarrativeContent_92","SECTION 8.1","NarrativeContent","Immunogenicity Assessments","8.1","0d304770-e0dc-43b4-8080-82f78d140dbc","<div></div>"
"NarrativeContent_93","SECTION 8.1.1","NarrativeContent","Medical Resource Utilisation and Health Economics","8.1.1","8f5dfd64-42bc-4040-935b-5c92984f9c20","<div></div>"
"NarrativeContent_94","SECTION 9","NarrativeContent","STATISTICAL CONSIDERATIONS","9","4ddbf47c-e7de-4d81-8274-daa5e44170cd","<div></div>"
"NarrativeContent_95","SECTION 9.1","NarrativeContent","Analysis Sets","9.1","6d46f046-c6e8-404a-957c-59d2c2f3a666","<div></div>"
"NarrativeContent_96","SECTION 9.2","NarrativeContent","Analyses Supporting Primary Objective(s)","9.2","6b88e18e-cbfd-492e-a76a-c69eedf3c058","<div></div>"
"NarrativeContent_97","SECTION 9.2.1","NarrativeContent","Statistical Model, Hypothesis, and Method of Analysis","9.2.1","ecd7673c-e016-467b-bd4a-7ed0317365ca","<div></div>"
"NarrativeContent_98","SECTION 9.2.2","NarrativeContent","Handling of Intercurrent Events of Primary Estimand(s)","9.2.2","14147bce-c362-479e-956d-6b9316e950de","<div></div>"
"NarrativeContent_99","SECTION 9.2.3","NarrativeContent","Handling of Missing Data","9.2.3","13412b4e-a853-4307-b492-599bf22e063b","<div></div>"
"NarrativeContent_100","SECTION 9.2.4","NarrativeContent","Sensitivity Analysis","9.2.4","0b1612ce-fd41-49d5-bc28-88549264bdfc","<div></div>"
"NarrativeContent_101","SECTION 9.2.5","NarrativeContent","Supplementary Analysis","9.2.5","af4a54f3-6f61-4c05-9b17-b16542ce6db7","<div></div>"
"NarrativeContent_102","SECTION 9.3","NarrativeContent","Analysis Supporting Secondary Objective(s)","9.3","8ffb3730-9669-4277-9913-6690ba2d78e9","<div></div>"
"NarrativeContent_103","SECTION 9.4","NarrativeContent","Analysis of Exploratory Objective(s)","9.4","918fbb17-e2df-4afe-becd-92d3423637d9","<div></div>"
"NarrativeContent_104","SECTION 9.5","NarrativeContent","Safety Analyses","9.5","f5df74f6-0c24-4ee9-adf5-dfe106578fdf","<div></div>"
"NarrativeContent_105","SECTION 9.6","NarrativeContent","Other Analyses","9.6","3d2bd7cc-339c-4289-ae15-ec44997bc64e","<div></div>"
"NarrativeContent_106","SECTION 9.7","NarrativeContent","Interim Analyses","9.7","ab102421-88eb-4a0f-a8b9-c17bd66f8130","<div></div>"
"NarrativeContent_107","SECTION 9.8","NarrativeContent","Sample Size Determination","9.8","ead966ec-a540-4aae-89fb-0f0a30e27da8","<div></div>"
"NarrativeContent_108","SECTION 9.9","NarrativeContent","Protocol Deviations","9.9","c9859e21-ccde-4cf2-b2c2-4aa9464be8b1","<div></div>"
"NarrativeContent_109","SECTION 10","NarrativeContent","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","10","0841dbe5-c465-41c6-b94e-9f09301fdca4","<div></div>"
"NarrativeContent_110","SECTION 10.1","NarrativeContent","Regulatory and Ethical Considerations","10.1","38b2d209-a3ef-4977-8446-1f0597089ff6","<div></div>"
"NarrativeContent_111","SECTION 10.2","NarrativeContent","Committees","10.2","d3a30e47-5b4b-4ae3-90be-b34bac28cd68","<div></div>"
"NarrativeContent_112","SECTION 10.3","NarrativeContent","Informed Consent Process","10.3","4a0726e1-a043-4810-8021-53015d761487","<div></div>"
"NarrativeContent_113","SECTION 10.4","NarrativeContent","Data Protection","10.4","e611f77d-719b-47ff-82d4-191307a1c508","<div></div>"
"NarrativeContent_114","SECTION 10.5","NarrativeContent","Early Site Closure or Trial Termination","10.5","e76f0eae-738a-4897-afb5-13eb905650ed","<div></div>"
"NarrativeContent_115","SECTION 11","NarrativeContent","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","11","74c04247-0add-45da-8093-4e7db601a4f7","<div></div>"
"NarrativeContent_116","SECTION 11.1","NarrativeContent","Quality Tolerance Limits","11.1","b3cebbda-a1c8-4c76-8e78-333645ccb122","<div></div>"
"NarrativeContent_117","SECTION 11.2","NarrativeContent","Data Quality Assurance","11.2","55371815-be43-4353-a8ce-b9f535f680a9","<div></div>"
"NarrativeContent_118","SECTION 11.3","NarrativeContent","Source Data","11.3","4b2ca5f8-5a0b-4cad-84b7-43049322762d","<div></div>"
"NarrativeContent_119","SECTION 12","NarrativeContent","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","12","dae2a33c-a212-466e-be71-22f02d7ae4ef","<div></div>"
"NarrativeContent_120","SECTION 12.1","NarrativeContent","Further Details and Clarifications on the AE Definition","12.1","abd1b45e-1bad-4e59-acb8-c29d72a9590d","<div></div>"
"NarrativeContent_121","SECTION 12.2","NarrativeContent","Further Details and Clarifications on the SAE Definition","12.2","e9769c4a-1620-48e3-b90d-388a8a7b2e2e","<div></div>"
"NarrativeContent_122","SECTION 12.3","NarrativeContent","Severity","12.3","43321903-2067-49d4-ad5e-2c1a652be5ce","<div></div>"
"NarrativeContent_123","SECTION 12.4","NarrativeContent","Causality","12.4","b10f38ce-bbcb-4b2d-8176-43d88b5ff537","<div></div>"
"NarrativeContent_124","SECTION 13","NarrativeContent","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","13","8c82d8ea-40ab-4b94-9812-e123e6fe582e","<div></div>"
"NarrativeContent_125","SECTION 13.1","NarrativeContent","Contraception and Pregnancy Testing","13.1","e1160bc0-2657-4e63-8a76-4ad9307a548f","<div></div>"
"NarrativeContent_126","SECTION 13.1.1","NarrativeContent","Definitions Related to Childbearing Potential","13.1.1","e986fa44-ec7d-4363-9877-959e12651bf2","<div></div>"
"NarrativeContent_127","SECTION 13.1.2","NarrativeContent","Contraception","13.1.2","714b0adc-e9de-405a-9e59-0e47225e139e","<div></div>"
"NarrativeContent_128","SECTION 13.1.3","NarrativeContent","Pregnancy Testing","13.1.3","21bb1a45-0071-4364-a8a3-ab1aa8ae1356","<div></div>"
"NarrativeContent_129","SECTION 13.2","NarrativeContent","Clinical Laboratory Tests","13.2","b4141bcc-d437-4c88-9308-1689930654af","<div></div>"
"NarrativeContent_130","SECTION 13.3","NarrativeContent","Country/Region-Specific Differences","13.3","659f785f-80b5-4145-9814-728fe32ab58c","<div></div>"
"NarrativeContent_131","SECTION 13.4","NarrativeContent","Prior Protocol Amendments","13.4","a2ab8f9f-232e-412a-87f9-11b141ac0710","<div></div>"
"NarrativeContent_132","SECTION 14","NarrativeContent","APPENDIX: GLOSSARY OF TERMS","14","453bb2a7-5e9f-4a75-a863-698e59ea42ec","<div></div>"
"NarrativeContent_133","SECTION 15","NarrativeContent","APPENDIX: REFERENCES","15","de9d4244-092d-47ff-a63e-a86a9d5e5397","<div></div>"
