"isRequired","isEnabled","uuid:ID","label","id","datatype","name"
"True","True","6bf9ebb5-1632-4fce-bdac-d386ca35b609","Vital Signs Result","BiomedicalConceptProperty_32","decimal","Vital Signs Result"
"True","True","14811d93-ab5e-497d-92aa-ce0c330c4ba5","Unit of Height","BiomedicalConceptProperty_33","string","Unit of Height"
"True","True","49ec0160-76fd-44e3-8939-694bd48bb3dd","Laboratory Test Result","BiomedicalConceptProperty_34","decimal","Laboratory Test Result"
"True","True","71780cb1-ddc0-4f25-b5e3-a2e5d6bee973","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","boolean","Laboratory Test Fasting Status"
"True","True","a29cef72-a338-42d2-b682-eb1c17bcbea0","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","string","Unit of Catalytic Activity Concentration"
"True","True","f18f70e9-edc7-455b-9b54-3bb72ce472c2","Biospecimen Type","BiomedicalConceptProperty_37","string","Biospecimen Type"
"True","True","5a4366c5-9286-4416-84a5-ba02f75e200b","Laboratory Test Result","BiomedicalConceptProperty_38","string","Laboratory Test Result"
"True","True","2a5f40d2-84be-4878-9ac8-6b86cf908b80","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","boolean","Laboratory Test Fasting Status"
"True","True","b0e965c2-74aa-4e41-a090-642809843d30","Unit of Concentration","BiomedicalConceptProperty_40","string","Unit of Concentration"
"True","True","acaf4cb5-0971-47e2-9079-e8d8cc413665","Biospecimen Type","BiomedicalConceptProperty_41","string","Biospecimen Type"
"True","True","33ac234d-e1cb-4f75-9d81-976ca916a5bc","Laboratory Test Result","BiomedicalConceptProperty_42","decimal","Laboratory Test Result"
"True","True","4d1fa62d-8682-476e-bd81-f5c167869fec","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","boolean","Laboratory Test Fasting Status"
"True","True","30c6f40f-e0d4-4133-bcb3-1c4f5e23ee17","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","string","Unit of Catalytic Activity Concentration"
"True","True","7f3f1e84-b6cd-40ac-b64a-02ccc504fda3","Biospecimen Type","BiomedicalConceptProperty_45","string","Biospecimen Type"
"True","True","36bc64a0-12c3-43f4-a9a0-2b0e244e8a18","Laboratory Test Result","BiomedicalConceptProperty_46","decimal","Laboratory Test Result"
"True","True","0b7c6f4e-3297-4267-80e2-462adff885ec","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","boolean","Laboratory Test Fasting Status"
"True","True","214ab54e-1a97-43da-abe6-467b15931a7d","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","string","Unit of Catalytic Activity Concentration"
"True","True","5abc266c-ff3d-4b9c-8782-39df1d2e8192","Biospecimen Type","BiomedicalConceptProperty_49","string","Biospecimen Type"
"True","True","d8ca497d-e881-4400-8836-36394e08b434","Laboratory Test Result","BiomedicalConceptProperty_50","string","Laboratory Test Result"
"True","True","e4d0f2ea-0fa2-4311-b1d1-608be4dbe3d1","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","boolean","Laboratory Test Fasting Status"
"True","True","012fa70d-d0d9-41a0-95b1-be5951f6891f","Unit of Concentration","BiomedicalConceptProperty_52","string","Unit of Concentration"
"True","True","a904346d-318f-43a0-a796-a09ecd1192fb","Biospecimen Type","BiomedicalConceptProperty_53","string","Biospecimen Type"
"True","True","fed12211-9790-4639-b4ed-788e16e981fa","Laboratory Test Result","BiomedicalConceptProperty_54","decimal","Laboratory Test Result"
"True","True","259f029e-9ae7-46de-a260-fccbf18b9a22","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","boolean","Laboratory Test Fasting Status"
"True","True","59c337dd-be02-4622-be37-acc81003acfd","Molarity Unit","BiomedicalConceptProperty_56","string","Molarity Unit"
"True","True","05601b4c-df53-49a5-83c6-ec6daa38c8ab","Biospecimen Type","BiomedicalConceptProperty_57","string","Biospecimen Type"
"True","True","e71d77c8-cb10-4608-9e78-d88a20486a76","Laboratory Test Result","BiomedicalConceptProperty_58","decimal","Laboratory Test Result"
"True","True","1adb76cb-a97b-438d-b585-9df09c73cc6a","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","boolean","Laboratory Test Fasting Status"
"True","True","0018c074-bffd-42fe-a48d-9975e1dbb22e","Molarity Unit","BiomedicalConceptProperty_60","string","Molarity Unit"
"True","True","06a6963c-d2af-407b-b54f-fc568bbf62ae","Biospecimen Type","BiomedicalConceptProperty_61","string","Biospecimen Type"
"True","True","271bb785-948b-482c-ad0a-1319451e26ab","Vital Signs Result","BiomedicalConceptProperty_62","decimal","Vital Signs Result"
"True","True","8f91beac-65b4-45a0-8aef-3f777bf6a144","Unit of Pressure","BiomedicalConceptProperty_63","string","Unit of Pressure"
"True","True","ae2840e3-ab55-4b08-9f58-867c22d28936","Vital Signs Location","BiomedicalConceptProperty_64","string","Vital Signs Location"
"True","True","85aa09ba-efcb-4e11-8913-fa6d2150a778","Vital Signs Laterality","BiomedicalConceptProperty_65","string","Vital Signs Laterality"
"True","True","6746e493-61ab-4fbc-b4df-2eb474cab375","Test Method","BiomedicalConceptProperty_66","string","Test Method"
"True","True","e746a246-cabe-41a3-b5a7-aec01beace58","Vital Signs Position","BiomedicalConceptProperty_67","string","Vital Signs Position"
"True","True","4442b682-ae90-47be-88dc-d0ae6b2c828c","Vital Signs Result","BiomedicalConceptProperty_68","decimal","Vital Signs Result"
"True","True","e351b9c6-a6e9-4929-b08b-4156c7c09bf8","Unit of Pressure","BiomedicalConceptProperty_69","string","Unit of Pressure"
"True","True","bb445630-13b2-4420-ae02-8cafebd42e41","Vital Signs Location","BiomedicalConceptProperty_70","string","Vital Signs Location"
"True","True","345b59e8-f0f1-4941-b3cd-f573a1267fc8","Vital Signs Laterality","BiomedicalConceptProperty_71","string","Vital Signs Laterality"
"True","True","82dc4e89-b84b-4e9b-af0f-30e328fcec69","Test Method","BiomedicalConceptProperty_72","string","Test Method"
"True","True","e93a2aff-7717-42c4-accd-95f3e3dd3681","Vital Signs Position","BiomedicalConceptProperty_73","string","Vital Signs Position"
"True","True","b5a5a413-a8d4-42d5-90c6-54e39b0a4b94","Vital Signs Result","BiomedicalConceptProperty_74","decimal","Vital Signs Result"
"True","True","90c29b45-e7ef-4322-8b3c-40f7516411d3","Unit of Pressure","BiomedicalConceptProperty_75","string","Unit of Pressure"
"True","True","e5baebc6-21d5-4db4-8f51-674ae582c24e","Vital Signs Location","BiomedicalConceptProperty_76","string","Vital Signs Location"
"True","True","e15bf1b9-a3b4-4afd-b1a9-ef382b4f86e4","Vital Signs Laterality","BiomedicalConceptProperty_77","string","Vital Signs Laterality"
"True","True","7d89bf53-3d07-4250-bff5-b0ba3708da1f","Test Method","BiomedicalConceptProperty_78","string","Test Method"
"True","True","d9151436-f768-4334-b32e-132cbb1ed32f","Vital Signs Position","BiomedicalConceptProperty_79","string","Vital Signs Position"
"True","True","071566c3-32c3-449b-a38c-3faccfb3915d","Vital Signs Result","BiomedicalConceptProperty_80","decimal","Vital Signs Result"
"True","True","7c2d4e9c-907c-4bcc-be9d-688632151455","Unit of Pressure","BiomedicalConceptProperty_81","string","Unit of Pressure"
"True","True","b04bb46c-82b2-4d64-aee8-6674d54a9f47","Vital Signs Location","BiomedicalConceptProperty_82","string","Vital Signs Location"
"True","True","635ef26e-2994-4901-97ad-87c83f869db3","Vital Signs Laterality","BiomedicalConceptProperty_83","string","Vital Signs Laterality"
"True","True","659e1314-54e5-4712-b4df-ea077626db64","Test Method","BiomedicalConceptProperty_84","string","Test Method"
"True","True","e2d4bc29-503f-49bd-9243-ca0aef69bf42","Vital Signs Position","BiomedicalConceptProperty_85","string","Vital Signs Position"
