"uuid:ID","id","sectionTitle","name","text","sectionNumber"
"20ad7ac7-03aa-4c4f-8a2c-0739141076d8","NarrativeContent_16","Rationale for Comparator","SECTION 4.2.1","<div><p>The parallel dosing regimen maximizes the ability to make direct comparisons between the treatment groups. The use of placebo allows for a blinded, thus minimally biased, study. The placebo treatment group is a comparator group for efficacy and safety assessment.</p><p>Two interim analyses are planned for this study. The first interim analysis will occur when 50% of the patients have completed Visit 8 (8 weeks). If required, the second interim analysis will occur when 50% of the patients have completed Visit 12 (24 weeks).</p></div>","4.2.1"
"94cc37aa-0b6d-462f-bcfc-4aefdef5a433","NarrativeContent_17","Rationale for Adaptive or Novel Trial Design","SECTION 4.2.2","<div></div>","4.2.2"
"e9408465-2049-4b7f-ba79-42785be29548","NarrativeContent_18","Other Trial Design Considerations","SECTION 4.2.3","<div></div>","4.2.3"
"5120be28-9eda-4dd0-9fe0-61756c83f60f","NarrativeContent_19","Access to Trial Intervention After End of Trial","SECTION 4.3","<div></div>","4.3"
"91654640-b912-434b-ac11-fdbb676f5f7c","NarrativeContent_20","Start of Trial and End of Trial","SECTION 4.4","<div></div>","4.4"
"b2741908-06b3-43a9-bb32-ab5e4bb9bcb8","NarrativeContent_21","TRIAL POPULATION","SECTION 5","<div></div>","5"
"684ffabe-d41c-4ae4-96c2-b243725eb367","NarrativeContent_22","Selection of Trial Population","SECTION 5.1","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","5.1"
"4d9c9ba9-e700-4ff2-9b65-17c6c41d125e","NarrativeContent_23","Rationale for Trial Population","SECTION 5.2","<div></div>","5.2"
"8b145c2c-2de4-418b-a88b-7aa7e318d8bc","NarrativeContent_24","Inclusion Criteria","SECTION 5.3","<div><usdm:section name=""M11-inclusion""></div>","5.3"
"8df9004e-3233-451a-8efd-8a7296fdeb17","NarrativeContent_25","Exclusion Criteria","SECTION 5.4","<div><usdm:section name=""M11-exclusion""></div>","5.4"
"0f19fe64-2f34-4067-b796-ebc275c998a0","NarrativeContent_26","Lifestyle Considerations","SECTION 5.5","<div></div>","5.5"
"9671b579-1b9c-4b3a-9c51-8e69c3b9dbf2","NarrativeContent_27","Meals and Dietary Restrictions","SECTION 5.5.1","<div></div>","5.5.1"
"09664881-de80-4445-a550-13693e8d7981","NarrativeContent_28","Caffeine, Alcohol, Tobacco, and Other Habits","SECTION 5.5.2","<div><p>Not applicable</p></div>","5.5.2"
"7c3de554-cab5-443d-988f-31a37319a460","NarrativeContent_29","Physical Activity","SECTION 5.5.3","<div></div>","5.5.3"
"3cba0071-81ad-4e26-9c67-4894cece560e","NarrativeContent_30","Other Activity","SECTION 5.5.4","<div></div>","5.5.4"
"659301dc-1cbe-4c7e-b6b6-3ab46f049e21","NarrativeContent_31","Screen Failures","SECTION 5.6","<div></div>","5.6"
"f1651b98-2070-44c2-a925-7f0759ab8383","NarrativeContent_32","TRIAL INTERVENTION AND CONCOMITANT THERAPY","SECTION 6","<div></div>","6"
"70d793ae-aa1f-48c0-8940-0b5c250757f2","NarrativeContent_33","Description of Trial Intervention","SECTION 6.1","<div></div>","6.1"
"3fcc2b73-f7a2-456d-bfeb-5ba16b148650","NarrativeContent_34","Rationale for Trial Intervention","SECTION 6.2","<div></div>","6.2"
"72351148-f48a-4bb2-ad11-7ea86c3ac35c","NarrativeContent_35","Dosing and Administration","SECTION 6.3","<div></div>","6.3"
"5dd4398d-98a0-4041-a6ba-0487afd37df3","NarrativeContent_36","Trial Intervention Dose Modification","SECTION 6.3.1","<div></div>","6.3.1"
"3d3692dc-f1c3-40af-acdd-da3a8bbe99a6","NarrativeContent_37","Treatment of Overdose","SECTION 6.4","<div></div>","6.4"
"e359934b-5886-4e4c-a97f-8b4dbe4f5d5a","NarrativeContent_38","Preparation, Handling, Storage and Accountability","SECTION 6.5","<div></div>","6.5"
"803d0d39-b72f-4102-b020-84d8074e3c6f","NarrativeContent_39","Preparation of Trial Intervention","SECTION 6.5.1","<div></div>","6.5.1"
"075f0b78-469b-49c2-8cbc-b1fcfc8d0f61","NarrativeContent_40","Handling and Storage of Trial Intervention","SECTION 6.5.2","<div></div>","6.5.2"
"4ebb786d-7cc6-499e-af78-3b0a20702d52","NarrativeContent_41","Accountability of Trial Intervention","SECTION 6.5.3","<div></div>","6.5.3"
"deb60263-7740-4396-a0c1-d552858fd81f","NarrativeContent_42","Participant Assignment, Randomisation and Blinding","SECTION 6.6","<div></div>","6.6"
"f31f7f24-9d73-4896-aae6-8a7c8a61b8ee","NarrativeContent_43","Participant Assignment","SECTION 6.6.1","<div></div>","6.6.1"
"05231724-5927-4210-944c-297926a4da0f","NarrativeContent_44","Randomisation","SECTION 6.6.2","<div></div>","6.6.2"
"0eaa0f42-f7fa-4e4a-a7ba-f2bb5de8e3eb","NarrativeContent_45","Blinding and Unblinding","SECTION 6.6.3","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","6.6.3"
"5b58e1ff-b70f-4c1e-b180-d69a0f3f45e2","NarrativeContent_46","Trial Intervention Compliance","SECTION 6.7","<div></div>","6.7"
"74f4ce93-8ae8-463b-b49a-d309aa91ad81","NarrativeContent_47","Concomitant Therapy","SECTION 6.8","<div></div>","6.8"
"0a3a21ae-4312-44d2-80a8-cc84cca4fe8b","NarrativeContent_48","Prohibited Concomitant Therapy","SECTION 6.8.1","<div></div>","6.8.1"
"a1327d87-7ff0-4c11-ab4f-d20a7d1d308b","NarrativeContent_49","Permitted Concomitant Therapy","SECTION 6.8.2","<div></div>","6.8.2"
"8a8599e4-81da-42ba-81a9-f1f7c6fc8b1f","NarrativeContent_50","Rescue Therapy","SECTION 6.8.3","<div></div>","6.8.3"
"913ab24a-c03f-4526-ba3d-7c9ee2be37bb","NarrativeContent_51","Other Therapy","SECTION 6.8.4","<div></div>","6.8.4"
"70a1247d-f9eb-4332-92a6-a0435804b961","NarrativeContent_52","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","SECTION 7","<div></div>","7"
"e799d6de-6e09-443f-be82-4bd0f10f84e2","NarrativeContent_53","Discontinuation of Trial Intervention","SECTION 7.1","<div></div>","7.1"
"782815a6-1dd5-45f9-911d-0f5da301a666","NarrativeContent_54","Criteria for Permanent Discontinuation of Trial Intervention","SECTION 7.1.1","<div></div>","7.1.1"
"8e88ca60-d0cd-487c-9944-62639fa23f53","NarrativeContent_55","Temporary Discontinuation or Interruption of Trial Intervention","SECTION 7.1.2","<div></div>","7.1.2"
"631e6d54-55da-4b84-a91e-8d83489ee212","NarrativeContent_56","Rechallenge","SECTION 7.1.3","<div></div>","7.1.3"
"27e11d29-6803-4e63-8837-cac9aa682008","NarrativeContent_57","Participant Withdrawal from the Trial","SECTION 7.2","<div></div>","7.2"
"c031286f-ec1d-4300-943e-4f1f7a90a066","NarrativeContent_58","Lost to Follow-Up","SECTION 7.3","<div></div>","7.3"
"026f5ec6-f110-4eec-bf4f-6938facba2dd","NarrativeContent_59","Trial Stopping Rules","SECTION 7.4","<div></div>","7.4"
"4344748b-1279-411c-9cea-ac8101296faa","NarrativeContent_60","TRIAL ASSESSMENTS AND PROCEDURES","SECTION 8","<div></div>","8"
"7814baa3-c0ea-4394-8f15-2e0acdad9ad2","NarrativeContent_61","Screening/Baseline Assessments and Procedures","SECTION 8.1","<div></div>","8.1"
"3941317b-3ec5-4305-99b8-9aa978672f4f","NarrativeContent_62","Efficacy Assessments and Procedures","SECTION 8.2","<div></div>","8.2"
"421c7bd1-67d1-4652-8ba8-eb520cc86ea4","NarrativeContent_63","Safety Assessments and Procedures","SECTION 8.3","<div></div>","8.3"
"65293277-4326-4ddb-a31f-c38979496b4f","NarrativeContent_64","Physical Examination","SECTION 8.3.1","<div></div>","8.3.1"
"8b33aee4-ef24-4130-be65-8b49ee6a39d2","NarrativeContent_65","Vital Signs","SECTION 8.3.2","<div></div>","8.3.2"
"8acda8e6-8c34-4fd2-b3d3-8b21941e658c","NarrativeContent_66","Electrocardiograms","SECTION 8.3.3","<div></div>","8.3.3"
"126dc784-11fe-441e-9511-c088f49cf462","NarrativeContent_67","Clinical Laboratory Assessments","SECTION 8.3.4","<div></div>","8.3.4"
"6fe08075-bd0e-4acf-8f42-e87bf3362988","NarrativeContent_68","Suicidal Ideation and Behaviour Risk Monitoring","SECTION 8.3.5","<div></div>","8.3.5"
"1303abb4-60a5-4393-b06d-2894a62c6657","NarrativeContent_69","Adverse Events and Serious Adverse Events","SECTION 8.4","<div></div>","8.4"
"a9daeb26-a799-42d2-aa7c-bc3c34ee593d","NarrativeContent_70","Definitions of AE and SAE","SECTION 8.4.1","<div></div>","8.4.1"
"ab1905cb-0470-4a09-bb76-e04ccae5bdac","NarrativeContent_71","Time Period and Frequency for Collecting AE and SAE Information","SECTION 8.4.2","<div></div>","8.4.2"
"66cb64b6-399d-4e8a-bfc7-13b476134ff9","NarrativeContent_72","Identifying AEs and SAEs","SECTION 8.4.3","<div></div>","8.4.3"
"a5ed71ca-bb27-4ce5-aa8a-8e711cded6d4","NarrativeContent_73","Recording of AEs and SAEs","SECTION 8.4.4","<div></div>","8.4.4"
"26a7da85-30d4-4d0c-a8b6-624d56a7629f","NarrativeContent_74","Follow-up of AEs and SAEs","SECTION 8.4.5","<div></div>","8.4.5"
"710b6b12-1e68-4907-9e7b-1c684fee1a4d","NarrativeContent_75","Reporting of SAEs","SECTION 8.4.6","<div></div>","8.4.6"
"da914346-2ddb-42ce-947e-14f23771b346","NarrativeContent_76","Regulatory Reporting Requirements for SAEs","SECTION 8.4.7","<div></div>","8.4.7"
"48d0a9e2-c866-498c-a86d-7a2d01ab74cb","NarrativeContent_77","Serious and Unexpected Adverse Reaction Reporting","SECTION 8.4.8","<div></div>","8.4.8"
"fce15b4f-a91f-4558-b1f7-27b7c4da8350","NarrativeContent_78","Adverse Events of Special Interest","SECTION 8.4.9","<div></div>","8.4.9"
"1de29370-a75b-48f8-ad36-c2555a3792c9","NarrativeContent_79","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","SECTION 8.4.10","<div></div>","8.4.10"
"41e54430-d879-40cc-96e0-9f8337f5dfb5","NarrativeContent_80","Pregnancy and Postpartum Information","SECTION 8.5","<div></div>","8.5"
"879ea62f-f320-4028-9569-5084503dc5c6","NarrativeContent_81","Participants Who Become Pregnant During the Trial","SECTION 8.5.1","<div></div>","8.5.1"
"8473e7ee-dd86-4582-8a91-f5dd94a984d0","NarrativeContent_82","Participants Whose Partners Become Pregnant","SECTION 8.5.2","<div></div>","8.5.2"
"a123f9e4-6170-41bb-857f-ed3d415fe2e6","NarrativeContent_83","Medical Device Product Complaints for Drug/Device Combination Products","SECTION 8.6","<div></div>","8.6"
"522b3f36-9c13-4ee0-a543-0faa77a546e9","NarrativeContent_84","Definition of Medical Device Product Complaints","SECTION 8.6.1","<div></div>","8.6.1"
"06012090-39c0-4ddc-8835-b0f1b7fda947","NarrativeContent_85","Recording of Medical Device Product Complaints","SECTION 8.6.2","<div></div>","8.6.2"
"23533abe-eb29-4b90-bbf2-53721b7f93cf","NarrativeContent_86","Time Period and Frequency for Collecting Medical Device Product Complaints .","SECTION 8.6.3","<div></div>","8.6.3"
"6902337a-1ec4-4058-b3be-a8401c230df2","NarrativeContent_87","Follow-Up of Medical Device Product Complaints","SECTION 8.6.4","<div></div>","8.6.4"
"cd919202-ec9f-4e1f-bbe5-62c83b9ab134","NarrativeContent_88","Regulatory Reporting Requirements for Medical Device Product Complaints","SECTION 8.6.5","<div></div>","8.6.5"
"459b066f-c5e3-4420-9df0-8b44b7e18d4d","NarrativeContent_89","Pharmacokinetics","SECTION 8.7","<div></div>","8.7"
"c2cc8b93-5d85-44ff-972f-7a80a42b3bf6","NarrativeContent_90","Genetics","SECTION 8.8","<div></div>","8.8"
"ea8d65f3-aa6c-4829-8bd8-a2e8f3b6b7c5","NarrativeContent_91","Biomarkers","SECTION 8.9","<div></div>","8.9"
"811e3feb-71b7-4f88-856f-8621415afccf","NarrativeContent_92","Immunogenicity Assessments","SECTION 8.1","<div></div>","8.1"
"711c6609-f0c0-4390-86fa-845bd76a220f","NarrativeContent_93","Medical Resource Utilisation and Health Economics","SECTION 8.1.1","<div></div>","8.1.1"
"c857fdf7-b2a8-4b19-88fe-3b2ed86d57be","NarrativeContent_94","STATISTICAL CONSIDERATIONS","SECTION 9","<div></div>","9"
"a0ad375c-ecc5-4aa4-9bb2-19a99e77cfaa","NarrativeContent_95","Analysis Sets","SECTION 9.1","<div></div>","9.1"
"2ac7b891-9010-4680-8eda-098f63b2d46f","NarrativeContent_96","Analyses Supporting Primary Objective(s)","SECTION 9.2","<div></div>","9.2"
"6f1322ad-f8f4-4f7e-8b98-fc09f63a8969","NarrativeContent_97","Statistical Model, Hypothesis, and Method of Analysis","SECTION 9.2.1","<div></div>","9.2.1"
"338ddacb-8cc2-4f09-a1c9-f2f7ccaea76e","NarrativeContent_98","Handling of Intercurrent Events of Primary Estimand(s)","SECTION 9.2.2","<div></div>","9.2.2"
"24fccc67-d240-4e5e-a9b7-d31e281306b8","NarrativeContent_99","Handling of Missing Data","SECTION 9.2.3","<div></div>","9.2.3"
"dc82aee2-39a8-4967-a9db-0317d8d60d89","NarrativeContent_100","Sensitivity Analysis","SECTION 9.2.4","<div></div>","9.2.4"
"57e6e73b-5f80-4afc-a332-5f63db21dd6e","NarrativeContent_101","Supplementary Analysis","SECTION 9.2.5","<div></div>","9.2.5"
"1260607d-abdc-4b32-b180-8dea989ffa25","NarrativeContent_102","Analysis Supporting Secondary Objective(s)","SECTION 9.3","<div></div>","9.3"
"2c4a0c98-f55b-4c9f-a64e-1dfd400ced6d","NarrativeContent_103","Analysis of Exploratory Objective(s)","SECTION 9.4","<div></div>","9.4"
"f10dfcef-8f5c-49b4-b92d-36e48e788a5d","NarrativeContent_104","Safety Analyses","SECTION 9.5","<div></div>","9.5"
"8d53f631-1648-4427-b6ba-cf540b7c893e","NarrativeContent_105","Other Analyses","SECTION 9.6","<div></div>","9.6"
"0bf402ab-f435-4310-89e0-75fa45d1ff52","NarrativeContent_106","Interim Analyses","SECTION 9.7","<div></div>","9.7"
"0ceee6a7-947e-4bbe-9380-e773b0ab741b","NarrativeContent_107","Sample Size Determination","SECTION 9.8","<div></div>","9.8"
"7419d47f-8655-4c48-a194-531fd98a2f8a","NarrativeContent_108","Protocol Deviations","SECTION 9.9","<div></div>","9.9"
"c62afd95-1dfe-4ae8-8a6b-2145f53c9aa2","NarrativeContent_109","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","SECTION 10","<div></div>","10"
"89585dac-031a-4d56-908d-753a15fa273d","NarrativeContent_110","Regulatory and Ethical Considerations","SECTION 10.1","<div></div>","10.1"
"9de53ffb-666f-4008-a1e3-019b29960f6d","NarrativeContent_111","Committees","SECTION 10.2","<div></div>","10.2"
"2496a351-9860-492c-bb0c-9613cd362444","NarrativeContent_112","Informed Consent Process","SECTION 10.3","<div></div>","10.3"
"97c1fa0b-0d9d-4cb9-9862-f930eefbb108","NarrativeContent_113","Data Protection","SECTION 10.4","<div></div>","10.4"
"cadf23f0-04d8-4ce9-85ab-62e0c76c463c","NarrativeContent_114","Early Site Closure or Trial Termination","SECTION 10.5","<div></div>","10.5"
"94b293b9-b248-4253-8a91-aaa498332cbe","NarrativeContent_115","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","SECTION 11","<div></div>","11"
"99a80332-61ba-48ba-804b-cf21dbfeb1e3","NarrativeContent_116","Quality Tolerance Limits","SECTION 11.1","<div></div>","11.1"
"84868803-c064-4b1c-a439-4050892a0b3a","NarrativeContent_117","Data Quality Assurance","SECTION 11.2","<div></div>","11.2"
"c6471735-abf1-40fa-af0c-513679bc3dcf","NarrativeContent_118","Source Data","SECTION 11.3","<div></div>","11.3"
"a2573f83-6ff9-40d8-9bc6-aeb3b410703e","NarrativeContent_119","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","SECTION 12","<div></div>","12"
"a4945f92-97f6-409b-9c4b-bb5f2d60a497","NarrativeContent_120","Further Details and Clarifications on the AE Definition","SECTION 12.1","<div></div>","12.1"
"0b2d484d-75fb-4a53-9972-ca136618a66d","NarrativeContent_121","Further Details and Clarifications on the SAE Definition","SECTION 12.2","<div></div>","12.2"
"66dff883-9a91-460e-8b72-e00dbfbb39a3","NarrativeContent_122","Severity","SECTION 12.3","<div></div>","12.3"
"9bd9b30c-d0ff-429e-b79e-7ce9c64df3e9","NarrativeContent_123","Causality","SECTION 12.4","<div></div>","12.4"
"83c5281c-1430-4c5d-8207-7b4a2d03fcbf","NarrativeContent_124","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","SECTION 13","<div></div>","13"
"929cac6a-cddd-4a3e-9888-9ccd94511671","NarrativeContent_125","Contraception and Pregnancy Testing","SECTION 13.1","<div></div>","13.1"
"89d5a9bc-374c-4b1c-97d5-60cdc274a4c4","NarrativeContent_126","Definitions Related to Childbearing Potential","SECTION 13.1.1","<div></div>","13.1.1"
"fbf50735-821a-440e-a54b-cbcaafa79197","NarrativeContent_127","Contraception","SECTION 13.1.2","<div></div>","13.1.2"
"ff60df68-e768-4e3b-93a0-bd82dde13b45","NarrativeContent_128","Pregnancy Testing","SECTION 13.1.3","<div></div>","13.1.3"
"a14343ed-faa6-4d8a-a43f-2fdead096b1b","NarrativeContent_129","Clinical Laboratory Tests","SECTION 13.2","<div></div>","13.2"
"6bde5ed8-b8bb-4cec-9320-391fa1c9c50b","NarrativeContent_130","Country/Region-Specific Differences","SECTION 13.3","<div></div>","13.3"
"d436d97e-89a2-4029-b756-7b40d8d8694f","NarrativeContent_131","Prior Protocol Amendments","SECTION 13.4","<div></div>","13.4"
"7d7bd4e2-baeb-4b65-975a-68942510dcdb","NarrativeContent_132","APPENDIX: GLOSSARY OF TERMS","SECTION 14","<div></div>","14"
"57278f5e-5ceb-441c-9342-5649f6ef92af","NarrativeContent_133","APPENDIX: REFERENCES","SECTION 15","<div></div>","15"
