"sectionNumber","text","name","uuid:ID","sectionTitle","id"
"8.3.4","<div></div>","SECTION 8.3.4","67fa0152-4d30-4b30-8b88-3959b7f80ac4","Clinical Laboratory Assessments","NarrativeContent_66"
"8.3.5","<div></div>","SECTION 8.3.5","adae9a44-0f42-4eb7-92b5-d689f7fa993b","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_67"
"8.4","<div></div>","SECTION 8.4","ee9d7e29-9bed-4fed-9e5e-cef0db75a703","Adverse Events and Serious Adverse Events","NarrativeContent_68"
"8.4.1","<div></div>","SECTION 8.4.1","12c576bc-0a5f-4a13-88e1-e68aa8a3a52f","Definitions of AE and SAE","NarrativeContent_69"
"8.4.2","<div></div>","SECTION 8.4.2","d366ddb2-2698-4af0-90ec-702d6929e427","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_70"
"8.4.3","<div></div>","SECTION 8.4.3","71e8d785-e9cf-494d-be49-9e6102668b58","Identifying AEs and SAEs","NarrativeContent_71"
"8.4.4","<div></div>","SECTION 8.4.4","e0bcbd48-3d2e-4a78-aa3d-6ef474d70c31","Recording of AEs and SAEs","NarrativeContent_72"
"8.4.5","<div></div>","SECTION 8.4.5","6a152f17-6bcc-48fd-9c6b-293996ed067a","Follow-up of AEs and SAEs","NarrativeContent_73"
"8.4.6","<div></div>","SECTION 8.4.6","4ff2191d-4aa0-410f-920b-d623f2fa6e5d","Reporting of SAEs","NarrativeContent_74"
"8.4.7","<div></div>","SECTION 8.4.7","0b2eade6-2bae-41a9-96f0-c24a87a89b5f","Regulatory Reporting Requirements for SAEs","NarrativeContent_75"
"8.4.8","<div></div>","SECTION 8.4.8","190cf08f-40a5-48f3-9b1d-799f7f3961b2","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_76"
"8.4.9","<div></div>","SECTION 8.4.9","71c82469-b1ee-4a74-9c61-8ab7e9141013","Adverse Events of Special Interest","NarrativeContent_77"
"8.4.10","<div></div>","SECTION 8.4.10","50455dcf-b9e8-4535-b81e-09a4d6d16387","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_78"
"8.5","<div></div>","SECTION 8.5","e7284079-a880-4eb8-9044-51c2ea402336","Pregnancy and Postpartum Information","NarrativeContent_79"
"8.5.1","<div></div>","SECTION 8.5.1","70812a83-d63a-41f4-8c00-c5df19f55683","Participants Who Become Pregnant During the Trial","NarrativeContent_80"
"8.5.2","<div></div>","SECTION 8.5.2","72484506-edec-4222-b606-5c9aa5ffb088","Participants Whose Partners Become Pregnant","NarrativeContent_81"
"8.6","<div></div>","SECTION 8.6","50d2643c-236e-476d-926a-be54481b62e7","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_82"
"8.6.1","<div></div>","SECTION 8.6.1","63f870e1-f659-40e2-891d-9569d21d646d","Definition of Medical Device Product Complaints","NarrativeContent_83"
"8.6.2","<div></div>","SECTION 8.6.2","75241040-9d53-4040-8a6a-754920ba400d","Recording of Medical Device Product Complaints","NarrativeContent_84"
"8.6.3","<div></div>","SECTION 8.6.3","bd388ff2-b8f2-47a0-a60f-7080d9f0653a","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_85"
"8.6.4","<div></div>","SECTION 8.6.4","cefdea7f-f104-4f91-8e59-2533506f43b1","Follow-Up of Medical Device Product Complaints","NarrativeContent_86"
"8.6.5","<div></div>","SECTION 8.6.5","14869901-deef-43c3-8480-bc170d69a157","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_87"
"8.7","<div></div>","SECTION 8.7","bfbdac8d-df15-4cf4-b07a-ce1be7c4642b","Pharmacokinetics","NarrativeContent_88"
"8.8","<div></div>","SECTION 8.8","e621d485-fb5a-4643-a149-63c263ca48d6","Genetics","NarrativeContent_89"
"8.9","<div></div>","SECTION 8.9","707adbe6-0fab-4107-b5d4-4a52dfeacf1f","Biomarkers","NarrativeContent_90"
"8.1","<div></div>","SECTION 8.1","0a84594a-531d-4f37-8afa-569114dd7e5b","Immunogenicity Assessments","NarrativeContent_91"
"8.1.1","<div></div>","SECTION 8.1.1","a3f1e786-1cfa-4f82-858e-25080f45a661","Medical Resource Utilisation and Health Economics","NarrativeContent_92"
"9","<div></div>","SECTION 9","b8d42853-61f3-4463-9bd0-02997f40fbaf","STATISTICAL CONSIDERATIONS","NarrativeContent_93"
"9.1","<div></div>","SECTION 9.1","fac4eaa4-b0fa-4b89-9d2e-d4d869f8bc36","Analysis Sets","NarrativeContent_94"
"9.2","<div></div>","SECTION 9.2","35a0c1d2-ce72-4576-9db6-9aae7805c0cf","Analyses Supporting Primary Objective(s)","NarrativeContent_95"
"9.2.1","<div></div>","SECTION 9.2.1","a3986758-a167-4985-b576-145d66d989a3","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_96"
"9.2.2","<div></div>","SECTION 9.2.2","329cf9ae-f194-44c5-b0ca-d4750b528793","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_97"
"9.2.3","<div></div>","SECTION 9.2.3","756b6b22-90c4-4fa0-9900-857d3106dca5","Handling of Missing Data","NarrativeContent_98"
"9.2.4","<div></div>","SECTION 9.2.4","d07069c7-42d1-4632-afa7-b0e24141dc43","Sensitivity Analysis","NarrativeContent_99"
"9.2.5","<div></div>","SECTION 9.2.5","202ea23e-b5aa-4d77-b41c-97c04c9c1f6e","Supplementary Analysis","NarrativeContent_100"
"9.3","<div></div>","SECTION 9.3","43f7656a-b1dc-4874-a4fe-f369321da305","Analysis Supporting Secondary Objective(s)","NarrativeContent_101"
"9.4","<div></div>","SECTION 9.4","1977be35-956b-4e97-8d49-aaecf249ea28","Analysis of Exploratory Objective(s)","NarrativeContent_102"
"9.5","<div></div>","SECTION 9.5","d6ffd887-b626-4568-8d83-fa8aa97eccda","Safety Analyses","NarrativeContent_103"
"9.6","<div></div>","SECTION 9.6","bc28b529-2124-4ccf-8e01-63770e9ba349","Other Analyses","NarrativeContent_104"
"9.7","<div></div>","SECTION 9.7","0d223bcf-004e-484a-b570-6fedd3edb8ff","Interim Analyses","NarrativeContent_105"
"9.8","<div></div>","SECTION 9.8","59badeea-2cec-4a62-93a3-3aec850286db","Sample Size Determination","NarrativeContent_106"
"9.9","<div></div>","SECTION 9.9","a0f53e62-a31d-4f53-ad9a-be4273f3197b","Protocol Deviations","NarrativeContent_107"
"10","<div></div>","SECTION 10","8e2ca42f-33ba-45b3-b169-bc4472b4cda6","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_108"
"10.1","<div></div>","SECTION 10.1","82a997b3-f74b-40df-9d42-b1a3cccf955a","Regulatory and Ethical Considerations","NarrativeContent_109"
"10.2","<div></div>","SECTION 10.2","0da930cc-a165-4216-95fe-9ff30cc0b83f","Committees","NarrativeContent_110"
"10.3","<div></div>","SECTION 10.3","485c8b62-1cea-4791-b9fe-d7d84a6ce87b","Informed Consent Process","NarrativeContent_111"
"10.4","<div></div>","SECTION 10.4","0d8cf82f-aa1a-44e5-8d33-628ee970554d","Data Protection","NarrativeContent_112"
"10.5","<div></div>","SECTION 10.5","c64cbb40-e802-4493-9722-ec32ded2a37b","Early Site Closure or Trial Termination","NarrativeContent_113"
"11","<div></div>","SECTION 11","a0adb040-f1cc-4229-bc7e-1524ea598c1e","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_114"
"11.1","<div></div>","SECTION 11.1","209e1cb6-b817-4caf-a218-8175b4af5b75","Quality Tolerance Limits","NarrativeContent_115"
"11.2","<div></div>","SECTION 11.2","231cf721-3661-4dc9-bfa4-02544f2001fc","Data Quality Assurance","NarrativeContent_116"
"11.3","<div></div>","SECTION 11.3","d6a549bd-139f-4108-ac06-9b336837d740","Source Data","NarrativeContent_117"
"12","<div></div>","SECTION 12","c7242b67-0301-4899-adfd-def69097459d","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_118"
"12.1","<div></div>","SECTION 12.1","2023e412-cd98-4b00-939f-5f6795e17d0a","Further Details and Clarifications on the AE Definition","NarrativeContent_119"
"12.2","<div></div>","SECTION 12.2","b0c99adc-12e0-4d8f-817f-b5e173a8e174","Further Details and Clarifications on the SAE Definition","NarrativeContent_120"
"12.3","<div></div>","SECTION 12.3","d55eb59c-b613-4f18-9794-34e67c0608a5","Severity","NarrativeContent_121"
"12.4","<div></div>","SECTION 12.4","d9f5e75f-2453-4414-ae93-4a40c6e022f9","Causality","NarrativeContent_122"
"13","<div></div>","SECTION 13","37fad72f-efdc-4512-b341-b53803e2eba8","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_123"
"13.1","<div></div>","SECTION 13.1","5f79412b-2b44-4d9e-b21f-a450cef40fca","Contraception and Pregnancy Testing","NarrativeContent_124"
"13.1.1","<div></div>","SECTION 13.1.1","2a309c6a-fb08-45d8-8136-bd226b21312d","Definitions Related to Childbearing Potential","NarrativeContent_125"
"13.1.2","<div></div>","SECTION 13.1.2","3183b372-32de-4912-814b-9a2fafa7f838","Contraception","NarrativeContent_126"
"13.1.3","<div></div>","SECTION 13.1.3","c3aad6f9-f221-43df-a9bf-b4934cb04b77","Pregnancy Testing","NarrativeContent_127"
"13.2","<div></div>","SECTION 13.2","4ec378f3-f5f4-48b3-b675-7cf239ba6ae5","Clinical Laboratory Tests","NarrativeContent_128"
"13.3","<div></div>","SECTION 13.3","69a65b07-7916-419a-9e80-54addcdbcaf9","Country/Region-Specific Differences","NarrativeContent_129"
"13.4","<div></div>","SECTION 13.4","ebf85c8e-7890-4160-b14f-9ad9ea109ccd","Prior Protocol Amendments","NarrativeContent_130"
"14","<div></div>","SECTION 14","5892562f-fa7d-478a-bed7-92bb63e1e535","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_131"
"15","<div></div>","SECTION 15","332ea9c6-1fcf-4682-a1ef-46b1ba489f29","APPENDIX: REFERENCES","NarrativeContent_132"
