"id","uuid:ID","decode","codeSystemVersion","instanceType","codeSystem","code"
"Code_297","8b345bc3-ad64-48de-a005-e64f728b2406","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_298","74e3312c-78f2-4422-bfce-81186e0a5227","Unit of Catalytic Activity Concentration","","Code","NCI Thesaurus","C67365"
"Code_299","64fbb198-52b8-4a86-93fb-086fcf0eab33","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_295","a3394762-f412-4bea-ba79-464920ca3781","Alanine Aminotransferase Measurement","","Code","NCI Thesaurus","C64433"
"Code_301","66b30e29-8809-43a7-be85-8170a00e9302","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_302","75c02012-368d-4951-9b1f-053939057cc4","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_303","0d68c095-94fe-4b85-b635-edd76ac80dff","Unit of Concentration","","Code","NCI Thesaurus","C48207"
"Code_304","7889790c-3332-4124-bce7-74dd760704d0","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_300","9cf86ee4-e009-4967-9970-6fdbb313b8df","Albumin Measurement","","Code","NCI Thesaurus","C64431"
"Code_306","410c3d69-179d-4dbd-955c-6b3b67bca28a","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_307","dd85df9a-4def-447a-9883-e15dd2c0fd8d","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_308","a1600089-0813-4d50-8dbf-4bd804864242","Unit of Catalytic Activity Concentration","","Code","NCI Thesaurus","C67365"
"Code_309","a0f1d1b9-1ea6-4fbc-a2e6-39b65398858a","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_305","6ce07ee6-d3cf-44fa-b329-aa482e6d380d","Alkaline Phosphatase Measurement","","Code","NCI Thesaurus","C64432"
"Code_311","4e083ac4-7faa-4615-8307-5d7ee609b25d","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_312","a3d17294-5420-449b-a739-d314b9440203","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_313","9cc84974-5b6d-403a-9057-e9f0bdbef27a","Unit of Catalytic Activity Concentration","","Code","NCI Thesaurus","C67365"
"Code_314","e2ac0ac0-218f-49ab-bfb4-7c3e80f451d5","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_310","ac8dda93-8ccd-40b7-b166-58183aee5486","Aspartate Aminotransferase Measurement","","Code","NCI Thesaurus","C64467"
"Code_316","a10cedc5-588f-45dc-9cbe-c8e72ab40ca5","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_317","d1fb8f46-94e1-4f49-86bc-28cd4061355d","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_318","f69aae12-444b-4c59-8c26-9ad4afcb6c81","Unit of Concentration","","Code","NCI Thesaurus","C48207"
"Code_319","2e182563-3370-47c5-8aa1-6963c596b636","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_315","31374a62-1bd0-426d-8b06-e1607fb22eb4","Creatinine Measurement","","Code","NCI Thesaurus","C64547"
"Code_321","c002fa66-56ae-4528-a65e-bd6a6e8119cb","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_322","cb767e23-b17c-4e9b-83ad-d7f3f851346a","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_323","fbca8563-9da9-45bd-8cf2-72c2798f24b5","Molarity Unit","","Code","NCI Thesaurus","C64567"
"Code_324","fc24ff18-191a-4f23-b7f0-3bb7ad501ba0","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_320","cd689cee-cde6-4f21-822f-ecfd4f3aab43","Potassium Measurement","","Code","NCI Thesaurus","C64853"
"Code_326","f38ad982-8b52-457b-a695-54c19267c4f6","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_327","897a25d3-b53a-46f2-b205-8fe75b879c31","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_328","a32c7f7c-dcf8-475e-adf9-6532277ae733","Molarity Unit","","Code","NCI Thesaurus","C64567"
"Code_329","9dfc6d23-c029-4988-a44e-62c521e6a524","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_325","b6b7691d-5342-4e42-a1dd-3f38871c3d87","Sodium Measurement","","Code","NCI Thesaurus","C64809"
"Code_145","dfda4de7-1394-4b4f-aec7-7964aa112fba","Adverse Event Verbatim Description","","Code","NCI Thesaurus","C78541"
"Code_146","8bc91181-e2d7-4a8a-9072-311b356bcf43","Adverse Event Dictionary Derived Term","","Code","NCI Thesaurus","C83344"
"Code_147","3747014d-3749-40c6-90c4-8c9621ef1338","Adverse Event Category","","Code","NCI Thesaurus","C83198"
"Code_148","cf3ce6e3-76ab-49c0-905a-321feb03161d","Adverse Event Subcategory","","Code","NCI Thesaurus","C83212"
"Code_149","01c78189-021f-4bbe-bb2d-0cb8aa011722","Adverse Event Pre-specified","","Code","NCI Thesaurus","C87840"
"Code_150","5900025d-04d5-4acc-b25c-2e8db3288345","Severity of Adverse Event","","Code","NCI Thesaurus","C53253"
"Code_151","dc12d34b-c970-440a-b6a1-f78c4f370a85","Adverse Event Toxicity Grade","","Code","NCI Thesaurus","C78605"
"Code_152","88a4dbbe-a129-4d1d-852e-85b22c78cefc","Seriousness of Adverse Event","","Code","NCI Thesaurus","C53252"
"Code_153","62739c2b-9766-4ec3-9f0c-4db11092b80e","Adverse Event Action Taken with Study Treatment","","Code","NCI Thesaurus","C83013"
"Code_154","83461c68-8499-4955-8d7b-446c45d5be76","Adverse Event Attribution to Product or Procedure","","Code","NCI Thesaurus","C41358"
"Code_155","8b12af9b-1847-4747-badb-902572b14e6c","Intermittent","2023-09-29","Code","http://www.cdisc.org","C71325"
"Code_156","48f9e67c-1fc6-4db0-9eb5-323cb88c7efa","Adverse Event Pattern","","Code","NCI Thesaurus","C83208"
"Code_157","87a6dc7d-60ed-4064-94f3-9c1c33514abb","Adverse Event Outcome","","Code","NCI Thesaurus","C49489"
"Code_158","1e5110ee-2324-4648-b6ca-5baa8f345c52","Adverse Event Start Date Time","","Code","NCI Thesaurus","C83215"
"Code_159","799f7eb7-e3f6-4d80-aa92-d7bac822fa2a","Adverse Event End Date Time","","Code","NCI Thesaurus","C83201"
"Code_144","4838bac8-1ce9-40b3-880b-dc58cd213078","Adverse Event","","Code","NCI Thesaurus","C41331"
"Code_161","acf35590-397b-4f67-8107-0f742750f2c5","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_162","22749f40-877a-4899-9d1d-06db21daff88","Pascal","2023-09-29","Code","http://www.cdisc.org","C42547"
"Code_163","f4925b48-2706-45e5-83a5-22d7096cf61e","Unit of Pressure","","Code","NCI Thesaurus","C49669"
"Code_164","8a68adab-21e4-4231-9880-ba868d58b6cd","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_165","9003d800-cdf7-4d0e-bec3-72bf690ad5ca","Vital Signs Laterality","","Code","NCI Thesaurus","C123975"
"Code_166","d982b91d-8c65-4770-b180-b9a86cba3d86","Test Method","","Code","NCI Thesaurus","C82535"
"Code_167","07e29b44-c940-45d5-aa7d-bb53b8f740ba","Vital Signs Position","","Code","NCI Thesaurus","C83114"
"Code_160","0d8ff8cf-3d4e-4cbe-ad78-7f00061e6cf0","Systolic Blood Pressure","","Code","NCI Thesaurus","C25298"
"Code_169","75def826-fabe-4103-9180-718baca22b19","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_170","02380b3c-8d45-46d1-bfa5-b7a621eeeaac","Pascal","2023-09-29","Code","http://www.cdisc.org","C42547"
"Code_171","79e14747-d051-4a2c-82e2-9752ec08f577","Unit of Pressure","","Code","NCI Thesaurus","C49669"
"Code_172","961073d1-1621-43e2-b501-c85b45727399","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_173","60a06fc8-db6e-4f93-8acd-db3a1266f28a","Vital Signs Laterality","","Code","NCI Thesaurus","C123975"
"Code_174","ee263e7f-1317-4fab-bee4-077f6f832b7a","Test Method","","Code","NCI Thesaurus","C82535"
"Code_175","e153a5a6-6c9e-4fe3-b6f2-f14a672e2c06","Vital Signs Position","","Code","NCI Thesaurus","C83114"
"Code_168","6b8bcef5-459e-42ef-93ab-0e3d4b00d678","Diastolic Blood Pressure","","Code","NCI Thesaurus","C25299"
"Code_177","34c476a2-55bb-42f4-bd63-a97203a24723","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_178","92a8b508-7048-46fa-8334-2e15059ee33d","Kelvin","2023-09-29","Code","http://www.cdisc.org","C42537"
"Code_179","2f029aa6-d472-4bd0-857a-3d1c99f98565","Unit of Temperature","","Code","NCI Thesaurus","C44276"
"Code_180","1f67472c-64d9-48f1-8205-ad12269faaae","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_176","7c6c5d67-ee58-4658-81bd-54926d66a48e","Body Temperature","","Code","NCI Thesaurus","C174446"
"Code_182","9c8a3a77-c901-45ab-a027-93758669a0db","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_183","7ef47623-b015-4afe-81a3-ce66c8146c14","Kilogram","2023-09-29","Code","http://www.cdisc.org","C28252"
"Code_184","1b9930a9-95f8-4e25-add8-71d79fcd3c82","Gram","2023-09-29","Code","http://www.cdisc.org","C48155"
"Code_185","05dd7467-b638-4cf5-ac93-d9ba80ff4a59","Pound","2023-09-29","Code","http://www.cdisc.org","C48531"
"Code_186","e8a0cfa9-1d45-4562-96fc-31644bdc50c6","Unit of Weight","","Code","NCI Thesaurus","C48208"
"Code_181","135a7153-0553-46ac-835d-ca3537d6e155","Body Weight","","Code","NCI Thesaurus","C81328"
"Code_188","d15325f5-ac0c-47c6-b989-09deff728bab","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_189","392d3954-e5ea-4238-8421-3d2bc1e46111","Centimeter","2023-09-29","Code","http://www.cdisc.org","C49668"
"Code_190","311fef20-49d3-48b2-8a17-f133f07a2f7a","Inch","2023-09-29","Code","http://www.cdisc.org","C48500"
"Code_191","d1ea94df-e462-4cdd-8dbe-9921bf77f24f","Millimeter","2023-09-29","Code","http://www.cdisc.org","C28251"
"Code_192","e9439058-efd6-4d65-beea-f3c8908418f4","Meter","2023-09-29","Code","http://www.cdisc.org","C41139"
"Code_193","4151042d-d9b5-4da7-a7c6-d29355e51bcf","Unit of Height","","Code","NCI Thesaurus","C168688"
"Code_187","c53a561a-f07e-4d3b-a2e2-e0dbc567a443","Body Height","","Code","NCI Thesaurus","C164634"
"Code_195","f2caee40-d0a7-4c95-b8f0-77fa027e7ca3","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_196","12c86ab0-ccbe-48b2-ae34-9cb5a983dc0a","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_197","34b9660c-c2b5-4fdc-befc-d71d6642ffa8","Unit of Catalytic Activity Concentration","","Code","NCI Thesaurus","C67365"
"Code_198","5810bd96-d4e0-4c8d-af74-d7689b4c90ac","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_194","70f056ae-a346-449a-934a-28989deefe34","Alanine Aminotransferase Measurement","","Code","NCI Thesaurus","C64433"
"Code_200","1f668e1e-470b-4192-bd49-c83df8e43de0","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_201","eac548cf-11d7-4379-bbf2-63b4b69747e9","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_202","8a0eb5a3-570d-407b-b73a-02b4f04b1cd2","Unit of Concentration","","Code","NCI Thesaurus","C48207"
"Code_203","91ba7ffb-e586-4ac4-ae93-5c228309f3d8","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_199","28691a95-32f4-41d9-88ac-86f5c1678994","Albumin Measurement","","Code","NCI Thesaurus","C64431"
"Code_205","e39cef14-0a32-4889-b1e7-e4f2d3f6c99e","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_206","02eafe02-094b-4c54-8b8f-095dd4337368","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_207","9231107d-30c0-4f6b-ab9c-92b9309453ab","Unit of Catalytic Activity Concentration","","Code","NCI Thesaurus","C67365"
"Code_208","550c2416-6a77-4f39-85c9-589b41496bc1","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_204","a7af2e07-c4b1-42c5-a244-443cc954cb0c","Alkaline Phosphatase Measurement","","Code","NCI Thesaurus","C64432"
"Code_210","b7f01df0-116e-4dad-b5d7-cbfa08444265","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_211","76721466-7a9d-44cd-a7d3-c229bd254bf3","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_212","5a05a73c-7a37-4444-903c-34c41a9c05ec","Unit of Catalytic Activity Concentration","","Code","NCI Thesaurus","C67365"
"Code_213","0dbd8566-5519-4b43-a79f-cd6994a9028f","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_209","69f31333-7dbd-4a5a-82fb-e56ffc8d4970","Aspartate Aminotransferase Measurement","","Code","NCI Thesaurus","C64467"
"Code_215","a60d547f-c833-4d29-8223-8541ceae2375","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_216","d9d0ded6-04fc-4df6-bc77-e83370a7fde6","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_217","74345e21-b931-4254-b4e7-9b1d29643bfc","Unit of Concentration","","Code","NCI Thesaurus","C48207"
"Code_218","6d8431c4-1ce3-4fc7-bc1d-56af4aff2db2","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_214","acbf4d06-33ee-48db-b90a-c63069d53372","Creatinine Measurement","","Code","NCI Thesaurus","C64547"
"Code_220","99522210-ce26-4b6a-8688-e9f611a70cff","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_221","0fb49ae9-e1de-4e16-a27c-a610f4804572","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_222","36d1e38b-e2b4-4bf9-a195-022a6b222769","Molarity Unit","","Code","NCI Thesaurus","C64567"
"Code_223","3c7470b3-e782-41a5-bb27-bc9aa0cff2cf","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_219","b0687379-d7c0-4193-959a-80ae0f14f8c8","Potassium Measurement","","Code","NCI Thesaurus","C64853"
"Code_225","0969de8a-1491-42c9-a6d1-48875cb05d10","Laboratory Test Result","","Code","NCI Thesaurus","C36292"
"Code_226","22f932b7-6a3c-4243-aea8-767e5815b018","Laboratory Test Fasting Status","","Code","NCI Thesaurus","C83309"
"Code_227","1bf25803-4020-4ab5-84d5-cb06d4c372f6","Molarity Unit","","Code","NCI Thesaurus","C64567"
"Code_228","74336403-c4d9-4568-81cc-8ac33ec185c1","Biospecimen Type","","Code","NCI Thesaurus","C70713"
"Code_224","d156a8dc-3e74-4400-9c60-be8c6731e949","Sodium Measurement","","Code","NCI Thesaurus","C64809"
"Code_230","d787eb89-c2df-4fa4-b269-90c50c16345d","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_231","e90a40cd-377d-4408-a2a9-d87c8b2b82b9","Pascal","2023-09-29","Code","http://www.cdisc.org","C42547"
"Code_232","7cdc5cf7-4ed1-4b48-ae6f-75508520e387","Unit of Pressure","","Code","NCI Thesaurus","C49669"
"Code_233","9a89ac02-a951-4e64-ba44-b73669c38346","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_234","271a4d5f-7bc5-4f83-8492-e848cab02bd2","Vital Signs Laterality","","Code","NCI Thesaurus","C123975"
"Code_235","f34e9e4b-b7e9-413e-88a8-8c7b5f2cc073","Test Method","","Code","NCI Thesaurus","C82535"
"Code_236","d57dbe5e-5cb6-41d7-b0d5-62841791c82a","Vital Signs Position","","Code","NCI Thesaurus","C83114"
"Code_229","8564ba57-c013-46f3-b582-27d342cc41f7","Systolic Blood Pressure","","Code","NCI Thesaurus","C25298"
"Code_238","e48de91c-4197-47a3-a58f-0c0896c1c366","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_239","44f3f86c-66e8-4ca1-bd9c-decad44e5c49","Pascal","2023-09-29","Code","http://www.cdisc.org","C42547"
"Code_240","179f7ea6-554e-4280-b64f-be9fe3c75ba3","Unit of Pressure","","Code","NCI Thesaurus","C49669"
"Code_241","af6a37c4-d91b-4455-9a63-f1a713a562c7","Vital Signs Location","","Code","NCI Thesaurus","C83088"
"Code_242","462a1460-f945-4b8f-a530-11848fd64989","Vital Signs Laterality","","Code","NCI Thesaurus","C123975"
"Code_243","28f80954-07e4-4968-af9c-544f9a496a4e","Test Method","","Code","NCI Thesaurus","C82535"
"Code_244","55362f87-731e-4633-9bc8-49b0376fa065","Vital Signs Position","","Code","NCI Thesaurus","C83114"
"Code_237","02cea260-91df-4242-a214-60443ee345d5","Diastolic Blood Pressure","","Code","NCI Thesaurus","C25299"
"Code_246","7f68b169-12e7-4184-a0c9-909fd190eb47","Vital Signs Result","","Code","NCI Thesaurus","C173522"
"Code_247","4ecdf5e7-6188-4dc8-8295-82878cf92604","Beats per Minute","2023-09-29","Code","http://www.cdisc.org","C49673"
