"id:ID","label","bcPropertyEnabled","uuid","bcPropertyDatatype","bcPropertyResponseCodes","bcPropertyRequired","name","id"
"608","Unit of Temperature","True","aaea099d-4de0-45ef-ae9b-1d676c30f151","string","","True","Unit of Temperature","BiomedicalConceptProperty_28"
"609","Vital Signs Location","True","c7dba4e9-0287-4c60-9fb1-09fb7eba5e5d","string","[]","True","Vital Signs Location","BiomedicalConceptProperty_29"
"610","Vital Signs Result","True","3a04a4a8-7165-466f-b125-3905cd1c694f","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_30"
"611","Unit of Weight","True","d95c8da3-5969-491d-a08a-519dcdac7332","string","","True","Unit of Weight","BiomedicalConceptProperty_31"
"612","Vital Signs Result","True","7fc13f18-5f82-4be1-ad96-2f36916b8668","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_32"
"613","Unit of Height","True","bd783145-ddeb-4aad-816c-1f3e7470edc9","string","","True","Unit of Height","BiomedicalConceptProperty_33"
"614","Laboratory Test Result","True","6eb8086b-f0a7-4c7c-a5d3-3c298e198d65","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_34"
"615","Laboratory Test Fasting Status","True","66fb2850-afa6-4bb7-874c-629b26981620","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_35"
"616","Unit of Catalytic Activity Concentration","True","f697d683-4c36-48f7-9dc2-4b3ff9232ac9","string","[]","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36"
"617","Biospecimen Type","True","aab77b3c-d51b-4fbe-9837-8e26eab8b066","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_37"
"618","Laboratory Test Result","True","54b4f83a-1758-4b92-8243-77ab7e337889","string","[]","True","Laboratory Test Result","BiomedicalConceptProperty_38"
"619","Laboratory Test Fasting Status","True","7ef4054e-cd2f-489b-a47e-8d0490f72af5","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_39"
"620","Unit of Concentration","True","ed01266b-15a9-45ac-bb8e-c08f0b79f27e","string","[]","True","Unit of Concentration","BiomedicalConceptProperty_40"
"621","Biospecimen Type","True","54077fb0-72b1-4a94-98bb-0bae523e31cf","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_41"
"622","Laboratory Test Result","True","1ee0ea35-ceb3-4cd9-b472-d5982dfd1aa1","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_42"
"623","Laboratory Test Fasting Status","True","8222b041-5daa-46e4-9c54-991454c141c2","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_43"
"624","Unit of Catalytic Activity Concentration","True","7cd9a509-c6df-46e4-b2d3-6e8d0cf5df92","string","[]","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44"
"625","Biospecimen Type","True","4f5a2b08-cc05-4046-b89b-d0f9aff87b1f","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_45"
"626","Laboratory Test Result","True","f16fe207-5697-4a0b-b0da-625e0238e092","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_46"
"627","Laboratory Test Fasting Status","True","b4ca015b-76bc-4b26-9876-115c753770a1","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_47"
"628","Unit of Catalytic Activity Concentration","True","c91bcfee-a1b9-47b6-b28e-0ca9260d623a","string","[]","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48"
"629","Biospecimen Type","True","6fd1f9ea-8d1d-4415-b0ae-649b23f506ea","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_49"
"630","Laboratory Test Result","True","5b0e9e3c-c57d-49a2-af90-b72e6bf2b329","string","[]","True","Laboratory Test Result","BiomedicalConceptProperty_50"
"631","Laboratory Test Fasting Status","True","ab65c7ef-90f7-4ca7-affb-e735dd1c1191","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_51"
"632","Unit of Concentration","True","acfdb0bb-08dc-48ff-a9ad-c9d1f22feb80","string","[]","True","Unit of Concentration","BiomedicalConceptProperty_52"
"633","Biospecimen Type","True","6a8ed26c-503a-4732-8c75-bae482bc17a4","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_53"
"634","Laboratory Test Result","True","1c3cf783-ba34-47b0-b838-292ae6b3d5de","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_54"
"635","Laboratory Test Fasting Status","True","5d668604-741b-473d-8fa9-cb01e0168ebc","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_55"
"636","Molarity Unit","True","a029e3b2-7091-4850-b089-ecf128b38b32","string","[]","True","Molarity Unit","BiomedicalConceptProperty_56"
"637","Biospecimen Type","True","42e0c754-5b03-446e-ae9d-78532ffc5056","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_57"
"638","Laboratory Test Result","True","a4ff024b-de00-4ad2-b22f-15a4bc3c59ce","decimal","[]","True","Laboratory Test Result","BiomedicalConceptProperty_58"
"639","Laboratory Test Fasting Status","True","8668f4f8-e3bd-4dcf-8444-b84eeabc90e1","boolean","[]","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_59"
"640","Molarity Unit","True","b21029e2-054f-4c70-87e5-e96bf8b74082","string","[]","True","Molarity Unit","BiomedicalConceptProperty_60"
"641","Biospecimen Type","True","135bf653-3c04-4236-ae2f-2b3d8f8bbc60","string","[]","True","Biospecimen Type","BiomedicalConceptProperty_61"
"642","Vital Signs Result","True","611a4251-f93f-4ea9-92c4-6d1e9d9cb6f9","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_62"
"643","Unit of Pressure","True","fd59c05b-1f03-418e-8d78-910e6b3bb7c5","string","","True","Unit of Pressure","BiomedicalConceptProperty_63"
"644","Vital Signs Location","True","05bd7dbc-6180-4e75-b7ca-840a9c177511","string","[]","True","Vital Signs Location","BiomedicalConceptProperty_64"
"645","Vital Signs Laterality","True","62426013-c64d-473e-9dc3-464c8799298f","string","[]","True","Vital Signs Laterality","BiomedicalConceptProperty_65"
"646","Test Method","True","b45a710a-fc82-45fe-930b-ee5706ef0cae","string","[]","True","Test Method","BiomedicalConceptProperty_66"
"647","Vital Signs Position","True","34f1e368-5568-4d19-aaca-9b6f6ba5aaf4","string","[]","True","Vital Signs Position","BiomedicalConceptProperty_67"
"648","Vital Signs Result","True","c416a79e-6c9a-4df8-ac44-41c695ec7ffa","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_68"
"649","Unit of Pressure","True","f610578c-725a-48f4-8d30-73bd3984893e","string","","True","Unit of Pressure","BiomedicalConceptProperty_69"
"650","Vital Signs Location","True","f1dfb4f8-6da7-4d8e-acb2-c942d765a622","string","[]","True","Vital Signs Location","BiomedicalConceptProperty_70"
"651","Vital Signs Laterality","True","b9808446-8243-4f74-bef5-6a53c2bac85c","string","[]","True","Vital Signs Laterality","BiomedicalConceptProperty_71"
"652","Test Method","True","ad89305a-93e1-42f5-818d-795aa49f1358","string","[]","True","Test Method","BiomedicalConceptProperty_72"
"653","Vital Signs Position","True","07e0f0db-e307-490a-9dc7-179223ab6150","string","[]","True","Vital Signs Position","BiomedicalConceptProperty_73"
"654","Vital Signs Result","True","88b96dff-c114-4258-9dd4-207115047f1a","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_74"
"655","Unit of Pressure","True","fd0337fb-6363-48c6-b095-5140ae933753","string","","True","Unit of Pressure","BiomedicalConceptProperty_75"
"656","Vital Signs Location","True","c810a12e-4647-4544-8307-6d68136cd530","string","[]","True","Vital Signs Location","BiomedicalConceptProperty_76"
"657","Vital Signs Laterality","True","41a75453-92a2-46f1-862b-e77094eb6dd6","string","[]","True","Vital Signs Laterality","BiomedicalConceptProperty_77"
"658","Test Method","True","4f8b4084-8b65-4ea5-b97f-f951bdd4a176","string","[]","True","Test Method","BiomedicalConceptProperty_78"
"659","Vital Signs Position","True","9c5c5cff-2555-4776-be0d-391abe2b55db","string","[]","True","Vital Signs Position","BiomedicalConceptProperty_79"
"660","Vital Signs Result","True","3e41eeb5-e793-4b4e-81b8-77d6d7b3aec1","decimal","[]","True","Vital Signs Result","BiomedicalConceptProperty_80"
"661","Unit of Pressure","True","6bc9db5c-ba3d-4fb1-b23e-e2355458d4ec","string","","True","Unit of Pressure","BiomedicalConceptProperty_81"
"662","Vital Signs Location","True","fec191c4-82f1-4992-8551-d9133533eb7f","string","[]","True","Vital Signs Location","BiomedicalConceptProperty_82"
"663","Vital Signs Laterality","True","5521cc42-b7ad-4d58-99e5-6321267f9893","string","[]","True","Vital Signs Laterality","BiomedicalConceptProperty_83"
"664","Test Method","True","e4d749eb-ee3f-4a85-83a8-bc66105b01be","string","[]","True","Test Method","BiomedicalConceptProperty_84"
"665","Vital Signs Position","True","bbbebb9b-47bb-4c9f-8a51-c06976dec0ff","string","[]","True","Vital Signs Position","BiomedicalConceptProperty_85"
