"id:ID","uuid","codeSystemVersion","code","codeSystem","decode","id"
"51","47110e74-e27f-49f1-a648-21566343967c","2023-09-29","C171537","http://www.cdisc.org","Telephone Call","Code_95"
"52","9ddbead4-d185-4dfd-b2c9-6781e9440579","2023-09-29","C25716","http://www.cdisc.org","Visit","Code_96"
"53","1872e705-6c75-48cd-8b27-edd9d29f99d5","2023-09-29","C51282","http://www.cdisc.org","Clinic","Code_97"
"54","67465d12-a741-47dd-875f-f6c318ec0dfd","2023-09-29","C175574","http://www.cdisc.org","In Person","Code_98"
"55","a343a04a-3a60-4a3d-b9cd-54dc3a0d5568","2023-09-29","C171537","http://www.cdisc.org","Telephone Call","Code_99"
"56","30bb6521-2e11-42b7-b1b8-717ce720e1d7","2023-09-29","C25716","http://www.cdisc.org","Visit","Code_100"
"57","b0f62908-c9af-48bf-8e82-864d07b4156d","2023-09-29","C51282","http://www.cdisc.org","Clinic","Code_101"
"58","9227cf1a-f8ee-446d-9a72-65a48f097869","2023-09-29","C175574","http://www.cdisc.org","In Person","Code_102"
"59","3edcbb0f-84ee-48f0-adff-7b3197c24a64","2023-09-29","C25716","http://www.cdisc.org","Visit","Code_103"
"60","0ab7c10e-2dec-4cb1-a52e-69ca1bef5941","2023-09-29","C51282","http://www.cdisc.org","Clinic","Code_104"
"61","dfbd9485-c2e2-4799-9f37-b9526e82b855","2023-09-29","C175574","http://www.cdisc.org","In Person","Code_105"
"62","c5f79f64-2f9b-45a3-99ec-3515bcfaeb41","January 31, 2018","383371000119108","SNOMED","CT of head without contrast","Code_63"
"63","3558b6aa-a0f6-4b08-bda1-4f05786ad1a2","12","123","SPONSOR","Supine for 5 minutes","Code_64"
"64","b29a08d4-0a6c-4771-a70d-55f2d8001b4d","12","124","SPONSOR","Standingfor 1-3 minutes","Code_65"
"65","88d9da06-9334-485f-9cad-f8ea45ae0a2d","","C173522","NCI Thesaurus","Vital Signs Result","Code_244"
"66","79e68b79-08ef-4ec6-b86d-8dabbfdc9a02","2023-09-29","C42537","http://www.cdisc.org","Kelvin","Code_245"
"67","9cff44f5-068c-4798-996b-092cc68fb39c","","C44276","NCI Thesaurus","Unit of Temperature","Code_246"
"68","c26846f0-dee2-4866-a6af-e3b31b42149e","","C83088","NCI Thesaurus","Vital Signs Location","Code_247"
"69","b538c99a-2753-4e3c-970f-93a77da7423b","","C174446","NCI Thesaurus","Body Temperature","Code_243"
"70","0c6b46f4-d731-4c2e-af22-854c1d08a855","","C173522","NCI Thesaurus","Vital Signs Result","Code_249"
"71","042d7269-b883-4557-8873-a8c18bbb2f43","2023-09-29","C28252","http://www.cdisc.org","Kilogram","Code_250"
"72","b076ac3b-5391-42b5-b4ed-40bab15fd60f","2023-09-29","C48155","http://www.cdisc.org","Gram","Code_251"
"73","8c64bf6e-804d-4d9a-92b0-6f341cbce489","2023-09-29","C48531","http://www.cdisc.org","Pound","Code_252"
"74","d272294e-0142-4467-a611-1e81eaf511ee","","C48208","NCI Thesaurus","Unit of Weight","Code_253"
"75","e893cd4a-6175-4d08-ae12-f7f613ac7a47","","C81328","NCI Thesaurus","Body Weight","Code_248"
"76","cf6bd788-19a9-44d5-80c0-5c761135bfb9","","C173522","NCI Thesaurus","Vital Signs Result","Code_255"
"77","424a0548-65f4-48fb-a94e-4d0e7da45643","2023-09-29","C49668","http://www.cdisc.org","Centimeter","Code_256"
"78","4bfb96d9-b9ed-4889-9ac7-79e3581c482e","2023-09-29","C48500","http://www.cdisc.org","Inch","Code_257"
"79","6335f735-4bdf-4bf9-a601-41fd1682d0f5","2023-09-29","C28251","http://www.cdisc.org","Millimeter","Code_258"
"80","3e65daa4-a88d-4182-9d2a-2e39cde5c539","2023-09-29","C41139","http://www.cdisc.org","Meter","Code_259"
"81","868fb40b-8ff3-4ee1-80b1-970e057440c9","","C168688","NCI Thesaurus","Unit of Height","Code_260"
"82","0d1d1681-26f1-4dc9-a99e-25c7682ac0db","","C164634","NCI Thesaurus","Body Height","Code_254"
"83","3e737ffb-d8ae-46a8-b242-9da7ccbca61c","","C36292","NCI Thesaurus","Laboratory Test Result","Code_262"
"84","187e20f7-59ac-4cd1-8384-9550e41518d9","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_263"
"85","aeb1ef13-22fe-4f94-b108-7ac0b97af229","","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_264"
"86","da1166f8-12b6-48bb-bc1f-d02858324c61","","C70713","NCI Thesaurus","Biospecimen Type","Code_265"
"87","271c9596-2e23-462f-b94d-38a256161283","","C64433","NCI Thesaurus","Alanine Aminotransferase Measurement","Code_261"
"88","c5b875cd-6972-4eb6-abcb-ddf7c93ec860","","C36292","NCI Thesaurus","Laboratory Test Result","Code_267"
"89","f99265c9-34c9-4bdb-ad7d-4d0b05fc6982","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_268"
"90","f543f4fd-607b-4088-8825-c3690d9007fc","","C48207","NCI Thesaurus","Unit of Concentration","Code_269"
"91","06ce42b6-8557-4a08-8190-e886c7901db9","","C70713","NCI Thesaurus","Biospecimen Type","Code_270"
"92","a2d9e8aa-92b0-4f01-8027-5dc3dcb16825","","C64431","NCI Thesaurus","Albumin Measurement","Code_266"
"93","9c265249-b00c-4b8d-820a-d9009c5d3b32","","C36292","NCI Thesaurus","Laboratory Test Result","Code_272"
"94","a138915f-00fa-4e85-a53b-8dca5c6bdfe1","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_273"
"95","4470c991-0af6-4170-8318-ce5a3baeda3b","","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_274"
"96","3ee3a5fd-f9d4-4099-b764-97298038edee","","C70713","NCI Thesaurus","Biospecimen Type","Code_275"
"97","9d25ed26-608f-4d87-91db-8da8e3b06d86","","C64432","NCI Thesaurus","Alkaline Phosphatase Measurement","Code_271"
"98","c3575ea1-7be5-4ba8-99a8-47331da073b2","","C36292","NCI Thesaurus","Laboratory Test Result","Code_277"
"99","426985a3-379d-4090-9e8d-f1e9996683be","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_278"
"100","34af5830-9939-4186-8113-4e99345f50f9","","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_279"
"101","785bb9a8-cd0f-4e52-a77f-3e6b91019fb1","","C70713","NCI Thesaurus","Biospecimen Type","Code_280"
"102","a9f362c0-9684-450f-89f8-d9519e2c1af0","","C64467","NCI Thesaurus","Aspartate Aminotransferase Measurement","Code_276"
"103","1e47a914-e452-40a1-965d-4a077a9f1346","","C36292","NCI Thesaurus","Laboratory Test Result","Code_282"
"104","88614c80-eb29-4025-b127-19e03b0362ac","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_283"
"105","482c4622-6b6d-4c6a-a4a7-9fd99fb08522","","C48207","NCI Thesaurus","Unit of Concentration","Code_284"
"106","5dee6bd7-d4e2-48eb-9c74-1028a0c2aec2","","C70713","NCI Thesaurus","Biospecimen Type","Code_285"
"107","5287cd05-6a59-4804-ac03-b9943d3fed6d","","C64547","NCI Thesaurus","Creatinine Measurement","Code_281"
"108","9cf39387-119b-4a70-b2bc-f2932562c2bc","","C36292","NCI Thesaurus","Laboratory Test Result","Code_287"
"109","a822e584-2fb6-43b7-ae12-5fac8850923e","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_288"
"110","b2e315a2-e89b-4476-b0af-8695918e9714","","C64567","NCI Thesaurus","Molarity Unit","Code_289"
"111","b6db0e26-9df8-497c-b556-03ac92a70969","","C70713","NCI Thesaurus","Biospecimen Type","Code_290"
"112","750f4cd1-5f40-4096-b2cb-1e7af1f71f60","","C64853","NCI Thesaurus","Potassium Measurement","Code_286"
"113","1e2e7322-5843-41a9-9d9f-1dd61e6ef8d9","","C36292","NCI Thesaurus","Laboratory Test Result","Code_292"
"114","17d7c120-3845-4580-86a6-dfeb7d8a2b42","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_293"
"115","9a62c1fd-da14-433d-b439-283b74711b6f","","C64567","NCI Thesaurus","Molarity Unit","Code_294"
"116","3e24f80c-1e88-4df2-96c9-2a96b44649bb","","C70713","NCI Thesaurus","Biospecimen Type","Code_295"
"117","7841a5ff-a644-4aa3-83d2-482c98a7b891","","C64809","NCI Thesaurus","Sodium Measurement","Code_291"
"118","73528973-f7e2-4714-b6dc-1586c47fec9e","","C78541","NCI Thesaurus","Adverse Event Verbatim Description","Code_126"
"119","144e7d78-c214-4e4c-82b3-319c8bd06b59","","C83344","NCI Thesaurus","Adverse Event Dictionary Derived Term","Code_127"
"120","974011eb-cad8-4c21-af59-7483ca3850e1","","C83198","NCI Thesaurus","Adverse Event Category","Code_128"
"121","22cb0d14-2ee9-45f4-bb4f-ab31082f51eb","","C83212","NCI Thesaurus","Adverse Event Subcategory","Code_129"
"122","7e560e7f-b14a-45e7-96a4-34edc0f2f005","","C87840","NCI Thesaurus","Adverse Event Pre-specified","Code_130"
"123","c09673a0-1a56-43c3-83f5-768928deaa14","","C53253","NCI Thesaurus","Severity of Adverse Event","Code_131"
"124","c08e2412-e2c9-4373-b2a0-37e432bc3728","","C78605","NCI Thesaurus","Adverse Event Toxicity Grade","Code_132"
"125","39ffe6a1-2c0d-4b8a-adfc-8fc90e21fd04","","C53252","NCI Thesaurus","Seriousness of Adverse Event","Code_133"
"126","85715dad-a99a-4efd-af95-f2df162b6ee5","2023-09-29","C17998","http://www.cdisc.org","Unknown","Code_134"
"127","e80a52f0-69ae-4367-99c8-22f6301cb8af","","C83013","NCI Thesaurus","Adverse Event Action Taken with Study Treatment","Code_135"
"128","0a8705b0-b586-45b2-84ee-92b306063fb3","","C41358","NCI Thesaurus","Adverse Event Attribution to Product or Procedure","Code_136"
"129","f8d88959-b775-4298-b8fb-d0fa517c73cc","","C83208","NCI Thesaurus","Adverse Event Pattern","Code_137"
"130","d746bb14-bbaf-414d-85bb-af617dfc8a92","2023-09-29","C17998","http://www.cdisc.org","Unknown","Code_138"
"131","43c0ce30-ff25-43c0-aca2-725f064b1070","","C49489","NCI Thesaurus","Adverse Event Outcome","Code_139"
"132","e889a836-6cc8-4361-ba2d-4e3aaeb57567","","C83215","NCI Thesaurus","Adverse Event Start Date Time","Code_140"
"133","9567be64-0f58-4330-95a4-9d27035ea7f0","","C83201","NCI Thesaurus","Adverse Event End Date Time","Code_141"
"134","987fe945-864c-4473-86e5-7b7ff490ad19","","C41331","NCI Thesaurus","Adverse Event","Code_125"
"135","3fbadf03-3223-4c19-a0e0-a675f39bd9ff","","C173522","NCI Thesaurus","Vital Signs Result","Code_143"
"136","6f329140-10c9-4e2f-9210-179b401b3df2","2023-09-29","C42547","http://www.cdisc.org","Pascal","Code_144"
"137","657b702c-9839-48b4-ab71-d18ee74e4f59","","C49669","NCI Thesaurus","Unit of Pressure","Code_145"
"138","3e10bfcf-a634-4719-80e1-ba21e39df2ed","","C83088","NCI Thesaurus","Vital Signs Location","Code_146"
"139","902b7899-c226-44ff-b926-6a8967941600","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_147"
"140","eacf3be3-dc33-4766-968f-8aaa22025fff","","C82535","NCI Thesaurus","Test Method","Code_148"
"141","7f2929eb-3a47-4330-856b-cdc6a2d3c5d4","","C83114","NCI Thesaurus","Vital Signs Position","Code_149"
"142","e036bcb4-9699-47f9-9d79-9ac3acde4453","","C25298","NCI Thesaurus","Systolic Blood Pressure","Code_142"
"143","6ecdae65-a7a4-4a11-a4d1-601d392a22f9","","C173522","NCI Thesaurus","Vital Signs Result","Code_151"
"144","c68ad8b7-1e48-4a74-806d-d69b19b9030b","2023-09-29","C42547","http://www.cdisc.org","Pascal","Code_152"
"145","b50ad53f-07d7-40c9-8306-09f40b4b5dd3","","C49669","NCI Thesaurus","Unit of Pressure","Code_153"
"146","63acd84a-3899-4548-9a01-5db40b37ca6e","","C83088","NCI Thesaurus","Vital Signs Location","Code_154"
"147","6f0bef78-d372-46e2-a6cc-f8eab9257fb3","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_155"
"148","25d0afd4-2d59-4a9e-b394-49ef755e104b","","C82535","NCI Thesaurus","Test Method","Code_156"
"149","f8bb9c57-a295-4ceb-afb7-64bdd41b38c2","","C83114","NCI Thesaurus","Vital Signs Position","Code_157"
"150","411bee82-f0cd-4553-b9f7-6e1c9c6f6caf","","C25299","NCI Thesaurus","Diastolic Blood Pressure","Code_150"
"151","da54a1c3-4d17-4349-8611-353929cde24d","","C173522","NCI Thesaurus","Vital Signs Result","Code_159"
"152","38478ea8-afe7-4981-b385-4699df433be8","2023-09-29","C42537","http://www.cdisc.org","Kelvin","Code_160"
"153","18e7eb2a-7f55-476e-ad74-3f9f7adf9acf","","C44276","NCI Thesaurus","Unit of Temperature","Code_161"
"154","a9941b02-a921-40ae-abef-2fe4dd3f0ab0","","C83088","NCI Thesaurus","Vital Signs Location","Code_162"
"155","be994f9b-240c-442b-a8e9-0f3c88cb4aab","","C174446","NCI Thesaurus","Body Temperature","Code_158"
"156","3f830e81-c5f9-4b49-8278-b3f35d37be00","","C173522","NCI Thesaurus","Vital Signs Result","Code_164"
"157","e2d01f1a-3958-421a-99f4-a530da70edc8","2023-09-29","C28252","http://www.cdisc.org","Kilogram","Code_165"
"158","b10da843-d24c-467c-b445-7fc46c8f84b0","2023-09-29","C48155","http://www.cdisc.org","Gram","Code_166"
"159","0ddbc73e-9037-43bd-afd1-7b56ff77069c","2023-09-29","C48531","http://www.cdisc.org","Pound","Code_167"
"160","fb469ddc-3043-4de9-9ede-192174c3e587","","C48208","NCI Thesaurus","Unit of Weight","Code_168"
"161","6afda995-5e34-457a-8d6b-f8d1447eaa96","","C81328","NCI Thesaurus","Body Weight","Code_163"
"162","e54bca1f-8a5e-4de0-9519-11a664a86637","","C173522","NCI Thesaurus","Vital Signs Result","Code_170"
"163","07162b10-eddd-4f1b-bae9-1d57467279bb","2023-09-29","C49668","http://www.cdisc.org","Centimeter","Code_171"
"164","e3907133-85ae-4b48-ab62-9dcf1e17d638","2023-09-29","C48500","http://www.cdisc.org","Inch","Code_172"
"165","27d05021-57a2-4ab9-8179-092f226c7de5","2023-09-29","C28251","http://www.cdisc.org","Millimeter","Code_173"
"166","2ef653a8-c6ff-4649-812d-23f293e95c01","2023-09-29","C41139","http://www.cdisc.org","Meter","Code_174"
"167","160f442f-34c5-4af0-b42e-5f1f150cf1bf","","C168688","NCI Thesaurus","Unit of Height","Code_175"
"168","df27fc76-5da2-495b-8442-b2dab43bdecd","","C164634","NCI Thesaurus","Body Height","Code_169"
"169","4083dc2a-26bd-4a19-9849-f68f9eb438ad","","C36292","NCI Thesaurus","Laboratory Test Result","Code_177"
"170","a0a020d9-ba09-4cc6-a598-f663bba7a4a3","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_178"
"171","013c65c2-a4a8-44ec-81ec-bb0dabad9d5c","","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_179"
"172","20d87038-e24e-4d02-aa7e-fbc6bed09cb2","","C70713","NCI Thesaurus","Biospecimen Type","Code_180"
"173","abc87594-553c-48af-83f1-21cd6ea9f0e9","","C64433","NCI Thesaurus","Alanine Aminotransferase Measurement","Code_176"
"174","e77cc757-d367-4286-84fc-8fc5c73d05fa","","C36292","NCI Thesaurus","Laboratory Test Result","Code_182"
"175","3a5fe73f-85e5-4f37-9eb4-d23c534f8a1f","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_183"
"176","8167312a-d7c5-4a52-a7a3-638d5ec872f7","","C48207","NCI Thesaurus","Unit of Concentration","Code_184"
"177","5f473c76-5ffc-4253-ba63-e38b6afae6ae","","C70713","NCI Thesaurus","Biospecimen Type","Code_185"
"178","5d31cf9e-0e51-4dc8-8d06-f06f3a81c57d","","C64431","NCI Thesaurus","Albumin Measurement","Code_181"
"179","c80e6763-4b44-4f5e-a240-02f8d1592363","","C36292","NCI Thesaurus","Laboratory Test Result","Code_187"
"180","d0527272-6149-4900-9488-882580fd01df","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_188"
"181","0d78800a-3881-491e-a144-7a25fd6fc9d0","","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_189"
"182","e2974de6-587c-415d-9732-c8fe56a1e2a3","","C70713","NCI Thesaurus","Biospecimen Type","Code_190"
"183","b09321df-a619-4e35-8c05-c3722f79733c","","C64432","NCI Thesaurus","Alkaline Phosphatase Measurement","Code_186"
"184","abc01227-fbd6-4d24-8ce2-ff958d8dba7b","","C36292","NCI Thesaurus","Laboratory Test Result","Code_192"
"185","7ead11be-18d3-48e4-9713-10a1a319efa1","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_193"
"186","169ff0b0-388a-48fd-bb3c-00deee295fbe","","C67365","NCI Thesaurus","Unit of Catalytic Activity Concentration","Code_194"
"187","c679e7ef-8114-4f58-8b19-daca375e6565","","C70713","NCI Thesaurus","Biospecimen Type","Code_195"
"188","a0b5efb1-ff23-48ba-ab20-6a6bf7bb712c","","C64467","NCI Thesaurus","Aspartate Aminotransferase Measurement","Code_191"
"189","5c3205c4-323a-4461-a5c0-fbf9c44bba27","","C36292","NCI Thesaurus","Laboratory Test Result","Code_197"
"190","ffd05174-ac87-4685-971d-6428f4090679","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_198"
"191","8ecf90fc-4cd3-4da0-bf83-6bfac8a287b9","","C48207","NCI Thesaurus","Unit of Concentration","Code_199"
"192","e50c01e9-49fa-495c-a0f0-bc782fd9e856","","C70713","NCI Thesaurus","Biospecimen Type","Code_200"
"193","ac383cf9-abcd-48f4-868d-c5e7126a4963","","C64547","NCI Thesaurus","Creatinine Measurement","Code_196"
"194","bbf4da57-ad71-46da-af50-e15e5db9ee06","","C36292","NCI Thesaurus","Laboratory Test Result","Code_202"
"195","b61a670d-0d43-4abb-9f4a-e6134fc02aa8","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_203"
"196","95ad21f8-3c88-44c7-b789-605e4e4ae85c","","C64567","NCI Thesaurus","Molarity Unit","Code_204"
"197","a1bf19c1-d9ce-4b9d-8467-7578535755e7","","C70713","NCI Thesaurus","Biospecimen Type","Code_205"
"198","79ab2e34-d1ea-4845-b76d-8054122c4986","","C64853","NCI Thesaurus","Potassium Measurement","Code_201"
"199","10af7483-3493-46bf-bad7-f96970e4c8d3","","C36292","NCI Thesaurus","Laboratory Test Result","Code_207"
"200","583cfb32-990f-44ef-977e-cd6eb6feb949","","C83309","NCI Thesaurus","Laboratory Test Fasting Status","Code_208"
"201","f25591f8-cf51-42d2-bbbe-4e1181185a77","","C64567","NCI Thesaurus","Molarity Unit","Code_209"
"202","b180526b-1fa6-4c79-a172-8ea96d955cdd","","C70713","NCI Thesaurus","Biospecimen Type","Code_210"
"203","8d49a07e-3e68-4aaf-8901-72a0b50ec6ea","","C64809","NCI Thesaurus","Sodium Measurement","Code_206"
"204","eed47fe5-55aa-4be9-b9bc-f6335ad24b0a","","C173522","NCI Thesaurus","Vital Signs Result","Code_212"
"205","88fe7086-400f-4446-9044-394e6289c2e2","2023-09-29","C42547","http://www.cdisc.org","Pascal","Code_213"
"206","b7f7b329-69cc-4c02-b97b-8221633585eb","","C49669","NCI Thesaurus","Unit of Pressure","Code_214"
"207","07dde775-0827-4139-a858-90416359d098","","C83088","NCI Thesaurus","Vital Signs Location","Code_215"
"208","c9dfd45b-f5fb-40cb-abce-4c2506d3086f","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_216"
"209","624e032f-2e2d-486e-9a53-ed35bd3e4f77","","C82535","NCI Thesaurus","Test Method","Code_217"
"210","91f86ae4-8308-42a0-b168-1b53558fda71","","C83114","NCI Thesaurus","Vital Signs Position","Code_218"
"211","5d29e518-19d1-438c-9b84-ce99e3359f05","","C25298","NCI Thesaurus","Systolic Blood Pressure","Code_211"
"212","a99326b9-b6c4-4dc7-ba94-be10c44ce9ca","","C173522","NCI Thesaurus","Vital Signs Result","Code_220"
"213","a304c199-0c50-48d3-812b-b8cfee315f6f","2023-09-29","C42547","http://www.cdisc.org","Pascal","Code_221"
"214","1610c03b-b58b-47ca-91dc-c5aa054be512","","C49669","NCI Thesaurus","Unit of Pressure","Code_222"
"215","6384e901-c635-4e66-9209-e15088d40c07","","C83088","NCI Thesaurus","Vital Signs Location","Code_223"
"216","48d0dc3f-ef1c-4b63-a2b7-de160596d431","","C123975","NCI Thesaurus","Vital Signs Laterality","Code_224"
"217","c0e366ff-9cb1-4d25-a054-248760670124","","C82535","NCI Thesaurus","Test Method","Code_225"
"218","2f710e95-d478-4d31-97cb-cf78d7330511","","C83114","NCI Thesaurus","Vital Signs Position","Code_226"
"219","5373a96b-d1bc-4a1e-bd3d-e3059037c3fe","","C25299","NCI Thesaurus","Diastolic Blood Pressure","Code_219"
"220","94ad6f41-a62b-487b-80bd-9b9c9b8094cd","","C173522","NCI Thesaurus","Vital Signs Result","Code_228"
"221","974a5aad-bcc6-44be-83d3-adb3990bb578","2023-09-29","C42547","http://www.cdisc.org","Pascal","Code_229"
"222","927a4739-3291-497a-aca3-b2f230090510","","C49669","NCI Thesaurus","Unit of Pressure","Code_230"
"223","719221e8-3a48-4b37-9822-fb9b36f173d9","","C83088","NCI Thesaurus","Vital Signs Location","Code_231"
