"id","datatype","uuid:ID","label","name","isRequired","instanceType","isEnabled"
"BiomedicalConceptProperty_132","string","6aa384a3-c749-4419-835f-a09e8b77a556","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_1","string","9b2bbe7b-7a3a-4184-951a-f66147fb763d","Adverse Event Verbatim Description","Adverse Event Verbatim Description","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_2","string","94ac9574-0bdf-4e74-9121-d4dae84a1c6f","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_3","string","db3e454e-ac92-4081-ad56-db1a3f2c41b6","Adverse Event Category","Adverse Event Category","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_4","string","83da899a-cd09-44f7-afc9-1489865fd15f","Adverse Event Subcategory","Adverse Event Subcategory","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_5","boolean","5c93ed54-316a-43bc-9ff7-df8d45105ef9","Adverse Event Pre-specified","Adverse Event Pre-specified","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_6","string","6218082d-bafc-40c3-a350-26ef63125237","Severity of Adverse Event","Severity of Adverse Event","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_7","string","9cfb69a3-0cab-4882-9e09-882a05192984","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_8","boolean","3dce61c0-e7c1-440e-ba85-b5c1fd16c441","Seriousness of Adverse Event","Seriousness of Adverse Event","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_9","string","cef9c80d-ab9e-4f34-bdc5-5a94e57d8736","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_10","string","f85132ff-98fd-4920-80b4-61293d94e78c","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_11","string","8aa4855a-f7a2-414a-bf2e-dffc9d1a9673","Adverse Event Pattern","Adverse Event Pattern","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_12","string","e1f4f245-b5c5-496c-a339-a5ac0fd92e46","Adverse Event Outcome","Adverse Event Outcome","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_13","datetime","3fc98de7-c94e-4628-bb2c-44fb8238352a","Adverse Event Start Date Time","Adverse Event Start Date Time","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_14","datetime","7e1b6bcc-1928-46f0-9620-1ac0e67b464d","Adverse Event End Date Time","Adverse Event End Date Time","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_15","decimal","06bfbe78-1e77-41e9-8366-a77ad17f35c4","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_16","string","8aadfc18-0550-41a0-be2f-6e0e8b9b3f46","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_17","string","27a3af97-7b85-4fed-a651-d355442d59cd","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_18","string","5aa2ac00-ee05-4cc6-b055-8358ac1838cf","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_19","string","3ff5e2fc-daf6-446f-b8f0-ab3afb362e5f","Test Method","Test Method","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_20","string","d30fd3e5-f598-4497-ba5f-4556fdb9de84","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_21","decimal","cbd255ea-0ede-4034-8e21-98b92e870812","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_22","string","af8d2c28-4b05-44ba-b3b5-4a0585ac1161","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_23","string","280403c5-9151-4ce8-98fa-01ef82cd0a07","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_24","string","223a9301-5155-4ae8-839d-0b4e39af9194","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_25","string","5822ca42-58bb-4288-a25e-2c00ad4c9d4f","Test Method","Test Method","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_26","string","447c4ef1-bfff-475e-8d58-423deff384ea","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_27","decimal","5302bf85-001e-4267-9883-54e9c206fc4c","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_28","string","7c559c8b-de1c-4dff-8dfc-aa53151832f1","Unit of Temperature","Unit of Temperature","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_29","string","d22aae4b-d595-4a82-bc0b-5563b4702682","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_30","decimal","23a77b49-8ab8-4d9f-b7ce-fdb6cab82d56","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_31","string","afe61783-38c0-40e4-b87e-c5e45f8f8c0e","Unit of Weight","Unit of Weight","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_32","decimal","0eb23717-5d61-470d-acc5-a26a6f858425","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_33","string","a176f119-adff-49d5-b9f1-49eddde9f388","Unit of Height","Unit of Height","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_34","decimal","0aacbd67-46ab-409c-92bd-3609242391fb","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_35","boolean","805744e8-fe17-4e95-a0cd-df5da1abb3fc","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_36","string","031cff3f-6867-41ad-a98b-10e5e6c5c54d","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_37","string","103e83b7-3e54-4dbd-b344-3c909a630589","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_38","string","6bb5c1af-1984-4894-8dcc-ea51c8f5b7a4","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_39","boolean","cb98f86f-876a-4d66-b333-d71d6e36f77f","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_40","string","4c99527b-77c9-4457-a8a1-019bced15471","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_41","string","fa76e254-8e19-4cb0-8b71-ac777ba63d2b","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_42","decimal","0f7c03d7-ae30-465e-930d-6e523dca7088","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_43","boolean","fc822740-1d10-4a72-bb08-1c306363779f","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_44","string","7aa48862-0a57-4dea-b4d4-caefeb0d6397","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_45","string","2fc1996d-fb32-41ae-975b-428fccdf4bb4","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_46","decimal","990a69e5-5bf3-4830-aedc-d9d16f325046","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_47","boolean","8ab138e0-12b9-4d66-aabb-89513af7d079","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_48","string","581369e8-4e50-4921-b034-c763139f3f20","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_49","string","535b7534-9fca-4d6e-959c-2b0acdfec3c0","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_50","string","6f84af22-c6a5-4e67-9b5e-5e6714a809a5","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_51","boolean","a74c366e-8c72-460b-aa1a-bf9c25c7ce8c","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_52","string","8abe32f3-908d-4cbf-a5c7-8fea9ebbb9a3","Unit of Concentration","Unit of Concentration","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_53","string","50171b12-2358-4005-99e8-ce1d46edbbf6","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_54","decimal","2f8eb1a3-4cb8-4dac-b1d7-68f0850be513","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_55","boolean","f21545a5-b990-4ad6-8eb9-83bc20b3c043","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_56","string","e0f8278a-303a-48a5-b7cf-a1cfdf6d6969","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_57","string","522c9fb8-413e-46ad-9a20-d65b2703e1a6","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_58","decimal","8d43c570-abbc-4448-b5e6-0e72a3c33e71","Laboratory Test Result","Laboratory Test Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_59","boolean","63f9acb1-202c-4418-adac-6c4ce1216d66","Laboratory Test Fasting Status","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_60","string","18282ff4-c9dc-4500-9d0c-2e094abe127c","Molarity Unit","Molarity Unit","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_61","string","590ded83-d757-4ccc-9a09-34803b09b185","Biospecimen Type","Biospecimen Type","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_62","decimal","d22c5c7b-9c93-4482-a99f-c518fcbb9d03","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_63","string","b5c4805b-1517-47a9-8d04-2d7f62e8c7b3","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_64","string","e1efe066-5750-48d1-97d5-ead1a95c090f","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_65","string","dc6ccc07-c136-47d6-b086-51c5790611df","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_66","string","adc90502-87d8-4a44-b02a-dec9e20d3f19","Test Method","Test Method","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_67","string","a0763fae-c1ce-47e0-adb5-4f6c6e1e46c9","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_68","decimal","2c30ce53-8ee0-4e2c-9453-bbb6eb915029","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_69","string","9a75ffee-33e5-42af-a157-4a704dfce0e9","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_70","string","2872ddea-7be2-4014-b689-2ce853d63252","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_71","string","49ec7790-69f6-4eca-bb98-1ea165c5275e","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_72","string","363682e4-54e1-4431-a98b-1e8055c75e50","Test Method","Test Method","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_73","string","14f3939e-b00f-4e09-97ca-e539b667063b","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_74","integer","d6022b61-a216-477c-80ff-f5d28642c9e6","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_75","string","a897e3d0-fce9-4f9e-be23-5a2611932e29","Count per Minute","Count per Minute","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_76","string","8daf9965-08bc-483d-87cb-9f7d66463787","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_77","string","680a2000-36b5-4d4c-81ab-389b7bf04034","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_78","string","a8eb624e-84c4-4300-b496-3d7d79dba4fc","Test Method","Test Method","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_79","string","cf5942f3-b6bc-4ccc-90d5-ec8b901a3a16","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_80","decimal","080c334d-15d7-4d8a-a149-741a6b0abc3f","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_81","string","bffe637b-5591-495b-9951-f2645e33b02a","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_82","string","a7118928-7865-44cb-a1d8-a91b240f6310","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_83","string","f5062353-af29-42b4-972d-fa3e52d34c7a","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_84","string","eb7ced7d-39a4-4230-9590-e400f9d88d7a","Test Method","Test Method","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_85","string","5c60145c-15f7-4450-8f84-d0b09177df56","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_86","decimal","db20e76f-384a-4fa6-9d6b-e1232ec29580","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_87","string","b770952e-9956-4b62-a153-14600351ef73","Unit of Pressure","Unit of Pressure","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_88","string","4af3d794-3b0b-43cf-a677-5bdb60807c84","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_89","string","09b8a629-17fe-4794-b3e4-369e6cf2055e","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_90","string","1040250e-0aff-4bac-9805-9f1f6ae77e32","Test Method","Test Method","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_91","string","47e20902-0941-4a93-860a-d88bcb78a682","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_92","integer","a3b40f90-64d9-4804-a2a3-97d6e77dfa13","Vital Signs Result","Vital Signs Result","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_93","string","22c8cab6-79f2-48cd-9e97-908b99943c61","Count per Minute","Count per Minute","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_94","string","af3be7fd-a5f1-40fd-90d2-f54d6272b473","Vital Signs Location","Vital Signs Location","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_95","string","40c7ad23-0d40-4643-bfd1-b2ce49b67bb5","Vital Signs Laterality","Vital Signs Laterality","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_96","string","42039d53-f8f8-4829-a3d2-fd39224d5bdf","Test Method","Test Method","True","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_97","string","dee1e3e2-3963-4b02-9a0d-45f49ffd552c","Vital Signs Position","Vital Signs Position","True","BiomedicalConceptProperty","True"
