"code","codeSystem","id","decode","codeSystemVersion","uuid:ID"
"C99158","http://www.cdisc.org","Code_38","Clinical Study Follow-up","2023-09-29","7afcad81-6c87-4533-a6d2-102449eafc96"
"12345","SNOMED","Code_83","Indication1","January 31, 2018","4af06092-ebff-46f0-b6a8-0fefa6c0ca34"
"345678","SNOMED","Code_84","Indication2","January 31, 2018","d122d2f7-fb6b-45b3-b30d-000ad603d7db"
"role1","M11","Code_90","role1","None set","b2e7d638-09f7-4069-9140-151e41eb0ff1"
"C1909","http://www.cdisc.org","Code_91","Pharmacologic Substance","2023-09-29","a326c15a-0951-496a-9434-f5aaa42d6d20"
"C25301","http://www.cdisc.org","Code_94","Day","2023-09-29","407bfa56-efa3-44ea-9fe9-104d57e363b1"
"A","SPONSOR","Code_89","B","12","40b83eec-2315-4763-b6d8-d84ed67c4c02"
"C25613","http://www.cdisc.org","Code_85","Percentage","2023-09-29","e9ca953a-6750-43e7-8aff-9ed6827f8237"
"C28253","http://www.cdisc.org","Code_87","Milligram","2023-09-29","9c084b65-7bb2-4369-ac63-283ab5375274"
"C38197","http://www.cdisc.org","Code_86","Dental Route of Administration","2023-09-29","cf882ce9-252d-45e3-9f13-884051d18575"
"C139179","http://www.cdisc.org","Code_88","Ten Days Per Month","2023-09-29","fc7f4973-1b5f-4be6-a07d-a27870c46057"
"desig1","M11","Code_93","desig_1","None set","26f5c7b4-516a-466c-a289-5d97f9ff2b76"
"A","FDA","Code_92","B","None set","d23734ad-878c-4ad3-ba3b-3696950ebf37"
"role2","M11","Code_100","role2","None set","46f93207-a590-428f-b1e9-df2ad0080eb1"
"C1909","http://www.cdisc.org","Code_101","Pharmacologic Substance","2023-09-29","f35e4443-deb1-4160-962f-b63e32e5247f"
"C25301","http://www.cdisc.org","Code_104","Day","2023-09-29","ecfc6172-4471-4977-92ef-63d1a5d8665e"
"A","SPONSOR","Code_99","B","12","d28dacdb-630d-4731-ae5a-8d0e4bc17360"
"C25613","http://www.cdisc.org","Code_95","Percentage","2023-09-29","91c0cfab-7107-4e44-ab1c-e8aaa400a906"
"C28253","http://www.cdisc.org","Code_97","Milligram","2023-09-29","7b3228a9-89f0-4e89-b2cf-90420d9c85b8"
"C38197","http://www.cdisc.org","Code_96","Dental Route of Administration","2023-09-29","1c2bde14-99be-4253-b058-479d64a0c1be"
"C139179","http://www.cdisc.org","Code_98","Ten Days Per Month","2023-09-29","50db8968-dd28-439d-b406-4b94b08d90d0"
"desig2","M11","Code_103","desig_2","None set","e6b820e0-43b5-4fef-9da7-429558a71f69"
"A","FDA","Code_102","B","None set","54347c28-5bb9-4552-be8d-2a6d23f1fb05"
"C85826","http://www.cdisc.org","Code_111","Trial Primary Objective","2023-09-29","5f3dacf9-54b1-4e9e-af50-3ee47e15ed85"
"C94496","http://www.cdisc.org","Code_110","Primary Endpoint","2023-09-29","5661d977-4926-41a8-9dc8-796185f69064"
"C85827","http://www.cdisc.org","Code_113","Trial Secondary Objective","2023-09-29","9ac7f64e-db7b-45a8-ad2d-5fdc01d9d86a"
"C139173","http://www.cdisc.org","Code_112","Secondary Endpoint","2023-09-29","df01538d-d6c8-4644-991f-f5b3be397eb3"
"C139173","http://www.cdisc.org","Code_114","Secondary Endpoint","2023-09-29","29f4d2b4-5d1a-481f-a349-742b1f5c8f36"
"C139173","http://www.cdisc.org","Code_115","Secondary Endpoint","2023-09-29","1e77e310-2b01-49be-90c7-85bdf03ad0d6"
"C139173","http://www.cdisc.org","Code_116","Secondary Endpoint","2023-09-29","5abf1205-7aa2-4afe-a039-bf3188d346f8"
"C139173","http://www.cdisc.org","Code_117","Secondary Endpoint","2023-09-29","8b7c84b6-6208-4b32-afc9-851f03bbfeff"
"C139173","http://www.cdisc.org","Code_118","Secondary Endpoint","2023-09-29","6995a4e7-fcd5-438a-80ed-83bf3c58932c"
"C139173","http://www.cdisc.org","Code_119","Secondary Endpoint","2023-09-29","f0818dfb-4363-4fcd-be3a-b65261eda968"
"C139173","http://www.cdisc.org","Code_120","Secondary Endpoint","2023-09-29","65d7664b-2db8-4938-9e6e-c71e3a8be522"
"C139173","http://www.cdisc.org","Code_121","Secondary Endpoint","2023-09-29","08b98a7b-293a-4bc7-8444-d157c803fd5b"
"C139173","http://www.cdisc.org","Code_122","Secondary Endpoint","2023-09-29","80c2cb6f-c136-48de-bf76-9c6693d5abd2"
"C139173","http://www.cdisc.org","Code_123","Secondary Endpoint","2023-09-29","68dda965-0ed2-4190-a330-5a4a57a07162"
"C201264","http://www.cdisc.org","Code_48","Before","2023-09-29","2df30c7f-d561-40c4-a854-8e9a3b9b628d"
"C201265","http://www.cdisc.org","Code_50","Start to Start","2023-09-29","19679946-bb4d-479c-9731-4ecb00472c73"
"C201264","http://www.cdisc.org","Code_53","Before","2023-09-29","1585e6be-2d3f-48e3-90ea-9806b0c764b8"
"C201265","http://www.cdisc.org","Code_55","Start to Start","2023-09-29","4cf127bd-89a8-432e-b177-3101d8eafc1a"
"C201264","http://www.cdisc.org","Code_56","Fixed Reference","2023-09-29","433008ab-886c-4857-a610-78516115fd1b"
"C201265","http://www.cdisc.org","Code_60","Start to Start","2023-09-29","051d941c-e0a0-4b3e-b299-3f53266ef882"
"C201264","http://www.cdisc.org","Code_62","After","2023-09-29","7d1bc3af-5498-4bbe-a5cf-13325324ee65"
"C201265","http://www.cdisc.org","Code_65","Start to Start","2023-09-29","97cb9a1d-0903-41a3-b849-45697299993a"
"C201264","http://www.cdisc.org","Code_67","After","2023-09-29","e8911e0a-919c-451d-a770-cd1851fa4af3"
"C201265","http://www.cdisc.org","Code_70","Start to Start","2023-09-29","a37c142d-47a7-47a6-9fde-9e48511d0c64"
"C85255","http://www.cdisc.org","Code_5","Draft","2023-09-29","220f6454-c2ea-4eee-9559-a23fca2b37ec"
"C99903x1","http://www.cdisc.org","Code_8","Protocol Effective Date","2023-09-29","4591e6bc-a2c8-4339-b538-e59606af4252"
"C68846","http://www.cdisc.org","Code_9","Global","2023-09-29","ad39f100-de01-461f-87f0-ab3897f38fd8"
