"isEnabled","name","uuid:ID","label","datatype","id","isRequired","instanceType"
"True","Unit of Catalytic Activity Concentration","394502f0-7095-4240-b47e-08aee3b3f96f","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty_115","True","BiomedicalConceptProperty"
"True","Biospecimen Type","5125efed-4f22-4096-a62f-32f9a299381f","Biospecimen Type","string","BiomedicalConceptProperty_116","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","a47e9381-5c78-4377-95ea-49c4d66ef1e2","Laboratory Test Result","decimal","BiomedicalConceptProperty_117","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","0c1196e6-9a5c-45b6-9530-e760bf4e4283","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_118","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","e4b7341f-63a7-4006-b47b-82e94df334f4","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty_119","True","BiomedicalConceptProperty"
"True","Biospecimen Type","3eaec319-7a00-40b5-b368-48838ad7e563","Biospecimen Type","string","BiomedicalConceptProperty_120","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","d6e2d60f-dcc6-458a-b203-1f9b7def5310","Laboratory Test Result","string","BiomedicalConceptProperty_121","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","3d924bef-19ae-41a7-a9a4-55916afa81da","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_122","True","BiomedicalConceptProperty"
"True","Unit of Concentration","b562dda5-e616-4398-b1bd-0b7697cb3be8","Unit of Concentration","string","BiomedicalConceptProperty_123","True","BiomedicalConceptProperty"
"True","Biospecimen Type","bb5341ec-347a-4bff-8a1c-051ed14ad403","Biospecimen Type","string","BiomedicalConceptProperty_124","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","c153e4d6-3861-43a5-bef2-0b4bc3f89f10","Laboratory Test Result","decimal","BiomedicalConceptProperty_125","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","2f75512c-0942-46cd-9f8e-287476cf2203","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_126","True","BiomedicalConceptProperty"
"True","Molarity Unit","f13bd565-f528-4433-a028-6fe4639afd66","Molarity Unit","string","BiomedicalConceptProperty_127","True","BiomedicalConceptProperty"
"True","Biospecimen Type","cae176eb-1714-493c-a451-4b3d2ff7b887","Biospecimen Type","string","BiomedicalConceptProperty_128","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","e0725b62-70ba-49bc-a8fc-80db9e46d139","Laboratory Test Result","decimal","BiomedicalConceptProperty_129","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","debe1d81-3fb0-4789-b07f-e1db91beaa72","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_130","True","BiomedicalConceptProperty"
"True","Molarity Unit","1bc2378c-532d-4ee0-b350-abfc53d151d4","Molarity Unit","string","BiomedicalConceptProperty_131","True","BiomedicalConceptProperty"
"True","Biospecimen Type","facc3bac-76d6-4e1c-8c4d-c48f18225672","Biospecimen Type","string","BiomedicalConceptProperty_132","True","BiomedicalConceptProperty"
"True","Adverse Event Verbatim Description","3f0708b9-cb18-4ebf-bbf1-45644011e6f0","Adverse Event Verbatim Description","string","BiomedicalConceptProperty_1","True","BiomedicalConceptProperty"
"True","Adverse Event Dictionary Derived Term","dbadb1df-738a-4490-abd9-8696a812c418","Adverse Event Dictionary Derived Term","string","BiomedicalConceptProperty_2","True","BiomedicalConceptProperty"
"True","Adverse Event Category","56138b67-b228-40b5-bcaf-3f000cbea241","Adverse Event Category","string","BiomedicalConceptProperty_3","True","BiomedicalConceptProperty"
"True","Adverse Event Subcategory","922af207-ce8b-4932-bfa2-6fef9c2f5426","Adverse Event Subcategory","string","BiomedicalConceptProperty_4","True","BiomedicalConceptProperty"
"True","Adverse Event Pre-specified","4608a470-a60c-4841-87e8-6f6cb4139510","Adverse Event Pre-specified","boolean","BiomedicalConceptProperty_5","True","BiomedicalConceptProperty"
"True","Severity of Adverse Event","a0dce265-7c7a-4cb3-ad69-57ab4a6bd062","Severity of Adverse Event","string","BiomedicalConceptProperty_6","True","BiomedicalConceptProperty"
"True","Adverse Event Toxicity Grade","c84397a5-7cc0-47b8-be06-9e11a4590663","Adverse Event Toxicity Grade","string","BiomedicalConceptProperty_7","True","BiomedicalConceptProperty"
"True","Seriousness of Adverse Event","4f99035b-0180-478d-8af9-0dc3bb61c80d","Seriousness of Adverse Event","boolean","BiomedicalConceptProperty_8","True","BiomedicalConceptProperty"
"True","Adverse Event Action Taken with Study Treatment","25be460b-b7f0-4ace-be7c-572c219f9ed3","Adverse Event Action Taken with Study Treatment","string","BiomedicalConceptProperty_9","True","BiomedicalConceptProperty"
"True","Adverse Event Attribution to Product or Procedure","b98922cf-d138-41b9-8269-f8ef5bf4e2d3","Adverse Event Attribution to Product or Procedure","string","BiomedicalConceptProperty_10","True","BiomedicalConceptProperty"
"True","Adverse Event Pattern","202311d5-0fe8-41c5-86ba-ce228879f89d","Adverse Event Pattern","string","BiomedicalConceptProperty_11","True","BiomedicalConceptProperty"
"True","Adverse Event Outcome","3dcf1718-5f3a-408d-b8ec-d0c6ca17fcfd","Adverse Event Outcome","string","BiomedicalConceptProperty_12","True","BiomedicalConceptProperty"
"True","Adverse Event Start Date Time","3acc5e8a-d1dc-4c08-8298-5c34f48a6403","Adverse Event Start Date Time","datetime","BiomedicalConceptProperty_13","True","BiomedicalConceptProperty"
"True","Adverse Event End Date Time","99713892-ed6c-4b20-b2e2-da7bf98c83a9","Adverse Event End Date Time","datetime","BiomedicalConceptProperty_14","True","BiomedicalConceptProperty"
"True","Vital Signs Result","4304af60-5028-4ff0-8813-11fee23113ed","Vital Signs Result","decimal","BiomedicalConceptProperty_15","True","BiomedicalConceptProperty"
"True","Unit of Pressure","a79728e3-8438-4bb6-9cca-f02e411f1bb5","Unit of Pressure","string","BiomedicalConceptProperty_16","True","BiomedicalConceptProperty"
"True","Vital Signs Location","d8e7cd47-36b1-436c-9c51-443acbcf4c14","Vital Signs Location","string","BiomedicalConceptProperty_17","True","BiomedicalConceptProperty"
"True","Vital Signs Laterality","67239aa3-87d9-40df-ab00-7d1122004fe1","Vital Signs Laterality","string","BiomedicalConceptProperty_18","True","BiomedicalConceptProperty"
"True","Test Method","1eb2ce35-754c-446f-b1c7-60af55ea9d17","Test Method","string","BiomedicalConceptProperty_19","True","BiomedicalConceptProperty"
"True","Vital Signs Position","6537b198-b0c6-43dd-923f-4d833472cb27","Vital Signs Position","string","BiomedicalConceptProperty_20","True","BiomedicalConceptProperty"
"True","Vital Signs Result","c4c54edf-9fd8-4224-b49b-67e99892078a","Vital Signs Result","decimal","BiomedicalConceptProperty_21","True","BiomedicalConceptProperty"
"True","Unit of Pressure","3b23a9f2-5dbb-44bb-a9e7-7c2d6592c138","Unit of Pressure","string","BiomedicalConceptProperty_22","True","BiomedicalConceptProperty"
"True","Vital Signs Location","049d8ce0-928c-4e26-b433-2a5688da2756","Vital Signs Location","string","BiomedicalConceptProperty_23","True","BiomedicalConceptProperty"
"True","Vital Signs Laterality","88feadc6-7a96-415c-b86b-24b447efbe81","Vital Signs Laterality","string","BiomedicalConceptProperty_24","True","BiomedicalConceptProperty"
"True","Test Method","6567c0c7-be1d-4d79-9725-9a2eab06c5ed","Test Method","string","BiomedicalConceptProperty_25","True","BiomedicalConceptProperty"
"True","Vital Signs Position","bed5f3af-e596-4dd7-b66c-411d03cf7d2c","Vital Signs Position","string","BiomedicalConceptProperty_26","True","BiomedicalConceptProperty"
"True","Vital Signs Result","66047d3e-6659-47d7-b604-5e0de7add3bc","Vital Signs Result","decimal","BiomedicalConceptProperty_27","True","BiomedicalConceptProperty"
"True","Unit of Temperature","804d614e-88ef-49a7-bb57-ea6a236d8b67","Unit of Temperature","string","BiomedicalConceptProperty_28","True","BiomedicalConceptProperty"
"True","Vital Signs Location","2d437277-dc66-47ef-beaa-39b53876ef70","Vital Signs Location","string","BiomedicalConceptProperty_29","True","BiomedicalConceptProperty"
"True","Vital Signs Result","3d9052a8-e879-42ae-aa55-4f1ce430a49e","Vital Signs Result","decimal","BiomedicalConceptProperty_30","True","BiomedicalConceptProperty"
"True","Unit of Weight","282faabb-0fbc-4e7f-99c7-e9c88c983a0e","Unit of Weight","string","BiomedicalConceptProperty_31","True","BiomedicalConceptProperty"
"True","Vital Signs Result","39dc491c-928d-4360-b44f-a1414f7e4029","Vital Signs Result","decimal","BiomedicalConceptProperty_32","True","BiomedicalConceptProperty"
"True","Unit of Height","e38e2d50-aed9-488c-86f9-f4c4865e5647","Unit of Height","string","BiomedicalConceptProperty_33","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","70704003-afd0-4aed-9f8f-0faf6f6b45f1","Laboratory Test Result","decimal","BiomedicalConceptProperty_34","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","739e0a58-1052-4ec2-86fd-e82ed91cdb38","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_35","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","080f6870-9cbe-4d74-9ccb-d0791aef9167","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty_36","True","BiomedicalConceptProperty"
"True","Biospecimen Type","a98f8690-6c53-44e3-8f79-d4035864e584","Biospecimen Type","string","BiomedicalConceptProperty_37","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","7d01f9e2-0aa8-4e72-bc83-47a96737e246","Laboratory Test Result","string","BiomedicalConceptProperty_38","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","8b604c38-b344-4fd1-9f8e-6f9971ac2dee","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_39","True","BiomedicalConceptProperty"
"True","Unit of Concentration","d37c740f-1c27-4f5c-91a9-2c07b44b1283","Unit of Concentration","string","BiomedicalConceptProperty_40","True","BiomedicalConceptProperty"
"True","Biospecimen Type","fe07dce0-3ae5-4c0f-b199-de8bfe1c1a9c","Biospecimen Type","string","BiomedicalConceptProperty_41","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","9daf7217-2a98-4f9a-a52d-b1b13c3d1514","Laboratory Test Result","decimal","BiomedicalConceptProperty_42","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","2a054f76-0f9f-4397-b9e4-5af0145ecdfb","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_43","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","8ce54100-51b8-483a-af35-2b6f3baff892","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty_44","True","BiomedicalConceptProperty"
"True","Biospecimen Type","f063c03e-b26b-478e-96be-a707ed89bd3f","Biospecimen Type","string","BiomedicalConceptProperty_45","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","51aaa0ae-6e19-4b19-b679-7ce001d88492","Laboratory Test Result","decimal","BiomedicalConceptProperty_46","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","76229a6f-a28b-4215-aa49-48632ff48aba","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_47","True","BiomedicalConceptProperty"
"True","Unit of Catalytic Activity Concentration","486867dd-5f4b-4b9f-9f7c-0943553bb70b","Unit of Catalytic Activity Concentration","string","BiomedicalConceptProperty_48","True","BiomedicalConceptProperty"
"True","Biospecimen Type","442dedde-cd44-469d-939d-38da10173d37","Biospecimen Type","string","BiomedicalConceptProperty_49","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","70bbb2d0-54c9-4d51-899c-16af1d254348","Laboratory Test Result","string","BiomedicalConceptProperty_50","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","836d0b9f-b449-4d81-8c2e-b66780875e7c","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_51","True","BiomedicalConceptProperty"
"True","Unit of Concentration","9c900412-0262-43b9-9425-a5ebda852e77","Unit of Concentration","string","BiomedicalConceptProperty_52","True","BiomedicalConceptProperty"
"True","Biospecimen Type","5e6fd738-5aaa-4057-885f-e8ab8a4c7365","Biospecimen Type","string","BiomedicalConceptProperty_53","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","11283bc3-d23c-459d-afaa-d2deff418ff8","Laboratory Test Result","decimal","BiomedicalConceptProperty_54","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","1870528b-3f8a-446c-86e4-9374dc453ac0","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_55","True","BiomedicalConceptProperty"
"True","Molarity Unit","455480da-4b07-454c-b8f5-ed017519d4c1","Molarity Unit","string","BiomedicalConceptProperty_56","True","BiomedicalConceptProperty"
"True","Biospecimen Type","089b459f-c153-4ffe-970f-69a5c4ae57de","Biospecimen Type","string","BiomedicalConceptProperty_57","True","BiomedicalConceptProperty"
"True","Laboratory Test Result","8263d6ad-51a0-4963-b0fe-fb01ec480228","Laboratory Test Result","decimal","BiomedicalConceptProperty_58","True","BiomedicalConceptProperty"
"True","Laboratory Test Fasting Status","807ef03b-7775-4678-9073-0841542b1483","Laboratory Test Fasting Status","boolean","BiomedicalConceptProperty_59","True","BiomedicalConceptProperty"
"True","Molarity Unit","92bbb561-d9d1-41cd-8a63-83c0e33a159a","Molarity Unit","string","BiomedicalConceptProperty_60","True","BiomedicalConceptProperty"
"True","Biospecimen Type","ff902efc-9cbd-40c2-9c2b-d0e8b43b0648","Biospecimen Type","string","BiomedicalConceptProperty_61","True","BiomedicalConceptProperty"
"True","Vital Signs Result","29f92f8e-3bd2-4171-bcde-a70d66ba1112","Vital Signs Result","decimal","BiomedicalConceptProperty_62","True","BiomedicalConceptProperty"
"True","Unit of Pressure","12b26ce3-c37e-45f7-8b94-dcdaf4cd9135","Unit of Pressure","string","BiomedicalConceptProperty_63","True","BiomedicalConceptProperty"
"True","Vital Signs Location","b5327313-2d7e-49d1-aacc-672c074794e0","Vital Signs Location","string","BiomedicalConceptProperty_64","True","BiomedicalConceptProperty"
"True","Vital Signs Laterality","0edcd9b7-5d4f-4fdb-96ce-879018f1baa5","Vital Signs Laterality","string","BiomedicalConceptProperty_65","True","BiomedicalConceptProperty"
"True","Test Method","b762d79f-a9d4-461f-a94c-e2f614f42c03","Test Method","string","BiomedicalConceptProperty_66","True","BiomedicalConceptProperty"
"True","Vital Signs Position","7b1b98f1-cfdd-48fe-b8a7-aa136f6a9229","Vital Signs Position","string","BiomedicalConceptProperty_67","True","BiomedicalConceptProperty"
"True","Vital Signs Result","bd07cebd-374e-4fe2-95fa-04f73325fb84","Vital Signs Result","decimal","BiomedicalConceptProperty_68","True","BiomedicalConceptProperty"
"True","Unit of Pressure","388249b5-edca-407a-9df5-95ffb668ddfc","Unit of Pressure","string","BiomedicalConceptProperty_69","True","BiomedicalConceptProperty"
"True","Vital Signs Location","427fade7-b372-4451-8de0-de88a0504a0d","Vital Signs Location","string","BiomedicalConceptProperty_70","True","BiomedicalConceptProperty"
"True","Vital Signs Laterality","def13eb4-0a2f-4c04-8c28-82bd307cfe08","Vital Signs Laterality","string","BiomedicalConceptProperty_71","True","BiomedicalConceptProperty"
"True","Test Method","312060f2-d1cf-413a-8e91-a08029d80aeb","Test Method","string","BiomedicalConceptProperty_72","True","BiomedicalConceptProperty"
"True","Vital Signs Position","26a18aa1-6963-4db5-9490-a92c6adbc837","Vital Signs Position","string","BiomedicalConceptProperty_73","True","BiomedicalConceptProperty"
"True","Vital Signs Result","60e09ffc-7218-4233-86d2-b8211670fee9","Vital Signs Result","integer","BiomedicalConceptProperty_74","True","BiomedicalConceptProperty"
"True","Count per Minute","8b34e16c-4430-4e7e-bfdd-34cc3fc28b90","Count per Minute","string","BiomedicalConceptProperty_75","True","BiomedicalConceptProperty"
"True","Vital Signs Location","0f244afc-bd80-4f85-a122-460e156978cb","Vital Signs Location","string","BiomedicalConceptProperty_76","True","BiomedicalConceptProperty"
"True","Vital Signs Laterality","84539863-a200-497a-baff-41e6a8308344","Vital Signs Laterality","string","BiomedicalConceptProperty_77","True","BiomedicalConceptProperty"
"True","Test Method","e56a6247-a049-4012-b766-f165495384d5","Test Method","string","BiomedicalConceptProperty_78","True","BiomedicalConceptProperty"
"True","Vital Signs Position","453ca129-9050-4689-b36a-ad5abfbc361a","Vital Signs Position","string","BiomedicalConceptProperty_79","True","BiomedicalConceptProperty"
"True","Vital Signs Result","27676e06-a73b-400a-92ed-03701fbf2210","Vital Signs Result","decimal","BiomedicalConceptProperty_80","True","BiomedicalConceptProperty"
"True","Unit of Pressure","78f0d70e-d482-4b0f-98a1-aa8c5981a2cb","Unit of Pressure","string","BiomedicalConceptProperty_81","True","BiomedicalConceptProperty"
"True","Vital Signs Location","03317a0c-9d5a-4ed1-a488-c358baae1325","Vital Signs Location","string","BiomedicalConceptProperty_82","True","BiomedicalConceptProperty"
"True","Vital Signs Laterality","0ca17bd8-7f93-4083-8b46-a18d5974726b","Vital Signs Laterality","string","BiomedicalConceptProperty_83","True","BiomedicalConceptProperty"
"True","Test Method","5c69830a-de23-4fba-a25f-955bc98b5283","Test Method","string","BiomedicalConceptProperty_84","True","BiomedicalConceptProperty"
"True","Vital Signs Position","a3632305-fccc-42d4-a6d3-c77b3c771d9b","Vital Signs Position","string","BiomedicalConceptProperty_85","True","BiomedicalConceptProperty"
"True","Vital Signs Result","49d67c0c-e804-4c36-b230-b7ad15346b58","Vital Signs Result","decimal","BiomedicalConceptProperty_86","True","BiomedicalConceptProperty"
"True","Unit of Pressure","6ef473ca-ce59-4808-92d6-e0eb96a82d63","Unit of Pressure","string","BiomedicalConceptProperty_87","True","BiomedicalConceptProperty"
"True","Vital Signs Location","4c22c59a-5492-4ed0-82be-f63ee7cf3ba1","Vital Signs Location","string","BiomedicalConceptProperty_88","True","BiomedicalConceptProperty"
"True","Vital Signs Laterality","44fbee1a-2f6c-40a1-a78e-96875c437439","Vital Signs Laterality","string","BiomedicalConceptProperty_89","True","BiomedicalConceptProperty"
"True","Test Method","937023b4-d7b9-434f-bef2-b43aa186c2cf","Test Method","string","BiomedicalConceptProperty_90","True","BiomedicalConceptProperty"
"True","Vital Signs Position","c4d89930-2837-4236-869b-974cbb1f8a7a","Vital Signs Position","string","BiomedicalConceptProperty_91","True","BiomedicalConceptProperty"
"True","Vital Signs Result","1a46343c-67fd-4b5e-8be4-1d949f5f12fb","Vital Signs Result","integer","BiomedicalConceptProperty_92","True","BiomedicalConceptProperty"
"True","Count per Minute","9597f37e-6dc7-4713-a605-bbbfce9265ce","Count per Minute","string","BiomedicalConceptProperty_93","True","BiomedicalConceptProperty"
"True","Vital Signs Location","e86a78bc-668a-45e5-a9ca-0baa9df7a7c4","Vital Signs Location","string","BiomedicalConceptProperty_94","True","BiomedicalConceptProperty"
"True","Vital Signs Laterality","b68ce18c-a928-4590-aac2-b6351830e10f","Vital Signs Laterality","string","BiomedicalConceptProperty_95","True","BiomedicalConceptProperty"
"True","Test Method","8c35a4cf-dae7-41f3-9533-58e6727c1810","Test Method","string","BiomedicalConceptProperty_96","True","BiomedicalConceptProperty"
"True","Vital Signs Position","1adbf3f6-3de2-4a1e-853f-acf04b0dcc4f","Vital Signs Position","string","BiomedicalConceptProperty_97","True","BiomedicalConceptProperty"
