"id","codeSystemVersion","uuid:ID","code","instanceType","codeSystem","decode"
"Code_83","2023-09-29","22a16444-a0db-41ed-bf27-9d45ecef73e8","C51282","Code","http://www.cdisc.org","Clinic"
"Code_84","2023-09-29","7af11315-647a-44bd-bf36-53948ecc3286","C175574","Code","http://www.cdisc.org","In Person"
"Code_85","2023-09-29","a984e028-9c71-4dec-88e9-f705194994e6","C25716","Code","http://www.cdisc.org","Visit"
"Code_86","2023-09-29","bf232104-672e-4d57-abbb-b09c21e50991","C51282","Code","http://www.cdisc.org","Clinic"
"Code_87","2023-09-29","83ae630e-20db-4079-ab07-02046efb0b06","C175574","Code","http://www.cdisc.org","In Person"
"Code_88","2023-09-29","90e0d89a-27ac-4fe2-a221-fe9d695182f6","C25716","Code","http://www.cdisc.org","Visit"
"Code_89","2023-09-29","5b437d5f-88b7-42b5-8995-f3d67b690a51","C51282","Code","http://www.cdisc.org","Clinic"
"Code_90","2023-09-29","c816f2d8-31f4-40e5-a25a-751c7dbb6f20","C175574","Code","http://www.cdisc.org","In Person"
"Code_91","2023-09-29","af1e1763-8aa0-4fd1-9e6d-9cd56c6f5086","C25716","Code","http://www.cdisc.org","Visit"
"Code_92","2023-09-29","ffdfff5c-984a-4e8a-aa99-f24bfbfed063","C51282","Code","http://www.cdisc.org","Clinic"
"Code_93","2023-09-29","7cd9ee10-cdac-4a92-93f2-d69553679eac","C175574","Code","http://www.cdisc.org","In Person"
"Code_94","2023-09-29","25084bb4-97ac-42c3-88bf-a800648d5894","C25716","Code","http://www.cdisc.org","Visit"
"Code_95","2023-09-29","439b32c1-3c38-4b5c-8c22-1aa6c06b5f42","C51282","Code","http://www.cdisc.org","Clinic"
"Code_96","2023-09-29","4999cf07-d9bf-4d48-bacf-1ef4d9125d99","C175574","Code","http://www.cdisc.org","In Person"
"Code_97","2023-09-29","6d2763e1-3848-44d5-a95b-41fb7d6c9caf","C25716","Code","http://www.cdisc.org","Visit"
"Code_98","2023-09-29","66797e3f-be37-4569-bb7a-c9965235cbd5","C51282","Code","http://www.cdisc.org","Clinic"
"Code_99","2023-09-29","319ed744-0e9a-4044-8950-f6ad936a359a","C175574","Code","http://www.cdisc.org","In Person"
"Code_100","2023-09-29","09574a07-7b97-48bf-82ce-5a4a0dc44490","C25716","Code","http://www.cdisc.org","Visit"
"Code_101","2023-09-29","0a484893-6d15-4040-955d-a3347accd795","C51282","Code","http://www.cdisc.org","Clinic"
"Code_102","2023-09-29","d05ca8c0-882e-4b71-bc52-9b413954a370","C175574","Code","http://www.cdisc.org","In Person"
"Code_103","2023-09-29","4df836b0-a466-4499-8d0c-ff8a1c88dfe1","C171537","Code","http://www.cdisc.org","Telephone Call"
"Code_104","2023-09-29","970f8e6e-f9a3-44f3-acae-67145e47ffff","C25716","Code","http://www.cdisc.org","Visit"
"Code_105","2023-09-29","daed6e51-c05a-4e12-b15f-deda1447f631","C51282","Code","http://www.cdisc.org","Clinic"
"Code_106","2023-09-29","cfe68e4b-c669-45c8-8bef-b05f15954403","C175574","Code","http://www.cdisc.org","In Person"
"Code_107","2023-09-29","512f5654-066c-4302-8845-f2c50ba1db5b","C171537","Code","http://www.cdisc.org","Telephone Call"
"Code_108","2023-09-29","2ffdad14-d232-433a-860f-ce1626b0bd9c","C25716","Code","http://www.cdisc.org","Visit"
"Code_109","2023-09-29","be0ffce9-55df-4de3-bdf3-7884d65181ac","C51282","Code","http://www.cdisc.org","Clinic"
"Code_110","2023-09-29","fa72a806-bd2b-477a-a006-0b79afa87acc","C175574","Code","http://www.cdisc.org","In Person"
"Code_111","2023-09-29","8e84e6b8-4c4a-4018-8f11-a98eb9976ad9","C171537","Code","http://www.cdisc.org","Telephone Call"
"Code_112","2023-09-29","ee9f88cc-505a-402f-9dbf-1f330ff59e2f","C25716","Code","http://www.cdisc.org","Visit"
"Code_113","2023-09-29","71f12970-6c40-4590-b766-5fd5a8525143","C51282","Code","http://www.cdisc.org","Clinic"
"Code_114","2023-09-29","202f70c8-6fff-46c1-9989-32a2abcad14f","C175574","Code","http://www.cdisc.org","In Person"
"Code_115","2023-09-29","135014c1-be90-476d-ad1c-529eaf0b45ca","C171537","Code","http://www.cdisc.org","Telephone Call"
"Code_116","2023-09-29","8110249a-3f7b-4023-bf8a-8bed3c6bf7f5","C25716","Code","http://www.cdisc.org","Visit"
"Code_117","2023-09-29","ae9aaa0b-40e2-4e3e-b224-11ec748faaf9","C51282","Code","http://www.cdisc.org","Clinic"
"Code_118","2023-09-29","615480a1-3990-4ec8-a725-57760c94599a","C175574","Code","http://www.cdisc.org","In Person"
"Code_119","2023-09-29","56478508-3215-4595-a21d-a6f685416fa5","C25716","Code","http://www.cdisc.org","Visit"
"Code_120","2023-09-29","0cf1bb24-e54e-4d33-882c-27bafe20b78c","C51282","Code","http://www.cdisc.org","Clinic"
"Code_121","2023-09-29","7e6414bb-fdbc-4554-b5f2-28cd9f40cbc3","C175574","Code","http://www.cdisc.org","In Person"
"Code_79","January 31, 2018","251045f6-c973-4a68-9a7e-8a31c9328140","383371000119108","Code","SNOMED","CT of head without contrast"
"Code_80","12","f171ee94-c071-45cb-804b-45ac0bfbe397","123","Code","SPONSOR","Subject Supine"
"Code_81","12","bf45bdb3-ee8a-4b60-abf5-9091e5eef995","124","Code","SPONSOR","Subject Standing"
"Code_278","","9d05660a-b2e8-49fe-94f7-7bbf236bf6b1","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_279","2023-09-29","a6a31c4d-4813-43c4-8614-b3c80bbe7df9","C42537","Code","http://www.cdisc.org","Kelvin"
"Code_280","","a126200b-7c8a-435d-a79c-1c91054c899d","C44276","Code","NCI Thesaurus","Unit of Temperature"
"Code_281","","ff2d5059-bcec-4e25-8cb5-c8cbd594a8c7","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_277","","a352917c-6bec-43a4-abfc-9e02d252f2ea","C174446","Code","NCI Thesaurus","Body Temperature"
"Code_283","","23ce4911-515c-4deb-a026-26efb35f13e0","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_284","2023-09-29","708cf2a6-e4ec-4491-a06b-b3adecb37318","C28252","Code","http://www.cdisc.org","Kilogram"
"Code_285","2023-09-29","8b6dba73-9090-4673-8222-9bb8d1a73bd0","C48155","Code","http://www.cdisc.org","Gram"
"Code_286","2023-09-29","b7abfd79-283f-43a0-bbd2-c2ad90a22347","C48531","Code","http://www.cdisc.org","Pound"
"Code_287","","32ff408b-7e90-4970-b326-1a5f4cead318","C48208","Code","NCI Thesaurus","Unit of Weight"
"Code_282","","1b317cc7-4b73-4a28-8bdb-740daf79781c","C81328","Code","NCI Thesaurus","Body Weight"
"Code_289","","5a81222b-a2f2-41a7-be71-90dc7b2f6cfc","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_290","2023-09-29","01cbf9f5-bdff-42ba-9631-f7ba66fb2e9d","C49668","Code","http://www.cdisc.org","Centimeter"
"Code_291","2023-09-29","7977f156-7c87-48c3-ac3e-3ce48d95104b","C48500","Code","http://www.cdisc.org","Inch"
"Code_292","2023-09-29","588204f2-56c0-4d42-af30-d90877d9ed89","C28251","Code","http://www.cdisc.org","Millimeter"
"Code_293","2023-09-29","fe9c55c0-9711-4434-b14f-addd5ffc7b34","C41139","Code","http://www.cdisc.org","Meter"
"Code_294","","ecda0d28-10f7-4d55-b8a5-74d241d31ea2","C168688","Code","NCI Thesaurus","Unit of Height"
"Code_288","","72520467-42d6-429e-8b3d-f198199502d3","C164634","Code","NCI Thesaurus","Body Height"
"Code_296","","08ef0b43-ed05-40ba-a358-19d2321456c2","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_297","","89b54523-02a0-4bcb-baa1-fc04a0e2e838","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_298","","0eea76e9-7100-4937-ad28-0da4b9dbbf36","C67365","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"Code_299","","e52b5940-ab94-4005-8fc8-b1d9df77a449","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_295","","f7ceb9cc-c7af-41dd-a0c4-60b55706a41c","C64433","Code","NCI Thesaurus","Alanine Aminotransferase Measurement"
"Code_301","","2a03a5e0-a80e-4af1-9ccd-9719980af329","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_302","","daa85e47-6126-4013-9b0e-7366f26e6d85","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_303","","350385ca-7cb4-4c7a-b844-d73cc0152c92","C48207","Code","NCI Thesaurus","Unit of Concentration"
"Code_304","","1fbefdad-dbcc-490b-9bb2-f6d9a543867f","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_300","","fb52ca0b-9f5f-40f1-9464-77ccc046d63d","C64431","Code","NCI Thesaurus","Albumin Measurement"
"Code_306","","c457a5ba-fa7f-455c-9e68-c6bb946b3741","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_307","","294da78e-7748-4d8e-a103-c4e24b5b61da","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_308","","f54cd6b3-dad3-4b77-9983-6a28e7d57d72","C67365","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"Code_309","","1dbe159b-f2b4-4c62-83d6-3f77d48d3939","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_305","","ed79c026-2a47-4481-9418-53d6b913717f","C64432","Code","NCI Thesaurus","Alkaline Phosphatase Measurement"
"Code_311","","23342e0c-839a-41ee-b53f-b6a97fcec34f","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_312","","a0b505bf-58df-431c-affc-c73cf4a8fac3","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_313","","4e9ce0bd-5aea-458a-b904-b2b9a96f0b54","C67365","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"Code_314","","314a3866-9b75-4998-8867-ac00ac557747","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_310","","834dbd11-b09f-4f6d-ac33-e8c40e6cbb30","C64467","Code","NCI Thesaurus","Aspartate Aminotransferase Measurement"
"Code_316","","947e56d4-ff72-4f3a-a248-6f88b5d52a4e","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_317","","fafd29d9-698f-48c0-9f3c-e09c60a6b72d","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_318","","0dec06e4-611f-44ff-b5b4-9669ed081ab2","C48207","Code","NCI Thesaurus","Unit of Concentration"
"Code_319","","2296abcf-f8f1-42de-8694-36b32b55cf27","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_315","","14027e9d-a602-46d2-a468-66d282b5958f","C64547","Code","NCI Thesaurus","Creatinine Measurement"
"Code_321","","1310e785-3da1-4a65-b20e-5f937c3c87d3","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_322","","1bc6aae1-33d2-4d7b-81aa-b6e5bfbe93d0","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_323","","c7978494-61a4-4fed-8074-47d06da6fb28","C64567","Code","NCI Thesaurus","Molarity Unit"
"Code_324","","8993e0a8-9be5-4138-b1d4-f7b42c989c6a","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_320","","0b08c00a-db52-4c05-9e93-784e72579112","C64853","Code","NCI Thesaurus","Potassium Measurement"
"Code_326","","6bd2281f-4215-46a2-88d5-2a4245fdfc6e","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_327","","f750b901-8762-46fb-a62d-7b6b2a9601c6","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_328","","075b224e-3601-498a-b8af-e0c1f060ed70","C64567","Code","NCI Thesaurus","Molarity Unit"
"Code_329","","24efeeda-3bcc-4c35-8d20-a4ac9e9dcd0d","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_325","","9262fffe-17ed-4255-ba4a-62a7607f9c8e","C64809","Code","NCI Thesaurus","Sodium Measurement"
"Code_145","","a1b9e60e-0b47-4618-b236-e2bff36a56e4","C78541","Code","NCI Thesaurus","Adverse Event Verbatim Description"
"Code_146","","191dbb61-3695-4d7f-a55e-41f1f765dd47","C83344","Code","NCI Thesaurus","Adverse Event Dictionary Derived Term"
"Code_147","","5c08e039-a14a-4b49-8fba-713d74aa6ce2","C83198","Code","NCI Thesaurus","Adverse Event Category"
"Code_148","","acfc043e-780f-457f-94c7-fa00527b3179","C83212","Code","NCI Thesaurus","Adverse Event Subcategory"
"Code_149","","727ff4c7-b691-4422-97ae-49ace7129f23","C87840","Code","NCI Thesaurus","Adverse Event Pre-specified"
"Code_150","","cee3b49c-eb4c-49ed-addb-eb642565fbe4","C53253","Code","NCI Thesaurus","Severity of Adverse Event"
"Code_151","","acf1c5a3-4f8c-48b9-9752-dfcf35ae247f","C78605","Code","NCI Thesaurus","Adverse Event Toxicity Grade"
"Code_152","","93e3cd82-84a8-49c3-84ff-eefc487717ea","C53252","Code","NCI Thesaurus","Seriousness of Adverse Event"
"Code_153","","9a5b5a76-8030-4e79-91a3-20ec0657ca31","C83013","Code","NCI Thesaurus","Adverse Event Action Taken with Study Treatment"
"Code_154","","d56ebf7f-def0-498f-8843-5faa0b944e93","C41358","Code","NCI Thesaurus","Adverse Event Attribution to Product or Procedure"
"Code_155","2023-09-29","5955b6e8-903f-4bc4-880c-3b6d6482c1e9","C71325","Code","http://www.cdisc.org","Intermittent"
"Code_156","","f7e6dce7-4045-46d9-9665-c6d67a7289ae","C83208","Code","NCI Thesaurus","Adverse Event Pattern"
"Code_157","","06f1bb23-7865-42fa-b6ba-a46e99878996","C49489","Code","NCI Thesaurus","Adverse Event Outcome"
"Code_158","","f865d691-fcd6-426e-b15f-af0c106dfe4d","C83215","Code","NCI Thesaurus","Adverse Event Start Date Time"
"Code_159","","6ada1671-7ead-4646-ac4e-bb800e915066","C83201","Code","NCI Thesaurus","Adverse Event End Date Time"
"Code_144","","59021f51-b650-480d-a935-8782db3398fc","C41331","Code","NCI Thesaurus","Adverse Event"
"Code_161","","efd883b2-cb48-473b-8063-a803cb3b72f6","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_162","2023-09-29","69cd7e52-151c-4182-ba32-5852e6cbe2d6","C42547","Code","http://www.cdisc.org","Pascal"
"Code_163","","b7f3939b-b3e2-4a0b-be19-921b8afafb0a","C49669","Code","NCI Thesaurus","Unit of Pressure"
"Code_164","","bcee10a7-d06c-4a34-9e89-c15ff5e6e50b","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_165","","75c53c44-4049-49af-aed8-56c20ada1059","C123975","Code","NCI Thesaurus","Vital Signs Laterality"
"Code_166","","6d31975c-bb49-4e5d-8da7-5e9186905e06","C82535","Code","NCI Thesaurus","Test Method"
"Code_167","","a2062908-25c6-469f-9996-83ad0e6d279f","C83114","Code","NCI Thesaurus","Vital Signs Position"
"Code_160","","9d8c75b6-105d-4a06-9de9-c559fdb4fe07","C25298","Code","NCI Thesaurus","Systolic Blood Pressure"
"Code_169","","e635454d-6422-4403-8aa5-6be42bba9459","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_170","2023-09-29","358c7389-23df-4492-8a70-e1621d0f0848","C42547","Code","http://www.cdisc.org","Pascal"
"Code_171","","7c84170c-238d-4841-801a-3dcd067b0ad9","C49669","Code","NCI Thesaurus","Unit of Pressure"
"Code_172","","90f490f2-fba5-43d9-9e7b-ed4b4683f20b","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_173","","834d73d6-77dd-4e36-948b-4f212749ec93","C123975","Code","NCI Thesaurus","Vital Signs Laterality"
"Code_174","","a26b2fad-5d3c-416e-be5d-d1efa7a0cd03","C82535","Code","NCI Thesaurus","Test Method"
"Code_175","","2754f503-443a-452b-9212-a3a5fd765a83","C83114","Code","NCI Thesaurus","Vital Signs Position"
"Code_168","","286ed529-4ed9-479d-b60f-a8c6dda952a9","C25299","Code","NCI Thesaurus","Diastolic Blood Pressure"
"Code_177","","3ef49ee6-60d8-42df-a97c-e226cc058b73","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_178","2023-09-29","b84e0198-8429-4a42-ba6d-c0962e2726d5","C42537","Code","http://www.cdisc.org","Kelvin"
"Code_179","","9bcf02c7-4db5-44ca-a2c4-fd2a82763618","C44276","Code","NCI Thesaurus","Unit of Temperature"
"Code_180","","09b6348e-b71a-4ec6-a217-b40c7b72c881","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_176","","64dcd069-eb49-4165-bc24-04cde057d97f","C174446","Code","NCI Thesaurus","Body Temperature"
"Code_182","","3f90d0f0-9327-40cb-b898-b805962789db","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_183","2023-09-29","ebfa6992-2c59-4bdd-a033-cc5bd6490ffc","C28252","Code","http://www.cdisc.org","Kilogram"
"Code_184","2023-09-29","7545311f-199a-40c8-938b-4ce7675fdeaf","C48155","Code","http://www.cdisc.org","Gram"
"Code_185","2023-09-29","4c72b499-ec5a-465c-a053-f9080f3d4f13","C48531","Code","http://www.cdisc.org","Pound"
"Code_186","","73abca10-2cc2-4568-a68e-e66ec0dbae0d","C48208","Code","NCI Thesaurus","Unit of Weight"
"Code_181","","4b80c6cb-bb06-4a3c-89ed-19eec8d0f8ef","C81328","Code","NCI Thesaurus","Body Weight"
"Code_188","","9cb9bc26-a4d8-429b-9bc8-94fee46ddc22","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_189","2023-09-29","fcfa6fdf-f889-4b9c-869e-98f49b4967f1","C49668","Code","http://www.cdisc.org","Centimeter"
"Code_190","2023-09-29","876b27f4-e928-4612-b4e9-9af0a21f18c5","C48500","Code","http://www.cdisc.org","Inch"
"Code_191","2023-09-29","8458b32c-098c-4f2e-bbd4-acbb76b2ce41","C28251","Code","http://www.cdisc.org","Millimeter"
"Code_192","2023-09-29","181fa4ea-1f66-4fe3-a667-d36ee0ab7128","C41139","Code","http://www.cdisc.org","Meter"
"Code_193","","6a3c543d-f466-4230-a4ad-a6fcb1fe1fff","C168688","Code","NCI Thesaurus","Unit of Height"
"Code_187","","4aa0c46d-9293-4a4d-9880-52bd68058e1f","C164634","Code","NCI Thesaurus","Body Height"
"Code_195","","8b07d176-d4b0-4de5-bd3e-bac9068b61c3","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_196","","0b5176a1-b9c1-4ea8-b0ea-05f08dcce2f3","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_197","","1618125b-cec1-4031-b6e9-49f6875704e7","C67365","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"Code_198","","1f2b3010-2563-4c2e-ab52-7514294603c5","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_194","","43f0791e-8d3c-44cb-ace6-fe148c0bb9b9","C64433","Code","NCI Thesaurus","Alanine Aminotransferase Measurement"
"Code_200","","55886e0e-5c2e-46f7-a225-5d75f6dfe0a0","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_201","","efbb2578-1eda-486b-89f9-13a6c0695879","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_202","","34a17930-9ae1-47d2-977a-a6a975fd8df1","C48207","Code","NCI Thesaurus","Unit of Concentration"
"Code_203","","e3e39f64-0ff6-4096-a95d-279f28f19aaf","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_199","","7fce9423-eb1b-409a-9355-8b84760afa8e","C64431","Code","NCI Thesaurus","Albumin Measurement"
"Code_205","","1e0b60a8-53f6-4240-ad7e-9e340f3c88d1","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_206","","6733eacd-617f-42a9-a979-1fb8e05ed50e","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_207","","e612054e-6845-474a-8e32-7ba0c48c412a","C67365","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"Code_208","","4d105fee-8fc9-4d9a-a180-d9d667cbe0fb","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_204","","d52feaaf-e804-4185-b12d-5373914e9f24","C64432","Code","NCI Thesaurus","Alkaline Phosphatase Measurement"
"Code_210","","169b76e3-eed7-45c5-b3a8-d6e692a29dfb","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_211","","5f71e2a6-d62c-4e24-a4f9-e0c0c90310a2","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_212","","ffeb6ab6-1551-4da3-9bc0-a26236cbe56b","C67365","Code","NCI Thesaurus","Unit of Catalytic Activity Concentration"
"Code_213","","da8b540c-0170-4428-8be6-3d9badcddf81","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_209","","b4e9ff31-e408-412a-bb48-f2dca6f890fc","C64467","Code","NCI Thesaurus","Aspartate Aminotransferase Measurement"
"Code_215","","066bc926-5f71-4cf9-a4eb-07b6c3b9a3d3","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_216","","570975ca-a540-495e-badd-f7ec69650766","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_217","","bab4d47f-2902-40d7-8455-0f5c6ddb39d3","C48207","Code","NCI Thesaurus","Unit of Concentration"
"Code_218","","76072439-fe0d-43a3-b9bf-75e99b398b06","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_214","","616c5a08-8705-4f3f-9cf4-387c24e55043","C64547","Code","NCI Thesaurus","Creatinine Measurement"
"Code_220","","5001fe41-bdaa-4614-9892-cd1447debd06","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_221","","559a6511-472e-4287-9966-9b7e992b3175","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_222","","1e887986-40a9-4baf-a78f-89cc149ad83b","C64567","Code","NCI Thesaurus","Molarity Unit"
"Code_223","","8b378ca4-ce96-45c8-abd7-ee856d88bc16","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_219","","d7182fac-54ab-4051-8542-700ee5b716b5","C64853","Code","NCI Thesaurus","Potassium Measurement"
"Code_225","","28003d00-b689-4e15-9517-4bd7011a3def","C36292","Code","NCI Thesaurus","Laboratory Test Result"
"Code_226","","4f0b5cb0-1a38-4346-bb6c-918c10ca550b","C83309","Code","NCI Thesaurus","Laboratory Test Fasting Status"
"Code_227","","62c8efc7-11c5-4362-b381-b3b186f80fd4","C64567","Code","NCI Thesaurus","Molarity Unit"
"Code_228","","d7a522ab-8cc6-4080-8a2d-aadb8fb9626b","C70713","Code","NCI Thesaurus","Biospecimen Type"
"Code_224","","773ea614-8a6b-419f-83b2-fff0d59c988d","C64809","Code","NCI Thesaurus","Sodium Measurement"
"Code_230","","9f36725f-25de-4b79-a68e-2c7d96201581","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_231","2023-09-29","5259e2ce-a2e3-4195-bd3e-d11ea0af545b","C42547","Code","http://www.cdisc.org","Pascal"
"Code_232","","d77dda98-9774-470e-86ef-9d4d3eb6977e","C49669","Code","NCI Thesaurus","Unit of Pressure"
"Code_233","","39c4bb92-956c-4412-a13e-7b399eeaa117","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_234","","a2ef34ab-9ab4-41c4-8f20-ce8b32046b2b","C123975","Code","NCI Thesaurus","Vital Signs Laterality"
"Code_235","","75b42b7e-aba2-46e4-bbcc-e4f1f8fbcda4","C82535","Code","NCI Thesaurus","Test Method"
"Code_236","","2d79f1e9-1d8b-4128-ac59-c65e99d21514","C83114","Code","NCI Thesaurus","Vital Signs Position"
"Code_229","","e18ae966-6fb6-4dc2-ac17-27517cfb5a79","C25298","Code","NCI Thesaurus","Systolic Blood Pressure"
"Code_238","","5329ac65-c6cb-4a31-88e2-fc30664b2d12","C173522","Code","NCI Thesaurus","Vital Signs Result"
"Code_239","2023-09-29","41df091c-148f-4c77-972f-08232abb80c1","C42547","Code","http://www.cdisc.org","Pascal"
"Code_240","","c818a126-6980-4729-a79a-3a6021aaa9ce","C49669","Code","NCI Thesaurus","Unit of Pressure"
"Code_241","","f745a87e-dc5e-47d8-828c-48ee4cb0b1da","C83088","Code","NCI Thesaurus","Vital Signs Location"
"Code_242","","fe51aed9-074b-4208-90f2-241d26815735","C123975","Code","NCI Thesaurus","Vital Signs Laterality"
"Code_243","","99c6e328-3c0b-47f1-946d-23e969efa484","C82535","Code","NCI Thesaurus","Test Method"
"Code_244","","7a350d19-5748-4294-9b85-40ce88df615a","C83114","Code","NCI Thesaurus","Vital Signs Position"
"Code_237","","262363c7-1586-4530-b6a5-21a51bbff349","C25299","Code","NCI Thesaurus","Diastolic Blood Pressure"
"Code_246","","3f68c65d-6796-4ed0-a09a-3341fb34ee9d","C173522","Code","NCI Thesaurus","Vital Signs Result"
