"id","datatype","uuid:ID","isEnabled","name","instanceType","isRequired","label"
"BiomedicalConceptProperty_121","string","54d6287a-3ced-4093-b12d-91f73e7fe8ab","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_122","boolean","204a9cfa-bd89-42ed-9795-912b8a00e284","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_123","string","6fa2e21e-b7e2-4d00-9066-785d0045df80","True","Unit of Concentration","BiomedicalConceptProperty","True","Unit of Concentration"
"BiomedicalConceptProperty_124","string","8aebcd43-a78a-41b9-852c-c81c32f4f396","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_125","decimal","c862c3d9-ef4d-4966-a6d7-7d59820b0363","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_126","boolean","9ae2aca9-c0f6-4513-91df-14a02cc71798","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_127","string","d2811b42-79df-4f31-84a3-82a13915f232","True","Molarity Unit","BiomedicalConceptProperty","True","Molarity Unit"
"BiomedicalConceptProperty_128","string","b411bd60-e768-4b5f-aa0d-cf6a127acd4b","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_129","decimal","471bf631-f5ee-42c0-b08c-9be73a2022b7","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_130","boolean","a56c2443-8e32-4b56-95c1-f9b98e00d7da","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_131","string","3740461c-03c0-4db5-aaec-2810ed290ee7","True","Molarity Unit","BiomedicalConceptProperty","True","Molarity Unit"
"BiomedicalConceptProperty_132","string","36a44cc4-7eab-42b3-ad76-64748050edfa","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_1","string","5b047d29-0b0b-452c-9da5-c3d8c0073bfa","True","Adverse Event Verbatim Description","BiomedicalConceptProperty","True","Adverse Event Verbatim Description"
"BiomedicalConceptProperty_2","string","7e39b268-fa37-45ad-99c6-3cefd42202e2","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty","True","Adverse Event Dictionary Derived Term"
"BiomedicalConceptProperty_3","string","97b19253-2f9e-476e-b0d2-72f820e9f3b8","True","Adverse Event Category","BiomedicalConceptProperty","True","Adverse Event Category"
"BiomedicalConceptProperty_4","string","2438696f-a70c-44c8-8da1-3c59a9f1c82f","True","Adverse Event Subcategory","BiomedicalConceptProperty","True","Adverse Event Subcategory"
"BiomedicalConceptProperty_5","boolean","de418cd4-e244-46e2-a4b0-585b22a23f9a","True","Adverse Event Pre-specified","BiomedicalConceptProperty","True","Adverse Event Pre-specified"
"BiomedicalConceptProperty_6","string","14bbc93e-34ce-4aa5-a74a-41bdb578c8a9","True","Severity of Adverse Event","BiomedicalConceptProperty","True","Severity of Adverse Event"
"BiomedicalConceptProperty_7","string","4b3398a9-bb62-427d-8649-eed7d93b58d5","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty","True","Adverse Event Toxicity Grade"
"BiomedicalConceptProperty_8","boolean","df421012-cdcc-4e2a-92dd-1aad1516428f","True","Seriousness of Adverse Event","BiomedicalConceptProperty","True","Seriousness of Adverse Event"
"BiomedicalConceptProperty_9","string","8149a161-0c36-4f18-ad51-a4b4602d0f9f","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","True","Adverse Event Action Taken with Study Treatment"
"BiomedicalConceptProperty_10","string","18d6c236-c36c-4a21-93df-c76bb9e71fd9","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","True","Adverse Event Attribution to Product or Procedure"
"BiomedicalConceptProperty_11","string","4024e708-1303-46dd-be42-134c4ece2f07","True","Adverse Event Pattern","BiomedicalConceptProperty","True","Adverse Event Pattern"
"BiomedicalConceptProperty_12","string","c97514e2-bad7-4fab-aa2a-f0a3368a1933","True","Adverse Event Outcome","BiomedicalConceptProperty","True","Adverse Event Outcome"
"BiomedicalConceptProperty_13","datetime","b437a39d-0e9a-48da-adf6-661189a5c5ae","True","Adverse Event Start Date Time","BiomedicalConceptProperty","True","Adverse Event Start Date Time"
"BiomedicalConceptProperty_14","datetime","b3a30131-f25e-40f0-bb1e-b7bddbdd2a74","True","Adverse Event End Date Time","BiomedicalConceptProperty","True","Adverse Event End Date Time"
"BiomedicalConceptProperty_15","decimal","4a2af93b-de71-4b4c-8d69-cb0c9443b8fa","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_16","string","c4fdb493-2d51-4b02-b9e9-c6e23f02a3a9","True","Unit of Pressure","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_17","string","91f5f5de-d89f-40e6-a1aa-7a00bdd29ea5","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_18","string","6dc1fdd6-3817-4fac-b72a-6dfd45f7ab65","True","Vital Signs Laterality","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_19","string","fa1687aa-be75-404b-b01e-8467c50909e4","True","Test Method","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_20","string","0a37a76c-4442-4bf1-b7a9-442d7e05b044","True","Vital Signs Position","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_21","decimal","c292a75a-ef1e-4824-a77b-dd4ef45716f7","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_22","string","8c176419-8504-47c2-9444-c149c0ebe9b7","True","Unit of Pressure","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_23","string","fb12ab77-2318-40ca-9164-7a552b761a2d","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_24","string","5f53e7c4-5715-44da-804c-2c8ea819e2d1","True","Vital Signs Laterality","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_25","string","a079e230-2ff5-4a77-819a-58e1635a8eb1","True","Test Method","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_26","string","2999c165-556c-4e78-871b-e25e6f9ec77b","True","Vital Signs Position","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_27","decimal","6f5f613e-1967-490e-9335-ec8e4fba9af5","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_28","string","bda61091-fc65-4397-84a0-a6d04c08ee14","True","Unit of Temperature","BiomedicalConceptProperty","True","Unit of Temperature"
"BiomedicalConceptProperty_29","string","a57488be-7f71-4a49-a28c-28d917776de5","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_30","decimal","56d6e60d-5e92-4d0e-b84e-4ae5c2f13273","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_31","string","0252ab60-562d-43df-be6a-a32269ff3033","True","Unit of Weight","BiomedicalConceptProperty","True","Unit of Weight"
"BiomedicalConceptProperty_32","decimal","a078f8d3-d5b1-4150-97bb-ec9ed6b4c3c4","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_33","string","5853f7c2-04e2-4bb9-a73b-1334f45ff66d","True","Unit of Height","BiomedicalConceptProperty","True","Unit of Height"
"BiomedicalConceptProperty_34","decimal","de8bc65c-7183-428b-86a9-f0daa24511f6","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_35","boolean","eaf54b1d-d819-43df-b3d0-5fe5196685e9","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_36","string","dd4b5fad-0711-47da-b7ea-101f96fdae2d","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty_37","string","1bb2182a-c435-4a39-bd59-d46daca9da34","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_38","string","121453c5-749b-4963-b2e2-746c466be51c","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_39","boolean","4bd8d784-a8b7-4bbe-a33d-0ca4a0619134","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_40","string","396c8d6b-01f0-468e-b167-370b6e7e1efb","True","Unit of Concentration","BiomedicalConceptProperty","True","Unit of Concentration"
"BiomedicalConceptProperty_41","string","85df0223-fc4d-418d-961b-e85997e4ffab","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_42","decimal","8058bedc-a539-4aff-a5d0-d1f9571604ef","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_43","boolean","4fd899ee-9e42-4944-9033-8e1c7330ac78","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_44","string","d2b7a321-4f7e-4af7-ac8e-754cbc20f5ec","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty_45","string","4f8d9f02-940b-4dcd-9cc2-be9fe0ee9222","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_46","decimal","d2be7c4e-8fcb-4f8e-b6b7-e5bd8ef6513e","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_47","boolean","56024e4d-524e-40ab-bbdc-08e1a8fe31a5","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_48","string","559342ba-c35b-48d2-b047-ff029dcd5f35","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","True","Unit of Catalytic Activity Concentration"
"BiomedicalConceptProperty_49","string","96ad1f70-6cc6-4e7c-b83a-19cbd7c6c7d6","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_50","string","312a7c46-d076-49eb-8158-8ce6e0ff0d64","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_51","boolean","55e0c17b-5562-47ab-af31-dd4ed1cc9687","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_52","string","ab10ff7d-1b87-4fdd-90dc-cdfc9ef2e271","True","Unit of Concentration","BiomedicalConceptProperty","True","Unit of Concentration"
"BiomedicalConceptProperty_53","string","fa7e036c-ef1f-4365-8bf2-bad25b27b9b6","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_54","decimal","f04de876-e5b3-4604-b00f-3bc755c1b05f","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_55","boolean","4901ddb8-bed8-4b7b-9103-47c4b42a286b","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_56","string","8bd330ad-3529-4fe5-9fe4-164d91a89dcb","True","Molarity Unit","BiomedicalConceptProperty","True","Molarity Unit"
"BiomedicalConceptProperty_57","string","87bd3616-f9fa-4ad0-a9a3-294b193fbd90","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_58","decimal","7573b269-3067-40a9-8bb3-71d8019a74f0","True","Laboratory Test Result","BiomedicalConceptProperty","True","Laboratory Test Result"
"BiomedicalConceptProperty_59","boolean","99fcb879-b597-45df-b624-be413c64cd49","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","True","Laboratory Test Fasting Status"
"BiomedicalConceptProperty_60","string","6e730acc-5fd1-44e4-85ad-032649c05a5a","True","Molarity Unit","BiomedicalConceptProperty","True","Molarity Unit"
"BiomedicalConceptProperty_61","string","ccfc112e-61e5-4fe4-b126-ed0500f928df","True","Biospecimen Type","BiomedicalConceptProperty","True","Biospecimen Type"
"BiomedicalConceptProperty_62","decimal","b334563b-61a1-4e6f-92b8-780738245732","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_63","string","918dfd9f-435f-4053-98b2-1a5e8dac5561","True","Unit of Pressure","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_64","string","a97c73ce-3a3b-46f0-aaab-21ddc9fd86db","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_65","string","da63bcb2-896c-4841-ac18-b6e535b866bc","True","Vital Signs Laterality","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_66","string","a6cdade6-6b96-46ad-9f4c-f3bc7b82a383","True","Test Method","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_67","string","a70ecc08-a624-4368-b7db-8b4658348c0d","True","Vital Signs Position","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_68","decimal","1bd716f9-2b4d-4bc8-ba61-34b18797d520","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_69","string","255fda7c-9178-4b55-9367-26d6bd3abada","True","Unit of Pressure","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_70","string","80c83adc-d6c7-42fe-a2aa-60e9df2330df","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_71","string","2b313f14-42a7-403c-8791-d5219c4ee662","True","Vital Signs Laterality","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_72","string","4852e7e1-4db7-4d02-b934-7aa7446647e4","True","Test Method","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_73","string","20e4b453-d7b8-4c6a-9dab-1344b9a4cb12","True","Vital Signs Position","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_74","integer","8fe3a41f-98f6-4bd4-9f1c-b330ee5f6bda","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_75","string","05dc6eaf-97cf-4a51-ae68-0eaa3ec75379","True","Count per Minute","BiomedicalConceptProperty","True","Count per Minute"
"BiomedicalConceptProperty_76","string","f8e8e108-1dc9-4151-adac-ea43316055f8","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_77","string","e238701c-e659-44e4-9b45-959997765777","True","Vital Signs Laterality","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_78","string","e959c10e-ef92-4d09-84c2-1a3511f1529c","True","Test Method","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_79","string","02555c59-79a3-4dd9-8ba1-6083004728bc","True","Vital Signs Position","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_80","decimal","9da8f663-1c93-4483-81a7-6cdb23533387","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_81","string","5983dc7c-d77b-48dd-8d9a-5c0116c492d9","True","Unit of Pressure","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_82","string","20f85858-421f-47f7-9ab1-e1e8ab3b997e","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_83","string","92251c83-5609-4f4d-b8ae-bba5f17e398c","True","Vital Signs Laterality","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_84","string","8ea63985-78f6-452f-b474-460732230f6a","True","Test Method","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_85","string","5b29f013-fb3f-4008-9bfa-9c66d469c990","True","Vital Signs Position","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_86","decimal","4a641cad-253c-4033-bf29-137ddce9827c","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_87","string","18b37dd2-09fb-474f-8a01-d54804b440bb","True","Unit of Pressure","BiomedicalConceptProperty","True","Unit of Pressure"
"BiomedicalConceptProperty_88","string","29c1a67e-a282-460e-99a4-670cd11924d3","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_89","string","34a7fe35-b40e-40cb-a0e3-460e575ed9be","True","Vital Signs Laterality","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_90","string","ca7cd137-8513-401b-a63a-d6f294cf0cac","True","Test Method","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_91","string","8648be71-fbe9-491a-8437-1315389fb3f4","True","Vital Signs Position","BiomedicalConceptProperty","True","Vital Signs Position"
"BiomedicalConceptProperty_92","integer","8be7962e-4d44-4ad2-a310-2fc6e329e96c","True","Vital Signs Result","BiomedicalConceptProperty","True","Vital Signs Result"
"BiomedicalConceptProperty_93","string","ab786fd6-400d-4280-89f1-7ce62988dcfe","True","Count per Minute","BiomedicalConceptProperty","True","Count per Minute"
"BiomedicalConceptProperty_94","string","5aa372b7-5ec9-4b91-a561-bbb09f872bbe","True","Vital Signs Location","BiomedicalConceptProperty","True","Vital Signs Location"
"BiomedicalConceptProperty_95","string","35c08106-6510-4276-b046-fb79188a7e46","True","Vital Signs Laterality","BiomedicalConceptProperty","True","Vital Signs Laterality"
"BiomedicalConceptProperty_96","string","f19410e5-736c-45d1-8c40-36c49d3f4e5d","True","Test Method","BiomedicalConceptProperty","True","Test Method"
"BiomedicalConceptProperty_97","string","d315b16d-0c0d-4b2c-90f4-d89886f88171","True","Vital Signs Position","BiomedicalConceptProperty","True","Vital Signs Position"
