"codeSystemVersion","instanceType","decode","codeSystem","id","uuid:ID","code"
"2023-12-15","Code","In Person","http://www.cdisc.org","Code_119","fb9813aa-77ac-4c84-a720-766233e3404f","C175574"
"2023-12-15","Code","Visit","http://www.cdisc.org","Code_120","f5bfbcec-0ce7-4aba-912e-0ebd3f2269e9","C25716"
"2023-12-15","Code","Clinic","http://www.cdisc.org","Code_121","b067f1d1-1bdc-4155-a9c2-dc4d2e84b932","C51282"
"2023-12-15","Code","In Person","http://www.cdisc.org","Code_122","ea70bb41-961b-40ee-8dde-bb905eb4497c","C175574"
"January 31, 2018","Code","CT of head without contrast","SNOMED","Code_80","4dbda727-0b53-416e-94a8-87d25d1c7a23","383371000119108"
"12","Code","Subject Supine","SPONSOR","Code_81","ee2343b3-7199-4c8e-8b00-b20c3869a8a4","123"
"12","Code","Subject Standing","SPONSOR","Code_82","5fa7c9a7-3396-4477-9173-c0a85509339e","124"
"2023-12-15","Code","Dictionary-derived Term","http://www.cdisc.org","Code_429","1e0376b3-8873-416a-9687-0d179bce612e","C82977"
"2023-12-15","Code","Reported Event Term","http://www.cdisc.org","Code_430","cccb52cb-8faf-4d50-a4c1-43b380e3d153","C82571"
"2023-12-15","Code","Observation Start Date Time","http://www.cdisc.org","Code_431","016eed29-eb26-4268-b66c-5695a9e3b799","C82517"
"2023-12-15","Code","Informed Consent","http://www.cdisc.org","Code_432","2cdc872c-00be-4d0e-9595-350163955541","C16735"
"2023-12-15","Code","Male","http://www.cdisc.org","Code_433","07cd67e4-9e3f-4281-9996-39bff51954a7","C20197"
"2023-12-15","Code","Female","http://www.cdisc.org","Code_434","33e8febe-a879-4366-b881-d7a83e44191f","C16576"
"2023-12-15","Code","Sex","http://www.cdisc.org","Code_435","00edbe45-281a-49e1-9c09-cd7647227f57","C28421"
"2023-12-15","Code","Sex","http://www.cdisc.org","Code_436","58907dfd-3b3c-4f5a-b2e6-01379d0a3ec5","C28421"
"2023-12-15","Code","Race","http://www.cdisc.org","Code_437","037f1dc1-c078-4a1a-82d8-589eb128aed1","C17049"
"2023-12-15","Code","Race","http://www.cdisc.org","Code_438","c2997921-f9f5-4712-b5ee-b7c83997e7a7","C17049"
"2023-12-15","Code","TEMP","http://www.cdisc.org","Code_439","8c62b87c-a883-4daf-b289-adc103a99630","C174446"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_440","96247e87-68b0-4008-a154-32e9ed9a59c0","C77140"
"2023-12-15","Code","Degree Celsius","http://www.cdisc.org","Code_441","1b526943-a5a2-4156-81fd-4f41a6c67bed","C42559"
"2023-12-15","Code","Degree Fahrenheit","http://www.cdisc.org","Code_442","ac335d19-6e51-4798-b53d-c2d4ec903c70","C44277"
"2023-12-15","Code","Kelvin","http://www.cdisc.org","Code_443","3defca87-50cd-4aba-8b59-87f58095a55b","C42537"
"2023-12-15","Code","Unit of Temperature","http://www.cdisc.org","Code_444","6cdea679-6438-4ab4-981b-a952212ddfde","C44276"
"2023-12-15","Code","Axilla","http://www.cdisc.org","Code_445","23c83ade-8096-43dd-bcc9-149b5a9c69f0","C12674"
"2023-12-15","Code","Ear","http://www.cdisc.org","Code_446","493a29af-1166-4409-997e-b9bd7a650676","C12394"
"2023-12-15","Code","Forehead","http://www.cdisc.org","Code_447","265e7d28-636b-4e38-92c4-a44eef4e1acf","C89803"
"2023-12-15","Code","Oral Cavity","http://www.cdisc.org","Code_448","41eaf940-2785-498c-94fd-b214261154b8","C12421"
"2023-12-15","Code","Rectum","http://www.cdisc.org","Code_449","52a7ef1a-d468-405d-a6e7-26ebad3dd0b2","C12390"
"2023-12-15","Code","Anatomic Site","http://www.cdisc.org","Code_450","60ea7615-1177-4d39-85fd-13d4192925ef","C13717"
"2023-12-15","Code","TEMP","http://www.cdisc.org","Code_451","35ae8950-54ee-4783-a45f-cac9aaec6543","C174446"
"2023-12-15","Code","WEIGHT","http://www.cdisc.org","Code_452","bbeb577a-27dd-45a1-9522-0ab722333bcb","C25208"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_453","7d07a58b-5ac1-47da-a6cb-145c223ad37f","C77140"
"2023-12-15","Code","Pound","http://www.cdisc.org","Code_454","f4f1b8f1-5a08-4f31-b1f0-af1434af0ad9","C48531"
"2023-12-15","Code","Gram","http://www.cdisc.org","Code_455","0498b726-2a6a-44ff-8b20-8c217ffa0687","C48155"
"2023-12-15","Code","Kilogram","http://www.cdisc.org","Code_456","311ab6ad-cfcd-4112-a21c-def0ddbbebe4","C28252"
"2023-12-15","Code","Unit of Weight","http://www.cdisc.org","Code_457","af4a33a6-8383-4108-b511-329bacce9052","C48208"
"2023-12-15","Code","WEIGHT","http://www.cdisc.org","Code_458","8c1791a9-1d1a-4009-946e-1840632ff728","C25208"
"2023-12-15","Code","HEIGHT","http://www.cdisc.org","Code_459","ecd75b2f-81d0-4ae0-883a-8bf7a5f0fb33","C25347"
"2023-12-15","Code","Clinical Test Result","http://www.cdisc.org","Code_460","15f47f98-e63e-4d56-a975-e2001f6f0cf9","C77140"
"2023-12-15","Code","Centimeter","http://www.cdisc.org","Code_461","79ece4aa-78ed-4451-861c-15cc600987bf","C49668"
"2023-12-15","Code","Inch","http://www.cdisc.org","Code_462","da4dd404-9a87-4642-abe5-83432d76580c","C48500"
"2023-12-15","Code","Meter","http://www.cdisc.org","Code_463","4a8069ef-4c76-479d-9df7-140b4b822b78","C41139"
"2023-12-15","Code","Unit of Height","http://www.cdisc.org","Code_464","98f57139-a534-479c-9967-84e8ba650806","C168688"
"2023-12-15","Code","HEIGHT","http://www.cdisc.org","Code_465","dfa3bb43-8372-45b6-b6ae-60bdb19fe494","C25347"
"2023-12-15","Code","ALT","http://www.cdisc.org","Code_466","4ae7d1b6-2b75-4e00-bf31-94f8e168b607","C64433"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_467","4a199bac-ea45-45a1-99aa-50b01e8245f8","C36292"
"2023-12-15","Code","Unit per Liter","http://www.cdisc.org","Code_468","e69d5a93-7e74-4c9d-ada5-2c0b8d3db994","C67456"
"2023-12-15","Code","Microkatal per Liter","http://www.cdisc.org","Code_469","491974e5-e6f0-484f-8d0a-3deebc36df50","C67397"
"2023-12-15","Code","International Unit per Liter","http://www.cdisc.org","Code_470","8d3d3875-18ba-4f3e-a66c-566d2c6ba956","C67376"
"2023-12-15","Code","Nanokatal per Liter","http://www.cdisc.org","Code_471","bd26da5d-b714-4b0e-93a8-e414ae367909","C70510"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_472","d721de9f-b7a8-4608-b108-3887526d5e94","C67365"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_473","3c00119f-8368-4f1e-a2a6-9a1d84196bed","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_474","39ee4766-553b-4607-b84a-59c6bf47e31a","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_475","e38e6492-3371-480f-a761-d7a3b8371eab","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_476","789511ab-aeb6-412e-8fee-6901c6a52eba","C83309"
"2023-12-15","Code","ALT","http://www.cdisc.org","Code_477","6817a65e-a8e8-463c-bcb5-c239d03be036","C64433"
"2023-12-15","Code","ALB","http://www.cdisc.org","Code_478","5c51dbb2-c737-4e90-b3f3-a459827f69ba","C64431"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_479","75141799-15bf-47d5-a271-4b6e8dc8fa3a","C36292"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_480","6e020aa6-2d01-4381-aed0-a042945c964c","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_481","eeaff41b-36c8-4878-af8f-da6aa722e5b1","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_482","dfb340dd-3154-44f6-8054-1b4434fd5a85","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_483","8132acef-edf4-47ea-add3-518cf3d0a655","C83309"
"2023-12-15","Code","ALB","http://www.cdisc.org","Code_484","f0049294-fe79-4be3-8e1f-1bee3755bbb3","C64431"
"2023-12-15","Code","ALP","http://www.cdisc.org","Code_485","67b3b04b-1d30-4c87-8f47-223b6f36327b","C64432"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_486","907ea811-9301-4800-b8f1-a8f992d9a745","C36292"
"2023-12-15","Code","Unit per Liter","http://www.cdisc.org","Code_487","c733a1a9-3d79-4816-96c2-5df32025f4e6","C67456"
"2023-12-15","Code","Microkatal per Liter","http://www.cdisc.org","Code_488","272ae480-27b2-40ff-9fbe-e73e5b2507fd","C67397"
"2023-12-15","Code","International Unit per Liter","http://www.cdisc.org","Code_489","84cd7fbf-0521-48e6-b043-43a6d10b47e2","C67376"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_490","efd25ae7-c01a-4455-bbae-2d8ce9359ba5","C67365"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_491","fb613949-6103-4085-bcfd-b40310553e2e","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_492","6ad1f326-60fc-4b7c-b92d-cb4f7171c3f7","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_493","69c4171a-bb72-4bb9-92dc-846718f57351","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_494","0b642797-4ab1-466a-b121-c3097b35bc74","C83309"
"2023-12-15","Code","ALP","http://www.cdisc.org","Code_495","a03530da-c5cb-417a-9759-8ddf0bbebf66","C64432"
"2023-12-15","Code","AST","http://www.cdisc.org","Code_496","c5ecd9d1-dc5a-44da-993f-54b15fd7b1af","C64467"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_497","1ae4895f-f08d-431b-a629-298bdd5dcb1e","C36292"
"2023-12-15","Code","Unit per Liter","http://www.cdisc.org","Code_498","9d7543f6-4e74-4c6c-9008-e6bf23259f9f","C67456"
"2023-12-15","Code","Microkatal per Liter","http://www.cdisc.org","Code_499","0971674b-790e-42fe-81ec-748894613264","C67397"
"2023-12-15","Code","International Unit per Liter","http://www.cdisc.org","Code_500","41ee6d27-9493-4627-af8d-331949730288","C67376"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_501","d6fec527-d0de-4bbc-a1f3-601836f183d7","C67365"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_502","36102790-f537-4aa7-9a87-ea880e960296","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_503","c5be5610-a26f-4a1c-9968-db3311c129db","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_504","5e879533-d9e7-4435-a63e-9f96fdb0649d","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_505","a45d43d6-65ca-4116-b427-c806395400d4","C83309"
"2023-12-15","Code","AST","http://www.cdisc.org","Code_506","b263bedf-bac4-4682-8494-a6b356160c93","C64467"
"2023-12-15","Code","CREAT","http://www.cdisc.org","Code_507","6708a650-c0f8-4d8b-b3cd-bdbb8d122c20","C64547"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_508","ecaa9310-b8ca-4621-a368-cce685b75dfe","C36292"
"2023-12-15","Code","Milligram per Deciliter","http://www.cdisc.org","Code_509","c2fcfffc-551e-4a26-b2b7-73bdec783f8a","C67015"
"2023-12-15","Code","Microgram per Milliliter","http://www.cdisc.org","Code_510","b63bc130-eaa0-4ff9-8055-6ba525bf7320","C64572"
"2023-12-15","Code","Millimole per Liter","http://www.cdisc.org","Code_511","aac5ba3c-3267-40fb-9a64-67cb0cea22ec","C64387"
"2023-12-15","Code","Micromole per Liter","http://www.cdisc.org","Code_512","3d068d72-7bda-4ad8-ab29-77cb6215a99f","C48508"
"2023-12-15","Code","Unit of Concentration","http://www.cdisc.org","Code_513","5071c33e-b42e-4077-86d1-f4632733de1e","C48207"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_514","7dc8384e-9005-4c5f-a349-5e63403dac3c","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_515","74ca621c-6fb5-42ec-a8b1-d5fd88e06f89","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_516","092516d3-87d9-430d-8c36-787fd08d76d9","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_517","3d5d18d0-76b7-46fd-aeba-7d40e0233107","C83309"
"2023-12-15","Code","CREAT","http://www.cdisc.org","Code_518","9f848606-f9c9-47ac-a081-11a5d7330dd7","C64547"
"2023-12-15","Code","K","http://www.cdisc.org","Code_519","3933c1f6-8216-49a5-970d-903204250544","C64853"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_520","c0871f12-da8f-405c-9365-de76ba58bc93","C36292"
"2023-12-15","Code","Milliequivalent per Liter","http://www.cdisc.org","Code_521","fdc636fc-794a-48ae-8140-2891a255dd06","C67474"
"2023-12-15","Code","Milliequivalent per Deciliter","http://www.cdisc.org","Code_522","f92c964b-aad7-43e0-96f2-d2c4b04b9a46","C67473"
"2023-12-15","Code","Millimole per Liter","http://www.cdisc.org","Code_523","797be2db-611a-4ef8-91b5-50c2a6fc1e9e","C64387"
"2023-12-15","Code","Molarity Unit","http://www.cdisc.org","Code_524","f86a3306-8626-4660-86ae-d5040306795b","C64567"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_525","df764346-9235-40a0-823a-73d537db37a1","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_526","b15b262c-8e2c-4f3e-8e6c-8f7b45ddd937","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_527","9fa5b2de-060c-4462-9ab9-59333f9018a4","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_528","3843f3a4-805c-49bd-ba99-475e8408b932","C83309"
"2023-12-15","Code","K","http://www.cdisc.org","Code_529","57cf50de-245a-489b-9753-9ded46545b36","C64853"
"2023-12-15","Code","SODIUM","http://www.cdisc.org","Code_530","8ea9e711-8239-4dbf-aa56-657259aed7ab","C64809"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_531","58574894-c45b-42bf-b8ce-c799c9e6b1fb","C36292"
"2023-12-15","Code","Milliequivalent per Liter","http://www.cdisc.org","Code_532","346e440f-dc37-4ee9-b82b-f1a2da1e7697","C67474"
"2023-12-15","Code","Milliequivalent per Deciliter","http://www.cdisc.org","Code_533","002a09d7-63bb-4d6d-b4e8-e5e94fa808f2","C67473"
"2023-12-15","Code","Millimole per Liter","http://www.cdisc.org","Code_534","58303572-4e1a-4e88-8434-df9a4addc09f","C64387"
"2023-12-15","Code","Molarity Unit","http://www.cdisc.org","Code_535","25c99ed1-e662-4cd5-b2b8-28b283c44150","C64567"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_536","ca56b263-21fd-46f7-8a85-85f654548486","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_537","e0507893-0a69-40f1-a5da-074e1a00502b","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_538","a167cdfa-e6f8-4a27-b3bc-132f452d4457","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_539","6a34272c-8765-48c1-bd85-038f7db4b1f2","C83309"
"2023-12-15","Code","SODIUM","http://www.cdisc.org","Code_540","afbdb669-ea21-4aa4-9275-576861cbc468","C64809"
"2023-12-15","Code","HBA1C","http://www.cdisc.org","Code_541","e3b049a2-3de8-4688-a594-df9db2390366","C64849"
"2023-12-15","Code","Laboratory Test Result","http://www.cdisc.org","Code_542","552227fb-420c-46b0-b814-56a23e87ecd4","C36292"
"2023-12-15","Code","Gram per Deciliter","http://www.cdisc.org","Code_543","0fc49e0a-1f50-4d7b-a897-767170dbb620","C64783"
"2023-12-15","Code","LBORRESU","http://www.cdisc.org","Code_544","662dd806-4d7f-44bd-b8b8-082d20c70235","No Concept Code"
"2023-12-15","Code","Biospecimen Type","http://www.cdisc.org","Code_545","5a9f90ac-0b52-4572-b76f-06bcd08ac2c6","C70713"
"2023-12-15","Code","No","http://www.cdisc.org","Code_546","23e8cf0d-f835-4fb1-9250-53a0faf6c732","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_547","e6e03435-74a3-4031-9360-2594eeb87936","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","http://www.cdisc.org","Code_548","3ec5f63f-1118-40d9-b7de-cc3aedf55164","C83309"
"2023-12-15","Code","HBA1C","http://www.cdisc.org","Code_549","e8d3cfa7-2bb0-442b-bf26-267bfeb8e740","C64849"
"2023-12-15","Code","Adverse Event Verbatim Description","http://www.cdisc.org","Code_145","9f7af5e6-db72-40d7-b733-4e9922aaa25e","C78541"
"2023-12-15","Code","Adverse Event Dictionary Derived Term","http://www.cdisc.org","Code_146","d1e8e8ba-be57-49ac-8fca-4abdb9a358ad","C83344"
"2023-12-15","Code","No","http://www.cdisc.org","Code_147","86dea9d5-f18c-4974-9686-c39ac3b88ac2","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_148","f219921d-854f-4da6-8b88-88fe45ec1bb4","C49488"
"2023-12-15","Code","Adverse Event Pre-specified","http://www.cdisc.org","Code_149","0368d8cf-4f92-4dc1-a9a5-35e56f311bde","C87840"
"2023-12-15","Code","Adverse Event Location","http://www.cdisc.org","Code_150","71a8055f-1486-48f4-941d-c9f72233d46b","C83205"
"2023-12-15","Code","Severity of Adverse Event","http://www.cdisc.org","Code_151","cd4787fe-714a-4ea9-abcb-d38e0554b879","C53253"
"2023-12-15","Code","No","http://www.cdisc.org","Code_152","d29c383f-93e4-420b-ac7e-95ec4c525231","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_153","661a9225-3bde-4b94-ac5d-cfb7dccae8ca","C49488"
"2023-12-15","Code","Seriousness of Adverse Event","http://www.cdisc.org","Code_154","a539076e-061c-417c-b73b-65f38235435b","C53252"
"2023-12-15","Code","Adverse Event Action Taken with Study Treatment","http://www.cdisc.org","Code_155","ef83e67c-999f-40e9-adc4-6c10a24e02e0","C83013"
"2023-12-15","Code","Other Actions taken in Response to Adverse Event","http://www.cdisc.org","Code_156","1676e767-af96-4679-91fa-72af5a007e69","C83109"
"2023-12-15","Code","Adverse Event Attribution to Product or Procedure","http://www.cdisc.org","Code_157","3e0de315-4ab4-4b33-9634-29fbb0f56424","C41358"
"2023-12-15","Code","Adverse Event Relationship to Non Study Treatment","http://www.cdisc.org","Code_158","bce84830-ae37-4773-8fe3-48fef0bae841","C83210"
"2023-12-15","Code","Adverse Event Pattern","http://www.cdisc.org","Code_159","b3f92a78-1d3a-4228-8842-1f6a59c31bd6","C83208"
"2023-12-15","Code","Adverse Event Outcome","http://www.cdisc.org","Code_160","a04d7e2a-653b-4f39-9dbe-5b27e757732c","C49489"
"2023-12-15","Code","No","http://www.cdisc.org","Code_161","60d123f7-ddd3-4865-b4ed-ed0e2ae260b7","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_162","82da0e79-bb8e-4979-9252-624124ed049b","C49488"
"2023-12-15","Code","Adverse Event Involves Cancer","http://www.cdisc.org","Code_163","b16f0f99-a8cf-4f6c-b203-6763985fbd09","C83211"
"2023-12-15","Code","No","http://www.cdisc.org","Code_164","f0d802fd-970e-426a-b9c9-35cbb19d6ac7","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_165","a4d98967-c1c2-4fb9-aa46-6b3a5c4da11b","C49488"
"2023-12-15","Code","Adverse Event Seriousness Due to Congenital Anomaly","http://www.cdisc.org","Code_166","46e6ece1-334d-49a0-977c-7ff280efce9a","C83117"
"2023-12-15","Code","No","http://www.cdisc.org","Code_167","a94956f0-38f2-4e50-90b4-1540105feb64","C49487"
"2023-12-15","Code","Yes","http://www.cdisc.org","Code_168","5ddf5556-aeba-44bc-beb2-05228a5eb9c3","C49488"
"2023-12-15","Code","Disabling Adverse Event","http://www.cdisc.org","Code_169","484406fd-11d4-4341-90c9-d3b6978df377","C113380"
