"datatype","instanceType","isRequired","name","isEnabled","id","uuid:ID","label"
"text","BiomedicalConceptProperty","True","AEPRESP","True","BiomedicalConceptProperty_3","d3354db5-61b2-46b4-bdff-d89239e9cdf9","AEPRESP"
"text","BiomedicalConceptProperty","True","AELOC","True","BiomedicalConceptProperty_4","3988d6b3-0187-4a07-af4b-302d62a21d1f","AELOC"
"text","BiomedicalConceptProperty","True","AESEV","True","BiomedicalConceptProperty_5","1f6c2528-8e7f-4a22-880a-e59407fd3c41","AESEV"
"text","BiomedicalConceptProperty","True","AESER","True","BiomedicalConceptProperty_6","34160e77-2c34-40d0-a86f-5a93862b0013","AESER"
"text","BiomedicalConceptProperty","True","AEACN","True","BiomedicalConceptProperty_7","7d28c400-72bd-4434-8770-bc6a068510de","AEACN"
"text","BiomedicalConceptProperty","True","AEACNOTH","True","BiomedicalConceptProperty_8","0765dd39-a415-43c6-8201-ffa460a5d813","AEACNOTH"
"text","BiomedicalConceptProperty","True","AEREL","True","BiomedicalConceptProperty_9","a14c07a2-578c-4037-94bc-5051ac862b35","AEREL"
"text","BiomedicalConceptProperty","True","AERELNST","True","BiomedicalConceptProperty_10","a328ecb0-398d-4ac9-b3f7-900ee62a2f3e","AERELNST"
"text","BiomedicalConceptProperty","True","AEPATT","True","BiomedicalConceptProperty_11","95cdf110-17b3-4a24-8502-78432705e095","AEPATT"
"text","BiomedicalConceptProperty","True","AEOUT","True","BiomedicalConceptProperty_12","96e0a4de-3746-4672-8a7f-f6962f7c7df1","AEOUT"
"text","BiomedicalConceptProperty","True","AESCAN","True","BiomedicalConceptProperty_13","67856267-7655-416d-a2cd-360f37492a4e","AESCAN"
"text","BiomedicalConceptProperty","True","AESCONG","True","BiomedicalConceptProperty_14","08abb4d0-d42e-4991-a5f8-852b410c709a","AESCONG"
"text","BiomedicalConceptProperty","True","AESDISAB","True","BiomedicalConceptProperty_15","9faa71f8-8799-4743-9fb9-3cd6f7581607","AESDISAB"
"text","BiomedicalConceptProperty","True","AESDTH","True","BiomedicalConceptProperty_16","f790feb1-8614-4219-93e2-cadb6c30ede5","AESDTH"
"text","BiomedicalConceptProperty","True","AESHOSP","True","BiomedicalConceptProperty_17","e83684e5-3aeb-4d92-a890-f1c7d2a9dfdf","AESHOSP"
"text","BiomedicalConceptProperty","True","AESLIFE","True","BiomedicalConceptProperty_18","45be72fc-917a-4951-ba08-20221646b2a7","AESLIFE"
"text","BiomedicalConceptProperty","True","AESOD","True","BiomedicalConceptProperty_19","f854c249-0196-4908-baab-885e56f25bb9","AESOD"
"text","BiomedicalConceptProperty","True","AESMIE","True","BiomedicalConceptProperty_20","4da8a765-f8cc-4921-862f-c73925e97107","AESMIE"
"text","BiomedicalConceptProperty","True","AECONTRT","True","BiomedicalConceptProperty_21","0ed80f97-1e34-4761-a0a2-59130c3167e3","AECONTRT"
"datetime","BiomedicalConceptProperty","True","AESTDTC","True","BiomedicalConceptProperty_22","732886e3-e16d-462d-8a28-c5402b6b734a","AESTDTC"
"datetime","BiomedicalConceptProperty","True","AEENDTC","True","BiomedicalConceptProperty_23","f7a2f87d-3ee2-4df7-b8b3-8b25d5dcd419","AEENDTC"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_24","f0456ad8-6dd9-4bd5-93f7-4442de22ff74","VSTESTCD"
"integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_25","6c454178-7a0d-4b9c-87a8-eb9adafc4d9f","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_26","8892abd8-e57c-4ab4-b999-1e83d2d0bde8","VSORRESU"
"","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_27","cd98e5f4-24d2-47e0-900c-01b799e7859b","VSPOS"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_28","d0852f19-5c80-436f-8c97-a6671b7ed423","VSLOC"
"","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_29","67283e00-fe56-4058-b3c2-c9e600b87c48","VSLAT"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_30","669214a9-f7cb-4a1a-98e0-f3cc9b77823e","VSTESTCD"
"integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_31","78c4937e-7e50-4fc8-a4f8-9da9fbc33198","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_32","40450105-c220-46b3-ab24-14f42e14d194","VSORRESU"
"","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_33","398be86c-208b-4b40-8116-27a0333792a0","VSPOS"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_34","5a4e7642-bec5-4c75-9e46-d6fb66455116","VSLOC"
"","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_35","aa584239-ede5-4c7f-a9fc-06b86aecb7f2","VSLAT"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_36","31800389-e17c-4e4c-b5df-f97f28233bdd","VSTESTCD"
"float","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_37","2e6ce135-092f-4401-93ed-7cdc561982cf","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_38","b1b4dfdf-c947-411a-a488-3920b227a026","VSORRESU"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_39","5d44c507-94f0-4a1e-868f-10c0fa9d2432","VSLOC"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_40","582d6370-b293-42eb-a1d0-c294b0ef08fe","VSTESTCD"
"float","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_41","3065bb2f-c7e1-46f7-bfeb-b40c95e4cb61","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_42","e9484029-1b37-46d5-9030-34f35987f34e","VSORRESU"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_43","9932e9c9-9b49-4d7d-860e-c29a729bb480","VSTESTCD"
"float","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_44","c892178d-6361-4484-85f9-b49d30c59ea2","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_45","83b872e0-ab8b-49e2-907d-da00ab5f71cb","VSORRESU"
"","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_46","b4e3a03a-24c0-4c8f-b739-b64a991b646a","LBTESTCD"
"float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_47","d3f4bb3a-c8d3-4eff-8d4d-e68f450cf4f7","LBORRES"
"","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_48","613540de-fe8a-4ae1-9529-fe782729901f","LBORRESU"
"","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_49","d5e4662c-0185-47ce-a3d0-b95ee5708e08","LBSPEC"
"","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_50","1fbca8e4-6280-48c4-8540-92cd3caf9da9","LBFAST"
"","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_51","88fe181e-b677-4d90-a4f6-dae46d34f5a2","LBTESTCD"
"text","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_52","774c7659-c2ca-4305-96de-dd9fc868f6e3","LBORRES"
"","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_53","6e5653f3-201e-444e-8b24-589567581641","LBSPEC"
"","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_54","218f65e7-e59d-4c6a-89b3-9aae81c2ca92","LBFAST"
"","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_55","9cd9ee65-cf7b-4dd4-b576-f97379ae3c21","LBTESTCD"
"float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_56","702333d4-e6be-4802-a590-0edddce36f18","LBORRES"
"","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_57","1360e677-3988-476c-b2d2-11e8ee069633","LBORRESU"
"","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_58","ef8bb672-7619-43fc-8ae6-d59455083078","LBSPEC"
"","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_59","419aa632-4a1d-41d1-95fe-30375afb97d9","LBFAST"
"","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_60","9741e87a-971e-4d21-ac6a-6715d65a813d","LBTESTCD"
"float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_61","15f139d2-1ec5-473c-a613-f45e2aad3493","LBORRES"
"","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_62","dedcc189-22eb-4ca3-9a94-4008b116c0f6","LBORRESU"
"","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_63","6a974b28-0ce1-42f9-8848-c44731c5577a","LBSPEC"
"","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_64","147632c8-4275-4bf3-acaf-1da98a57cc27","LBFAST"
"","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_65","64d4c507-e0f8-4250-b668-7b348d1d3397","LBTESTCD"
"float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_66","9a3674a9-073e-4670-88f0-a28ca1d1acbd","LBORRES"
"","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_67","c6a26468-8ebb-41a1-8cc7-9ddb39446ef0","LBORRESU"
"","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_68","9c2b03e8-8216-468f-a144-826067105773","LBSPEC"
"","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_69","6c322f21-6310-4cae-96b3-1bb17239d446","LBFAST"
"","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_70","b32a83ba-3429-4463-b4cd-476c119dadd1","LBTESTCD"
"float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_71","8575b841-e0a6-43ce-84bb-5818c1a3f816","LBORRES"
"","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_72","ec757d31-6bce-43cb-b936-76557444402b","LBORRESU"
"","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_73","d9f0cc0a-90b6-4d55-86bd-4a66511b6888","LBSPEC"
"","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_74","f1404fb2-2dd9-4a8c-9c54-6570674689b3","LBFAST"
"","BiomedicalConceptProperty","True","LBTESTCD","True","BiomedicalConceptProperty_75","58157416-e753-49dd-87df-3735e411022d","LBTESTCD"
"float","BiomedicalConceptProperty","True","LBORRES","True","BiomedicalConceptProperty_76","05983eab-209b-4fef-9ca9-0d6cef463721","LBORRES"
"","BiomedicalConceptProperty","True","LBORRESU","True","BiomedicalConceptProperty_77","40ed45cd-95c7-470f-b6c5-1c89fde24987","LBORRESU"
"","BiomedicalConceptProperty","True","LBSPEC","True","BiomedicalConceptProperty_78","1824bc74-7c93-4a87-88f8-6b340eb859c4","LBSPEC"
"","BiomedicalConceptProperty","True","LBFAST","True","BiomedicalConceptProperty_79","092b2ece-746f-40d4-9eb7-7039e424e580","LBFAST"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_80","5d0b22f9-f2e0-476f-9539-dc2ac345a0d6","VSTESTCD"
"integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_81","c9373037-30fe-4619-82eb-1a114ffe978f","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_82","76c0209f-219c-422e-bd8f-f90adc72e695","VSORRESU"
"","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_83","21b53a2e-2dfb-4c31-9b82-ffed1ec4d5d9","VSPOS"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_84","f5130ac8-0b02-4d71-bf06-73c5092f16b0","VSLOC"
"","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_85","38f9acbc-fe10-41df-ae07-5b048bc06ea0","VSLAT"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_86","7ddd1e11-e849-426d-ba67-6591ce3cb9b6","VSTESTCD"
"integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_87","0e12eefe-5269-442e-8eb0-896c002c2cf9","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_88","4305e27d-59eb-48e7-8329-d76b33a0e72f","VSORRESU"
"","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_89","3a7d2eef-d60a-40cb-be0e-005950848f43","VSPOS"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_90","9473a27a-5c73-4948-9efd-09d9887a7aa5","VSLOC"
"","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_91","9400ded3-37e1-42d5-a169-f730c2f241d6","VSLAT"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_92","496cd6a2-0210-4187-ba3f-c78bfd3df7ba","VSTESTCD"
"integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_93","ae558cd3-94c3-4a32-9548-84302028bce9","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_94","c588f9a6-0645-45b1-ad1c-4af3a1adb450","VSORRESU"
"","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_95","636794d3-1b94-4f8f-941b-d1499972918f","VSPOS"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_96","b9791e8e-4887-4576-9d67-18ad5fe5b72e","VSLOC"
"","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_97","dd67faf2-3587-415e-98c9-6f1813cff14c","VSLAT"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_98","936a4648-ace0-4dc5-94e8-df5a30354174","VSTESTCD"
"integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_99","9f114062-ebc5-4912-a2e2-341a8a2b7dfd","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_100","01502b79-abb8-4bb5-9038-34c4a6f10071","VSORRESU"
"","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_101","065976a8-65ef-48c1-a6f7-365b939f9ab9","VSPOS"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_102","be7a37c8-b0bc-4f71-8a98-695a66a966f4","VSLOC"
"","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_103","73d54011-c895-4cda-91ee-cb9b665e11d6","VSLAT"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_104","f4b44d8e-25c9-48a3-a74e-e2299a21e5a8","VSTESTCD"
"integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_105","db927636-96aa-46e2-971f-d80d628c5010","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_106","06c8bc1c-d276-45c5-915d-445ab9093ac8","VSORRESU"
"","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_107","35702e17-5c69-4a89-81ac-65b0b7926efd","VSPOS"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_108","8964a827-4f99-466b-994d-409569660f61","VSLOC"
"","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_109","57e76ea7-e97e-43d6-ac79-ee6ab836d744","VSLAT"
"","BiomedicalConceptProperty","True","VSTESTCD","True","BiomedicalConceptProperty_110","fbfc584e-2a3b-4bf9-b19c-88b292d7a86c","VSTESTCD"
"integer","BiomedicalConceptProperty","True","VSORRES","True","BiomedicalConceptProperty_111","304884e3-6b10-40c8-8ac4-277662d83f5e","VSORRES"
"","BiomedicalConceptProperty","True","VSORRESU","True","BiomedicalConceptProperty_112","42f1c352-6835-45d7-b2ce-368b7d14b837","VSORRESU"
"","BiomedicalConceptProperty","True","VSPOS","True","BiomedicalConceptProperty_113","ff898626-3616-461b-bf00-d0325b2ddba7","VSPOS"
"","BiomedicalConceptProperty","True","VSLOC","True","BiomedicalConceptProperty_114","5b690566-517a-4ef9-983f-57c463fddb37","VSLOC"
"","BiomedicalConceptProperty","True","VSLAT","True","BiomedicalConceptProperty_115","c7618b5a-392e-4e72-a43d-92c621061a9a","VSLAT"
