"decode","id","uuid:ID","instanceType","codeSystemVersion","code","codeSystem"
"Clinic","Code_106","8fcf47a1-b6f7-447e-9ea6-9b8202a66ed9","Code","2023-12-15","C51282","http://www.cdisc.org"
"In Person","Code_107","84c2597b-5efc-49f3-8a20-8d65a83e8172","Code","2023-12-15","C175574","http://www.cdisc.org"
"Telephone Call","Code_108","b119eb9d-3e67-4701-83f6-e6ee37eba7a2","Code","2023-12-15","C171537","http://www.cdisc.org"
"Visit","Code_109","59887297-f648-4d77-8efb-c6a9372a61af","Code","2023-12-15","C25716","http://www.cdisc.org"
"Clinic","Code_110","59a8e103-2a4b-4af3-b932-9f9906a7da04","Code","2023-12-15","C51282","http://www.cdisc.org"
"In Person","Code_111","e9f9fe02-cb31-4e37-8f4e-c2d2bb5bce6d","Code","2023-12-15","C175574","http://www.cdisc.org"
"Telephone Call","Code_112","f45d079b-9415-4b31-af20-27b803371348","Code","2023-12-15","C171537","http://www.cdisc.org"
"Visit","Code_113","b711bc5b-73ef-4ab5-a032-9d1f042b24e0","Code","2023-12-15","C25716","http://www.cdisc.org"
"Clinic","Code_114","bbbf0fc7-7aff-4b9b-bafe-0f045bbdd351","Code","2023-12-15","C51282","http://www.cdisc.org"
"In Person","Code_115","7a9b7250-387d-41e1-867b-f0d68c8ecc8f","Code","2023-12-15","C175574","http://www.cdisc.org"
"Telephone Call","Code_116","d1c8d26f-a867-420c-9bfd-29eb307ebb3a","Code","2023-12-15","C171537","http://www.cdisc.org"
"Visit","Code_117","1ea194ae-64e9-4ce9-9651-f4a3b777a32a","Code","2023-12-15","C25716","http://www.cdisc.org"
"Clinic","Code_118","b205372a-bebf-4bc0-97f8-c33fd6d5fe20","Code","2023-12-15","C51282","http://www.cdisc.org"
"In Person","Code_119","425ee623-df79-4184-bd04-78f8262b64d2","Code","2023-12-15","C175574","http://www.cdisc.org"
"Visit","Code_120","0f09da5a-230d-4ecb-ace9-346e39cfbb38","Code","2023-12-15","C25716","http://www.cdisc.org"
"Clinic","Code_121","d4c06f58-34e8-446a-853d-1b22e6fe2700","Code","2023-12-15","C51282","http://www.cdisc.org"
"In Person","Code_122","8c83dee7-df53-4f39-95d6-7aed9eda9e48","Code","2023-12-15","C175574","http://www.cdisc.org"
"CT of head without contrast","Code_80","19d88f9a-973b-484c-b916-b305b227004c","Code","January 31, 2018","383371000119108","SNOMED"
"Subject Supine","Code_81","18ded01c-180d-4a89-a17e-a01fe1727daf","Code","12","123","SPONSOR"
"Subject Standing","Code_82","7e62cab7-e812-4f2c-9081-0668448012b3","Code","12","124","SPONSOR"
"Dictionary-derived Term","Code_429","689dc7e1-74fa-47f0-9194-a8d949177ff3","Code","2023-12-15","C82977","http://www.cdisc.org"
"Reported Event Term","Code_430","0d630a79-b81f-4d52-8f2c-a55e703aa3cd","Code","2023-12-15","C82571","http://www.cdisc.org"
"Observation Start Date Time","Code_431","469c36d3-453c-45e4-b3d4-f0f2333508bd","Code","2023-12-15","C82517","http://www.cdisc.org"
"Informed Consent","Code_432","0af06411-bab5-4132-a212-74ed0d9816d3","Code","2023-12-15","C16735","http://www.cdisc.org"
"Male","Code_433","cbe912a4-75ad-4e85-b4cf-787ba8558edf","Code","2023-12-15","C20197","http://www.cdisc.org"
"Female","Code_434","321ac33e-c244-44d3-b2f8-2f39744a7c36","Code","2023-12-15","C16576","http://www.cdisc.org"
"Sex","Code_435","812025f4-2526-4539-93ee-253ee06714d6","Code","2023-12-15","C28421","http://www.cdisc.org"
"Sex","Code_436","cc7fdf80-8c32-415f-9df5-a2af2d327374","Code","2023-12-15","C28421","http://www.cdisc.org"
"Race","Code_437","20ef9237-674b-4c75-9ea1-6677ef0937b6","Code","2023-12-15","C17049","http://www.cdisc.org"
"Race","Code_438","b7e90ed5-70fc-4598-a432-8a61f4b03382","Code","2023-12-15","C17049","http://www.cdisc.org"
"TEMP","Code_439","ab1da732-3843-45c4-8787-947a367e18e2","Code","2023-12-15","C174446","http://www.cdisc.org"
"Clinical Test Result","Code_440","0c449baf-8eb3-47f5-82a1-f43de48a1c46","Code","2023-12-15","C77140","http://www.cdisc.org"
"Degree Celsius","Code_441","d81b3c06-00fd-44d3-b3d9-4b5e9c2696d1","Code","2023-12-15","C42559","http://www.cdisc.org"
"Degree Fahrenheit","Code_442","51f5289c-79bf-4035-8431-afd88e5632f5","Code","2023-12-15","C44277","http://www.cdisc.org"
"Kelvin","Code_443","561e39d5-4f26-4e4a-99b7-1ff1c1edbca7","Code","2023-12-15","C42537","http://www.cdisc.org"
"Unit of Temperature","Code_444","1aa65c44-b7b5-4542-811c-51e3b3c22c76","Code","2023-12-15","C44276","http://www.cdisc.org"
"Axilla","Code_445","fad4830f-1145-4953-917b-1a8ce9c4eac2","Code","2023-12-15","C12674","http://www.cdisc.org"
"Ear","Code_446","bd28efec-d84c-4aeb-aa3e-eb5f9f954fb2","Code","2023-12-15","C12394","http://www.cdisc.org"
"Forehead","Code_447","436e49a0-f07e-40d7-98ed-7d0de751ec30","Code","2023-12-15","C89803","http://www.cdisc.org"
"Oral Cavity","Code_448","82c6f4c8-06e6-4c25-a02e-3c6c3bf0bca1","Code","2023-12-15","C12421","http://www.cdisc.org"
"Rectum","Code_449","5ec4be95-ba21-46a7-a818-1ef1d991c4cb","Code","2023-12-15","C12390","http://www.cdisc.org"
"Anatomic Site","Code_450","b93ddd98-8199-4599-917f-1786641e17fa","Code","2023-12-15","C13717","http://www.cdisc.org"
"TEMP","Code_451","51764915-dea9-45b5-832d-f94b61d4f4a6","Code","2023-12-15","C174446","http://www.cdisc.org"
"WEIGHT","Code_452","1c2dff94-7e98-42a6-aeaa-75499ebacd5b","Code","2023-12-15","C25208","http://www.cdisc.org"
"Clinical Test Result","Code_453","1c4bee7c-a7f2-4040-a110-d3a7f806a6a8","Code","2023-12-15","C77140","http://www.cdisc.org"
"Pound","Code_454","38299c46-5ee8-41a6-a39e-85b1ce5cc77f","Code","2023-12-15","C48531","http://www.cdisc.org"
"Gram","Code_455","f41155bb-2e1d-45ba-8b41-fac9fb84964c","Code","2023-12-15","C48155","http://www.cdisc.org"
"Kilogram","Code_456","b1a1abdd-89e5-430e-88a4-718581c5dfaf","Code","2023-12-15","C28252","http://www.cdisc.org"
"Unit of Weight","Code_457","1e763972-5db6-4687-bb6f-9b6fc565f4b7","Code","2023-12-15","C48208","http://www.cdisc.org"
"WEIGHT","Code_458","a7ede9dd-879e-47f3-a4f0-25119bab69f7","Code","2023-12-15","C25208","http://www.cdisc.org"
"HEIGHT","Code_459","ca709bee-3278-4503-8435-45e32e471592","Code","2023-12-15","C25347","http://www.cdisc.org"
"Clinical Test Result","Code_460","5cf93ac5-b8d4-4c03-8a62-1e3a865cf5ef","Code","2023-12-15","C77140","http://www.cdisc.org"
"Centimeter","Code_461","dd5a851f-95f0-435b-8504-bd98020004a7","Code","2023-12-15","C49668","http://www.cdisc.org"
"Inch","Code_462","cd8ab0a4-f6c9-4fbb-bc83-e1386276b510","Code","2023-12-15","C48500","http://www.cdisc.org"
"Meter","Code_463","36a37465-a673-45ad-8a9e-061ce2bc75db","Code","2023-12-15","C41139","http://www.cdisc.org"
"Unit of Height","Code_464","987df307-b92a-4caf-bea3-a6886b170c57","Code","2023-12-15","C168688","http://www.cdisc.org"
"HEIGHT","Code_465","560018f6-9d0e-4db7-a3e3-06a8a419ade2","Code","2023-12-15","C25347","http://www.cdisc.org"
"ALT","Code_466","a9371692-2f7f-4a92-b974-d3b001e3b034","Code","2023-12-15","C64433","http://www.cdisc.org"
"Laboratory Test Result","Code_467","0ec600be-af5d-4486-bd01-439e6ebf6411","Code","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","Code_468","e386471f-f722-4eec-95e0-52be82078a16","Code","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","Code_469","eede4e43-b926-4b09-b9a0-c67f05a2cb6e","Code","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","Code_470","e075acb1-2415-47b3-a6ae-74763d0af7b3","Code","2023-12-15","C67376","http://www.cdisc.org"
"Nanokatal per Liter","Code_471","3303f196-6074-438c-b757-e5b1e93bd53c","Code","2023-12-15","C70510","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_472","88e1dd11-c3d6-4276-a867-b29410ca5c3c","Code","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","Code_473","bd820894-0a76-4766-88cc-e69220e5e5ad","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_474","5dc494d5-f14e-4f86-b66d-5375991225d0","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_475","992767b4-cde4-4a5b-b849-78abd58cb8c4","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_476","8613ca53-4491-4663-884f-7c7739c89ed4","Code","2023-12-15","C83309","http://www.cdisc.org"
"ALT","Code_477","08f1644e-0cc8-4e4e-97e4-aaa762f4c626","Code","2023-12-15","C64433","http://www.cdisc.org"
"ALB","Code_478","3f9c5487-3785-4601-8787-a4c450c6ec30","Code","2023-12-15","C64431","http://www.cdisc.org"
"Laboratory Test Result","Code_479","ab3ac1d6-f667-42c2-8aee-fa50aa098d3c","Code","2023-12-15","C36292","http://www.cdisc.org"
"Biospecimen Type","Code_480","fa03fa21-740b-4781-ad8d-ea63995c8455","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_481","6b6af5ab-baec-4abe-bd0a-3b97065c75d2","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_482","dfbe6511-d0be-4937-95f0-6d36f941d842","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_483","cd3fd4df-0281-4563-8244-a65175fbe3cf","Code","2023-12-15","C83309","http://www.cdisc.org"
"ALB","Code_484","ab61a721-44d2-4768-bc7f-12a75207e7bc","Code","2023-12-15","C64431","http://www.cdisc.org"
"ALP","Code_485","4febda37-b787-4b42-901b-e0c45b3d6328","Code","2023-12-15","C64432","http://www.cdisc.org"
"Laboratory Test Result","Code_486","810c46b9-0bcd-4b23-adca-b6c035315629","Code","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","Code_487","89f708f9-6380-44f5-a51a-c0eb0dd030ad","Code","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","Code_488","85ebe85c-bb4f-4657-8e08-c6fd2796fbce","Code","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","Code_489","030c8511-8228-4e03-9bb4-e215083b6ad2","Code","2023-12-15","C67376","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_490","a98626ca-37e2-4827-9ae5-47cc38559f71","Code","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","Code_491","d4a9978b-571b-4c5d-8af1-385f10f4406a","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_492","10fff5c2-4a88-47c4-b750-c6630e30619b","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_493","72521f0f-882a-4110-ba8f-9b2a30dbbbd4","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_494","5db9b08d-98d8-4811-ab92-fbc05590dbe4","Code","2023-12-15","C83309","http://www.cdisc.org"
"ALP","Code_495","2af4c132-1678-4a3b-a7dd-cca06dc7fe8b","Code","2023-12-15","C64432","http://www.cdisc.org"
"AST","Code_496","f80aa66b-1b0a-4de0-b300-dffff73055e1","Code","2023-12-15","C64467","http://www.cdisc.org"
"Laboratory Test Result","Code_497","0d7125c1-4b24-482a-a5f0-caae5c4796c0","Code","2023-12-15","C36292","http://www.cdisc.org"
"Unit per Liter","Code_498","a84a4c25-ca8d-4b2c-b8c8-e62d1d7b514e","Code","2023-12-15","C67456","http://www.cdisc.org"
"Microkatal per Liter","Code_499","0d6768f9-b10b-4fd6-9dba-43f788ade2bd","Code","2023-12-15","C67397","http://www.cdisc.org"
"International Unit per Liter","Code_500","46bd4346-7c3a-4806-a65c-419a5208d72e","Code","2023-12-15","C67376","http://www.cdisc.org"
"Unit of Catalytic Activity Concentration","Code_501","c3896bbe-ebc9-41db-8f4e-e3955bce957d","Code","2023-12-15","C67365","http://www.cdisc.org"
"Biospecimen Type","Code_502","08995585-184a-45eb-b6c8-c9d159f3622a","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_503","9e124d0e-949f-4788-90d5-cfcee5caccc2","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_504","dd090243-a28a-4e33-96e5-bc5c336f56cb","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_505","c0c35802-1500-45eb-a2a6-ae8af030389f","Code","2023-12-15","C83309","http://www.cdisc.org"
"AST","Code_506","a3e0decb-bb32-41e4-ab50-65a6d5c1ac0f","Code","2023-12-15","C64467","http://www.cdisc.org"
"CREAT","Code_507","115efe75-539f-44a3-acd5-df4d1b7e8f53","Code","2023-12-15","C64547","http://www.cdisc.org"
"Laboratory Test Result","Code_508","20ea6289-1084-40cf-b7fe-cbc7ed9a2bfe","Code","2023-12-15","C36292","http://www.cdisc.org"
"Milligram per Deciliter","Code_509","23cd23c7-9828-47b1-937a-849418e26ffb","Code","2023-12-15","C67015","http://www.cdisc.org"
"Microgram per Milliliter","Code_510","bd5d83a4-1501-488d-9d6a-a2d967f0e41d","Code","2023-12-15","C64572","http://www.cdisc.org"
"Millimole per Liter","Code_511","783bea02-dda1-4bbc-a8f4-0f61dbf8b370","Code","2023-12-15","C64387","http://www.cdisc.org"
"Micromole per Liter","Code_512","70369d25-a962-4abc-87bf-89be0d90df05","Code","2023-12-15","C48508","http://www.cdisc.org"
"Unit of Concentration","Code_513","af3633f0-5a79-43bd-a750-3cb69b50b2d1","Code","2023-12-15","C48207","http://www.cdisc.org"
"Biospecimen Type","Code_514","c8d59464-23ea-4156-af56-a7badc81fca5","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_515","b5e81d52-f424-44de-a642-9e0b9b0f8724","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_516","f31e1e2b-d407-4ce5-ad0b-433fa3075554","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_517","537b9b8e-1028-456e-8b53-71e33a7891b4","Code","2023-12-15","C83309","http://www.cdisc.org"
"CREAT","Code_518","1d45f806-c740-4af5-9202-50b884466e7f","Code","2023-12-15","C64547","http://www.cdisc.org"
"K","Code_519","bc777487-56c4-4b57-a967-3b792aef317e","Code","2023-12-15","C64853","http://www.cdisc.org"
"Laboratory Test Result","Code_520","0dd9944e-271c-44aa-b08f-b8971851cce9","Code","2023-12-15","C36292","http://www.cdisc.org"
"Milliequivalent per Liter","Code_521","2bc95c7c-de22-4884-bee0-eb621dc4b398","Code","2023-12-15","C67474","http://www.cdisc.org"
"Milliequivalent per Deciliter","Code_522","490c8a8d-06f0-47c8-842c-e394c39ad71b","Code","2023-12-15","C67473","http://www.cdisc.org"
"Millimole per Liter","Code_523","4e1f7d17-ce46-428a-911f-55bedec813da","Code","2023-12-15","C64387","http://www.cdisc.org"
"Molarity Unit","Code_524","c4cf475a-f64e-4021-b098-3ede56bcfec1","Code","2023-12-15","C64567","http://www.cdisc.org"
"Biospecimen Type","Code_525","d04b19dc-47ec-486c-ab0f-7d1556ee335c","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_526","9a4d9b3a-7cf8-423e-86f2-59015153ddc9","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_527","bde09563-7a5c-40ce-b634-7a671f47c49c","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_528","4db97b42-708a-4d0b-9c75-ee7c697afe1c","Code","2023-12-15","C83309","http://www.cdisc.org"
"K","Code_529","b0bc6b57-925e-4d3a-89dc-3a73a6350800","Code","2023-12-15","C64853","http://www.cdisc.org"
"SODIUM","Code_530","b6b21c1b-923b-4c9d-85ba-45f8b11e56d6","Code","2023-12-15","C64809","http://www.cdisc.org"
"Laboratory Test Result","Code_531","b5e62733-6d54-4571-b0ed-f398d8434afe","Code","2023-12-15","C36292","http://www.cdisc.org"
"Milliequivalent per Liter","Code_532","5506dc1e-15d8-439d-8415-7c5fc4499c7b","Code","2023-12-15","C67474","http://www.cdisc.org"
"Milliequivalent per Deciliter","Code_533","908caca5-7e8c-4780-93b8-f2a34df4ca0d","Code","2023-12-15","C67473","http://www.cdisc.org"
"Millimole per Liter","Code_534","8828c445-87fa-4947-9f0a-d49ed79ec30f","Code","2023-12-15","C64387","http://www.cdisc.org"
"Molarity Unit","Code_535","b78af7eb-8bea-4184-b5d6-d042b00cba77","Code","2023-12-15","C64567","http://www.cdisc.org"
"Biospecimen Type","Code_536","ce161583-05aa-41f4-99fb-b52eb898563f","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_537","6bf186ae-6caa-4190-af70-4d433770b3de","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_538","5a409e64-5e88-4b32-ae61-8ca484fc6066","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_539","f3e64328-d996-48a1-bf05-b4ee6ea1f86a","Code","2023-12-15","C83309","http://www.cdisc.org"
"SODIUM","Code_540","3fabce5d-175c-4f4a-8d08-2a79a9cda751","Code","2023-12-15","C64809","http://www.cdisc.org"
"HBA1C","Code_541","e847082b-30ed-4e5e-bfca-66ab8ffd7bd0","Code","2023-12-15","C64849","http://www.cdisc.org"
"Laboratory Test Result","Code_542","a5204754-4195-4f2f-89f9-a903236ae156","Code","2023-12-15","C36292","http://www.cdisc.org"
"Gram per Deciliter","Code_543","ed4a3a7d-52d4-464a-bb07-1536834db69d","Code","2023-12-15","C64783","http://www.cdisc.org"
"LBORRESU","Code_544","b0f74897-e8ab-4f97-9674-6e83a9662fca","Code","2023-12-15","No Concept Code","http://www.cdisc.org"
"Biospecimen Type","Code_545","ec5446e1-a62a-4667-a852-7111d97dfcb3","Code","2023-12-15","C70713","http://www.cdisc.org"
"No","Code_546","2286741b-26c4-4fe0-886e-a0d884da7c7d","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_547","5590b9b5-4910-40c8-8ebc-7c6e842e2eea","Code","2023-12-15","C49488","http://www.cdisc.org"
"Laboratory Test Fasting Status","Code_548","69777483-1af7-4710-b506-aca7f673b5d4","Code","2023-12-15","C83309","http://www.cdisc.org"
"HBA1C","Code_549","a0929202-423b-4b5a-b0b7-bfa21514e0be","Code","2023-12-15","C64849","http://www.cdisc.org"
"Adverse Event Verbatim Description","Code_145","23297fff-cd88-49c9-a6c3-ab800f4a5998","Code","2023-12-15","C78541","http://www.cdisc.org"
"Adverse Event Dictionary Derived Term","Code_146","d3307858-49c7-4af1-a928-8a5b78f55882","Code","2023-12-15","C83344","http://www.cdisc.org"
"No","Code_147","8b470d62-9f60-4437-9b22-446f3876859c","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_148","91307b9c-842e-4a78-afa9-04225d1bf1e6","Code","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Pre-specified","Code_149","df9530a3-4219-40bd-add1-4c688668880e","Code","2023-12-15","C87840","http://www.cdisc.org"
"Adverse Event Location","Code_150","0b72ced2-f2df-4a68-b90b-31a3fef743db","Code","2023-12-15","C83205","http://www.cdisc.org"
"Severity of Adverse Event","Code_151","5ec6341f-e619-45be-ab7c-4197ce9e8d00","Code","2023-12-15","C53253","http://www.cdisc.org"
"No","Code_152","5726c5bc-5294-47bc-8a9c-e7842aee8709","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_153","635dcbd9-4351-4e7e-aad6-e7d1be9afb7d","Code","2023-12-15","C49488","http://www.cdisc.org"
"Seriousness of Adverse Event","Code_154","8ff71acf-f630-45e2-8299-aa70c7bd14b5","Code","2023-12-15","C53252","http://www.cdisc.org"
"Adverse Event Action Taken with Study Treatment","Code_155","65fbb19b-e465-4c0e-a12f-dc2b3724c05d","Code","2023-12-15","C83013","http://www.cdisc.org"
"Other Actions taken in Response to Adverse Event","Code_156","9c27235f-1eb8-4031-986a-bd4fc3ed9681","Code","2023-12-15","C83109","http://www.cdisc.org"
"Adverse Event Attribution to Product or Procedure","Code_157","dd6bac7a-97a1-41eb-8a41-c6b3ba34e337","Code","2023-12-15","C41358","http://www.cdisc.org"
"Adverse Event Relationship to Non Study Treatment","Code_158","cec2a201-649e-48ff-8449-24343bb17771","Code","2023-12-15","C83210","http://www.cdisc.org"
"Adverse Event Pattern","Code_159","6fe5a783-327e-4ef5-a025-93a423b0a13f","Code","2023-12-15","C83208","http://www.cdisc.org"
"Adverse Event Outcome","Code_160","a2852de5-61f8-4001-b8ea-5e65e9276a53","Code","2023-12-15","C49489","http://www.cdisc.org"
"No","Code_161","6f8f23ab-efcc-4202-9615-6f069bfd591d","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_162","a7070ccb-3de5-42f3-99e0-b4954e7faa83","Code","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Involves Cancer","Code_163","d24dd00a-05e6-48f9-b83a-27f985ce185e","Code","2023-12-15","C83211","http://www.cdisc.org"
"No","Code_164","06c449e8-f7ab-442c-9d37-65527364115c","Code","2023-12-15","C49487","http://www.cdisc.org"
"Yes","Code_165","b2283fbf-dbe4-4b21-af78-75cf87d109aa","Code","2023-12-15","C49488","http://www.cdisc.org"
"Adverse Event Seriousness Due to Congenital Anomaly","Code_166","f9db8754-44f5-49dd-ba35-d6d7bf2b7bf7","Code","2023-12-15","C83117","http://www.cdisc.org"
"No","Code_167","6cb7af36-855d-4dac-b38d-0277ef61e9b0","Code","2023-12-15","C49487","http://www.cdisc.org"
