"id:ID","codeSystem","decode","uuid","code","codeSystemVersion","id"
"79","http://www.cdisc.org","Millimeter","c2876579-f694-4779-af09-37dc3976706d","C28251","2023-09-29","Code_258"
"80","http://www.cdisc.org","Meter","badbc37e-f994-4322-bbc8-6e8ecd4620b2","C41139","2023-09-29","Code_259"
"81","NCI Thesaurus","Unit of Height","aba132ad-16a1-4de9-a98e-bf3b9acd5d0a","C168688","","Code_260"
"82","NCI Thesaurus","Body Height","bca6ded5-7e2a-4c6e-ae64-380dcf0d0cca","C164634","","Code_254"
"83","NCI Thesaurus","Laboratory Test Result","90859528-8268-432f-9f4d-11e6f06b050b","C36292","","Code_262"
"84","NCI Thesaurus","Laboratory Test Fasting Status","75122c63-6265-4b73-b8fb-eaca06ea0e0a","C83309","","Code_263"
"85","NCI Thesaurus","Unit of Catalytic Activity Concentration","767042e4-d87e-4b3e-8f7b-21bf4744eab0","C67365","","Code_264"
"86","NCI Thesaurus","Biospecimen Type","a6c3f476-1a7b-4eb4-a5a4-6db4ead1fbe6","C70713","","Code_265"
"87","NCI Thesaurus","Alanine Aminotransferase Measurement","11642a5d-b5ab-49b5-8c77-2efebcb1033f","C64433","","Code_261"
"88","NCI Thesaurus","Laboratory Test Result","2c7a2aee-3e0c-4d9e-9300-52a33c736ce9","C36292","","Code_267"
"89","NCI Thesaurus","Laboratory Test Fasting Status","4e3d51bc-d705-451b-a491-80310acd65d9","C83309","","Code_268"
"90","NCI Thesaurus","Unit of Concentration","4ae55936-6f1a-40f4-ab44-e9379cfa6b69","C48207","","Code_269"
"91","NCI Thesaurus","Biospecimen Type","9512e1df-0a87-439c-81b2-19396cc23c29","C70713","","Code_270"
"92","NCI Thesaurus","Albumin Measurement","88905486-ef50-405c-b273-38c51971eb86","C64431","","Code_266"
"93","NCI Thesaurus","Laboratory Test Result","1193d2cb-e4b1-4c9a-954f-d0f65c2239c6","C36292","","Code_272"
"94","NCI Thesaurus","Laboratory Test Fasting Status","78dfc0e2-cbc6-45fe-906f-0a123e7f1d10","C83309","","Code_273"
"95","NCI Thesaurus","Unit of Catalytic Activity Concentration","f3ead9cb-c87f-4b2e-a849-b3e95093f4ce","C67365","","Code_274"
"96","NCI Thesaurus","Biospecimen Type","d8e51027-2788-40ab-9685-a9d2fd7284c3","C70713","","Code_275"
"97","NCI Thesaurus","Alkaline Phosphatase Measurement","24b00fea-9bc4-4220-83aa-cd2e1b0f31d2","C64432","","Code_271"
"98","NCI Thesaurus","Laboratory Test Result","4ddfa6e5-8c03-41ba-8973-b8cc58449d64","C36292","","Code_277"
"99","NCI Thesaurus","Laboratory Test Fasting Status","05abc6a6-e7d7-47ae-b234-8e59c19572a2","C83309","","Code_278"
"100","NCI Thesaurus","Unit of Catalytic Activity Concentration","85df15e2-4f15-454d-bfa8-f9413bcba08e","C67365","","Code_279"
"101","NCI Thesaurus","Biospecimen Type","16d392cb-f9c7-4f73-85a4-6359131905d3","C70713","","Code_280"
"102","NCI Thesaurus","Aspartate Aminotransferase Measurement","1522e61b-e53b-4f6b-b64c-b11b3daf0896","C64467","","Code_276"
"103","NCI Thesaurus","Laboratory Test Result","48f47f05-245c-4b86-a84a-595bb9317237","C36292","","Code_282"
"104","NCI Thesaurus","Laboratory Test Fasting Status","2cd3a094-98db-4e1f-a8ea-e33d41537599","C83309","","Code_283"
"105","NCI Thesaurus","Unit of Concentration","5f1da981-0ddb-4329-a434-3b173e9cf9c1","C48207","","Code_284"
"106","NCI Thesaurus","Biospecimen Type","2eb28621-f88f-4c65-89d3-9cd111471154","C70713","","Code_285"
"107","NCI Thesaurus","Creatinine Measurement","028917e8-9557-4676-a2df-5fbc7a326b52","C64547","","Code_281"
"108","NCI Thesaurus","Laboratory Test Result","adbb935a-fa12-40ce-bca1-055ef17c2767","C36292","","Code_287"
"109","NCI Thesaurus","Laboratory Test Fasting Status","3a0dc9e7-7bbc-4a7e-be5b-0196186d9a6e","C83309","","Code_288"
"110","NCI Thesaurus","Molarity Unit","9c440fd3-816b-4bd0-a4e9-99f6cb8459d2","C64567","","Code_289"
"111","NCI Thesaurus","Biospecimen Type","88881e60-b303-477c-bbb5-8fcfb54ed4c3","C70713","","Code_290"
"112","NCI Thesaurus","Potassium Measurement","e5ea0115-f32e-4cf1-90aa-107db2c5af23","C64853","","Code_286"
"113","NCI Thesaurus","Laboratory Test Result","a62f8eb9-7d55-4d70-91ad-da0d2d1a6aa6","C36292","","Code_292"
"114","NCI Thesaurus","Laboratory Test Fasting Status","82fe5e53-95d6-4720-991a-f90254c5ed05","C83309","","Code_293"
"115","NCI Thesaurus","Molarity Unit","5287119d-b13c-4975-ba57-b641a1cd787b","C64567","","Code_294"
"116","NCI Thesaurus","Biospecimen Type","761a8ae8-b79d-463c-bae7-9f4550c8f491","C70713","","Code_295"
"117","NCI Thesaurus","Sodium Measurement","16f6b619-3f6f-429e-9fcf-3f489170c9ca","C64809","","Code_291"
"118","NCI Thesaurus","Adverse Event Verbatim Description","db848a4b-b31a-44aa-90b2-9ef64f751748","C78541","","Code_126"
"119","NCI Thesaurus","Adverse Event Dictionary Derived Term","1d4232ad-3332-4e5d-bc13-57e2ce5ebe0e","C83344","","Code_127"
"120","NCI Thesaurus","Adverse Event Category","383f3ec3-9cea-42af-b60a-671e9e4ea260","C83198","","Code_128"
"121","NCI Thesaurus","Adverse Event Subcategory","824c355e-c7c1-4cb2-9941-614135f77214","C83212","","Code_129"
"122","NCI Thesaurus","Adverse Event Pre-specified","c77ee27e-c34d-4b78-8d50-ca941afa69d6","C87840","","Code_130"
"123","NCI Thesaurus","Severity of Adverse Event","e492f354-6cec-45d0-8f6a-2538056effa5","C53253","","Code_131"
"124","NCI Thesaurus","Adverse Event Toxicity Grade","fa09426e-0a89-4b36-a889-5a699c767ead","C78605","","Code_132"
"125","NCI Thesaurus","Seriousness of Adverse Event","fd34a6cf-65dd-4639-a7d5-59c6001b967f","C53252","","Code_133"
"126","http://www.cdisc.org","Unknown","e932708f-b030-4465-93eb-7d6953560624","C17998","2023-09-29","Code_134"
"127","NCI Thesaurus","Adverse Event Action Taken with Study Treatment","923b0486-fe0b-4e5e-9e06-84b94957aac4","C83013","","Code_135"
"128","NCI Thesaurus","Adverse Event Attribution to Product or Procedure","d697361a-4c0c-4bd9-a29c-bfa687be1d63","C41358","","Code_136"
"129","NCI Thesaurus","Adverse Event Pattern","8f06f816-61c6-47af-b85d-d56df457daa6","C83208","","Code_137"
"130","http://www.cdisc.org","Unknown","7b522718-cd45-4bb3-91cd-f3c7dd7da4ed","C17998","2023-09-29","Code_138"
"131","NCI Thesaurus","Adverse Event Outcome","d4b6cbc0-eb49-45fb-9d80-1e6287bfbd71","C49489","","Code_139"
"132","NCI Thesaurus","Adverse Event Start Date Time","269da442-70fb-49e0-8e92-4cc94870ad48","C83215","","Code_140"
"133","NCI Thesaurus","Adverse Event End Date Time","a8fa85b7-56bb-4e3a-bed8-5e53abb12b8f","C83201","","Code_141"
"134","NCI Thesaurus","Adverse Event","123a54ac-7c7e-4dda-82b0-696c4521f5e7","C41331","","Code_125"
"135","NCI Thesaurus","Vital Signs Result","f89488bb-1f23-40b7-8855-b3fb78107d4e","C173522","","Code_143"
"136","http://www.cdisc.org","Pascal","b5098f19-fdd6-49b7-8fad-953b1dc64a58","C42547","2023-09-29","Code_144"
"137","NCI Thesaurus","Unit of Pressure","10da67d9-9957-4fe3-9a3b-81fbfba75cf3","C49669","","Code_145"
"138","NCI Thesaurus","Vital Signs Location","6fbf6603-d158-458c-919f-a593420b1862","C83088","","Code_146"
"139","NCI Thesaurus","Vital Signs Laterality","578eae6a-8c6b-4f43-93c4-6c84d9b15aae","C123975","","Code_147"
"140","NCI Thesaurus","Test Method","b90d0d97-7c6b-4ec3-ad03-80c94aec6ee4","C82535","","Code_148"
"141","NCI Thesaurus","Vital Signs Position","cafa256a-a691-4c25-be05-11804d7c9cea","C83114","","Code_149"
"142","NCI Thesaurus","Systolic Blood Pressure","918bb5df-aedc-4503-a0ba-49b6a1956e11","C25298","","Code_142"
"143","NCI Thesaurus","Vital Signs Result","1bd67c3d-f3c8-421c-91d8-8271ae15d535","C173522","","Code_151"
"144","http://www.cdisc.org","Pascal","ce27d84c-65ea-4b40-b4b4-3a342c9e90c3","C42547","2023-09-29","Code_152"
"145","NCI Thesaurus","Unit of Pressure","3522b75a-9664-4feb-864f-db509d135bcb","C49669","","Code_153"
"146","NCI Thesaurus","Vital Signs Location","7cf8ec75-8a9d-46c0-9b23-f902adca95ee","C83088","","Code_154"
"147","NCI Thesaurus","Vital Signs Laterality","2e574621-d150-439a-ad9b-6628e4392fb7","C123975","","Code_155"
"148","NCI Thesaurus","Test Method","4e05b641-cb09-4677-9a51-3ef9de8d76d4","C82535","","Code_156"
"149","NCI Thesaurus","Vital Signs Position","7090c5dc-f0a4-40db-962c-1339144348b8","C83114","","Code_157"
"150","NCI Thesaurus","Diastolic Blood Pressure","407c1749-87c6-441d-b927-322de46f173f","C25299","","Code_150"
"151","NCI Thesaurus","Vital Signs Result","5e8bde79-3d73-4ba8-aab9-57b1279e37b3","C173522","","Code_159"
"152","http://www.cdisc.org","Kelvin","dcc2bdfb-ed4e-48f6-969b-be88344c2c3e","C42537","2023-09-29","Code_160"
"153","NCI Thesaurus","Unit of Temperature","b1bceff0-5e2f-4c8c-85e9-8c03b85e89c5","C44276","","Code_161"
"154","NCI Thesaurus","Vital Signs Location","56a99b7a-a7e2-4266-b4b8-63375445a15f","C83088","","Code_162"
"155","NCI Thesaurus","Body Temperature","b83520a6-1364-45b7-a3e3-84ee35a0091a","C174446","","Code_158"
"156","NCI Thesaurus","Vital Signs Result","e13f95fe-a1bd-4952-9019-7872dfaceb52","C173522","","Code_164"
"157","http://www.cdisc.org","Kilogram","c9737663-cb16-4822-8a3d-25487c7d97db","C28252","2023-09-29","Code_165"
"158","http://www.cdisc.org","Gram","a717906d-dbab-4a40-b48c-84090f6ed3b5","C48155","2023-09-29","Code_166"
"159","http://www.cdisc.org","Pound","28242a8d-b456-4f3a-8fde-ed61c410439b","C48531","2023-09-29","Code_167"
"160","NCI Thesaurus","Unit of Weight","2b587863-c9bd-4b4a-a0f4-bbbfef50521d","C48208","","Code_168"
"161","NCI Thesaurus","Body Weight","3461fa3a-6ac6-4d4a-930f-4a5b1da8ab73","C81328","","Code_163"
"162","NCI Thesaurus","Vital Signs Result","e958a807-b0f9-415f-ad7b-d9d806d4822d","C173522","","Code_170"
"163","http://www.cdisc.org","Centimeter","dcb39264-e4e8-4911-9a9c-3d7e8fbdd1d3","C49668","2023-09-29","Code_171"
"164","http://www.cdisc.org","Inch","8247def5-83c1-4d15-bc81-39edca3b4e16","C48500","2023-09-29","Code_172"
"165","http://www.cdisc.org","Millimeter","4f19ce94-56a2-4a78-a038-ed0994661779","C28251","2023-09-29","Code_173"
"166","http://www.cdisc.org","Meter","bef70903-8b64-4e7d-9b9e-0b8417cf431e","C41139","2023-09-29","Code_174"
"167","NCI Thesaurus","Unit of Height","fc483050-0a59-4460-a1b6-4cab4c554ade","C168688","","Code_175"
"168","NCI Thesaurus","Body Height","68d74f43-1f9a-4378-93b7-04c0a88b29e1","C164634","","Code_169"
"169","NCI Thesaurus","Laboratory Test Result","f615c068-05a9-43a3-8f03-567e58a6396c","C36292","","Code_177"
"170","NCI Thesaurus","Laboratory Test Fasting Status","d7c12273-9c47-4e18-8381-cc01f941ecb5","C83309","","Code_178"
"171","NCI Thesaurus","Unit of Catalytic Activity Concentration","44b22a85-d8a4-47bd-8b15-68f8b372ff4e","C67365","","Code_179"
"172","NCI Thesaurus","Biospecimen Type","e4336bb7-6bba-4eff-98e9-a08cd6c4b87c","C70713","","Code_180"
"173","NCI Thesaurus","Alanine Aminotransferase Measurement","6250af11-0cd2-483e-b4af-bfe896bd51ef","C64433","","Code_176"
"174","NCI Thesaurus","Laboratory Test Result","53c07ce0-c9b1-44ba-b4b1-9bfac682584c","C36292","","Code_182"
"175","NCI Thesaurus","Laboratory Test Fasting Status","47fe5dad-2011-4dbf-9496-6d1e1edc0134","C83309","","Code_183"
"176","NCI Thesaurus","Unit of Concentration","9cb034de-ca61-4ed2-b9b7-25813b5c9f09","C48207","","Code_184"
"177","NCI Thesaurus","Biospecimen Type","3b436821-712c-48f5-8775-934452662386","C70713","","Code_185"
"178","NCI Thesaurus","Albumin Measurement","6b271837-77e4-401e-ac14-3cd943bff118","C64431","","Code_181"
"179","NCI Thesaurus","Laboratory Test Result","953c83de-fa30-4986-9885-e46da2629f06","C36292","","Code_187"
"180","NCI Thesaurus","Laboratory Test Fasting Status","2d3c9d5d-f154-41e0-936e-d956cb3ce316","C83309","","Code_188"
"181","NCI Thesaurus","Unit of Catalytic Activity Concentration","62a22871-afff-4460-a620-7b98edcd5030","C67365","","Code_189"
"182","NCI Thesaurus","Biospecimen Type","5bf28a0a-28b4-40b6-84ff-89013dcc1202","C70713","","Code_190"
"183","NCI Thesaurus","Alkaline Phosphatase Measurement","014ff99c-fea1-491e-ac95-0fdf9b100893","C64432","","Code_186"
"184","NCI Thesaurus","Laboratory Test Result","a9ebd847-fa91-45ce-86f0-d24f7192216f","C36292","","Code_192"
"185","NCI Thesaurus","Laboratory Test Fasting Status","347fa074-fbd5-46a0-8011-c8b940139f4c","C83309","","Code_193"
"186","NCI Thesaurus","Unit of Catalytic Activity Concentration","6d4f37ed-a0c6-4d61-bd38-34f125214766","C67365","","Code_194"
"187","NCI Thesaurus","Biospecimen Type","9737ccd8-c8b8-483d-95f1-9b53ea303b29","C70713","","Code_195"
"188","NCI Thesaurus","Aspartate Aminotransferase Measurement","263f0fc3-68c8-47a5-9407-f36aa144131a","C64467","","Code_191"
"189","NCI Thesaurus","Laboratory Test Result","47d38354-55af-4481-88aa-cfc99efb247d","C36292","","Code_197"
"190","NCI Thesaurus","Laboratory Test Fasting Status","c2a55738-df5d-4d7f-a4a8-0b93a2ed3009","C83309","","Code_198"
"191","NCI Thesaurus","Unit of Concentration","2389913a-1591-4733-bdfe-86825f8e047a","C48207","","Code_199"
"192","NCI Thesaurus","Biospecimen Type","c182a7ea-f6a2-4335-99fa-f489d882ae22","C70713","","Code_200"
"193","NCI Thesaurus","Creatinine Measurement","c573236c-0535-47c6-a461-1f1900016740","C64547","","Code_196"
"194","NCI Thesaurus","Laboratory Test Result","4ec238a8-d6d9-4f85-8079-e52325e28507","C36292","","Code_202"
"195","NCI Thesaurus","Laboratory Test Fasting Status","cec3843c-347b-4d0a-8df7-b60cf491aa98","C83309","","Code_203"
"196","NCI Thesaurus","Molarity Unit","ed141b5f-c132-40c0-ab6a-4b4fb74ed940","C64567","","Code_204"
"197","NCI Thesaurus","Biospecimen Type","1cc431f4-b072-42b2-8c82-5b9b825189bb","C70713","","Code_205"
"198","NCI Thesaurus","Potassium Measurement","04e615ad-92aa-428a-90dd-769cfe103c6d","C64853","","Code_201"
"199","NCI Thesaurus","Laboratory Test Result","944a0c84-f51c-47bf-8a55-c3127f8d0276","C36292","","Code_207"
"200","NCI Thesaurus","Laboratory Test Fasting Status","3d0aaa51-d65f-43c9-bf34-46c56236aa1a","C83309","","Code_208"
"201","NCI Thesaurus","Molarity Unit","4df047ae-f8b6-497b-96b8-f04248bf531f","C64567","","Code_209"
"202","NCI Thesaurus","Biospecimen Type","9bd1fcbd-0ec9-44a2-b1ed-f9cde689dfc1","C70713","","Code_210"
"203","NCI Thesaurus","Sodium Measurement","e7f6ade1-3d6e-4f9d-96e0-505db2fcaa12","C64809","","Code_206"
"204","NCI Thesaurus","Vital Signs Result","a66b01e8-cc91-45d4-b8e3-62dd5e170faf","C173522","","Code_212"
"205","http://www.cdisc.org","Pascal","03b21f61-63b3-4173-ae5f-133bf63c1209","C42547","2023-09-29","Code_213"
"206","NCI Thesaurus","Unit of Pressure","16176958-7396-47a4-ab36-24c839680f23","C49669","","Code_214"
"207","NCI Thesaurus","Vital Signs Location","83285459-7907-4b6e-9b1e-9ec281ef7563","C83088","","Code_215"
"208","NCI Thesaurus","Vital Signs Laterality","a1014bf2-9ddf-405a-acfd-e0b582ae32e8","C123975","","Code_216"
"209","NCI Thesaurus","Test Method","92a5d5be-b876-4823-aa2f-805dda83f491","C82535","","Code_217"
"210","NCI Thesaurus","Vital Signs Position","1f524ddb-cf57-4795-949f-929b72f33f68","C83114","","Code_218"
"211","NCI Thesaurus","Systolic Blood Pressure","4bfa4cb7-6aaf-4757-a235-5723d91ccd8f","C25298","","Code_211"
"212","NCI Thesaurus","Vital Signs Result","38679f8b-e0a8-4f12-a106-938a08aeadd1","C173522","","Code_220"
"213","http://www.cdisc.org","Pascal","8475c42b-d215-446b-b371-8e04a08e02fc","C42547","2023-09-29","Code_221"
"214","NCI Thesaurus","Unit of Pressure","c3d7eeb6-6b47-4816-828a-3145d43cfa98","C49669","","Code_222"
"215","NCI Thesaurus","Vital Signs Location","5479960f-0990-4291-9f4e-2445f015cb16","C83088","","Code_223"
"216","NCI Thesaurus","Vital Signs Laterality","78963e58-827b-4df0-ab12-001672f1003b","C123975","","Code_224"
"217","NCI Thesaurus","Test Method","885f0fcb-f5b0-4c8e-9a1e-bc486fede02e","C82535","","Code_225"
"218","NCI Thesaurus","Vital Signs Position","2dbf05d1-8112-49e0-ad61-cc039e62802a","C83114","","Code_226"
"219","NCI Thesaurus","Diastolic Blood Pressure","9cbca4fb-1b47-46eb-a502-9a4a7d2fa1b0","C25299","","Code_219"
"220","NCI Thesaurus","Vital Signs Result","5d48eb87-c8a1-4b07-8b18-4e4902c2a30b","C173522","","Code_228"
"221","http://www.cdisc.org","Pascal","a2bef719-f9a1-4fe5-a0ca-ef3040ac3408","C42547","2023-09-29","Code_229"
"222","NCI Thesaurus","Unit of Pressure","a1bf54c8-aa4a-45c4-83a1-6ccd7b8501ab","C49669","","Code_230"
"223","NCI Thesaurus","Vital Signs Location","22fbcf57-6a86-4b96-9143-fd99b865a048","C83088","","Code_231"
