"id:ID","bcPropertyResponseCodes","label","name","uuid","bcPropertyEnabled","bcPropertyDatatype","bcPropertyRequired","id"
"573","[]","Laboratory Test Result","Laboratory Test Result","64719468-fcd3-4136-8ae3-91906c8a88b3","True","decimal","True","BiomedicalConceptProperty_113"
"574","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","c03df17a-3516-49d7-b033-c65e6220ec82","True","boolean","True","BiomedicalConceptProperty_114"
"575","[]","Molarity Unit","Molarity Unit","5a65429d-8ff7-44f1-bf64-821799264c1c","True","string","True","BiomedicalConceptProperty_115"
"576","[]","Biospecimen Type","Biospecimen Type","aee62c00-cecd-4407-8404-a7fb33d2d820","True","string","True","BiomedicalConceptProperty_116"
"577","[]","Laboratory Test Result","Laboratory Test Result","84bd3b92-72eb-4160-8778-76e498f7dfd2","True","decimal","True","BiomedicalConceptProperty_117"
"578","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","f191c813-91cc-4aa0-b9f7-a9361f489496","True","boolean","True","BiomedicalConceptProperty_118"
"579","[]","Molarity Unit","Molarity Unit","c96ecedd-6d5d-4763-ad58-e3fc1bf02e5d","True","string","True","BiomedicalConceptProperty_119"
"580","[]","Biospecimen Type","Biospecimen Type","5bea758e-d32c-4786-a446-7ff5709c4b79","True","string","True","BiomedicalConceptProperty_120"
"581","[]","Adverse Event Verbatim Description","Adverse Event Verbatim Description","f35fb60f-2660-4816-8d55-752ca30f2cc0","True","string","True","BiomedicalConceptProperty_1"
"582","[]","Adverse Event Dictionary Derived Term","Adverse Event Dictionary Derived Term","604cccbf-411a-407b-954c-e1adb0ca6e20","True","string","True","BiomedicalConceptProperty_2"
"583","[]","Adverse Event Category","Adverse Event Category","cf4c3014-49ab-4521-83ad-58a337f196ae","True","string","True","BiomedicalConceptProperty_3"
"584","[]","Adverse Event Subcategory","Adverse Event Subcategory","146d12fe-a85b-4e78-a5db-79c776628e30","True","string","True","BiomedicalConceptProperty_4"
"585","[]","Adverse Event Pre-specified","Adverse Event Pre-specified","c591bdfd-8814-47fd-98ea-f2cb5d6c9093","True","boolean","True","BiomedicalConceptProperty_5"
"586","[]","Severity of Adverse Event","Severity of Adverse Event","d801b8a6-9196-4e99-bc66-fc146c4f2ccb","True","string","True","BiomedicalConceptProperty_6"
"587","[]","Adverse Event Toxicity Grade","Adverse Event Toxicity Grade","dc0283d7-37a8-4740-a64a-6307c6af2c39","True","string","True","BiomedicalConceptProperty_7"
"588","[]","Seriousness of Adverse Event","Seriousness of Adverse Event","a11b5fac-59d4-4c9c-8fae-b5379ca27c40","True","boolean","True","BiomedicalConceptProperty_8"
"589","","Adverse Event Action Taken with Study Treatment","Adverse Event Action Taken with Study Treatment","334b2fa6-404d-4922-ac2f-1fd5a7ef0d5f","True","string","True","BiomedicalConceptProperty_9"
"590","[]","Adverse Event Attribution to Product or Procedure","Adverse Event Attribution to Product or Procedure","908a1ee6-1ef2-4c06-948a-eb38df2bc14b","True","string","True","BiomedicalConceptProperty_10"
"591","[]","Adverse Event Pattern","Adverse Event Pattern","c03682d4-3be4-4fe2-a5a5-b1a188a96391","True","string","True","BiomedicalConceptProperty_11"
"592","","Adverse Event Outcome","Adverse Event Outcome","265bb0ea-e262-45a5-bed4-fdf3104ecb32","True","string","True","BiomedicalConceptProperty_12"
"593","[]","Adverse Event Start Date Time","Adverse Event Start Date Time","02d9ff7f-7d4b-44f6-b4f3-1af65a9d83ea","True","datetime","True","BiomedicalConceptProperty_13"
"594","[]","Adverse Event End Date Time","Adverse Event End Date Time","e63e4b08-38ab-4ab4-8fd7-2714b7cd2777","True","datetime","True","BiomedicalConceptProperty_14"
"595","[]","Vital Signs Result","Vital Signs Result","c4c3ff96-9023-4f64-b9d2-4411c6912e4f","True","decimal","True","BiomedicalConceptProperty_15"
"596","","Unit of Pressure","Unit of Pressure","2e8749ee-1061-498f-89f2-54963e78fdb6","True","string","True","BiomedicalConceptProperty_16"
"597","[]","Vital Signs Location","Vital Signs Location","78d16e21-52a2-48ea-8e36-eb10ac813132","True","string","True","BiomedicalConceptProperty_17"
"598","[]","Vital Signs Laterality","Vital Signs Laterality","fec21fd2-4d6f-4078-97e2-6fe76abd0021","True","string","True","BiomedicalConceptProperty_18"
"599","[]","Test Method","Test Method","eb332130-55ac-4f90-8b49-9d1fe8a603c2","True","string","True","BiomedicalConceptProperty_19"
"600","[]","Vital Signs Position","Vital Signs Position","6fc330ba-7e7a-4794-92ca-6d95947fc596","True","string","True","BiomedicalConceptProperty_20"
"601","[]","Vital Signs Result","Vital Signs Result","933b86a2-e5d4-4461-bac1-896a4e77a3f5","True","decimal","True","BiomedicalConceptProperty_21"
"602","","Unit of Pressure","Unit of Pressure","bbf1f6f6-06b3-4f3d-8145-23beb0987f70","True","string","True","BiomedicalConceptProperty_22"
"603","[]","Vital Signs Location","Vital Signs Location","e2ab8efc-7610-42a9-9d47-e87dd6b3d4f8","True","string","True","BiomedicalConceptProperty_23"
"604","[]","Vital Signs Laterality","Vital Signs Laterality","1637a944-327d-4cc9-8bfa-334ed43a2200","True","string","True","BiomedicalConceptProperty_24"
"605","[]","Test Method","Test Method","62aeac7e-4ce5-488d-8992-f3100ca2df42","True","string","True","BiomedicalConceptProperty_25"
"606","[]","Vital Signs Position","Vital Signs Position","3a5295ad-3c0e-4bf5-af2e-7633da7a73d9","True","string","True","BiomedicalConceptProperty_26"
"607","[]","Vital Signs Result","Vital Signs Result","998c3697-32c2-4bd6-8b4c-57a46a463d32","True","decimal","True","BiomedicalConceptProperty_27"
"608","","Unit of Temperature","Unit of Temperature","4afc9b27-ba23-493c-bee8-adebfe84fedf","True","string","True","BiomedicalConceptProperty_28"
"609","[]","Vital Signs Location","Vital Signs Location","7d736d50-cb09-482a-a51e-9f61671c41e6","True","string","True","BiomedicalConceptProperty_29"
"610","[]","Vital Signs Result","Vital Signs Result","173dc9a7-ed73-442b-b9df-c4fcad7609e2","True","decimal","True","BiomedicalConceptProperty_30"
"611","","Unit of Weight","Unit of Weight","1f73aa2c-1343-4350-86dc-392c320edb3e","True","string","True","BiomedicalConceptProperty_31"
"612","[]","Vital Signs Result","Vital Signs Result","29b74a2b-e684-412c-814c-22e5a20b79bc","True","decimal","True","BiomedicalConceptProperty_32"
"613","","Unit of Height","Unit of Height","e5b5bfa3-5864-4faf-80ea-64e50739ea92","True","string","True","BiomedicalConceptProperty_33"
"614","[]","Laboratory Test Result","Laboratory Test Result","c6237fc4-5952-4c6a-bd81-332e2e76ff7b","True","decimal","True","BiomedicalConceptProperty_34"
"615","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","00f154c8-9e1d-47f0-b658-420b815fa9ae","True","boolean","True","BiomedicalConceptProperty_35"
"616","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","35aa9da7-201a-4869-9959-6d662c8afac8","True","string","True","BiomedicalConceptProperty_36"
"617","[]","Biospecimen Type","Biospecimen Type","67351dfa-26ea-436f-8641-78e64583a696","True","string","True","BiomedicalConceptProperty_37"
"618","[]","Laboratory Test Result","Laboratory Test Result","ae949aa5-a939-403d-bd18-31e5ba14c0cc","True","string","True","BiomedicalConceptProperty_38"
"619","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","89dacfee-c220-4b78-8828-da80f8404fcc","True","boolean","True","BiomedicalConceptProperty_39"
"620","[]","Unit of Concentration","Unit of Concentration","24e0a652-9d58-439c-b88b-1420816ccd39","True","string","True","BiomedicalConceptProperty_40"
"621","[]","Biospecimen Type","Biospecimen Type","909fe18e-a640-4ac2-a433-c6305158cec5","True","string","True","BiomedicalConceptProperty_41"
"622","[]","Laboratory Test Result","Laboratory Test Result","2bb33fdc-75e9-4107-bf06-971044bc601a","True","decimal","True","BiomedicalConceptProperty_42"
"623","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","19480914-2c6f-4741-8edd-06e013de82f9","True","boolean","True","BiomedicalConceptProperty_43"
"624","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","2b679ea2-9711-4cc7-8d71-1bb936f445f5","True","string","True","BiomedicalConceptProperty_44"
"625","[]","Biospecimen Type","Biospecimen Type","5e90c502-26f9-4971-94ce-830c34a4a373","True","string","True","BiomedicalConceptProperty_45"
"626","[]","Laboratory Test Result","Laboratory Test Result","a884abb9-c198-4027-bb39-7ce51df49c7f","True","decimal","True","BiomedicalConceptProperty_46"
"627","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","9ba15a73-77cf-468d-b7ca-321513767892","True","boolean","True","BiomedicalConceptProperty_47"
"628","[]","Unit of Catalytic Activity Concentration","Unit of Catalytic Activity Concentration","f4a8a41b-ce61-4a25-918d-fc2234bc1856","True","string","True","BiomedicalConceptProperty_48"
"629","[]","Biospecimen Type","Biospecimen Type","c4cae237-3677-4a68-9074-2d3dda78c2c6","True","string","True","BiomedicalConceptProperty_49"
"630","[]","Laboratory Test Result","Laboratory Test Result","39b8df0d-52d1-43d0-a2ec-5671d3033b27","True","string","True","BiomedicalConceptProperty_50"
"631","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","b46a38d4-891c-4d23-9b2b-4607401829e0","True","boolean","True","BiomedicalConceptProperty_51"
"632","[]","Unit of Concentration","Unit of Concentration","bc1c62c8-9c78-4ef7-9e1b-45a1f1e559c4","True","string","True","BiomedicalConceptProperty_52"
"633","[]","Biospecimen Type","Biospecimen Type","c269c7d9-f99f-4035-9c85-357d75d7bd6b","True","string","True","BiomedicalConceptProperty_53"
"634","[]","Laboratory Test Result","Laboratory Test Result","79979ed2-9e79-4fe2-b206-18d09cdb7584","True","decimal","True","BiomedicalConceptProperty_54"
"635","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","f9b1e8f0-5ff7-43da-b666-08ab0b37b03f","True","boolean","True","BiomedicalConceptProperty_55"
"636","[]","Molarity Unit","Molarity Unit","cb84880f-689c-47dc-8e58-332127ab90d1","True","string","True","BiomedicalConceptProperty_56"
"637","[]","Biospecimen Type","Biospecimen Type","9f5bf08a-8716-42d2-ac73-3ede139d3d4e","True","string","True","BiomedicalConceptProperty_57"
"638","[]","Laboratory Test Result","Laboratory Test Result","e634c439-4954-473a-8c9c-fee55e15ba0e","True","decimal","True","BiomedicalConceptProperty_58"
"639","[]","Laboratory Test Fasting Status","Laboratory Test Fasting Status","eaffd6b2-5f36-43ab-96c7-3ab45ee20fa4","True","boolean","True","BiomedicalConceptProperty_59"
"640","[]","Molarity Unit","Molarity Unit","1be84717-68b9-4ef5-bb1b-619473b6a995","True","string","True","BiomedicalConceptProperty_60"
"641","[]","Biospecimen Type","Biospecimen Type","1041a8e4-1b7f-43a1-88d8-ef72c73ab7d9","True","string","True","BiomedicalConceptProperty_61"
"642","[]","Vital Signs Result","Vital Signs Result","b781426a-60dc-4e0f-99e6-7b68f0d4dd38","True","decimal","True","BiomedicalConceptProperty_62"
"643","","Unit of Pressure","Unit of Pressure","33b863a9-35b1-4aa4-984d-885354bc6592","True","string","True","BiomedicalConceptProperty_63"
"644","[]","Vital Signs Location","Vital Signs Location","16e3977d-9d6c-49f4-910c-4bd590da195e","True","string","True","BiomedicalConceptProperty_64"
"645","[]","Vital Signs Laterality","Vital Signs Laterality","0c1d8ec2-3a7c-417a-a76c-9b689eeaed6d","True","string","True","BiomedicalConceptProperty_65"
"646","[]","Test Method","Test Method","6d2cb96a-ef1d-45bd-9e50-d891cce93017","True","string","True","BiomedicalConceptProperty_66"
"647","[]","Vital Signs Position","Vital Signs Position","9c132b2f-0d62-4902-a904-377d1ea1abe0","True","string","True","BiomedicalConceptProperty_67"
"648","[]","Vital Signs Result","Vital Signs Result","e27b1d73-5278-4b21-a49b-d7d4c3c22c27","True","decimal","True","BiomedicalConceptProperty_68"
"649","","Unit of Pressure","Unit of Pressure","dbd96788-90a9-4e62-b14a-7822c5ae295f","True","string","True","BiomedicalConceptProperty_69"
"650","[]","Vital Signs Location","Vital Signs Location","93e8d9b6-16dc-4b95-8c72-6dada124f6ce","True","string","True","BiomedicalConceptProperty_70"
"651","[]","Vital Signs Laterality","Vital Signs Laterality","68724eec-ff35-41e8-b1db-d1ec6d2feb73","True","string","True","BiomedicalConceptProperty_71"
"652","[]","Test Method","Test Method","0ca29f31-e9d1-4649-bf70-40bbafe7581a","True","string","True","BiomedicalConceptProperty_72"
"653","[]","Vital Signs Position","Vital Signs Position","6e3424b6-5a50-46b7-b34d-a39bf1dec90f","True","string","True","BiomedicalConceptProperty_73"
"654","[]","Vital Signs Result","Vital Signs Result","6421f129-bede-44f3-ab15-d98e309401ee","True","decimal","True","BiomedicalConceptProperty_74"
"655","","Unit of Pressure","Unit of Pressure","1071eef5-f735-4305-9d5d-75fc2aad477e","True","string","True","BiomedicalConceptProperty_75"
"656","[]","Vital Signs Location","Vital Signs Location","066a1d35-86e3-415f-a9ac-a3eb4edf87f8","True","string","True","BiomedicalConceptProperty_76"
"657","[]","Vital Signs Laterality","Vital Signs Laterality","39bc9f9e-21bb-4e88-adc0-c93eaeb595fa","True","string","True","BiomedicalConceptProperty_77"
"658","[]","Test Method","Test Method","bb12518c-74ab-4ba9-8d9b-b71b57fb948b","True","string","True","BiomedicalConceptProperty_78"
"659","[]","Vital Signs Position","Vital Signs Position","2b933834-3546-43ea-bdef-c7e2d905993f","True","string","True","BiomedicalConceptProperty_79"
"660","[]","Vital Signs Result","Vital Signs Result","0feb323b-3b88-429d-8787-c53607986883","True","decimal","True","BiomedicalConceptProperty_80"
"661","","Unit of Pressure","Unit of Pressure","2470eec1-4774-4746-91da-2718b71407bc","True","string","True","BiomedicalConceptProperty_81"
"662","[]","Vital Signs Location","Vital Signs Location","4cff4dd7-c494-4b8b-847f-8efe36ddacb9","True","string","True","BiomedicalConceptProperty_82"
"663","[]","Vital Signs Laterality","Vital Signs Laterality","a6b42eb1-f02a-421c-b905-fce0cff9dca7","True","string","True","BiomedicalConceptProperty_83"
"664","[]","Test Method","Test Method","a309effa-0c53-4061-b61c-589725e6a533","True","string","True","BiomedicalConceptProperty_84"
"665","[]","Vital Signs Position","Vital Signs Position","8e49535d-62be-4cdf-bf8e-87403ba7d7a9","True","string","True","BiomedicalConceptProperty_85"
