"id:ID","sectionTitle","text","sectionNumber","name","uuid","id"
"906","Recording of Medical Device Product Complaints","<div></div>","8.6.2","SECTION 8.6.2","d52b704b-f2aa-4d12-b68d-7b3feeb5a303","NarrativeContent_85"
"907","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>","8.6.3","SECTION 8.6.3","4c2fe578-89d1-40c3-a975-c0017dbacf1b","NarrativeContent_86"
"908","Follow-Up of Medical Device Product Complaints","<div></div>","8.6.4","SECTION 8.6.4","05ae59cd-2feb-4c7b-ad53-79198348f1e3","NarrativeContent_87"
"909","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>","8.6.5","SECTION 8.6.5","4f2fefa1-8b2c-4728-a35e-480e14866d74","NarrativeContent_88"
"910","Pharmacokinetics","<div></div>","8.7","SECTION 8.7","71f9f922-d847-4961-af65-e7ea0444c7f0","NarrativeContent_89"
"911","Genetics","<div></div>","8.8","SECTION 8.8","2484d5ba-c680-4eba-a67e-ab72c38b5f46","NarrativeContent_90"
"912","Biomarkers","<div></div>","8.9","SECTION 8.9","dcccba35-ecc0-4f17-94b1-d8e9ac9498e6","NarrativeContent_91"
"913","Immunogenicity Assessments","<div></div>","8.1","SECTION 8.1","06b71cc6-879a-4099-a1a9-c09c0415930e","NarrativeContent_92"
"914","Medical Resource Utilisation and Health Economics","<div></div>","8.1.1","SECTION 8.1.1","3c3ba320-8862-47fb-98f7-1e0cf6313718","NarrativeContent_93"
"915","STATISTICAL CONSIDERATIONS","<div></div>","9","SECTION 9","00f7840c-c7f1-44e1-b945-f0ae7e98de0e","NarrativeContent_94"
"916","Analysis Sets","<div></div>","9.1","SECTION 9.1","3bc46854-943c-4dae-bc82-3d4696c50fb8","NarrativeContent_95"
"917","Analyses Supporting Primary Objective(s)","<div></div>","9.2","SECTION 9.2","12d6b86a-68da-418e-b5f2-053a9c1bc02e","NarrativeContent_96"
"918","Statistical Model, Hypothesis, and Method of Analysis","<div></div>","9.2.1","SECTION 9.2.1","e1d5e969-9929-4452-a768-301dd9aef6ef","NarrativeContent_97"
"919","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>","9.2.2","SECTION 9.2.2","80b1976c-addb-43a8-b182-a9f916454e33","NarrativeContent_98"
"920","Handling of Missing Data","<div></div>","9.2.3","SECTION 9.2.3","d8384fc6-7ab0-44f2-83d6-3fcd9b2663d9","NarrativeContent_99"
"921","Sensitivity Analysis","<div></div>","9.2.4","SECTION 9.2.4","c71a0062-dfc7-4511-84ed-feeca308ecb9","NarrativeContent_100"
"922","Supplementary Analysis","<div></div>","9.2.5","SECTION 9.2.5","01c795df-cd14-404c-b7dc-870c146143a0","NarrativeContent_101"
"923","Analysis Supporting Secondary Objective(s)","<div></div>","9.3","SECTION 9.3","d2c8aaec-ed04-41a7-9700-75daef111982","NarrativeContent_102"
"924","Analysis of Exploratory Objective(s)","<div></div>","9.4","SECTION 9.4","0a1cd7c1-9aba-4361-9f4d-6f32cd4f743c","NarrativeContent_103"
"925","Safety Analyses","<div></div>","9.5","SECTION 9.5","da37de94-aa6b-44eb-8476-62ad369cd78d","NarrativeContent_104"
"926","Other Analyses","<div></div>","9.6","SECTION 9.6","2d5e15b9-9ffb-4240-b87a-8e6cb6c31783","NarrativeContent_105"
"927","Interim Analyses","<div></div>","9.7","SECTION 9.7","d8be6482-299c-48fa-9021-8454faaae3cf","NarrativeContent_106"
"928","Sample Size Determination","<div></div>","9.8","SECTION 9.8","e03efd61-88b7-47d7-b206-67e234e5a11e","NarrativeContent_107"
"929","Protocol Deviations","<div></div>","9.9","SECTION 9.9","3e6853f9-bc9d-403f-8009-3a0ea07421cb","NarrativeContent_108"
"930","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>","10","SECTION 10","6e3fce75-cf03-4a40-b3bb-0d8db76acf5e","NarrativeContent_109"
"931","Regulatory and Ethical Considerations","<div></div>","10.1","SECTION 10.1","1df31523-cea9-4be8-8dcd-aced15fbb3af","NarrativeContent_110"
"932","Committees","<div></div>","10.2","SECTION 10.2","30bb8e3c-7373-4817-8eb9-00a27e91de47","NarrativeContent_111"
"933","Informed Consent Process","<div></div>","10.3","SECTION 10.3","8c9776c1-03e8-42fa-977e-11102781e796","NarrativeContent_112"
"934","Data Protection","<div></div>","10.4","SECTION 10.4","29d746a3-3a42-4403-a518-f98c9e311193","NarrativeContent_113"
"935","Early Site Closure or Trial Termination","<div></div>","10.5","SECTION 10.5","b99cbe28-9974-45f0-a712-3eee6e5cde7c","NarrativeContent_114"
"936","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>","11","SECTION 11","5a96bad1-0eda-4aa6-a191-f1fded68f5c3","NarrativeContent_115"
"937","Quality Tolerance Limits","<div></div>","11.1","SECTION 11.1","471f9175-8112-401f-9846-8bc5fd009b99","NarrativeContent_116"
"938","Data Quality Assurance","<div></div>","11.2","SECTION 11.2","3aa033de-d8c6-4693-b109-6e61fb7f40a2","NarrativeContent_117"
"939","Source Data","<div></div>","11.3","SECTION 11.3","df5af88d-6c4d-4478-aa68-989f20727c61","NarrativeContent_118"
"940","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>","12","SECTION 12","61b5454f-388d-405b-aff2-543ee2a7b75f","NarrativeContent_119"
"941","Further Details and Clarifications on the AE Definition","<div></div>","12.1","SECTION 12.1","b2d50cda-b0f5-4f3d-b764-fcce8b67250a","NarrativeContent_120"
"942","Further Details and Clarifications on the SAE Definition","<div></div>","12.2","SECTION 12.2","6fb553fc-807f-40c1-b728-cddfd1de6847","NarrativeContent_121"
"943","Severity","<div></div>","12.3","SECTION 12.3","9f685f82-2bcc-419e-9af3-b78b03f2c82a","NarrativeContent_122"
"944","Causality","<div></div>","12.4","SECTION 12.4","48f40fb2-8df8-4ea6-9cb2-3d2d12e23afa","NarrativeContent_123"
"945","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>","13","SECTION 13","08ee1ed2-06ac-4550-a087-262af1fb11f5","NarrativeContent_124"
"946","Contraception and Pregnancy Testing","<div></div>","13.1","SECTION 13.1","20c9f320-e5f6-4ab1-af99-423fed678c6f","NarrativeContent_125"
"947","Definitions Related to Childbearing Potential","<div></div>","13.1.1","SECTION 13.1.1","122b6fa7-8b8a-434c-8820-9fbb0e307a27","NarrativeContent_126"
"948","Contraception","<div></div>","13.1.2","SECTION 13.1.2","f9adcd58-eb76-4d4d-a63c-45138210277c","NarrativeContent_127"
"949","Pregnancy Testing","<div></div>","13.1.3","SECTION 13.1.3","0f300ef3-5c9e-4c18-ad12-124866c7c9ce","NarrativeContent_128"
"950","Clinical Laboratory Tests","<div></div>","13.2","SECTION 13.2","01f09815-188d-49e5-bceb-6de1b2ef6be2","NarrativeContent_129"
"951","Country/Region-Specific Differences","<div></div>","13.3","SECTION 13.3","30671fa0-feb1-4760-bc2e-61ccdec5436b","NarrativeContent_130"
"952","Prior Protocol Amendments","<div></div>","13.4","SECTION 13.4","cebf4a7c-ff2f-48b8-bc42-1b234d8f249f","NarrativeContent_131"
"953","APPENDIX: GLOSSARY OF TERMS","<div></div>","14","SECTION 14","2df4dd29-a8e9-4753-b65f-0511bb5d2ae1","NarrativeContent_132"
"954","APPENDIX: REFERENCES","<div></div>","15","SECTION 15","c5c7c4cf-5e7a-4bdb-b237-40cd14d86c05","NarrativeContent_133"
