"uuid:ID","sectionNumber","id","name","sectionTitle","text"
"ec8f6a26-8260-4c67-87ef-6972ad8127cb","6.7","NarrativeContent_45","SECTION 6.7","Trial Intervention Compliance","<div></div>"
"bb6a4d7a-6197-4941-83c6-0e7c072b082c","6.8","NarrativeContent_46","SECTION 6.8","Concomitant Therapy","<div></div>"
"5643b40e-9537-438e-a0aa-0d2df05e699c","6.8.1","NarrativeContent_47","SECTION 6.8.1","Prohibited Concomitant Therapy","<div></div>"
"5b3e6ee4-41b0-480f-833a-77536507e3bc","6.8.2","NarrativeContent_48","SECTION 6.8.2","Permitted Concomitant Therapy","<div></div>"
"7c0fcf0c-7609-44e5-965b-8f7f71de5eaa","6.8.3","NarrativeContent_49","SECTION 6.8.3","Rescue Therapy","<div></div>"
"7f2b2064-8297-4a9c-95dd-a87553da4d9b","6.8.4","NarrativeContent_50","SECTION 6.8.4","Other Therapy","<div></div>"
"ffc5d7ec-1761-4a9b-9cd7-dd2cc781b844","7","NarrativeContent_51","SECTION 7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","<div></div>"
"2fe1a635-34d4-456d-a2da-48a750a6f6e9","7.1","NarrativeContent_52","SECTION 7.1","Discontinuation of Trial Intervention","<div></div>"
"0cc8285a-88a1-4eb7-9f03-09d512a63e8c","7.1.1","NarrativeContent_53","SECTION 7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","<div></div>"
"f8fe3d6b-774e-471c-a126-710b6b24d05f","7.1.2","NarrativeContent_54","SECTION 7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","<div></div>"
"f2af8e91-e39c-4265-9add-0d7b58c1e7c5","7.1.3","NarrativeContent_55","SECTION 7.1.3","Rechallenge","<div></div>"
"c29e6ace-1267-4e48-8046-c38223493a3b","7.2","NarrativeContent_56","SECTION 7.2","Participant Withdrawal from the Trial","<div></div>"
"72ec39a5-8d6c-44db-9497-38d50bc3d53c","7.3","NarrativeContent_57","SECTION 7.3","Lost to Follow-Up","<div></div>"
"88c006b2-780f-44f1-a56a-4fcee37ac0b6","7.4","NarrativeContent_58","SECTION 7.4","Trial Stopping Rules","<div></div>"
"650642d5-c76e-4db4-bd5c-567896eb9890","8","NarrativeContent_59","SECTION 8","TRIAL ASSESSMENTS AND PROCEDURES","<div></div>"
"28a05f41-9d90-43d5-b5e2-3ce547a1376f","8.1","NarrativeContent_60","SECTION 8.1","Screening/Baseline Assessments and Procedures","<div></div>"
"85a57b54-890b-43eb-a863-34f981d174d5","8.2","NarrativeContent_61","SECTION 8.2","Efficacy Assessments and Procedures","<div></div>"
"03684db6-a82e-4bd6-8d07-e086e6f4a520","8.3","NarrativeContent_62","SECTION 8.3","Safety Assessments and Procedures","<div></div>"
"754f90b2-a0d9-4aa5-b08c-a0d29b710353","8.3.1","NarrativeContent_63","SECTION 8.3.1","Physical Examination","<div></div>"
"4dae93c2-65cc-49de-8285-3757a4e5ab39","8.3.2","NarrativeContent_64","SECTION 8.3.2","Vital Signs","<div></div>"
"5ea61c5a-a708-4889-91da-64ed83b65850","8.3.3","NarrativeContent_65","SECTION 8.3.3","Electrocardiograms","<div></div>"
"afb5f8e4-a059-49ec-ad42-953138a92863","8.3.4","NarrativeContent_66","SECTION 8.3.4","Clinical Laboratory Assessments","<div></div>"
"0e349311-7464-4ba1-9d2e-c1dc808bacf7","8.3.5","NarrativeContent_67","SECTION 8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","<div></div>"
"8fd732f0-4adb-4826-b4b6-4f9d28f43bb8","8.4","NarrativeContent_68","SECTION 8.4","Adverse Events and Serious Adverse Events","<div></div>"
"8d1f2caf-8443-4000-b902-860c40ed2711","8.4.1","NarrativeContent_69","SECTION 8.4.1","Definitions of AE and SAE","<div></div>"
"a8f47e0b-afa8-481e-9450-7cc72da73618","8.4.2","NarrativeContent_70","SECTION 8.4.2","Time Period and Frequency for Collecting AE and SAE Information","<div></div>"
"cd1b78eb-7d4c-4734-85fa-0c95048dd3d7","8.4.3","NarrativeContent_71","SECTION 8.4.3","Identifying AEs and SAEs","<div></div>"
"57d2a902-1756-45b3-9e48-870eb70446f5","8.4.4","NarrativeContent_72","SECTION 8.4.4","Recording of AEs and SAEs","<div></div>"
"a5f905bb-af0f-481f-8e7a-4cafdcd1e336","8.4.5","NarrativeContent_73","SECTION 8.4.5","Follow-up of AEs and SAEs","<div></div>"
"7710b456-003a-41b7-b855-9075cad36ffa","8.4.6","NarrativeContent_74","SECTION 8.4.6","Reporting of SAEs","<div></div>"
"7389f195-efe3-4cf7-9629-1a0208bb348f","8.4.7","NarrativeContent_75","SECTION 8.4.7","Regulatory Reporting Requirements for SAEs","<div></div>"
"26499770-33c4-4b5a-836c-8a5e079a4f19","8.4.8","NarrativeContent_76","SECTION 8.4.8","Serious and Unexpected Adverse Reaction Reporting","<div></div>"
"7a53b4a8-548a-4546-a0f3-4145bb6d76a1","8.4.9","NarrativeContent_77","SECTION 8.4.9","Adverse Events of Special Interest","<div></div>"
"67dc64d7-b14a-4080-8416-c1d97d013d1f","8.4.10","NarrativeContent_78","SECTION 8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","<div></div>"
"69ac2e2e-9ba9-4b32-aea2-2cbb18f17340","8.5","NarrativeContent_79","SECTION 8.5","Pregnancy and Postpartum Information","<div></div>"
"39988aa0-650b-4399-8989-1c7c34a8dc26","8.5.1","NarrativeContent_80","SECTION 8.5.1","Participants Who Become Pregnant During the Trial","<div></div>"
"3eb36da7-48e9-4a2c-8ec7-235829cfb0ba","8.5.2","NarrativeContent_81","SECTION 8.5.2","Participants Whose Partners Become Pregnant","<div></div>"
"8fedc97c-6996-4df2-931d-db86765310eb","8.6","NarrativeContent_82","SECTION 8.6","Medical Device Product Complaints for Drug/Device Combination Products","<div></div>"
"83aa4662-f1fd-425b-9962-5816c706037e","8.6.1","NarrativeContent_83","SECTION 8.6.1","Definition of Medical Device Product Complaints","<div></div>"
"4fdea0a2-0928-4aaf-a1fa-097f783964b6","8.6.2","NarrativeContent_84","SECTION 8.6.2","Recording of Medical Device Product Complaints","<div></div>"
"b4d9334d-abd3-479a-b0ae-e02992358b7d","8.6.3","NarrativeContent_85","SECTION 8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","<div></div>"
"bb57ec3c-d6d8-464b-be22-62e9996c9d9b","8.6.4","NarrativeContent_86","SECTION 8.6.4","Follow-Up of Medical Device Product Complaints","<div></div>"
"1bbea6bb-3e94-4417-875a-7ee8dd80e88c","8.6.5","NarrativeContent_87","SECTION 8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","<div></div>"
"af459b2d-d909-4016-87a8-824a19d8c4c4","8.7","NarrativeContent_88","SECTION 8.7","Pharmacokinetics","<div></div>"
"1b1f5176-af18-45f6-9aa2-bd939112602d","8.8","NarrativeContent_89","SECTION 8.8","Genetics","<div></div>"
"97a93dc2-7076-4fc3-a30c-1d13422611aa","8.9","NarrativeContent_90","SECTION 8.9","Biomarkers","<div></div>"
"90228948-6ada-48ea-89f3-abbd4f9173d1","8.1","NarrativeContent_91","SECTION 8.1","Immunogenicity Assessments","<div></div>"
"252fc905-aad7-4dd7-8dc6-4fc6140a87a0","8.1.1","NarrativeContent_92","SECTION 8.1.1","Medical Resource Utilisation and Health Economics","<div></div>"
"59388acc-d41f-4ac1-9890-40ee86f55f1a","9","NarrativeContent_93","SECTION 9","STATISTICAL CONSIDERATIONS","<div></div>"
"4ee502f5-f1ec-43aa-8083-e63bb32f6000","9.1","NarrativeContent_94","SECTION 9.1","Analysis Sets","<div></div>"
"f4ffb5bd-dbb3-4c8b-90d6-7e652b0ca175","9.2","NarrativeContent_95","SECTION 9.2","Analyses Supporting Primary Objective(s)","<div></div>"
"9a8deffb-7ffe-4458-a894-34d4e7afee07","9.2.1","NarrativeContent_96","SECTION 9.2.1","Statistical Model, Hypothesis, and Method of Analysis","<div></div>"
"e4ec936d-350b-4e6d-8f51-4367fb10f952","9.2.2","NarrativeContent_97","SECTION 9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","<div></div>"
"2983c8b5-ee77-4983-830a-b169d83bd3d7","9.2.3","NarrativeContent_98","SECTION 9.2.3","Handling of Missing Data","<div></div>"
"4cb47df7-843a-45da-96ac-8ec4339ce968","9.2.4","NarrativeContent_99","SECTION 9.2.4","Sensitivity Analysis","<div></div>"
"555315bf-3ade-4300-8907-a33e13b31327","9.2.5","NarrativeContent_100","SECTION 9.2.5","Supplementary Analysis","<div></div>"
"38fe2a7b-5c05-4055-8bcb-4d14e6e2e3db","9.3","NarrativeContent_101","SECTION 9.3","Analysis Supporting Secondary Objective(s)","<div></div>"
"4c99e64c-82c7-4291-b2ae-f331ea18c847","9.4","NarrativeContent_102","SECTION 9.4","Analysis of Exploratory Objective(s)","<div></div>"
"693fc4d7-59bd-4be4-ab67-292108c94f30","9.5","NarrativeContent_103","SECTION 9.5","Safety Analyses","<div></div>"
"f966058c-c994-4cca-a9ca-b6ecc46f4e99","9.6","NarrativeContent_104","SECTION 9.6","Other Analyses","<div></div>"
"94b88f2d-19cd-4b63-a246-4bfc24bfe58a","9.7","NarrativeContent_105","SECTION 9.7","Interim Analyses","<div></div>"
"82326602-318f-42de-9bf5-3bd26c8b5fec","9.8","NarrativeContent_106","SECTION 9.8","Sample Size Determination","<div></div>"
"4f8fdb90-fef4-4ffa-b967-c67418783e85","9.9","NarrativeContent_107","SECTION 9.9","Protocol Deviations","<div></div>"
"2e464f4f-cd89-4346-b744-a7f717fdf97c","10","NarrativeContent_108","SECTION 10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","<div></div>"
"556798d9-b9e2-48e4-b0ee-dc2c30cb94f7","10.1","NarrativeContent_109","SECTION 10.1","Regulatory and Ethical Considerations","<div></div>"
"56b44e17-8697-4d6e-be00-f6dbbf316464","10.2","NarrativeContent_110","SECTION 10.2","Committees","<div></div>"
"2d7145ab-dcdc-445e-8443-037bf204acd1","10.3","NarrativeContent_111","SECTION 10.3","Informed Consent Process","<div></div>"
"ae91b0ed-e9b3-4099-bfc2-f915cf4cb9eb","10.4","NarrativeContent_112","SECTION 10.4","Data Protection","<div></div>"
"b0782ed2-af56-4e3b-ac95-27456462a84b","10.5","NarrativeContent_113","SECTION 10.5","Early Site Closure or Trial Termination","<div></div>"
"aff3b6a0-450f-4f7d-b016-fd1d8f54891c","11","NarrativeContent_114","SECTION 11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","<div></div>"
"927e97c8-a61a-4989-9117-c4af624f44f3","11.1","NarrativeContent_115","SECTION 11.1","Quality Tolerance Limits","<div></div>"
"64b7c776-9749-4bc0-83ad-b29aebc171b3","11.2","NarrativeContent_116","SECTION 11.2","Data Quality Assurance","<div></div>"
"f784c8e4-6e13-4fd0-9d14-547584236bdf","11.3","NarrativeContent_117","SECTION 11.3","Source Data","<div></div>"
"68a81ec3-9177-46e3-88b6-dee30dbcbdf8","12","NarrativeContent_118","SECTION 12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","<div></div>"
"c7d5435e-88f6-4bb9-9836-df399f2205fb","12.1","NarrativeContent_119","SECTION 12.1","Further Details and Clarifications on the AE Definition","<div></div>"
"720f3900-e3c6-46aa-81dc-6553dd120449","12.2","NarrativeContent_120","SECTION 12.2","Further Details and Clarifications on the SAE Definition","<div></div>"
"fded8982-2899-40f6-887b-03bd75396bb1","12.3","NarrativeContent_121","SECTION 12.3","Severity","<div></div>"
"8c73164e-23ec-4974-8984-ba657ef2f023","12.4","NarrativeContent_122","SECTION 12.4","Causality","<div></div>"
"a38fd4ca-fce2-476c-a1bc-b3868f838484","13","NarrativeContent_123","SECTION 13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","<div></div>"
"5087e0c7-4c10-4793-80b0-272c7e7768b1","13.1","NarrativeContent_124","SECTION 13.1","Contraception and Pregnancy Testing","<div></div>"
"071b3bef-96ac-42fb-9ef9-7a2fcd2ad9c7","13.1.1","NarrativeContent_125","SECTION 13.1.1","Definitions Related to Childbearing Potential","<div></div>"
"e95a9251-197b-4e21-b228-78f09a3d2fe6","13.1.2","NarrativeContent_126","SECTION 13.1.2","Contraception","<div></div>"
"b31ec6a5-e8be-44d9-a0f5-4e27936886b5","13.1.3","NarrativeContent_127","SECTION 13.1.3","Pregnancy Testing","<div></div>"
"42003a71-9562-41f3-8c26-80a3477dad6b","13.2","NarrativeContent_128","SECTION 13.2","Clinical Laboratory Tests","<div></div>"
"ff7fd0ef-5317-47f9-a5b3-e66fd9ac20ef","13.3","NarrativeContent_129","SECTION 13.3","Country/Region-Specific Differences","<div></div>"
"1774c3bd-1c67-46aa-93b8-c6230c465385","13.4","NarrativeContent_130","SECTION 13.4","Prior Protocol Amendments","<div></div>"
"b3abb3b9-5071-4930-a759-aaf94bbea50b","14","NarrativeContent_131","SECTION 14","APPENDIX: GLOSSARY OF TERMS","<div></div>"
"5b21b0e9-da3d-4d32-94b5-ca8daf6436a9","15","NarrativeContent_132","SECTION 15","APPENDIX: REFERENCES","<div></div>"
