"codeSystem","code","uuid:ID","codeSystemVersion","decode","id","instanceType"
"http://www.cdisc.org","C51282","6fa41df7-3165-446e-8d89-ca8e4179f3d4","2023-12-15","Clinic","Code_114","Code"
"http://www.cdisc.org","C175574","0b83e753-505a-4580-9103-ee584b52cc6f","2023-12-15","In Person","Code_115","Code"
"http://www.cdisc.org","C171537","f301a0ca-291b-4070-a08c-66f1879e8f51","2023-12-15","Telephone Call","Code_116","Code"
"http://www.cdisc.org","C25716","9a54cd7c-6405-43cb-a9ad-d33e77af78d8","2023-12-15","Visit","Code_117","Code"
"http://www.cdisc.org","C51282","c23fda15-bd10-4d3c-b7ff-c5f9d403cb93","2023-12-15","Clinic","Code_118","Code"
"http://www.cdisc.org","C175574","02b5ccbe-1d13-4a74-acbf-b1ed8b105854","2023-12-15","In Person","Code_119","Code"
"http://www.cdisc.org","C25716","381d0df7-3d45-47bd-aaac-3e731d371a6e","2023-12-15","Visit","Code_120","Code"
"http://www.cdisc.org","C51282","6cc61ccd-394d-4e9f-b7c4-c2ce10277b9c","2023-12-15","Clinic","Code_121","Code"
"http://www.cdisc.org","C175574","b2758110-799b-4aa9-b143-75536d0c3812","2023-12-15","In Person","Code_122","Code"
"SNOMED","383371000119108","8494f5ca-bab1-473e-86e4-c94b95b78b79","January 31, 2018","CT of head without contrast","Code_80","Code"
"SPONSOR","123","5a0d60e2-0755-425c-a850-6509e6858a96","12","Subject Supine","Code_81","Code"
"SPONSOR","124","eb3ed69c-c26c-4c06-9925-315483380d74","12","Subject Standing","Code_82","Code"
"http://www.cdisc.org","C82977","80baa606-b7d5-462f-84a7-89b2136523c4","2023-12-15","Dictionary-derived Term","Code_429","Code"
"http://www.cdisc.org","C82571","1a2ab9d6-383b-4544-ac48-2acc5e6f8461","2023-12-15","Reported Event Term","Code_430","Code"
"http://www.cdisc.org","C82517","6fd0c9c2-09c8-4c3b-bb26-ac5ecac60b7f","2023-12-15","Observation Start Date Time","Code_431","Code"
"http://www.cdisc.org","C16735","c9d4c8f3-0fba-4e29-834d-c17bf08cd513","2023-12-15","Informed Consent","Code_432","Code"
"http://www.cdisc.org","C20197","be1ab6e6-7373-4cff-b153-b36da4a2c77b","2023-12-15","Male","Code_433","Code"
"http://www.cdisc.org","C16576","e254472e-9add-4d46-92ed-fb11514de4ff","2023-12-15","Female","Code_434","Code"
"http://www.cdisc.org","C28421","ee7f503f-9351-4879-ab5a-621511785c09","2023-12-15","Sex","Code_435","Code"
"http://www.cdisc.org","C28421","cb40f67b-e0f8-4fe6-8ca7-8f6fff79470b","2023-12-15","Sex","Code_436","Code"
"http://www.cdisc.org","C17049","adb85669-51c3-4dd3-b15e-30973e381b0f","2023-12-15","Race","Code_437","Code"
"http://www.cdisc.org","C17049","7c9a461a-aaf2-4754-b0e4-3702a6640800","2023-12-15","Race","Code_438","Code"
"http://www.cdisc.org","C174446","53e87c5c-96cb-464b-9a2f-ffbc397df5b6","2023-12-15","TEMP","Code_439","Code"
"http://www.cdisc.org","C77140","72b10bd1-ddf5-44c9-8726-53cac80f7721","2023-12-15","Clinical Test Result","Code_440","Code"
"http://www.cdisc.org","C42559","dd5b1674-4eb9-43ea-8983-d1592b7f91b3","2023-12-15","Degree Celsius","Code_441","Code"
"http://www.cdisc.org","C44277","679d4925-5396-4cf1-86a5-b18b1b01c6ee","2023-12-15","Degree Fahrenheit","Code_442","Code"
"http://www.cdisc.org","C42537","8f158c37-4286-4fa3-b9ea-166ba1c9b24c","2023-12-15","Kelvin","Code_443","Code"
"http://www.cdisc.org","C44276","51a7b50e-5f49-4a62-a1b2-602f5bc4cdae","2023-12-15","Unit of Temperature","Code_444","Code"
"http://www.cdisc.org","C12674","250f13fe-f8fa-4e31-90dc-15d00571f657","2023-12-15","Axilla","Code_445","Code"
"http://www.cdisc.org","C12394","9c577b43-7264-4f65-93cb-7094d0485b83","2023-12-15","Ear","Code_446","Code"
"http://www.cdisc.org","C89803","fe5d68c8-bc92-499e-acfd-89836076a21a","2023-12-15","Forehead","Code_447","Code"
"http://www.cdisc.org","C12421","bfbe3b6a-bd1e-44f3-bc4c-550e0bb80d1a","2023-12-15","Oral Cavity","Code_448","Code"
"http://www.cdisc.org","C12390","1963a701-d856-4720-ae08-fa2b0a01a468","2023-12-15","Rectum","Code_449","Code"
"http://www.cdisc.org","C13717","7fda6edf-f591-4de4-9ee7-59edc80253d6","2023-12-15","Anatomic Site","Code_450","Code"
"http://www.cdisc.org","C174446","56c5a8d4-c47f-43da-acbd-d65b5a48b36e","2023-12-15","TEMP","Code_451","Code"
"http://www.cdisc.org","C25208","6982dda2-6ecb-4a61-b657-645448033561","2023-12-15","WEIGHT","Code_452","Code"
"http://www.cdisc.org","C77140","bedcbd54-f21d-45f3-9186-a5afd8d17e3a","2023-12-15","Clinical Test Result","Code_453","Code"
"http://www.cdisc.org","C48531","29d8ecab-36ff-4649-a3e0-fa67f5a8e88a","2023-12-15","Pound","Code_454","Code"
"http://www.cdisc.org","C48155","e4c99ceb-3391-4d87-9998-6eed99fa9c55","2023-12-15","Gram","Code_455","Code"
"http://www.cdisc.org","C28252","65e9cadd-6ded-46dd-bf1b-aa6313ec54c1","2023-12-15","Kilogram","Code_456","Code"
"http://www.cdisc.org","C48208","635dd63c-d805-498f-a78c-fabee1aa9fcf","2023-12-15","Unit of Weight","Code_457","Code"
"http://www.cdisc.org","C25208","a34353ed-cca5-418b-869b-e6d23ede235b","2023-12-15","WEIGHT","Code_458","Code"
"http://www.cdisc.org","C25347","f85943bf-1873-4df4-af85-ad7f1d6403aa","2023-12-15","HEIGHT","Code_459","Code"
"http://www.cdisc.org","C77140","f75add98-b79d-4295-84cd-26a60b28dc75","2023-12-15","Clinical Test Result","Code_460","Code"
"http://www.cdisc.org","C49668","342296a2-80d8-4c63-ae8e-cc2e724c936c","2023-12-15","Centimeter","Code_461","Code"
"http://www.cdisc.org","C48500","9edce4e7-c70f-4798-932f-4a5c095b1134","2023-12-15","Inch","Code_462","Code"
"http://www.cdisc.org","C41139","e83fa933-97f6-49c6-af6e-3557905c4b5d","2023-12-15","Meter","Code_463","Code"
"http://www.cdisc.org","C168688","c52cff07-5e02-49df-a43d-8223e8c24c2d","2023-12-15","Unit of Height","Code_464","Code"
"http://www.cdisc.org","C25347","3db392ad-1751-4bdb-b9d5-8dea402d23cb","2023-12-15","HEIGHT","Code_465","Code"
"http://www.cdisc.org","C64433","e6bac6bd-01b6-444a-a659-850397cc3eb1","2023-12-15","ALT","Code_466","Code"
"http://www.cdisc.org","C36292","000ae32c-5627-498b-b5f2-c320dc65d256","2023-12-15","Laboratory Test Result","Code_467","Code"
"http://www.cdisc.org","C67456","88139893-cdef-4a21-8e47-05d24d588bbd","2023-12-15","Unit per Liter","Code_468","Code"
"http://www.cdisc.org","C67397","ea41fe79-7f64-4ea0-84d3-537ccd0b2317","2023-12-15","Microkatal per Liter","Code_469","Code"
"http://www.cdisc.org","C67376","7c04ab38-82f8-4c7a-b320-d56a18630782","2023-12-15","International Unit per Liter","Code_470","Code"
"http://www.cdisc.org","C70510","85a3c099-265e-4deb-9342-0a083b833071","2023-12-15","Nanokatal per Liter","Code_471","Code"
"http://www.cdisc.org","C67365","06400339-8587-43d8-8a89-769432fa7afe","2023-12-15","Unit of Catalytic Activity Concentration","Code_472","Code"
"http://www.cdisc.org","C70713","5b999df0-8a08-4724-8f54-333b6a5e3941","2023-12-15","Biospecimen Type","Code_473","Code"
"http://www.cdisc.org","C49487","4dfa3158-c4bb-4446-b7db-bafab61adbda","2023-12-15","No","Code_474","Code"
"http://www.cdisc.org","C49488","7ab4a1ab-b3e8-43aa-b36c-ccb5fa366f17","2023-12-15","Yes","Code_475","Code"
"http://www.cdisc.org","C83309","9a1d1ec4-ee32-40fd-87c3-689de9193973","2023-12-15","Laboratory Test Fasting Status","Code_476","Code"
"http://www.cdisc.org","C64433","5a481963-9bb1-4dfb-9e4c-d88f03710043","2023-12-15","ALT","Code_477","Code"
"http://www.cdisc.org","C64431","b4c11aa3-17d5-4847-a82f-ccd734c16a23","2023-12-15","ALB","Code_478","Code"
"http://www.cdisc.org","C36292","5c160c93-0b78-4c4e-bbf0-d54ed40201bb","2023-12-15","Laboratory Test Result","Code_479","Code"
"http://www.cdisc.org","C70713","86fe7056-2db7-4232-ad55-e0e5228c2eaa","2023-12-15","Biospecimen Type","Code_480","Code"
"http://www.cdisc.org","C49487","55590b25-ac00-4fd6-b3c1-3ee2423c4531","2023-12-15","No","Code_481","Code"
"http://www.cdisc.org","C49488","d18dbbe9-9a8b-4c9b-b4af-ba909d0cee98","2023-12-15","Yes","Code_482","Code"
"http://www.cdisc.org","C83309","99b8575d-5d41-45e1-845e-5fb562c941fd","2023-12-15","Laboratory Test Fasting Status","Code_483","Code"
"http://www.cdisc.org","C64431","2ccb4e57-94da-4b5e-abb8-9d0b66441e3b","2023-12-15","ALB","Code_484","Code"
"http://www.cdisc.org","C64432","6358777a-c330-4644-8f25-93c79b45676e","2023-12-15","ALP","Code_485","Code"
"http://www.cdisc.org","C36292","711c23ea-2f87-4930-9606-fc9d8daf529f","2023-12-15","Laboratory Test Result","Code_486","Code"
"http://www.cdisc.org","C67456","44b30bcc-b1fc-4ce0-a27f-3dea198bb923","2023-12-15","Unit per Liter","Code_487","Code"
"http://www.cdisc.org","C67397","67403fc5-8f61-4d7d-b5a5-39e6148f80d3","2023-12-15","Microkatal per Liter","Code_488","Code"
"http://www.cdisc.org","C67376","c997366b-0964-4f93-ace4-137852b3e8a1","2023-12-15","International Unit per Liter","Code_489","Code"
"http://www.cdisc.org","C67365","3b66ec87-8b5a-4d87-93f7-715130cdf335","2023-12-15","Unit of Catalytic Activity Concentration","Code_490","Code"
"http://www.cdisc.org","C70713","6290775e-18b8-4fac-a94c-cfd5f1c5df54","2023-12-15","Biospecimen Type","Code_491","Code"
"http://www.cdisc.org","C49487","5e3c62a5-04a1-43f5-8f71-cbb3898854ef","2023-12-15","No","Code_492","Code"
"http://www.cdisc.org","C49488","41612ae9-7989-4663-be15-c59084b58b37","2023-12-15","Yes","Code_493","Code"
"http://www.cdisc.org","C83309","2d5e0314-d53d-478a-8546-a0b704494495","2023-12-15","Laboratory Test Fasting Status","Code_494","Code"
"http://www.cdisc.org","C64432","c1b5b8d0-b375-436c-89a8-4537fbe12055","2023-12-15","ALP","Code_495","Code"
"http://www.cdisc.org","C64467","d802d30a-f80f-4f88-99b2-455112cf7a6d","2023-12-15","AST","Code_496","Code"
"http://www.cdisc.org","C36292","95d0f43a-cb38-4ed1-bc6d-d84d3feb4658","2023-12-15","Laboratory Test Result","Code_497","Code"
"http://www.cdisc.org","C67456","99ff1f9c-2c9a-4f3d-bfcf-bbf3f06579a4","2023-12-15","Unit per Liter","Code_498","Code"
"http://www.cdisc.org","C67397","b41a9999-a96c-465e-aefb-af94f2f855d0","2023-12-15","Microkatal per Liter","Code_499","Code"
"http://www.cdisc.org","C67376","00eb15d1-d72f-40bc-acc9-e99b68b9cbf3","2023-12-15","International Unit per Liter","Code_500","Code"
"http://www.cdisc.org","C67365","79426f30-9fe3-4d12-9694-148351d78f6e","2023-12-15","Unit of Catalytic Activity Concentration","Code_501","Code"
"http://www.cdisc.org","C70713","0d63317f-b717-431b-88d7-b8daa8bf488e","2023-12-15","Biospecimen Type","Code_502","Code"
"http://www.cdisc.org","C49487","7186a8d8-c1cc-4fb0-918b-81597c19177d","2023-12-15","No","Code_503","Code"
"http://www.cdisc.org","C49488","00dfd06f-2c2a-4d7c-b968-896dbc79d78d","2023-12-15","Yes","Code_504","Code"
"http://www.cdisc.org","C83309","fc4e04ad-83df-417f-be1e-a68ef93ee4db","2023-12-15","Laboratory Test Fasting Status","Code_505","Code"
"http://www.cdisc.org","C64467","8f42a758-adf2-425c-aa86-a3ff1d13e1da","2023-12-15","AST","Code_506","Code"
"http://www.cdisc.org","C64547","b828a428-2b64-4b76-91ca-43b1b1562a26","2023-12-15","CREAT","Code_507","Code"
"http://www.cdisc.org","C36292","265fc5e9-6f11-4a33-b66b-e59bd6487194","2023-12-15","Laboratory Test Result","Code_508","Code"
"http://www.cdisc.org","C67015","0e97ac25-6116-466a-851d-a1d6af9ff0fe","2023-12-15","Milligram per Deciliter","Code_509","Code"
"http://www.cdisc.org","C64572","753aa96a-65c7-43f3-b834-b50c57e8394c","2023-12-15","Microgram per Milliliter","Code_510","Code"
"http://www.cdisc.org","C64387","4ead8d80-cc33-4691-b7a5-9500bb52ddf7","2023-12-15","Millimole per Liter","Code_511","Code"
"http://www.cdisc.org","C48508","9ba7a1f8-533b-4a19-8165-4ebef44fd718","2023-12-15","Micromole per Liter","Code_512","Code"
"http://www.cdisc.org","C48207","0fee9060-6ed2-4302-9080-0443fd268d13","2023-12-15","Unit of Concentration","Code_513","Code"
"http://www.cdisc.org","C70713","674c8f51-ae0e-4856-9c45-81cf02a56ef0","2023-12-15","Biospecimen Type","Code_514","Code"
"http://www.cdisc.org","C49487","bf173501-cadc-4837-8a3e-2538e2fe6cbb","2023-12-15","No","Code_515","Code"
"http://www.cdisc.org","C49488","b3710a83-774a-4588-85cd-25e241be0f55","2023-12-15","Yes","Code_516","Code"
"http://www.cdisc.org","C83309","49f57ec5-905e-4304-9c2a-949b2ca26e76","2023-12-15","Laboratory Test Fasting Status","Code_517","Code"
"http://www.cdisc.org","C64547","3de7fb0b-ae8b-491f-bfad-e6e3787d4cc2","2023-12-15","CREAT","Code_518","Code"
"http://www.cdisc.org","C64853","3be5360b-2774-40a4-99c0-7da51a9192f5","2023-12-15","K","Code_519","Code"
"http://www.cdisc.org","C36292","12544b06-edf4-4d70-8166-160009e97681","2023-12-15","Laboratory Test Result","Code_520","Code"
"http://www.cdisc.org","C67474","a14fbaf0-c7b0-48cc-9988-3ff05c73aff7","2023-12-15","Milliequivalent per Liter","Code_521","Code"
"http://www.cdisc.org","C67473","544b03fe-882a-47b4-83b9-0325f7603518","2023-12-15","Milliequivalent per Deciliter","Code_522","Code"
"http://www.cdisc.org","C64387","bc010dc0-ea5c-45f0-b15f-be4841f212c2","2023-12-15","Millimole per Liter","Code_523","Code"
"http://www.cdisc.org","C64567","977abeb3-215a-4924-94e1-14274ecfc5b3","2023-12-15","Molarity Unit","Code_524","Code"
"http://www.cdisc.org","C70713","85ff6ba6-4a9f-440f-ab73-2359c8ed8c89","2023-12-15","Biospecimen Type","Code_525","Code"
"http://www.cdisc.org","C49487","b89c9b9f-db38-4565-85d3-46f375d8c73e","2023-12-15","No","Code_526","Code"
"http://www.cdisc.org","C49488","a8b9ea61-0410-44ff-ba26-41741cd922f8","2023-12-15","Yes","Code_527","Code"
"http://www.cdisc.org","C83309","6a005d64-10c9-4abe-b060-a210e05ada4b","2023-12-15","Laboratory Test Fasting Status","Code_528","Code"
"http://www.cdisc.org","C64853","79661a37-585f-4299-8607-7a021dd3b801","2023-12-15","K","Code_529","Code"
"http://www.cdisc.org","C64809","602c6ea8-0cf7-4a8a-9079-a5558a351c27","2023-12-15","SODIUM","Code_530","Code"
"http://www.cdisc.org","C36292","e0ff42ce-e154-4f12-b058-dd625b38d1d2","2023-12-15","Laboratory Test Result","Code_531","Code"
"http://www.cdisc.org","C67474","fbed27d1-5baf-4d22-b15c-e559de5d871f","2023-12-15","Milliequivalent per Liter","Code_532","Code"
"http://www.cdisc.org","C67473","cfc3b7ac-ad06-4790-afa1-287f015127f1","2023-12-15","Milliequivalent per Deciliter","Code_533","Code"
"http://www.cdisc.org","C64387","fd525287-cfad-410e-a281-6325540de744","2023-12-15","Millimole per Liter","Code_534","Code"
"http://www.cdisc.org","C64567","82eab53e-e5a7-4ab8-bd17-325ab4fc90d6","2023-12-15","Molarity Unit","Code_535","Code"
"http://www.cdisc.org","C70713","f87ef8d6-e705-4190-882d-cd91783a63d1","2023-12-15","Biospecimen Type","Code_536","Code"
"http://www.cdisc.org","C49487","ede88ecc-937d-4510-bfa7-e17df83c7585","2023-12-15","No","Code_537","Code"
"http://www.cdisc.org","C49488","80c8aedb-da64-4553-a8fa-879c8248366d","2023-12-15","Yes","Code_538","Code"
"http://www.cdisc.org","C83309","da41478e-afc8-443c-8ecc-55e5c5742b67","2023-12-15","Laboratory Test Fasting Status","Code_539","Code"
"http://www.cdisc.org","C64809","d2ed0e35-9cce-4363-a29c-e087f8900bda","2023-12-15","SODIUM","Code_540","Code"
"http://www.cdisc.org","C64849","a4425181-86db-4416-ba1d-3445f153f359","2023-12-15","HBA1C","Code_541","Code"
"http://www.cdisc.org","C36292","1dd1bb3d-102c-40b9-a150-e7f368bf9783","2023-12-15","Laboratory Test Result","Code_542","Code"
"http://www.cdisc.org","C64783","7da86a42-26f2-40b5-b3ff-4597f8a58ba5","2023-12-15","Gram per Deciliter","Code_543","Code"
"http://www.cdisc.org","No Concept Code","6d0f4ff4-0e13-4a15-b548-1844a31322bc","2023-12-15","LBORRESU","Code_544","Code"
"http://www.cdisc.org","C70713","523ddb19-0bcb-4a15-9231-0c8e4ad88d6c","2023-12-15","Biospecimen Type","Code_545","Code"
"http://www.cdisc.org","C49487","a1ed9ff2-4993-4b03-b843-86785b1387b5","2023-12-15","No","Code_546","Code"
"http://www.cdisc.org","C49488","eaa31d2f-72d2-4890-9e5a-87382041709d","2023-12-15","Yes","Code_547","Code"
"http://www.cdisc.org","C83309","92c801d1-7070-4d43-b481-d938a3e56483","2023-12-15","Laboratory Test Fasting Status","Code_548","Code"
"http://www.cdisc.org","C64849","66f56b11-699a-4ea6-b281-bde8611d35dd","2023-12-15","HBA1C","Code_549","Code"
"http://www.cdisc.org","C78541","815cb437-2a17-4622-9838-2513486a77c4","2023-12-15","Adverse Event Verbatim Description","Code_145","Code"
"http://www.cdisc.org","C83344","f2725217-205d-49d1-bbba-f890cd39525b","2023-12-15","Adverse Event Dictionary Derived Term","Code_146","Code"
"http://www.cdisc.org","C49487","67e56215-b74e-475d-a97b-399343ba5668","2023-12-15","No","Code_147","Code"
"http://www.cdisc.org","C49488","4f35445a-8bf4-4c6f-9bd4-324f48993067","2023-12-15","Yes","Code_148","Code"
"http://www.cdisc.org","C87840","ff11609d-89d9-4d0a-92c3-2d9a3c93af69","2023-12-15","Adverse Event Pre-specified","Code_149","Code"
"http://www.cdisc.org","C83205","c7455f97-ccf5-435a-abd0-0afe87acaf2a","2023-12-15","Adverse Event Location","Code_150","Code"
"http://www.cdisc.org","C53253","d6596850-a9dd-46b9-8bb2-49722a62e805","2023-12-15","Severity of Adverse Event","Code_151","Code"
"http://www.cdisc.org","C49487","1ab45b85-f4d4-4305-a26b-062956504c37","2023-12-15","No","Code_152","Code"
"http://www.cdisc.org","C49488","e869ebc4-09b5-4ead-956c-49e844f3421d","2023-12-15","Yes","Code_153","Code"
"http://www.cdisc.org","C53252","64e98ee1-5693-4adc-99b0-3109a6f235fd","2023-12-15","Seriousness of Adverse Event","Code_154","Code"
"http://www.cdisc.org","C83013","0bc13ca0-3fd2-4e71-a7ff-3800bd9e1623","2023-12-15","Adverse Event Action Taken with Study Treatment","Code_155","Code"
"http://www.cdisc.org","C83109","8f6c7942-2036-4ccf-9d6a-81d679606e6e","2023-12-15","Other Actions taken in Response to Adverse Event","Code_156","Code"
"http://www.cdisc.org","C41358","9dd4eab1-33cb-4e89-b5ed-8d932f3b3b00","2023-12-15","Adverse Event Attribution to Product or Procedure","Code_157","Code"
"http://www.cdisc.org","C83210","472d49d0-cdbe-480b-89d0-4c367a36e9d8","2023-12-15","Adverse Event Relationship to Non Study Treatment","Code_158","Code"
"http://www.cdisc.org","C83208","527c22b2-d2f2-49ab-a34f-fa394e9eef8f","2023-12-15","Adverse Event Pattern","Code_159","Code"
"http://www.cdisc.org","C49489","7fd0e626-6e48-4f7b-abbe-6814dcfbc168","2023-12-15","Adverse Event Outcome","Code_160","Code"
"http://www.cdisc.org","C49487","cfe26602-2990-4156-80f3-f38d623eea82","2023-12-15","No","Code_161","Code"
"http://www.cdisc.org","C49488","5104020b-bdd4-4e19-8c83-85caf2ddac89","2023-12-15","Yes","Code_162","Code"
"http://www.cdisc.org","C83211","ea9cfc7f-172b-474f-a87b-cee6a54be5d1","2023-12-15","Adverse Event Involves Cancer","Code_163","Code"
"http://www.cdisc.org","C49487","9f9060a7-a23d-40e1-a222-97b18a4fed8e","2023-12-15","No","Code_164","Code"
"http://www.cdisc.org","C49488","a13a5de0-f152-4579-b77d-10025a942584","2023-12-15","Yes","Code_165","Code"
"http://www.cdisc.org","C83117","b84ddf40-fcbb-4ea1-93be-6d95ad091042","2023-12-15","Adverse Event Seriousness Due to Congenital Anomaly","Code_166","Code"
"http://www.cdisc.org","C49487","39dcf255-6cf9-4218-ab2d-a8afa6f46ac7","2023-12-15","No","Code_167","Code"
