"code","codeSystemVersion","instanceType","uuid:ID","codeSystem","decode","id"
"C51282","2023-12-15","Code","eb333ff7-d1b5-4cef-9584-77bdf173d905","http://www.cdisc.org","Clinic","Code_106"
"C175574","2023-12-15","Code","ccdc7348-acc1-45c8-89af-fd9a56ee7052","http://www.cdisc.org","In Person","Code_107"
"C171537","2023-12-15","Code","52a1ea15-38fa-4175-9ca7-0ae422fdb230","http://www.cdisc.org","Telephone Call","Code_108"
"C25716","2023-12-15","Code","85927d2e-b360-44d2-8fcf-c643c9a695fa","http://www.cdisc.org","Visit","Code_109"
"C51282","2023-12-15","Code","2168bcc7-0374-4d36-8506-0766f2855b0e","http://www.cdisc.org","Clinic","Code_110"
"C175574","2023-12-15","Code","4e2e6c58-6f40-48f9-bdaa-5d61278fa59b","http://www.cdisc.org","In Person","Code_111"
"C171537","2023-12-15","Code","0f8120aa-48d9-4416-a193-6cffd337059b","http://www.cdisc.org","Telephone Call","Code_112"
"C25716","2023-12-15","Code","7f83623e-d8da-4072-8594-ee7348172a6e","http://www.cdisc.org","Visit","Code_113"
"C51282","2023-12-15","Code","ff479487-2e1d-4454-bde0-32839ce32c0e","http://www.cdisc.org","Clinic","Code_114"
"C175574","2023-12-15","Code","2df1b59c-b4ac-4828-8896-b236dfd742d0","http://www.cdisc.org","In Person","Code_115"
"C171537","2023-12-15","Code","3f2089d3-b283-4a72-bc7c-066ee03bf0be","http://www.cdisc.org","Telephone Call","Code_116"
"C25716","2023-12-15","Code","f32d854c-26f9-413e-83f8-adae3c0a04ec","http://www.cdisc.org","Visit","Code_117"
"C51282","2023-12-15","Code","19c03fd2-7eec-4063-9ab7-6dec432097da","http://www.cdisc.org","Clinic","Code_118"
"C175574","2023-12-15","Code","7b0a5cb9-e3c3-4793-899e-2621ed58f2a9","http://www.cdisc.org","In Person","Code_119"
"C25716","2023-12-15","Code","a1d71ad6-b1cb-4dc7-b27b-1a71e435a4c7","http://www.cdisc.org","Visit","Code_120"
"C51282","2023-12-15","Code","d1bd3c6e-949e-4d23-918e-b181a563042a","http://www.cdisc.org","Clinic","Code_121"
"C175574","2023-12-15","Code","4684d7cf-f270-4602-a305-bb4b332578eb","http://www.cdisc.org","In Person","Code_122"
"383371000119108","January 31, 2018","Code","4cb86958-97db-4b90-9d6c-950ce0e32b68","SNOMED","CT of head without contrast","Code_80"
"123","12","Code","6b01091c-72da-4a59-aab9-4c83ba8d2a5c","SPONSOR","Subject Supine","Code_81"
"124","12","Code","2af157fc-74ed-4d56-90b9-f7e32b189a64","SPONSOR","Subject Standing","Code_82"
"C82977","2023-12-15","Code","d39c72d8-0f02-40a4-a0da-a603bfba0bea","http://www.cdisc.org","Dictionary-derived Term","Code_429"
"C82571","2023-12-15","Code","199c98d2-94e8-43de-ac38-c9a692a6a9ce","http://www.cdisc.org","Reported Event Term","Code_430"
"C82517","2023-12-15","Code","d551d3f0-6bc5-4b00-be1b-e61259a6bbb1","http://www.cdisc.org","Observation Start Date Time","Code_431"
"C16735","2023-12-15","Code","90e24f7c-172c-4e43-8ca5-cc59ec7d5eba","http://www.cdisc.org","Informed Consent","Code_432"
"C20197","2023-12-15","Code","5ddd8be5-196a-4f26-84cb-d1a2e59217e3","http://www.cdisc.org","Male","Code_433"
"C16576","2023-12-15","Code","1efaeafb-5be9-45fb-a9ef-2b61ea5ecb6f","http://www.cdisc.org","Female","Code_434"
"C28421","2023-12-15","Code","c32afebe-bf72-4f9c-a590-3a2c3451c85f","http://www.cdisc.org","Sex","Code_435"
"C28421","2023-12-15","Code","dcc217cf-b920-4d41-b621-035eb9c031dc","http://www.cdisc.org","Sex","Code_436"
"C17049","2023-12-15","Code","09d319b3-6c30-4c77-9dbc-e31d68e65f7b","http://www.cdisc.org","Race","Code_437"
"C17049","2023-12-15","Code","19ed8d96-ab28-4d4d-b20e-b0913a056159","http://www.cdisc.org","Race","Code_438"
"C174446","2023-12-15","Code","a694b7ac-cf13-40b0-a28f-999898beb5bb","http://www.cdisc.org","TEMP","Code_439"
"C77140","2023-12-15","Code","0176bdab-24e6-48fc-8ea7-a8158dfe4ed7","http://www.cdisc.org","Clinical Test Result","Code_440"
"C42559","2023-12-15","Code","910ff8f2-b69b-46f9-bbfb-65c7ab5375b8","http://www.cdisc.org","Degree Celsius","Code_441"
"C44277","2023-12-15","Code","51e097dd-3c6b-4f08-9648-6fee84abc6c9","http://www.cdisc.org","Degree Fahrenheit","Code_442"
"C42537","2023-12-15","Code","654bb8cd-a61d-46b7-8925-f0fbbd9c2752","http://www.cdisc.org","Kelvin","Code_443"
"C44276","2023-12-15","Code","75bef85d-6326-41ee-b4d7-a765dc73b1c2","http://www.cdisc.org","Unit of Temperature","Code_444"
"C12674","2023-12-15","Code","4cb41f98-8aa8-4039-be34-d33db0c46876","http://www.cdisc.org","Axilla","Code_445"
"C12394","2023-12-15","Code","f95ee2d3-a9c1-4e81-8089-adfbf8a8ab8f","http://www.cdisc.org","Ear","Code_446"
"C89803","2023-12-15","Code","c0019c43-6c74-492f-87d8-62b6f6b6e6f8","http://www.cdisc.org","Forehead","Code_447"
"C12421","2023-12-15","Code","b61c5f06-13c6-4fb4-be39-066d441c3893","http://www.cdisc.org","Oral Cavity","Code_448"
"C12390","2023-12-15","Code","7f0b8770-a1b9-4041-acd9-54f74aa89f72","http://www.cdisc.org","Rectum","Code_449"
"C13717","2023-12-15","Code","fbc40659-2da0-4aaf-83b4-5ef2135a483e","http://www.cdisc.org","Anatomic Site","Code_450"
"C174446","2023-12-15","Code","76c01913-c2b0-4086-a815-b134680a4612","http://www.cdisc.org","TEMP","Code_451"
"C25208","2023-12-15","Code","b7f34987-7680-44c9-bc1e-748e7b18b878","http://www.cdisc.org","WEIGHT","Code_452"
"C77140","2023-12-15","Code","2fd62c8d-fe09-4f8e-8968-12f8a4e1753d","http://www.cdisc.org","Clinical Test Result","Code_453"
"C48531","2023-12-15","Code","252d3729-c0c4-46ab-b05f-17dbe0668d7b","http://www.cdisc.org","Pound","Code_454"
"C48155","2023-12-15","Code","ed674386-b016-4690-9516-50df1508c23e","http://www.cdisc.org","Gram","Code_455"
"C28252","2023-12-15","Code","7e6e2a2b-cd60-48fa-86c2-3c308547fddc","http://www.cdisc.org","Kilogram","Code_456"
"C48208","2023-12-15","Code","c011bba0-dea9-42bd-b287-a808addf7348","http://www.cdisc.org","Unit of Weight","Code_457"
"C25208","2023-12-15","Code","97ab98ec-84eb-4495-965c-58e98f81d39f","http://www.cdisc.org","WEIGHT","Code_458"
"C25347","2023-12-15","Code","a08a6242-a186-4dcd-b097-24aa892bc8e1","http://www.cdisc.org","HEIGHT","Code_459"
"C77140","2023-12-15","Code","27b88bc8-c00c-4faa-ba7c-da7ec1f6b282","http://www.cdisc.org","Clinical Test Result","Code_460"
"C49668","2023-12-15","Code","b5e6014f-bd06-4bd3-8217-1fc2a4cf6e08","http://www.cdisc.org","Centimeter","Code_461"
"C48500","2023-12-15","Code","4074af41-6616-48ed-9c70-c1bb171b4328","http://www.cdisc.org","Inch","Code_462"
"C41139","2023-12-15","Code","6e82e85a-f4d9-4846-bc01-2513b9e54555","http://www.cdisc.org","Meter","Code_463"
"C168688","2023-12-15","Code","35bbfd14-7e59-4300-beb8-f2d937ab818f","http://www.cdisc.org","Unit of Height","Code_464"
"C25347","2023-12-15","Code","c5f3f8af-9eaa-4e69-a12c-14d743397101","http://www.cdisc.org","HEIGHT","Code_465"
"C64433","2023-12-15","Code","7050df69-61b7-48b6-8ce5-89a8ccf02a9f","http://www.cdisc.org","ALT","Code_466"
"C36292","2023-12-15","Code","69054bc7-48da-480b-b00b-9b0c4f9ad81b","http://www.cdisc.org","Laboratory Test Result","Code_467"
"C67456","2023-12-15","Code","7af6a01d-13f8-43db-9634-23528dbe0ed4","http://www.cdisc.org","Unit per Liter","Code_468"
"C67397","2023-12-15","Code","5bc83252-b5d0-4c67-bdda-381feb6eac44","http://www.cdisc.org","Microkatal per Liter","Code_469"
"C67376","2023-12-15","Code","a7eed918-6c73-4d53-a37b-6c0d767670bd","http://www.cdisc.org","International Unit per Liter","Code_470"
"C70510","2023-12-15","Code","d251c6e6-c407-4e38-8174-d6c2a96e821d","http://www.cdisc.org","Nanokatal per Liter","Code_471"
"C67365","2023-12-15","Code","c36b5037-1738-453f-bf56-fb5c5d5731f8","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_472"
"C70713","2023-12-15","Code","e285be19-42d6-4ea3-a19b-efd8219366dc","http://www.cdisc.org","Biospecimen Type","Code_473"
"C49487","2023-12-15","Code","ea68de69-05d8-47ec-9c04-5daa414840bf","http://www.cdisc.org","No","Code_474"
"C49488","2023-12-15","Code","43d76179-5887-4efb-aa4d-940a0c0c613a","http://www.cdisc.org","Yes","Code_475"
"C83309","2023-12-15","Code","7b944fd7-c64b-46e7-829a-6cfb4dc46899","http://www.cdisc.org","Laboratory Test Fasting Status","Code_476"
"C64433","2023-12-15","Code","cc56e76b-1c5c-456b-958b-90d89f195134","http://www.cdisc.org","ALT","Code_477"
"C64431","2023-12-15","Code","7e2a373e-22e2-4865-9852-7ab32f91fe96","http://www.cdisc.org","ALB","Code_478"
"C36292","2023-12-15","Code","25514c8c-818e-432d-8a3b-4a930734c81c","http://www.cdisc.org","Laboratory Test Result","Code_479"
"C70713","2023-12-15","Code","50fae76e-67d7-4f60-b694-596f2acf6c4a","http://www.cdisc.org","Biospecimen Type","Code_480"
"C49487","2023-12-15","Code","9f74dacd-621b-45c9-9148-57980bddb979","http://www.cdisc.org","No","Code_481"
"C49488","2023-12-15","Code","2ebfa60c-4914-4f35-88d9-078101c2baa3","http://www.cdisc.org","Yes","Code_482"
"C83309","2023-12-15","Code","953f5ece-9a78-44c0-9c38-a567e41cdf4e","http://www.cdisc.org","Laboratory Test Fasting Status","Code_483"
"C64431","2023-12-15","Code","63c84297-b6d5-4f87-8828-a01a88c7ed14","http://www.cdisc.org","ALB","Code_484"
"C64432","2023-12-15","Code","a1b0d476-e3a3-47dc-8fff-7fe0570b2376","http://www.cdisc.org","ALP","Code_485"
"C36292","2023-12-15","Code","08f142d3-13f6-474f-8ed1-19386f899d3f","http://www.cdisc.org","Laboratory Test Result","Code_486"
"C67456","2023-12-15","Code","493e547e-ae9c-4916-8482-85933cbc2ac9","http://www.cdisc.org","Unit per Liter","Code_487"
"C67397","2023-12-15","Code","7814f90f-a7d4-48a6-9615-0815096e5eea","http://www.cdisc.org","Microkatal per Liter","Code_488"
"C67376","2023-12-15","Code","631f381d-5b54-49d4-8052-f497ab688a04","http://www.cdisc.org","International Unit per Liter","Code_489"
"C67365","2023-12-15","Code","73d8ac3c-6bda-4354-9c38-e5539bdb838e","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_490"
"C70713","2023-12-15","Code","8f407587-a4bd-49d1-bf20-7f3c2f079c22","http://www.cdisc.org","Biospecimen Type","Code_491"
"C49487","2023-12-15","Code","923e9b7f-7a00-47fb-a08e-fe7c2b16ec64","http://www.cdisc.org","No","Code_492"
"C49488","2023-12-15","Code","ff37de10-c87a-42d3-ae3b-5de4f1523ed4","http://www.cdisc.org","Yes","Code_493"
"C83309","2023-12-15","Code","03e51fe4-3f58-4ceb-b9bc-55ecd0af0f0a","http://www.cdisc.org","Laboratory Test Fasting Status","Code_494"
"C64432","2023-12-15","Code","31b4ac7b-67a0-4513-adf2-68f70dab0a99","http://www.cdisc.org","ALP","Code_495"
"C64467","2023-12-15","Code","fc9aefee-15fe-4f32-a209-5af3a9ddd2c1","http://www.cdisc.org","AST","Code_496"
"C36292","2023-12-15","Code","134183c3-8b18-4579-9808-863407e0b2a5","http://www.cdisc.org","Laboratory Test Result","Code_497"
"C67456","2023-12-15","Code","ff15d07d-7f8b-4112-875a-f50cbd6a22db","http://www.cdisc.org","Unit per Liter","Code_498"
"C67397","2023-12-15","Code","bbde5cd7-5107-4323-a174-8e64780c7648","http://www.cdisc.org","Microkatal per Liter","Code_499"
"C67376","2023-12-15","Code","fc195e13-969c-4235-a135-c485156c5bef","http://www.cdisc.org","International Unit per Liter","Code_500"
"C67365","2023-12-15","Code","a0f46bff-0f37-499f-94e3-1989cf48e69c","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code_501"
"C70713","2023-12-15","Code","928784a0-07de-462a-9fbe-6d8dc85ff72b","http://www.cdisc.org","Biospecimen Type","Code_502"
"C49487","2023-12-15","Code","2b6f321c-ee26-4a05-aba9-53d477593be3","http://www.cdisc.org","No","Code_503"
"C49488","2023-12-15","Code","64ccddfc-0392-4267-8fe7-175d1f618c18","http://www.cdisc.org","Yes","Code_504"
"C83309","2023-12-15","Code","7ed409e9-fbbd-469c-b0fc-31dfd236454d","http://www.cdisc.org","Laboratory Test Fasting Status","Code_505"
"C64467","2023-12-15","Code","53c4a1fd-a07e-4fd8-b770-228afae022e9","http://www.cdisc.org","AST","Code_506"
"C64547","2023-12-15","Code","c901495d-fbbe-426a-abb4-e6035090b075","http://www.cdisc.org","CREAT","Code_507"
"C36292","2023-12-15","Code","83489491-a074-487d-86ef-22f03d25db24","http://www.cdisc.org","Laboratory Test Result","Code_508"
"C67015","2023-12-15","Code","44095031-eda6-49c7-873d-cb6db953f4f9","http://www.cdisc.org","Milligram per Deciliter","Code_509"
"C64572","2023-12-15","Code","3b0d1d5c-df5d-4981-b041-4171a5a2f98c","http://www.cdisc.org","Microgram per Milliliter","Code_510"
"C64387","2023-12-15","Code","9afd284c-9ad9-4072-9f32-7f37c716ae97","http://www.cdisc.org","Millimole per Liter","Code_511"
"C48508","2023-12-15","Code","5362f5b1-05bf-4834-bacc-89d8677da6db","http://www.cdisc.org","Micromole per Liter","Code_512"
"C48207","2023-12-15","Code","4f8efaeb-bd39-4cee-857b-0a7dbb5a2897","http://www.cdisc.org","Unit of Concentration","Code_513"
"C70713","2023-12-15","Code","9beeccad-790f-4a5e-9dcf-0d87f00108c8","http://www.cdisc.org","Biospecimen Type","Code_514"
"C49487","2023-12-15","Code","bcce4ee7-6305-45d5-a8a7-094560fa3566","http://www.cdisc.org","No","Code_515"
"C49488","2023-12-15","Code","9e01f816-17ba-4f37-9414-0db00f7d14f0","http://www.cdisc.org","Yes","Code_516"
"C83309","2023-12-15","Code","7a27960e-c14e-4d83-b1f7-35f50aef4837","http://www.cdisc.org","Laboratory Test Fasting Status","Code_517"
"C64547","2023-12-15","Code","b88c38c8-f0e7-4d32-9c0d-96750a76ac6e","http://www.cdisc.org","CREAT","Code_518"
"C64853","2023-12-15","Code","91ee1694-7c36-41a3-9a6b-345f23475973","http://www.cdisc.org","K","Code_519"
"C36292","2023-12-15","Code","3168eaa1-3cd5-4f9b-aaba-5127b7103b13","http://www.cdisc.org","Laboratory Test Result","Code_520"
"C67474","2023-12-15","Code","eda6c3b3-fe63-420d-aae5-a869f114472d","http://www.cdisc.org","Milliequivalent per Liter","Code_521"
"C67473","2023-12-15","Code","13002cef-8efd-430d-aa94-e7ca410d9b54","http://www.cdisc.org","Milliequivalent per Deciliter","Code_522"
"C64387","2023-12-15","Code","6bc5c63e-bc11-491c-8803-84cbed0fe17e","http://www.cdisc.org","Millimole per Liter","Code_523"
"C64567","2023-12-15","Code","5677075d-4b2b-4256-be0b-b355f120793b","http://www.cdisc.org","Molarity Unit","Code_524"
"C70713","2023-12-15","Code","2fe4fddf-099a-4085-9ec7-95cae1727b23","http://www.cdisc.org","Biospecimen Type","Code_525"
"C49487","2023-12-15","Code","c9d1c3fd-a573-4ba2-9ee3-3a5f2887388b","http://www.cdisc.org","No","Code_526"
"C49488","2023-12-15","Code","27b449d2-06a5-4bdd-8422-d187e9f94fda","http://www.cdisc.org","Yes","Code_527"
"C83309","2023-12-15","Code","54699d40-023a-4d82-af67-05c46c2d8c2d","http://www.cdisc.org","Laboratory Test Fasting Status","Code_528"
"C64853","2023-12-15","Code","b40b8805-9ecd-44e4-a37b-eaa242755c5b","http://www.cdisc.org","K","Code_529"
"C64809","2023-12-15","Code","7c31c13e-71b0-48f9-a64a-fbc0f3d666d4","http://www.cdisc.org","SODIUM","Code_530"
"C36292","2023-12-15","Code","d91bd052-26b8-4150-b400-c96cda2d1275","http://www.cdisc.org","Laboratory Test Result","Code_531"
"C67474","2023-12-15","Code","a62da691-4b42-4e2e-860e-be3efcf59a08","http://www.cdisc.org","Milliequivalent per Liter","Code_532"
"C67473","2023-12-15","Code","aac652ab-f0ee-4baf-bab9-626c3a395571","http://www.cdisc.org","Milliequivalent per Deciliter","Code_533"
"C64387","2023-12-15","Code","000c131d-5b66-4d8f-9ab0-808cd9e786aa","http://www.cdisc.org","Millimole per Liter","Code_534"
"C64567","2023-12-15","Code","c60ac598-eadb-4536-a2c2-b84b75502945","http://www.cdisc.org","Molarity Unit","Code_535"
"C70713","2023-12-15","Code","53ac230f-d0ca-49ed-b2ff-400194f9ef3e","http://www.cdisc.org","Biospecimen Type","Code_536"
"C49487","2023-12-15","Code","6592ffc7-37db-42e4-8dad-aab5d99cc736","http://www.cdisc.org","No","Code_537"
"C49488","2023-12-15","Code","94f1366d-b333-43ba-9e07-87401a1b4e90","http://www.cdisc.org","Yes","Code_538"
"C83309","2023-12-15","Code","3b835285-0833-4dc8-8315-b6778b92d977","http://www.cdisc.org","Laboratory Test Fasting Status","Code_539"
"C64809","2023-12-15","Code","3794d2a3-df47-4229-8bfd-908956e06d2a","http://www.cdisc.org","SODIUM","Code_540"
"C64849","2023-12-15","Code","bc0778d5-a614-4614-b5d4-5e0d6a401f92","http://www.cdisc.org","HBA1C","Code_541"
"C36292","2023-12-15","Code","f7dd0087-3fc5-4ca8-8eda-c8f829fc961f","http://www.cdisc.org","Laboratory Test Result","Code_542"
"C64783","2023-12-15","Code","5096010c-ccc3-40fb-99aa-64dc0dea9fb1","http://www.cdisc.org","Gram per Deciliter","Code_543"
"No Concept Code","2023-12-15","Code","c1140488-3f5a-4283-88bb-0d64b26ffb01","http://www.cdisc.org","LBORRESU","Code_544"
"C70713","2023-12-15","Code","196bf0ec-0362-426e-bc04-82b5d72fa264","http://www.cdisc.org","Biospecimen Type","Code_545"
"C49487","2023-12-15","Code","56318a0a-ceef-4f0c-bb2f-eda05f8048a1","http://www.cdisc.org","No","Code_546"
"C49488","2023-12-15","Code","e8e9d61e-3ae7-44d2-afa8-b16f50f27dc6","http://www.cdisc.org","Yes","Code_547"
"C83309","2023-12-15","Code","317d819e-d1ba-4bd3-a49b-243de7b18e6b","http://www.cdisc.org","Laboratory Test Fasting Status","Code_548"
"C64849","2023-12-15","Code","1609ae22-43b0-4c63-abb4-e596b8693cb0","http://www.cdisc.org","HBA1C","Code_549"
"C78541","2023-12-15","Code","bb8128b8-a70d-4a09-b401-249041fd7683","http://www.cdisc.org","Adverse Event Verbatim Description","Code_145"
"C83344","2023-12-15","Code","4df32c0e-9e5a-44f2-b48b-0fdc6d0339b6","http://www.cdisc.org","Adverse Event Dictionary Derived Term","Code_146"
"C49487","2023-12-15","Code","2b91ae4b-f424-4f60-9963-996dd70d742f","http://www.cdisc.org","No","Code_147"
"C49488","2023-12-15","Code","11e93235-c8ad-4449-b06b-b53b5d26d9ae","http://www.cdisc.org","Yes","Code_148"
"C87840","2023-12-15","Code","9ba10095-4f70-461d-ba79-ea33b5545979","http://www.cdisc.org","Adverse Event Pre-specified","Code_149"
"C83205","2023-12-15","Code","c7841920-d7d7-4cf6-8b0b-51c18615fb56","http://www.cdisc.org","Adverse Event Location","Code_150"
"C53253","2023-12-15","Code","3e58b6b6-c1db-4c2a-a993-c499a4a968c9","http://www.cdisc.org","Severity of Adverse Event","Code_151"
"C49487","2023-12-15","Code","e79ab337-1f5d-4717-a846-7ef3dde624ec","http://www.cdisc.org","No","Code_152"
"C49488","2023-12-15","Code","c80bea69-f76c-4b34-870b-8fb70ee49698","http://www.cdisc.org","Yes","Code_153"
"C53252","2023-12-15","Code","5af72b80-5ea2-41ff-a916-48a8eaa2d516","http://www.cdisc.org","Seriousness of Adverse Event","Code_154"
"C83013","2023-12-15","Code","262c054c-cf17-45fc-8871-5f39cddd31c6","http://www.cdisc.org","Adverse Event Action Taken with Study Treatment","Code_155"
"C83109","2023-12-15","Code","3a44cc5b-54a9-4f5f-9be7-4ffb955aa7d9","http://www.cdisc.org","Other Actions taken in Response to Adverse Event","Code_156"
"C41358","2023-12-15","Code","1bd2fde3-abdf-4a04-bad7-00d7704be615","http://www.cdisc.org","Adverse Event Attribution to Product or Procedure","Code_157"
"C83210","2023-12-15","Code","f2ad7534-c252-4ca8-ab82-78422846cc1b","http://www.cdisc.org","Adverse Event Relationship to Non Study Treatment","Code_158"
"C83208","2023-12-15","Code","7b977166-f0a3-43e3-913d-a9efccb1bb4a","http://www.cdisc.org","Adverse Event Pattern","Code_159"
"C49489","2023-12-15","Code","e187c598-6ea5-4387-942d-d6cfb21df1e8","http://www.cdisc.org","Adverse Event Outcome","Code_160"
"C49487","2023-12-15","Code","3224fd1f-d66e-4e38-b74e-471c621524b3","http://www.cdisc.org","No","Code_161"
"C49488","2023-12-15","Code","c1b323be-f674-4941-add7-359eb3f74c63","http://www.cdisc.org","Yes","Code_162"
"C83211","2023-12-15","Code","0c9ee233-56f5-4f44-8fe1-bb1d1ecb4f96","http://www.cdisc.org","Adverse Event Involves Cancer","Code_163"
"C49487","2023-12-15","Code","4f575836-d7e6-4fa6-9775-b06fac954367","http://www.cdisc.org","No","Code_164"
"C49488","2023-12-15","Code","d9221bd7-3310-458e-977e-adaf8feccb5b","http://www.cdisc.org","Yes","Code_165"
"C83117","2023-12-15","Code","14b145fd-8c86-40f9-bb69-ee0a27fe401c","http://www.cdisc.org","Adverse Event Seriousness Due to Congenital Anomaly","Code_166"
"C49487","2023-12-15","Code","78e315c2-002e-4f29-8af9-2b9226d98eec","http://www.cdisc.org","No","Code_167"
