"id:ID","decode","code","uuid","codeSystem","id","codeSystemVersion"
"134","Adverse Event","C41331","64fa79e3-0ec4-4d85-b75f-d759513c65f3","NCI Thesaurus","Code_125",""
"135","Vital Signs Result","C173522","b081213d-9d70-4160-912f-0d1ca3adf519","NCI Thesaurus","Code_143",""
"136","Pascal","C42547","37b15440-2d9c-4c6b-b661-4084d5c810a3","http://www.cdisc.org","Code_144","2023-09-29"
"137","Unit of Pressure","C49669","059699b1-79ea-4694-8303-17280cd46a2a","NCI Thesaurus","Code_145",""
"138","Vital Signs Location","C83088","29fdac1a-6a49-44ba-a68e-a3462deca8b1","NCI Thesaurus","Code_146",""
"139","Vital Signs Laterality","C123975","a5aaae12-83f4-4f36-9024-42c2437253c6","NCI Thesaurus","Code_147",""
"140","Test Method","C82535","1bb51b18-3788-4f64-a41c-456c2b1ef958","NCI Thesaurus","Code_148",""
"141","Vital Signs Position","C83114","3eb0a840-9369-41a4-8699-02cf9b58199b","NCI Thesaurus","Code_149",""
"142","Systolic Blood Pressure","C25298","4f51d312-5a2e-4d33-b6f4-6a9bf1637ad7","NCI Thesaurus","Code_142",""
"143","Vital Signs Result","C173522","f5791f9d-480d-4d7c-b5bd-7e2fddf77a30","NCI Thesaurus","Code_151",""
"144","Pascal","C42547","105a499b-3a36-4029-9ba5-cd19adcaa634","http://www.cdisc.org","Code_152","2023-09-29"
"145","Unit of Pressure","C49669","c9c380ca-3065-47e2-a3d5-e51d8a76a4d5","NCI Thesaurus","Code_153",""
"146","Vital Signs Location","C83088","de23a601-ce6d-42ca-82aa-fbefe02099b2","NCI Thesaurus","Code_154",""
"147","Vital Signs Laterality","C123975","5509d2d2-2f4c-4e17-8eb5-2e2b0f830bbc","NCI Thesaurus","Code_155",""
"148","Test Method","C82535","b8b1440e-bc6e-4e73-b627-08ed7e6bc49a","NCI Thesaurus","Code_156",""
"149","Vital Signs Position","C83114","e0a2c123-ac51-45db-8e57-67473fb3725f","NCI Thesaurus","Code_157",""
"150","Diastolic Blood Pressure","C25299","054b5db4-bd5e-431f-85cc-89d7ca52ddbe","NCI Thesaurus","Code_150",""
"151","Vital Signs Result","C173522","1f13400a-1b5e-4e7c-a265-90757911807f","NCI Thesaurus","Code_159",""
"152","Kelvin","C42537","a4eb590e-7d1f-4ce7-8054-9b194b9b4629","http://www.cdisc.org","Code_160","2023-09-29"
"153","Unit of Temperature","C44276","5fed7c02-4559-4213-abfd-2535177f91ab","NCI Thesaurus","Code_161",""
"154","Vital Signs Location","C83088","5f9b8e6e-6567-4da2-bd99-dd94d858eb38","NCI Thesaurus","Code_162",""
"155","Body Temperature","C174446","434332ec-2045-422e-9f6c-7247af56f2b4","NCI Thesaurus","Code_158",""
"156","Vital Signs Result","C173522","8697fc2b-11de-40b6-8d2b-fd29f0b92d6a","NCI Thesaurus","Code_164",""
"157","Kilogram","C28252","4c688867-4233-40e3-9469-7cda657a9fd2","http://www.cdisc.org","Code_165","2023-09-29"
"158","Gram","C48155","067e9b06-e962-4e45-a20a-16bb90468359","http://www.cdisc.org","Code_166","2023-09-29"
"159","Pound","C48531","7a207201-b00b-4bec-9e6f-1c3b88de49fa","http://www.cdisc.org","Code_167","2023-09-29"
"160","Unit of Weight","C48208","69100fa9-c007-4d23-9a64-c5930eef0e7c","NCI Thesaurus","Code_168",""
"161","Body Weight","C81328","5973c452-5858-4bbe-89ce-ecc3922a0d7a","NCI Thesaurus","Code_163",""
"162","Vital Signs Result","C173522","7265aa22-d1b2-4e41-8c77-e338b76ca787","NCI Thesaurus","Code_170",""
"163","Centimeter","C49668","d6064ac7-1e0f-4f5b-925b-f88f37a8ccdc","http://www.cdisc.org","Code_171","2023-09-29"
"164","Inch","C48500","68a26b21-5e86-4e0c-be1c-5e082f57354d","http://www.cdisc.org","Code_172","2023-09-29"
"165","Millimeter","C28251","e13644c4-8a13-477c-a669-4c91730adcaf","http://www.cdisc.org","Code_173","2023-09-29"
"166","Meter","C41139","81aae869-4e11-4949-bd76-5d7fb78db720","http://www.cdisc.org","Code_174","2023-09-29"
"167","Unit of Height","C168688","787968c8-22b3-44bd-87d6-a607bb4621fa","NCI Thesaurus","Code_175",""
"168","Body Height","C164634","d8c73274-92ca-4e7e-8e30-9be93ed44821","NCI Thesaurus","Code_169",""
"169","Laboratory Test Result","C36292","94097ab7-a3b9-43e6-b5d1-5956a6f0c9b8","NCI Thesaurus","Code_177",""
"170","Laboratory Test Fasting Status","C83309","cde5be8a-768b-4429-b332-8aeabd3c89fa","NCI Thesaurus","Code_178",""
"171","Unit of Catalytic Activity Concentration","C67365","3b74c559-6f4c-4560-896c-100885f877aa","NCI Thesaurus","Code_179",""
"172","Biospecimen Type","C70713","5728ba53-3bab-421c-89dc-ece8a0a69122","NCI Thesaurus","Code_180",""
"173","Alanine Aminotransferase Measurement","C64433","dff63f90-df72-4380-88cc-255e9c8705cd","NCI Thesaurus","Code_176",""
"174","Laboratory Test Result","C36292","b6b81e02-0219-49f5-98fb-331a927b97cf","NCI Thesaurus","Code_182",""
"175","Laboratory Test Fasting Status","C83309","654b66a2-9f1e-483e-a9ce-4c297591422b","NCI Thesaurus","Code_183",""
"176","Unit of Concentration","C48207","f5f3d6ec-8c50-4e3c-bab9-65e1569d02ab","NCI Thesaurus","Code_184",""
"177","Biospecimen Type","C70713","62bb2965-3a1a-43ba-9665-1fcd3f898988","NCI Thesaurus","Code_185",""
"178","Albumin Measurement","C64431","980bc4a4-c7f8-44fc-9c9e-ee20d7d337cf","NCI Thesaurus","Code_181",""
"179","Laboratory Test Result","C36292","b0ade500-1362-4fdf-8cd8-aaf7beaff6c8","NCI Thesaurus","Code_187",""
"180","Laboratory Test Fasting Status","C83309","12682284-c823-400f-89d7-ce450bce7e5e","NCI Thesaurus","Code_188",""
"181","Unit of Catalytic Activity Concentration","C67365","6452559d-bda1-4966-bac3-0014b6cd30db","NCI Thesaurus","Code_189",""
"182","Biospecimen Type","C70713","28976d01-91d4-46d9-a4a5-6c040460a944","NCI Thesaurus","Code_190",""
"183","Alkaline Phosphatase Measurement","C64432","c90ad41e-2f54-4d36-985d-71d2e9a625fd","NCI Thesaurus","Code_186",""
"184","Laboratory Test Result","C36292","c1714a0a-0657-44c7-b235-797193ff545c","NCI Thesaurus","Code_192",""
"185","Laboratory Test Fasting Status","C83309","604296c9-e04a-463b-b0b9-2be90a2fab89","NCI Thesaurus","Code_193",""
"186","Unit of Catalytic Activity Concentration","C67365","3934a5f5-71a2-4192-998b-39723900810e","NCI Thesaurus","Code_194",""
"187","Biospecimen Type","C70713","86af812d-5d90-4ed2-bef4-1798b0d90a67","NCI Thesaurus","Code_195",""
"188","Aspartate Aminotransferase Measurement","C64467","066ee7b5-3603-4bba-bd38-6d14b35e6b0a","NCI Thesaurus","Code_191",""
"189","Laboratory Test Result","C36292","d9587d93-1cf6-42cc-9b5c-ce98a8161782","NCI Thesaurus","Code_197",""
"190","Laboratory Test Fasting Status","C83309","808f59cf-84ae-47bc-ba51-6c8930e9e88b","NCI Thesaurus","Code_198",""
"191","Unit of Concentration","C48207","aa2ec819-5b7b-46c3-a510-651b1a376ace","NCI Thesaurus","Code_199",""
"192","Biospecimen Type","C70713","0766e08d-8f72-4779-b67a-cfe82422fb86","NCI Thesaurus","Code_200",""
"193","Creatinine Measurement","C64547","48a5f936-6753-468c-a202-a5c8f32a08a3","NCI Thesaurus","Code_196",""
"194","Laboratory Test Result","C36292","c3a111f7-4865-42fb-84f2-55893c668c15","NCI Thesaurus","Code_202",""
"195","Laboratory Test Fasting Status","C83309","fb9283ee-92ac-4f3c-879b-1398e3bb01b2","NCI Thesaurus","Code_203",""
"196","Molarity Unit","C64567","d7a04780-6641-4825-8f84-19dac11e23e2","NCI Thesaurus","Code_204",""
"197","Biospecimen Type","C70713","bf853d36-87df-4134-b688-f2d282579b1b","NCI Thesaurus","Code_205",""
"198","Potassium Measurement","C64853","6427ddd2-a1a4-4b6c-a268-6a4d8b84eb92","NCI Thesaurus","Code_201",""
"199","Laboratory Test Result","C36292","d8a276f8-ba0d-4799-8b61-2a116f63603f","NCI Thesaurus","Code_207",""
"200","Laboratory Test Fasting Status","C83309","e348d037-a8df-4872-9a80-0852070b33a7","NCI Thesaurus","Code_208",""
"201","Molarity Unit","C64567","bc8d5c43-bbb5-4d05-9ff3-f80cffec12a1","NCI Thesaurus","Code_209",""
"202","Biospecimen Type","C70713","b9f6d818-ffbf-46f5-a0cd-cb673c142ba2","NCI Thesaurus","Code_210",""
"203","Sodium Measurement","C64809","79414367-834e-458a-b2cf-9bc137f927fe","NCI Thesaurus","Code_206",""
"204","Vital Signs Result","C173522","85ca6e83-2d3f-4aa2-bd07-a31fa60c2d66","NCI Thesaurus","Code_212",""
"205","Pascal","C42547","4677af29-7aae-4e91-ae60-cfaa0b137232","http://www.cdisc.org","Code_213","2023-09-29"
"206","Unit of Pressure","C49669","d26b5f39-273d-494c-b95e-1efe1a53aad8","NCI Thesaurus","Code_214",""
"207","Vital Signs Location","C83088","5a93204e-0775-4b8e-abce-0c1bf9d4c44e","NCI Thesaurus","Code_215",""
"208","Vital Signs Laterality","C123975","e51ba509-e237-432e-8a66-f690d83e9f9b","NCI Thesaurus","Code_216",""
"209","Test Method","C82535","1e60ccef-c469-44e1-a620-3b16e5baa982","NCI Thesaurus","Code_217",""
"210","Vital Signs Position","C83114","205f25dc-b588-4589-b13a-163fbb127427","NCI Thesaurus","Code_218",""
"211","Systolic Blood Pressure","C25298","b1c267e4-60cb-4f88-8c24-5c9ff1cceab8","NCI Thesaurus","Code_211",""
"212","Vital Signs Result","C173522","48698173-f52a-4a9f-92ec-f1dfee25f934","NCI Thesaurus","Code_220",""
"213","Pascal","C42547","e4d8a501-9baf-4514-a76c-7fb077c66f88","http://www.cdisc.org","Code_221","2023-09-29"
"214","Unit of Pressure","C49669","83870e97-1fe6-420a-9729-a20afd6e11ec","NCI Thesaurus","Code_222",""
"215","Vital Signs Location","C83088","aa1904aa-8a65-4547-89e3-f6b1513ce085","NCI Thesaurus","Code_223",""
"216","Vital Signs Laterality","C123975","543f9fe9-ba5a-42a0-b2d4-ce2d11c0d633","NCI Thesaurus","Code_224",""
"217","Test Method","C82535","2a8b4069-9714-4aa4-bba5-71e314a909f4","NCI Thesaurus","Code_225",""
"218","Vital Signs Position","C83114","82a55650-34e3-43e2-9908-7f6d4833f990","NCI Thesaurus","Code_226",""
"219","Diastolic Blood Pressure","C25299","4ea91c9f-cee1-44ed-9b30-a91d3cc53663","NCI Thesaurus","Code_219",""
"220","Vital Signs Result","C173522","fbdaf3ea-9b44-40bd-9a8d-33865e77797e","NCI Thesaurus","Code_228",""
"221","Pascal","C42547","62ecb2ca-0f42-4c1e-b8a3-3b2b65a23fcb","http://www.cdisc.org","Code_229","2023-09-29"
"222","Unit of Pressure","C49669","367d5e0c-2c90-4e84-8766-0d51213d45f5","NCI Thesaurus","Code_230",""
"223","Vital Signs Location","C83088","d95fdc14-34fb-4c22-90d8-369b216266cb","NCI Thesaurus","Code_231",""
