"id:ID","uuid","name","bcPropertyEnabled","label","id","bcPropertyResponseCodes","bcPropertyRequired","bcPropertyDatatype"
"592","fa7166f5-fca2-4947-86c0-c4e27304b2ac","Adverse Event Outcome","True","Adverse Event Outcome","BiomedicalConceptProperty_12","","True","string"
"593","062091ec-0a91-46bc-857e-9195cfd8e7c8","Adverse Event Start Date Time","True","Adverse Event Start Date Time","BiomedicalConceptProperty_13","[]","True","datetime"
"594","91227f44-eef0-468d-8db1-56f3d4cb2a90","Adverse Event End Date Time","True","Adverse Event End Date Time","BiomedicalConceptProperty_14","[]","True","datetime"
"595","662e9a1a-78ea-4f3b-baf2-b807922b9abe","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_15","[]","True","decimal"
"596","6429af44-ce0f-49e4-b9b5-c571080bdcd5","Unit of Pressure","True","Unit of Pressure","BiomedicalConceptProperty_16","","True","string"
"597","79ac556e-901a-4ed1-8f80-7010f797f203","Vital Signs Location","True","Vital Signs Location","BiomedicalConceptProperty_17","[]","True","string"
"598","b7a3afda-6d9a-48ba-b7eb-084489837c83","Vital Signs Laterality","True","Vital Signs Laterality","BiomedicalConceptProperty_18","[]","True","string"
"599","ecad7b2e-7cd0-4d24-8dec-eea2dc74638e","Test Method","True","Test Method","BiomedicalConceptProperty_19","[]","True","string"
"600","458d9614-4ec6-4f55-9da5-8f7e5d1133da","Vital Signs Position","True","Vital Signs Position","BiomedicalConceptProperty_20","[]","True","string"
"601","d4c23a8d-b5fc-4393-ba78-df09b5620cbf","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_21","[]","True","decimal"
"602","fd1e9943-c367-4fdf-a524-407db503f390","Unit of Pressure","True","Unit of Pressure","BiomedicalConceptProperty_22","","True","string"
"603","036f51c6-3542-4cf2-af64-4ea66f8f5c86","Vital Signs Location","True","Vital Signs Location","BiomedicalConceptProperty_23","[]","True","string"
"604","08b863cf-a8f3-431b-8d49-b60ed7a4cf64","Vital Signs Laterality","True","Vital Signs Laterality","BiomedicalConceptProperty_24","[]","True","string"
"605","1b99306a-c0f4-46e9-8bdc-b400feb78f87","Test Method","True","Test Method","BiomedicalConceptProperty_25","[]","True","string"
"606","03811593-60d6-4061-8486-2792a8973cf2","Vital Signs Position","True","Vital Signs Position","BiomedicalConceptProperty_26","[]","True","string"
"607","5e9db09f-7b3d-4918-ac93-042b750c24e1","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_27","[]","True","decimal"
"608","b8f12219-213b-45cc-aad8-0e622cae3b8f","Unit of Temperature","True","Unit of Temperature","BiomedicalConceptProperty_28","","True","string"
"609","0a460aa6-2de3-4283-9fab-dc9f13873fcc","Vital Signs Location","True","Vital Signs Location","BiomedicalConceptProperty_29","[]","True","string"
"610","97681a5a-4791-41e5-96a9-3a2beecc5459","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_30","[]","True","decimal"
"611","9ba642e9-3346-48df-8584-f2afa3744746","Unit of Weight","True","Unit of Weight","BiomedicalConceptProperty_31","","True","string"
"612","9a47df91-e2f9-4278-936d-fc5840456c6d","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_32","[]","True","decimal"
"613","3cd9015c-deac-4fbe-8efc-e5bda78ab347","Unit of Height","True","Unit of Height","BiomedicalConceptProperty_33","","True","string"
"614","0786eb8c-7c26-4cf8-b30a-8bee97f2d0e9","Laboratory Test Result","True","Laboratory Test Result","BiomedicalConceptProperty_34","[]","True","decimal"
"615","02af6f91-8f7b-4c6d-b9ff-b1cf92937840","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_35","[]","True","boolean"
"616","4a67ed52-4677-471c-bd19-2f707b54b295","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_36","[]","True","string"
"617","87535dd1-69dc-4225-9d5b-2748e6e0dc41","Biospecimen Type","True","Biospecimen Type","BiomedicalConceptProperty_37","[]","True","string"
"618","25a9ee8b-1595-409a-9212-d8b27687c7f6","Laboratory Test Result","True","Laboratory Test Result","BiomedicalConceptProperty_38","[]","True","string"
"619","0951dcaf-811d-46f7-b756-52a9ddf07b93","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_39","[]","True","boolean"
"620","cf2680d4-ad86-4687-9f11-c71f0fdca8cf","Unit of Concentration","True","Unit of Concentration","BiomedicalConceptProperty_40","[]","True","string"
"621","76accc73-6294-4435-a879-4271ed3b7ca6","Biospecimen Type","True","Biospecimen Type","BiomedicalConceptProperty_41","[]","True","string"
"622","c08d5f9b-cf8f-4a30-8411-5f2683e1de95","Laboratory Test Result","True","Laboratory Test Result","BiomedicalConceptProperty_42","[]","True","decimal"
"623","4728b943-2b19-4617-b8a3-71aab345a5f6","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_43","[]","True","boolean"
"624","00885972-5715-4415-80a6-81ac85324d76","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_44","[]","True","string"
"625","8dc055d7-bdaf-4b43-a469-e9b3e539890d","Biospecimen Type","True","Biospecimen Type","BiomedicalConceptProperty_45","[]","True","string"
"626","df0119aa-9328-4a66-8e8a-7eb2a3faacfa","Laboratory Test Result","True","Laboratory Test Result","BiomedicalConceptProperty_46","[]","True","decimal"
"627","6473d643-3a64-4f6a-a505-b5c49b9a2315","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_47","[]","True","boolean"
"628","a62b138e-d30a-4da1-b392-3ffc7ccd2545","Unit of Catalytic Activity Concentration","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty_48","[]","True","string"
"629","490b8ed4-16ac-4ec2-b5b4-152a3e137fe9","Biospecimen Type","True","Biospecimen Type","BiomedicalConceptProperty_49","[]","True","string"
"630","689e4154-e3d9-42a9-98bf-d5f4da2949a5","Laboratory Test Result","True","Laboratory Test Result","BiomedicalConceptProperty_50","[]","True","string"
"631","6a343327-9375-417c-9e1f-e40d0b3b7a61","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_51","[]","True","boolean"
"632","e1245064-8321-4a5f-8ec3-82678f8e4158","Unit of Concentration","True","Unit of Concentration","BiomedicalConceptProperty_52","[]","True","string"
"633","08678d1a-114b-4e35-bb88-b979ee7e6d62","Biospecimen Type","True","Biospecimen Type","BiomedicalConceptProperty_53","[]","True","string"
"634","2f5b1109-d3c1-4542-896c-da85246537e7","Laboratory Test Result","True","Laboratory Test Result","BiomedicalConceptProperty_54","[]","True","decimal"
"635","28cec6ef-6f7c-4c97-907a-b07a0f42f7f7","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_55","[]","True","boolean"
"636","cac6906c-572f-4f97-83ee-be0d2963ef54","Molarity Unit","True","Molarity Unit","BiomedicalConceptProperty_56","[]","True","string"
"637","814528c3-1b1c-4a82-84ab-fdecdbc7a969","Biospecimen Type","True","Biospecimen Type","BiomedicalConceptProperty_57","[]","True","string"
"638","c8323e14-48ec-499c-a3bc-f1004b36999d","Laboratory Test Result","True","Laboratory Test Result","BiomedicalConceptProperty_58","[]","True","decimal"
"639","fd938e95-417c-46ae-96da-7f4a3f26fcc6","Laboratory Test Fasting Status","True","Laboratory Test Fasting Status","BiomedicalConceptProperty_59","[]","True","boolean"
"640","581671de-9a20-40f7-ae03-bd8e48517478","Molarity Unit","True","Molarity Unit","BiomedicalConceptProperty_60","[]","True","string"
"641","58a28faa-8526-4070-8124-41f5f8fac38f","Biospecimen Type","True","Biospecimen Type","BiomedicalConceptProperty_61","[]","True","string"
"642","cbc9ace0-9878-4597-9e41-d9b2dcf32950","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_62","[]","True","decimal"
"643","34a938e2-6752-49c3-9080-5369776d164f","Unit of Pressure","True","Unit of Pressure","BiomedicalConceptProperty_63","","True","string"
"644","87811049-520e-48ee-bfc5-3128e6502374","Vital Signs Location","True","Vital Signs Location","BiomedicalConceptProperty_64","[]","True","string"
"645","d5de34a9-d363-4bba-a014-2bac13f3be5d","Vital Signs Laterality","True","Vital Signs Laterality","BiomedicalConceptProperty_65","[]","True","string"
"646","c42b158c-ad4e-46aa-ace6-f42e9f40aa63","Test Method","True","Test Method","BiomedicalConceptProperty_66","[]","True","string"
"647","61c230ed-45da-4a44-b61c-978c6fe2487e","Vital Signs Position","True","Vital Signs Position","BiomedicalConceptProperty_67","[]","True","string"
"648","1becaa58-5ebf-4461-a5f1-d5f66f9b2c8d","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_68","[]","True","decimal"
"649","49162ced-3d2e-4d5c-9527-13456b0be988","Unit of Pressure","True","Unit of Pressure","BiomedicalConceptProperty_69","","True","string"
"650","9b1ae23d-8e11-437d-8d59-c490af148c5d","Vital Signs Location","True","Vital Signs Location","BiomedicalConceptProperty_70","[]","True","string"
"651","4008e357-a288-48b7-a21b-ed7e23745eb7","Vital Signs Laterality","True","Vital Signs Laterality","BiomedicalConceptProperty_71","[]","True","string"
"652","1af09586-2eb5-4a7c-8876-0afbab760234","Test Method","True","Test Method","BiomedicalConceptProperty_72","[]","True","string"
"653","0d1b82ce-7dc3-49ed-b55f-a41f91fe195c","Vital Signs Position","True","Vital Signs Position","BiomedicalConceptProperty_73","[]","True","string"
"654","270f93aa-8a7b-4c80-a90d-9b6ab88faeba","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_74","[]","True","decimal"
"655","a7dedd17-4099-4275-836b-d86b79a876bb","Unit of Pressure","True","Unit of Pressure","BiomedicalConceptProperty_75","","True","string"
"656","e415b221-71d1-4f8f-aff3-4eaa11149b66","Vital Signs Location","True","Vital Signs Location","BiomedicalConceptProperty_76","[]","True","string"
"657","d1e38ba4-3803-4873-8468-1a3e29d074d3","Vital Signs Laterality","True","Vital Signs Laterality","BiomedicalConceptProperty_77","[]","True","string"
"658","217e5ffc-56a2-4652-8176-71103d91c858","Test Method","True","Test Method","BiomedicalConceptProperty_78","[]","True","string"
"659","ad09bb46-746d-4692-80af-db213647b916","Vital Signs Position","True","Vital Signs Position","BiomedicalConceptProperty_79","[]","True","string"
"660","0f75e195-c075-45b2-bcf8-7388f3a7c807","Vital Signs Result","True","Vital Signs Result","BiomedicalConceptProperty_80","[]","True","decimal"
"661","c77acf28-98dc-492f-9a7c-e6b97d39e166","Unit of Pressure","True","Unit of Pressure","BiomedicalConceptProperty_81","","True","string"
"662","c45e1157-b477-4df7-aed5-b33cf76cb18f","Vital Signs Location","True","Vital Signs Location","BiomedicalConceptProperty_82","[]","True","string"
"663","a9c9126b-47a2-470b-8ee0-6565f664d3b3","Vital Signs Laterality","True","Vital Signs Laterality","BiomedicalConceptProperty_83","[]","True","string"
"664","fbc7050e-2075-4577-888b-81e28ac56e7f","Test Method","True","Test Method","BiomedicalConceptProperty_84","[]","True","string"
"665","3402a4b3-c8a6-49ff-b479-c40c1f903556","Vital Signs Position","True","Vital Signs Position","BiomedicalConceptProperty_85","[]","True","string"
