"codeSystem","code","decode","id","uuid:ID","instanceType","codeSystemVersion"
"SNOMED","383371000119108","CT of head without contrast","Code_79","27477885-1c4d-480d-946b-cde151aa1f35","Code","January 31, 2018"
"SPONSOR","123","Subject Supine","Code_80","d4243574-e73e-4006-b4d8-1e842f1554fd","Code","12"
"SPONSOR","124","Subject Standing","Code_81","b698d960-55de-4b28-87e4-873d39c25ffc","Code","12"
"NCI Thesaurus","C173522","Vital Signs Result","Code_278","35e4cfbe-1dbe-4c6c-8cd8-fac67efedac6","Code",""
"http://www.cdisc.org","C42537","Kelvin","Code_279","b9fda9f8-c234-45ed-8aed-a0af33dffcc4","Code","2023-09-29"
"NCI Thesaurus","C44276","Unit of Temperature","Code_280","90cbe8f7-0460-497b-a016-b7a0a7d4efdc","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_281","808dedc8-f383-4219-8fb1-a40c3b995be0","Code",""
"NCI Thesaurus","C174446","Body Temperature","Code_277","53a0303c-917a-423a-b6af-8bdd20fb8d1f","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_283","c3e7df7d-58fa-427d-95ce-c533e287f9b5","Code",""
"http://www.cdisc.org","C28252","Kilogram","Code_284","5e54d9ef-df3a-4943-b302-ffabd64232a9","Code","2023-09-29"
"http://www.cdisc.org","C48155","Gram","Code_285","c4572346-a122-43c5-ae2b-a19ecd64e8a9","Code","2023-09-29"
"http://www.cdisc.org","C48531","Pound","Code_286","8d8b180a-c7dc-4a17-b79f-b552514bea40","Code","2023-09-29"
"NCI Thesaurus","C48208","Unit of Weight","Code_287","03a51228-3e10-407f-8826-b130e614b0a0","Code",""
"NCI Thesaurus","C81328","Body Weight","Code_282","687204db-3507-431a-8f14-9b2519fcbcce","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_289","6d14b548-2dfb-4f8c-b072-aa4ae7eecffa","Code",""
"http://www.cdisc.org","C49668","Centimeter","Code_290","0eefc831-0222-49fa-92b4-c778c57c433c","Code","2023-09-29"
"http://www.cdisc.org","C48500","Inch","Code_291","cd1e91eb-47d7-4184-92c7-6730db26e77c","Code","2023-09-29"
"http://www.cdisc.org","C28251","Millimeter","Code_292","6af74402-2116-4f4a-9260-0582aa5eb214","Code","2023-09-29"
"http://www.cdisc.org","C41139","Meter","Code_293","957684c0-22df-4d5e-a796-264e7bbb8e7f","Code","2023-09-29"
"NCI Thesaurus","C168688","Unit of Height","Code_294","4b01bf79-ff77-4ec9-905d-926fc38f4aca","Code",""
"NCI Thesaurus","C164634","Body Height","Code_288","765e70ca-a2ba-401d-ac9d-0ab6dc6ee023","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_296","ee91520a-5dd5-46ce-95a5-c40ba1fc7014","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_297","d79bcc1a-200f-450e-9bc1-0b2f76f25d3a","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_298","dccf49d1-d8f4-4d98-adb5-77d27a68c6e6","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_299","335a2899-23dd-4e0b-8213-2801e2783548","Code",""
"NCI Thesaurus","C64433","Alanine Aminotransferase Measurement","Code_295","9bb0a9c7-daa9-4ab0-807b-df99ae74a8eb","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_301","ca13c5e3-caa6-4e36-bc64-b64b57a826fa","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_302","688cbe9d-5133-4895-ae03-6367be1668c1","Code",""
"NCI Thesaurus","C48207","Unit of Concentration","Code_303","d99083a9-63c0-4b64-940c-bedc232e590b","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_304","a542930d-5d9e-48b7-b88c-9121ea8a6fe7","Code",""
"NCI Thesaurus","C64431","Albumin Measurement","Code_300","ffd5e983-3764-40ad-8eed-adcf987eeb1c","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_306","ff3f0d60-fcd8-46a1-bf4a-a0fe3730d7fc","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_307","1ba53b88-5ab2-411e-b0fb-ae4fceff614e","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_308","a50d9869-304d-4ba7-ba4a-31f0a8507802","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_309","173a6798-78b5-48ba-917a-2e1f1897337f","Code",""
"NCI Thesaurus","C64432","Alkaline Phosphatase Measurement","Code_305","5454980d-ac79-49b0-9eb4-212847bf1d80","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_311","1770bbf2-3e59-4d32-8180-98112eb8cccf","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_312","8e74a235-9567-46cb-a7c6-441541645b06","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_313","906541c6-e74c-4358-a3d8-406a124d3cae","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_314","c501dd17-db3c-4c22-8abf-2d635169d461","Code",""
"NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement","Code_310","e3f4ea6c-7950-40ad-ad40-47f66dfb48ef","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_316","ccaca362-7a98-446d-8395-d8d6845febb2","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_317","b1c45a92-4540-42b5-8c7d-197860276426","Code",""
"NCI Thesaurus","C48207","Unit of Concentration","Code_318","6c5157b5-82e6-4494-b805-cb5cc9084f57","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_319","79916d34-f936-4c86-b97c-66e0f6f4e8c6","Code",""
"NCI Thesaurus","C64547","Creatinine Measurement","Code_315","be156951-f6ba-4c61-aecc-b27a98d146be","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_321","b8cb480e-a573-4255-a972-860668b4b4e4","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_322","895d1bbc-9e7c-4ee4-81ed-57061c8d6755","Code",""
"NCI Thesaurus","C64567","Molarity Unit","Code_323","7d5191f5-219b-4d64-847d-dd871e0a526f","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_324","62209af2-565f-4b52-8cf6-11b94646cf5b","Code",""
"NCI Thesaurus","C64853","Potassium Measurement","Code_320","c69dc280-6e03-4fa2-b28f-9b8938d5ef4a","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_326","908e1b57-e59e-4c36-b5e4-26c7602c2a67","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_327","5286fa03-1d4f-4073-a06d-e2604ade7664","Code",""
"NCI Thesaurus","C64567","Molarity Unit","Code_328","330f5713-ea4e-4a26-acee-f3e943b75ec3","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_329","d0170693-a285-488b-bce4-b3813d1edd78","Code",""
"NCI Thesaurus","C64809","Sodium Measurement","Code_325","97efa4cb-717c-4dd3-ac96-0bce0abd8498","Code",""
"NCI Thesaurus","C78541","Adverse Event Verbatim Description","Code_145","43f5e956-a7c9-4769-96e6-afa37ff12587","Code",""
"NCI Thesaurus","C83344","Adverse Event Dictionary Derived Term","Code_146","ab15e64d-4856-4cc4-977e-1e33c9b32038","Code",""
"NCI Thesaurus","C83198","Adverse Event Category","Code_147","d02ff85d-a489-4b7b-aca6-8c36cd564be9","Code",""
"NCI Thesaurus","C83212","Adverse Event Subcategory","Code_148","f6a90f98-0414-4c7c-9f64-e582c17256ca","Code",""
"NCI Thesaurus","C87840","Adverse Event Pre-specified","Code_149","05b05e71-31a2-44b9-9c8e-e439cbfd1f54","Code",""
"NCI Thesaurus","C53253","Severity of Adverse Event","Code_150","14dd77b8-4666-4e10-a6ef-446c0a8235cb","Code",""
"NCI Thesaurus","C78605","Adverse Event Toxicity Grade","Code_151","187537e2-5da8-4790-b5b1-37c1d4cbc851","Code",""
"NCI Thesaurus","C53252","Seriousness of Adverse Event","Code_152","edddcf66-f37f-4445-b09d-413684fb9122","Code",""
"NCI Thesaurus","C83013","Adverse Event Action Taken with Study Treatment","Code_153","ca29e2cf-d5ef-4bb8-a8ac-2c3217a96b54","Code",""
"NCI Thesaurus","C41358","Adverse Event Attribution to Product or Procedure","Code_154","0d4a69ff-35ff-4a9b-a215-403916737ae1","Code",""
"http://www.cdisc.org","C71325","Intermittent","Code_155","0526cd35-38d5-4d11-90ae-28f2a45e2663","Code","2023-09-29"
"NCI Thesaurus","C83208","Adverse Event Pattern","Code_156","2c29e697-8bb5-4e54-9e70-7c498f313be1","Code",""
"NCI Thesaurus","C49489","Adverse Event Outcome","Code_157","798d2cff-9644-46f2-9704-3fdfc7242dac","Code",""
"NCI Thesaurus","C83215","Adverse Event Start Date Time","Code_158","d5523bc4-c466-4b00-9fb8-b67078ccc076","Code",""
"NCI Thesaurus","C83201","Adverse Event End Date Time","Code_159","bac095a3-2d82-4df3-add0-158e4bcef393","Code",""
"NCI Thesaurus","C41331","Adverse Event","Code_144","76c01b0a-cc45-413c-a86a-eb0a5274a7a1","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_161","f11c2e7b-aeca-4032-b054-ef2ef9ac11f9","Code",""
"http://www.cdisc.org","C42547","Pascal","Code_162","6a845a31-8ac3-4984-bda9-954ffb8196ff","Code","2023-09-29"
"NCI Thesaurus","C49669","Unit of Pressure","Code_163","75ae6953-8b5d-4e28-a2c3-1a64f991a2a2","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_164","12ee4f5d-6b14-4640-9027-47e1607ed8b3","Code",""
"NCI Thesaurus","C123975","Vital Signs Laterality","Code_165","8bfe3d71-ea01-471b-910f-cdc97a92cb17","Code",""
"NCI Thesaurus","C82535","Test Method","Code_166","1fac74b7-b6a0-4661-9b1b-ebce54d77b3f","Code",""
"NCI Thesaurus","C83114","Vital Signs Position","Code_167","e27b7500-8f70-4802-985b-37abe02332d9","Code",""
"NCI Thesaurus","C25298","Systolic Blood Pressure","Code_160","166701cc-40d2-4cd5-8711-0f76971c11b1","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_169","f45d0a7a-62a2-416a-a240-8f53f2c28e21","Code",""
"http://www.cdisc.org","C42547","Pascal","Code_170","6b047553-e39d-4d2d-bf1b-4f1753042b79","Code","2023-09-29"
"NCI Thesaurus","C49669","Unit of Pressure","Code_171","37ccf9cc-e3ad-4a04-8842-8bf88ac50501","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_172","30d9dc59-2afe-4ae8-b57c-523876eca12e","Code",""
"NCI Thesaurus","C123975","Vital Signs Laterality","Code_173","6f8f6504-4c82-48f5-8cef-0119df62db07","Code",""
"NCI Thesaurus","C82535","Test Method","Code_174","2e3330f8-68c4-4b14-94e0-d521a0b3b5c5","Code",""
"NCI Thesaurus","C83114","Vital Signs Position","Code_175","39908c5c-652d-4094-9585-aa26b7e5ec1d","Code",""
"NCI Thesaurus","C25299","Diastolic Blood Pressure","Code_168","bfe6d78f-1e5e-40b8-97b3-8f34be4b02ad","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_177","83215c00-11f4-42db-9de1-16384229d6b1","Code",""
"http://www.cdisc.org","C42537","Kelvin","Code_178","9268d3eb-f71f-461e-9b2a-e14d90bb4f47","Code","2023-09-29"
"NCI Thesaurus","C44276","Unit of Temperature","Code_179","ade21ed4-7b07-44f8-89d7-8dcc61efc615","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_180","ed804afa-48c9-436b-b1f4-6581c424f5ff","Code",""
"NCI Thesaurus","C174446","Body Temperature","Code_176","be7de280-11f0-4f7c-a251-bcbb2673109a","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_182","bdd92779-12fa-4fc8-9c8f-8e20b01515a0","Code",""
"http://www.cdisc.org","C28252","Kilogram","Code_183","f6cb7791-2229-41ac-a2bd-e3688910f0bf","Code","2023-09-29"
"http://www.cdisc.org","C48155","Gram","Code_184","6963f94a-cc18-4a3c-995d-93bcaf9ba3c4","Code","2023-09-29"
"http://www.cdisc.org","C48531","Pound","Code_185","935d8e4a-0a89-4ca5-94ac-14207cfb66f4","Code","2023-09-29"
"NCI Thesaurus","C48208","Unit of Weight","Code_186","37cfb3bd-7699-4aa4-949b-73775a7c5867","Code",""
"NCI Thesaurus","C81328","Body Weight","Code_181","9cc3d0cf-9ade-4464-8128-215ad2cec86f","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_188","26336404-6ef6-4d06-b37a-99d1d25d1022","Code",""
"http://www.cdisc.org","C49668","Centimeter","Code_189","f7d38255-a730-47da-ab21-eb4514f854b0","Code","2023-09-29"
"http://www.cdisc.org","C48500","Inch","Code_190","3102c7b2-e6b5-476c-a200-89396897a157","Code","2023-09-29"
"http://www.cdisc.org","C28251","Millimeter","Code_191","dcd117fd-6d5e-428f-8d5d-77a60a163380","Code","2023-09-29"
"http://www.cdisc.org","C41139","Meter","Code_192","4ed87705-e6b6-4014-aec3-903e424ca35f","Code","2023-09-29"
"NCI Thesaurus","C168688","Unit of Height","Code_193","1edcce84-3934-4356-9ae6-e6b3281afe10","Code",""
"NCI Thesaurus","C164634","Body Height","Code_187","c441fb0c-bcc9-40c3-a4d0-b6f404151af6","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_195","304ceb12-7035-4bd2-a590-3ad7e7fc021e","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_196","18c87f38-a2cd-46cd-af64-8a9aface4eb3","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_197","2c0e8de0-9622-46b9-a318-1d5735ee3e07","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_198","32d871b3-7f19-42de-9868-89af3caa8c06","Code",""
"NCI Thesaurus","C64433","Alanine Aminotransferase Measurement","Code_194","a42b99a9-ea86-4ef0-939b-3d988d6c26b6","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_200","717ce973-28e5-4955-b822-20292bd53717","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_201","5755549f-40d4-4768-a8b7-a24a78b116a5","Code",""
"NCI Thesaurus","C48207","Unit of Concentration","Code_202","893ef16f-4c1d-401b-b2d7-cc146e966c32","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_203","4f0ba6b2-53a5-4d4a-b5e6-dbef32d80505","Code",""
"NCI Thesaurus","C64431","Albumin Measurement","Code_199","263cc82c-3255-4f4d-95d2-c6b99b75b0d7","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_205","a01492fa-c3e4-4259-8d21-684c513c7a32","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_206","b3b567e0-f6a4-421e-9595-64e86007896e","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_207","6fa027cd-0a0b-48d4-82e0-95d60376cb52","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_208","b34f8342-b89a-48c4-acca-34f17430ba58","Code",""
"NCI Thesaurus","C64432","Alkaline Phosphatase Measurement","Code_204","6923f58f-07b7-4fec-b767-f4a9819bc6f7","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_210","db9982c9-9713-499e-95d6-45586e1c12e4","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_211","80b59c1f-2c2f-418d-bc38-8245c7e1e979","Code",""
"NCI Thesaurus","C67365","Unit of Catalytic Activity Concentration","Code_212","cda42a74-fb96-4eb3-8c3b-0483f15c2be1","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_213","edbfd934-0f6f-49c2-9e0d-9efe0fb77e7b","Code",""
"NCI Thesaurus","C64467","Aspartate Aminotransferase Measurement","Code_209","2083a61e-1cb1-45d2-a940-42514b120140","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_215","69eac364-ddcb-46c9-876c-2b3a385c29bc","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_216","795815b0-8c2b-4531-be49-c1df883eedad","Code",""
"NCI Thesaurus","C48207","Unit of Concentration","Code_217","85fce12c-00bd-4399-9e5e-042f6b444f2b","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_218","a8851e1f-0554-4496-ab4e-a8f6344939d8","Code",""
"NCI Thesaurus","C64547","Creatinine Measurement","Code_214","1c6e6f9b-a2c5-4518-8a9d-e923fc1a9ce4","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_220","ff4564d4-76f5-46e5-84c7-ae634532a45b","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_221","0febf4cc-3fa0-4693-aa43-6d91ae05897a","Code",""
"NCI Thesaurus","C64567","Molarity Unit","Code_222","0b7d7867-110f-4e17-943b-f79d574ba33b","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_223","af5a5c87-d840-49a9-998a-ee937a78fcac","Code",""
"NCI Thesaurus","C64853","Potassium Measurement","Code_219","a7489c46-80b0-4bde-9c57-96d1cd9ffe8e","Code",""
"NCI Thesaurus","C36292","Laboratory Test Result","Code_225","dcbeb849-6b14-401c-8496-29556078f07a","Code",""
"NCI Thesaurus","C83309","Laboratory Test Fasting Status","Code_226","35e9dd65-30a5-4bf4-bc0a-83ecacfc7159","Code",""
"NCI Thesaurus","C64567","Molarity Unit","Code_227","28dec943-e8e5-476e-989f-e0652363b640","Code",""
"NCI Thesaurus","C70713","Biospecimen Type","Code_228","3d7ff21c-6bd5-4b67-88ab-b8fb0c9ed0e3","Code",""
"NCI Thesaurus","C64809","Sodium Measurement","Code_224","94dafaa8-9df4-4f11-a9ed-d584e5b5db9e","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_230","b505cfed-8cea-4160-9387-2493f21b9790","Code",""
"http://www.cdisc.org","C42547","Pascal","Code_231","e03f34bd-72de-47cf-bee3-10ff43cb9b55","Code","2023-09-29"
"NCI Thesaurus","C49669","Unit of Pressure","Code_232","0e40e2b2-d431-4891-b00e-18e838cf84df","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_233","e7753581-bf53-4ef2-9418-c3c9615c203f","Code",""
"NCI Thesaurus","C123975","Vital Signs Laterality","Code_234","4e72ca2c-f9a2-4b79-aa71-8575fb29a5d6","Code",""
"NCI Thesaurus","C82535","Test Method","Code_235","cf7623e8-edf6-4e56-8fed-4bfc71351a75","Code",""
"NCI Thesaurus","C83114","Vital Signs Position","Code_236","2d828f25-bfc1-4e15-93e5-a7cd34bb6668","Code",""
"NCI Thesaurus","C25298","Systolic Blood Pressure","Code_229","46948c03-d05a-4713-9186-fc4562c06117","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_238","78a503a8-a931-43d9-84bf-f6427751fe3b","Code",""
"http://www.cdisc.org","C42547","Pascal","Code_239","3f7d6fef-7a88-4edc-95ac-f11b01da09fd","Code","2023-09-29"
"NCI Thesaurus","C49669","Unit of Pressure","Code_240","3c9388fd-f5f6-4526-8230-3f6f477329a0","Code",""
"NCI Thesaurus","C83088","Vital Signs Location","Code_241","93159ed0-d40e-4f39-b2c3-f16241ec2df2","Code",""
"NCI Thesaurus","C123975","Vital Signs Laterality","Code_242","4fad054b-e813-4633-beeb-511601bfc987","Code",""
"NCI Thesaurus","C82535","Test Method","Code_243","1fd8bb94-ae3b-441d-b8df-976c0f1b4574","Code",""
"NCI Thesaurus","C83114","Vital Signs Position","Code_244","5cd06c67-5025-410d-8abf-e17b4dcaf54d","Code",""
"NCI Thesaurus","C25299","Diastolic Blood Pressure","Code_237","dc53f241-90be-40ae-b011-f7ff908b9229","Code",""
"NCI Thesaurus","C173522","Vital Signs Result","Code_246","582bb6ab-6c93-4c0c-8a61-b792d5b608ae","Code",""
