"datatype","isRequired","isEnabled","id","uuid:ID","name","instanceType","label"
"string","True","True","BiomedicalConceptProperty_131","ab0813d4-cf13-48be-8020-2b42165c722a","Molarity Unit","BiomedicalConceptProperty","Molarity Unit"
"string","True","True","BiomedicalConceptProperty_132","886fcbcf-a6a8-47bd-9072-49a442406665","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"string","True","True","BiomedicalConceptProperty_1","34ba5a34-9f9f-48ce-affe-7cfd40c81bae","Adverse Event Verbatim Description","BiomedicalConceptProperty","Adverse Event Verbatim Description"
"string","True","True","BiomedicalConceptProperty_2","d97c711e-132a-459d-95a2-4e421af78037","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty","Adverse Event Dictionary Derived Term"
"string","True","True","BiomedicalConceptProperty_3","03382bc7-63b6-41d4-98d2-5dd3dd1426be","Adverse Event Category","BiomedicalConceptProperty","Adverse Event Category"
"string","True","True","BiomedicalConceptProperty_4","9de4c713-93c5-4e72-900b-5cf74751e611","Adverse Event Subcategory","BiomedicalConceptProperty","Adverse Event Subcategory"
"boolean","True","True","BiomedicalConceptProperty_5","3641b3c2-7a01-47f4-a0d3-e31518c47bb0","Adverse Event Pre-specified","BiomedicalConceptProperty","Adverse Event Pre-specified"
"string","True","True","BiomedicalConceptProperty_6","79f1e6c6-0732-4ea1-bc92-9e5dc296d3d6","Severity of Adverse Event","BiomedicalConceptProperty","Severity of Adverse Event"
"string","True","True","BiomedicalConceptProperty_7","90b712be-5ae0-4762-be63-e73b1917081f","Adverse Event Toxicity Grade","BiomedicalConceptProperty","Adverse Event Toxicity Grade"
"boolean","True","True","BiomedicalConceptProperty_8","0e5875c5-78a4-4299-a04f-b77d806ec3ae","Seriousness of Adverse Event","BiomedicalConceptProperty","Seriousness of Adverse Event"
"string","True","True","BiomedicalConceptProperty_9","861ed0c7-c296-469a-b299-144e5068bedc","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","Adverse Event Action Taken with Study Treatment"
"string","True","True","BiomedicalConceptProperty_10","ad8fde51-8551-4319-983c-d906f7237457","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","Adverse Event Attribution to Product or Procedure"
"string","True","True","BiomedicalConceptProperty_11","afbdbbdb-820e-4bbb-9ba2-7c67604595a9","Adverse Event Pattern","BiomedicalConceptProperty","Adverse Event Pattern"
"string","True","True","BiomedicalConceptProperty_12","4e6f50ff-14d0-449e-ae0e-013352ba1495","Adverse Event Outcome","BiomedicalConceptProperty","Adverse Event Outcome"
"datetime","True","True","BiomedicalConceptProperty_13","94785eb4-ec1d-4a83-ae8e-a17d6340e8cb","Adverse Event Start Date Time","BiomedicalConceptProperty","Adverse Event Start Date Time"
"datetime","True","True","BiomedicalConceptProperty_14","3328512d-29f7-40fe-b311-6f9256e5282a","Adverse Event End Date Time","BiomedicalConceptProperty","Adverse Event End Date Time"
"decimal","True","True","BiomedicalConceptProperty_15","03aeb869-7315-4159-8f77-8a3d44ac6878","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_16","e26f718d-812e-41d5-8e8d-9323b2851e9f","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_17","ece4155b-b0d3-4f5a-9c2f-9f81db1a7547","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_18","33976e3c-21d8-4f2e-ae1a-695a843940df","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_19","c52d127d-24c9-4088-aec7-7d30206178d3","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_20","20eb4d6e-6b6c-4d5e-821b-2c50a5c6b4c5","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_21","7b34ddcc-a221-49cf-ae13-58fce05e8486","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_22","0caba078-5fab-4510-bee9-fb59c12a4da4","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_23","93896876-135d-4a9d-b0ed-5a565d65f7c1","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_24","caf23217-1458-4206-86ac-b33356963f48","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_25","3689b7ed-b67a-48d5-abde-5dcf26ebaea6","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_26","4f7e04ea-0d80-4c08-a1bd-e1412fb1c31c","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_27","588c8962-4e73-4646-bf97-6f0773357b86","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_28","9c326e56-7e35-4b94-86fb-fd5626f41359","Unit of Temperature","BiomedicalConceptProperty","Unit of Temperature"
"string","True","True","BiomedicalConceptProperty_29","51ee9700-97f3-4f21-be15-56a6e7e96da4","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"decimal","True","True","BiomedicalConceptProperty_30","53f9f613-ec3c-4291-b9bd-e55159e1ac5d","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_31","389fbbc2-b567-4f84-85e4-c09b21d59250","Unit of Weight","BiomedicalConceptProperty","Unit of Weight"
"decimal","True","True","BiomedicalConceptProperty_32","e1c2f0eb-efb1-489c-96e8-3d2ac8d72bea","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_33","68e46d9f-bc2f-4039-ab62-ea9f0c2a8b29","Unit of Height","BiomedicalConceptProperty","Unit of Height"
"decimal","True","True","BiomedicalConceptProperty_34","27ddcc84-3e4f-401c-b9c7-c39dad82b9a5","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_35","e01c9513-ae66-4132-bda5-14acb131d9f6","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_36","6a9646bd-51bc-4c8d-a682-686ff02b470c","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"string","True","True","BiomedicalConceptProperty_37","a5643c9e-b754-4f13-be37-693ee7ee1496","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"string","True","True","BiomedicalConceptProperty_38","b514c9b9-ebd2-4761-8615-cc9bc184853f","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_39","6a88134f-a0ba-4b4a-a102-8e7e5107f8f3","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_40","9de26530-dee4-4789-b131-ec319fdaa85c","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration"
"string","True","True","BiomedicalConceptProperty_41","bf4bcd69-8982-4f26-8dec-668957d32d2e","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_42","cf3adbe9-21a5-44a4-b957-b159a3fae05e","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_43","d524ec8d-f53a-43d3-8616-61d668eb9f30","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_44","45e0fecc-aaa5-4827-a952-05bd44ffefb5","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"string","True","True","BiomedicalConceptProperty_45","e6517698-46d6-4fa8-8156-fc0834d5f9d3","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_46","9b890cb2-5720-4258-8d0c-cc29d0aa0bb6","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_47","3d86d800-8532-4847-94c9-ea2b545c3c69","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_48","f442a775-8ec2-4dd8-b5bb-3071662953f4","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","Unit of Catalytic Activity Concentration"
"string","True","True","BiomedicalConceptProperty_49","70afd37d-1396-43c8-94d1-2c52f43b57df","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"string","True","True","BiomedicalConceptProperty_50","df0e5e25-670a-4a8d-8741-4d3e6f64c1b4","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_51","5d04ed13-8c54-499a-b96e-15b72c5f4e18","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_52","14c3a76e-e489-430b-a06f-e5e3b17b494b","Unit of Concentration","BiomedicalConceptProperty","Unit of Concentration"
"string","True","True","BiomedicalConceptProperty_53","907b6abb-5dfe-4bdd-ba94-3eacb0da2b2a","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_54","0e3960d6-8b88-49ae-9ae2-dd16472db47a","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_55","46f864e9-f6f1-4a7d-8c2b-bf94a65c2b94","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_56","5d367c27-bb1a-4ca3-9a5d-c60e8bb0d44e","Molarity Unit","BiomedicalConceptProperty","Molarity Unit"
"string","True","True","BiomedicalConceptProperty_57","c784014e-db9f-45ac-a9d3-26355447a5e9","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_58","964dce66-3ee2-42bf-aca4-806047a403ad","Laboratory Test Result","BiomedicalConceptProperty","Laboratory Test Result"
"boolean","True","True","BiomedicalConceptProperty_59","c394268c-0520-4512-a224-15645e9e9ad0","Laboratory Test Fasting Status","BiomedicalConceptProperty","Laboratory Test Fasting Status"
"string","True","True","BiomedicalConceptProperty_60","28a27e3c-4cea-492b-808f-176c44532fda","Molarity Unit","BiomedicalConceptProperty","Molarity Unit"
"string","True","True","BiomedicalConceptProperty_61","f07a20bf-de8e-4e1a-b88e-a7557b6b139b","Biospecimen Type","BiomedicalConceptProperty","Biospecimen Type"
"decimal","True","True","BiomedicalConceptProperty_62","63a168ba-61b0-4547-9ed5-fc0fd034375a","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_63","734be7a1-8a0c-485e-9efb-e61a773f6bd2","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_64","48950479-7419-41ec-9fce-cafa9170d7c8","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_65","ec3f2a8b-e9bd-4ac6-a822-400e3cdacd1b","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_66","429106e5-d50a-4f8f-bd78-38f5d1cc5bea","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_67","bc0a9fab-030f-4928-938a-efd99938d892","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_68","07a70214-9a16-4d65-afd7-a16fd6e1da64","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_69","43f64e61-ffe8-416f-b35b-c1fac3e64899","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_70","80ad7181-919b-4635-93c8-5d7c49b97501","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_71","a64116ef-34c5-45d9-ba38-2696b29b71af","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_72","afccbd15-6799-472d-9e7d-622ca6b0a1b2","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_73","d894d369-60f1-4cc3-aedd-86b30e5245a6","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"integer","True","True","BiomedicalConceptProperty_74","b5501273-ee5f-4a0d-bcfa-ec9ca8b75f95","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_75","7ccc891e-dafa-4757-9f1d-847beaaedcfb","Count per Minute","BiomedicalConceptProperty","Count per Minute"
"string","True","True","BiomedicalConceptProperty_76","d028ca74-8943-4eed-a951-b6f066fc8a8f","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_77","99c27912-e02a-457a-8594-27166dcc0c08","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_78","5fb68441-82cb-44fa-90c3-35d4ff8f5ce4","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_79","e384a7bc-cecd-4c9f-92e7-403e8d88a16b","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_80","9a241fdb-fdbc-4f1f-9b08-e81d9b7a7c55","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_81","b6937cbd-2c3c-4038-908f-3bc142aa6956","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_82","b8594e59-34c4-4499-a474-a8ee9ce60475","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_83","38f53d29-e17e-461c-ae99-8c80d00134bc","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_84","b1f90093-2ab7-4fdd-8bfb-05bdef879f19","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_85","596eb0da-c69e-4a4e-b4e0-5060d30507b6","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"decimal","True","True","BiomedicalConceptProperty_86","c7d65713-1b88-4e2b-b6d3-c8c50fd671f1","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_87","67508b0b-0327-4fc5-9e28-9de24b048433","Unit of Pressure","BiomedicalConceptProperty","Unit of Pressure"
"string","True","True","BiomedicalConceptProperty_88","7bf2032e-815f-4136-a179-5cdc37bc65d9","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_89","42e28a5f-24ae-4718-800a-13ac8b679b9d","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_90","487fb1d9-5947-4262-a805-3c9ce88ff0e3","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_91","8dae00f7-5f84-46b1-bacc-fcde13d0e9a1","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
"integer","True","True","BiomedicalConceptProperty_92","66196f35-d4c8-4ee9-aa3d-a61d2ccfed39","Vital Signs Result","BiomedicalConceptProperty","Vital Signs Result"
"string","True","True","BiomedicalConceptProperty_93","49394be9-9bd0-4f66-9e1b-c869d275c218","Count per Minute","BiomedicalConceptProperty","Count per Minute"
"string","True","True","BiomedicalConceptProperty_94","5a5b699e-b48e-44d1-bc0c-5083ec3bc85c","Vital Signs Location","BiomedicalConceptProperty","Vital Signs Location"
"string","True","True","BiomedicalConceptProperty_95","524fc33a-58e1-4bd4-a243-c4c0aee8021a","Vital Signs Laterality","BiomedicalConceptProperty","Vital Signs Laterality"
"string","True","True","BiomedicalConceptProperty_96","b897d552-99e3-4ac0-a308-53d4f1b2db21","Test Method","BiomedicalConceptProperty","Test Method"
"string","True","True","BiomedicalConceptProperty_97","f9f247d9-356d-49ab-b98b-9b44cbfa6bcb","Vital Signs Position","BiomedicalConceptProperty","Vital Signs Position"
