"name","sectionTitle","id","sectionNumber","uuid:ID","text","instanceType"
"SECTION 4.3","Access to Trial Intervention After End of Trial","NarrativeContent_19","4.3","5fe4d408-2222-47ae-a0d0-d434723a9abd","<div></div>","NarrativeContent"
"SECTION 4.4","Start of Trial and End of Trial","NarrativeContent_20","4.4","6b9456ca-fcde-40b8-8867-4550b375d6a2","<div></div>","NarrativeContent"
"SECTION 5","TRIAL POPULATION","NarrativeContent_21","5","d070e6c1-d6ff-4be8-b03b-d5d5234eaccc","<div></div>","NarrativeContent"
"SECTION 5.1","Selection of Trial Population","NarrativeContent_22","5.1","a5165247-3743-4b08-8a41-5b177d10ba88","<div><p>For Lilly studies, the following definitions are used:</p>
<div>
  <div><strong>Screen</strong></div>
  <div>
    <p>Screening is the act of determining if an individual meets minimum requirements to become part of a pool of potential candidates for participation in a clinical study.</p>
    <p>In this study, <strong>screening</strong> will include asking the candidate preliminary questions (such as age and general health status) and conducting invasive or diagnostic procedures and/or tests (for example, diagnostic psychological tests, x-rays, blood draws). Patients will sign the consent at their screening visit, thereby consenting to undergo the screening procedures and to participate in the study if they qualify.</p>
  </div>  
</div>
<div>
  <div>To <strong>enter</strong></div>
  <div>
    <p>Patients <strong>entered</strong> into the study are those from whom informed consent for the study has been obtained. Adverse events will be reported for each patient who has <strong>entered</strong> the study, even if the patient is never assigned to a treatment group (<strong>enrolled</strong>).</p></div>
  </div>  
</div>
<div>
  <div>To <strong>enroll</strong></div>
  <div>
    <p>Patients who are enrolled in the study are those who have been assigned to a treatment group. Patients who are entered into the study but fail to meet criteria specified in the protocol for treatment assignment will not be enrolled in the study.</p></div>
  </div>  
</div>
<p>At Visit 1, patients who meet the enrollment criteria of Mini-Mental State Examination (MMSE) score of 10 to 23 (Attachment LZZT.6), Hachinski Ischemia Score ≤4 (Attachment LZZT.8), a physical exam, safety labs, ECG, and urinalysis, will proceed to Visit 2 and Visit 3. At Visit 3, patients whose CNS imaging and other pending labs from Visit 1 satisfy the inclusion criteria (Section 3.4.2.1) will be enrolled in the study. Approximately 300 patients with a diagnosis of probable mild to moderate AD will be enrolled in the study.</p></div>","NarrativeContent"
"SECTION 5.2","Rationale for Trial Population","NarrativeContent_23","5.2","5f22f3ca-414c-41bd-8f60-47e39f1ef555","<div></div>","NarrativeContent"
"SECTION 5.3","Inclusion Criteria","NarrativeContent_24","5.3","92185683-9e7f-48be-825b-fdc29195b254","<div><usdm:section name=""M11-inclusion""></div>","NarrativeContent"
"SECTION 5.4","Exclusion Criteria","NarrativeContent_25","5.4","fb47ea07-af7c-4c7b-bb66-7f9822c8af4a","<div><usdm:section name=""M11-exclusion""></div>","NarrativeContent"
"SECTION 5.5","Lifestyle Considerations","NarrativeContent_26","5.5","5a0c8dd4-1d5b-4958-829f-169db0154d53","<div></div>","NarrativeContent"
"SECTION 5.5.1","Meals and Dietary Restrictions","NarrativeContent_27","5.5.1","5f5aa9e4-37d0-4d5a-847e-7364639869c5","<div></div>","NarrativeContent"
"SECTION 5.5.2","Caffeine, Alcohol, Tobacco, and Other Habits","NarrativeContent_28","5.5.2","0f08784b-bcf8-44c1-81b8-e7ca36f06db3","<div><p>Not applicable</p></div>","NarrativeContent"
"SECTION 5.5.3","Physical Activity","NarrativeContent_29","5.5.3","1b66f202-730b-4c91-8c7e-89411dd94319","<div></div>","NarrativeContent"
"SECTION 5.5.4","Other Activity","NarrativeContent_30","5.5.4","770b6691-3f25-4975-a173-008a325a9875","<div></div>","NarrativeContent"
"SECTION 5.6","Screen Failures","NarrativeContent_31","5.6","c441ca21-dc0b-4e2a-895b-635a683f7bfc","<div></div>","NarrativeContent"
"SECTION 6","TRIAL INTERVENTION AND CONCOMITANT THERAPY","NarrativeContent_32","6","f43d014f-7655-4191-9717-ad6232d97604","<div></div>","NarrativeContent"
"SECTION 6.1","Description of Trial Intervention","NarrativeContent_33","6.1","99c9459d-5782-4067-a35b-723631b66305","<div></div>","NarrativeContent"
"SECTION 6.2","Rationale for Trial Intervention","NarrativeContent_34","6.2","de5e3b6e-b3f5-45d2-9fd8-795a6f276a09","<div></div>","NarrativeContent"
"SECTION 6.3","Dosing and Administration","NarrativeContent_35","6.3","e094b26a-90e4-4ee0-9339-2fb0d238c844","<div></div>","NarrativeContent"
"SECTION 6.3.1","Trial Intervention Dose Modification","NarrativeContent_36","6.3.1","3a9a2160-66b1-4548-b81f-c62b143c80c6","<div></div>","NarrativeContent"
"SECTION 6.4","Treatment of Overdose","NarrativeContent_37","6.4","4b0d6f92-72bf-4844-b157-da469f06ab65","<div></div>","NarrativeContent"
"SECTION 6.5","Preparation, Handling, Storage and Accountability","NarrativeContent_38","6.5","857a1504-b213-444d-a788-7abeab4891e5","<div></div>","NarrativeContent"
"SECTION 6.5.1","Preparation of Trial Intervention","NarrativeContent_39","6.5.1","b0e8d0a5-3b4a-4e2e-8391-dc93fd8f9122","<div></div>","NarrativeContent"
"SECTION 6.5.2","Handling and Storage of Trial Intervention","NarrativeContent_40","6.5.2","c8d6e8c2-727c-4782-9244-c12da8154de2","<div></div>","NarrativeContent"
"SECTION 6.5.3","Accountability of Trial Intervention","NarrativeContent_41","6.5.3","5fa7eb06-9e84-418b-805e-f7f371aa74bd","<div></div>","NarrativeContent"
"SECTION 6.6","Participant Assignment, Randomisation and Blinding","NarrativeContent_42","6.6","f9cf0564-1d28-40da-9086-665081124fa1","<div></div>","NarrativeContent"
"SECTION 6.6.1","Participant Assignment","NarrativeContent_43","6.6.1","60694639-862c-4b02-843e-652faa40f58e","<div></div>","NarrativeContent"
"SECTION 6.6.2","Randomisation","NarrativeContent_44","6.6.2","436585a4-0f3b-47d1-a32b-d3c2f17c2f6b","<div></div>","NarrativeContent"
"SECTION 6.6.3","Blinding and Unblinding","NarrativeContent_45","6.6.3","5039630a-6011-4c2a-8e4c-903a40adbd58","<div><p>The study will be double-blind. To further preserve the blinding of the study, only a minimum number of Lilly and CRO personnel will see the randomization table and codes before the study is complete.</p>
<p>Emergency codes generated by a computer drug-labeling system will be available to the investigator. These codes, which reveal the patients treatment group, may be opened during the study only if the choice of follow-up treatment depends on the patient’s therapy assignment.</p>
<p>The investigator should make every effort to contact the clinical research physician prior to unblinding a patient’s therapy assignment. If a patient’s therapy assignment is unblinded, Lilly must be notified immediately by telephone. After the study, the investigator must return all sealed and any opened codes.</p></div>","NarrativeContent"
"SECTION 6.7","Trial Intervention Compliance","NarrativeContent_46","6.7","8adddaab-7845-4687-a326-f78aa92fab0c","<div></div>","NarrativeContent"
"SECTION 6.8","Concomitant Therapy","NarrativeContent_47","6.8","f87b4190-2266-45f2-aa76-5184d5f46af3","<div></div>","NarrativeContent"
"SECTION 6.8.1","Prohibited Concomitant Therapy","NarrativeContent_48","6.8.1","c1243b69-0de6-4c5e-ad59-a267397876f5","<div></div>","NarrativeContent"
"SECTION 6.8.2","Permitted Concomitant Therapy","NarrativeContent_49","6.8.2","e4089359-35f9-492c-b71f-9f80a532d185","<div></div>","NarrativeContent"
"SECTION 6.8.3","Rescue Therapy","NarrativeContent_50","6.8.3","87ddbd25-85dd-4794-a0ef-1aa831b2d21e","<div></div>","NarrativeContent"
"SECTION 6.8.4","Other Therapy","NarrativeContent_51","6.8.4","d57ba6cf-df42-488b-9374-68fe2eb5b722","<div></div>","NarrativeContent"
"SECTION 7","DISCONTINUATION OF TRIAL INTERVENTION AND PARTICIPANT WITHDRAWAL FROM TRIAL","NarrativeContent_52","7","20d92b96-5809-4ee3-a0f2-035cc2a85c17","<div></div>","NarrativeContent"
"SECTION 7.1","Discontinuation of Trial Intervention","NarrativeContent_53","7.1","ebee0cec-61bd-4fa1-827f-514309b5d50d","<div></div>","NarrativeContent"
"SECTION 7.1.1","Criteria for Permanent Discontinuation of Trial Intervention","NarrativeContent_54","7.1.1","d6696f33-52a6-4ec8-8cca-2e6e0c6d6d8a","<div></div>","NarrativeContent"
"SECTION 7.1.2","Temporary Discontinuation or Interruption of Trial Intervention","NarrativeContent_55","7.1.2","d8ea4a94-638e-43b1-85bd-7db4d65dc9c8","<div></div>","NarrativeContent"
"SECTION 7.1.3","Rechallenge","NarrativeContent_56","7.1.3","7419bda5-ed88-4585-b920-dc6344e0c208","<div></div>","NarrativeContent"
"SECTION 7.2","Participant Withdrawal from the Trial","NarrativeContent_57","7.2","9d26c6e6-3b0b-4c86-b3e1-7974e9befe8b","<div></div>","NarrativeContent"
"SECTION 7.3","Lost to Follow-Up","NarrativeContent_58","7.3","27a1fb6d-6345-44fc-9ec1-41c5fe9bf400","<div></div>","NarrativeContent"
"SECTION 7.4","Trial Stopping Rules","NarrativeContent_59","7.4","a7eeba2a-5ef9-4944-82b7-d1e50a9c441a","<div></div>","NarrativeContent"
"SECTION 8","TRIAL ASSESSMENTS AND PROCEDURES","NarrativeContent_60","8","4aab8f94-0248-4116-b771-0576707748f4","<div></div>","NarrativeContent"
"SECTION 8.1","Screening/Baseline Assessments and Procedures","NarrativeContent_61","8.1","e5b2de2e-72a7-4f8a-81eb-ae74126cf382","<div></div>","NarrativeContent"
"SECTION 8.2","Efficacy Assessments and Procedures","NarrativeContent_62","8.2","b9f3e360-52b7-4500-84d1-15c816f9654f","<div></div>","NarrativeContent"
"SECTION 8.3","Safety Assessments and Procedures","NarrativeContent_63","8.3","32ce1f51-d8c2-4410-816c-78290912ad24","<div></div>","NarrativeContent"
"SECTION 8.3.1","Physical Examination","NarrativeContent_64","8.3.1","2c00f367-c223-43dd-87f7-9ff61f87ee7f","<div></div>","NarrativeContent"
"SECTION 8.3.2","Vital Signs","NarrativeContent_65","8.3.2","411960a3-e272-4324-a16c-9523c78971ef","<div></div>","NarrativeContent"
"SECTION 8.3.3","Electrocardiograms","NarrativeContent_66","8.3.3","d9bf06d7-d743-4c84-9475-df9bc687133a","<div></div>","NarrativeContent"
"SECTION 8.3.4","Clinical Laboratory Assessments","NarrativeContent_67","8.3.4","1a082c75-127b-4022-b2af-6ea558044c19","<div></div>","NarrativeContent"
"SECTION 8.3.5","Suicidal Ideation and Behaviour Risk Monitoring","NarrativeContent_68","8.3.5","7d8c8527-2abf-4e66-97fd-e4311787c0c1","<div></div>","NarrativeContent"
"SECTION 8.4","Adverse Events and Serious Adverse Events","NarrativeContent_69","8.4","0c6f6820-0a40-4d8a-ac2b-bd48efbe8292","<div></div>","NarrativeContent"
"SECTION 8.4.1","Definitions of AE and SAE","NarrativeContent_70","8.4.1","7ffec1cb-39de-41b4-9a3c-6bdf4c6188fa","<div></div>","NarrativeContent"
"SECTION 8.4.2","Time Period and Frequency for Collecting AE and SAE Information","NarrativeContent_71","8.4.2","371e9265-1029-4ae0-959a-e8982bec65ff","<div></div>","NarrativeContent"
"SECTION 8.4.3","Identifying AEs and SAEs","NarrativeContent_72","8.4.3","8aed12b2-3ab0-430f-bc34-0cbce55e93a7","<div></div>","NarrativeContent"
"SECTION 8.4.4","Recording of AEs and SAEs","NarrativeContent_73","8.4.4","5f708719-e588-42a0-99b8-56bd0ff56f7c","<div></div>","NarrativeContent"
"SECTION 8.4.5","Follow-up of AEs and SAEs","NarrativeContent_74","8.4.5","e27bcfe9-26bf-4f5a-9d71-c136e367e901","<div></div>","NarrativeContent"
"SECTION 8.4.6","Reporting of SAEs","NarrativeContent_75","8.4.6","13b94716-c1a3-48c8-b596-f90035a7b1a7","<div></div>","NarrativeContent"
"SECTION 8.4.7","Regulatory Reporting Requirements for SAEs","NarrativeContent_76","8.4.7","de3c7ffc-e827-4c05-ad6d-29285590a166","<div></div>","NarrativeContent"
"SECTION 8.4.8","Serious and Unexpected Adverse Reaction Reporting","NarrativeContent_77","8.4.8","33d7a1d4-9f33-4235-acac-fd550e2effd3","<div></div>","NarrativeContent"
"SECTION 8.4.9","Adverse Events of Special Interest","NarrativeContent_78","8.4.9","698c5f60-a1ad-460b-a981-b48ff58e1087","<div></div>","NarrativeContent"
"SECTION 8.4.10","Disease-related Events or Outcomes Not Qualifying as AEs or SAEs","NarrativeContent_79","8.4.10","41962663-ccde-4923-9f7f-8a6b3622d576","<div></div>","NarrativeContent"
"SECTION 8.5","Pregnancy and Postpartum Information","NarrativeContent_80","8.5","599d2707-db61-4fa9-acdc-ce7f6ad83101","<div></div>","NarrativeContent"
"SECTION 8.5.1","Participants Who Become Pregnant During the Trial","NarrativeContent_81","8.5.1","4115f271-fc5f-4a9c-9aad-6baa03e86480","<div></div>","NarrativeContent"
"SECTION 8.5.2","Participants Whose Partners Become Pregnant","NarrativeContent_82","8.5.2","d03e37fc-5944-48fd-ac20-09115ca876b0","<div></div>","NarrativeContent"
"SECTION 8.6","Medical Device Product Complaints for Drug/Device Combination Products","NarrativeContent_83","8.6","b0e39b7e-a17c-4ca8-82e3-96ae7d673d7a","<div></div>","NarrativeContent"
"SECTION 8.6.1","Definition of Medical Device Product Complaints","NarrativeContent_84","8.6.1","8058a8ef-7cd1-4b24-b755-d99e3068fe9c","<div></div>","NarrativeContent"
"SECTION 8.6.2","Recording of Medical Device Product Complaints","NarrativeContent_85","8.6.2","c5e1c676-793a-472a-8122-a155958a670a","<div></div>","NarrativeContent"
"SECTION 8.6.3","Time Period and Frequency for Collecting Medical Device Product Complaints .","NarrativeContent_86","8.6.3","222b9ba8-41bd-48d0-8f08-f0605cf114f1","<div></div>","NarrativeContent"
"SECTION 8.6.4","Follow-Up of Medical Device Product Complaints","NarrativeContent_87","8.6.4","c1394a4b-cf32-4fdd-a9ef-3beac6dc3446","<div></div>","NarrativeContent"
"SECTION 8.6.5","Regulatory Reporting Requirements for Medical Device Product Complaints","NarrativeContent_88","8.6.5","9f84e014-224f-4447-a905-552ba208a117","<div></div>","NarrativeContent"
"SECTION 8.7","Pharmacokinetics","NarrativeContent_89","8.7","7c673282-a023-4dad-a832-af30cf06ef81","<div></div>","NarrativeContent"
"SECTION 8.8","Genetics","NarrativeContent_90","8.8","b1e0c0a6-aabc-4236-8927-0bb014751c4b","<div></div>","NarrativeContent"
"SECTION 8.9","Biomarkers","NarrativeContent_91","8.9","5b70f58d-452d-41a7-82e2-508ec50618a7","<div></div>","NarrativeContent"
"SECTION 8.1","Immunogenicity Assessments","NarrativeContent_92","8.1","b24193dc-1688-4552-9d3e-587f7dac0dab","<div></div>","NarrativeContent"
"SECTION 8.1.1","Medical Resource Utilisation and Health Economics","NarrativeContent_93","8.1.1","8ead5536-cc60-4a64-acb5-a4a6cd078843","<div></div>","NarrativeContent"
"SECTION 9","STATISTICAL CONSIDERATIONS","NarrativeContent_94","9","73c597a7-459e-47ed-bf4c-1284128a8b88","<div></div>","NarrativeContent"
"SECTION 9.1","Analysis Sets","NarrativeContent_95","9.1","5e6533e9-3bfb-48f4-8dd3-47294dd5a5e4","<div></div>","NarrativeContent"
"SECTION 9.2","Analyses Supporting Primary Objective(s)","NarrativeContent_96","9.2","e8041ac5-2264-4c40-8ddc-7f03297002e5","<div></div>","NarrativeContent"
"SECTION 9.2.1","Statistical Model, Hypothesis, and Method of Analysis","NarrativeContent_97","9.2.1","1c7b44fd-1fe6-4490-9377-6e5e01d23391","<div></div>","NarrativeContent"
"SECTION 9.2.2","Handling of Intercurrent Events of Primary Estimand(s)","NarrativeContent_98","9.2.2","ac2cf9d9-46a9-4c55-9cb5-31360fc7e627","<div></div>","NarrativeContent"
"SECTION 9.2.3","Handling of Missing Data","NarrativeContent_99","9.2.3","b3d01ef9-bcec-43af-ba78-9e7a96b5d15e","<div></div>","NarrativeContent"
"SECTION 9.2.4","Sensitivity Analysis","NarrativeContent_100","9.2.4","fc394207-71a9-4a3b-a446-c10f99dc59f8","<div></div>","NarrativeContent"
"SECTION 9.2.5","Supplementary Analysis","NarrativeContent_101","9.2.5","14b3548a-9061-45a1-8574-9de282b1ca56","<div></div>","NarrativeContent"
"SECTION 9.3","Analysis Supporting Secondary Objective(s)","NarrativeContent_102","9.3","12a586af-88e2-48d4-8017-2000b679d890","<div></div>","NarrativeContent"
"SECTION 9.4","Analysis of Exploratory Objective(s)","NarrativeContent_103","9.4","5f18c67d-0018-444a-97c3-ec776a5ae2da","<div></div>","NarrativeContent"
"SECTION 9.5","Safety Analyses","NarrativeContent_104","9.5","0c2e0af9-076b-419e-962f-30141d9b086f","<div></div>","NarrativeContent"
"SECTION 9.6","Other Analyses","NarrativeContent_105","9.6","3ca1331b-bb3b-41ed-9a98-edffea4c5ea3","<div></div>","NarrativeContent"
"SECTION 9.7","Interim Analyses","NarrativeContent_106","9.7","fdc5a1cb-cd19-4855-8024-9b7edef77eee","<div></div>","NarrativeContent"
"SECTION 9.8","Sample Size Determination","NarrativeContent_107","9.8","df74a40e-af11-461c-ba06-bd302616684d","<div></div>","NarrativeContent"
"SECTION 9.9","Protocol Deviations","NarrativeContent_108","9.9","f37b5ba3-3f84-4309-a7b8-a5ed13a1fc97","<div></div>","NarrativeContent"
"SECTION 10","GENERAL CONSIDERATIONS: REGULATORY, ETHICAL, AND TRIAL OVERSIGHT","NarrativeContent_109","10","1c7de11e-8a3f-447b-9132-e68e08a77fe9","<div></div>","NarrativeContent"
"SECTION 10.1","Regulatory and Ethical Considerations","NarrativeContent_110","10.1","2eb34b4e-7441-4313-b764-380ee385ab20","<div></div>","NarrativeContent"
"SECTION 10.2","Committees","NarrativeContent_111","10.2","e23112b9-a3ed-46ac-93d8-36f7a67230c7","<div></div>","NarrativeContent"
"SECTION 10.3","Informed Consent Process","NarrativeContent_112","10.3","a13eb3f0-6fbd-487a-9ebf-0e864e2c197c","<div></div>","NarrativeContent"
"SECTION 10.4","Data Protection","NarrativeContent_113","10.4","69108502-6301-474b-8421-915d38bcb8fb","<div></div>","NarrativeContent"
"SECTION 10.5","Early Site Closure or Trial Termination","NarrativeContent_114","10.5","f705ba3d-57cd-4ed8-a7f6-ef61147b4b4d","<div></div>","NarrativeContent"
"SECTION 11","GENERAL CONSIDERATIONS: RISK MANAGEMENT AND QUALITY ASSURANCE","NarrativeContent_115","11","9109bf82-760f-4a79-9b17-78caa3d7dbf9","<div></div>","NarrativeContent"
"SECTION 11.1","Quality Tolerance Limits","NarrativeContent_116","11.1","aabd6a36-9547-4a95-a1a4-774f0162ac64","<div></div>","NarrativeContent"
"SECTION 11.2","Data Quality Assurance","NarrativeContent_117","11.2","6cd6acb2-b9e0-43d0-88bb-8c9009274fb1","<div></div>","NarrativeContent"
"SECTION 11.3","Source Data","NarrativeContent_118","11.3","e460cda9-90f8-40a8-89e0-810b25e113b6","<div></div>","NarrativeContent"
"SECTION 12","APPENDIX: ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS - DEFINITIONS, SEVERITY, AND CAUSALITY","NarrativeContent_119","12","8cd8f561-ac11-4b32-9ed9-f2e2a2ae3eb3","<div></div>","NarrativeContent"
"SECTION 12.1","Further Details and Clarifications on the AE Definition","NarrativeContent_120","12.1","c959fe32-bd54-404d-bab5-327a05564e27","<div></div>","NarrativeContent"
"SECTION 12.2","Further Details and Clarifications on the SAE Definition","NarrativeContent_121","12.2","477f396a-59cd-4a8c-a945-3cbccc0c3e3a","<div></div>","NarrativeContent"
"SECTION 12.3","Severity","NarrativeContent_122","12.3","52caf119-a982-4a46-b329-e2b2be8cc2dd","<div></div>","NarrativeContent"
"SECTION 12.4","Causality","NarrativeContent_123","12.4","c49ef9a0-72a2-45b9-8d65-7e7be497cd38","<div></div>","NarrativeContent"
"SECTION 13","APPENDIX: DEFINITIONS AND SUPPORTING OPERATIONAL DETAILS","NarrativeContent_124","13","520a2cab-20be-433e-b1ba-6fb40b64c446","<div></div>","NarrativeContent"
"SECTION 13.1","Contraception and Pregnancy Testing","NarrativeContent_125","13.1","a6997b24-72db-49f5-a138-c29682034238","<div></div>","NarrativeContent"
"SECTION 13.1.1","Definitions Related to Childbearing Potential","NarrativeContent_126","13.1.1","68d9c3ed-72c4-4acb-99e5-d1088d9bf0c9","<div></div>","NarrativeContent"
"SECTION 13.1.2","Contraception","NarrativeContent_127","13.1.2","19b25c29-5d9c-4f9c-84ee-a17df60d7365","<div></div>","NarrativeContent"
"SECTION 13.1.3","Pregnancy Testing","NarrativeContent_128","13.1.3","f27fda5d-e41c-4ef3-aa27-79380e7fd18a","<div></div>","NarrativeContent"
"SECTION 13.2","Clinical Laboratory Tests","NarrativeContent_129","13.2","09f13131-c433-4803-b542-8fafb4b1aaac","<div></div>","NarrativeContent"
"SECTION 13.3","Country/Region-Specific Differences","NarrativeContent_130","13.3","b29ba740-2694-4e62-a3d4-9c1d5b000dec","<div></div>","NarrativeContent"
"SECTION 13.4","Prior Protocol Amendments","NarrativeContent_131","13.4","529ccca7-9339-43db-9122-b62607446d16","<div></div>","NarrativeContent"
"SECTION 14","APPENDIX: GLOSSARY OF TERMS","NarrativeContent_132","14","49e93aff-6cff-4cc5-b92e-cef2e786da51","<div></div>","NarrativeContent"
"SECTION 15","APPENDIX: REFERENCES","NarrativeContent_133","15","ec69e226-e88d-4f5d-80a2-dcad8acf35ab","<div></div>","NarrativeContent"
