"reference","id","synonyms","name","instanceType","uuid:ID","label"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_2","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept","f53d9360-9e1a-4acc-9b5f-d0a3911d083b","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_3","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept","b093f3b6-ffed-499c-a8cc-08c7d6218bcb","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C174446","BiomedicalConcept_4","['Temperature']","Body Temperature","BiomedicalConcept","cade3ed7-80f7-4bcd-bca1-4c0b8ab0ee91","Body Temperature"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C81328","BiomedicalConcept_5","['Weight']","Body Weight","BiomedicalConcept","facde8ff-b418-48b8-9dab-8f05c1fdbac7","Body Weight"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C164634","BiomedicalConcept_6","['Height']","Body Height","BiomedicalConcept","0d933302-f14d-40bb-8c14-85cfab3b5efc","Body Height"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64433","BiomedicalConcept_7","['ALT', 'SGPT']","Alanine Aminotransferase Measurement","BiomedicalConcept","441038d7-8b4d-4890-9015-0be141d1ae15","Alanine Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64431","BiomedicalConcept_8","['Albumin']","Albumin Measurement","BiomedicalConcept","f323f3eb-af73-4dc1-8ab2-c6473d51a63f","Albumin Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64432","BiomedicalConcept_9","['Alkaline Phosphatase']","Alkaline Phosphatase Measurement","BiomedicalConcept","cd424013-a96e-43bd-83bf-107ba5159aaf","Alkaline Phosphatase Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64467","BiomedicalConcept_10","['AST', 'SGOT']","Aspartate Aminotransferase Measurement","BiomedicalConcept","64dbc0f4-d28d-447b-a1a6-dd94ee78edd0","Aspartate Aminotransferase Measurement"
"/mdr/bc/packages/2023-10-03/biomedicalconcepts/C64547","BiomedicalConcept_11","['Creatinine']","Creatinine Measurement","BiomedicalConcept","8946ff36-5a9d-4d0a-b4d3-8ea2316604e5","Creatinine Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64853","BiomedicalConcept_12","['Potassium', 'K']","Potassium Measurement","BiomedicalConcept","8e12ba22-2cb5-4d00-95b4-573e79f78dbe","Potassium Measurement"
"/mdr/bc/packages/2023-02-13/biomedicalconcepts/C64809","BiomedicalConcept_13","['Sodium', 'NA']","Sodium Measurement","BiomedicalConcept","1058c230-0e8e-468c-9aff-da260e0b055c","Sodium Measurement"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_14","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept","a50ad86a-a561-4502-8c19-1b5f173fa7d1","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_15","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept","ee1715a1-b323-4cf1-9a03-013cf15113ad","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","BiomedicalConcept_16","","Heart Rate","BiomedicalConcept","294a151b-f995-4924-adc5-62bac5193d3a","Heart Rate"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25298","BiomedicalConcept_17","['SYSBP']","Systolic Blood Pressure","BiomedicalConcept","d09df4f2-2bfb-4298-928a-c1c455e5d6c0","Systolic Blood Pressure"
"/mdr/bc/packages/2023-07-06/biomedicalconcepts/C25299","BiomedicalConcept_18","['DIABP']","Diastolic Blood Pressure","BiomedicalConcept","1d41af56-4cc0-479e-afea-158b244ff206","Diastolic Blood Pressure"
"/mdr/bc/packages/2022-10-26/biomedicalconcepts/C49677","BiomedicalConcept_19","","Heart Rate","BiomedicalConcept","8d35583b-28c8-44a1-ad02-f4dfad9fc129","Heart Rate"
