"codeSystemVersion","id","code","instanceType","decode","uuid:ID","codeSystem"
"2023-09-29","Code_98","C51282","Code","Clinic","fe42b9d9-13cf-4061-9384-6243c348a609","http://www.cdisc.org"
"2023-09-29","Code_99","C175574","Code","In Person","5fd0c655-23a9-4466-b39c-8a6eb29b2cb9","http://www.cdisc.org"
"2023-09-29","Code_100","C25716","Code","Visit","d7995ac7-073b-4ade-8bab-6f6bc9b67d45","http://www.cdisc.org"
"2023-09-29","Code_101","C51282","Code","Clinic","09f554ce-d6c9-4a42-91b0-a9eb0c35eafd","http://www.cdisc.org"
"2023-09-29","Code_102","C175574","Code","In Person","9e27a6c8-daa3-40e1-820a-a941918fb760","http://www.cdisc.org"
"2023-09-29","Code_103","C171537","Code","Telephone Call","7a92ca09-1fef-40b4-a866-5d950335a27c","http://www.cdisc.org"
"2023-09-29","Code_104","C25716","Code","Visit","d4a69a8e-455f-43f4-a254-eb6ba6eb8545","http://www.cdisc.org"
"2023-09-29","Code_105","C51282","Code","Clinic","d4b35370-69da-4f2f-a044-77d5ab8377af","http://www.cdisc.org"
"2023-09-29","Code_106","C175574","Code","In Person","38d19d97-65d8-4e72-afd5-f4254b8dd953","http://www.cdisc.org"
"2023-09-29","Code_107","C171537","Code","Telephone Call","9a85cd20-7a73-42fe-ba90-13bbefbe2251","http://www.cdisc.org"
"2023-09-29","Code_108","C25716","Code","Visit","6e5f2f66-82a5-4483-81eb-4491e6ad306b","http://www.cdisc.org"
"2023-09-29","Code_109","C51282","Code","Clinic","0ac0bee4-b912-4fc8-a347-5c051d971cba","http://www.cdisc.org"
"2023-09-29","Code_110","C175574","Code","In Person","40329bd7-f0ff-40fc-a349-a4aac099aa21","http://www.cdisc.org"
"2023-09-29","Code_111","C171537","Code","Telephone Call","f1eeba85-0b0d-49ce-8e67-4bb7a569b78f","http://www.cdisc.org"
"2023-09-29","Code_112","C25716","Code","Visit","232994f3-1f04-4458-b445-1f64b768ee7a","http://www.cdisc.org"
"2023-09-29","Code_113","C51282","Code","Clinic","ba7ca7a9-646b-4194-9f87-0e3dbda6749a","http://www.cdisc.org"
"2023-09-29","Code_114","C175574","Code","In Person","a99ae1e7-1ad0-47a7-90c6-0e5867cbb3cd","http://www.cdisc.org"
"2023-09-29","Code_115","C171537","Code","Telephone Call","d5d593bf-0985-46ac-9ad5-1800296382c0","http://www.cdisc.org"
"2023-09-29","Code_116","C25716","Code","Visit","b9d1410d-6a49-4801-9a06-8c5ad0ef8756","http://www.cdisc.org"
"2023-09-29","Code_117","C51282","Code","Clinic","797e2738-a268-4bfd-9599-2e6d599aca6f","http://www.cdisc.org"
"2023-09-29","Code_118","C175574","Code","In Person","3cc5a812-548c-4d76-b8d4-f4b4860ebae4","http://www.cdisc.org"
"2023-09-29","Code_119","C25716","Code","Visit","3c5f7804-61a7-4e4b-bb7a-d3ef194bdefb","http://www.cdisc.org"
"2023-09-29","Code_120","C51282","Code","Clinic","7682df20-3e68-433f-beab-2453cfe8b548","http://www.cdisc.org"
"2023-09-29","Code_121","C175574","Code","In Person","8deb757b-460f-41a4-890f-79fd3abfd666","http://www.cdisc.org"
"January 31, 2018","Code_79","383371000119108","Code","CT of head without contrast","c2f9e274-abdf-437e-b8c6-48e3f309bb48","SNOMED"
"12","Code_80","123","Code","Subject Supine","3429cc47-5423-4188-8c27-e801799c861b","SPONSOR"
"12","Code_81","124","Code","Subject Standing","d4dd3af4-f269-41f2-8804-fec39fa92233","SPONSOR"
"","Code_278","C173522","Code","Vital Signs Result","8a999daa-a657-4481-b406-1ab3e14983ef","NCI Thesaurus"
"2023-09-29","Code_279","C42537","Code","Kelvin","24a9eb16-2cdb-4ca2-aabd-6a5df03a6a2d","http://www.cdisc.org"
"","Code_280","C44276","Code","Unit of Temperature","023185f1-c10b-430c-9988-474d62fc0392","NCI Thesaurus"
"","Code_281","C83088","Code","Vital Signs Location","7b414e84-627f-4994-88bc-87392cc441dd","NCI Thesaurus"
"","Code_277","C174446","Code","Body Temperature","7106c643-6564-4235-bcb4-bb08fe91fabc","NCI Thesaurus"
"","Code_283","C173522","Code","Vital Signs Result","c601fa1b-4d9a-47cb-8689-dd19d48cd4ae","NCI Thesaurus"
"2023-09-29","Code_284","C28252","Code","Kilogram","8a4a6e73-8cb1-49f7-aed9-f918614abf27","http://www.cdisc.org"
"2023-09-29","Code_285","C48155","Code","Gram","5e016abf-2e7f-46f2-b622-cfad9ac702cd","http://www.cdisc.org"
"2023-09-29","Code_286","C48531","Code","Pound","bb541990-bbdd-4525-a785-14e641d48498","http://www.cdisc.org"
"","Code_287","C48208","Code","Unit of Weight","342e29bc-8fab-478c-8070-d552e83b0ec1","NCI Thesaurus"
"","Code_282","C81328","Code","Body Weight","e5991985-4ad6-4e86-b974-c60fe99f84c2","NCI Thesaurus"
"","Code_289","C173522","Code","Vital Signs Result","df92ae81-b5a9-4a54-a85e-1e8c9f45a9a5","NCI Thesaurus"
"2023-09-29","Code_290","C49668","Code","Centimeter","76d243f1-b508-480e-a72e-0bbcaef76baa","http://www.cdisc.org"
"2023-09-29","Code_291","C48500","Code","Inch","4f0f4e25-3db3-4026-b52c-5f87531814dc","http://www.cdisc.org"
"2023-09-29","Code_292","C28251","Code","Millimeter","b6ce6a9a-dfd4-4110-8e86-23bf127eb8e2","http://www.cdisc.org"
"2023-09-29","Code_293","C41139","Code","Meter","c45ec03c-44a7-420c-8383-82ec156df0ea","http://www.cdisc.org"
"","Code_294","C168688","Code","Unit of Height","b6a69672-5286-45f4-8498-3a0463639b50","NCI Thesaurus"
"","Code_288","C164634","Code","Body Height","83f3db0e-145e-4c62-9c7b-f63a2dc5e77d","NCI Thesaurus"
"","Code_296","C36292","Code","Laboratory Test Result","d1d3c4ab-fbd2-44fc-b63a-59a52e4d1f2a","NCI Thesaurus"
"","Code_297","C83309","Code","Laboratory Test Fasting Status","0aa6b3d8-8d2d-4ec2-bf03-9b20d4be132f","NCI Thesaurus"
"","Code_298","C67365","Code","Unit of Catalytic Activity Concentration","76040015-4844-47aa-82b5-0a00d2e4be0d","NCI Thesaurus"
"","Code_299","C70713","Code","Biospecimen Type","02b85152-db4f-4c38-9f9c-11463e460967","NCI Thesaurus"
"","Code_295","C64433","Code","Alanine Aminotransferase Measurement","d356973e-d643-440c-9da0-eb80375cb11d","NCI Thesaurus"
"","Code_301","C36292","Code","Laboratory Test Result","985d5e46-236c-453c-907a-f5446c7c0947","NCI Thesaurus"
"","Code_302","C83309","Code","Laboratory Test Fasting Status","b4f6fc28-b469-4a22-8133-db4e376016f6","NCI Thesaurus"
"","Code_303","C48207","Code","Unit of Concentration","16a53130-4479-4d2f-b963-32a39a887205","NCI Thesaurus"
"","Code_304","C70713","Code","Biospecimen Type","cd167b33-c662-4ead-ac65-576d12121144","NCI Thesaurus"
"","Code_300","C64431","Code","Albumin Measurement","f1b646a3-49f9-4c0f-b21b-843d29d6085a","NCI Thesaurus"
"","Code_306","C36292","Code","Laboratory Test Result","8756b29e-406f-4009-aa3b-ce7e21c69542","NCI Thesaurus"
"","Code_307","C83309","Code","Laboratory Test Fasting Status","2ab1e7f0-bcb7-4c83-b1f7-4bfa90b5ca33","NCI Thesaurus"
"","Code_308","C67365","Code","Unit of Catalytic Activity Concentration","226e8479-f089-461f-b6fb-c0dcaae7893d","NCI Thesaurus"
"","Code_309","C70713","Code","Biospecimen Type","03ef8553-a154-4a45-b69e-0639f96c75af","NCI Thesaurus"
"","Code_305","C64432","Code","Alkaline Phosphatase Measurement","58b3febc-6263-4e28-bfd1-3040f74c2e61","NCI Thesaurus"
"","Code_311","C36292","Code","Laboratory Test Result","39539493-0a82-4b69-876d-2da4e08fa4fa","NCI Thesaurus"
"","Code_312","C83309","Code","Laboratory Test Fasting Status","3fc4936d-416f-43c6-944c-43feb1b18533","NCI Thesaurus"
"","Code_313","C67365","Code","Unit of Catalytic Activity Concentration","60939847-3ad6-4b92-995a-2fd2570c3752","NCI Thesaurus"
"","Code_314","C70713","Code","Biospecimen Type","9bccb34b-fe89-46eb-a293-9a4375b15c13","NCI Thesaurus"
"","Code_310","C64467","Code","Aspartate Aminotransferase Measurement","3c44c7da-9326-43b5-a17b-4a3ec2904303","NCI Thesaurus"
"","Code_316","C36292","Code","Laboratory Test Result","083c9e96-5395-4534-be26-02f2f71ecaaa","NCI Thesaurus"
"","Code_317","C83309","Code","Laboratory Test Fasting Status","2adabde4-29e2-4afd-89b3-f8cef41ab42e","NCI Thesaurus"
"","Code_318","C48207","Code","Unit of Concentration","dcb05cd7-010a-4e94-ba66-d45f7723a99b","NCI Thesaurus"
"","Code_319","C70713","Code","Biospecimen Type","222cf15d-eba2-474c-9504-dbd903317f2d","NCI Thesaurus"
"","Code_315","C64547","Code","Creatinine Measurement","967a3605-add6-47a7-937d-82ada4b2e949","NCI Thesaurus"
"","Code_321","C36292","Code","Laboratory Test Result","6954ab8a-a919-4736-bea7-425354dc8018","NCI Thesaurus"
"","Code_322","C83309","Code","Laboratory Test Fasting Status","d102efc4-8f0c-4129-b999-c350d22b8e73","NCI Thesaurus"
"","Code_323","C64567","Code","Molarity Unit","28a9d3b9-188e-4357-baeb-2e2deb9547d3","NCI Thesaurus"
"","Code_324","C70713","Code","Biospecimen Type","883d46bf-b4a8-4ce8-baf6-350aa3f301ec","NCI Thesaurus"
"","Code_320","C64853","Code","Potassium Measurement","d7c18739-71c8-45bb-a1de-a531ac9c9161","NCI Thesaurus"
"","Code_326","C36292","Code","Laboratory Test Result","d7689541-2bb1-41bb-b486-af86308817eb","NCI Thesaurus"
"","Code_327","C83309","Code","Laboratory Test Fasting Status","ed0ed3e3-b904-4d47-ac97-c36c7fd65140","NCI Thesaurus"
"","Code_328","C64567","Code","Molarity Unit","6c55d92f-499b-4a0e-8b7f-400ce81566b7","NCI Thesaurus"
"","Code_329","C70713","Code","Biospecimen Type","9ef8f2f8-9ce5-448e-a542-6b2551630e53","NCI Thesaurus"
"","Code_325","C64809","Code","Sodium Measurement","bb348f82-338f-4b0c-a22f-dc0d2f5ca89e","NCI Thesaurus"
"","Code_145","C78541","Code","Adverse Event Verbatim Description","c485b507-b815-450b-8faf-4fb39721fad7","NCI Thesaurus"
"","Code_146","C83344","Code","Adverse Event Dictionary Derived Term","e49c65a6-d4c7-45c8-8e04-cd891492ff01","NCI Thesaurus"
"","Code_147","C83198","Code","Adverse Event Category","1e589d35-f94d-44e3-b77d-616370a8e374","NCI Thesaurus"
"","Code_148","C83212","Code","Adverse Event Subcategory","60c7b3a8-df53-42ec-92f3-61d44330c663","NCI Thesaurus"
"","Code_149","C87840","Code","Adverse Event Pre-specified","7270dc13-735a-4975-ab78-42b4f4cf32c7","NCI Thesaurus"
"","Code_150","C53253","Code","Severity of Adverse Event","b893b78a-1bb5-4306-bc86-4ed8539500f2","NCI Thesaurus"
"","Code_151","C78605","Code","Adverse Event Toxicity Grade","439272ec-8890-4aec-9e4a-43985def9ec3","NCI Thesaurus"
"","Code_152","C53252","Code","Seriousness of Adverse Event","bcbed023-ad23-4154-b6a9-78c2498bdd04","NCI Thesaurus"
"","Code_153","C83013","Code","Adverse Event Action Taken with Study Treatment","14a448f0-d756-48d1-baa5-f6fefa62a52d","NCI Thesaurus"
"","Code_154","C41358","Code","Adverse Event Attribution to Product or Procedure","5eb41fd4-a824-4c06-8db6-db934d7ca79a","NCI Thesaurus"
"2023-09-29","Code_155","C71325","Code","Intermittent","3bc8102e-2821-4c92-b862-e07c562e94f1","http://www.cdisc.org"
"","Code_156","C83208","Code","Adverse Event Pattern","790d1bbb-ab2f-4aab-82b5-2b85b89844a1","NCI Thesaurus"
"","Code_157","C49489","Code","Adverse Event Outcome","34d337b5-4f00-42fd-8fee-99dbd765af2c","NCI Thesaurus"
"","Code_158","C83215","Code","Adverse Event Start Date Time","bb02b563-909f-414b-9477-6bc2b2bd435b","NCI Thesaurus"
"","Code_159","C83201","Code","Adverse Event End Date Time","a575bc2f-bc62-4541-bf29-ef5932e024c8","NCI Thesaurus"
"","Code_144","C41331","Code","Adverse Event","5e8eefbb-b592-4344-8133-ef33196d8e49","NCI Thesaurus"
"","Code_161","C173522","Code","Vital Signs Result","cd4e5292-4fee-40d8-91f3-530bc4ac17ac","NCI Thesaurus"
"2023-09-29","Code_162","C42547","Code","Pascal","51147cc8-7b58-43c6-b582-c5a471f7b355","http://www.cdisc.org"
"","Code_163","C49669","Code","Unit of Pressure","bf50972e-9f07-44ad-98fc-683f5ec067be","NCI Thesaurus"
"","Code_164","C83088","Code","Vital Signs Location","cd0ed950-4b87-4bf1-b0c9-65cd1fde95fe","NCI Thesaurus"
"","Code_165","C123975","Code","Vital Signs Laterality","e1291dfe-a9ea-41e0-a710-d1f1278c8db3","NCI Thesaurus"
"","Code_166","C82535","Code","Test Method","ffa7cf9d-dd62-4a3f-bdc5-b04a20b96b45","NCI Thesaurus"
"","Code_167","C83114","Code","Vital Signs Position","f1364c76-ef07-4d25-9579-dab30961fe0f","NCI Thesaurus"
"","Code_160","C25298","Code","Systolic Blood Pressure","8badb9d6-6c3a-4461-ad7f-1b483d9586b8","NCI Thesaurus"
"","Code_169","C173522","Code","Vital Signs Result","f771c20b-6626-48c4-a75c-1c70734d4ee0","NCI Thesaurus"
"2023-09-29","Code_170","C42547","Code","Pascal","d5d8beb2-7252-4d52-96fb-60e7d0db690b","http://www.cdisc.org"
"","Code_171","C49669","Code","Unit of Pressure","50ea9c29-9291-4b24-bbb4-1bc54efc56ed","NCI Thesaurus"
"","Code_172","C83088","Code","Vital Signs Location","7308cdb5-07eb-4f58-9183-0fda21af704d","NCI Thesaurus"
"","Code_173","C123975","Code","Vital Signs Laterality","b343ae02-eb57-42ff-ad16-519f0b311aa8","NCI Thesaurus"
"","Code_174","C82535","Code","Test Method","137d574c-7da4-4b36-b76b-0588a597c70a","NCI Thesaurus"
"","Code_175","C83114","Code","Vital Signs Position","303d3d8a-1922-4c97-a07b-1c2ce93a6602","NCI Thesaurus"
"","Code_168","C25299","Code","Diastolic Blood Pressure","09a91284-6e54-4497-b8f9-3c9bd6e69ff6","NCI Thesaurus"
"","Code_177","C173522","Code","Vital Signs Result","63e3fb71-daef-40ea-8706-1fb3b2dcb9a0","NCI Thesaurus"
"2023-09-29","Code_178","C42537","Code","Kelvin","d861b899-dbb8-4c70-968d-986a8138ecbc","http://www.cdisc.org"
"","Code_179","C44276","Code","Unit of Temperature","f050807e-f011-4ebf-be2c-bfd09311a0a9","NCI Thesaurus"
"","Code_180","C83088","Code","Vital Signs Location","5ae76e4a-b3a1-4500-927d-1f626a7ed5a5","NCI Thesaurus"
"","Code_176","C174446","Code","Body Temperature","b66e1e5f-e903-44d5-a5d8-5eba82ed81c9","NCI Thesaurus"
"","Code_182","C173522","Code","Vital Signs Result","c6e1b452-9e54-4c33-8911-58550748fc8d","NCI Thesaurus"
"2023-09-29","Code_183","C28252","Code","Kilogram","c2f9a680-56dd-46b1-9bfd-5c4d599ef957","http://www.cdisc.org"
"2023-09-29","Code_184","C48155","Code","Gram","fb45b40a-d91b-42a5-bf06-61261f96e510","http://www.cdisc.org"
"2023-09-29","Code_185","C48531","Code","Pound","b459f906-5f51-4ef9-b141-050fe7cf4ac5","http://www.cdisc.org"
"","Code_186","C48208","Code","Unit of Weight","99b9a37e-f543-4b31-80f8-2e3871425d9c","NCI Thesaurus"
"","Code_181","C81328","Code","Body Weight","05a3aa28-e0e5-4162-a662-8bf95390f494","NCI Thesaurus"
"","Code_188","C173522","Code","Vital Signs Result","171b5a4b-31df-4c5d-8499-664359ef8f9d","NCI Thesaurus"
"2023-09-29","Code_189","C49668","Code","Centimeter","3947b611-8d79-40dd-8e50-856fe2eba676","http://www.cdisc.org"
"2023-09-29","Code_190","C48500","Code","Inch","83d9e437-a031-4677-9b28-36739bf7b6e7","http://www.cdisc.org"
"2023-09-29","Code_191","C28251","Code","Millimeter","7159ee77-941a-4961-891c-49b5fc3e0363","http://www.cdisc.org"
"2023-09-29","Code_192","C41139","Code","Meter","1627ae36-48ac-4be8-b9a1-df3c167eb88a","http://www.cdisc.org"
"","Code_193","C168688","Code","Unit of Height","40a0d6a8-bdae-4d83-b945-c72eaa6bb474","NCI Thesaurus"
"","Code_187","C164634","Code","Body Height","8fb659ba-f0d1-4c3c-b820-e7a3281747b4","NCI Thesaurus"
"","Code_195","C36292","Code","Laboratory Test Result","d083c96d-9230-43bc-82ce-d62d97817417","NCI Thesaurus"
"","Code_196","C83309","Code","Laboratory Test Fasting Status","08e0ef6a-986f-45ef-b30e-21f5bc8b2317","NCI Thesaurus"
"","Code_197","C67365","Code","Unit of Catalytic Activity Concentration","fc2a6544-27fa-4da2-a74e-550a0d49fe53","NCI Thesaurus"
"","Code_198","C70713","Code","Biospecimen Type","0dcc72dd-c3c4-4688-b293-140ecd6ac4f6","NCI Thesaurus"
"","Code_194","C64433","Code","Alanine Aminotransferase Measurement","977688f0-9c2c-470b-bdd2-1a7ec44af82b","NCI Thesaurus"
"","Code_200","C36292","Code","Laboratory Test Result","3cb96876-9da4-4c95-9f49-ba020a4ddf13","NCI Thesaurus"
"","Code_201","C83309","Code","Laboratory Test Fasting Status","1bec66f9-1563-4abf-92b1-9d36eed65b3a","NCI Thesaurus"
"","Code_202","C48207","Code","Unit of Concentration","2f14a4fb-376c-4a7e-953e-77522c5fc345","NCI Thesaurus"
"","Code_203","C70713","Code","Biospecimen Type","f8c901bb-cf0a-460f-97b6-cd77d58c1a07","NCI Thesaurus"
"","Code_199","C64431","Code","Albumin Measurement","fbef6559-ea3e-43b7-8a85-d442512d3b5d","NCI Thesaurus"
"","Code_205","C36292","Code","Laboratory Test Result","3bdd3402-67a2-4b6e-a9ad-1bd6f82871f5","NCI Thesaurus"
"","Code_206","C83309","Code","Laboratory Test Fasting Status","6a8567dc-a2ff-4aae-ae83-14ea4a4cd135","NCI Thesaurus"
"","Code_207","C67365","Code","Unit of Catalytic Activity Concentration","e27c1908-4973-45a2-b41f-2fa651b8626d","NCI Thesaurus"
"","Code_208","C70713","Code","Biospecimen Type","836e9111-f418-4bc9-aded-cdcdf8edbb52","NCI Thesaurus"
"","Code_204","C64432","Code","Alkaline Phosphatase Measurement","a71bc458-2e70-499a-86e3-8c91a1f5d96d","NCI Thesaurus"
"","Code_210","C36292","Code","Laboratory Test Result","ace0e797-9325-42b2-aeb9-818052e78a0b","NCI Thesaurus"
"","Code_211","C83309","Code","Laboratory Test Fasting Status","66f48899-a0ed-4ff4-bb1c-9d1cb729730a","NCI Thesaurus"
"","Code_212","C67365","Code","Unit of Catalytic Activity Concentration","6354517c-2303-44dd-86b1-dfdf4c3f3107","NCI Thesaurus"
"","Code_213","C70713","Code","Biospecimen Type","472389ef-8b4b-4545-a6f1-5183d06b2131","NCI Thesaurus"
"","Code_209","C64467","Code","Aspartate Aminotransferase Measurement","3c03ce7c-d1cf-4bbd-882c-33f342460c7e","NCI Thesaurus"
"","Code_215","C36292","Code","Laboratory Test Result","2d13920c-d878-40ca-bc54-43257cd9a20f","NCI Thesaurus"
"","Code_216","C83309","Code","Laboratory Test Fasting Status","0b131568-a9c2-4da5-b5de-0bd28e2ca3e8","NCI Thesaurus"
"","Code_217","C48207","Code","Unit of Concentration","4096d632-398c-4e5d-a291-26a2be637699","NCI Thesaurus"
"","Code_218","C70713","Code","Biospecimen Type","a907cca6-3fbc-4a24-a63e-ad30b00e9c25","NCI Thesaurus"
"","Code_214","C64547","Code","Creatinine Measurement","949afab5-4464-4d85-8c74-29df91ddf59c","NCI Thesaurus"
"","Code_220","C36292","Code","Laboratory Test Result","6ffe8269-69dc-48f4-aa69-b059fc4bb5ce","NCI Thesaurus"
"","Code_221","C83309","Code","Laboratory Test Fasting Status","b0ee0f44-72b9-497a-aa16-137e190f72e3","NCI Thesaurus"
"","Code_222","C64567","Code","Molarity Unit","297b5650-6f6c-4e6a-93cd-da7efa08a2e4","NCI Thesaurus"
"","Code_223","C70713","Code","Biospecimen Type","d9547c85-37b6-45cf-aa22-9eae9cab9311","NCI Thesaurus"
"","Code_219","C64853","Code","Potassium Measurement","59e2ea44-2bbb-4cb1-bdee-bc8258ae2bc6","NCI Thesaurus"
"","Code_225","C36292","Code","Laboratory Test Result","7ca3deaf-5222-48b3-bf33-e5cbbb2ec3f6","NCI Thesaurus"
"","Code_226","C83309","Code","Laboratory Test Fasting Status","e55b2b63-37f4-4ae2-a197-b46cc9a60d1a","NCI Thesaurus"
"","Code_227","C64567","Code","Molarity Unit","65e65d2b-d21d-4a02-8180-016ca2bed794","NCI Thesaurus"
"","Code_228","C70713","Code","Biospecimen Type","ecb69fd2-f2c0-4b50-8774-7ff4d2c86ecf","NCI Thesaurus"
"","Code_224","C64809","Code","Sodium Measurement","58d43369-9634-4889-abaa-76633157cd3a","NCI Thesaurus"
"","Code_230","C173522","Code","Vital Signs Result","53e5fe30-8e9d-4c89-a963-a8a8d0aa24b9","NCI Thesaurus"
"2023-09-29","Code_231","C42547","Code","Pascal","1e0401b0-e8d9-4a24-a0d6-8b64753244a4","http://www.cdisc.org"
"","Code_232","C49669","Code","Unit of Pressure","8170d766-f756-4c03-b2e1-3c54a83a5df4","NCI Thesaurus"
"","Code_233","C83088","Code","Vital Signs Location","3d81c892-65fc-4160-ad11-3536298aaadb","NCI Thesaurus"
"","Code_234","C123975","Code","Vital Signs Laterality","0b635d0d-ee90-4530-bdb3-d0feca1edb09","NCI Thesaurus"
"","Code_235","C82535","Code","Test Method","2c848495-1294-48de-a6c9-33f11792c232","NCI Thesaurus"
"","Code_236","C83114","Code","Vital Signs Position","bc479ae6-290f-41c2-8004-c34a2165fd02","NCI Thesaurus"
"","Code_229","C25298","Code","Systolic Blood Pressure","02fa7437-33eb-459a-8278-b593bdb2a3b9","NCI Thesaurus"
"","Code_238","C173522","Code","Vital Signs Result","a011de96-bff8-4446-9049-fa92a7591f1d","NCI Thesaurus"
"2023-09-29","Code_239","C42547","Code","Pascal","79f2d3de-fbfe-47cf-9db0-f209b48dad4d","http://www.cdisc.org"
"","Code_240","C49669","Code","Unit of Pressure","5f73efbf-37ae-48fb-bc1d-5fe73e042553","NCI Thesaurus"
"","Code_241","C83088","Code","Vital Signs Location","02f36e6c-c822-4683-92a6-443e61f4866e","NCI Thesaurus"
"","Code_242","C123975","Code","Vital Signs Laterality","c778abf7-3be2-4cc2-8f0d-100a8fb659d1","NCI Thesaurus"
"","Code_243","C82535","Code","Test Method","1f7a9147-79b8-4b20-8322-896a093c5920","NCI Thesaurus"
"","Code_244","C83114","Code","Vital Signs Position","2fa76b10-afb0-4c09-bb6d-15b86a9f324e","NCI Thesaurus"
"","Code_237","C25299","Code","Diastolic Blood Pressure","11dcb4e0-e202-4f94-865f-2f3508258c2f","NCI Thesaurus"
"","Code_246","C173522","Code","Vital Signs Result","0ad50d40-07e0-4987-8bb0-191cb6940219","NCI Thesaurus"
