"isRequired","id","datatype","isEnabled","name","instanceType","uuid:ID","label"
"True","BiomedicalConceptProperty_110","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","1f22958f-8da4-45e3-8ac8-3580bb9345c2","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_111","string","True","Unit of Concentration","BiomedicalConceptProperty","95d37e45-41ad-4dc4-986e-bb6b12ea82a0","Unit of Concentration"
"True","BiomedicalConceptProperty_112","string","True","Biospecimen Type","BiomedicalConceptProperty","8ff050dd-ad77-451c-a70e-3e352c9a990a","Biospecimen Type"
"True","BiomedicalConceptProperty_113","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","ce91a0cf-161d-457a-bc94-0918b472af17","Laboratory Test Result"
"True","BiomedicalConceptProperty_114","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","f2ac2656-bf39-4f5a-a834-71e6ca78a474","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_115","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","9e362458-38ab-4ecc-a5db-595613d6477c","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_116","string","True","Biospecimen Type","BiomedicalConceptProperty","0cb5d4a8-6632-4bda-9976-5959988979a7","Biospecimen Type"
"True","BiomedicalConceptProperty_117","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","58eaab83-f302-4c57-8e36-2d309954a495","Laboratory Test Result"
"True","BiomedicalConceptProperty_118","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","e11a1958-2775-41e5-b564-996dfdeaa9a8","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_119","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","273a3305-4a99-4bfb-99bb-bb92afcfaf4d","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_120","string","True","Biospecimen Type","BiomedicalConceptProperty","e304fc27-241c-4730-86fb-7c0f755fb66f","Biospecimen Type"
"True","BiomedicalConceptProperty_121","string","True","Laboratory Test Result","BiomedicalConceptProperty","9f1bbf7f-c986-4074-8945-af97516adb0d","Laboratory Test Result"
"True","BiomedicalConceptProperty_122","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","81ed77c4-6d65-4cdc-9785-2344cd07c8b2","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_123","string","True","Unit of Concentration","BiomedicalConceptProperty","f2a2a259-b98f-4c0d-a2d2-2d73e77c0a84","Unit of Concentration"
"True","BiomedicalConceptProperty_124","string","True","Biospecimen Type","BiomedicalConceptProperty","e2aa9aaf-2b54-4045-bd8a-71912bdf466a","Biospecimen Type"
"True","BiomedicalConceptProperty_125","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","250f00d4-22c8-47a8-a0b9-39d8e1407e34","Laboratory Test Result"
"True","BiomedicalConceptProperty_126","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","cb956b59-bf60-4ce0-9d14-a6f989fb1126","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_127","string","True","Molarity Unit","BiomedicalConceptProperty","edd19bed-2a9c-4b48-aaff-e9706cc3f767","Molarity Unit"
"True","BiomedicalConceptProperty_128","string","True","Biospecimen Type","BiomedicalConceptProperty","bc236c71-9b22-4b28-bf81-3d04e79c0801","Biospecimen Type"
"True","BiomedicalConceptProperty_129","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","5c60577d-2330-4b56-8ea9-0a36c976422c","Laboratory Test Result"
"True","BiomedicalConceptProperty_130","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","d366db92-9abd-4dbc-b3d4-e5dcc03eeb96","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_131","string","True","Molarity Unit","BiomedicalConceptProperty","7377ffd8-bd86-46b8-913e-6f74af08c885","Molarity Unit"
"True","BiomedicalConceptProperty_132","string","True","Biospecimen Type","BiomedicalConceptProperty","bf6dfb97-8518-4c2c-9360-491eae92e454","Biospecimen Type"
"True","BiomedicalConceptProperty_1","string","True","Adverse Event Verbatim Description","BiomedicalConceptProperty","1cddebb6-170f-4a69-bd2a-e3df9aa9d1d5","Adverse Event Verbatim Description"
"True","BiomedicalConceptProperty_2","string","True","Adverse Event Dictionary Derived Term","BiomedicalConceptProperty","eda8dedb-21b0-45c0-9e61-a8be39f30393","Adverse Event Dictionary Derived Term"
"True","BiomedicalConceptProperty_3","string","True","Adverse Event Category","BiomedicalConceptProperty","90d82ae8-aca6-434f-aa7a-d671eb2ab205","Adverse Event Category"
"True","BiomedicalConceptProperty_4","string","True","Adverse Event Subcategory","BiomedicalConceptProperty","47aaa86a-d584-4a27-9e66-c21276eb878c","Adverse Event Subcategory"
"True","BiomedicalConceptProperty_5","boolean","True","Adverse Event Pre-specified","BiomedicalConceptProperty","24f19e99-661c-4bfd-b063-758564a3791a","Adverse Event Pre-specified"
"True","BiomedicalConceptProperty_6","string","True","Severity of Adverse Event","BiomedicalConceptProperty","c2523ca9-abe6-4840-a475-6ca778735c4f","Severity of Adverse Event"
"True","BiomedicalConceptProperty_7","string","True","Adverse Event Toxicity Grade","BiomedicalConceptProperty","73df9561-20e0-4ebd-9edc-1adc75b2cffa","Adverse Event Toxicity Grade"
"True","BiomedicalConceptProperty_8","boolean","True","Seriousness of Adverse Event","BiomedicalConceptProperty","85dda7c1-4e99-477c-af94-2a45b55965f3","Seriousness of Adverse Event"
"True","BiomedicalConceptProperty_9","string","True","Adverse Event Action Taken with Study Treatment","BiomedicalConceptProperty","d985029b-d347-4f4a-9a7f-d95f0fcb22fd","Adverse Event Action Taken with Study Treatment"
"True","BiomedicalConceptProperty_10","string","True","Adverse Event Attribution to Product or Procedure","BiomedicalConceptProperty","2a2bacba-c316-452f-8655-661d85c8eb3b","Adverse Event Attribution to Product or Procedure"
"True","BiomedicalConceptProperty_11","string","True","Adverse Event Pattern","BiomedicalConceptProperty","0c239bcf-1121-4f35-9622-3d7e038509e8","Adverse Event Pattern"
"True","BiomedicalConceptProperty_12","string","True","Adverse Event Outcome","BiomedicalConceptProperty","e877f663-1c30-4041-a22e-24439ac0f991","Adverse Event Outcome"
"True","BiomedicalConceptProperty_13","datetime","True","Adverse Event Start Date Time","BiomedicalConceptProperty","d57f7e23-076c-44f1-b719-d178f2604751","Adverse Event Start Date Time"
"True","BiomedicalConceptProperty_14","datetime","True","Adverse Event End Date Time","BiomedicalConceptProperty","7dc0b3d0-77a8-4311-8cde-0081e7884da9","Adverse Event End Date Time"
"True","BiomedicalConceptProperty_15","decimal","True","Vital Signs Result","BiomedicalConceptProperty","6de8dd88-27f6-4a87-bdab-fd4c06094e93","Vital Signs Result"
"True","BiomedicalConceptProperty_16","string","True","Unit of Pressure","BiomedicalConceptProperty","6ef990ed-9dce-47b5-bddc-7957976441ce","Unit of Pressure"
"True","BiomedicalConceptProperty_17","string","True","Vital Signs Location","BiomedicalConceptProperty","b66d325e-d549-4b35-ab79-d4cd0eb0f756","Vital Signs Location"
"True","BiomedicalConceptProperty_18","string","True","Vital Signs Laterality","BiomedicalConceptProperty","e2ba23b5-ad7b-4202-bf22-1181cf8c2592","Vital Signs Laterality"
"True","BiomedicalConceptProperty_19","string","True","Test Method","BiomedicalConceptProperty","f96eda28-da15-4069-a5c7-45abe55a4f91","Test Method"
"True","BiomedicalConceptProperty_20","string","True","Vital Signs Position","BiomedicalConceptProperty","a1d5986a-b493-45bb-b934-8f04596adb5b","Vital Signs Position"
"True","BiomedicalConceptProperty_21","decimal","True","Vital Signs Result","BiomedicalConceptProperty","2c309e39-0874-4680-a88f-1452080603c7","Vital Signs Result"
"True","BiomedicalConceptProperty_22","string","True","Unit of Pressure","BiomedicalConceptProperty","8d656317-4436-47d8-9ef8-f6fd63a69ee4","Unit of Pressure"
"True","BiomedicalConceptProperty_23","string","True","Vital Signs Location","BiomedicalConceptProperty","543c3159-19af-4803-b6f2-76b6d7592507","Vital Signs Location"
"True","BiomedicalConceptProperty_24","string","True","Vital Signs Laterality","BiomedicalConceptProperty","10eb3280-5ec1-4396-8b1a-0dc546259ea8","Vital Signs Laterality"
"True","BiomedicalConceptProperty_25","string","True","Test Method","BiomedicalConceptProperty","9885c745-6621-4a24-8a24-c70f0fa0840b","Test Method"
"True","BiomedicalConceptProperty_26","string","True","Vital Signs Position","BiomedicalConceptProperty","fc4301aa-da3b-41d8-96d2-e307dbf70a09","Vital Signs Position"
"True","BiomedicalConceptProperty_27","decimal","True","Vital Signs Result","BiomedicalConceptProperty","b2e67c90-15b7-455e-b1cd-4941c932299c","Vital Signs Result"
"True","BiomedicalConceptProperty_28","string","True","Unit of Temperature","BiomedicalConceptProperty","7d8edf56-5b1b-44f6-8bb1-86973a944a88","Unit of Temperature"
"True","BiomedicalConceptProperty_29","string","True","Vital Signs Location","BiomedicalConceptProperty","bc7c7e25-840f-436b-864f-2fe4c7567616","Vital Signs Location"
"True","BiomedicalConceptProperty_30","decimal","True","Vital Signs Result","BiomedicalConceptProperty","cf432a15-1976-4583-829b-de8db5141fee","Vital Signs Result"
"True","BiomedicalConceptProperty_31","string","True","Unit of Weight","BiomedicalConceptProperty","d0624f85-ea5d-4906-8016-d6f9f831f93b","Unit of Weight"
"True","BiomedicalConceptProperty_32","decimal","True","Vital Signs Result","BiomedicalConceptProperty","968f5432-8643-4dac-b190-d501dd2f0617","Vital Signs Result"
"True","BiomedicalConceptProperty_33","string","True","Unit of Height","BiomedicalConceptProperty","a91b6c51-56e3-4498-95f2-5049c9a329f0","Unit of Height"
"True","BiomedicalConceptProperty_34","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","552e67ff-5132-4f52-b882-d419c80d275d","Laboratory Test Result"
"True","BiomedicalConceptProperty_35","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","db049ab0-091f-4f73-89b6-2734256c48df","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_36","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","192213df-6d05-49ae-a502-3e77ddb533d0","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_37","string","True","Biospecimen Type","BiomedicalConceptProperty","f2db738a-0128-452a-b050-d07b9495f882","Biospecimen Type"
"True","BiomedicalConceptProperty_38","string","True","Laboratory Test Result","BiomedicalConceptProperty","e021220d-ada4-4fd0-a026-81c4d3110ace","Laboratory Test Result"
"True","BiomedicalConceptProperty_39","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","37f532bb-2675-48c1-825a-a6bd635afbc3","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_40","string","True","Unit of Concentration","BiomedicalConceptProperty","feacdc46-303a-4774-b84d-3d57efe132e0","Unit of Concentration"
"True","BiomedicalConceptProperty_41","string","True","Biospecimen Type","BiomedicalConceptProperty","8fcd9036-4c08-42d3-8564-70de2327f4c8","Biospecimen Type"
"True","BiomedicalConceptProperty_42","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","21ebd4ac-98dd-4baa-8a30-a43660647ece","Laboratory Test Result"
"True","BiomedicalConceptProperty_43","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","328b578a-ae46-4566-8ec9-36a4c443aa7d","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_44","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","1b6c3897-9b70-4602-a8fe-6927a28249b9","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_45","string","True","Biospecimen Type","BiomedicalConceptProperty","ac5d4219-84a7-4cdc-a2d6-491881f04c65","Biospecimen Type"
"True","BiomedicalConceptProperty_46","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","ed47b46f-bc7d-4de5-867c-5df0eec040a5","Laboratory Test Result"
"True","BiomedicalConceptProperty_47","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","5557bcaf-4fd6-4ead-a65f-e366e1467b05","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_48","string","True","Unit of Catalytic Activity Concentration","BiomedicalConceptProperty","ce6569bd-7b48-41d8-bbdc-b13ae0092483","Unit of Catalytic Activity Concentration"
"True","BiomedicalConceptProperty_49","string","True","Biospecimen Type","BiomedicalConceptProperty","c2aa3540-734f-4054-b9f4-8d8fb286f78b","Biospecimen Type"
"True","BiomedicalConceptProperty_50","string","True","Laboratory Test Result","BiomedicalConceptProperty","ea35d139-998e-4100-8c20-d69e08b4058c","Laboratory Test Result"
"True","BiomedicalConceptProperty_51","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","47b33fcc-902a-4e00-9a54-8a1646029637","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_52","string","True","Unit of Concentration","BiomedicalConceptProperty","5e532d88-67b7-4412-90c2-43eabce77f69","Unit of Concentration"
"True","BiomedicalConceptProperty_53","string","True","Biospecimen Type","BiomedicalConceptProperty","5132a644-060b-4e16-81ea-fc97e5e293ec","Biospecimen Type"
"True","BiomedicalConceptProperty_54","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","38425a9d-44d7-44e9-a9a6-0d40bed810eb","Laboratory Test Result"
"True","BiomedicalConceptProperty_55","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","64df5663-f2f7-4614-8522-aab655b02f28","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_56","string","True","Molarity Unit","BiomedicalConceptProperty","c8d29c0d-f873-4b5c-b938-bacf312ff2c9","Molarity Unit"
"True","BiomedicalConceptProperty_57","string","True","Biospecimen Type","BiomedicalConceptProperty","f9141b86-50aa-49ba-b3b1-fd4c4b8334bb","Biospecimen Type"
"True","BiomedicalConceptProperty_58","decimal","True","Laboratory Test Result","BiomedicalConceptProperty","2c76ea45-2ce0-4c66-b427-9dac9514edf1","Laboratory Test Result"
"True","BiomedicalConceptProperty_59","boolean","True","Laboratory Test Fasting Status","BiomedicalConceptProperty","501a68cf-16b0-46e8-9097-438c8b82276a","Laboratory Test Fasting Status"
"True","BiomedicalConceptProperty_60","string","True","Molarity Unit","BiomedicalConceptProperty","da966d39-6dfb-4873-9097-65c37a0b1370","Molarity Unit"
"True","BiomedicalConceptProperty_61","string","True","Biospecimen Type","BiomedicalConceptProperty","b71bc90e-2c4c-446d-acce-fbe073cd242b","Biospecimen Type"
"True","BiomedicalConceptProperty_62","decimal","True","Vital Signs Result","BiomedicalConceptProperty","067ebe9b-80d1-4563-94ce-36d87cd40d3c","Vital Signs Result"
"True","BiomedicalConceptProperty_63","string","True","Unit of Pressure","BiomedicalConceptProperty","d51f6e3a-9ca9-4baa-912f-de5a7e50b371","Unit of Pressure"
"True","BiomedicalConceptProperty_64","string","True","Vital Signs Location","BiomedicalConceptProperty","bf3ee188-8396-40af-b6a6-356fa4b3d666","Vital Signs Location"
"True","BiomedicalConceptProperty_65","string","True","Vital Signs Laterality","BiomedicalConceptProperty","5e6ee8b1-e6aa-4db1-afd2-0f984f9bebf4","Vital Signs Laterality"
"True","BiomedicalConceptProperty_66","string","True","Test Method","BiomedicalConceptProperty","4d42184e-cc56-4edf-ac35-fc70459888cb","Test Method"
"True","BiomedicalConceptProperty_67","string","True","Vital Signs Position","BiomedicalConceptProperty","1b68e576-98c5-4719-916b-83059b70c0a2","Vital Signs Position"
"True","BiomedicalConceptProperty_68","decimal","True","Vital Signs Result","BiomedicalConceptProperty","98de68ca-38da-4d06-9fa3-52f519e0a09f","Vital Signs Result"
"True","BiomedicalConceptProperty_69","string","True","Unit of Pressure","BiomedicalConceptProperty","35510911-4e85-4689-a6ad-3a5e9be68015","Unit of Pressure"
"True","BiomedicalConceptProperty_70","string","True","Vital Signs Location","BiomedicalConceptProperty","72b20122-d651-4d91-9264-4b4625ef175b","Vital Signs Location"
"True","BiomedicalConceptProperty_71","string","True","Vital Signs Laterality","BiomedicalConceptProperty","80830e5f-3829-429e-a3fb-a5504c38c8c7","Vital Signs Laterality"
"True","BiomedicalConceptProperty_72","string","True","Test Method","BiomedicalConceptProperty","b3447a36-c12c-447a-9534-c8e5c7a41cbc","Test Method"
"True","BiomedicalConceptProperty_73","string","True","Vital Signs Position","BiomedicalConceptProperty","b4ba6c12-0aa6-4dbb-9207-653104a78d36","Vital Signs Position"
"True","BiomedicalConceptProperty_74","integer","True","Vital Signs Result","BiomedicalConceptProperty","ce8b3ec7-1d32-4aad-a45c-123e51f8e9c1","Vital Signs Result"
"True","BiomedicalConceptProperty_75","string","True","Count per Minute","BiomedicalConceptProperty","9b86fcab-6e8a-49bb-94c7-926e832d4c87","Count per Minute"
"True","BiomedicalConceptProperty_76","string","True","Vital Signs Location","BiomedicalConceptProperty","cdf5ebec-1878-4b5f-b54b-e8c4128833ae","Vital Signs Location"
"True","BiomedicalConceptProperty_77","string","True","Vital Signs Laterality","BiomedicalConceptProperty","a14125c4-fc38-4188-a724-09665067833f","Vital Signs Laterality"
"True","BiomedicalConceptProperty_78","string","True","Test Method","BiomedicalConceptProperty","b49c009e-e878-45e8-9d01-859327d5457f","Test Method"
"True","BiomedicalConceptProperty_79","string","True","Vital Signs Position","BiomedicalConceptProperty","a93ff6b9-5623-4683-99ec-f03d6538a7ad","Vital Signs Position"
"True","BiomedicalConceptProperty_80","decimal","True","Vital Signs Result","BiomedicalConceptProperty","97e3f34b-01a3-40af-8a34-71399e2ae903","Vital Signs Result"
"True","BiomedicalConceptProperty_81","string","True","Unit of Pressure","BiomedicalConceptProperty","2d6edae5-ee81-495d-b7e6-ef02125e1361","Unit of Pressure"
"True","BiomedicalConceptProperty_82","string","True","Vital Signs Location","BiomedicalConceptProperty","ebea0746-ea43-4c04-be5a-599435041bee","Vital Signs Location"
"True","BiomedicalConceptProperty_83","string","True","Vital Signs Laterality","BiomedicalConceptProperty","c8ca4da3-bd75-45de-992b-2714b687b2e8","Vital Signs Laterality"
"True","BiomedicalConceptProperty_84","string","True","Test Method","BiomedicalConceptProperty","f8bd52f4-1bf4-4366-8752-5da0555c6a33","Test Method"
"True","BiomedicalConceptProperty_85","string","True","Vital Signs Position","BiomedicalConceptProperty","c1a0cd60-94c8-40f0-8e9d-1e80612e622d","Vital Signs Position"
"True","BiomedicalConceptProperty_86","decimal","True","Vital Signs Result","BiomedicalConceptProperty","3e6f7497-8cd4-46c5-a9bd-f859ef88bdc4","Vital Signs Result"
"True","BiomedicalConceptProperty_87","string","True","Unit of Pressure","BiomedicalConceptProperty","1fcf80b5-80f1-44cd-a18e-a5b86df0d134","Unit of Pressure"
"True","BiomedicalConceptProperty_88","string","True","Vital Signs Location","BiomedicalConceptProperty","1938c254-09db-4939-8616-0a39690f143e","Vital Signs Location"
"True","BiomedicalConceptProperty_89","string","True","Vital Signs Laterality","BiomedicalConceptProperty","0bab2821-f2ed-4904-9b80-1aa6dc33a852","Vital Signs Laterality"
"True","BiomedicalConceptProperty_90","string","True","Test Method","BiomedicalConceptProperty","dceb0949-eb37-4331-ad59-c45dfec07067","Test Method"
"True","BiomedicalConceptProperty_91","string","True","Vital Signs Position","BiomedicalConceptProperty","7dfa4ef0-742e-4915-9589-0346d63333da","Vital Signs Position"
"True","BiomedicalConceptProperty_92","integer","True","Vital Signs Result","BiomedicalConceptProperty","3c6e3b64-5797-4020-9bf9-c28fa00bbe05","Vital Signs Result"
"True","BiomedicalConceptProperty_93","string","True","Count per Minute","BiomedicalConceptProperty","b36076e8-732e-464c-9c8e-0c2786a5d3f5","Count per Minute"
"True","BiomedicalConceptProperty_94","string","True","Vital Signs Location","BiomedicalConceptProperty","571d718e-a742-403a-b213-1804c9ea7b9f","Vital Signs Location"
"True","BiomedicalConceptProperty_95","string","True","Vital Signs Laterality","BiomedicalConceptProperty","74e7f778-ef69-46e5-8684-0850bcf411b7","Vital Signs Laterality"
"True","BiomedicalConceptProperty_96","string","True","Test Method","BiomedicalConceptProperty","72f99acf-8320-4f5f-a644-f02e5190b7ea","Test Method"
"True","BiomedicalConceptProperty_97","string","True","Vital Signs Position","BiomedicalConceptProperty","c2e3b570-6d65-488c-8b5c-d56176890773","Vital Signs Position"
