"datatype","label","isRequired","instanceType","isEnabled","id","uuid:ID","name"
"string","Adverse Event Attribution to Product or Procedure","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_10","1ffff3ee-5da5-4982-92d0-96befcc3d3aa","Adverse Event Attribution to Product or Procedure"
"string","Adverse Event Pattern","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_11","67f55ef8-c7c0-4d9c-a248-a7928720ee07","Adverse Event Pattern"
"string","Adverse Event Outcome","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_12","67d8ad13-099f-4edb-a1a9-16d74e10535a","Adverse Event Outcome"
"datetime","Adverse Event Start Date Time","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_13","2ba05994-8430-48c4-b7dd-8a1098d0173c","Adverse Event Start Date Time"
"datetime","Adverse Event End Date Time","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_14","03e0e0a1-f341-4dc2-9cd4-03fd4ea5299b","Adverse Event End Date Time"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_15","4fedbaaf-63ab-4b0f-961e-19853059c5c3","Vital Signs Result"
"string","Unit of Pressure","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_16","673fd58f-37e8-4939-9427-57ed553f7101","Unit of Pressure"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_17","750ec59a-19ef-40a8-bbdc-3091237852e0","Vital Signs Location"
"string","Vital Signs Laterality","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_18","9e68f008-92d9-4458-b6ff-fd1497c03f6a","Vital Signs Laterality"
"string","Test Method","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_19","547eaa87-b2e6-459b-8df6-61bef17febde","Test Method"
"string","Vital Signs Position","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_20","e2794395-c2eb-4b01-803e-fb8c50da44f0","Vital Signs Position"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_21","0b9a8552-77b1-4e3c-b63b-0099da3bc2f1","Vital Signs Result"
"string","Unit of Pressure","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_22","60d2dcb8-5545-434a-9a97-87403289e09b","Unit of Pressure"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_23","efd9a69b-54ed-4cd5-946f-4bdf9dc1aae5","Vital Signs Location"
"string","Vital Signs Laterality","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_24","dbbd4c22-8fdb-4f1e-89bd-165abd2e08d2","Vital Signs Laterality"
"string","Test Method","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_25","e2cbd4df-35ce-457c-9efa-15c71288a536","Test Method"
"string","Vital Signs Position","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_26","92b15c46-252e-46b3-9176-8be0786842da","Vital Signs Position"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_27","189f75e6-14f4-4fe4-9602-d141f9567c95","Vital Signs Result"
"string","Unit of Temperature","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_28","d8891db1-e575-4d9d-ba3f-be117173111a","Unit of Temperature"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_29","3430830a-50bc-46dc-b741-6b9316fce050","Vital Signs Location"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_30","19eb04dd-bace-4f25-95dd-6cc4f2f669f5","Vital Signs Result"
"string","Unit of Weight","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_31","52f2584a-037d-4fa7-aa4a-36e604995e4b","Unit of Weight"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_32","2aec6f38-9b1e-44d2-b98e-fbe58f7033c9","Vital Signs Result"
"string","Unit of Height","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_33","6358da88-a146-4503-933a-4a790a1843bd","Unit of Height"
"decimal","Laboratory Test Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_34","adca7cf1-4919-4799-9adf-cbf925928c45","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_35","8286ec7c-d463-49f9-8e79-98208ef4ff11","Laboratory Test Fasting Status"
"string","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_36","623f4786-b5b6-4587-8895-fae296449295","Unit of Catalytic Activity Concentration"
"string","Biospecimen Type","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_37","454081a8-a4e0-472a-88ca-6a9212c86200","Biospecimen Type"
"string","Laboratory Test Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_38","01d332d4-9b6a-4651-acae-6a2435bf966d","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_39","89668247-b40d-4e4e-9a9e-66cc20cbb3f9","Laboratory Test Fasting Status"
"string","Unit of Concentration","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_40","e7a406af-e77e-4420-a5a5-7aa1942e269f","Unit of Concentration"
"string","Biospecimen Type","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_41","c07aab78-998f-408e-b4d8-e0169401fb86","Biospecimen Type"
"decimal","Laboratory Test Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_42","0472f295-8abf-4706-a55a-9168430be810","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_43","4cf85ed3-9358-425a-a555-46c2f828e40b","Laboratory Test Fasting Status"
"string","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_44","eb4db158-8017-47fd-aaf3-2c7fc1f80d86","Unit of Catalytic Activity Concentration"
"string","Biospecimen Type","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_45","40b089d7-fac8-4391-994e-7188527ad9b7","Biospecimen Type"
"decimal","Laboratory Test Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_46","49063436-3046-44f1-ab4d-9886dcf78a51","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_47","8c99c529-96b3-4c95-a7b8-363337f08b80","Laboratory Test Fasting Status"
"string","Unit of Catalytic Activity Concentration","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_48","7c12e31c-f01a-4ef0-bb06-acaec2862a26","Unit of Catalytic Activity Concentration"
"string","Biospecimen Type","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_49","27d6734f-230c-4fff-88af-cf62ccfdfd7c","Biospecimen Type"
"string","Laboratory Test Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_50","b9ca0bcb-33ef-4334-adfa-c4233ff16ac0","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_51","9c964280-a280-4d7d-9a6a-9341375d9acd","Laboratory Test Fasting Status"
"string","Unit of Concentration","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_52","7ed22c39-94e8-4fdb-8b57-9587c66aa3e6","Unit of Concentration"
"string","Biospecimen Type","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_53","86590910-f906-4c44-a64c-ffce4a83a4f1","Biospecimen Type"
"decimal","Laboratory Test Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_54","a982a18c-fd68-4130-915e-96067b19f3dc","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_55","c46a0f64-9cff-4639-8207-c6021344b9a0","Laboratory Test Fasting Status"
"string","Molarity Unit","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_56","846e9362-6eef-4fd8-b486-8c615afef82a","Molarity Unit"
"string","Biospecimen Type","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_57","c30beb26-700a-4891-b439-6cc3d52e314c","Biospecimen Type"
"decimal","Laboratory Test Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_58","55704014-1420-4181-bcf4-da1391595efd","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_59","64cfa354-55e8-444a-a15b-4f7311183349","Laboratory Test Fasting Status"
"string","Molarity Unit","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_60","f01d2c69-8dc6-47bc-b729-8d6da249a4ac","Molarity Unit"
"string","Biospecimen Type","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_61","8619e1ff-8027-45a2-856f-1b77bb8c5749","Biospecimen Type"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_62","b0114f7c-08dc-4e2c-a27e-45d2f2ec5882","Vital Signs Result"
"string","Unit of Pressure","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_63","0d3d1a03-022f-4fd3-8d93-ee98e39b43b5","Unit of Pressure"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_64","e84b34f9-0226-4b98-ae59-161f93f62e9e","Vital Signs Location"
"string","Vital Signs Laterality","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_65","5d1a41be-d4fa-4885-a474-54b7f106ebe4","Vital Signs Laterality"
"string","Test Method","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_66","5dc9ed51-1fdc-4dc4-8145-84b15d1c4fbb","Test Method"
"string","Vital Signs Position","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_67","19a42047-eb61-402d-8f12-a13300e0c91e","Vital Signs Position"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_68","2f2151aa-9dfb-4bb9-aaf3-1095222930c3","Vital Signs Result"
"string","Unit of Pressure","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_69","897f3445-1f14-44ef-ac61-cb020d26f65d","Unit of Pressure"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_70","e7a754a0-0bb4-4408-a085-cb61ae055503","Vital Signs Location"
"string","Vital Signs Laterality","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_71","a9359d46-811b-43aa-8820-c16e37dc3495","Vital Signs Laterality"
"string","Test Method","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_72","9c75eba4-7727-4181-b08a-a28dc6809786","Test Method"
"string","Vital Signs Position","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_73","167d43d9-2480-4b91-a649-97d67e55d635","Vital Signs Position"
"integer","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_74","336030a6-c1d4-4430-8314-550e140785b0","Vital Signs Result"
"string","Count per Minute","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_75","bad3670d-fbca-4384-9526-087f66f0897e","Count per Minute"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_76","5b275baa-d332-444b-ad6b-343ce6e016a0","Vital Signs Location"
"string","Vital Signs Laterality","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_77","b1370afc-7476-4181-81fb-795f79fe7a66","Vital Signs Laterality"
"string","Test Method","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_78","26420dfc-7925-4bb5-a91c-6d3f2156e0fa","Test Method"
"string","Vital Signs Position","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_79","5172f898-994a-4119-871a-d5c91f96a2de","Vital Signs Position"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_80","49b3561e-b68f-41b1-81c2-f29b65ec20b1","Vital Signs Result"
"string","Unit of Pressure","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_81","713d6570-5fd3-49d7-a2b2-e1f8d6e60e6d","Unit of Pressure"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_82","aebd9bd1-69cf-4c1d-a272-26aa79266b2f","Vital Signs Location"
"string","Vital Signs Laterality","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_83","d1ad11a2-86cd-4d5e-87e1-ff340f72f321","Vital Signs Laterality"
"string","Test Method","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_84","d375cfb3-4622-4754-aee8-6ca2665076c9","Test Method"
"string","Vital Signs Position","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_85","e931dda3-6724-4029-85ee-828cf17218f0","Vital Signs Position"
"decimal","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_86","0e59ade6-696a-442c-86e0-1d145bbf076c","Vital Signs Result"
"string","Unit of Pressure","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_87","48920e1c-6ed1-40eb-b6af-207337d85a68","Unit of Pressure"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_88","743b45eb-9aac-4eb1-aca9-220dd59063f7","Vital Signs Location"
"string","Vital Signs Laterality","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_89","4fd9e825-32b2-4460-8fcb-37a8028d9bb9","Vital Signs Laterality"
"string","Test Method","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_90","290852e3-3a57-483c-9d5f-0b884725b02e","Test Method"
"string","Vital Signs Position","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_91","1a0de7c9-4096-48c9-9c3e-b6cfdd7102eb","Vital Signs Position"
"integer","Vital Signs Result","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_92","e2d5501f-8645-45f2-8501-9fe57dd6c7a7","Vital Signs Result"
"string","Count per Minute","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_93","f4df8f09-a612-487f-b145-5aaa4b50b2e6","Count per Minute"
"string","Vital Signs Location","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_94","f8019bfa-a274-4147-bfcc-27069d2ae755","Vital Signs Location"
"string","Vital Signs Laterality","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_95","a1732484-d52d-4af0-937a-ac7026534532","Vital Signs Laterality"
"string","Test Method","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_96","efaa06a0-07b3-408d-9098-583f00c14427","Test Method"
"string","Vital Signs Position","True","BiomedicalConceptProperty","True","BiomedicalConceptProperty_97","3973ffac-2660-4487-a6a6-84ff1d7c5ea7","Vital Signs Position"
