"codeSystemVersion","uuid:ID","decode","code","codeSystem","id"
"January 31, 2018","0e566372-b976-4260-b9f1-839a512d2a04","Test","12345678","SNOMED","Code_53"
"January 31, 2018","234477d1-6765-44c8-8afc-84dec08d5653","Test","12345679","SNOMED","Code_54"
"2023-09-29","1ae0533a-3a9c-4943-9a21-03043ddd2898","Male","C20197","http://www.cdisc.org","Code_89"
"2023-09-29","421400e4-6f3d-4b57-bad0-3dd423b797b1","Female","C16576","http://www.cdisc.org","Code_90"
"","30fae4e9-d218-41ac-a911-dd9cd0294831","Sex","C28421","NCI Thesaurus","Code_91"
"","a3862d1d-8493-4c7e-9434-c728d7934738","Sex","C28421","NCI Thesaurus","Code_88"
"","84d0bf10-0153-4687-881e-debe12ccc6e7","Race","C17049","NCI Thesaurus","Code_93"
"","caed9389-2f74-4766-90fe-bdd773630dc6","Race","C17049","NCI Thesaurus","Code_92"
"","added083-6432-40f7-b18c-5dca0f96b165","Vital Signs Result","C173522","NCI Thesaurus","Code_95"
"2023-09-29","2e662408-7aff-489d-b49c-cf4ac427135a","Kilogram","C28252","http://www.cdisc.org","Code_96"
"2023-09-29","b049cd44-0ea9-4952-a598-1d402126be46","Gram","C48155","http://www.cdisc.org","Code_97"
"2023-09-29","070de059-9aae-4d92-a890-32c0a4d17bf9","Pound","C48531","http://www.cdisc.org","Code_98"
"","258ff95e-a30c-49fe-966c-310b3d601445","Unit of Weight","C48208","NCI Thesaurus","Code_99"
"","9f61eb60-e128-4e75-a5a1-6c8a9ff305f8","Body Weight","C81328","NCI Thesaurus","Code_94"
"2023-09-29","851432cc-ca23-4c76-b406-9dca046af03e","Active Comparator Arm","C174267","http://www.cdisc.org","Code_73"
"2023-09-29","1b3d18bd-04f6-4fcb-b204-b933d6c2e118","Data Generated Within Study","C188866","http://www.cdisc.org","Code_74"
"2023-09-29","bc455c94-42cc-404e-a06d-92a7d4213e4a","Placebo Comparator Arm","C174268","http://www.cdisc.org","Code_75"
"2023-09-29","2e332b08-e035-44e7-8a10-5c3295d123c8","Data Generated Within Study","C188866","http://www.cdisc.org","Code_76"
"2023-09-29","6291d8df-9f86-45bc-8830-3171ea681516","Open Label Study","C49659","http://www.cdisc.org","Code_83"
"2023-09-29","451c019c-5d9b-46c3-8ed6-18b7201bff0a","Trial Screening","C48262","http://www.cdisc.org","Code_77"
"2023-09-29","014e87fa-8e23-4782-90e4-66fd35cd1a10","Baseline Epoch","C125938","http://www.cdisc.org","Code_78"
"2023-09-29","81239b1d-5aff-4b75-94f3-6b222aaf057a","Treatment Epoch","C101526","http://www.cdisc.org","Code_79"
"2023-09-29","34d21998-7669-45e8-9a1d-2d605c7d4f3e","Clinical Study Follow-up","C99158","http://www.cdisc.org","Code_80"
"January 31, 2018","22a93638-e789-42c3-913b-7d54f3270d32","Indication1","12345","SNOMED","Code_100"
"January 31, 2018","0cdc5de1-dc83-43f7-9da8-c6a1451d09d8","Indication2","345678","SNOMED","Code_101"
"None set","3f8ea243-167d-439c-a4fb-f31ce997d739","role1","role1","M11","Code_107"
"2023-09-29","a161d343-fffb-40a6-8e49-7dcc6886a7d3","Pharmacologic Substance","C1909","http://www.cdisc.org","Code_108"
"2023-09-29","023cc1b5-088d-4fd1-8c99-75bb257c2425","Day","C25301","http://www.cdisc.org","Code_111"
"12","2aae98a9-d181-4862-8869-012b111eadd8","B","A","SPONSOR","Code_106"
"2023-09-29","7f2a94d5-3af6-494b-9075-f423df914470","Percentage","C25613","http://www.cdisc.org","Code_102"
"2023-09-29","6511137c-61e1-450a-b4a0-8bad6a746247","Milligram","C28253","http://www.cdisc.org","Code_104"
"2023-09-29","237b4748-da6c-4f18-9ceb-7ae298718880","Dental Route of Administration","C38197","http://www.cdisc.org","Code_103"
"2023-09-29","b564fd72-882d-4a6e-acf6-d507f052f908","Ten Days Per Month","C139179","http://www.cdisc.org","Code_105"
"None set","8707989e-ac3e-4964-9982-b39ccd00def5","desig_1","desig1","M11","Code_110"
"None set","c729ad16-56f0-49e4-bc34-2cd9576bed95","B","A","FDA","Code_109"
"None set","c1cba2c9-5fb4-4661-b332-e4295f37cdc3","role2","role2","M11","Code_117"
"2023-09-29","d36b6619-cf75-4a8e-ae7b-d839babe785b","Pharmacologic Substance","C1909","http://www.cdisc.org","Code_118"
"2023-09-29","b5ded3e4-61d8-455f-b06d-cd49c7deb675","Day","C25301","http://www.cdisc.org","Code_121"
"12","68d412ea-685b-4fb1-a7b4-a4ae34d228ad","B","A","SPONSOR","Code_116"
"2023-09-29","82e552b9-9e7c-4ee1-893b-8feea4688d82","Percentage","C25613","http://www.cdisc.org","Code_112"
"2023-09-29","69d21ae4-5f73-476b-aecb-5a443f6b610d","Milligram","C28253","http://www.cdisc.org","Code_114"
"2023-09-29","4aa9725a-091a-42ac-b9a0-616167b64b01","Dental Route of Administration","C38197","http://www.cdisc.org","Code_113"
"2023-09-29","a2bf4b5e-b2fe-42bc-bcde-08fb7bcb4984","Ten Days Per Month","C139179","http://www.cdisc.org","Code_115"
"None set","4b44c73d-ed10-4d23-a778-5b47e21c53ec","desig_2","desig2","M11","Code_120"
"None set","8ca5133a-df2d-4345-b309-02ad1f4cf185","B","A","FDA","Code_119"
"2023-09-29","0b9f281d-c9d2-4b1e-b887-d9054d91d130","Trial Primary Objective","C85826","http://www.cdisc.org","Code_128"
"2023-09-29","6f3583bf-9d67-4be7-bdd7-58c122163a28","Primary Endpoint","C94496","http://www.cdisc.org","Code_127"
"2023-09-29","10b66c46-8e11-4009-9055-c71f89a213b5","Trial Secondary Objective","C85827","http://www.cdisc.org","Code_130"
"2023-09-29","60fe2396-b999-4b45-93cd-69f315b95ef7","Secondary Endpoint","C139173","http://www.cdisc.org","Code_129"
"2023-09-29","6e74bb8b-c51e-4b4f-a473-22064fcd6090","Secondary Endpoint","C139173","http://www.cdisc.org","Code_131"
"2023-09-29","04ea7de1-0ed0-42b7-9f52-0e468e7e6f2e","Inclusion Criteria","C25532","http://www.cdisc.org","Code_132"
"2023-09-29","facd1ebf-30cd-4d14-b590-89cabf28031b","Inclusion Criteria","C25532","http://www.cdisc.org","Code_133"
"2023-09-29","34b3028b-b797-43e6-8a62-fe832a5ca7e6","Exclusion Criteria","C25370","http://www.cdisc.org","Code_134"
"2023-09-29","d5c5e4b2-175b-49aa-a9ff-c139a63bc830","Exclusion Criteria","C25370","http://www.cdisc.org","Code_135"
"2023-09-29","b9743908-1684-4441-82ea-2c31c0ee8eba","Before","C201264","http://www.cdisc.org","Code_17"
"2023-09-29","2764f8d2-2f4b-485e-99cf-631602126cb9","Start to Start","C201265","http://www.cdisc.org","Code_18"
"2023-09-29","8511c529-aeae-4426-9d40-888cec8f9780","Before","C201264","http://www.cdisc.org","Code_19"
"2023-09-29","c6208e60-057b-42ec-acc2-4a0ec0785388","Start to Start","C201265","http://www.cdisc.org","Code_20"
"2023-09-29","071f7dbf-4c82-4674-b754-59eb100d265e","Fixed Reference","C201264","http://www.cdisc.org","Code_22"
"2023-09-29","0f71c6be-a38f-403e-ab00-ecf7d20495a9","Start to Start","C201265","http://www.cdisc.org","Code_23"
"2023-09-29","6e373945-e7ec-4158-8697-73fa33f7ce6d","After","C201264","http://www.cdisc.org","Code_24"
"2023-09-29","bc1dd4ea-e580-4a94-b180-531e315cb2b7","Start to Start","C201265","http://www.cdisc.org","Code_25"
"2023-09-29","67b4618d-dab3-4d53-b18e-1e843406691d","After","C201264","http://www.cdisc.org","Code_27"
"2023-09-29","e44be38e-b76a-44d1-adc6-e01eecf8f911","Start to Start","C201265","http://www.cdisc.org","Code_28"
"2023-09-29","7cf15046-b649-4e8b-95e3-4d99aa9a95bc","After","C201264","http://www.cdisc.org","Code_30"
"2023-09-29","79a9a0ae-fed8-4f75-a3c7-c7e9098a36e7","Start to Start","C201265","http://www.cdisc.org","Code_31"
"2023-09-29","bb40e10b-fca8-4863-a05c-8c09c2616652","Draft","C85255","http://www.cdisc.org","Code_5"
"2023-09-29","9ee2459f-5a08-469f-b062-d60054d5face","Protocol Effective Date","C99903x1","http://www.cdisc.org","Code_15"
"2023-09-29","a19a4561-234a-48dc-b260-4f020fec8edd","Global","C68846","http://www.cdisc.org","Code_16"
