"datatype","label","isRequired","uuid:ID","id","isEnabled","name"
"decimal","Laboratory Test Result","True","f794ac7a-29fc-4d68-b8ba-d848e6e4efa6","BiomedicalConceptProperty_101","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","862224e4-34f0-4950-af24-041053d64750","BiomedicalConceptProperty_102","True","Laboratory Test Fasting Status"
"string","Unit of Catalytic Activity Concentration","True","6dd500a4-9102-48e7-81ee-c9ce9e910418","BiomedicalConceptProperty_103","True","Unit of Catalytic Activity Concentration"
"string","Biospecimen Type","True","48e21b01-103e-44b9-805c-de04fd694d27","BiomedicalConceptProperty_104","True","Biospecimen Type"
"decimal","Laboratory Test Result","True","9e8700c3-11ac-425c-927a-4be35fcce832","BiomedicalConceptProperty_105","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","397fa363-a791-4579-9aa0-71c9075785ff","BiomedicalConceptProperty_106","True","Laboratory Test Fasting Status"
"string","Unit of Catalytic Activity Concentration","True","ebb274ac-e242-477a-b51d-5fddbe183fbf","BiomedicalConceptProperty_107","True","Unit of Catalytic Activity Concentration"
"string","Biospecimen Type","True","04e59ed0-3f67-4469-81b0-1af828350f43","BiomedicalConceptProperty_108","True","Biospecimen Type"
"string","Laboratory Test Result","True","05f707a2-91cf-4f11-a887-d6b9eea8c51d","BiomedicalConceptProperty_109","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","b4222c4f-a9c8-44d4-9cb8-c4233535519e","BiomedicalConceptProperty_110","True","Laboratory Test Fasting Status"
"string","Unit of Concentration","True","8235c35c-87b3-4d17-8af2-fe3b3f8e738a","BiomedicalConceptProperty_111","True","Unit of Concentration"
"string","Biospecimen Type","True","4e261d64-14f8-4e0e-9e90-c5ba749b5839","BiomedicalConceptProperty_112","True","Biospecimen Type"
"decimal","Laboratory Test Result","True","66dced8d-50af-496b-b56a-d87a23426e7a","BiomedicalConceptProperty_113","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","96749165-42de-4a3d-b497-007424c8b939","BiomedicalConceptProperty_114","True","Laboratory Test Fasting Status"
"string","Molarity Unit","True","2c70f2d1-30fe-44b4-ab53-3fcddf4c9344","BiomedicalConceptProperty_115","True","Molarity Unit"
"string","Biospecimen Type","True","293576c4-32c0-49c3-a147-35fa7a4e7383","BiomedicalConceptProperty_116","True","Biospecimen Type"
"decimal","Laboratory Test Result","True","4c208c08-f227-4c7f-bac0-b6de0afe5b4f","BiomedicalConceptProperty_117","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","62c4c020-4dd0-4392-8ba5-3bc034193fa6","BiomedicalConceptProperty_118","True","Laboratory Test Fasting Status"
"string","Molarity Unit","True","d005291d-9b5b-4e2c-b7bb-85c9ad84603f","BiomedicalConceptProperty_119","True","Molarity Unit"
"string","Biospecimen Type","True","4b5f9d13-f806-44e5-aa8a-7d72f55eaab7","BiomedicalConceptProperty_120","True","Biospecimen Type"
"string","Adverse Event Verbatim Description","True","96b15f43-ff3d-40c7-91f7-009539a860ae","BiomedicalConceptProperty_1","True","Adverse Event Verbatim Description"
"string","Adverse Event Dictionary Derived Term","True","f8f71c0c-e591-4bd9-a8cc-eaebd1793b78","BiomedicalConceptProperty_2","True","Adverse Event Dictionary Derived Term"
"string","Adverse Event Category","True","392b0df3-1fc9-4b55-8f2b-445185e1e3a2","BiomedicalConceptProperty_3","True","Adverse Event Category"
"string","Adverse Event Subcategory","True","51e8aefa-aa8f-427f-95d8-f10f88f9fd14","BiomedicalConceptProperty_4","True","Adverse Event Subcategory"
"boolean","Adverse Event Pre-specified","True","3ce89f72-8264-4451-be9c-1dd0f2e5c1b1","BiomedicalConceptProperty_5","True","Adverse Event Pre-specified"
"string","Severity of Adverse Event","True","16117487-c289-4bf1-b84e-371439663d1e","BiomedicalConceptProperty_6","True","Severity of Adverse Event"
"string","Adverse Event Toxicity Grade","True","8972f487-4f2a-4a90-9398-c115da75fcae","BiomedicalConceptProperty_7","True","Adverse Event Toxicity Grade"
"boolean","Seriousness of Adverse Event","True","3f71f801-f669-4a8a-a517-e2b27f0953e7","BiomedicalConceptProperty_8","True","Seriousness of Adverse Event"
"string","Adverse Event Action Taken with Study Treatment","True","d6b35ede-ad6d-4f37-b2df-c56ea827304a","BiomedicalConceptProperty_9","True","Adverse Event Action Taken with Study Treatment"
"string","Adverse Event Attribution to Product or Procedure","True","cc447a43-30f8-4862-9057-d31f2f183627","BiomedicalConceptProperty_10","True","Adverse Event Attribution to Product or Procedure"
"string","Adverse Event Pattern","True","3a4d80ee-9a57-4a19-83e8-44e7e6aaf141","BiomedicalConceptProperty_11","True","Adverse Event Pattern"
"string","Adverse Event Outcome","True","d298b12f-8c73-402a-af34-9dc01e7e8c5b","BiomedicalConceptProperty_12","True","Adverse Event Outcome"
"datetime","Adverse Event Start Date Time","True","4683f502-386c-4c7d-8cc4-0a0c3865e24b","BiomedicalConceptProperty_13","True","Adverse Event Start Date Time"
"datetime","Adverse Event End Date Time","True","dcc9b39e-7e81-4cec-b049-edf7e20fed93","BiomedicalConceptProperty_14","True","Adverse Event End Date Time"
"decimal","Vital Signs Result","True","333ea8d5-ac85-4373-afcc-0a2e3d286e35","BiomedicalConceptProperty_15","True","Vital Signs Result"
"string","Unit of Pressure","True","0a251016-9fba-459d-82cc-653ce6f78bed","BiomedicalConceptProperty_16","True","Unit of Pressure"
"string","Vital Signs Location","True","fe824682-4c14-4c61-bc58-79c60f3f88d3","BiomedicalConceptProperty_17","True","Vital Signs Location"
"string","Vital Signs Laterality","True","bf420ec4-a7fd-411b-993a-2366aab4248f","BiomedicalConceptProperty_18","True","Vital Signs Laterality"
"string","Test Method","True","3ed0a83b-4d64-4509-ab82-1d63dcb47d2a","BiomedicalConceptProperty_19","True","Test Method"
"string","Vital Signs Position","True","d9a54005-f079-4ea3-a8ab-af5721302e3e","BiomedicalConceptProperty_20","True","Vital Signs Position"
"decimal","Vital Signs Result","True","05b48ff5-2143-4fc9-8413-23f6528e999a","BiomedicalConceptProperty_21","True","Vital Signs Result"
"string","Unit of Pressure","True","712146d9-f2d2-4094-a575-b6ac48752475","BiomedicalConceptProperty_22","True","Unit of Pressure"
"string","Vital Signs Location","True","c2104777-b827-48f8-8bad-edaeb71c41c0","BiomedicalConceptProperty_23","True","Vital Signs Location"
"string","Vital Signs Laterality","True","4b2a4ab9-fe0d-48ea-b420-05d18a6e1fe8","BiomedicalConceptProperty_24","True","Vital Signs Laterality"
"string","Test Method","True","d4a97f81-60a6-477f-a6f4-32b6a71c9311","BiomedicalConceptProperty_25","True","Test Method"
"string","Vital Signs Position","True","95b855ce-53cc-4e98-9943-9bbed7f2f203","BiomedicalConceptProperty_26","True","Vital Signs Position"
"decimal","Vital Signs Result","True","4246947d-d501-435e-80bb-9b9650181680","BiomedicalConceptProperty_27","True","Vital Signs Result"
"string","Unit of Temperature","True","c696d302-ac13-4e30-880b-f28685f71381","BiomedicalConceptProperty_28","True","Unit of Temperature"
"string","Vital Signs Location","True","d51edad2-ea53-4e73-804d-74ab7d7d1136","BiomedicalConceptProperty_29","True","Vital Signs Location"
"decimal","Vital Signs Result","True","becbf220-446c-4e70-8680-7775a6a75dba","BiomedicalConceptProperty_30","True","Vital Signs Result"
"string","Unit of Weight","True","55d827e8-d21c-4600-824b-20bb33fd5b5f","BiomedicalConceptProperty_31","True","Unit of Weight"
"decimal","Vital Signs Result","True","3a5dbf56-b7cc-416f-9153-da84b554c557","BiomedicalConceptProperty_32","True","Vital Signs Result"
"string","Unit of Height","True","9c64b16d-adc2-45d0-9da4-5d4b6d15a713","BiomedicalConceptProperty_33","True","Unit of Height"
"decimal","Laboratory Test Result","True","e90ec7ee-f59d-4856-9027-49eabde6eca0","BiomedicalConceptProperty_34","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","8c99b6ea-332a-4168-beb4-1121acb7240f","BiomedicalConceptProperty_35","True","Laboratory Test Fasting Status"
"string","Unit of Catalytic Activity Concentration","True","38791c38-a664-4a1d-ba01-8e87e27115d4","BiomedicalConceptProperty_36","True","Unit of Catalytic Activity Concentration"
"string","Biospecimen Type","True","38e54ce0-1628-46d4-b0b3-98f8e878ccf0","BiomedicalConceptProperty_37","True","Biospecimen Type"
"string","Laboratory Test Result","True","9e972453-e9b7-4a67-9b89-8cf17bd99278","BiomedicalConceptProperty_38","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","bb047bce-1f9e-4340-ad00-7a76c7cb5cbf","BiomedicalConceptProperty_39","True","Laboratory Test Fasting Status"
"string","Unit of Concentration","True","7a43fd5d-e155-4c87-9204-191a5594017b","BiomedicalConceptProperty_40","True","Unit of Concentration"
"string","Biospecimen Type","True","d1fbca64-789d-4aeb-996e-3731e9e3e0c3","BiomedicalConceptProperty_41","True","Biospecimen Type"
"decimal","Laboratory Test Result","True","2a6b904d-7cc0-495c-ba14-2ce0c09c2ec1","BiomedicalConceptProperty_42","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","0f7cd456-13dd-4f2e-857d-9af79c0e3956","BiomedicalConceptProperty_43","True","Laboratory Test Fasting Status"
"string","Unit of Catalytic Activity Concentration","True","46438509-1b2e-4a8a-b646-f21b13934077","BiomedicalConceptProperty_44","True","Unit of Catalytic Activity Concentration"
"string","Biospecimen Type","True","d191b86c-70d8-4830-a590-8b70177a0c32","BiomedicalConceptProperty_45","True","Biospecimen Type"
"decimal","Laboratory Test Result","True","a517689a-d3ee-412e-9442-046d106fdc41","BiomedicalConceptProperty_46","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","62154b53-528c-4ef6-ab61-d8407a48f7ca","BiomedicalConceptProperty_47","True","Laboratory Test Fasting Status"
"string","Unit of Catalytic Activity Concentration","True","1ee64c69-3111-4067-a7e5-b4b182af2aa0","BiomedicalConceptProperty_48","True","Unit of Catalytic Activity Concentration"
"string","Biospecimen Type","True","18d6e574-d817-4453-b1f2-f445bae2d516","BiomedicalConceptProperty_49","True","Biospecimen Type"
"string","Laboratory Test Result","True","521594b1-d5dc-410f-9122-0ca525710eae","BiomedicalConceptProperty_50","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","56b72cd3-797a-4848-bf8e-f19d3e775fb2","BiomedicalConceptProperty_51","True","Laboratory Test Fasting Status"
"string","Unit of Concentration","True","9f0ab0cc-fecf-4fdd-9f20-15f023409013","BiomedicalConceptProperty_52","True","Unit of Concentration"
"string","Biospecimen Type","True","2f28de18-fb55-4cd4-b8f5-3311160c89aa","BiomedicalConceptProperty_53","True","Biospecimen Type"
"decimal","Laboratory Test Result","True","62cf6937-04f0-4282-a9f0-ac5158913722","BiomedicalConceptProperty_54","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","0fb8a183-0219-4f49-bbc6-d3f1f5e6b1b9","BiomedicalConceptProperty_55","True","Laboratory Test Fasting Status"
"string","Molarity Unit","True","b50ff15b-33cd-46ac-8bc5-00df3778c546","BiomedicalConceptProperty_56","True","Molarity Unit"
"string","Biospecimen Type","True","ec3d223d-4a74-40c4-8d55-499627b9788f","BiomedicalConceptProperty_57","True","Biospecimen Type"
"decimal","Laboratory Test Result","True","beda64d5-9ab9-4814-a1ff-09a80c6b543d","BiomedicalConceptProperty_58","True","Laboratory Test Result"
"boolean","Laboratory Test Fasting Status","True","38a2048a-cd08-42ee-aaba-e8ea50e92a1c","BiomedicalConceptProperty_59","True","Laboratory Test Fasting Status"
"string","Molarity Unit","True","9b217a0d-66f8-4bac-b0cc-e40885c67d63","BiomedicalConceptProperty_60","True","Molarity Unit"
"string","Biospecimen Type","True","eddc54c8-31c7-4ef0-ae68-347c358cf7e1","BiomedicalConceptProperty_61","True","Biospecimen Type"
"decimal","Vital Signs Result","True","fc677796-2bee-4f58-8e89-c02f7b636b8d","BiomedicalConceptProperty_62","True","Vital Signs Result"
"string","Unit of Pressure","True","5aaf677a-952d-4c78-8b9a-746a7fa9ece6","BiomedicalConceptProperty_63","True","Unit of Pressure"
"string","Vital Signs Location","True","00e625b3-9b2f-4d7a-9ef3-32279c01f3bc","BiomedicalConceptProperty_64","True","Vital Signs Location"
"string","Vital Signs Laterality","True","a82d5fb9-d39c-41c7-a830-f56dae507b89","BiomedicalConceptProperty_65","True","Vital Signs Laterality"
"string","Test Method","True","24e3bc45-d9be-459e-b52e-a1d6d7a9ba27","BiomedicalConceptProperty_66","True","Test Method"
"string","Vital Signs Position","True","53177202-f055-495c-830f-650b3cb52e8e","BiomedicalConceptProperty_67","True","Vital Signs Position"
"decimal","Vital Signs Result","True","0f51d82b-1c97-42ff-af08-79fb68157a6c","BiomedicalConceptProperty_68","True","Vital Signs Result"
"string","Unit of Pressure","True","4c9b0d55-6ee3-4949-9173-ec0959a0b1c7","BiomedicalConceptProperty_69","True","Unit of Pressure"
"string","Vital Signs Location","True","c8a63faf-3ed7-4b60-b991-4841cb77855e","BiomedicalConceptProperty_70","True","Vital Signs Location"
"string","Vital Signs Laterality","True","936ef05d-19ba-42a2-9ad4-ae95f69de62d","BiomedicalConceptProperty_71","True","Vital Signs Laterality"
"string","Test Method","True","050a3eae-3e19-4a26-82ad-b4ce83cf138d","BiomedicalConceptProperty_72","True","Test Method"
"string","Vital Signs Position","True","1bffa61b-6c65-42af-af44-c61a1848959f","BiomedicalConceptProperty_73","True","Vital Signs Position"
"decimal","Vital Signs Result","True","20110160-da2f-41a1-a8e6-d1e9bee18b2e","BiomedicalConceptProperty_74","True","Vital Signs Result"
"string","Unit of Pressure","True","2237d76a-43ed-4543-9bbe-97791628692b","BiomedicalConceptProperty_75","True","Unit of Pressure"
"string","Vital Signs Location","True","54424f33-cb2d-40af-b60c-0ae32335114d","BiomedicalConceptProperty_76","True","Vital Signs Location"
"string","Vital Signs Laterality","True","8ee6583e-96c1-4967-8f50-acd7a1ef8bbf","BiomedicalConceptProperty_77","True","Vital Signs Laterality"
"string","Test Method","True","355bfa5f-1432-43f3-8353-9038f3be13d9","BiomedicalConceptProperty_78","True","Test Method"
"string","Vital Signs Position","True","880a95ef-2b0f-4858-a0ad-725682088c45","BiomedicalConceptProperty_79","True","Vital Signs Position"
"decimal","Vital Signs Result","True","567ce667-63d8-4462-83ef-21a914c75138","BiomedicalConceptProperty_80","True","Vital Signs Result"
"string","Unit of Pressure","True","00b95286-fa87-4ba5-ae88-efc32acceba9","BiomedicalConceptProperty_81","True","Unit of Pressure"
"string","Vital Signs Location","True","9958ba4e-5413-4369-bdc5-e27ac6eaf588","BiomedicalConceptProperty_82","True","Vital Signs Location"
"string","Vital Signs Laterality","True","fa9c35d6-5959-4ace-b8f4-6a89bf73691a","BiomedicalConceptProperty_83","True","Vital Signs Laterality"
"string","Test Method","True","cad827e4-a8f1-4ab7-8485-c62ad135a428","BiomedicalConceptProperty_84","True","Test Method"
"string","Vital Signs Position","True","b43a1d86-6ea0-4f04-8f43-3fe1bb1d4f2a","BiomedicalConceptProperty_85","True","Vital Signs Position"
