"codeSystemVersion","id","decode","uuid:ID","codeSystem","code"
"2023-09-29","Code_89","In Person","e9f19287-b831-48e1-a1e3-b921441d54d8","http://www.cdisc.org","C175574"
"2023-09-29","Code_90","Visit","f69c8e91-e506-4a3a-88d3-c7e33c2037d4","http://www.cdisc.org","C25716"
"2023-09-29","Code_91","Clinic","d01dbf6f-cb2a-47fa-acaa-f2353a14ac26","http://www.cdisc.org","C51282"
"2023-09-29","Code_92","In Person","6a607cc0-42c5-4fd7-ac86-f26dbda5c965","http://www.cdisc.org","C175574"
"2023-09-29","Code_93","Visit","2eb85477-74e5-433f-ad47-f48d017f6093","http://www.cdisc.org","C25716"
"2023-09-29","Code_94","Clinic","0e66b8e8-d73f-43af-ad89-ca96f857cde7","http://www.cdisc.org","C51282"
"2023-09-29","Code_95","In Person","320da8e7-4250-4414-ab96-db70a3dd868d","http://www.cdisc.org","C175574"
"2023-09-29","Code_96","Telephone Call","1ebe7a39-fa70-4403-a4c0-d8492f4913b1","http://www.cdisc.org","C171537"
"2023-09-29","Code_97","Visit","7dbff364-cba3-4855-8ea4-ae320507dc18","http://www.cdisc.org","C25716"
"2023-09-29","Code_98","Clinic","e6130e51-7358-46f3-ba7e-f67e486d781a","http://www.cdisc.org","C51282"
"2023-09-29","Code_99","In Person","ceaeda19-088e-4a60-809e-dcb900128d4c","http://www.cdisc.org","C175574"
"2023-09-29","Code_100","Telephone Call","99895c33-b78f-45d2-a1a3-e29e868b34e8","http://www.cdisc.org","C171537"
"2023-09-29","Code_101","Visit","990f3fbb-129e-4592-8bf4-d53b50330b2d","http://www.cdisc.org","C25716"
"2023-09-29","Code_102","Clinic","75865f4d-1c38-432a-9c68-eefa9ce26d49","http://www.cdisc.org","C51282"
"2023-09-29","Code_103","In Person","2c5fb268-515b-4bcf-af60-432127177fc5","http://www.cdisc.org","C175574"
"2023-09-29","Code_104","Telephone Call","f9a34125-1df5-48c0-a8fa-779fca832517","http://www.cdisc.org","C171537"
"2023-09-29","Code_105","Visit","4be02add-6a89-4e0d-9f73-86b9ab3744f3","http://www.cdisc.org","C25716"
"2023-09-29","Code_106","Clinic","f7472ce4-4589-4b8a-b622-9e2a72dc2b1e","http://www.cdisc.org","C51282"
"2023-09-29","Code_107","In Person","92260da5-3317-4b67-aff4-c7046cc778de","http://www.cdisc.org","C175574"
"2023-09-29","Code_108","Telephone Call","58ffd72e-e85d-49e9-963b-62c6a0ff8508","http://www.cdisc.org","C171537"
"2023-09-29","Code_109","Visit","c72f6e65-a298-42a4-96f0-ab4fbf26d3f1","http://www.cdisc.org","C25716"
"2023-09-29","Code_110","Clinic","6f239c6d-a0a6-4dc4-ae08-f325bb7c6289","http://www.cdisc.org","C51282"
"2023-09-29","Code_111","In Person","3cf5d6b4-92cc-4460-b41e-b68020dded19","http://www.cdisc.org","C175574"
"2023-09-29","Code_112","Visit","52968a29-38cd-4c60-b5e5-d6f28d0c116f","http://www.cdisc.org","C25716"
"2023-09-29","Code_113","Clinic","e4d08051-a31d-4964-adf2-8a9f6ab50713","http://www.cdisc.org","C51282"
"2023-09-29","Code_114","In Person","590b0e50-78b3-4ff7-84bc-abda41399a8f","http://www.cdisc.org","C175574"
"January 31, 2018","Code_72","CT of head without contrast","a4da0c40-999c-4d86-8b37-50fed1d6140a","SNOMED","383371000119108"
"12","Code_73","Supine for 5 minutes","ad9be581-733b-457b-96bb-9cb88661110a","SPONSOR","123"
"12","Code_74","Standingfor 1-3 minutes","41f52224-5884-4234-875e-5c8f63c353ab","SPONSOR","124"
"","Code_252","Vital Signs Result","760ceffc-7d1c-44a1-8ea4-a2a039d2a6bf","NCI Thesaurus","C173522"
"2023-09-29","Code_253","Kelvin","0278431e-f432-442c-a11b-ad19aa2e748c","http://www.cdisc.org","C42537"
"","Code_254","Unit of Temperature","b1a9a5ff-efaf-40f5-94c4-720e6166b233","NCI Thesaurus","C44276"
"","Code_255","Vital Signs Location","5482845a-335b-497f-ab84-fe9fe0301e64","NCI Thesaurus","C83088"
"","Code_251","Body Temperature","7fdeaa5a-103c-480d-b966-45bde8cec426","NCI Thesaurus","C174446"
"","Code_257","Vital Signs Result","0dec9c60-88d6-44b2-9deb-f3ef3fe184da","NCI Thesaurus","C173522"
"2023-09-29","Code_258","Kilogram","f1343a5c-45b1-4c52-835c-0335845773be","http://www.cdisc.org","C28252"
"2023-09-29","Code_259","Gram","fca6d089-465b-474e-a888-9c34c0a21f70","http://www.cdisc.org","C48155"
"2023-09-29","Code_260","Pound","75a9c908-adc2-4b7d-a029-e55aefc52f51","http://www.cdisc.org","C48531"
"","Code_261","Unit of Weight","a0de5b06-9d47-46fe-8fdd-abac58640ec7","NCI Thesaurus","C48208"
"","Code_256","Body Weight","21fa0b35-2e2b-4bf1-abf9-2d1e3aa9613f","NCI Thesaurus","C81328"
"","Code_263","Vital Signs Result","7b545c31-71fa-424a-9c2d-9fd8588d7213","NCI Thesaurus","C173522"
"2023-09-29","Code_264","Centimeter","07217ace-ab24-4125-be3d-90139dff7a23","http://www.cdisc.org","C49668"
"2023-09-29","Code_265","Inch","5c5fbf15-62cf-4392-ab6e-560fbcd01934","http://www.cdisc.org","C48500"
"2023-09-29","Code_266","Millimeter","2f429dbe-4b07-4978-ab5e-80df936c8903","http://www.cdisc.org","C28251"
"2023-09-29","Code_267","Meter","5dfbb1f8-8d0a-4eb9-8a91-05d8d5938352","http://www.cdisc.org","C41139"
"","Code_268","Unit of Height","0b02c2aa-507d-4de5-a8a6-1d0bf1f5c973","NCI Thesaurus","C168688"
"","Code_262","Body Height","fee5727f-7d6f-492a-8fff-6df5fdd46dd0","NCI Thesaurus","C164634"
"","Code_270","Laboratory Test Result","85102aea-5fb0-4c71-b357-c84293ed2210","NCI Thesaurus","C36292"
"","Code_271","Laboratory Test Fasting Status","b1f97efe-8e0c-49e2-9852-2ca754e0cdf6","NCI Thesaurus","C83309"
"","Code_272","Unit of Catalytic Activity Concentration","1bd1b19b-6a19-4a5b-9d49-2d667acdb869","NCI Thesaurus","C67365"
"","Code_273","Biospecimen Type","1bc889a0-8e15-4b2f-9a28-7e6c8aa17d8c","NCI Thesaurus","C70713"
"","Code_269","Alanine Aminotransferase Measurement","edccc4df-ea0b-4dde-933a-dba79d3dec92","NCI Thesaurus","C64433"
"","Code_275","Laboratory Test Result","fe772221-d5fe-4e3f-8d8d-6ed2931cfb04","NCI Thesaurus","C36292"
"","Code_276","Laboratory Test Fasting Status","bd134ea1-0fb3-436d-a9c2-9ee0385995c8","NCI Thesaurus","C83309"
"","Code_277","Unit of Concentration","7eb669e6-f6f3-4867-ae3e-fb422eca04cf","NCI Thesaurus","C48207"
"","Code_278","Biospecimen Type","5dc9bd23-2e82-47bf-9680-a402ecab7800","NCI Thesaurus","C70713"
"","Code_274","Albumin Measurement","f503f2b5-aa3c-407a-8604-7c03561fd6b9","NCI Thesaurus","C64431"
"","Code_280","Laboratory Test Result","6d88d13a-d35a-4dd3-9f8c-ede61ed49647","NCI Thesaurus","C36292"
"","Code_281","Laboratory Test Fasting Status","dea1d31a-9f98-4476-a323-f399afd4a393","NCI Thesaurus","C83309"
"","Code_282","Unit of Catalytic Activity Concentration","17d3eeb9-a397-444c-9a8a-bb12b53d09d5","NCI Thesaurus","C67365"
"","Code_283","Biospecimen Type","baffc91d-40d3-45da-a1bf-5ab6d47210fb","NCI Thesaurus","C70713"
"","Code_279","Alkaline Phosphatase Measurement","119065d6-31ba-47de-bf94-28795a340c95","NCI Thesaurus","C64432"
"","Code_285","Laboratory Test Result","8f162035-bbe8-4dc3-85c6-426505c4c3cf","NCI Thesaurus","C36292"
"","Code_286","Laboratory Test Fasting Status","c7a7fa47-57f5-489f-b699-4b326084996c","NCI Thesaurus","C83309"
"","Code_287","Unit of Catalytic Activity Concentration","11ea3f9a-28a1-43e9-a76e-5c9e0d66a70c","NCI Thesaurus","C67365"
"","Code_288","Biospecimen Type","47742741-ae2a-48a5-b0e2-4e4fec0273a6","NCI Thesaurus","C70713"
"","Code_284","Aspartate Aminotransferase Measurement","9a2dd6db-ae6e-46b1-8942-8efa8bb1a216","NCI Thesaurus","C64467"
"","Code_290","Laboratory Test Result","27d1a631-2784-471a-8218-077e71a8c5f6","NCI Thesaurus","C36292"
"","Code_291","Laboratory Test Fasting Status","68037356-6868-4245-ad26-73ac98b2eae1","NCI Thesaurus","C83309"
"","Code_292","Unit of Concentration","0ae1a15f-4566-4dbc-8dae-c438c3c44056","NCI Thesaurus","C48207"
"","Code_293","Biospecimen Type","c675607d-5c44-44ad-a157-fe1293539737","NCI Thesaurus","C70713"
"","Code_289","Creatinine Measurement","9fd45112-5a76-46ba-9645-cb1324a2431e","NCI Thesaurus","C64547"
"","Code_295","Laboratory Test Result","5aaf34a7-d44e-48ad-93e1-dce136ba65e9","NCI Thesaurus","C36292"
"","Code_296","Laboratory Test Fasting Status","ab38e00e-c0f3-4eca-ac34-1c4a3b55c59f","NCI Thesaurus","C83309"
"","Code_297","Molarity Unit","c66a348c-4608-43f2-a909-26e254732208","NCI Thesaurus","C64567"
"","Code_298","Biospecimen Type","94151d38-93e0-40d7-aa42-1cad23d1ad0e","NCI Thesaurus","C70713"
"","Code_294","Potassium Measurement","3e766a7e-af32-458c-9f43-8523a56a944d","NCI Thesaurus","C64853"
"","Code_300","Laboratory Test Result","bdd4f4b2-1df9-4860-8264-a1503d1c5ca9","NCI Thesaurus","C36292"
"","Code_301","Laboratory Test Fasting Status","11b42077-3dec-479c-bd6f-871ed57d8b89","NCI Thesaurus","C83309"
"","Code_302","Molarity Unit","b107246f-5226-4df9-b699-b2cdd680f645","NCI Thesaurus","C64567"
"","Code_303","Biospecimen Type","4a67c1b6-67a5-4d0b-9617-07305dd029dc","NCI Thesaurus","C70713"
"","Code_299","Sodium Measurement","30feeeec-7d60-46ba-a37c-193b20cfc131","NCI Thesaurus","C64809"
"","Code_135","Adverse Event Verbatim Description","f36d165e-dc9f-403d-8a92-2fb5b581189b","NCI Thesaurus","C78541"
"","Code_136","Adverse Event Dictionary Derived Term","98738721-c0d3-47a4-875a-2b163bf5a145","NCI Thesaurus","C83344"
"","Code_137","Adverse Event Category","2fe38092-f7c3-412e-8f39-5c67e6b3e60f","NCI Thesaurus","C83198"
"","Code_138","Adverse Event Subcategory","741fe03d-b80d-43c1-be38-b10089071a69","NCI Thesaurus","C83212"
"","Code_139","Adverse Event Pre-specified","0581a64c-4935-41fe-915e-9e5068711bb7","NCI Thesaurus","C87840"
"","Code_140","Severity of Adverse Event","ee4b797d-f783-484a-b064-35967ee3d732","NCI Thesaurus","C53253"
"","Code_141","Adverse Event Toxicity Grade","ad2bf75b-3d21-4056-84c2-b838716bd0b6","NCI Thesaurus","C78605"
"","Code_142","Seriousness of Adverse Event","aeef1d8b-e2b1-40f6-a62e-b724af56df7a","NCI Thesaurus","C53252"
"","Code_143","Adverse Event Action Taken with Study Treatment","18957f70-e597-446c-8581-1b8f55dfb8f1","NCI Thesaurus","C83013"
"","Code_144","Adverse Event Attribution to Product or Procedure","9e548c15-de17-4840-9ea1-71030be58431","NCI Thesaurus","C41358"
"2023-09-29","Code_145","Intermittent","83219fcd-c9a8-4189-a11f-2f0424bdc5e7","http://www.cdisc.org","C71325"
"","Code_146","Adverse Event Pattern","3853cd8f-0260-448b-96d9-40bdf0936510","NCI Thesaurus","C83208"
"","Code_147","Adverse Event Outcome","8a67a82f-f779-4ea5-99b8-5f21e78a5c22","NCI Thesaurus","C49489"
"","Code_148","Adverse Event Start Date Time","94e75392-2e70-4fd3-bdd9-fd9c839b8e01","NCI Thesaurus","C83215"
"","Code_149","Adverse Event End Date Time","d77ef5f5-c843-42ed-9512-3705955ecf00","NCI Thesaurus","C83201"
"","Code_134","Adverse Event","905e9215-bb89-4abd-ae4b-82f50285fb00","NCI Thesaurus","C41331"
"","Code_151","Vital Signs Result","bc83caf4-606e-4bd8-a197-6ff521be6135","NCI Thesaurus","C173522"
"2023-09-29","Code_152","Pascal","0c6f4cd8-0772-4d90-b163-37a8a654a8e4","http://www.cdisc.org","C42547"
"","Code_153","Unit of Pressure","e3d0156a-3cac-45d7-a561-0900e213fb45","NCI Thesaurus","C49669"
"","Code_154","Vital Signs Location","491097e3-8530-4065-83ec-f48fa5752585","NCI Thesaurus","C83088"
"","Code_155","Vital Signs Laterality","cbfb8194-e0fb-4b5d-a2d7-e21c96d77e5d","NCI Thesaurus","C123975"
"","Code_156","Test Method","d7a29189-6b7a-4707-b3c2-1807a87a1e29","NCI Thesaurus","C82535"
"","Code_157","Vital Signs Position","2370f144-bd82-4918-b531-cb2c3efe33fb","NCI Thesaurus","C83114"
"","Code_150","Systolic Blood Pressure","dfc3fe5a-fc59-45ad-a958-4956fc5f3656","NCI Thesaurus","C25298"
"","Code_159","Vital Signs Result","773c12e9-3c1d-472c-9945-7278e16cf0df","NCI Thesaurus","C173522"
"2023-09-29","Code_160","Pascal","3c0d830a-d7cf-480b-83f8-ac547d752ed8","http://www.cdisc.org","C42547"
"","Code_161","Unit of Pressure","c7140d29-97e7-4f77-9ae0-6170f5f450de","NCI Thesaurus","C49669"
"","Code_162","Vital Signs Location","b08ce0da-13b1-4544-82c3-b8c3fea28322","NCI Thesaurus","C83088"
"","Code_163","Vital Signs Laterality","6ae0a9b4-28b6-43d3-a928-3701b226c2d7","NCI Thesaurus","C123975"
"","Code_164","Test Method","e1068019-f108-46ef-b2d9-65d647b018c1","NCI Thesaurus","C82535"
"","Code_165","Vital Signs Position","aeaf8dfc-7290-42ca-a4f3-59ff1364699f","NCI Thesaurus","C83114"
"","Code_158","Diastolic Blood Pressure","5746edd1-9875-40a5-b1b4-8cb50793ec64","NCI Thesaurus","C25299"
"","Code_167","Vital Signs Result","cafcaf28-ef0c-44a6-b0c5-08e2d7d52a05","NCI Thesaurus","C173522"
"2023-09-29","Code_168","Kelvin","ec1ec3b4-0d38-4d9d-8576-82e276344c14","http://www.cdisc.org","C42537"
"","Code_169","Unit of Temperature","619a0e6e-7a2d-49ac-8d9b-1e208bf5ffcd","NCI Thesaurus","C44276"
"","Code_170","Vital Signs Location","8d2f9d3d-9184-41bf-8c13-c48dc732c1af","NCI Thesaurus","C83088"
"","Code_166","Body Temperature","9e270b80-ded3-4b23-bdb7-721425b2ff8a","NCI Thesaurus","C174446"
"","Code_172","Vital Signs Result","848ae225-ad41-4721-99eb-06b50cde9110","NCI Thesaurus","C173522"
"2023-09-29","Code_173","Kilogram","18bd8494-2af3-480e-b49e-e695f2a63f58","http://www.cdisc.org","C28252"
"2023-09-29","Code_174","Gram","7db08851-6bed-4123-9461-c1a1aa7c5577","http://www.cdisc.org","C48155"
"2023-09-29","Code_175","Pound","17efafc9-b53c-48f7-adc8-0a5cc23f6b11","http://www.cdisc.org","C48531"
"","Code_176","Unit of Weight","5a0c723b-1833-4941-b48f-c2eda62bb8bc","NCI Thesaurus","C48208"
"","Code_171","Body Weight","b4a6432a-49a3-47da-99c7-c519d0281f08","NCI Thesaurus","C81328"
"","Code_178","Vital Signs Result","f856cf5f-8148-4b6a-bd31-fb5650749188","NCI Thesaurus","C173522"
"2023-09-29","Code_179","Centimeter","a4dfa99e-4885-4d99-b777-fa9519351db4","http://www.cdisc.org","C49668"
"2023-09-29","Code_180","Inch","76fe2263-74d0-45a2-8acb-d45513bcbff1","http://www.cdisc.org","C48500"
"2023-09-29","Code_181","Millimeter","882b1ad8-9e4d-444f-a380-91d51fe41c50","http://www.cdisc.org","C28251"
"2023-09-29","Code_182","Meter","ec40ee19-01e4-47a6-a03c-7e8123d9631a","http://www.cdisc.org","C41139"
"","Code_183","Unit of Height","9e47b594-37b0-4010-bbfa-8d0260160427","NCI Thesaurus","C168688"
"","Code_177","Body Height","69f00d88-b004-4b8c-bf29-8e3a2904a3d9","NCI Thesaurus","C164634"
"","Code_185","Laboratory Test Result","19d9a221-57ba-40cb-9256-ddfb0a865117","NCI Thesaurus","C36292"
"","Code_186","Laboratory Test Fasting Status","3dd2fe49-f025-489a-b3ae-f05f1bf66f6e","NCI Thesaurus","C83309"
"","Code_187","Unit of Catalytic Activity Concentration","b2044466-4bc4-4648-9c31-6e9fe400ab77","NCI Thesaurus","C67365"
"","Code_188","Biospecimen Type","4c2251ce-67ee-42f4-9761-5ec38b69805a","NCI Thesaurus","C70713"
"","Code_184","Alanine Aminotransferase Measurement","bc1244bb-a9ef-43e1-a00e-e4b6f1da632f","NCI Thesaurus","C64433"
"","Code_190","Laboratory Test Result","93ba204d-057d-43b1-b25c-d8a7693baa1b","NCI Thesaurus","C36292"
"","Code_191","Laboratory Test Fasting Status","d09d6f3b-048f-4fcf-a5ee-4b17f28c91f8","NCI Thesaurus","C83309"
"","Code_192","Unit of Concentration","c964fc25-caee-4dbb-9a14-95defec596e5","NCI Thesaurus","C48207"
"","Code_193","Biospecimen Type","d8401550-d8dc-47bd-96e2-b4f8aad1ba6c","NCI Thesaurus","C70713"
"","Code_189","Albumin Measurement","efe0c5cf-d232-43d2-9c74-bd6d8e73ba29","NCI Thesaurus","C64431"
"","Code_195","Laboratory Test Result","2cc144a7-043b-415f-896a-6cc6de273bf0","NCI Thesaurus","C36292"
"","Code_196","Laboratory Test Fasting Status","388683f3-3c25-44f2-8a1d-d27f457b05ab","NCI Thesaurus","C83309"
"","Code_197","Unit of Catalytic Activity Concentration","79e647d2-b109-4cda-a91a-03cbfce077a9","NCI Thesaurus","C67365"
"","Code_198","Biospecimen Type","695ee5c3-76c2-42ea-85e4-7828e1e5d9d7","NCI Thesaurus","C70713"
"","Code_194","Alkaline Phosphatase Measurement","59fb631f-a558-4a58-9ec6-2e0132a9a765","NCI Thesaurus","C64432"
"","Code_200","Laboratory Test Result","7969cd4b-fc9f-4b6e-97de-6d70a2a71ec0","NCI Thesaurus","C36292"
"","Code_201","Laboratory Test Fasting Status","6bc38b45-0089-4268-830a-c80db0c73b3c","NCI Thesaurus","C83309"
"","Code_202","Unit of Catalytic Activity Concentration","0eef6e7c-d65b-4696-850a-d93f5bc1dab9","NCI Thesaurus","C67365"
"","Code_203","Biospecimen Type","59fbe707-f3fd-43f6-8819-6b6aa63689af","NCI Thesaurus","C70713"
"","Code_199","Aspartate Aminotransferase Measurement","34bd27b4-fcfa-47b1-a415-abdb318377bc","NCI Thesaurus","C64467"
"","Code_205","Laboratory Test Result","29ce0e58-38bd-4ac7-bd7a-8ca909484289","NCI Thesaurus","C36292"
"","Code_206","Laboratory Test Fasting Status","9ae07ef8-7cf3-46a7-9c92-e3e36b323130","NCI Thesaurus","C83309"
"","Code_207","Unit of Concentration","c13a903a-fe96-4b16-858b-fe1b2398ad3f","NCI Thesaurus","C48207"
"","Code_208","Biospecimen Type","52a1ebb1-f569-49e8-a60d-04b962c25fcd","NCI Thesaurus","C70713"
"","Code_204","Creatinine Measurement","b9dea2bc-b049-4feb-be7e-136a92b85308","NCI Thesaurus","C64547"
"","Code_210","Laboratory Test Result","53a53fdd-70d8-4e2c-8731-aae5e4b84e56","NCI Thesaurus","C36292"
"","Code_211","Laboratory Test Fasting Status","d1be0e47-b521-4991-98b4-f307b4e4c606","NCI Thesaurus","C83309"
"","Code_212","Molarity Unit","37e66ece-f108-493a-8b6d-8c56e9e155c7","NCI Thesaurus","C64567"
"","Code_213","Biospecimen Type","6f3c6f10-ea5a-49ff-9d70-48044c97bca2","NCI Thesaurus","C70713"
"","Code_209","Potassium Measurement","af71680c-0fef-4323-9eb0-1d24c41d639b","NCI Thesaurus","C64853"
"","Code_215","Laboratory Test Result","e3e0b9b5-60d9-4eae-9693-6b9f49d0cb5c","NCI Thesaurus","C36292"
"","Code_216","Laboratory Test Fasting Status","07ffdc20-3f25-4100-aa34-ad19c02a5fc5","NCI Thesaurus","C83309"
"","Code_217","Molarity Unit","0a724ffb-c7c0-400e-8674-7612ba3ab647","NCI Thesaurus","C64567"
"","Code_218","Biospecimen Type","f3a03851-1072-4588-84ab-bbf4437f135b","NCI Thesaurus","C70713"
"","Code_214","Sodium Measurement","3a9e7703-b469-4ea2-806c-2ea73f8b7130","NCI Thesaurus","C64809"
"","Code_220","Vital Signs Result","03f7e188-4a3f-47b1-904e-0fe5b686df18","NCI Thesaurus","C173522"
"2023-09-29","Code_221","Pascal","e808a153-d49b-427b-b349-c33535ee9374","http://www.cdisc.org","C42547"
"","Code_222","Unit of Pressure","aefc9aeb-efff-4502-98ff-f7496871cb6d","NCI Thesaurus","C49669"
"","Code_223","Vital Signs Location","4dda4c0c-0915-4f91-aafb-ce51ef65a72a","NCI Thesaurus","C83088"
"","Code_224","Vital Signs Laterality","a52a895c-5aba-4f6e-948b-c7f17f3f0c39","NCI Thesaurus","C123975"
"","Code_225","Test Method","30d17da2-c4c3-4074-965a-968610d056b0","NCI Thesaurus","C82535"
"","Code_226","Vital Signs Position","f195e9d7-8738-4872-94c8-8905de8bbfee","NCI Thesaurus","C83114"
"","Code_219","Systolic Blood Pressure","f689c38d-185f-426a-8e77-cc0c6c9626e7","NCI Thesaurus","C25298"
"","Code_228","Vital Signs Result","06c92a91-6645-402e-a75d-73ae35c80c43","NCI Thesaurus","C173522"
"2023-09-29","Code_229","Pascal","b2f178e8-5a3a-4c94-913a-ef8df02dd99a","http://www.cdisc.org","C42547"
"","Code_230","Unit of Pressure","94b78f87-7a0f-4d3e-9474-23965dc7ddfc","NCI Thesaurus","C49669"
"","Code_231","Vital Signs Location","c44bd903-4573-4c8a-93eb-8ee7d0028fb8","NCI Thesaurus","C83088"
"","Code_232","Vital Signs Laterality","5d5d13b7-631d-4edc-92ef-4ecc3e6c6265","NCI Thesaurus","C123975"
"","Code_233","Test Method","599f7acf-a5a0-466b-a5bd-647089c4ec42","NCI Thesaurus","C82535"
"","Code_234","Vital Signs Position","416c90a0-e905-4a35-baff-e6db1724c027","NCI Thesaurus","C83114"
"","Code_227","Diastolic Blood Pressure","5e013be0-82ac-4750-a0cd-f76d7249fdf4","NCI Thesaurus","C25299"
"","Code_236","Vital Signs Result","673b0110-f630-4d74-823b-14b8e66171ae","NCI Thesaurus","C173522"
"2023-09-29","Code_237","Pascal","6b6555c1-627c-4144-81a0-7d4cbc1fe04e","http://www.cdisc.org","C42547"
"","Code_238","Unit of Pressure","69c5eca7-cd42-4743-ba95-066204efbbb6","NCI Thesaurus","C49669"
"","Code_239","Vital Signs Location","914feb23-2266-46a1-b8d6-b661b389bb6b","NCI Thesaurus","C83088"
"","Code_240","Vital Signs Laterality","97084751-e2db-4b92-b4fe-cb0da01cf8d4","NCI Thesaurus","C123975"
"","Code_241","Test Method","ed880c8b-7b36-4aa2-8138-cf0cf913d727","NCI Thesaurus","C82535"
"","Code_242","Vital Signs Position","ae3b5cd2-2d2e-4301-9996-e89388ef6204","NCI Thesaurus","C83114"
"","Code_235","Systolic Blood Pressure","7ef7267f-da51-438d-a259-557492a73c3b","NCI Thesaurus","C25298"
"","Code_244","Vital Signs Result","5cda67c5-345c-48ff-94f3-74f2539fa213","NCI Thesaurus","C173522"
"2023-09-29","Code_245","Pascal","4dcbbb45-4be4-4b85-8c6a-0ba4b469ffde","http://www.cdisc.org","C42547"
"","Code_246","Unit of Pressure","2ebb978f-79aa-4b96-a1bc-c7ccc0c0306f","NCI Thesaurus","C49669"
"","Code_247","Vital Signs Location","00578aa9-d973-4141-b2ed-c4ccf54c72b6","NCI Thesaurus","C83088"
"","Code_248","Vital Signs Laterality","6619c48b-3088-493e-9357-a835c6f24a48","NCI Thesaurus","C123975"
"","Code_249","Test Method","f1d0dd3a-301a-4000-a159-c46a510a1952","NCI Thesaurus","C82535"
